page	locus	record	event_index	surface	joint_tuple_id	page_host	stable_core_or_axis_German	formal_coordinate_contribution_German	revised_complete_German	meaning_status
f10r	f10r.5	1	4	cthy	e0b630cb1b5df5e7105b	cthy	Sobald die Zubereitung gebrauchsfertig ist	unmarkierte Grundkarte	Sobald die Zubereitung gebrauchsfertig ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	1	ycheor	7249edc4df3419c26999	ycheor	sie wächst auf feuchtem Wiesengrund	unmarkierte Grundkarte	sie wächst auf feuchtem Wiesengrund	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	2	cthy	e0b630cb1b5df5e7105b	cthy	Sobald die Zubereitung gebrauchsfertig ist	unmarkierte Grundkarte	Sobald die Zubereitung gebrauchsfertig ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	3	chor	7a4bb8136330ee4e6e56	or	bereitetes verwendbares Medium oder Produkt	unmarkierte Grundkarte	Die bereitete Arbeitsflüssigkeit	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	4	cthaiin	f3c23f42baf625639e1e	cth	gib den ausgepressten Saft hinzu	RIGHT-aiin spezifiziert Argument oder Relation	gib den ausgepressten Saft hinzu	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	5	qoctholy	af816c04e65874a0f2fa	octholy	koche es sanft	unmarkierte Grundkarte	koche es sanft	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	6	dy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	7	chy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	8	taiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.6	2	9	shy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	1	qotchor	10488b911aae52b3b334	chor	Sammelzeit oder Beschaffung des gezeigten Simplex	Rahmen OT spezialisiert den Bezug	vor der Blüte gesammelt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	2	chor	7a4bb8136330ee4e6e56	or	bereitetes verwendbares Medium oder Produkt	unmarkierte Grundkarte	Die bereitete Arbeitsflüssigkeit	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	3	otol	497cbd9c7401810ff56b	ol	eine Handvoll	Rahmen OT spezialisiert den Bezug	eine Handvoll	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	4	chol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	5	cholor	dec401773c1f0347793d	olor	Aus dem vorigen Ansatz entnehmen	unmarkierte Grundkarte	Aus dem vorigen Ansatz entnehmen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	6	chol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	7	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.8	2	8	dar	4d4559019a961b834aa1	ar	aus derselben oder bezeichneten Quelle	unmarkierte Grundkarte	Daraus, aus demselben Ansatz	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.9	2	1	oykchor	27d97af8c96eb056c2e6	oykchor	wenn sich die Blüte geöffnet hat	unmarkierte Grundkarte	wenn sich die Blüte geöffnet hat	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.9	2	2	shor	7a4bb8136330ee4e6e56	or	bereitetes verwendbares Medium oder Produkt	unmarkierte Grundkarte	Die bereitete Arbeitsflüssigkeit	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.9	2	3	chor	7a4bb8136330ee4e6e56	or	bereitetes verwendbares Medium oder Produkt	unmarkierte Grundkarte	Die bereitete Arbeitsflüssigkeit	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.9	2	4	chy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.9	2	5	kaiiin	409de02322e7b2ca0c62	kaiiin	bis ein bitterer Geschmack bleibt	unmarkierte Grundkarte	bis ein bitterer Geschmack bleibt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.9	2	6	dy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f10r	f10r.9	2	7	chodaiin	834825c61d048a6b5628	d	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	Rahmen O spezialisiert den Bezug; RIGHT-aiin spezifiziert Argument oder Relation	bewahre diesen Anteil unter Öl	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	1	tshol	953ad19b79517fc8a211	shol	sammle die Wurzel im Frühjahr	unmarkierte Grundkarte	sammle die Wurzel im Frühjahr	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	2	schoal	428a5e3662aa57b4b256	cho	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	RIGHT-al spezifiziert Argument oder Relation	vom schattigen Waldort	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	3	cfhy	bdad9f9ea8b80f141496	cfhy	bevor sich die Blütenkrone öffnet	unmarkierte Grundkarte	bevor sich die Blütenkrone öffnet	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	4	shfydaiin	a8af08e69edab8e54f15	fyd	presse die gequetschte Wurzel durch ein Tuch	RIGHT-aiin spezifiziert Argument oder Relation	presse die gequetschte Wurzel durch ein Tuch	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	5	cphy	deb377381ceaf55ea310	cphy	seihe die Flüssigkeit ein zweites Mal	unmarkierte Grundkarte	seihe die Flüssigkeit ein zweites Mal	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	6	shey	b5df9126607030b95175	ey	den geforderten beobachtbaren Sollzustand erreichen	unmarkierte Grundkarte	Bis die Flüssigkeit klar abläuft	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	7	tchody	2e2027b1951d79911e24	cho	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	DY vollzieht und schließt die lokale Arbeitszelle	lasse die geseihte Flüssigkeit offen abkühlen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.1	1	8	shoyty	577c03a928d674d420d7	oyty	behalte die Blütenkrone zurück	unmarkierte Grundkarte	behalte die Blütenkrone zurück	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.4	1	1	dchol	d665560c8ff80799a82c	chol	BEZUG AUF SIMPLEX/SEINE ZUBEREITUNG	unmarkierte Grundkarte	von diesem abgebildeten Simplex	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.4	1	2	chy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.4	1	3	kchy	b2812c8283c3a62438bd	kchy	binde es auf die geschwollene Stelle	unmarkierte Grundkarte	binde es auf die geschwollene Stelle	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.4	1	4	dy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.4	1	5	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.7	1	1	qotchy	a48efd6c4491a046ba78	chy	warmes Medium zur Zubereitung oder Anwendung bereitstellen	Rahmen OT spezialisiert den Bezug	bereite aus den Blättern einen warmen Umschlag	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.7	1	2	okchol	322281bd391aa621f568	okchol	lege ihn warm auf	unmarkierte Grundkarte	lege ihn warm auf	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.7	1	3	cthy	e0b630cb1b5df5e7105b	cthy	Sobald die Zubereitung gebrauchsfertig ist	unmarkierte Grundkarte	Sobald die Zubereitung gebrauchsfertig ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f11r	f11r.7	1	4	dy	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-aiin spezifiziert Argument oder Relation	beginne den nächsten abgemessenen Posten	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	2	chaiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	3	ykain	403c1592f918c8f23b88	yk	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	RIGHT-ain spezifiziert Argument oder Relation	koche das breite Blatt sanft	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	4	ykan	d929a14ec45749b2e805	ykan	in Weißwein	unmarkierte Grundkarte	in Weißwein	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	5	ody	97cc9ac109148723c472	o	den nächsten Material- oder Prozessplatz eröffnen	DY vollzieht und schließt die lokale Arbeitszelle	lasse es ziehen, bis die Flüssigkeit klar ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	6	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	7	chedy	6f7ff8287eddf4da9fdb	y	aktuellen Konstruktionszustand tragen	inner-D wählt die gelernte Zustands-/Operationsvariante	rühre, bis alles gleichmäßig vermischt ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.5	1	8	talam	e026af581c99322fbd46	ala	wasche die wunde Stelle einmal	B3 markiert den besonderen Zellabschluss	wasche die wunde Stelle einmal	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	1	ykaiin	f7dc90b2c31fd341f0a4	yk	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	RIGHT-aiin spezifiziert Argument oder Relation	für den zweiten Arzneigebrauch	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	2	cheoar	807591efc3d3f7ddbfab	o	den nächsten Material- oder Prozessplatz eröffnen	RIGHT-ar spezifiziert Argument oder Relation	gib Weißwein hinzu	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	3	cheeky	2c1a5fd92b9e3c762242	eky	solange es noch warm ist	unmarkierte Grundkarte	solange es noch warm ist	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	4	oldy	1b1ffdd869fb1429ad03	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug; DY vollzieht und schließt die lokale Arbeitszelle	koche sanft und beende diesen Arbeitsschritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	5	aiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	6	okal	308e8ea2d5d190c498e8	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-al spezifiziert Argument oder Relation	mische beide Anteile zusammen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	7	oltchy	204b04837409088c48f9	oltchy	bewahre es in einem bedeckten Gefäß	unmarkierte Grundkarte	bewahre es in einem bedeckten Gefäß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	8	or	7a4bb8136330ee4e6e56	or	bereitetes verwendbares Medium oder Produkt	unmarkierte Grundkarte	Die bereitete Arbeitsflüssigkeit	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	9	y	b921a237be883a820352	y	aktuellen Konstruktionszustand tragen	unmarkierte Grundkarte	Diese aktive Portion	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f55v	f55v.11	1	10	orain	6afeb5c9ab9f6cbdea0d	or	bereitetes verwendbares Medium oder Produkt	RIGHT-ain spezifiziert Argument oder Relation	gebrauche die fertige Flüssigkeit frisch	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	chor	Sammelzeit oder Beschaffung des gezeigten Simplex	Rahmen O spezialisiert den Bezug	sammle die Pflanze im Frühjahr	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.5	1	2	cho	2cc054357a929df85f64	o	den nächsten Material- oder Prozessplatz eröffnen	unmarkierte Grundkarte	nimm danach den folgenden Zusatz oder Pflanzenteil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.5	1	3	chodaly	0ec6a45e2950e8e7061d	odaly	die dünne untere Wurzel	unmarkierte Grundkarte	die dünne untere Wurzel	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.5	1	4	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.7	1	1	sho	2cc054357a929df85f64	o	den nächsten Material- oder Prozessplatz eröffnen	unmarkierte Grundkarte	nimm danach den folgenden Zusatz oder Pflanzenteil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.7	1	2	kchol	893c570f3fa3fce99711	kchol	lasse es in Weißwein ziehen	unmarkierte Grundkarte	lasse es in Weißwein ziehen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.7	1	3	otchor	10488b911aae52b3b334	chor	Sammelzeit oder Beschaffung des gezeigten Simplex	Rahmen OT spezialisiert den Bezug	vor der Blüte gesammelt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.7	1	4	choky	276a7c2d74d1143446f4	oky	Die aktive Portion verwenden	unmarkierte Grundkarte	Die aktive Portion verwenden	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.7	1	5	dal	dd0ecaf5e27d81befffc	al	zum bezeichneten Ziel oder nächsten Weg führen	unmarkierte Grundkarte	An die bezeichnete Zielstelle führen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.8	1	1	schol	d665560c8ff80799a82c	chol	BEZUG AUF SIMPLEX/SEINE ZUBEREITUNG	unmarkierte Grundkarte	von diesem abgebildeten Simplex	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.8	1	2	choy	c10aec6d4dd877ec8bd8	y	aktuellen Konstruktionszustand tragen	Rahmen O spezialisiert den Bezug	die auf feuchter schattiger Heide wächst	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.8	1	3	choky	276a7c2d74d1143446f4	oky	Die aktive Portion verwenden	unmarkierte Grundkarte	Die aktive Portion verwenden	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.8	1	4	cheeckhody	95987d6f198d6d247511	eckho	lasse das Pflaster unbedeckt trocknen	DY vollzieht und schließt die lokale Arbeitszelle	lasse das Pflaster unbedeckt trocknen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.12	1	1	sh	ad3581d3144f69a5912d	h	ihren kleinen Samen- oder Knospenkopf	unmarkierte Grundkarte	ihren kleinen Samen- oder Knospenkopf	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.12	1	2	cho	2cc054357a929df85f64	o	den nächsten Material- oder Prozessplatz eröffnen	unmarkierte Grundkarte	nimm danach den folgenden Zusatz oder Pflanzenteil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.12	1	3	kchey	b74e9e65637b7c8538dd	kchey	das getrocknete schmale Blatt	unmarkierte Grundkarte	das getrocknete schmale Blatt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.12	1	4	qokokchy	1322bc176443fc2a8a86	okokchy	trockne es im Schatten	unmarkierte Grundkarte	trockne es im Schatten	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.13	1	1	okchy	9ad66e67803a12e745de	okchy	gebrauche die frisch bereitete Arznei	unmarkierte Grundkarte	gebrauche die frisch bereitete Arznei	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.13	1	2	chokcheo	087a47b5423438cd6b6a	okcheo	trinke es bei Magenschmerz	unmarkierte Grundkarte	trinke es bei Magenschmerz	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.13	1	3	kchal	75a523fcf039b006f97b	kch	bewahre den Rest trocken im Schatten	RIGHT-al spezifiziert Argument oder Relation	bewahre den Rest trocken im Schatten	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.18	1	1	sho	2cc054357a929df85f64	o	den nächsten Material- oder Prozessplatz eröffnen	unmarkierte Grundkarte	nimm danach den folgenden Zusatz oder Pflanzenteil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.18	1	2	chokchy	9ad66e67803a12e745de	okchy	gebrauche die frisch bereitete Arznei	unmarkierte Grundkarte	gebrauche die frisch bereitete Arznei	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.18	1	3	kchoar	c71c72da4e09e0833392	kcho	mische es mit Honig	RIGHT-ar spezifiziert Argument oder Relation	mische es mit Honig	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.18	1	4	sotodan	61a075bc54793c1c781f	otodan	gebrauche es frisch vermischt	unmarkierte Grundkarte	gebrauche es frisch vermischt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.19	1	1	otchey	faf321940aed922846a9	chey	ausgewählten Material- oder Pflanzenteil nehmen	Rahmen OT spezialisiert den Bezug	Nimm den bezeichneten Anteil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.19	1	2	keol	9bb7122b386ebbc6138f	keol	die helle geöffnete Blüte	unmarkierte Grundkarte	die helle geöffnete Blüte	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f56r	f56r.19	1	3	daiin	2f1c5e56e8f0ff459065	aiin	vorgeschriebenes oder standardisiertes Maß	unmarkierte Grundkarte	Ein vorgeschriebenes Maß	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	1	qokedy	7db18b2f0fb7ed0fcfd3	oke	spüle die bezeichnete Stelle einmal und beende den Schritt	DY vollzieht und schließt die lokale Arbeitszelle	spüle die bezeichnete Stelle einmal und beende den Schritt	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	2	okaiin	b5fcea1eaed06b2f2291	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-aiin spezifiziert Argument oder Relation	beginne den nächsten abgemessenen Posten	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	3	kair	22fb87a5a83e5c3fb510	k	BEMESSENE ODER FLIESSENDE EINHEIT	RIGHT-air spezifiziert Argument oder Relation	der zurücklaufende Strom	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	4	okal	308e8ea2d5d190c498e8	ok	einen spezifizierten Arbeitsposten aktivieren oder zuweisen	RIGHT-al spezifiziert Argument oder Relation	mische beide Anteile zusammen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	5	sar	4d4559019a961b834aa1	ar	aus derselben oder bezeichneten Quelle	unmarkierte Grundkarte	Daraus, aus demselben Ansatz	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	6	ol	dcda95c81a5460feb191	l	aus dem vorigen Schritt fortsetzen oder zum Empfänger führen	Rahmen O spezialisiert den Bezug	Mit der vorigen Zubereitung weiter	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	7	kain	9da1b6ac2c929daea697	k	BEMESSENE ODER FLIESSENDE EINHEIT	RIGHT-ain spezifiziert Argument oder Relation	ein abgemessener Anteil	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	8	olkain	94df4847b7b16c98394a	olk	NUR LOKALER V43-DEFAULT; KEINE FAMILIEN-SCHNITTMENGE PRUEFBAR	RIGHT-ain spezifiziert Argument oder Relation	das untere Becken	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
f81v	f81v.2	1	9	al	dd0ecaf5e27d81befffc	al	zum bezeichneten Ziel oder nächsten Weg führen	unmarkierte Grundkarte	An die bezeichnete Zielstelle führen	CREATIVE_STEM_FIRST_INTERLINEAR_NOT_PLAINTEXT
