cell_id	target_atom_sequence	intended_reading_de	analogy_score	triage_category	bare_base_available	bare_ending_available	missing_atoms	next_master_action_de	new_surface_proposed
B08E11	CHK+E+CLOSE	wärmen kurz und dann schließen	6	TWO_MASTER_CARDS_MISSING	NO	NO	CHK|E+CLOSE	Bare Karten CHK und E+CLOSE gemeinsam anfordern	NO
B09E02	SHED+CLOSE	absetzen lassen und den Schritt schließen	7	TWO_MASTER_CARDS_MISSING	NO	NO	SHED|CLOSE	Bare Karten SHED und CLOSE gemeinsam anfordern	NO
B09E04	SHED+AIN	absetzen lassen an einer Portion	7	ONE_MASTER_CARD_MISSING	NO	YES	SHED	Bare Karte SHED im Masterexemplar suchen oder lehren	NO
B09E05	SHED+IIN	absetzen lassen bis zur Stufe	5	ONE_MASTER_CARD_MISSING	NO	YES	SHED	Bare Karte SHED im Masterexemplar suchen oder lehren	NO
B09E08	SHED+AIR	absetzen lassen entlang des Laufs	6	ONE_MASTER_CARD_MISSING	NO	YES	SHED	Bare Karte SHED im Masterexemplar suchen oder lehren	NO
B10E02	SOLK+CLOSE	auffangen und den Schritt schließen	7	TWO_MASTER_CARDS_MISSING	NO	NO	SOLK|CLOSE	Bare Karten SOLK und CLOSE gemeinsam anfordern	NO
B10E04	SOLK+AIN	auffangen an einer Portion	7	ONE_MASTER_CARD_MISSING	NO	YES	SOLK	Bare Karte SOLK im Masterexemplar suchen oder lehren	NO
B10E05	SOLK+IIN	auffangen bis zur Stufe	5	ONE_MASTER_CARD_MISSING	NO	YES	SOLK	Bare Karte SOLK im Masterexemplar suchen oder lehren	NO
B10E08	SOLK+AIR	auffangen entlang des Laufs	6	ONE_MASTER_CARD_MISSING	NO	YES	SOLK	Bare Karte SOLK im Masterexemplar suchen oder lehren	NO
B10E11	SOLK+E+CLOSE	auffangen kurz und dann schließen	7	TWO_MASTER_CARDS_MISSING	NO	NO	SOLK|E+CLOSE	Bare Karten SOLK und E+CLOSE gemeinsam anfordern	NO
B11E02	KCH+CLOSE	bearbeiten und den Schritt schließen	7	ONE_MASTER_CARD_MISSING	YES	NO	CLOSE	Bare Karte CLOSE im Masterexemplar suchen oder lehren	NO
B11E04	KCH+AIN	bearbeiten an einer Portion	7	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B11E05	KCH+IIN	bearbeiten bis zur Stufe	5	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B11E08	KCH+AIR	bearbeiten entlang des Laufs	6	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B11E10	KCH+EE+Y	bearbeiten länger am aktuellen Posten	9	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B11E11	KCH+E+CLOSE	bearbeiten kurz und dann schließen	7	ONE_MASTER_CARD_MISSING	YES	NO	E+CLOSE	Bare Karte E+CLOSE im Masterexemplar suchen oder lehren	NO
B11E12	KCH+EE+CLOSE	bearbeiten länger und dann schließen	9	ONE_MASTER_CARD_MISSING	YES	NO	EE+CLOSE	Bare Karte EE+CLOSE im Masterexemplar suchen oder lehren	NO
B12E02	SH+CLOSE	halten und den Schritt schließen	6	ONE_MASTER_CARD_MISSING	YES	NO	CLOSE	Bare Karte CLOSE im Masterexemplar suchen oder lehren	NO
B12E04	SH+AIN	halten an einer Portion	6	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B12E05	SH+IIN	halten bis zur Stufe	4	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B12E06	SH+AL	halten am Ziel	9	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B12E07	SH+AR	halten aus der Quelle	9	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B12E08	SH+AIR	halten entlang des Laufs	5	MEANING_SELECTION_ONLY	YES	YES	NONE	Lesung als neue analytische Zwei-Karten-Regel in das Lehrbuch aufnehmen	NO
B12E09	SH+E+Y	halten kurz am aktuellen Posten	9	ONE_MASTER_CARD_MISSING	YES	NO	E+Y	Bare Karte E+Y im Masterexemplar suchen oder lehren	NO
B12E11	SH+E+CLOSE	halten kurz und dann schließen	6	ONE_MASTER_CARD_MISSING	YES	NO	E+CLOSE	Bare Karte E+CLOSE im Masterexemplar suchen oder lehren	NO
B12E12	SH+EE+CLOSE	halten länger und dann schließen	8	ONE_MASTER_CARD_MISSING	YES	NO	EE+CLOSE	Bare Karte EE+CLOSE im Masterexemplar suchen oder lehren	NO
