event_id	page	record	statement_id	group_id	position_in_statement	surface	component_parse	spoken_component_sequence_de	bound_to_complete_instruction
E118	f81v	B1	B1-S002	B1-S002-G05	118	daiin	AIIN	Maß	YES
E119	f81v	B1	B1-S002	B1-S002-G05	119	chckhy	CKH+Y	Durchlass · dies	YES
E120	f81v	B1	B1-S002	B1-S002-G05	120	schedy	CHD+DY	setze um · schließe	YES
E121	f81v	B1	B1-S003	B1-S003-G01	121	qol	OL	fort	YES
E122	f81v	B1	B1-S003	B1-S003-G01	122	sshkchdy	SH+K+CHD+DY	halte · gib zu · setze um · schließe	YES
E123	f81v	B1	B1-S004	B1-S004-G01	123	chedy	CHD+Y	setze um · dies	YES
E124	f81v	B1	B1-S004	B1-S004-G01	124	ol	OL	fort	YES
E125	f81v	B1	B1-S004	B1-S004-G01	125	shedy	SHED+DY	setze ab · schließe	YES
E126	f81v	B1	B1-S005	B1-S005-G01	126	qolchedy	OL+CHD+DY	fort · setze um · schließe	YES
E127	f81v	B1	B1-S006	B1-S006-G01	127	qokain	OK+AIN	setze an · Teil	YES
E128	f81v	B1	B1-S006	B1-S006-G01	128	shckhy	CKH+Y	Durchlass · dies	YES
E129	f81v	B1	B1-S006	B1-S006-G01	129	dl	L	führe	YES
E130	f81v	B1	B1-S006	B1-S006-G01	130	ral	R+AL	kühle · dorthin	YES
E131	f81v	B1	B1-S007	B1-S007-G01	131	qokchdy	OK+CHD+DY	setze an · setze um · schließe	YES
E132	f81v	B1	B1-S008	B1-S008-G01	132	chey	Y	dies	YES
E133	f81v	B1	B1-S008	B1-S008-G01	133	ol	OL	fort	YES
E134	f81v	B1	B1-S008	B1-S008-G01	134	cheky	CHK+E+Y	wärme · kurz · dies	YES
E135	f81v	B1	B1-S008	B1-S008-G01	135	ol	OL	fort	YES
E136	f81v	B1	B1-S008	B1-S008-G01	136	shedy	SHED+DY	setze ab · schließe	YES
E137	f81v	B1	B1-S009	B1-S009-G01	137	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E138	f81v	B1	B1-S010	B1-S010-G01	138	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E139	f81v	B1	B1-S011	B1-S011-G01	139	chckhy	CKH+Y	Durchlass · dies	YES
E140	f81v	B1	B1-S011	B1-S011-G01	140	qoky	OK+Y	setze an · dies	YES
E141	f81v	B1	B1-S012	B1-S012-G01	141	lsho	LSH+O	wasche · Gang	YES
E142	f81v	B1	B1-S012	B1-S012-G01	142	qokey	OK+E+Y	setze an · kurz · dies	YES
E143	f81v	B1	B1-S012	B1-S012-G01	143	lshedy	LSH+E+DY	wasche · kurz · schließe	YES
E144	f81v	B1	B1-S013	B1-S013-G01	144	lshedy	LSH+E+DY	wasche · kurz · schließe	YES
E145	f81v	B1	B1-S014	B1-S014-G01	145	chedy	CHD+Y	setze um · dies	YES
E146	f81v	B1	B1-S014	B1-S014-G01	146	qolky	SOLK+Y	fange auf · dies	YES
E147	f81v	B1	B1-S014	B1-S014-G01	147	lchedal	L+CHD+AL	führe · setze um · dorthin	YES
E148	f81v	B1	B1-S014	B1-S014-G01	148	qol	OL	fort	YES
E149	f81v	B1	B1-S014	B1-S014-G01	149	otar	OT+AR	danach · davon	YES
E150	f81v	B1	B1-S015	B1-S015-G01	150	ytey	T+E+Y	trage ein · kurz · dies	YES
E151	f81v	B1	B1-S015	B1-S015-G01	151	okchedy	OK+CHD+DY	setze an · setze um · schließe	YES
E152	f81v	B1	B1-S016	B1-S016-G01	152	qokal	OK+AL	setze an · dorthin	YES
E153	f81v	B1	B1-S016	B1-S016-G01	153	okeey	OK+EE+Y	setze an · länger · dies	YES
E154	f81v	B1	B1-S016	B1-S016-G01	154	qol	OL	fort	YES
E155	f81v	B1	B1-S016	B1-S016-G01	155	cheedy	SHED+DY	setze ab · schließe	YES
E156	f81v	B1	B1-S017	B1-S017-G01	156	sal	AL	dorthin	YES
E157	f81v	B1	B1-S017	B1-S017-G01	157	teol	E+OL	kurz · fort	YES
E158	f81v	B1	B1-S017	B1-S017-G01	158	dchdy	CHD+DY	setze um · schließe	YES
E159	f81v	B1	B1-S018	B1-S018-G01	159	ly	L+Y	führe · dies	YES
E160	f81v	B1	B1-S018	B1-S018-G01	160	dsheol	SH+E+OL	halte · kurz · fort	YES
E161	f81v	B1	B1-S018	B1-S018-G01	161	oiiin	O+IIN	Gang · Grad	YES
E162	f81v	B1	B1-S018	B1-S018-G01	162	olkeedy	SOLK+EE+DY	fange auf · länger · schließe	YES
E163	f81v	B1	B1-S019	B1-S019-G01	163	tedy	SHED+DY	setze ab · schließe	YES
E164	f81v	B1	B1-S020	B1-S020-G01	164	cheky	CHK+E+Y	wärme · kurz · dies	YES
E165	f81v	B1	B1-S020	B1-S020-G01	165	shckhedy	SH+CKH+E+DY	halte · Durchlass · kurz · schließe	YES
E166	f81v	B1	B1-S021	B1-S021-G01	166	chal	AL	dorthin	YES
E167	f82r	B2	B2-S001	B2-S001-G01	167	dchedy	CHD+DY	setze um · schließe	YES
E168	f82r	B2	B2-S002	B2-S002-G01	168	qolchedy	OL+CHD+DY	fort · setze um · schließe	YES
E169	f82r	B2	B2-S003	B2-S003-G01	169	qokain	OK+AIN	setze an · Teil	YES
E170	f82r	B2	B2-S003	B2-S003-G01	170	dy	Y	dies	YES
E171	f82r	B2	B2-S003	B2-S003-G01	171	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E172	f82r	B2	B2-S004	B2-S004-G01	172	qokal	OK+AL	setze an · dorthin	YES
E173	f82r	B2	B2-S004	B2-S004-G01	173	lcheckhy	L+CKH+Y	führe · Durchlass · dies	YES
E174	f82r	B2	B2-S004	B2-S004-G01	174	lched	L+CHD	führe · setze um	YES
E175	f82r	B2	B2-S004	B2-S004-G01	175	qokeey	OK+EE+Y	setze an · länger · dies	YES
E176	f82r	B2	B2-S004	B2-S004-G02	176	lcheckhedy	L+CKH+E+DY	führe · Durchlass · kurz · schließe	YES
E177	f82r	B2	B2-S005	B2-S005-G01	177	qokaly	OK+AL+Y	setze an · dorthin · dies	YES
E178	f82r	B2	B2-S005	B2-S005-G01	178	solkaiin	SOLK+AIIN	fange auf · Maß	YES
E179	f82r	B2	B2-S005	B2-S005-G01	179	chckhy	CKH+Y	Durchlass · dies	YES
E180	f82r	B2	B2-S005	B2-S005-G01	180	qokaiin	OK+AIIN	setze an · Maß	YES
E181	f82r	B2	B2-S005	B2-S005-G02	181	qokaiin	OK+AIIN	setze an · Maß	YES
E182	f82r	B2	B2-S005	B2-S005-G02	182	octheol	O+CTH+E+OL	Gang · bereit · kurz · fort	YES
E183	f82r	B2	B2-S005	B2-S005-G02	183	chkeey	CHK+EE+Y	wärme · länger · dies	YES
E184	f82r	B2	B2-S005	B2-S005-G02	184	ldy	L+DY	führe · schließe	YES
E185	f82r	B2	B2-S006	B2-S006-G01	185	oteey	OT+EE+Y	danach · länger · dies	YES
E186	f82r	B2	B2-S006	B2-S006-G01	186	qokal	OK+AL	setze an · dorthin	YES
E187	f82r	B2	B2-S006	B2-S006-G01	187	sheckhy	SH+E+CKH+Y	halte · kurz · Durchlass · dies	YES
E188	f82r	B2	B2-S006	B2-S006-G01	188	qoky	OK+Y	setze an · dies	YES
E189	f82r	B2	B2-S007	B2-S007-G01	189	dshedy	SH+E+DY	halte · kurz · schließe	YES
E190	f82r	B2	B2-S008	B2-S008-G01	190	sotaiin	OT+AIIN	danach · Maß	YES
E191	f82r	B2	B2-S008	B2-S008-G01	191	qokar	OK+AR	setze an · davon	YES
E192	f82r	B2	B2-S008	B2-S008-G01	192	shedy	SHED+DY	setze ab · schließe	YES
E193	f82r	B2	B2-S009	B2-S009-G01	193	solshedy	OL+SH+E+DY	fort · halte · kurz · schließe	YES
E194	f82r	B2	B2-S010	B2-S010-G01	194	qokeey	OK+EE+Y	setze an · länger · dies	YES
E195	f82r	B2	B2-S010	B2-S010-G01	195	qoky	OK+Y	setze an · dies	YES
E196	f82r	B2	B2-S010	B2-S010-G01	196	ls	LS	fort	YES
E197	f82r	B2	B2-S010	B2-S010-G01	197	cheey	SH+EE+Y	halte · länger · dies	YES
E198	f82r	B2	B2-S011	B2-S011-G01	198	okain	OK+AIN	setze an · Teil	YES
E199	f82r	B2	B2-S011	B2-S011-G01	199	char	AR	davon	YES
E200	f82r	B2	B2-S011	B2-S011-G01	200	okain	OK+AIN	setze an · Teil	YES
E201	f82r	B2	B2-S011	B2-S011-G01	201	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E202	f82r	B2	B2-S012	B2-S012-G01	202	lchy	L+CH+Y	führe · ziehe ab · dies	YES
E203	f82r	B2	B2-S012	B2-S012-G01	203	cheey	SH+EE+Y	halte · länger · dies	YES
E204	f82r	B2	B2-S012	B2-S012-G01	204	qcthey	CTH+E+Y	bereit · kurz · dies	YES
E205	f82r	B2	B2-S012	B2-S012-G01	205	qokeey	OK+EE+Y	setze an · länger · dies	YES
E206	f82r	B2	B2-S012	B2-S012-G02	206	lcheey	L+EE+Y	führe · länger · dies	YES
E207	f82r	B2	B2-S012	B2-S012-G02	207	daiin	AIIN	Maß	YES
E208	f82r	B2	B2-S012	B2-S012-G02	208	chey	Y	dies	YES
E209	f82r	B2	B2-S012	B2-S012-G02	209	qokeeedy	OK+EEE+DY	setze an · voll · schließe	YES
E210	f82r	B2	B2-S013	B2-S013-G01	210	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E211	f82r	B2	B2-S014	B2-S014-G01	211	lar	L+AR	führe · davon	YES
E212	f82r	B2	B2-S015	B2-S015-G01	212	tshey	SH+E+Y	halte · kurz · dies	YES
E213	f82r	B2	B2-S015	B2-S015-G01	213	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E214	f82r	B2	B2-S016	B2-S016-G01	214	cheal	AL	dorthin	YES
E215	f82r	B2	B2-S016	B2-S016-G01	215	lchedar	L+CHD+AR	führe · setze um · davon	YES
E216	f82r	B2	B2-S016	B2-S016-G01	216	ches	CH+E+S	ziehe ab · kurz · teile	YES
E217	f82r	B2	B2-S016	B2-S016-G01	217	aiin	AIIN	Maß	YES
E218	f82r	B2	B2-S016	B2-S016-G02	218	oteey	OT+EE+Y	danach · länger · dies	YES
E219	f82r	B2	B2-S016	B2-S016-G02	219	qokaiin	OK+AIIN	setze an · Maß	YES
E220	f82r	B2	B2-S016	B2-S016-G02	220	okey	OK+E+Y	setze an · kurz · dies	YES
E221	f82r	B2	B2-S016	B2-S016-G02	221	pchedy	P+CHD+DY	gib hinein · setze um · schließe	YES
E222	f82r	B2	B2-S017	B2-S017-G01	222	rsheal	R+SH+E+AL	kühle · halte · kurz · dorthin	YES
E223	f82r	B2	B2-S017	B2-S017-G01	223	daldy	AL+DY	dorthin · schließe	YES
E224	f82r	B2	B2-S018	B2-S018-G01	224	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E225	f82r	B2	B2-S019	B2-S019-G01	225	rshedy	R+SHED+DY	kühle · setze ab · schließe	YES
E226	f82r	B2	B2-S020	B2-S020-G01	226	qoteedy	OT+EE+DY	danach · länger · schließe	YES
E227	f82r	B2	B2-S021	B2-S021-G01	227	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E228	f82r	B2	B2-S022	B2-S022-G01	228	lochedy	L+O+CHD+DY	führe · Gang · setze um · schließe	YES
E229	f83r	B3	B3-S001	B3-S001-G01	229	olkeedy	SOLK+EE+DY	fange auf · länger · schließe	YES
E230	f83r	B3	B3-S002	B3-S002-G01	230	qotal	OT+AL	danach · dorthin	YES
E231	f83r	B3	B3-S002	B3-S002-G01	231	chkeedy	CHK+EE+DY	wärme · länger · schließe	YES
E232	f83r	B3	B3-S003	B3-S003-G01	232	chey	Y	dies	YES
E233	f83r	B3	B3-S003	B3-S003-G01	233	daiin	AIIN	Maß	YES
E234	f83r	B3	B3-S003	B3-S003-G01	234	chey	Y	dies	YES
E235	f83r	B3	B3-S003	B3-S003-G01	235	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E236	f83r	B3	B3-S004	B3-S004-G01	236	qokaiin	OK+AIIN	setze an · Maß	YES
E237	f83r	B3	B3-S004	B3-S004-G01	237	qotal	OT+AL	danach · dorthin	YES
E238	f83r	B3	B3-S004	B3-S004-G01	238	dar	AR	davon	YES
E239	f83r	B3	B3-S005	B3-S005-G01	239	schedy	CHD+DY	setze um · schließe	YES
E240	f83r	B3	B3-S006	B3-S006-G01	240	chedchy	CHD+Y	setze um · dies	YES
E241	f83r	B3	B3-S006	B3-S006-G01	241	qokal	OK+AL	setze an · dorthin	YES
E242	f83r	B3	B3-S006	B3-S006-G01	242	olchedy	OL+CHD+DY	fort · setze um · schließe	YES
E243	f83r	B3	B3-S007	B3-S007-G01	243	qokaiin	OK+AIIN	setze an · Maß	YES
E244	f83r	B3	B3-S007	B3-S007-G01	244	chedy	CHD+Y	setze um · dies	YES
E245	f83r	B3	B3-S007	B3-S007-G01	245	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E246	f83r	B3	B3-S008	B3-S008-G01	246	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E247	f83r	B3	B3-S009	B3-S009-G01	247	qoky	OK+Y	setze an · dies	YES
E248	f83r	B3	B3-S010	B3-S010-G01	248	pchedal	P+CHD+AL	gib hinein · setze um · dorthin	YES
E249	f83r	B3	B3-S010	B3-S010-G01	249	otedy	OT+E+DY	danach · kurz · schließe	YES
E250	f83r	B3	B3-S011	B3-S011-G01	250	shecthedchy	SH+E+CTH+CHD+Y	halte · kurz · bereit · setze um · dies	YES
E251	f83r	B3	B3-S011	B3-S011-G01	251	qoky	OK+Y	setze an · dies	YES
E252	f83r	B3	B3-S011	B3-S011-G01	252	chedy	CHD+Y	setze um · dies	YES
E253	f83r	B3	B3-S011	B3-S011-G01	253	chary	AR+Y	davon · dies	YES
E254	f83r	B3	B3-S012	B3-S012-G01	254	sor	OR	Ansatz	YES
E255	f83r	B3	B3-S012	B3-S012-G01	255	shedy	SHED+DY	setze ab · schließe	YES
E256	f83r	B3	B3-S013	B3-S013-G01	256	qokaiin	OK+AIIN	setze an · Maß	YES
E257	f83r	B3	B3-S013	B3-S013-G01	257	chkain	K+AIN	gib zu · Teil	YES
E258	f83r	B3	B3-S013	B3-S013-G01	258	shcthey	CTH+E+Y	bereit · kurz · dies	YES
E259	f83r	B3	B3-S013	B3-S013-G01	259	qokedy	OK+E+DY	setze an · kurz · schließe	YES
E260	f83r	B3	B3-S014	B3-S014-G01	260	okair	OK+AIR	setze an · Lauf	YES
E261	f83r	B3	B3-S014	B3-S014-G01	261	sheedy	SH+EE+DY	halte · länger · schließe	YES
E262	f83r	B3	B3-S015	B3-S015-G01	262	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E263	f83r	B3	B3-S016	B3-S016-G01	263	lo	L+O	führe · Gang	YES
E264	f83r	B3	B3-S016	B3-S016-G01	264	qokchedy	OK+CHD+DY	setze an · setze um · schließe	YES
E265	f83r	B3	B3-S017	B3-S017-G01	265	qokeedy	OK+EE+DY	setze an · länger · schließe	YES
E266	f83r	B3	B3-S018	B3-S018-G01	266	shedy	SHED+DY	setze ab · schließe	YES
E267	f83r	B3	B3-S019	B3-S019-G01	267	qokshedy	OK+SH+E+DY	setze an · halte · kurz · schließe	YES
E268	f83r	B3	B3-S020	B3-S020-G01	268	dal	AL	dorthin	YES
E269	f83r	B3	B3-S020	B3-S020-G01	269	lchedy	L+CHD+DY	führe · setze um · schließe	YES
E270	f83r	B3	B3-S021	B3-S021-G01	270	qokaiin	OK+AIIN	setze an · Maß	YES
E271	f83r	B3	B3-S021	B3-S021-G01	271	shcthy	CTH+Y	bereit · dies	YES
E272	f83r	B3	B3-S021	B3-S021-G01	272	dal	AL	dorthin	YES
E273	f83r	B3	B3-S021	B3-S021-G01	273	sy	Y	dies	YES
E274	f83r	B3	B3-S021	B3-S021-G02	274	saiin	AIIN	Maß	YES
E275	f83r	B3	B3-S021	B3-S021-G02	275	shedal	SHED+AL	setze ab · dorthin	YES
E276	f83r	B3	B3-S021	B3-S021-G02	276	shecthy	SH+E+CTH+Y	halte · kurz · bereit · dies	YES
E277	f83r	B3	B3-S021	B3-S021-G02	277	chey	Y	dies	YES
E278	f83r	B3	B3-S021	B3-S021-G03	278	tal	AL	dorthin	YES
E279	f83r	B3	B3-S021	B3-S021-G03	279	shcthy	CTH+Y	bereit · dies	YES
