statement_id	page	record	formula_mode	phase_signature	event_count	breath_groups	visible_cards	component_parses	spoken_component_line_de	complete_owner_filled_instruction_de	all_events_bound
B1-S008	f81v	B1	TAUGHT_MACRO	HOLD>SETTLE>CLOSE	5	1	⟦chey | ol | cheky | ol | shedy⟧	⟦Y | OL | CHK+E+Y | OL | SHED+DY⟧	⟦dies | fort | wärme · kurz · dies | fort | setze ab · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → absetzen lassen. Angaben: dies | fort | fort.	YES
B1-S009	f81v	B1	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦qokedy⟧	⟦OK+E+DY⟧	⟦setze an · kurz · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	YES
B1-S010	f81v	B1	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦qokedy⟧	⟦OK+E+DY⟧	⟦setze an · kurz · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einwirken lassen.	YES
B1-S011	f81v	B1	TAUGHT_MACRO	ROUTE	2	1	⟦chckhy | qoky⟧	⟦CKH+Y | OK+Y⟧	⟦Durchlass · dies | setze an · dies⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: einleiten. Angaben: Durchlass · dies.	YES
B1-S012	f81v	B1	EXTENDED_TWO_EDIT_VARIANT	WASH>HOLD>WASH>CLOSE	3	1	⟦lsho | qokey | lshedy⟧	⟦LSH+O | OK+E+Y | LSH+E+DY⟧	⟦wasche · Gang | setze an · kurz · dies | wasche · kurz · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: waschen → wirken lassen → durchwaschen.	YES
B1-S013	f81v	B1	SIMPLE_ONE_EDIT_VARIANT	WASH>CLOSE	1	1	⟦lshedy⟧	⟦LSH+E+DY⟧	⟦wasche · kurz · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: durchwaschen.	YES
B1-S014	f81v	B1	SIMPLE_ONE_EDIT_VARIANT	ROUTE>SETTLE>ROUTE	5	1	⟦chedy | qolky | lchedal | qol | otar⟧	⟦CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR⟧	⟦setze um · dies | fange auf · dies | führe · setze um · dorthin | fort | danach · davon⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	YES
B1-S015	f81v	B1	TAUGHT_MACRO	ROUTE>MEASURE_CHARGE>ROUTE>CLOSE	2	1	⟦ytey | okchedy⟧	⟦T+E+Y | OK+CHD+DY⟧	⟦trage ein · kurz · dies | setze an · setze um · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: übertragen → einsetzen + überführen.	YES
B1-S016	f81v	B1	SIMPLE_ONE_EDIT_VARIANT	APPLY>HOLD>SETTLE>CLOSE	4	1	⟦qokal | okeey | qol | cheedy⟧	⟦OK+AL | OK+EE+Y | OL | SHED+DY⟧	⟦setze an · dorthin | setze an · länger · dies | fort | setze ab · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	YES
B1-S017	f81v	B1	TAUGHT_MACRO	ROUTE>CLOSE	3	1	⟦sal | teol | dchdy⟧	⟦AL | E+OL | CHD+DY⟧	⟦dorthin | kurz · fort | setze um · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: umfüllen. Angaben: Ziel | kurz · fort.	YES
B1-S018	f81v	B1	EXTENDED_TWO_EDIT_VARIANT	ROUTE>HOLD>SETTLE>HOLD>CLOSE	4	1	⟦ly | dsheol | oiiin | olkeedy⟧	⟦L+Y | SH+E+OL | O+IIN | SOLK+EE+DY⟧	⟦führe · dies | halte · kurz · fort | Gang · Grad | fange auf · länger · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	YES
B1-S019	f81v	B1	TAUGHT_MACRO	SETTLE>CLOSE	1	1	⟦tedy⟧	⟦SHED+DY⟧	⟦setze ab · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: absetzen lassen.	YES
B1-S020	f81v	B1	TAUGHT_MACRO	HOLD>CLOSE	2	1	⟦cheky | shckhedy⟧	⟦CHK+E+Y | SH+CKH+E+DY⟧	⟦wärme · kurz · dies | halte · Durchlass · kurz · schließe⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: warm halten → zurückhalten.	YES
B1-S021	f81v	B1	SIMPLE_ONE_EDIT_VARIANT	STATE_ONLY	1	1	⟦chal⟧	⟦AL⟧	⟦dorthin⟧	Bildbesitzer: gemeinsame zweireihige Figuren-/Beckenstation. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: Ziel.	YES
B2-S001	f82r	B2	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦dchedy⟧	⟦CHD+DY⟧	⟦setze um · schließe⟧	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	YES
B2-S002	f82r	B2	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦qolchedy⟧	⟦OL+CHD+DY⟧	⟦fort · setze um · schließe⟧	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: führe zur nächsten Station.	YES
B2-S003	f82r	B2	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	3	1	⟦qokain | dy | qokeedy⟧	⟦OK+AIN | Y | OK+EE+DY⟧	⟦setze an · Teil | dies | setze an · länger · schließe⟧	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	YES
B2-S004	f82r	B2	FREE_COMPOSITION	APPLY>ROUTE>SPECIALIST>HOLD>ROUTE>CLOSE	5	2	⟦qokal | lcheckhy | lched | qokeey⟧ / ⟦lcheckhedy⟧	⟦OK+AL | L+CKH+Y | L+CHD | OK+EE+Y⟧ / ⟦L+CKH+E+DY⟧	⟦setze an · dorthin | führe · Durchlass · dies | führe · setze um | setze an · länger · dies⟧ / ⟦führe · Durchlass · kurz · schließe⟧	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	YES
B2-S005	f82r	B2	FREE_COMPOSITION	APPLY>SETTLE>ROUTE>HOLD>ROUTE>CLOSE	8	2	⟦qokaly | solkaiin | chckhy | qokaiin⟧ / ⟦qokaiin | octheol | chkeey | ldy⟧	⟦OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN⟧ / ⟦OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY⟧	⟦setze an · dorthin · dies | fange auf · Maß | Durchlass · dies | setze an · Maß⟧ / ⟦setze an · Maß | Gang · bereit · kurz · fort | wärme · länger · dies | führe · schließe⟧	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
B2-S006	f82r	B2	EXTENDED_TWO_EDIT_VARIANT	APPLY>HOLD>MEASURE_CHARGE	4	1	⟦oteey | qokal | sheckhy | qoky⟧	⟦OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y⟧	⟦danach · länger · dies | setze an · dorthin | halte · kurz · Durchlass · dies | setze an · dies⟧	Bildbesitzer: oberes Beckenpaar mit Zylinder. Folge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	YES
B2-S007	f82r	B2	TAUGHT_MACRO	SETTLE>CLOSE	1	1	⟦dshedy⟧	⟦SH+E+DY⟧	⟦halte · kurz · schließe⟧	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	YES
B2-S008	f82r	B2	TAUGHT_MACRO	MEASURE_CHARGE>SETTLE>CLOSE	3	1	⟦sotaiin | qokar | shedy⟧	⟦OT+AIIN | OK+AR | SHED+DY⟧	⟦danach · Maß | setze an · davon | setze ab · schließe⟧	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	YES
B2-S009	f82r	B2	TAUGHT_MACRO	SETTLE>CLOSE	1	1	⟦solshedy⟧	⟦OL+SH+E+DY⟧	⟦fort · halte · kurz · schließe⟧	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: ruhen lassen.	YES
B2-S010	f82r	B2	EXTENDED_TWO_EDIT_VARIANT	HOLD>MEASURE_CHARGE>HOLD	4	1	⟦qokeey | qoky | ls | cheey⟧	⟦OK+EE+Y | OK+Y | LS | SH+EE+Y⟧	⟦setze an · länger · dies | setze an · dies | fort | halte · länger · dies⟧	Bildbesitzer: mittleres linkes Handgerät mit Inline-Knoten. Folge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	YES
B2-S011	f82r	B2	TAUGHT_MACRO	MEASURE_CHARGE>HOLD>CLOSE	4	1	⟦okain | char | okain | qokeedy⟧	⟦OK+AIN | AR | OK+AIN | OK+EE+DY⟧	⟦setze an · Teil | davon | setze an · Teil | setze an · länger · schließe⟧	Bildbesitzer: mittlere rechte unklare Station. Folge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	YES
B2-S012	f82r	B2	FREE_COMPOSITION	ROUTE>MATERIAL_PREP>HOLD>ROUTE>MEASURE_CHARGE>CLOSE	8	2	⟦lchy | cheey | qcthey | qokeey⟧ / ⟦lcheey | daiin | chey | qokeeedy⟧	⟦L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y⟧ / ⟦L+EE+Y | AIIN | Y | OK+EEE+DY⟧	⟦führe · ziehe ab · dies | halte · länger · dies | bereit · kurz · dies | setze an · länger · dies⟧ / ⟦führe · länger · dies | Maß | dies | setze an · voll · schließe⟧	Bildbesitzer: mittlere rechte unklare Station. Folge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
B2-S013	f82r	B2	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦lchedy⟧	⟦L+CHD+DY⟧	⟦führe · setze um · schließe⟧	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: abführen + überführen.	YES
B2-S014	f82r	B2	TAUGHT_MACRO	ROUTE	1	1	⟦lar⟧	⟦L+AR⟧	⟦führe · davon⟧	Bildbesitzer: unteres grünes Mehrfigurenbecken. Folge: ableiten.	YES
B2-S015	f82r	B2	TAUGHT_MACRO	HOLD>CLOSE	2	1	⟦tshey | qokeedy⟧	⟦SH+E+Y | OK+EE+DY⟧	⟦halte · kurz · dies | setze an · länger · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: stehen lassen → einwirken lassen.	YES
B2-S016	f82r	B2	FREE_COMPOSITION	ROUTE>MATERIAL_PREP>MEASURE_CHARGE>HOLD>MEASURE_CHARGE>ROUTE>CLOSE	8	2	⟦cheal | lchedar | ches | aiin⟧ / ⟦oteey | qokaiin | okey | pchedy⟧	⟦AL | L+CHD+AR | CH+E+S | AIIN⟧ / ⟦OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY⟧	⟦dorthin | führe · setze um · davon | ziehe ab · kurz · teile | Maß⟧ / ⟦danach · länger · dies | setze an · Maß | setze an · kurz · dies | gib hinein · setze um · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
B2-S017	f82r	B2	TAUGHT_MACRO	THERMAL>SETTLE>CLOSE	2	1	⟦rsheal | daldy⟧	⟦R+SH+E+AL | AL+DY⟧	⟦kühle · halte · kurz · dorthin | dorthin · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	YES
B2-S018	f82r	B2	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦qokeedy⟧	⟦OK+EE+DY⟧	⟦setze an · länger · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	YES
B2-S019	f82r	B2	TAUGHT_MACRO	THERMAL>SETTLE>CLOSE	1	1	⟦rshedy⟧	⟦R+SHED+DY⟧	⟦kühle · setze ab · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: auskühlen lassen + absetzen lassen.	YES
B2-S020	f82r	B2	TAUGHT_MACRO	CLOSE	1	1	⟦qoteedy⟧	⟦OT+EE+DY⟧	⟦danach · länger · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: NO_EXPLICIT_ACTION_CARD. Angaben: danach · länger; Schritt schließen.	YES
B2-S021	f82r	B2	TAUGHT_MACRO	HOLD>CLOSE	1	1	⟦qokeedy⟧	⟦OK+EE+DY⟧	⟦setze an · länger · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: einwirken lassen.	YES
B2-S022	f82r	B2	TAUGHT_MACRO	ROUTE>CLOSE	1	1	⟦lochedy⟧	⟦L+O+CHD+DY⟧	⟦führe · Gang · setze um · schließe⟧	Bildbesitzer: kleine Randstationen des unteren Beckens. Folge: abführen + überführen.	YES
B3-S001	f83r	B3	SIMPLE_ONE_EDIT_VARIANT	SETTLE>HOLD>CLOSE	1	1	⟦olkeedy⟧	⟦SOLK+EE+DY⟧	⟦fange auf · länger · schließe⟧	Bildbesitzer: obere offene Fächerstation am Rand. Folge: auffangen und stehen lassen.	YES
B3-S002	f83r	B3	SIMPLE_ONE_EDIT_VARIANT	THERMAL>CLOSE	2	1	⟦qotal | chkeedy⟧	⟦OT+AL | CHK+EE+DY⟧	⟦danach · dorthin | wärme · länger · schließe⟧	Bildbesitzer: obere offene Fächerstation am Rand. Folge: anwärmen. Angaben: danach · Ziel.	YES
B3-S003	f83r	B3	SIMPLE_ONE_EDIT_VARIANT	ROUTE>MEASURE_CHARGE>CLOSE	4	1	⟦chey | daiin | chey | lchedy⟧	⟦Y | AIIN | Y | L+CHD+DY⟧	⟦dies | Maß | dies | führe · setze um · schließe⟧	Bildbesitzer: obere offene Fächerstation am Rand. Folge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	YES
