page	locus	visible_owner	visible_owner_de	namespace_id	group_count	visible_sequence	astro_template	manual_locus_translation_de	concrete_default_role	orientation	cross_page_key
f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	Sektorplatz 11 des rechten Rades	F67_RIGHT_WHEEL_NS	3	chky | chykchs | chy	LOCAL_NAMED_ENTRY	Am Sektorplatz 11 des rechten Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: gelerntes Zeichen chky: Grad oder Diagrammzustand justieren; Namensendung y.; örtlicher Name chykchs fuer A1_RIGHT_SECTOR_SLOT_11; dies.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	Sektorplatz 12 des rechten Rades	F67_RIGHT_WHEEL_NS	2	ykees | ykchos	GRADED_OR_QUANTIFIED_VALUE	Am Sektorplatz 12 des rechten Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: örtlicher Name ykees fuer A1_RIGHT_SECTOR_SLOT_12; örtlicher Name ykchos fuer A1_RIGHT_SECTOR_SLOT_12.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	Ringband 1 des rechten Rades	F67_RIGHT_WHEEL_NS	4	opodchol | s | ain | aldy	ADDRESSED_ENTRY	Am Ringband 1 des rechten Rades: Lies die Quell- oder Zieladresse dieses sichtbaren Platzes. Kartenlesung: lokalen OPODCH-Posten im selben Lauf weiterfuehren; örtlicher Name s fuer A1_RIGHT_RING_BAND_01; Portion oder Teilwert; gelerntes Zeichen aldy: Zielsektor, Zielstern oder Zielfeld; Namensendung dy.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	Ringband 2 des rechten Rades	F67_RIGHT_WHEEL_NS	3	soeey | doiin | oldy	GRADED_OR_QUANTIFIED_VALUE	Am Ringband 2 des rechten Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: lange oder volle Diagrammstufe; Namensendung so/y.; örtlicher Name doiin fuer A1_RIGHT_RING_BAND_02; fertig.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	Innenfeld 1 des linken Rades	F67_LEFT_WHEEL_NS	1	dolchsody	ROW_CONTINUATION	Im Innenfeld 1 des linken Rades: Führe den aktuellen Ring, das Band oder den Eintrag an diesem Platz weiter. Kartenlesung: gelerntes Zeichen dolchsody: im selben Ring, Band oder Satz fortsetzen; Namensendung d/chsody.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	Innenfeld 2 des linken Rades	F67_LEFT_WHEEL_NS	4	odaeiin | okoes | oekain | y	ACTION_OR_PATH	Im Innenfeld 2 des linken Rades: Setze, halte oder übertrage den Posten entlang der hier bezeichneten Bahn. Kartenlesung: örtlicher Name odaeiin fuer A1_LEFT_LOCAL_FIELD_16; örtlicher Name okoes fuer A1_LEFT_LOCAL_FIELD_16; kurz gebundene Rücknahmeportion; dies.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	Innenfeld 3 des linken Rades	F67_LEFT_WHEEL_NS	3	otchey | soraiir | dy	CONDITION_ENTRY	Im Innenfeld 3 des linken Rades: Setze oder lies die besondere Bedingung dieses Platzes. Kartenlesung: das nächste; örtlicher Name soraiir fuer A1_LEFT_LOCAL_FIELD_17; dies.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	Innenfeld 4 des linken Rades	F67_LEFT_WHEEL_NS	3	qopchy | daiin | dal	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 4 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: neuer Paarbezug.; Sollwert; dorthin.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	Innenfeld 5 des linken Rades	F67_LEFT_WHEEL_NS	4	ydchos | ain | ar | amy	ADDRESSED_ENTRY	Im Innenfeld 5 des linken Rades: Lies die Quell- oder Zieladresse dieses sichtbaren Platzes. Kartenlesung: örtlicher Name ydchos fuer A1_LEFT_LOCAL_FIELD_19; Portion oder Teilwert; Quelladresse des ROOT-Postens; aktueller Aspektwert.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	Innenfeld 6 des linken Rades	F67_LEFT_WHEEL_NS	2	chocfhy | saral	SOURCE_TO_TARGET	Im Innenfeld 6 des linken Rades: Lies den bezeichneten Ausgangswert und übertrage ihn auf die angegebene Zielstelle. Kartenlesung: gelerntes Zeichen chocfhy: Himmelsobjekt oder Eingangsbedingung; Namensendung c/cfhy.; von der Quelladresse zur Zieladresse.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	Innenfeld 7 des linken Rades	F67_LEFT_WHEEL_NS	3	sain | am | ar	ADDRESSED_ENTRY	Im Innenfeld 7 des linken Rades: Lies die Quell- oder Zieladresse dieses sichtbaren Platzes. Kartenlesung: Portion oder Teilwert; örtlicher Name am fuer A1_LEFT_LOCAL_FIELD_21; Quelladresse des ROOT-Postens.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.22	A1_LEFT_LOCAL_FIELD_22	Innenfeld 8 des linken Rades	F67_LEFT_WHEEL_NS	1	okal	LOCAL_NAMED_ENTRY	Im Innenfeld 8 des linken Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: dorthin einsetzen.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.23	A1_LEFT_LOCAL_FIELD_23	Innenfeld 9 des linken Rades	F67_LEFT_WHEEL_NS	2	oparchy | salsain	SOURCE_TO_TARGET	Im Innenfeld 9 des linken Rades: Lies den bezeichneten Ausgangswert und übertrage ihn auf die angegebene Zielstelle. Kartenlesung: Ausgangssektor, Ursprung oder Bezugswert; Namensendung op/chy.; Zielportion oder Ziel-Teilwert.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.24	A1_LEFT_LOCAL_FIELD_24	Innenfeld 10 des linken Rades	F67_LEFT_WHEEL_NS	3	sodar | ofar | ar	ADDRESSED_ENTRY	Im Innenfeld 10 des linken Rades: Lies die Quell- oder Zieladresse dieses sichtbaren Platzes. Kartenlesung: Quelladresse des SOD-Postens; Quelladresse des OF-Postens; Quelladresse des ROOT-Postens.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.25	A1_LEFT_LOCAL_FIELD_25	Innenfeld 11 des linken Rades	F67_LEFT_WHEEL_NS	1	ydam	LOCAL_NAMED_ENTRY	Im Innenfeld 11 des linken Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: örtlicher Name ydam fuer A1_LEFT_LOCAL_FIELD_25.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.26	A1_LEFT_LOCAL_FIELD_26	Innenfeld 12 des linken Rades	F67_LEFT_WHEEL_NS	3	yteoor | yto | ykor	CONDITION_ENTRY	Im Innenfeld 12 des linken Rades: Setze oder lies die besondere Bedingung dieses Platzes. Kartenlesung: Bedingungsansatz des lokalen YTEO-Postens; örtlicher Name yto fuer A1_LEFT_LOCAL_FIELD_26; Bedingungsansatz des lokalen YK-Postens.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.27	A1_LEFT_LOCAL_FIELD_27	Innenfeld 13 des linken Rades	F67_LEFT_WHEEL_NS	4	okeo | r | aiin | am	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 13 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: örtlicher Name okeo fuer A1_LEFT_LOCAL_FIELD_27; örtlicher Name r fuer A1_LEFT_LOCAL_FIELD_27; Sollwert; örtlicher Name am fuer A1_LEFT_LOCAL_FIELD_27.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.28	A1_LEFT_LOCAL_FIELD_28	Innenfeld 14 des linken Rades	F67_LEFT_WHEEL_NS	2	okain | am	LOCAL_NAMED_ENTRY	Im Innenfeld 14 des linken Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: TEILWERT_ZUGEBEN; örtlicher Name am fuer A1_LEFT_LOCAL_FIELD_28.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.29	A1_LEFT_LOCAL_FIELD_29	Innenfeld 15 des linken Rades	F67_LEFT_WHEEL_NS	2	ytody | saiin	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 15 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: gelerntes Zeichen ytody: Platz fest eingetragen.; Sollwert.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.30	A1_LEFT_LOCAL_FIELD_30	Innenfeld 16 des linken Rades	F67_LEFT_WHEEL_NS	2	ochol | olol	ROW_CONTINUATION	Im Innenfeld 16 des linken Rades: Führe den aktuellen Ring, das Band oder den Eintrag an diesem Platz weiter. Kartenlesung: lokalen OCH-Posten im selben Lauf weiterfuehren; im selben Lauf nochmals weiter.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.31	A1_LEFT_LOCAL_FIELD_31	Innenfeld 17 des linken Rades	F67_LEFT_WHEEL_NS	1	opcholdy	ROW_CONTINUATION	Im Innenfeld 17 des linken Rades: Führe den aktuellen Ring, das Band oder den Eintrag an diesem Platz weiter. Kartenlesung: gelerntes Zeichen opcholdy: im selben Ring, Band oder Satz fortsetzen; Namensendung opch/dy.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.32	A1_LEFT_LOCAL_FIELD_32	Innenfeld 18 des linken Rades	F67_LEFT_WHEEL_NS	4	dosar | odas | air | alaiin	SOURCE_TO_TARGET	Im Innenfeld 18 des linken Rades: Lies den bezeichneten Ausgangswert und übertrage ihn auf die angegebene Zielstelle. Kartenlesung: Quelladresse des DOS-Postens; örtlicher Name odas fuer A1_LEFT_LOCAL_FIELD_32; Lauf oder Bahn; Ziel-Sollwert.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.33	A1_LEFT_LOCAL_FIELD_33	Innenfeld 19 des linken Rades	F67_LEFT_WHEEL_NS	3	dokan | oear | odal	SOURCE_TO_TARGET	Im Innenfeld 19 des linken Rades: Lies den bezeichneten Ausgangswert und übertrage ihn auf die angegebene Zielstelle. Kartenlesung: zweite oder alternative Portion einsetzen; Quelladresse des OE-Postens; Zieladresse des OD-Postens.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.34	A1_LEFT_LOCAL_FIELD_34	Innenfeld 20 des linken Rades	F67_LEFT_WHEEL_NS	2	ofar | oeoldan	ADDRESSED_ENTRY	Im Innenfeld 20 des linken Rades: Lies die Quell- oder Zieladresse dieses sichtbaren Platzes. Kartenlesung: Quelladresse des OF-Postens; mit der zweiten Einstellung weiter.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.35	A1_LEFT_LOCAL_FIELD_35	Innenfeld 21 des linken Rades	F67_LEFT_WHEEL_NS	3	chol | giin | okol	ROW_CONTINUATION	Im Innenfeld 21 des linken Rades: Führe den aktuellen Ring, das Band oder den Eintrag an diesem Platz weiter. Kartenlesung: weiter; örtlicher Name giin fuer A1_LEFT_LOCAL_FIELD_35; den Posten einsetzen und im selben Lauf weiter.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.36	A1_LEFT_LOCAL_FIELD_36	Innenfeld 22 des linken Rades	F67_LEFT_WHEEL_NS	3	ytor | daiin | or	CONDITION_ENTRY	Im Innenfeld 22 des linken Rades: Setze oder lies die besondere Bedingung dieses Platzes. Kartenlesung: Bedingungsansatz des lokalen YT-Postens; Sollwert; Ansatz.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.37	A1_LEFT_LOCAL_FIELD_37	Innenfeld 23 des linken Rades	F67_LEFT_WHEEL_NS	1	ytoaiin	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 23 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: Sollwert des lokalen YTO-Postens.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.38	A1_LEFT_LOCAL_FIELD_38	Innenfeld 24 des linken Rades	F67_LEFT_WHEEL_NS	2	otoldos | octhole	FOLLOWING_RELATION	Im Innenfeld 24 des linken Rades: Gehe zum Folgeposten und setze dort dieselbe Reihe oder die nächste Bedingung fort. Kartenlesung: Folgeposten im selben Lauf weiter; örtlicher Name octhole fuer A1_LEFT_LOCAL_FIELD_38.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.39	A1_LEFT_LOCAL_FIELD_39	Innenfeld 25 des linken Rades	F67_LEFT_WHEEL_NS	3	sor | chedaiin | dy	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 25 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: Ansatz; Übertragungs-Sollwert; dies.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.40	A1_LEFT_LOCAL_FIELD_40	Innenfeld 26 des linken Rades	F67_LEFT_WHEEL_NS	3	yteos | oiin | og	LOCAL_NAMED_ENTRY	Im Innenfeld 26 des linken Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: örtlicher Name yteos fuer A1_LEFT_LOCAL_FIELD_40; örtlicher Name oiin fuer A1_LEFT_LOCAL_FIELD_40; örtlicher Name og fuer A1_LEFT_LOCAL_FIELD_40.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.41	A1_LEFT_LOCAL_FIELD_41	Innenfeld 27 des linken Rades	F67_LEFT_WHEEL_NS	2	ytoeopchey | chekody	LOCAL_NAMED_ENTRY	Im Innenfeld 27 des linken Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: Vergleichswert dieses Platzes.; gelerntes Zeichen chekody: abgeleiteter Klassenwert.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.42	A1_LEFT_LOCAL_FIELD_42	Innenfeld 28 des linken Rades	F67_LEFT_WHEEL_NS	3	sosho | chos | ockhy	ACTION_OR_PATH	Im Innenfeld 28 des linken Rades: Setze, halte oder übertrage den Posten entlang der hier bezeichneten Bahn. Kartenlesung: örtlicher Name sosho fuer A1_LEFT_LOCAL_FIELD_42; örtlicher Name chos fuer A1_LEFT_LOCAL_FIELD_42; durch Sektor, Ring oder Pruefweg fuehren; Namensendung o/y.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.43	A1_LEFT_LOCAL_FIELD_43	Innenfeld 29 des linken Rades	F67_LEFT_WHEEL_NS	4	daiin | aiin | os | qsg	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 29 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: Sollwert; Sollwert; AUFNAHMEFELD_ODER_UMSCHLUSS; örtlicher Name qsg fuer A1_LEFT_LOCAL_FIELD_43.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.44	A1_LEFT_LOCAL_FIELD_44	Innenfeld 30 des linken Rades	F67_LEFT_WHEEL_NS	3	ofydy | sheody | aiin	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 30 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: gelerntes Zeichen ofydy: fester Grundlichtwert.; gelerntes Zeichen sheody: Position oder Bedingung halten; Namensendung eody.; Sollwert.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.45	A1_LEFT_LOCAL_FIELD_45	Innenfeld 31 des linken Rades	F67_LEFT_WHEEL_NS	3	ycheody | es | odaiiin	LOCAL_NAMED_ENTRY	Im Innenfeld 31 des linken Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: gelerntes Zeichen ycheody: aktueller Ablesewert fest.; örtlicher Name es fuer A1_LEFT_LOCAL_FIELD_45; örtlicher Name odaiiin fuer A1_LEFT_LOCAL_FIELD_45.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.46	A1_LEFT_LOCAL_FIELD_46	Innenfeld 32 des linken Rades	F67_LEFT_WHEEL_NS	2	yekees | oraly	ADDRESSED_ENTRY	Im Innenfeld 32 des linken Rades: Lies die Quell- oder Zieladresse dieses sichtbaren Platzes. Kartenlesung: örtlicher Name yekees fuer A1_LEFT_LOCAL_FIELD_46; Bedingungs-, Tabellen- oder Wahlansatz + Zielsektor, Zielstern oder Zielfeld; Namensendung y.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.47	A1_LEFT_LOCAL_FIELD_47	Innenfeld 33 des linken Rades	F67_LEFT_WHEEL_NS	1	yfain	LOCAL_NAMED_ENTRY	Im Innenfeld 33 des linken Rades: Lies oder kopiere den gelernten örtlichen Namen dieses Platzes. Kartenlesung: Portion des lokalen YF-Postens.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.48	A1_LEFT_LOCAL_FIELD_48	Innenfeld 34 des linken Rades	F67_LEFT_WHEEL_NS	3	todaiin | dain | dy	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 34 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: Sollwert des lokalen TOD-Postens; ABDECK_ODER_TRAEGERFELD; dies.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.49	A1_LEFT_LOCAL_FIELD_49	Innenfeld 35 des linken Rades	F67_LEFT_WHEEL_NS	3	os | choer | aiin	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 35 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: AUFNAHMEFELD_ODER_UMSCHLUSS; örtlicher Name choer fuer A1_LEFT_LOCAL_FIELD_49; Sollwert.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
f67r2	f67r2.50	A1_LEFT_LOCAL_FIELD_50	Innenfeld 36 des linken Rades	F67_LEFT_WHEEL_NS	2	choeea | sal	GRADED_OR_QUANTIFIED_VALUE	Im Innenfeld 36 des linken Rades: Lies den Teilwert, Sollwert oder Grad dieses Platzes und stelle ihn ein. Kartenlesung: örtlicher Name choeea fuer A1_LEFT_LOCAL_FIELD_50; dorthin.	SECTOR_OR_PHASE_LOOKUP_VALUE	NOT_REQUIRED__SELECT_BY_VISIBLE_OWNER	NONE
