reading_unit_id	record_unit_id	statement_ids	unit_kind	source_event_ids	visible_card_count	source_token_count	rule_applications	visible_surface_sequence	literal_value_sequence	construction_reading_de
R028	H2	H2-S003	OPEN_PAIR	E033|E034	2	2	1	shor chor	Ansatz > Ansatz	erster und zweiter Ansatz
R029	H2	H2-S003	ABA_RETURN_FRAME	E035|E036|E037	3	3	1	chy kaiiin dy	dies > Bearbeitungsstufe > dies	Diesen Posten durch die Bearbeitungsstufe führen und als denselben Posten halten.
R030	H2	H2-S003	ATOMIC_CARD	E038	1	1	0	chodaiin	Zugabemaß	Zugabemaß
R031	H3	H3-S001	ATOMIC_CARD	E039	1	1	0	tshol	Kochgut	Kochgut
R032	H3	H3-S001	ATOMIC_CARD	E040	1	1	0	schoal	Sudansatz	Sudansatz
R033	H3	H3-S001	ATOMIC_CARD	E041	1	1	0	cfhy	auswringen	auswringen
R034	H3	H3-S001	ATOMIC_CARD	E042	1	1	0	shfydaiin	Stehzeit	Stehzeit
R035	H3	H3-S001	ATOMIC_CARD	E043	1	1	0	cphy	nachseihen	nachseihen
R036	H3	H3-S001	ATOMIC_CARD	E044	1	1	0	shey	Ergebnis	Ergebnis
R037	H3	H3-S001	ATOMIC_CARD	E045	1	1	0	tchody	kalt stellen; Schluss	kalt stellen; Schluss
R038	H3	H3-S002	ATOMIC_CARD	E046	1	1	0	shoyty	Zugabeteil	Zugabeteil
R039	H3	H3-S003	ATOMIC_CARD	E047	1	1	0	dchol	vom vorigen	vom vorigen
R040	H3	H3-S003	ABA_RETURN_FRAME	E048|E049|E050	3	3	1	chy kchy dy	dies > Bearbeiten > dies	Diesen Posten bearbeiten und als denselben Posten weiterführen.
R041	H3	H3-S003	ATOMIC_CARD	E051	1	1	0	daiin	Sollwert	Sollwert
R042	H3	H3-S004	ATOMIC_CARD	E052	1	1	0	qotchy	nächster Posten	nächster Posten
R043	H3	H3-S004	ATOMIC_CARD	E053	1	1	0	okchol	weiter einsetzen	weiter einsetzen
R044	H3	H3-S004	ATOMIC_CARD	E054	1	1	0	cthy	bereit	bereit
R045	H3	H3-S004	ATOMIC_CARD	E055	1	1	0	dy	dies	dies
R046	H4	H4-S001	ATOMIC_CARD	E056	1	1	0	qokaiin	bemessen	bemessen
R047	H4	H4-S001	ATOMIC_CARD	E057	1	1	0	chaiin	Sollwert	Sollwert
R048	H4	H4-S001	ATOMIC_CARD	E058	1	1	0	ykain	erste Portion	erste Portion
R049	H4	H4-S001	ATOMIC_CARD	E059	1	1	0	ykan	zweite Portion	zweite Portion
R050	H4	H4-S001	ATOMIC_CARD	E060	1	1	0	ody	abkühlen; Schluss	abkühlen; Schluss
R051	H4	H4-S002	ATOMIC_CARD	E061	1	1	0	daiin	Sollwert	Sollwert
R052	H4	H4-S002	ATOMIC_CARD	E062	1	1	0	chedy	überführen	überführen
R053	H4	H4-S002	ATOMIC_CARD	E063	1	1	0	talam	Verwahrort	Verwahrort
R054	H4	H4-S003	ATOMIC_CARD	E064	1	1	0	ykaiin	Sollportion	Sollportion
R055	H4	H4-S003	ATOMIC_CARD	E065	1	1	0	cheoar	Quellauszug	Quellauszug
R056	H4	H4-S003	ATOMIC_CARD	E066	1	1	0	cheeky	länger bearbeiten	länger bearbeiten
R057	H4	H4-S003	ATOMIC_CARD	E067	1	1	0	oldy	Schluss	Schluss
R058	H4	H4-S004	ATOMIC_CARD	E068	1	1	0	aiin	Sollwert	Sollwert
R059	H4	H4-S004	ATOMIC_CARD	E069	1	1	0	okal	dorthin einsetzen	dorthin einsetzen
R060	H4	H4-S004	ATOMIC_CARD	E070	1	1	0	oltchy	Folgebereitung	Folgebereitung
R061	H4	H4-S004	ATOMIC_CARD	E071	1	1	0	or	Ansatz	Ansatz
R062	H4	H4-S004	ATOMIC_CARD	E072	1	1	0	y	dies	dies
R063	H4	H4-S004	ATOMIC_CARD	E073	1	1	0	orain	Bereitungsanteil	Bereitungsanteil
R064	H5	H5-S001	ATOMIC_CARD	E074	1	1	0	chochor	Zugabeansatz	Zugabeansatz
R065	H5	H5-S001	ATOMIC_CARD	E075	1	1	0	cho	weitere Zutat	weitere Zutat
R066	H5	H5-S001	ATOMIC_CARD	E076	1	1	0	chodaly	Zielzugabe	Zielzugabe
R067	H5	H5-S001	ATOMIC_CARD	E077	1	1	0	daiin	Sollwert	Sollwert
R068	H5	H5-S001	ATOMIC_CARD	E078	1	1	0	sho	weitere Zutat	weitere Zutat
R069	H5	H5-S001	ATOMIC_CARD	E079	1	1	0	kchol	weiter bearbeiten	weiter bearbeiten
R070	H5	H5-S001	ATOMIC_CARD	E080	1	1	0	otchor	Folgeansatz	Folgeansatz
R071	H5	H5-S001	ATOMIC_CARD	E081	1	1	0	choky	einsetzen	einsetzen
R072	H5	H5-S001	ATOMIC_CARD	E082	1	1	0	dal	dorthin	dorthin
R073	H5	H5-S002	ATOMIC_CARD	E083	1	1	0	schol	vom vorigen	vom vorigen
R074	H5	H5-S002	ATOMIC_CARD	E084	1	1	0	choy	Zugabeposten	Zugabeposten
R075	H5	H5-S002	ATOMIC_CARD	E085	1	1	0	choky	einsetzen	einsetzen
R076	H5	H5-S002	ATOMIC_CARD	E086	1	1	0	cheeckhody	auftragen; Schluss	auftragen; Schluss
R077	H5	H5-S003	ATOMIC_CARD	E087	1	1	0	sh	Stängel	Stängel
R078	H5	H5-S003	ATOMIC_CARD	E088	1	1	0	cho	weitere Zutat	weitere Zutat
R079	H5	H5-S003	ATOMIC_CARD	E089	1	1	0	kchey	Kurzbearbeitung	Kurzbearbeitung
R080	H5	H5-S003	ATOMIC_CARD	E090	1	1	0	qokokchy	erneut einsetzen	erneut einsetzen
R081	H5	H5-S004	ATOMIC_CARD	E091	1	1	0	okchy	weiterbearbeiten	weiterbearbeiten
R082	H5	H5-S004	ATOMIC_CARD	E092	1	1	0	chokcheo	Auszug einsetzen	Auszug einsetzen
R083	H5	H5-S004	ATOMIC_CARD	E093	1	1	0	kchal	Zielbearbeitung	Zielbearbeitung
R084	H5	H5-S005	ATOMIC_CARD	E094	1	1	0	sho	weitere Zutat	weitere Zutat
R085	H5	H5-S005	ATOMIC_CARD	E095	1	1	0	chokchy	weiterbearbeiten	weiterbearbeiten
R086	H5	H5-S005	ATOMIC_CARD	E096	1	1	0	kchoar	bearbeiteter Quellauszug	bearbeiteter Quellauszug
R087	H5	H5-S005	ATOMIC_CARD	E097	1	1	0	sotodan	Folgeanwendung	Folgeanwendung
R088	H5	H5-S006	ATOMIC_CARD	E098	1	1	0	otchey	das nächste	das nächste
R089	H5	H5-S006	ATOMIC_CARD	E099	1	1	0	keol	kurz weiterbearbeiten	kurz weiterbearbeiten
R090	H5	H5-S006	ATOMIC_CARD	E100	1	1	0	daiin	Sollwert	Sollwert
R091	B1	B1-S001	ATOMIC_CARD	E101	1	1	0	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
R092	B1	B1-S002	ATOMIC_CARD	E102	1	1	0	okaiin	bemessen	bemessen
R093	B1	B1-S002	ATOMIC_CARD	E103	1	1	0	kair	Beckenlauf	Beckenlauf
R094	B1	B1-S002	ATOMIC_CARD	E104	1	1	0	okal	dorthin einsetzen	dorthin einsetzen
R095	B1	B1-S002	ATOMIC_CARD	E105	1	1	0	sar	davon	davon
R096	B1	B1-S002	ATOMIC_CARD	E106	1	1	0	ol	weiter	weiter
R097	B1	B1-S002	ATOMIC_CARD	E107	1	1	0	kain	Portion	Portion
R098	B1	B1-S002	ATOMIC_CARD	E108	1	1	0	olkain	weiterer Anteil	weiterer Anteil
R099	B1	B1-S002	ATOMIC_CARD	E109	1	1	0	al	dorthin	dorthin
R100	B1	B1-S002	ATOMIC_CARD	E110	1	1	0	ol	weiter	weiter
R101	B1	B1-S002	ATOMIC_CARD	E111	1	1	0	rol	Anschluss	Anschluss
R102	B1	B1-S002	ATOMIC_CARD	E112	1	1	0	dl	Zusatz	Zusatz
R103	B1	B1-S002	ATOMIC_CARD	E113	1	1	0	olor	derselbe Ansatz	derselbe Ansatz
R104	B1	B1-S002	ATOMIC_CARD	E114	1	1	0	ol	weiter	weiter
R105	B1	B1-S002	ATOMIC_CARD	E115	1	1	0	sheckhal	Kurze Zielpassage	Kurze Zielpassage
R106	B1	B1-S002	ABA_RETURN_FRAME	E116|E117|E118	3	3	1	daiin qokeedal daiin	Sollwert > Langer Zieleinsatz > Sollwert	Den Sollwert während des langen Zieleinsatzes beibehalten.
R107	B1	B1-S002	ATOMIC_CARD	E119	1	1	0	chckhy	durchleiten	durchleiten
R108	B1	B1-S002	ATOMIC_CARD	E120	1	1	0	schedy	überführen; Schluss	überführen; Schluss
R109	B1	B1-S003	ATOMIC_CARD	E121	1	1	0	qol	weiter	weiter
R110	B1	B1-S003	ATOMIC_CARD	E122	1	1	0	sshkchdy	Haltetransfer; Schluss	Haltetransfer; Schluss
R111	B1	B1-S004	ATOMIC_CARD	E123	1	1	0	chedy	überführen	überführen
R112	B1	B1-S004	ATOMIC_CARD	E124	1	1	0	ol	weiter	weiter
R113	B1	B1-S004	ATOMIC_CARD	E125	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R114	B1	B1-S005	ATOMIC_CARD	E126	1	1	0	qolchedy	weiterführen; Schluss	weiterführen; Schluss
R115	B1	B1-S006	ATOMIC_CARD	E127	1	1	0	qokain	Anteil zugeben	Anteil zugeben
R116	B1	B1-S006	ATOMIC_CARD	E128	1	1	0	shckhy	durchleiten	durchleiten
R117	B1	B1-S006	ATOMIC_CARD	E129	1	1	0	dl	Zusatz	Zusatz
R118	B1	B1-S006	ATOMIC_CARD	E130	1	1	0	ral	Zielmarke	Zielmarke
R119	B1	B1-S007	ATOMIC_CARD	E131	1	1	0	qokchdy	einführen; Schluss	einführen; Schluss
R120	B1	B1-S008	ATOMIC_CARD	E132	1	1	0	chey	dies	dies
R121	B1	B1-S008	ABA_RETURN_FRAME	E133|E134|E135	3	3	1	ol cheky ol	weiter > kurz wärmen > weiter	Den laufenden Gang kurz wärmen und danach denselben Gang fortsetzen.
R122	B1	B1-S008	ATOMIC_CARD	E136	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R123	B1	B1-S009|B1-S010	REPEATED_CLOSED_OPERATION	E137|E138	2	2	1	qokedy qokedy	kurz einwirken; Schluss > kurz einwirken; Schluss	kurz einwirken; zweimal
R124	B1	B1-S011	ATOMIC_CARD	E139	1	1	0	chckhy	durchleiten	durchleiten
R125	B1	B1-S011	ATOMIC_CARD	E140	1	1	0	qoky	einsetzen	einsetzen
R126	B1	B1-S012	ATOMIC_CARD	E141	1	1	0	lsho	Waschgang	Waschgang
R127	B1	B1-S012	ATOMIC_CARD	E142	1	1	0	qokey	kurz einwirken	kurz einwirken
R128	B1	B1-S012|B1-S013	REPEATED_CLOSED_OPERATION	E143|E144	2	2	1	lshedy lshedy	Waschgang; Schluss > Waschgang; Schluss	Waschgang; zweimal
R129	B1	B1-S014	ATOMIC_CARD	E145	1	1	0	chedy	überführen	überführen
R130	B1	B1-S014	ATOMIC_CARD	E146	1	1	0	qolky	Weiterweg	Weiterweg
R131	B1	B1-S014	ATOMIC_CARD	E147	1	1	0	lchedal	Zielabführung	Zielabführung
R132	B1	B1-S014	ATOMIC_CARD	E148	1	1	0	qol	weiter	weiter
R133	B1	B1-S014	ATOMIC_CARD	E149	1	1	0	otar	Folgequelle	Folgequelle
R134	B1	B1-S015	ATOMIC_CARD	E150	1	1	0	ytey	Kurzteil	Kurzteil
R135	B1	B1-S015	ATOMIC_CARD	E151	1	1	0	okchedy	einführen; Schluss	einführen; Schluss
R136	B1	B1-S016	ATOMIC_CARD	E152	1	1	0	qokal	dorthin einsetzen	dorthin einsetzen
R137	B1	B1-S016	ATOMIC_CARD	E153	1	1	0	okeey	lange einwirken	lange einwirken
R138	B1	B1-S016	ATOMIC_CARD	E154	1	1	0	qol	weiter	weiter
R139	B1	B1-S016	ATOMIC_CARD	E155	1	1	0	cheedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R140	B1	B1-S017	ATOMIC_CARD	E156	1	1	0	sal	dorthin	dorthin
R141	B1	B1-S017	ATOMIC_CARD	E157	1	1	0	teol	kurz weiterführen	kurz weiterführen
R142	B1	B1-S017	ATOMIC_CARD	E158	1	1	0	dchdy	Transfer; Schluss	Transfer; Schluss
R143	B1	B1-S018	ATOMIC_CARD	E159	1	1	0	ly	Auffanggefäß	Auffanggefäß
R144	B1	B1-S018	ATOMIC_CARD	E160	1	1	0	dsheol	Kurzhalt	Kurzhalt
R145	B1	B1-S018	ATOMIC_CARD	E161	1	1	0	oiiin	Arbeitsstufe	Arbeitsstufe
R146	B1	B1-S018	ATOMIC_CARD	E162	1	1	0	olkeedy	lange sammeln; Schluss	lange sammeln; Schluss
R147	B1	B1-S019	ATOMIC_CARD	E163	1	1	0	tedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R148	B1	B1-S020	ATOMIC_CARD	E164	1	1	0	cheky	kurz wärmen	kurz wärmen
R149	B1	B1-S020	ATOMIC_CARD	E165	1	1	0	shckhedy	durchlassen; Schluss	durchlassen; Schluss
R150	B1	B1-S021	ATOMIC_CARD	E166	1	1	0	chal	dorthin	dorthin
R151	B2	B2-S001	ATOMIC_CARD	E167	1	1	0	dchedy	überführen; Schluss	überführen; Schluss
R152	B2	B2-S002	ATOMIC_CARD	E168	1	1	0	qolchedy	weiterführen; Schluss	weiterführen; Schluss
R153	B2	B2-S003	ATOMIC_CARD	E169	1	1	0	qokain	Anteil zugeben	Anteil zugeben
R154	B2	B2-S003	ATOMIC_CARD	E170	1	1	0	dy	dies	dies
R155	B2	B2-S003	ATOMIC_CARD	E171	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R156	B2	B2-S004	ATOMIC_CARD	E172	1	1	0	qokal	dorthin einsetzen	dorthin einsetzen
R157	B2	B2-S004	ATOMIC_CARD	E173	1	1	0	lcheckhy	Abführpassage	Abführpassage
R158	B2	B2-S004	ATOMIC_CARD	E174	1	1	0	lched	Abführung	Abführung
R159	B2	B2-S004	ATOMIC_CARD	E175	1	1	0	qokeey	lange einwirken	lange einwirken
R160	B2	B2-S004	ATOMIC_CARD	E176	1	1	0	lcheckhedy	Trennabzug; Schluss	Trennabzug; Schluss
R161	B2	B2-S005	ATOMIC_CARD	E177	1	1	0	qokaly	Zieleinsatz	Zieleinsatz
R162	B2	B2-S005	ATOMIC_CARD	E178	1	1	0	solkaiin	Sollsammlung	Sollsammlung
R163	B2	B2-S005	ATOMIC_CARD	E179	1	1	0	chckhy	durchleiten	durchleiten
R164	B2	B2-S005	CARRY_SINGLE_SOURCE	E180|E181	2	1	1	qokaiin qokaiin	bemessen > bemessen	bemessen; über die Zeile fortgetragen
R165	B2	B2-S005	ATOMIC_CARD	E182	1	1	0	octheol	Fortsetzung vorbereiten	Fortsetzung vorbereiten
R166	B2	B2-S005	ATOMIC_CARD	E183	1	1	0	chkeey	Langwärmen	Langwärmen
R167	B2	B2-S005	ATOMIC_CARD	E184	1	1	0	ldy	abziehen; Schluss	abziehen; Schluss
R168	B2	B2-S006	ATOMIC_CARD	E185	1	1	0	oteey	Langfolge	Langfolge
R169	B2	B2-S006	ATOMIC_CARD	E186	1	1	0	qokal	dorthin einsetzen	dorthin einsetzen
R170	B2	B2-S006	ATOMIC_CARD	E187	1	1	0	sheckhy	Kurzpassage	Kurzpassage
R171	B2	B2-S006	ATOMIC_CARD	E188	1	1	0	qoky	einsetzen	einsetzen
R172	B2	B2-S007	ATOMIC_CARD	E189	1	1	0	dshedy	Frischwasser zugeben; Schluss	Frischwasser zugeben; Schluss
R173	B2	B2-S008	ATOMIC_CARD	E190	1	1	0	sotaiin	Folgemaß	Folgemaß
R174	B2	B2-S008	ATOMIC_CARD	E191	1	1	0	qokar	Quelleinsatz	Quelleinsatz
R175	B2	B2-S008	ATOMIC_CARD	E192	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R176	B2	B2-S009	ATOMIC_CARD	E193	1	1	0	solshedy	Folgeabsetzen; Schluss	Folgeabsetzen; Schluss
R177	B2	B2-S010	ATOMIC_CARD	E194	1	1	0	qokeey	lange einwirken	lange einwirken
R178	B2	B2-S010	ATOMIC_CARD	E195	1	1	0	qoky	einsetzen	einsetzen
R179	B2	B2-S010	ATOMIC_CARD	E196	1	1	0	ls	Auslass	Auslass
R180	B2	B2-S010	ATOMIC_CARD	E197	1	1	0	cheey	Ergebnis	Ergebnis
R181	B2	B2-S011	ABA_RETURN_FRAME	E198|E199|E200	3	3	1	okain char okain	Anteil zugeben > davon > Anteil zugeben	Einen Anteil zugeben, davon nehmen und denselben Zugabegang wiederholen.
R182	B2	B2-S011	ATOMIC_CARD	E201	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R183	B2	B2-S012	ATOMIC_CARD	E202	1	1	0	lchy	Abführgut	Abführgut
R184	B2	B2-S012	ATOMIC_CARD	E203	1	1	0	cheey	Ergebnis	Ergebnis
R185	B2	B2-S012	ATOMIC_CARD	E204	1	1	0	qcthey	kurz vorbereiten	kurz vorbereiten
R186	B2	B2-S012	ATOMIC_CARD	E205	1	1	0	qokeey	lange einwirken	lange einwirken
R187	B2	B2-S012	ATOMIC_CARD	E206	1	1	0	lcheey	Klarabzug	Klarabzug
R188	B2	B2-S012	ATOMIC_CARD	E207	1	1	0	daiin	Sollwert	Sollwert
R189	B2	B2-S012	ATOMIC_CARD	E208	1	1	0	chey	dies	dies
R190	B2	B2-S012	ATOMIC_CARD	E209	1	1	0	qokeeedy	Volleinsatz; Schluss	Volleinsatz; Schluss
R191	B2	B2-S013	ATOMIC_CARD	E210	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R192	B2	B2-S014	ATOMIC_CARD	E211	1	1	0	lar	Quellabzug	Quellabzug
R193	B2	B2-S015	ATOMIC_CARD	E212	1	1	0	tshey	Folgeklarlauf	Folgeklarlauf
R194	B2	B2-S015	ATOMIC_CARD	E213	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R195	B2	B2-S016	ATOMIC_CARD	E214	1	1	0	cheal	dorthin	dorthin
R196	B2	B2-S016	ATOMIC_CARD	E215	1	1	0	lchedar	Quellabführung	Quellabführung
R197	B2	B2-S016	ATOMIC_CARD	E216	1	1	0	ches	teilen	teilen
R198	B2	B2-S016	ATOMIC_CARD	E217	1	1	0	aiin	Sollwert	Sollwert
R199	B2	B2-S016	ATOMIC_CARD	E218	1	1	0	oteey	Langfolge	Langfolge
R200	B2	B2-S016	ATOMIC_CARD	E219	1	1	0	qokaiin	bemessen	bemessen
R201	B2	B2-S016	ATOMIC_CARD	E220	1	1	0	okey	kurz einwirken	kurz einwirken
R202	B2	B2-S016	ATOMIC_CARD	E221	1	1	0	pchedy	Zuführung; Schluss	Zuführung; Schluss
R203	B2	B2-S017	ATOMIC_CARD	E222	1	1	0	rsheal	Kurzhalt am Ziel	Kurzhalt am Ziel
R204	B2	B2-S017	ATOMIC_CARD	E223	1	1	0	daldy	Zielschluss	Zielschluss
R205	B2	B2-S018	ATOMIC_CARD	E224	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R206	B2	B2-S019	ATOMIC_CARD	E225	1	1	0	rshedy	Vollwaschung; Schluss	Vollwaschung; Schluss
R207	B2	B2-S020	ATOMIC_CARD	E226	1	1	0	qoteedy	lange Folgestufe; Schluss	lange Folgestufe; Schluss
R208	B2	B2-S021	ATOMIC_CARD	E227	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R209	B2	B2-S022	ATOMIC_CARD	E228	1	1	0	lochedy	Abführung; Schluss	Abführung; Schluss
R210	B3	B3-S001	ATOMIC_CARD	E229	1	1	0	olkeedy	lange sammeln; Schluss	lange sammeln; Schluss
R211	B3	B3-S002	ATOMIC_CARD	E230	1	1	0	qotal	danach dorthin	danach dorthin
R212	B3	B3-S002	ATOMIC_CARD	E231	1	1	0	chkeedy	Langwärmen; Schluss	Langwärmen; Schluss
R213	B3	B3-S003	ABA_RETURN_FRAME	E232|E233|E234	3	3	1	chey daiin chey	dies > Sollwert > dies	Diesen Bestand auf Sollwert setzen und als denselben Bestand weiterführen.
R214	B3	B3-S003	ATOMIC_CARD	E235	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R215	B3	B3-S004	ATOMIC_CARD	E236	1	1	0	qokaiin	bemessen	bemessen
R216	B3	B3-S004	ATOMIC_CARD	E237	1	1	0	qotal	danach dorthin	danach dorthin
R217	B3	B3-S004	ATOMIC_CARD	E238	1	1	0	dar	davon	davon
R218	B3	B3-S005	ATOMIC_CARD	E239	1	1	0	schedy	überführen; Schluss	überführen; Schluss
R219	B3	B3-S006	ATOMIC_CARD	E240	1	1	0	chedchy	Postentransfer	Postentransfer
R220	B3	B3-S006	ATOMIC_CARD	E241	1	1	0	qokal	dorthin einsetzen	dorthin einsetzen
R221	B3	B3-S006	ATOMIC_CARD	E242	1	1	0	olchedy	weiterführen; Schluss	weiterführen; Schluss
R222	B3	B3-S007	ATOMIC_CARD	E243	1	1	0	qokaiin	bemessen	bemessen
R223	B3	B3-S007	ATOMIC_CARD	E244	1	1	0	chedy	überführen	überführen
R224	B3	B3-S007	ATOMIC_CARD	E245	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R225	B3	B3-S008	ATOMIC_CARD	E246	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R226	B3	B3-S009	ATOMIC_CARD	E247	1	1	0	qoky	einsetzen	einsetzen
R227	B3	B3-S010	ATOMIC_CARD	E248	1	1	0	pchedal	Zielzuführung	Zielzuführung
R228	B3	B3-S010	ATOMIC_CARD	E249	1	1	0	otedy	Kurzfolge; Schluss	Kurzfolge; Schluss
R229	B3	B3-S011	ATOMIC_CARD	E250	1	1	0	shecthedchy	Vorbereitungstransfer	Vorbereitungstransfer
R230	B3	B3-S011	ATOMIC_CARD	E251	1	1	0	qoky	einsetzen	einsetzen
R231	B3	B3-S011	ATOMIC_CARD	E252	1	1	0	chedy	überführen	überführen
R232	B3	B3-S011	ATOMIC_CARD	E253	1	1	0	chary	Quellposten	Quellposten
R233	B3	B3-S012	ATOMIC_CARD	E254	1	1	0	sor	Ansatz	Ansatz
R234	B3	B3-S012	ATOMIC_CARD	E255	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R235	B3	B3-S013	ATOMIC_CARD	E256	1	1	0	qokaiin	bemessen	bemessen
R236	B3	B3-S013	ATOMIC_CARD	E257	1	1	0	chkain	Portion	Portion
R237	B3	B3-S013	ATOMIC_CARD	E258	1	1	0	shcthey	kurz vorbereiten	kurz vorbereiten
R238	B3	B3-S013	ATOMIC_CARD	E259	1	1	0	qokedy	kurz einwirken; Schluss	kurz einwirken; Schluss
R239	B3	B3-S014	ATOMIC_CARD	E260	1	1	0	okair	Laufeinsatz	Laufeinsatz
R240	B3	B3-S014	ATOMIC_CARD	E261	1	1	0	sheedy	Langabsetzen; Schluss	Langabsetzen; Schluss
R241	B3	B3-S015	ATOMIC_CARD	E262	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R242	B3	B3-S016	ATOMIC_CARD	E263	1	1	0	lo	Abzug	Abzug
R243	B3	B3-S016	ATOMIC_CARD	E264	1	1	0	qokchedy	einführen; Schluss	einführen; Schluss
R244	B3	B3-S017	ATOMIC_CARD	E265	1	1	0	qokeedy	lange einwirken; Schluss	lange einwirken; Schluss
R245	B3	B3-S018	ATOMIC_CARD	E266	1	1	0	shedy	kurz absetzen; Schluss	kurz absetzen; Schluss
R246	B3	B3-S019	ATOMIC_CARD	E267	1	1	0	qokshedy	Einsatzabsetzen; Schluss	Einsatzabsetzen; Schluss
R247	B3	B3-S020	ATOMIC_CARD	E268	1	1	0	dal	dorthin	dorthin
R248	B3	B3-S020	ATOMIC_CARD	E269	1	1	0	lchedy	abführen; Schluss	abführen; Schluss
R249	B3	B3-S021	ATOMIC_CARD	E270	1	1	0	qokaiin	bemessen	bemessen
R250	B3	B3-S021	ATOMIC_CARD	E271	1	1	0	shcthy	bereit	bereit
R251	B3	B3-S021	ATOMIC_CARD	E272	1	1	0	dal	dorthin	dorthin
R252	B3	B3-S021	ATOMIC_CARD	E273	1	1	0	sy	dies	dies
R253	B3	B3-S021	ATOMIC_CARD	E274	1	1	0	saiin	Sollwert	Sollwert
R254	B3	B3-S021	ATOMIC_CARD	E275	1	1	0	shedal	am Ziel absetzen	am Ziel absetzen
R255	B3	B3-S021	ATOMIC_CARD	E276	1	1	0	shecthy	Kurzvorbereitung	Kurzvorbereitung
R256	B3	B3-S021	ATOMIC_CARD	E277	1	1	0	chey	dies	dies
