event_id	record	statement_id	locus	surface	card_no	component_parse	card_reading	primitive	article_stage	minimum_source_clause_de	visible_owner_id	visible_owner_de	article_relation
E012	H1	H1-S002	f10r.5	qotchol	PROC012	OT+CH+OL	danach · abziehen · fortsetzen	SOURCE_DRAW	ST04_ROOT_CONTINUE_READY	danach abziehen und fortsetzen	IMAGE_H1_ROOT_AXIS_AND_RED_SWELLINGS	sichtbarer Wurzel-/Speicherposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E013	H1	H1-S002	f10r.5	chol	PROC013	OL	fortsetzen	CONTINUE_USE	ST04_ROOT_CONTINUE_READY	fortsetzen	IMAGE_H1_ROOT_AXIS_AND_RED_SWELLINGS	sichtbarer Wurzel-/Speicherposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E014	H1	H1-S002	f10r.5	cthy	PROC014	CTH+Y	bereit · dies	HOLD_STATE	ST04_ROOT_CONTINUE_READY	diesen Posten bereit halten	IMAGE_H1_ROOT_AXIS_AND_RED_SWELLINGS	sichtbarer Wurzel-/Speicherposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E015	H2	H2-S001	f10r.6	ycheor	PROC015	Y+CH+E+OR	dies · abziehen · kurz · Ansatz	SOURCE_DRAW	ST05_UPPER_DRAW_READY	diesen Posten kurz aus dem Ansatz abziehen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E016	H2	H2-S001	f10r.6	cthy	PROC014	CTH+Y	bereit · dies	HOLD_STATE	ST05_UPPER_DRAW_READY	diesen Posten bereit halten	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E017	H2	H2-S001	f10r.6	chor	PROC016	OR	Ansatz	ACTIVATE_CHARGE	ST05_UPPER_DRAW_READY	den Ansatz nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E018	H2	H2-S001	f10r.6	cthaiin	PROC017	CTH+AIIN	bereit · Maß	METER_CHECK	ST05_UPPER_DRAW_READY	das Bereitschaftsmaß setzen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E019	H2	H2-S001	f10r.6	qoctholy	PROC018	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dies	CONTINUE_USE	ST06_UPPER_MOVE_METER_TARGET	diesen Arbeitsgang bereit fortsetzen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E020	H2	H2-S001	f10r.6	dy	PROC019	Y	dies	MOVE_PASS	ST06_UPPER_MOVE_METER_TARGET	diesen Posten weiterführen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E021	H2	H2-S001	f10r.6	chy	PROC019	Y	dies	CONTINUE_USE	ST06_UPPER_MOVE_METER_TARGET	diesen Posten nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E022	H2	H2-S001	f10r.6	taiin	PROC009	AIIN	Maß	METER_CHECK	ST06_UPPER_MOVE_METER_TARGET	das vorgeschriebene Maß setzen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E023	H2	H2-S001	f10r.6	shy	PROC019	Y	dies	TARGET_HANDOFF	ST06_UPPER_MOVE_METER_TARGET	diesen Posten an die Zielstelle bringen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E024	H2	H2-S002	f10r.8	qotchor	PROC020	OT+CH+OR	danach · abziehen · Ansatz	ACTIVATE_CHARGE	ST07_UPPER_CONTINUE_PREPARATION	danach aus dem Ansatz abziehen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E025	H2	H2-S002	f10r.8	chor	PROC016	OR	Ansatz	ACTIVATE_CHARGE	ST07_UPPER_CONTINUE_PREPARATION	den Ansatz nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E026	H2	H2-S002	f10r.8	otol	PROC021	OT+OL	danach · fortsetzen	CONTINUE_USE	ST07_UPPER_CONTINUE_PREPARATION	danach fortsetzen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E027	H2	H2-S002	f10r.8	chol	PROC013	OL	fortsetzen	CONTINUE_USE	ST07_UPPER_CONTINUE_PREPARATION	fortsetzen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E028	H2	H2-S002	f10r.8	cholor	PROC022	OL+OR	fortsetzen · Ansatz	ACTIVATE_CHARGE	ST07_UPPER_CONTINUE_PREPARATION	den Ansatz weiterführen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E029	H2	H2-S002	f10r.8	chol	PROC013	OL	fortsetzen	CONTINUE_USE	ST07_UPPER_CONTINUE_PREPARATION	fortsetzen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E030	H2	H2-S002	f10r.8	daiin	PROC009	AIIN	Maß	METER_CHECK	ST07_UPPER_CONTINUE_PREPARATION	das vorgeschriebene Maß setzen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E031	H2	H2-S002	f10r.8	dar	PROC003	AR	von dort	SOURCE_DRAW	ST07_UPPER_CONTINUE_PREPARATION	von dort nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E032	H2	H2-S003	f10r.9	oykchor	PROC023	O+Y+K+OR	Arbeitsgang · dies · zuführen · Ansatz	ACTIVATE_CHARGE	ST08_UPPER_FEED_STAGE_MEASURE	diesem Arbeitsgang den Ansatz zuführen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E033	H2	H2-S003	f10r.9	shor	PROC016	OR	Ansatz	ACTIVATE_CHARGE	ST08_UPPER_FEED_STAGE_MEASURE	den Ansatz nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E034	H2	H2-S003	f10r.9	chor	PROC016	OR	Ansatz	ACTIVATE_CHARGE	ST08_UPPER_FEED_STAGE_MEASURE	den Ansatz nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E035	H2	H2-S003	f10r.9	chy	PROC019	Y	dies	CONTINUE_USE	ST08_UPPER_FEED_STAGE_MEASURE	diesen Posten nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E036	H2	H2-S003	f10r.9	kaiiin	PROC024	K+IIN	zuführen · Sollstufe	METER_CHECK	ST08_UPPER_FEED_STAGE_MEASURE	bis zur Sollstufe zuführen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E037	H2	H2-S003	f10r.9	dy	PROC019	Y	dies	CONTINUE_USE	ST08_UPPER_FEED_STAGE_MEASURE	diesen Posten nehmen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
E038	H2	H2-S003	f10r.9	chodaiin	PROC025	CH+O+AIIN	abziehen · Arbeitsgang · Maß	SOURCE_DRAW	ST08_UPPER_FEED_STAGE_MEASURE	das Arbeitsmaß abziehen	IMAGE_H2_UPPER_STEM_FLOWER_BUD_LEAF_SET	sichtbarer oberer Sprossposten	SAME_PICTURED_PLANT_DIFFERENT_VISIBLE_PART_SECTION
