review_ordinal	statement_id	physical_page	register	target_slot_count	pre_host_fragment_count	post_host_fragment_count	remote_fine_argument_count	gdt583_excerpt_de	gdt584_excerpt_de	manual_disposition	guard
11	G407-S032	f24v	HERBAL	12	14	0	2	Stelle Form oder Stufe ein: in Zubereitungsform; Entnimm oder ziehe aus; fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: Pflanzen- oder Arbeitseinheit. beim Entnehmen oder Ausziehen: vom Ausgangsmaterial oder -gefäß; Wähle aus: an der Pflanzen-Hauptstelle. Kennzeichne oder prüfe. Entnimm oder ziehe aus: Pflanzencharge, auf Grad I, in Zubereitungsform, über den Materialkontakt. beim Entnehmen oder Ausziehen: Pflanzenportion, an der Pflanzen-Arbeitsstelle. beim Entnehmen oder Ausziehen: an der Pflanzen-Arbeitsstelle, vom Ausgangsmaterial oder -gefäß. fahre im selben Arbeitsgang fort; i	Bringe das Material in Zubereitungsform. Entnimm. Fahre im selben Arbeitsgang fort. Entnimm die Pflanzen- oder Arbeitseinheit vom Ausgangsmaterial oder -gefäß. Wähle die Einheit an der Pflanzen-Hauptstelle aus. Kennzeichne oder prüfe. Entnimm die Pflanzencharge und die Pflanzenportion in Zubereitungsform, auf Grad I, an der Pflanzen-Arbeitsstelle, vom Ausgangsmaterial oder -gefäß und über den Materialkontakt. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt in Zubereitungsform und an der Pflanzen-Nebenstelle. Gib in Zubereitungsform zu. Entnimm. Gib die Pflanzenc	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
12	G407-S036	f55v	HERBAL	10	18	0	1	beim Bearbeiten oder Zerreiben: Pflanzenauszug oder Arbeitsmaß. Bearbeite: Pflanzencharge. Stelle Maß oder Ort ein: zur Zielstelle oder ins Auffanggefäß, an der Pflanzen-Nebenstelle. Gib zu: Pflanzencharge, Pflanzenauszug oder Arbeitsmaß. beim Zugeben: Pflanzenauszug oder Arbeitsmaß. Gib zu: Pflanzencharge, entlang des Verarbeitungswegs. Entnimm oder ziehe aus; Gib zu: auf Grad I, Pflanzencharge. beim Zugeben: an der Pflanzen-Arbeitsstelle, Pflanzenauszug oder Arbeitsmaß, Pflanzencharge. Setze den Pflanzenansatz an; Bearbeite. Gib zu: Pflanzencharge, Pflanzenportion. Halte: auf Grad I; Setze d	Verreibe oder mazeriere die Pflanzencharge im Auszug. Stelle Maß oder Ort an der Pflanzen-Nebenstelle und zur Zielstelle oder ins Auffanggefäß ein. Gib die Pflanzencharge und den Pflanzenauszug zu. Gib die Pflanzencharge entlang des Verarbeitungswegs zu. Entnimm. Gib die Pflanzencharge und den Pflanzenauszug auf Grad I und an der Pflanzen-Arbeitsstelle zu. Setze an. Bearbeite das Material. Gib die Pflanzencharge und die Pflanzenportion zu. Halte den Zustand auf Grad I. Setze die Pflanzencharge, die Pflanzen- oder Arbeitseinheit und die Pflanzenportion auf Grad I an. Entnimm. Gib zu. Zerkleiner	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
13	G407-S040	f56r	HERBAL	16	11	0	1	Stelle ein oder temperiere; Setze den Pflanzenansatz an: Pflanzencharge. Gib zu; fahre im selben Arbeitsgang fort. Halte; fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus; beginne danach den nächsten Arbeitsgang; Entnimm oder ziehe aus: Pflanzencharge; bei der Handlungskette Entnehmen oder Ausziehen: auf Grad I. Stelle ein oder temperiere; fahre im selben Arbeitsgang fort. Stelle ein oder temperiere: Pflanzencharge. Entnimm oder ziehe aus: Pflanzen- oder Arbeitseinheit. beginne danach den nächsten Arbeitsgang; Entnimm oder ziehe aus: Pflanzencharge. Setze den Pflanzenansatz an. beim An	"Reguliere oder temperiere die Arbeitsbedingung. Setze die Pflanzencharge an. Gib zu. Fahre im selben Arbeitsgang fort. Halte den Zustand. Fahre im selben Arbeitsgang fort. Entnimm. Beginne danach den nächsten Arbeitsgang.

Entnimm die Pflanzencharge. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Reguliere oder temperiere die Arbeitsbedingung. Fahre im selben Arbeitsgang fort. Reguliere oder temperiere die Pflanzencharge. Entnimm die Pflanzen- oder Arbeitseinheit. Beginne danach den nächsten Arbeitsgang.

Entnimm die Pflanzencharge. Setze die Pflanzencharge an. Reguliere oder temper"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
14	G407-S048	f67r2	CELESTIAL	10	4	0	0	beginne danach den nächsten Arbeitsgang; fahre im selben Arbeitsgang fort; Wähle aus: an der unteren Ringstelle, in Eintragsform. Lies ab: in Eintragsform; Stelle die Ringposition ein; fahre im selben Arbeitsgang fort; auf Ringstufe I. Wähle aus: Sektoreinheit. Berechne: Positionswert. beim Berechnen: Ringposition. Stelle die Ringposition ein: Ringposition, auf Ringstufe I, in Eintragsform, an der seitlichen Ringstelle. in Eintragsform, auf der Feinstufe. in Eintragsform, in der g-Klasse. Stelle die Ringposition ein: Ringposition, in Eintragsform, auf Ringstufe I; Setze ein: in Eintragsform; L	"Beginne danach den nächsten Arbeitsgang.

Fahre im selben Arbeitsgang fort. Wähle die Einheit in Eintragsform und an der unteren Ringstelle aus. Lies in Eintragsform ab. Stelle die Position ein. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Wähle die Sektoreinheit aus. Berechne den Positionswert und die Ringposition. Stelle die Ringposition in Eintragsform, auf Ringstufe I und an der seitlichen Ringstelle ein. Verwende für den vorangehenden Arbeitsschritt in Eintragsform, auf der Feinstufe und in der g-Klasse. Stelle die Ringposition in Eintra"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
15	G407-S051	f67r2	CELESTIAL	10	14	0	0	an der unteren Ringstelle, von der Ausgangsposition. zur Zielposition, an der unteren Ringstelle, Positionswert. beim Zuordnen: Ringposition, an der unteren Ringstelle, Positionswert. Ordne zu: im Tabellenfeld, in Eintragsform, Ringposition. beim Zuordnen: Ringposition, an der unteren Ringstelle, Positionswert. beim Zuordnen: im Tabellenfeld, in Eintragsform, bei der f-Marke, entlang der Ringbahn. Setze ein: Ringposition, entlang der Ringbahn. Ordne zu: Ringposition, in Eintragsform, Positionswert. beim Zuordnen: Ringposition, Ringposition; an der unteren Ringstelle; fahre im selben Arbeitsgan	Verwende für den vorangehenden Arbeitsschritt den Positionswert, an der unteren Ringstelle, zur Zielposition und von der Ausgangsposition. Ordne die Ringposition und den Positionswert in Eintragsform, bei der f-Marke, im Tabellenfeld, an der unteren Ringstelle und entlang der Ringbahn zu. Setze die Ringposition entlang der Ringbahn ein. Ordne die Ringposition und den Positionswert in Eintragsform zu. Verwende für den vorangehenden Arbeitsschritt an der unteren Ringstelle. Fahre im selben Arbeitsgang fort. Stelle die Ringposition zur Zielposition ein. Lies in Eintragsform ab. Wähle die Ringposi	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
16	G407-S063	f72r	CELESTIAL	8	11	0	0	Halte die Position fest; bei der Handlungskette Festhalten: auf Ringstufe I; fahre im selben Arbeitsgang fort; Stelle die Ringposition ein: Ringposition; bei der Handlungskette Einstellen: auf Ringstufe I. Lies ab: auf Ringstufe I; Markiere: in Eintragsform. beim Ablesen: Positionswert. beim Ablesen: Ringposition, zur Zielposition. Trage ein: in Eintragsform, Ringposition. Halte die Position fest: in Eintragsform. Wähle aus: an der oberen Ringstelle; Halte die Position fest: über den Ringkontakt, auf Ringstufe I, Ringposition. Halte die Position fest; fahre im selben Arbeitsgang fort. beim Fes	Halte die Position fest. Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Fahre im selben Arbeitsgang fort. Stelle die Ringposition ein. Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Lies den Positionswert und die Ringposition auf Ringstufe I und zur Zielposition ab. Markiere in Eintragsform. Trage die Ringposition in Eintragsform ein. Halte die Position in Eintragsform fest. Wähle die Einheit an der oberen Ringstelle aus. Halte die Ringposition auf Ringstufe I und über den Ringkontakt fest. Halte den Positionswert zur Zielposition fest. Fahre im selben Arbeitsga	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
17	G407-S064	f72r	CELESTIAL	6	5	0	0	beginne danach den nächsten Arbeitsgang; auf Ringstufe I; in Eintragsform, an der unteren Ringstelle; beim Einstellen: von der Ausgangsposition. Stelle die Ringposition ein: auf Ringstufe I, Ringposition. beginne danach den nächsten Arbeitsgang; auf Ringstufe I; beim Einstellen: Ringposition. Halte die Position fest: auf Ringstufe I; Stelle die Ringposition ein: auf Ringstufe I, Ringposition. Trage ein: Sektoreinheit. Trage ein: zur Zielposition, zur Zielposition. beginne danach den nächsten Arbeitsgang; beim Eintragen: Positionswert. Halte die Position fest: Positionswert; bei der Handlungske	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Verwende für den vorangehenden Arbeitsschritt in Eintragsform und an der unteren Ringstelle. Stelle die Ringposition auf Ringstufe I und von der Ausgangsposition ein. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Halte die Position auf Ringstufe I fest. Stelle die Ringposition auf Ringstufe I ein. Trage die Sektoreinheit ein. Trage den Positionswert zur Zielposition ein. Beginne danach den nächsten Arbeitsgang.

Halte den Positionsw"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
18	G407-S074	f72r	CELESTIAL	7	3	0	0	Lies ab; Ordne zu: von der Ausgangsposition. Trage ein: von der Ausgangsposition. fahre im selben Arbeitsgang fort; beim Eintragen: Ringposition. Lies ab: auf Ringstufe I; Wähle aus. am Außenring. in Eintragsform, auf der Feinstufe. Trage ein: auf Ringstufe III, Ringposition. Halte die Position fest: auf Ringstufe II, Ringposition. Lies ab: auf Ringstufe I; Wähle aus. Trage ein: auf Ringstufe I, in Eintragsform, an der unteren Ringstelle, Ringposition. beim Eintragen: zur Zielposition, Ringposition. Halte die Position fest: in Eintragsform; Lies ab; Stelle die Ringposition ein: Ringposition. L	Lies ab. Ordne von der Ausgangsposition zu. Trage die Ringposition von der Ausgangsposition ein. Fahre im selben Arbeitsgang fort. Lies auf Ringstufe I ab. Wähle die Einheit aus. Verwende für den vorangehenden Arbeitsschritt in Eintragsform, auf der Feinstufe und am Außenring. Trage die Ringposition auf Ringstufe III ein. Halte die Ringposition auf Ringstufe II fest. Lies auf Ringstufe I ab. Wähle die Einheit aus. Trage die Ringposition in Eintragsform, auf Ringstufe I, an der unteren Ringstelle und zur Zielposition ein. Halte die Position in Eintragsform fest. Lies ab. Stelle die Ringposition	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
19	G407-S077	f72r	CELESTIAL	11	11	0	0	beginne danach den nächsten Arbeitsgang; auf Ringstufe I; in Eintragsform, an der unteren Ringstelle; beim Zuordnen: von der Ausgangsposition. Ordne zu: Ringposition; bei der Handlungskette Zuordnen: auf Ringstufe I; fahre im selben Arbeitsgang fort; fahre im selben Arbeitsgang fort. beim Zuordnen: Ringposition. beim Zuordnen: entlang der Ringbahn. beginne danach den nächsten Arbeitsgang; auf Ringstufe I; in Eintragsform, an der seitlichen Ringstelle. Lies ab: auf Ringstufe I, in Eintragsform. beim Ablesen: über den Ringkontakt. beim Ablesen: Positionswert. Ordne zu: Ringposition, Ringposition	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Verwende für den vorangehenden Arbeitsschritt in Eintragsform und an der unteren Ringstelle. Ordne die Ringposition von der Ausgangsposition und entlang der Ringbahn zu. Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Ringstufe I. Verwende für den vorangehenden Arbeitsschritt in Eintragsform und an der seitlichen Rings"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
20	G407-S203	f76r	BIOLOGICAL	3	0	0	0	Beschicke oder bereite vor: zur Zielstation oder ins Zielbecken. Behandle: an der Stations-Nebenstelle. Wähle aus; fahre im selben Arbeitsgang fort; Behandle: Stationsansatz. Beschicke oder bereite vor: auf Grad II; schließe den Arbeitsgang.	Beschicke oder bereite zur Zielstation oder ins Zielbecken vor. Behandle den Ansatz an der Stations-Nebenstelle. Wähle den Träger aus. Fahre im selben Arbeitsgang fort. Behandle den Stationsansatz. Beschicke oder bereite auf Grad II vor. Schließe den Arbeitsgang.	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
21	G407-S215	f76r	BIOLOGICAL	5	2	0	0	als neuer Bad- oder Stationsansatz, in Anwendungsform; fahre im selben Arbeitsgang fort. Entnimm oder lass ab; Temperiere auf den Grad: auf Grad I, Stationsansatz. Halte: an der Stations-Arbeitsstelle, Stationsansatz. an der Stations-Hauptstelle. fahre im selben Arbeitsgang fort. Führe zu: auf Grad II, Stationsansatz. beim Zuführen: Anwendungsportion. Wähle aus: Stations- oder Badmaß. Leite um. beim Auswählen oder Umleiten: von der Ausgangsstation oder aus dem Ausgangsbecken. Halte: auf Grad I; schließe den Arbeitsgang.	Verwende für den vorangehenden Arbeitsschritt in Anwendungsform und als neuer Bad- oder Stationsansatz. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Temperiere den Stationsansatz auf Grad I. Halte den Stationsansatz an der Stations-Arbeitsstelle. Verwende für den vorangehenden Arbeitsschritt an der Stations-Hauptstelle. Fahre im selben Arbeitsgang fort. Führe den Stationsansatz und die Anwendungsportion auf Grad II zu. Wähle das Stations- oder Badmaß aus. Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um. Halte den Zustand auf Grad I. Schließe den Arbeitsgang.	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
22	G407-S392	f77r	BIOLOGICAL	15	11	0	0	Kennzeichne oder prüfe: Stations- oder Badmaß. Halte im Bad: auf Grad II, Stationsansatz. Bringe ein oder wende an: als neuer Bad- oder Stationsansatz, auf Grad I; Behandle: Stationsansatz. fahre im selben Arbeitsgang fort. Entnimm oder lass ab: auf Grad II, an der Stations-Arbeitsstelle, Stationsansatz. Beschicke oder bereite vor: auf Grad I, von der Ausgangsstation oder aus dem Ausgangsbecken. Halte im Bad: auf Grad II, Stationsansatz. beim Halten oder Baden: über den Stationskontakt oder die Leitung, Stationsansatz; fahre im selben Arbeitsgang fort. beim Halten oder Baden: Stationsansatz. B	Kennzeichne oder prüfe das Stations- oder Badmaß. Halte den Stationsansatz im Bad auf Grad II. Wende auf Grad I und als neuer Bad- oder Stationsansatz an. Behandle den Stationsansatz. Fahre im selben Arbeitsgang fort. Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab. Beschicke oder bereite auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken vor. Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung. Fahre im selben Arbeitsgang fort. Beschicke oder bereite das Stations- oder Badmaß vor. Entnimm oder lass auf	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
23	G407-S397	f81r	BIOLOGICAL	10	6	0	0	Behandle: an der Stations-Arbeitsstelle, Stationsansatz. Beschicke oder bereite vor: Anwendungsportion. fahre im selben Arbeitsgang fort. fahre im selben Arbeitsgang fort. Entnimm oder lass ab; Entnimm oder lass ab; Reguliere die Station: Stationsansatz. Führe zu: Stationsansatz, auf Grad II, an der Stations-Arbeitsstelle, Stationsansatz. beim Zuführen: zur Zielstation oder ins Zielbecken. fahre im selben Arbeitsgang fort. Entnimm oder lass ab: auf Grad I, in Anwendungsform, über den Stationskontakt oder die Leitung. Beschicke oder bereite vor: auf Grad II, Stationsansatz. fahre im selben Arbe	Behandle den Stationsansatz an der Stations-Arbeitsstelle. Beschicke oder bereite die Anwendungsportion vor. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Entnimm oder lass ab. Entnimm oder lass ab. Reguliere den Stationsansatz. Führe den Stationsansatz auf Grad II, an der Stations-Arbeitsstelle und zur Zielstation oder ins Zielbecken zu. Fahre im selben Arbeitsgang fort. Entnimm oder lass in Anwendungsform, auf Grad I und über den Stationskontakt oder die Leitung ab. Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß, die Becken- oder Körpereinheit und 	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
24	G407-S648	f88r	PHARMA	13	12	0	2	Weiche ein: an der Drogen-Arbeitsstelle, Gefäß- oder Arbeitseinheit, auf Grad I, in Arzneiform, Drogencharge. Entnimm oder ziehe aus; Temperiere auf den Grad; bei der Handlungskette Entnehmen oder Ausziehen + Einstellen oder Temperieren: auf Grad I; fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: in Arzneiform; Gib zu: auf Grad I, Drogencharge. beim Zugeben: an der Drogen-Arbeitsstelle, Gefäß- oder Arbeitseinheit, Drogencharge. Weiche ein: auf Grad I, Gefäß- oder Arbeitseinheit. Halte; fahre im selben Arbeitsgang fort; Entnimm oder ziehe aus: in Feinform, Gefäß- oder Arbeitseinheit. 	Weiche die Drogencharge in Arzneiform, auf Grad I und an der Drogen-Arbeitsstelle ein. Entnimm. Temperiere. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Entnimm in Arzneiform. Gib die Drogencharge und die Gefäß- oder Arbeitseinheit auf Grad I und an der Drogen-Arbeitsstelle zu. Halte die Gefäß- oder Arbeitseinheit auf Grad I. Halte den Zustand. Fahre im selben Arbeitsgang fort. Entnimm die Gefäß- oder Arbeitseinheit in Feinform und ins Aufnahme- oder Zielgefäß. Entnimm. Entnimm. Reguliere oder temperiere die Arbeitsbedingung. Fahre im selben Arbei	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
25	G407-S650	f88r	PHARMA	12	6	0	2	Wähle aus: ins Aufnahme- oder Zielgefäß; Trenne ab: ins Aufnahme- oder Zielgefäß, Drogencharge. Entnimm oder ziehe aus: auf Grad I, Drogencharge. Setze den Ansatz an; fahre im selben Arbeitsgang fort. beim Ansetzen: Dosis- oder Mengenmaß. Gib zu: als neuer Arzneiansatz, in Arzneiform; auf Grad I; fahre im selben Arbeitsgang fort. Gib zu: als neuer Arzneiansatz, in Arzneiform; auf Grad I; fahre im selben Arbeitsgang fort. Entnimm oder ziehe aus: als neuer Arzneiansatz, in Arzneiform; Gib zu; fahre im selben Arbeitsgang fort. Setze den Ansatz an; fahre im selben Arbeitsgang fort. Entnimm oder zi	Wähle die Einheit ins Aufnahme- oder Zielgefäß aus. Sondere die Drogencharge ins Aufnahme- oder Zielgefäß aus. Entnimm die Drogencharge auf Grad I. Setze das Dosis- oder Mengenmaß an. Fahre im selben Arbeitsgang fort. Gib in Arzneiform und als neuer Arzneiansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Gib in Arzneiform und als neuer Arzneiansatz zu. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang fort. Entnimm in Arzneiform und als neuer Arzneiansatz. Gib zu. Fahre im selben Arbeitsgang fort. Setze an	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
26	G407-S652	f88r	PHARMA	6	11	0	2	Setze den Ansatz an; fahre im selben Arbeitsgang fort. fahre im selben Arbeitsgang fort. Setze den Ansatz an; fahre im selben Arbeitsgang fort. Setze den Ansatz an; fahre im selben Arbeitsgang fort. fahre im selben Arbeitsgang fort. Lass den Auszug ziehen: auf Grad II, Drogencharge. beim Halten oder Ziehenlassen: Gefäß- oder Arbeitseinheit. beim Halten oder Ziehenlassen: Dosis- oder Mengenmaß. fahre im selben Arbeitsgang fort; im zweiten Durchgang; beim Halten oder Ziehenlassen: über den Gefäßkontakt. Gib zu: Drogencharge, aus dem Ausgangsgefäß. Entnimm oder ziehe aus: auf Grad I, in Arzneifor	Setze an. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Setze an. Fahre im selben Arbeitsgang fort. Setze an. Fahre im selben Arbeitsgang fort. Fahre im selben Arbeitsgang fort. Lass die Drogencharge im Auszug auf Grad II und über den Gefäßkontakt ziehen. Fahre im selben Arbeitsgang fort. Verwende für den vorangehenden Arbeitsschritt im zweiten Durchgang. Gib die Drogencharge aus dem Ausgangsgefäß zu. Entnimm die Drogencharge in Arzneiform, auf Grad I und über den Gefäßkontakt. Fahre im selben Arbeitsgang fort. Entnimm. Gib die Drogencharge auf Grad I zu. Seihe den Auszug	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
27	G407-S653	f88v	PHARMA	7	4	0	1	Temperiere auf den Grad: auf Grad I, in Arzneiform, an der Drogen-Arbeitsstelle, ins Aufnahme- oder Zielgefäß. Gib zu: über den Gefäßkontakt, auf Grad I, in Arzneiform. Entnimm oder ziehe aus: auf Grad I; Kennzeichne oder prüfe: in Arzneiform. Kennzeichne oder prüfe: in Arzneiform; Halte; Entnimm oder ziehe aus; Gib zu: Drogencharge. Siebe: Gefäß- oder Arbeitseinheit; Lass den Auszug ziehen: Drogencharge. beim Halten oder Ziehenlassen: Dosis- oder Mengenmaß. Entnimm oder ziehe aus: auf Grad I; Gib zu: in Arzneiform, ins Aufnahme- oder Zielgefäß. Seihe ab: ins Aufnahme- oder Zielgefäß, an der D	Temperiere in Arzneiform, auf Grad I, an der Drogen-Arbeitsstelle und ins Aufnahme- oder Zielgefäß. Gib in Arzneiform, auf Grad I und über den Gefäßkontakt zu. Entnimm auf Grad I. Kennzeichne oder prüfe in Arzneiform. Kennzeichne oder prüfe in Arzneiform. Halte den Zustand. Entnimm. Gib die Drogencharge zu. Siebe die Gefäß- oder Arbeitseinheit. Lass die Drogencharge im Auszug ziehen. Entnimm auf Grad I. Gib in Arzneiform und ins Aufnahme- oder Zielgefäß zu. Seihe den Auszug an der Drogen-Arbeitsstelle und ins Aufnahme- oder Zielgefäß ab. Halte die Gefäß- oder Arbeitseinheit an der Drogen-Arbei	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
28	G407-S663	f88v	PHARMA	6	4	0	2	beginne danach den nächsten Arbeitsgang; auf Grad I; in Arzneiform. Zerreibe: über den Gefäßkontakt, Drogencharge. Setze den Ansatz an: auf Grad I, in Arzneiform. Kennzeichne oder prüfe. beim Kennzeichnen oder Prüfen: Zutatenanteil. Stelle ein oder temperiere; fahre im selben Arbeitsgang fort. Gib zu: auf Grad II, in Arzneiform, an der Drogen-Arbeitsstelle, Dosis- oder Mengenmaß. Setze den Ansatz an: Drogencharge. Lass den Auszug ziehen; bei der Handlungskette Halten oder Ziehenlassen: auf Grad I; fahre im selben Arbeitsgang fort. beim Halten oder Ziehenlassen: Dosis- oder Mengenmaß. Lass den 	"Beginne danach den nächsten Arbeitsgang.

Verwende für den vorangehenden Arbeitsschritt auf Grad I. Verwende für den vorangehenden Arbeitsschritt in Arzneiform. Zerkleinere die Drogencharge über den Gefäßkontakt. Setze in Arzneiform und auf Grad I an. Kennzeichne oder prüfe den Zutatenanteil. Reguliere oder temperiere die Arbeitsbedingung. Fahre im selben Arbeitsgang fort. Gib das Dosis- oder Mengenmaß in Arzneiform, auf Grad II und an der Drogen-Arbeitsstelle zu. Setze die Drogencharge an. Lass den Auszug ziehen. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeit"	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
29	G407-S668	f89r	PHARMA	7	10	0	1	Entnimm oder ziehe aus: in Arzneiform; Stelle ein oder temperiere: Drogencharge. Entnimm oder ziehe aus: in der Oberklasse; Gib zu: Drogencharge. beim Zugeben: ins Aufnahme- oder Zielgefäß. Zerreibe: Drogencharge. Setze den Ansatz an: auf Grad I, in Arzneiform, an der Drogen-Arbeitsstelle, Drogencharge. beim Ansetzen: ins Aufnahme- oder Zielgefäß, Dosis- oder Mengenmaß. Entnimm oder ziehe aus: in Arzneiform, an der Drogen-Arbeitsstelle, Dosis- oder Mengenmaß. beim Entnehmen oder Ausziehen: ins Aufnahme- oder Zielgefäß. Setze den Ansatz an; bei der Handlungskette Ansetzen: auf Grad I; fahre im 	Entnimm in Arzneiform. Reguliere oder temperiere die Drogencharge. Entnimm in der Oberklasse. Gib die Drogencharge ins Aufnahme- oder Zielgefäß zu. Zerkleinere die Drogencharge. Setze die Drogencharge und das Dosis- oder Mengenmaß in Arzneiform, auf Grad I, an der Drogen-Arbeitsstelle und ins Aufnahme- oder Zielgefäß an. Entnimm das Dosis- oder Mengenmaß in Arzneiform, an der Drogen-Arbeitsstelle und ins Aufnahme- oder Zielgefäß. Setze das Dosis- oder Mengenmaß in Arzneiform und als neuer Arzneiansatz an. Verwende für den vorangehenden Arbeitsschritt auf Grad I. Fahre im selben Arbeitsgang for	READ_FOR_WHOLE_STATEMENT_COLLOCATION_AND_HOST_COHERENCE	ALL_FIVE_REGISTERS_AND_ALL_GDT583_RULE_FAMILIES_COVERED
