assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	previous_visible_action	next_visible_action	gdt583_rule_id	gdt583_working_default_de	gdt584_rule_id	gdt584_working_default_de	gdt584_concrete_sense_de	gdt584_disposition	gdt584_rationale	gdt584_remote_fine_argument	gdt584_remote_fine_stitch_status	gdt584_guard
25	RUNNING:G407-E0048@1	RUNNING_ATOM	G407-E0048	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shol	1	SH	ACTION:G407-E0048@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
26	RUNNING:G407-E0051@1	RUNNING_ATOM	G407-E0051	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	sh	1	SH	ACTION:G407-E0051@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
27	RUNNING:G407-E0052@1	RUNNING_ATOM	G407-E0052	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	s	1	S	ACTION:G407-E0052@1:S	S	S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_SOURCE_SORT_OUT	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
28	RUNNING:G407-E0054@1	RUNNING_ATOM	G407-E0054	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shodary	1	SH	ACTION:G407-E0054@1:SH	AR|D_ADDR|O|SH|Y	AR|D_ADDR|O|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
29	RUNNING:G407-E0055@2	RUNNING_ATOM	G407-E0055	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	yshey	2	SH	ACTION:G407-E0055@2:SH	E|SH|Y	E|SH|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
30	RUNNING:G407-E0056@1	RUNNING_ATOM	G407-E0056	G407-S002	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	1	SH	ACTION:G407-E0056@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
31	RUNNING:G407-E0059@4	RUNNING_ATOM	G407-E0059	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	chocthy	4	T	ACTION:G407-E0059@4:T	T|Y	AIN|T|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH	NONE	T_SOURCE_FIX	Lege fest	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
32	RUNNING:G407-E0064@3	RUNNING_ATOM	G407-E0064	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	kos	3	S	ACTION:G407-E0064@3:S	S	AIIN|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	K	NONE	S_SOURCE_SORT_OUT	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
33	RUNNING:G407-E0066@1	RUNNING_ATOM	G407-E0066	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shos	1	SH	ACTION:G407-E0066@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	NONE	S	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
34	RUNNING:G407-E0066@3	RUNNING_ATOM	G407-E0066	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shos	3	S	ACTION:G407-E0066@3:S	S	S	SAME_CARD_DIRECT_HOST	SH	NONE	S_SOURCE_SORT_OUT	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
35	RUNNING:G407-E0068@1	RUNNING_ATOM	G407-E0068	G407-S003	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	shody	1	SH	ACTION:G407-E0068@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	NONE	NONE	SH_CH_BRIDGE_HOLD	Halte	SH_CH_BRIDGE_HOLD	Halte	das vom Entnehmen übernommene Argument halten	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
36	RUNNING:G407-E0071@1	RUNNING_ATOM	G407-E0071	G407-S004	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_B	teody	1	T	ACTION:G407-E0071@1:T	E|O|T	E|O|T	SAME_CARD_DIRECT_HOST	NONE	NONE	T_SOURCE_FIX	Lege fest	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
37	RUNNING:G407-E0073@4	RUNNING_ATOM	G407-E0073	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	cphesaiin	4	S	ACTION:G407-E0073@4:S	AIIN|S	AIIN|S	SAME_CARD_DIRECT_HOST	P	NONE	S_SOURCE_SORT_OUT	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
38	RUNNING:G407-E0074@2	RUNNING_ATOM	G407-E0074	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ols	2	S	ACTION:G407-E0074@2:S	S	S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_SOURCE_SORT_OUT	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
39	RUNNING:G407-E0076@2	RUNNING_ATOM	G407-E0076	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	ytain	2	T	ACTION:G407-E0076@2:T	AIN|T|Y	AIN|T|Y	SAME_CARD_DIRECT_HOST	NONE	NONE	T_SOURCE_FIX	Lege fest	T_SOURCE_FIX	Lege fest	Arbeitsbedingung oder Wert festlegen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
40	RUNNING:G407-E0077@1	RUNNING_ATOM	G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	1	SH	ACTION:G407-E0077@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	NONE	SH	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
41	RUNNING:G407-E0077@3	RUNNING_ATOM	G407-E0077	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	shoshy	3	SH	ACTION:G407-E0077@3:SH	SH|Y	SH|Y	SAME_CARD_DIRECT_HOST	SH	NONE	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
42	RUNNING:G407-E0079@2	RUNNING_ATOM	G407-E0079	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	es	2	S	ACTION:G407-E0079@2:S	E|S	E|S	SAME_CARD_DIRECT_HOST	NONE	NONE	S_SOURCE_SORT_OUT	Sondere aus	S_SOURCE_SORT_OUT	Sondere aus	Arbeitsgut oder Wert aussondern	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
43	RUNNING:G407-E0080@2	RUNNING_ATOM	G407-E0080	G407-S005	f1r	SOURCE_SECTION_T	F1R_TEXT_BLOCK_C	oksho	2	SH	ACTION:G407-E0080@2:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	OK	NONE	SH_SOURCE_REST	Lass ruhen	SH_SOURCE_REST	Lass ruhen	Arbeitsgut oder Ansatz ruhen lassen	RETAINED	GDT583 occurrence sense retained; only the reader renderer changes	NO	NOT_APPLICABLE	GDT583_SLOT_PRIMARY_GOVERNOR_AND_SURFACE_FIXED__COLLOCATION_OR_READER_WORDING_ONLY
