statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	application_revised_event_count	surface_sequence	card_sequence_de	event_slot_trace	canonical_slots_present	workshop_sentence_de	physical_line_note	r3_medium_revised_event_count	r3_revision_families	r3_previous_card_sequence_de	r3_previous_workshop_sentence_de	selected_medium_revised_event_count	selected_medium_families	selected_previous_card_sequence_de	selected_previous_workshop_sentence_de
H4-S002	H4	f55v	f55v.5	F011	E061|E062|E063	3	0	daiin · chedy · talam	vorgeschriebenes Maß · den laufenden Posten umsetzen oder durcharbeiten · verwahren	E061[QUANTITY] | E062[OWNER_ITEM+OPERATION] | E063[PREPARATION]	QUANTITY>OWNER_ITEM>OPERATION>PREPARATION	Vorgeschriebenes Maß; Den laufenden Posten umsetzen oder durcharbeiten; Verwahren	LOCAL_SEQUENCE	0	UNCHANGED	vorgeschriebenes Maß · den laufenden Posten umsetzen oder durcharbeiten · verwahren	Vorgeschriebenes Maß; Den laufenden Posten umsetzen oder durcharbeiten; Verwahren	0	R3_ACCEPTED	vorgeschriebenes Maß · den laufenden Posten umsetzen oder durcharbeiten · verwahren	Vorgeschriebenes Maß; Den laufenden Posten umsetzen oder durcharbeiten; Verwahren
H4-S003	H4	f55v	f55v.11	F012	E064|E065|E066|E067	4	0	ykaiin · cheoar · cheeky · oldy	Maß des laufenden Postens · Auszug entnehmen · länger warm halten · weiterführen; Ende	E064[OWNER_ITEM+QUANTITY] | E065[SOURCE+PREPARATION+OPERATION] | E066[STATE_GRADE] | E067[CLOSE]	OWNER_ITEM>QUANTITY>SOURCE>PREPARATION>OPERATION>STATE_GRADE>CLOSE	Maß des laufenden Postens; Auszug daraus entnehmen; Länger warm halten; Beende diesen Gebrauch	LOCAL_SEQUENCE	1	CHEO_EXTRACT	Maß des laufenden Postens · Auszug daraus entnehmen · länger warm halten · weiterführen; Ende	Maß des laufenden Postens; Auszug daraus entnehmen; Länger warm halten; Beende diesen Gebrauch	1	CHEO_EXTRACT	Maß des laufenden Postens · Auszug daraus nehmen · länger warm halten · weiterführen; Ende	Maß des laufenden Postens; Nimm den Auszug daraus; Länger warm halten; Beende diesen Gebrauch
H4-S004	H4	f55v	f55v.11	F013	E068|E069|E070|E071|E072|E073	6	1	aiin · okal · oltchy · or · y · orain	vorgeschriebenes Maß · an die Stelle setzen · gelind erwärmen · Ansatz · dieser Arbeitsposten · Ansatzportion	E068[QUANTITY] | E069[TARGET+OPERATION] | E070[OPERATION] | E071[PREPARATION] | E072[OWNER_ITEM] | E073[QUANTITY+PREPARATION]	QUANTITY>TARGET>OPERATION>PREPARATION>OWNER_ITEM	Vorgeschriebenes Maß; An die Stelle setzen; Erwärme sie gelinde; Ansatz; Dieser Arbeitsposten; Ansatzportion	LOCAL_SEQUENCE	2	OR_BATCH	vorgeschriebenes Maß · an die Stelle setzen · gelind erwärmen · Zubereitung · dieser Arbeitsposten · eine Portion der Zubereitung	Vorgeschriebenes Maß; An die Stelle setzen; Erwärme sie gelinde; Zubereitung; Dieser Arbeitsposten; Eine Portion der Zubereitung	2	OR_BATCH	vorgeschriebenes Maß · an die Stelle setzen · gelind erwärmen · Ansatz · dieser Arbeitsposten · eine Portion des Ansatzes	Vorgeschriebenes Maß; An die Stelle setzen; Erwärme sie gelinde; Ansatz; Dieser Arbeitsposten; Eine Portion des Ansatzes
H5-S001	H5	f56r	f56r.5|f56r.7	F014|F015	E074|E075|E076|E077|E078|E079|E080|E081|E082	9	1	chochor · cho · chodaly · daiin · sho · kchol · otchor · choky · dal	Zutatenansatz · Zutat · Blütebeginn · vorgeschriebenes Maß · Zutat · auflegen · nächster Ansatz · den laufenden Posten einsetzen · Stelle	E074[OWNER_ITEM+PREPARATION] | E075[OWNER_ITEM] | E076[OWNER_ITEM] | E077[QUANTITY] | E078[OWNER_ITEM] | E079[OPERATION] | E080[PREPARATION] | E081[OWNER_ITEM+OPERATION] | E082[TARGET]	OWNER_ITEM>PREPARATION>QUANTITY>OPERATION>TARGET	Zutatenansatz; Zutat; Nimm es zu Beginn der Blüte; Vorgeschriebenes Maß; Zutat; Lege sie als Auflage auf; Nächster Ansatz; Den laufenden Posten einsetzen; Stelle	CONTINUES_ACROSS_LINE	4	OR_BATCH|HO_INGREDIENT	Pflanzenzubereitung · Pflanze · Blütebeginn · vorgeschriebenes Maß · Pflanze · auflegen · die nächste Zubereitung · den laufenden Posten einsetzen · Stelle	Pflanzenzubereitung; Sammle das ganze oberirdische Kraut an einem feuchten Standort; Nimm es zu Beginn der Blüte; Vorgeschriebenes Maß; Zerstoße die frischen klebrigen Blätter; Lege sie als Auflage auf; Die nächste Zubereitung; Den laufenden Posten einsetzen; Stelle	4	OR_BATCH|HO_INGREDIENT	Zutatenansatz · Zutat · Blütebeginn · vorgeschriebenes Maß · Zutat · auflegen · der nächste Ansatz · den laufenden Posten einsetzen · Stelle	Pflanzenansatz; Sammle die ganze oberirdische Pflanzenzutat an einem feuchten Standort; Nimm es zu Beginn der Blüte; Vorgeschriebenes Maß; Zerstoße die frische Pflanzenzutat; Lege sie als Auflage auf; Der nächste Ansatz; Den laufenden Posten einsetzen; Stelle
H5-S002	H5	f56r	f56r.8	F016	E083|E084|E085|E086	4	2	schol · choy · choky · cheeckhody	vom vorigen Posten nehmen · waschen · den laufenden Posten einsetzen · auftragen; Schluss	E083[OWNER_ITEM+SOURCE+OPERATION] | E084[OPERATION] | E085[OWNER_ITEM+OPERATION] | E086[OPERATION+CLOSE]	OWNER_ITEM>SOURCE>OPERATION>CLOSE	Vom vorigen Posten nehmen; Wasche die bezeichnete Stelle; Den laufenden Posten einsetzen; Trage den laufenden Posten auf; Schluss	LOCAL_SEQUENCE	0	UNCHANGED	vom vorigen Posten nehmen · waschen · den laufenden Posten einsetzen · auftragen; Schluss	Vom vorigen Posten nehmen; Wasche die bezeichnete Stelle; Den laufenden Posten einsetzen; Trage den laufenden Posten auf; Schluss	0	R3_ACCEPTED	vom vorigen Posten nehmen · waschen · den laufenden Posten einsetzen · auftragen; Schluss	Vom vorigen Posten nehmen; Wasche die bezeichnete Stelle; Den laufenden Posten einsetzen; Trage den laufenden Posten auf; Schluss
H5-S003	H5	f56r	f56r.12	F017	E087|E088|E089|E090	4	0	sh · cho · kchey · qokokchy	Pflanzenteil · Zutat · grob zerreiben · den laufenden Posten erneut in Arbeit nehmen	E087[OWNER_ITEM] | E088[OWNER_ITEM] | E089[OPERATION] | E090[OWNER_ITEM+OPERATION]	OWNER_ITEM>OPERATION	Nimm vom übrigen Kraut die blühenden Stiele; Zutat; Zerreibe sie grob; Den laufenden Posten erneut in Arbeit nehmen	LOCAL_SEQUENCE	1	HO_INGREDIENT	Pflanzenteil · Pflanze · grob zerreiben · den laufenden Posten erneut in Arbeit nehmen	Nimm vom übrigen Kraut die blühenden Stiele; Trockne sie im Schatten; Zerreibe sie grob; Den laufenden Posten erneut in Arbeit nehmen	1	HO_INGREDIENT	Pflanzenteil · Zutat · grob zerreiben · den laufenden Posten erneut in Arbeit nehmen	Nimm vom übrigen Kraut die blühenden Stiele; Trockne die Pflanzenzutat im Schatten; Zerreibe sie grob; Den laufenden Posten erneut in Arbeit nehmen
H5-S004	H5	f56r	f56r.13	F018	E091|E092|E093	3	0	okchy · chokcheo · kchal	den laufenden Posten einsetzen · Auszug zugeben · abseihen	E091[OWNER_ITEM+OPERATION] | E092[PREPARATION+OPERATION] | E093[OPERATION]	OWNER_ITEM>OPERATION>PREPARATION	Den laufenden Posten einsetzen; Auszug zugeben; Abseihen	LOCAL_SEQUENCE	1	CHEO_EXTRACT	den laufenden Posten einsetzen · Auszugsflüssigkeit zugeben · abseihen	Den laufenden Posten einsetzen; Auszugsflüssigkeit zugeben; Abseihen	1	CHEO_EXTRACT	den laufenden Posten einsetzen · Auszug zugeben · abseihen	Den laufenden Posten einsetzen; Gib den Auszug zu; Abseihen
H5-S005	H5	f56r	f56r.18	F019	E094|E095|E096|E097	4	0	sho · chokchy · kchoar · sotodan	Zutat · den laufenden Posten einsetzen · Gebrauchsauszug · gebrauchen	E094[OWNER_ITEM] | E095[OWNER_ITEM+OPERATION] | E096[PREPARATION] | E097[OPERATION]	OWNER_ITEM>OPERATION>PREPARATION	Zutat zugeben; Den laufenden Posten einsetzen; Gebrauchsauszug; Gebrauche ihn bei trockenem Husten	LOCAL_SEQUENCE	2	HO_INGREDIENT|DRINK_PRODUCT	Pflanze · den laufenden Posten einsetzen · Brusttrank · gebrauchen	Gib Honig hinzu; Den laufenden Posten einsetzen; Gib den Auszug als Brusttrank; Gebrauche ihn bei trockenem Husten	2	HO_INGREDIENT|PRODUCT_WHOLE_CARD	Zutat · den laufenden Posten einsetzen · Trank · gebrauchen	Gib die weitere Zutat hinzu; Den laufenden Posten einsetzen; Gib den Auszug als Trank; Gebrauche ihn bei trockenem Husten
H5-S006	H5	f56r	f56r.19	F020	E098|E099|E100	3	0	otchey · keol · daiin	den nächsten Posten wählen · je Gabe · vorgeschriebenes Maß	E098[OWNER_ITEM] | E099[OPERATION] | E100[QUANTITY]	OWNER_ITEM>OPERATION>QUANTITY	Den nächsten Posten wählen; Je Gabe; Vorgeschriebenes Maß	LOCAL_SEQUENCE	0	UNCHANGED	den nächsten Posten wählen · je Gabe · vorgeschriebenes Maß	Den nächsten Posten wählen; Je Gabe; Vorgeschriebenes Maß	0	R3_ACCEPTED	den nächsten Posten wählen · je Gabe · vorgeschriebenes Maß	Den nächsten Posten wählen; Je Gabe; Vorgeschriebenes Maß
B1-S001	B1	f81v	f81v.2	F021	E101	1	0	qokedy	kurz benetzen; Schluss	E101[OPERATION+FLOW_TRANSFER+CLOSE+STATE_GRADE]	OPERATION>FLOW_TRANSFER>CLOSE>STATE_GRADE	Kurz benetzen; Schluss	CONTINUES_ACROSS_LINE	0	UNCHANGED	kurz benetzen; Schluss	Kurz benetzen; Schluss	0	R3_ACCEPTED	kurz benetzen; Schluss	Kurz benetzen; Schluss
