audit_family	audit_kind	event_id	statement_id	page	locus	joint_tuple_id	surface	selected_segmentation	short_default_de	contextual_reading_de	complete_statement_de	strongest_rival	break_condition
NOT_RINSE_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E137	B1-S009	f81v	f81v.18	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_RINSE_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E138	B1-S010	f81v	f81v.18	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WATER	NEGATIVE_SUBSTANCE_CONTROL	E142	B1-S012	f81v	f81v.21	08bd5ca0c2ad137a056d	qokey	OK+GRADE_1+Y_REFERENT	kurz anlegen	Kurz anlegen	Waschgang; Kurz anlegen; Waschen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WARM_MEDIUM	NEGATIVE_SUBSTANCE_CONTROL	E153	B1-S016	f81v	f81v.24	0275fbf14e07935b0a45	okeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	An die Stelle setzen; Länger halten; und mit dem vorigen Ansatz weiter; Ruhen oder absetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E171	B2-S003	f82r	f82r.2	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Eine Portion zugeben; Dieser Arbeitsposten; Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WARM_MEDIUM	NEGATIVE_SUBSTANCE_CONTROL	E175	B2-S004	f82r	f82r.3	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	An die Stelle setzen; Die zweite Öffnung; Hinausführen; Länger halten; Klar seihen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
DSHEDY	SELECTED_MEDIUM_OR_BATCH_CARD	E189	B2-S007	f82r	f82r.7	cbb42a4fe68068325d6b	dshedy	DSHE_FRESH_RINSE_LIQUOR+DY_TERMINAL	frische Spülflüssigkeit zugeben; Schluss	Frische Spülflüssigkeit zugeben; Schluss	Frische Spülflüssigkeit zugeben; Schluss	generic terminal operation rather than fresh rinse addition	A repeated use that closes a dry operation.
NOT_WARM_MEDIUM	NEGATIVE_SUBSTANCE_CONTROL	E194	B2-S010	f82r	f82r.7	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Länger halten; Den laufenden Posten einsetzen; Die erste Öffnung; Klarauszug	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
SHEY	SELECTED_MEDIUM_OR_BATCH_CARD	E197	B2-S010	f82r	f82r.7	b5df9126607030b95175	cheey	SHEY_CLARIFIED_EXTRACT_WHOLE_CARD	Klarauszug	Klarauszug	Länger halten; Den laufenden Posten einsetzen; Die erste Öffnung; Klarauszug	formal filtered product rather than a liquid extract	A use before separation or as an unprocessed input rather than after withdrawal/filtration.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E201	B2-S011	f82r	f82r.19	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Eine Portion zugeben; Aus demselben Vorrat; Eine Portion zugeben; Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
CONTEXT_ONLY_FLUID	NEGATIVE_SUBSTANCE_CONTROL	E202	B2-S012	f82r	f82r.19	0ab57b7166de99db3a55	lchy	LCH+Y_REFERENT	den flüssigen Anteil des laufenden Postens abziehen	Den flüssigen Anteil des laufenden Postens abziehen	Den flüssigen Anteil des laufenden Postens abziehen; Klarauszug; Den laufenden Posten gebrauchsfertig halten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
SHEY	SELECTED_MEDIUM_OR_BATCH_CARD	E203	B2-S012	f82r	f82r.23	b5df9126607030b95175	cheey	SHEY_CLARIFIED_EXTRACT_WHOLE_CARD	Klarauszug	Klarauszug	Den flüssigen Anteil des laufenden Postens abziehen; Klarauszug; Den laufenden Posten gebrauchsfertig halten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	formal filtered product rather than a liquid extract	A use before separation or as an unprocessed input rather than after withdrawal/filtration.
NOT_WARM_MEDIUM	NEGATIVE_SUBSTANCE_CONTROL	E205	B2-S012	f82r	f82r.23	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Den flüssigen Anteil des laufenden Postens abziehen; Klarauszug; Den laufenden Posten gebrauchsfertig halten; Länger halten; Benetzte Stelle; Vorgeschriebenes Maß; Dieser Arbeitsposten; Vollständig durchtränken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E210	B2-S013	f82r	f82r.23	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
TSHEY	SELECTED_MEDIUM_OR_BATCH_CARD	E212	B2-S015	f82r	f82r.26	d4a31dbcf1ed6d9e5aa9	tshey	TSHEY_RINSE_LIQUOR_WHOLE_CARD	Spülflüssigkeit	Spülflüssigkeit	Spülflüssigkeit; Länger einwirken; Schluss	rinse operation rather than rinse liquor	A repeated use whose following operation cannot act on a rinse liquor.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E213	B2-S015	f82r	f82r.26	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Spülflüssigkeit; Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_COOL_WATER	NEGATIVE_SUBSTANCE_CONTROL	E215	B2-S016	f82r	f82r.26	0f15effeca7ab10bb026	lchedar	L+CHED+AR_SOURCE	aus der Quelle hinausführen	Aus der Quelle hinausführen	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den nächsten Posten länger einwirken lassen; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WATER	NEGATIVE_SUBSTANCE_CONTROL	E220	B2-S016	f82r	f82r.26	08bd5ca0c2ad137a056d	okey	OK+GRADE_1+Y_REFERENT	kurz anlegen	Kurz anlegen	Stelle; Aus der Quelle hinausführen; Zu gleichen Anteilen; Vorgeschriebenes Maß; Den nächsten Posten länger einwirken lassen; Auf das vorgeschriebene Maß einstellen; Kurz anlegen; Hineinführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
RSHEAL	SELECTED_MEDIUM_OR_BATCH_CARD	E222	B2-S017	f82r	f82r.27	98bdc4244c84cbef3321	rsheal	RSHEAL_WARM_RINSE_LIQUOR_WHOLE_CARD	warme Spülflüssigkeit	Warme Spülflüssigkeit zugeben	Gieße warme Spülflüssigkeit ein; Wiederhole es an der zweiten Öffnung und beende den Schritt	second-opening operation rather than rinse liquor	A repeated use without rinse/working liquid near a transfer opening.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E224	B2-S018	f82r	f82r.27	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E227	B2-S021	f82r	f82r.27	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E235	B3-S003	f83r	f83r.3	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Dieser Arbeitsposten; Vorgeschriebenes Maß; Dieser Arbeitsposten; Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WARM_WATER	NEGATIVE_SUBSTANCE_CONTROL	E240	B3-S006	f83r	f83r.6	5e8441397e7c0faf042b	chedchy	CHED+CHY[wrapped Y_REFERENT]	den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen	Den laufenden Posten zuführen oder umsetzen; An die Stelle setzen; Weiterführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E245	B3-S007	f83r	f83r.6	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Auf das vorgeschriebene Maß einstellen; Den laufenden Posten umsetzen oder durcharbeiten; Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E246	B3-S008	f83r	f83r.6	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
OR	SELECTED_MEDIUM_OR_BATCH_CARD	E254	B3-S012	f83r	f83r.11	7a4bb8136330ee4e6e56	sor	OR_BATCH	Ansatz	Ansatz	Ansatz; Ruhen oder absetzen; Schluss	generic preparation label rather than a wet batch	An OR-family card that cannot denote a prepared batch under OL/OT/CHO/AIN composition.
NOT_RINSE_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E259	B3-S013	f83r	f83r.11	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Auf das vorgeschriebene Maß einstellen; Eine Portion; Den laufenden Posten gebrauchsfertig halten; Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
AIR	SELECTED_MEDIUM_OR_BATCH_CARD	E260	B3-S014	f83r	f83r.11	7d2404c835b10a2c06af	okair	OK+AIR_WORK_LIQUOR_FLOW	Arbeitsflüssigkeit in den Lauf bringen	Arbeitsflüssigkeit in den Lauf bringen	Arbeitsflüssigkeit in den Lauf bringen; Länger ruhen oder absetzen; Schluss	formal flow/path card with no material noun	A non-liquid object in the same five exact cards, or a base AIR use incompatible with flow.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E262	B3-S015	f83r	f83r.11	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_BATH_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E265	B3-S017	f83r	f83r.14	7d25241b0e56c836372a	qokeedy	OK+GRADE_2+DY_CLOSE	länger einwirken; Schluss	Länger einwirken; Schluss	Länger einwirken; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E269	B3-S020	f83r	f83r.14	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Stelle; Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
SHECTHY	SELECTED_MEDIUM_OR_BATCH_CARD	E276	B3-S021	f83r	f83r.15	cb57b696b815fdef9cb7	shecthy	SHECTHY_WARM_WORK_LIQUOR_WHOLE_CARD	warme Arbeitsflüssigkeit	Warme Arbeitsflüssigkeit	Auf das vorgeschriebene Maß einstellen; Gebrauchsfertig; Stelle; Dieser Arbeitsposten; Vorgeschriebenes Maß; Ruhe-/Absetzstelle; Warme Arbeitsflüssigkeit; Dieser Arbeitsposten; Stelle; Gebrauchsfertig; Lokal umsetzen; Schluss	ready-state variant; warmth and liquid both absent	A repeated use without heat/liquid, especially exact interchange with SHCTHY ready-state.
NOT_NECESSARILY_LIQUID	NEGATIVE_SUBSTANCE_CONTROL	E282	B3-S023	f83r	f83r.15	de7321bface5628e35d6	lchedy	L+CHED+DY_TERMINAL	hinausführen; Schluss	Hinausführen; Schluss	Hinausführen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_WARM_MEDIUM	NEGATIVE_SUBSTANCE_CONTROL	E293	B3-S028	f83r	f83r.20	0275fbf14e07935b0a45	qokeey	OK+GRADE_2+Y_REFERENT	länger halten	Länger halten	Länger halten; Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_RINSE_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E294	B3-S028	f83r	f83r.20	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Länger halten; Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
NOT_RINSE_NOUN	NEGATIVE_SUBSTANCE_CONTROL	E297	B3-S029	f83r	f83r.20	7db18b2f0fb7ed0fcfd3	qokedy	OK+GRADE_1+DY_CLOSE	kurz benetzen; Schluss	Kurz benetzen; Schluss	Und mit dem vorigen Ansatz weiter; Nach der ersten Spülung; Kurz benetzen; Schluss	old water/wine/oil/warm-medium reading	Only reopen if the exact tuple, not a visible substring, repeatedly names that substance.
