gloss_level	unit	rejected_gloss_German	replacement	reason
LOCAL_CARD_SENTENCE	0275fbf14e07935b0a45	temperiere die Arbeitsflüssigkeit und halte sie lauwarm	UNKNOWN_HOST[OKEEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	03626ca94cb17800d767	wasche einmal und beende den Schritt	CLOSE(UNKNOWN_HOST[EE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	04a3877f0fc81b7597c9	ziehe es ab und beende den Schritt	CLOSE(LINK)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	07913ef9b1fb773cd325	lasse es abkühlen und beende den Schritt	CLOSE(UNKNOWN_HOST[OKCHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	087a47b5423438cd6b6a	trinke es bei Magenschmerz	UNKNOWN_HOST[OKCHEO]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	08bd5ca0c2ad137a056d	warmes Wasser	UNKNOWN_HOST[OKEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	0ab57b7166de99db3a55	ziehe die klare Flüssigkeit ab	UNKNOWN_HOST[LCHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	0bdc8b6db811b4e67a63	und lasse es abkühlen	UNKNOWN_HOST[ARY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	0ec6a45e2950e8e7061d	die dünne untere Wurzel	UNKNOWN_HOST[ODALY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	0f15effeca7ab10bb026	kühles Wasser	UNKNOWN_HOST[LCHED] + <ARG_AR>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	0f18de177ed7c878bf95	das bereitete Öl	LINK	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	10488b911aae52b3b334	vor der Blüte gesammelt	FRAME_OT(UNKNOWN_HOST[CHOR])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	12efe866f335461823a6	gib Rotwein hinzu	UNKNOWN_HOST[AIR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	1322bc176443fc2a8a86	trockne es im Schatten	UNKNOWN_HOST[OKOKCHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	1496a731803a9f48d2e1	bevor es abkühlt	UNKNOWN_HOST[ROL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	1645e612504fcef59ced	gib einen abgemessenen Anteil in das Gefäß	SET(<ARG_AIN>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	1779decef17481ec2853	das breite Gefäß	FRAME_OT(UNKNOWN_HOST[ED] + <ARG_AIIN>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	1b1ffdd869fb1429ad03	koche sanft und beende diesen Arbeitsschritt	CLOSE(FRAME_O(LINK))	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	1bfd786e6b8b63734a59	setze die Person an das Becken	UNKNOWN_HOST[OLKEEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	204b04837409088c48f9	bewahre es in einem bedeckten Gefäß	UNKNOWN_HOST[OLTCHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	21ed2873b71e57269c08	für die angegebene Dauer	UNKNOWN_HOST[CKH] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	22fb87a5a83e5c3fb510	der zurücklaufende Strom	UNKNOWN_HOST[K] + <ARG_AIR>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	232195d6ff2f326322f7	lasse die Mischung einlaufen	UNKNOWN_HOST[OKOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	259b2b3b0bf859882e2c	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt	CLOSE(UNKNOWN_HOST[CHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	276a7c2d74d1143446f4	Die aktive Portion verwenden	UNKNOWN_HOST[OKY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	27d97af8c96eb056c2e6	wenn sich die Blüte geöffnet hat	UNKNOWN_HOST[OYKCHOR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	28ffbc88b97772a75f1e	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt	CLOSE(UNKNOWN_HOST[OLCHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	29e0eb222ef2fb99523a	schließe den unteren Ablauf	LINK(<ARG_AR>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2b7fa918d1b2f5c656e3	schließe den unteren Ablauf	UNKNOWN_HOST[LO]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2bc2ed2630dbdaaa6b59	behalte den Rückstand und beende den Schritt	CLOSE(UNKNOWN_HOST[ALCH])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2c1a5fd92b9e3c762242	solange es noch warm ist	UNKNOWN_HOST[EKY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2c82523794dcb7d2b343	bis es klar ist	UNKNOWN_HOST[OIIIN]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2cc054357a929df85f64	nimm danach den folgenden Zusatz oder Pflanzenteil	UNKNOWN_HOST[O]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2cc8bb3c2af19607888f	durch die verbundenen Läufe	UNKNOWN_HOST[CKHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2d2e37ccb2dacc53ee5a	durch ein Tuch	UNKNOWN_HOST[OLK] + <ARG_AIIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2e2027b1951d79911e24	lasse die geseihte Flüssigkeit offen abkühlen	CLOSE(UNKNOWN_HOST[CHO])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2e7e89e0bd12b999c280	wasche einmal und beende diesen Durchgang	CLOSE(UNKNOWN_HOST[LSHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	2f1c5e56e8f0ff459065	Ein vorgeschriebenes Maß	UNKNOWN_HOST[AIIN]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	308e8ea2d5d190c498e8	mische beide Anteile zusammen	SET(<ARG_AL>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	322281bd391aa621f568	lege ihn warm auf	UNKNOWN_HOST[OKCHOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	342c3f0777337648f4b3	setze die Person an das Becken	UNKNOWN_HOST[ED] + <ARG_AR>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	348e81ba084c5acdb32b	wende es an der markierten Stelle an	UNKNOWN_HOST[ECTHEDCHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	3ae9a121ba0045b913e8	über der örtlich bezeichneten Stelle	SET(<ARG_AR>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	3b70942557b3a40e8030	lasse die Flüssigkeit sich setzen und beende den Schritt	CLOSE(UNKNOWN_HOST[OLKEE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	3e9c7f217843b588489d	die erste Öffnung	UNKNOWN_HOST[RALY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	403c1592f918c8f23b88	koche das breite Blatt sanft	UNKNOWN_HOST[YK] + <ARG_AIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	409de02322e7b2ca0c62	bis ein bitterer Geschmack bleibt	UNKNOWN_HOST[KAIIIN]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	428a5e3662aa57b4b256	vom schattigen Waldort	UNKNOWN_HOST[CHO] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	42cdc187d5b9ffc60063	öffne danach den oberen Lauf	UNKNOWN_HOST[OLKEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	433713294b25b0a12f66	das untere Becken	UNKNOWN_HOST[LCHED] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	43eb9aa12959b4d5cdc9	ohne Kochen	UNKNOWN_HOST[EKEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	497cbd9c7401810ff56b	eine Handvoll	FRAME_OT(UNKNOWN_HOST[OL])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	4a7a6326ac95a8809302	fahre am zweiten Lauf fort	UNKNOWN_HOST[OKALY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	4d4559019a961b834aa1	Daraus, aus demselben Ansatz	UNKNOWN_HOST[AR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	4da0f0f7b5fc7ac20067	und lasse es abkühlen	UNKNOWN_HOST[R] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	4de12cf322dfb76ded1e	mische zu gleichen Teilen und beende den Schritt	CLOSE(FRAME_OT(UNKNOWN_HOST[CHE]))	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	4eab1841ed655c20a348	eine mäßige Menge	UNKNOWN_HOST[ECKH] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	53cd0637c6820ba5e91f	durch ein Tuch	UNKNOWN_HOST[AIN]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	54d0e228ca346110af05	für dieselbe Dauer wie zuvor	MARK(<ARG_AIIN>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	54e32e9c1414b20640e9	halte es warm und beende den Schritt	CLOSE(UNKNOWN_HOST[SHKCH])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	577c03a928d674d420d7	behalte die Blütenkrone zurück	UNKNOWN_HOST[OYTY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	5d5e0b288cf36864ed9d	das bereitete Öl	FRAME_OT(UNKNOWN_HOST[EEY])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	5e8441397e7c0faf042b	gieße das erwärmte Wasser ein	VARIANT_D(UNKNOWN_HOST[CHY])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	5eff216ba51fbfb21f22	die erste Öffnung	UNKNOWN_HOST[LS]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	5fca8fc3dee57e1d8c1f	der eingetauchte Teil	UNKNOWN_HOST[LCHEEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	601b77449028deed39de	ziehe es ab und beende den Schritt	CLOSE(FRAME_OT(UNKNOWN_HOST[CH]))	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	61a075bc54793c1c781f	gebrauche es frisch vermischt	UNKNOWN_HOST[OTODAN]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	62ff059766b21c7de083	trinke es bei Magenschmerz	UNKNOWN_HOST[OTYTCHOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	65df3cd9e59060042d47	ziehe es ab und beende den Schritt	CLOSE(UNKNOWN_HOST[PCHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	65f320e75510b2f38182	Nimm die faserige untere Wurzel	UNKNOWN_HOST[CHEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	6afeb5c9ab9f6cbdea0d	gebrauche die fertige Flüssigkeit frisch	UNKNOWN_HOST[OR] + <ARG_AIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	6b89d6dd70635bc60fe0	unter derselben Einstellung	UNKNOWN_HOST[CTHEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	6f7ff8287eddf4da9fdb	rühre, bis alles gleichmäßig vermischt ist	VARIANT_D(UNKNOWN_HOST[Y])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	7249edc4df3419c26999	sie wächst auf feuchtem Wiesengrund	UNKNOWN_HOST[YCHEOR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	74c76d589d44120f647b	wende es an der markierten Stelle an	UNKNOWN_HOST[SHEOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	75a523fcf039b006f97b	bewahre den Rest trocken im Schatten	UNKNOWN_HOST[KCH] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	7811a7daff25d476e28d	das untere Becken	UNKNOWN_HOST[OLSALY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	78b3b3140714da19090d	wiederhole es an der zweiten Öffnung und beende den Schritt	CLOSE(UNKNOWN_HOST[AL])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	7a4bb8136330ee4e6e56	Die bereitete Arbeitsflüssigkeit	UNKNOWN_HOST[OR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	7d2404c835b10a2c06af	öffne danach den oberen Lauf	SET(<ARG_AIR>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	7d25241b0e56c836372a	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt	CLOSE(UNKNOWN_HOST[OKEE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	7db18b2f0fb7ed0fcfd3	spüle die bezeichnete Stelle einmal und beende den Schritt	CLOSE(UNKNOWN_HOST[OKE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	7f68f60279efe6b28cd7	trinke den angegebenen Anteil und beende den Schritt	CLOSE(UNKNOWN_HOST[RSHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	807591efc3d3f7ddbfab	gib Weißwein hinzu	UNKNOWN_HOST[O] + <ARG_AR>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	80ebbbbf238eee9f0aef	Gleichmäßig bearbeiten	UNKNOWN_HOST[TY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	834825c61d048a6b5628	bewahre diesen Anteil unter Öl	FRAME_O(UNKNOWN_HOST[D] + <ARG_AIIN>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	87411f84689b4f93a303	erwärme es einmal und beende den Schritt	CLOSE(UNKNOWN_HOST[OKCH])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	883a6708116c342cb10b	gieße das erwärmte Wasser ein	UNKNOWN_HOST[K] + <ARG_AR>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	893c570f3fa3fce99711	lasse es in Weißwein ziehen	UNKNOWN_HOST[KCHOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	8aedd154964a78e555d6	gebrauche sie sofort und beende den Schritt	CLOSE(UNKNOWN_HOST[AIRY])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	8c97dfde96fbc78e3355	bis es warm ist	UNKNOWN_HOST[LOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	90bcf0a9ec0ef56399e6	zum unteren Ablauf hin	MARK(<ARG_AL>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	9247e38d29c79a0d2fa5	nach der ersten Spülung	UNKNOWN_HOST[EETY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	92e43836d82f98bf02d3	die erste Öffnung	UNKNOWN_HOST[EEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	93f69c38fdedee1598e9	der eingetauchte Teil	UNKNOWN_HOST[OKEED] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	94df4847b7b16c98394a	das untere Becken	UNKNOWN_HOST[OLK] + <ARG_AIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	953ad19b79517fc8a211	sammle die Wurzel im Frühjahr	UNKNOWN_HOST[SHOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	95987d6f198d6d247511	lasse das Pflaster unbedeckt trocknen	CLOSE(UNKNOWN_HOST[ECKHO])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	97cc9ac109148723c472	lasse es ziehen, bis die Flüssigkeit klar ist	CLOSE(UNKNOWN_HOST[O])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	97ddca78c9ebcc956d04	an der bezeichneten Stelle	UNKNOWN_HOST[LDALOR]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	98bdc4244c84cbef3321	gieße das erwärmte Wasser ein	UNKNOWN_HOST[RSHE] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	9ad66e67803a12e745de	gebrauche die frisch bereitete Arznei	UNKNOWN_HOST[OKCHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	9bb7122b386ebbc6138f	die helle geöffnete Blüte	UNKNOWN_HOST[KEOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	9da1b6ac2c929daea697	ein abgemessener Anteil	UNKNOWN_HOST[K] + <ARG_AIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	a06244ef1f2b37ca44c1	die erste Öffnung	UNKNOWN_HOST[EOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	a48efd6c4491a046ba78	bereite aus den Blättern einen warmen Umschlag	FRAME_OT(UNKNOWN_HOST[CHY])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	a6939862e33ece5a0483	bewahre die übrige Wurzel trocken auf	UNKNOWN_HOST[ETYD]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	a7af89ab31ce5e247395	fülle danach das Gefäß	UNKNOWN_HOST[YTEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	a84fbe3ad380df345b97	tauche vollständig ein und beende den Schritt	CLOSE(UNKNOWN_HOST[KEE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	a8af08e69edab8e54f15	presse die gequetschte Wurzel durch ein Tuch	UNKNOWN_HOST[FYD] + <ARG_AIIN>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	a8f891de626fc00028e9	unter derselben Einstellung	UNKNOWN_HOST[OCTHEOL]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	abb23e5e6936b4147f76	für einen Zeitabschnitt	UNKNOWN_HOST[ED] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	ad3581d3144f69a5912d	ihren kleinen Samen- oder Knospenkopf	UNKNOWN_HOST[H]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	af816c04e65874a0f2fa	koche es sanft	UNKNOWN_HOST[OCTHOLY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b154ff779abe5f196c80	ziehe die klare Flüssigkeit ab	UNKNOWN_HOST[CHED] + <ARG_AIR>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b2812c8283c3a62438bd	binde es auf die geschwollene Stelle	UNKNOWN_HOST[KCHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b38d70daefd663d74625	fülle danach das Gefäß	UNKNOWN_HOST[LY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b5df9126607030b95175	Bis die Flüssigkeit klar abläuft	UNKNOWN_HOST[EY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b5fcea1eaed06b2f2291	beginne den nächsten abgemessenen Posten	SET(<ARG_AIIN>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b6b654722e55729cc947	benutze danach den unteren Ablauf	MARK(<ARG_AR>)	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b74e9e65637b7c8538dd	das getrocknete schmale Blatt	UNKNOWN_HOST[KCHEY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b921a237be883a820352	Diese aktive Portion	UNKNOWN_HOST[Y]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b958a512ca6a3559e86e	wasche zweimal und beende den Schritt	CLOSE(UNKNOWN_HOST[LKE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	b9d7b6d68209a9019e7a	sammle die Pflanze im Frühjahr	FRAME_O(UNKNOWN_HOST[CHOR])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	ba540da978ea132f6da5	fülle danach das Gefäß	UNKNOWN_HOST[PCHED] + <ARG_AL>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	ba8142680851f24c9ff2	und gehe zum nächsten Becken weiter	UNKNOWN_HOST[LCHED]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	bc4f1f5c006c74a4d26d	lasse es bis zur Bereitschaft stehen und beende den Schritt	CLOSE(UNKNOWN_HOST[E])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	bdad9f9ea8b80f141496	bevor sich die Blütenkrone öffnet	UNKNOWN_HOST[CFHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	be0974b366c981dc1eef	beginne die Spülung	UNKNOWN_HOST[LSHO]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	c10aec6d4dd877ec8bd8	die auf feuchter schattiger Heide wächst	FRAME_O(UNKNOWN_HOST[Y])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	c1913ec4ff84148da6d3	über der örtlich bezeichneten Stelle	UNKNOWN_HOST[ECKHY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	c1db6b0a28d5cbb5d3d2	seihe es klar und beende den Schritt	CLOSE(UNKNOWN_HOST[LCHECKHE])	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	c205570c49d4d93c23d3	die betroffene Stelle	UNKNOWN_HOST[OLKY]	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	c45ebac60774620561e2	lasse es bis zur Klarheit ziehen und beende den Schritt	CLOSE(FRAME_OT(UNKNOWN_HOST[E]))	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	c71c72da4e09e0833392	mische es mit Honig	UNKNOWN_HOST[KCHO] + <ARG_AR>	retired as component evidence; local sentence may remain only in the recovery archive
LOCAL_CARD_SENTENCE	cb57b696b815fdef9cb7	warmes Wasser	UNKNOWN_HOST[ECTHY]	retired as component evidence; local sentence may remain only in the recovery archive
