page	locus	record	event_index	surface	joint_tuple_id	page_host	formal_formula	atomic_working_value_German	atomic_status	complete_default_German
f10r	f10r.9	2	5	kaiiin	409de02322e7b2ca0c62	kaiiin	UNKNOWN_HOST[KAIIIN]	UNBEKANNT	OPAQUE_WHOLE_CARD	bis ein bitterer Geschmack bleibt
f10r	f10r.9	2	6	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	UNBEKANNT	OPAQUE_WHOLE_CARD	Diese aktive Portion
f10r	f10r.9	2	7	chodaiin	834825c61d048a6b5628	d	FRAME_O(UNKNOWN_HOST[D] + <ARG_AIIN>)	UNBEKANNT	OPAQUE_WHOLE_CARD	bewahre diesen Anteil unter Öl
f11r	f11r.1	1	1	tshol	953ad19b79517fc8a211	shol	UNKNOWN_HOST[SHOL]	UNBEKANNT	OPAQUE_WHOLE_CARD	sammle die Wurzel im Frühjahr
f11r	f11r.1	1	2	schoal	428a5e3662aa57b4b256	cho	UNKNOWN_HOST[CHO] + <ARG_AL>	UNBEKANNT	WITHDRAWN	vom schattigen Waldort
f11r	f11r.1	1	3	cfhy	bdad9f9ea8b80f141496	cfhy	UNKNOWN_HOST[CFHY]	UNBEKANNT	OPAQUE_WHOLE_CARD	bevor sich die Blütenkrone öffnet
f11r	f11r.1	1	4	shfydaiin	a8af08e69edab8e54f15	fyd	UNKNOWN_HOST[FYD] + <ARG_AIIN>	UNBEKANNT	OPAQUE_WHOLE_CARD	presse die gequetschte Wurzel durch ein Tuch
f11r	f11r.1	1	5	cphy	deb377381ceaf55ea310	cphy	UNKNOWN_HOST[CPHY]	UNBEKANNT	OPAQUE_WHOLE_CARD	seihe die Flüssigkeit ein zweites Mal
f11r	f11r.1	1	6	shey	b5df9126607030b95175	ey	UNKNOWN_HOST[EY]	FERTIG	WEAK_WHOLE_CARD_MNEMONIC	Bis die Flüssigkeit klar abläuft
f11r	f11r.1	1	7	tchody	2e2027b1951d79911e24	cho	CLOSE(UNKNOWN_HOST[CHO])	UNBEKANNT	WITHDRAWN	lasse die geseihte Flüssigkeit offen abkühlen
f11r	f11r.1	1	8	shoyty	577c03a928d674d420d7	oyty	UNKNOWN_HOST[OYTY]	UNBEKANNT	OPAQUE_WHOLE_CARD	behalte die Blütenkrone zurück
f11r	f11r.4	1	1	dchol	d665560c8ff80799a82c	chol	UNKNOWN_HOST[CHOL]	UNBEKANNT	OPAQUE_WHOLE_CARD	von diesem abgebildeten Simplex
f11r	f11r.4	1	2	chy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	UNBEKANNT	OPAQUE_WHOLE_CARD	Diese aktive Portion
f11r	f11r.4	1	3	kchy	b2812c8283c3a62438bd	kchy	UNKNOWN_HOST[KCHY]	UNBEKANNT	OPAQUE_WHOLE_CARD	binde es auf die geschwollene Stelle
f11r	f11r.4	1	4	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	UNBEKANNT	OPAQUE_WHOLE_CARD	Diese aktive Portion
f11r	f11r.4	1	5	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f11r	f11r.7	1	1	qotchy	a48efd6c4491a046ba78	chy	FRAME_OT(UNKNOWN_HOST[CHY])	UNBEKANNT	OPAQUE_WHOLE_CARD	bereite aus den Blättern einen warmen Umschlag
f11r	f11r.7	1	2	okchol	322281bd391aa621f568	okchol	UNKNOWN_HOST[OKCHOL]	UNBEKANNT	OPAQUE_WHOLE_CARD	lege ihn warm auf
f11r	f11r.7	1	3	cthy	e0b630cb1b5df5e7105b	cthy	UNKNOWN_HOST[CTHY]	BEREIT	WEAK_WHOLE_CARD_MNEMONIC	Sobald die Zubereitung gebrauchsfertig ist
f11r	f11r.7	1	4	dy	b921a237be883a820352	y	UNKNOWN_HOST[Y]	UNBEKANNT	OPAQUE_WHOLE_CARD	Diese aktive Portion
f55v	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	ok	SET(<ARG_AIIN>)	SETZEN	FORMAL_OPERATOR	beginne den nächsten abgemessenen Posten
f55v	f55v.5	1	2	chaiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f55v	f55v.5	1	3	ykain	403c1592f918c8f23b88	yk	UNKNOWN_HOST[YK] + <ARG_AIN>	UNBEKANNT	OPAQUE_WHOLE_CARD	koche das breite Blatt sanft
f55v	f55v.5	1	4	ykan	d929a14ec45749b2e805	ykan	UNKNOWN_HOST[YKAN]	UNBEKANNT	OPAQUE_WHOLE_CARD	in Weißwein
f55v	f55v.5	1	5	ody	97cc9ac109148723c472	o	CLOSE(UNKNOWN_HOST[O])	UNBEKANNT	OPAQUE_WHOLE_CARD	lasse es ziehen, bis die Flüssigkeit klar ist
f55v	f55v.5	1	6	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f55v	f55v.5	1	7	chedy	6f7ff8287eddf4da9fdb	y	VARIANT_D(UNKNOWN_HOST[Y])	UNBEKANNT	OPAQUE_WHOLE_CARD	rühre, bis alles gleichmäßig vermischt ist
f55v	f55v.5	1	8	talam	e026af581c99322fbd46	ala	CLOSE_B3(UNKNOWN_HOST[ALA])	UNBEKANNT	OPAQUE_WHOLE_CARD	wasche die wunde Stelle einmal
f55v	f55v.11	1	1	ykaiin	f7dc90b2c31fd341f0a4	yk	UNKNOWN_HOST[YK] + <ARG_AIIN>	UNBEKANNT	OPAQUE_WHOLE_CARD	für den zweiten Arzneigebrauch
f55v	f55v.11	1	2	cheoar	807591efc3d3f7ddbfab	o	UNKNOWN_HOST[O] + <ARG_AR>	UNBEKANNT	OPAQUE_WHOLE_CARD	gib Weißwein hinzu
f55v	f55v.11	1	3	cheeky	2c1a5fd92b9e3c762242	eky	UNKNOWN_HOST[EKY]	UNBEKANNT	OPAQUE_WHOLE_CARD	solange es noch warm ist
f55v	f55v.11	1	4	oldy	1b1ffdd869fb1429ad03	l	CLOSE(FRAME_O(LINK))	VERKNÜPFEN	FORMAL_OPERATOR	koche sanft und beende diesen Arbeitsschritt
f55v	f55v.11	1	5	aiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f55v	f55v.11	1	6	okal	308e8ea2d5d190c498e8	ok	SET(<ARG_AL>)	SETZEN	FORMAL_OPERATOR	mische beide Anteile zusammen
f55v	f55v.11	1	7	oltchy	204b04837409088c48f9	oltchy	UNKNOWN_HOST[OLTCHY]	UNBEKANNT	OPAQUE_WHOLE_CARD	bewahre es in einem bedeckten Gefäß
f55v	f55v.11	1	8	or	7a4bb8136330ee4e6e56	or	UNKNOWN_HOST[OR]	ANSATZ	WEAK_CONTENT_LEAD	Die bereitete Arbeitsflüssigkeit
f55v	f55v.11	1	9	y	b921a237be883a820352	y	UNKNOWN_HOST[Y]	UNBEKANNT	OPAQUE_WHOLE_CARD	Diese aktive Portion
f55v	f55v.11	1	10	orain	6afeb5c9ab9f6cbdea0d	or	UNKNOWN_HOST[OR] + <ARG_AIN>	ANSATZ	WEAK_CONTENT_LEAD	gebrauche die fertige Flüssigkeit frisch
f56r	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	chor	FRAME_O(UNKNOWN_HOST[CHOR])	UNBEKANNT	WITHDRAWN	sammle die Pflanze im Frühjahr
f56r	f56r.5	1	2	cho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	UNBEKANNT	OPAQUE_WHOLE_CARD	nimm danach den folgenden Zusatz oder Pflanzenteil
f56r	f56r.5	1	3	chodaly	0ec6a45e2950e8e7061d	odaly	UNKNOWN_HOST[ODALY]	UNBEKANNT	OPAQUE_WHOLE_CARD	die dünne untere Wurzel
f56r	f56r.5	1	4	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f56r	f56r.7	1	1	sho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	UNBEKANNT	OPAQUE_WHOLE_CARD	nimm danach den folgenden Zusatz oder Pflanzenteil
f56r	f56r.7	1	2	kchol	893c570f3fa3fce99711	kchol	UNKNOWN_HOST[KCHOL]	UNBEKANNT	OPAQUE_WHOLE_CARD	lasse es in Weißwein ziehen
f56r	f56r.7	1	3	otchor	10488b911aae52b3b334	chor	FRAME_OT(UNKNOWN_HOST[CHOR])	UNBEKANNT	WITHDRAWN	vor der Blüte gesammelt
f56r	f56r.7	1	4	choky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	NUTZEN	WEAK_WHOLE_CARD_MNEMONIC	Die aktive Portion verwenden
f56r	f56r.7	1	5	dal	dd0ecaf5e27d81befffc	al	UNKNOWN_HOST[AL]	ZU	WEAK_RELATION_LEAD	An die bezeichnete Zielstelle führen
f56r	f56r.8	1	1	schol	d665560c8ff80799a82c	chol	UNKNOWN_HOST[CHOL]	UNBEKANNT	OPAQUE_WHOLE_CARD	von diesem abgebildeten Simplex
f56r	f56r.8	1	2	choy	c10aec6d4dd877ec8bd8	y	FRAME_O(UNKNOWN_HOST[Y])	UNBEKANNT	OPAQUE_WHOLE_CARD	die auf feuchter schattiger Heide wächst
f56r	f56r.8	1	3	choky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	NUTZEN	WEAK_WHOLE_CARD_MNEMONIC	Die aktive Portion verwenden
f56r	f56r.8	1	4	cheeckhody	95987d6f198d6d247511	eckho	CLOSE(UNKNOWN_HOST[ECKHO])	UNBEKANNT	OPAQUE_WHOLE_CARD	lasse das Pflaster unbedeckt trocknen
f56r	f56r.12	1	1	sh	ad3581d3144f69a5912d	h	UNKNOWN_HOST[H]	UNBEKANNT	OPAQUE_WHOLE_CARD	ihren kleinen Samen- oder Knospenkopf
f56r	f56r.12	1	2	cho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	UNBEKANNT	OPAQUE_WHOLE_CARD	nimm danach den folgenden Zusatz oder Pflanzenteil
f56r	f56r.12	1	3	kchey	b74e9e65637b7c8538dd	kchey	UNKNOWN_HOST[KCHEY]	UNBEKANNT	OPAQUE_WHOLE_CARD	das getrocknete schmale Blatt
f56r	f56r.12	1	4	qokokchy	1322bc176443fc2a8a86	okokchy	UNKNOWN_HOST[OKOKCHY]	UNBEKANNT	OPAQUE_WHOLE_CARD	trockne es im Schatten
f56r	f56r.13	1	1	okchy	9ad66e67803a12e745de	okchy	UNKNOWN_HOST[OKCHY]	UNBEKANNT	OPAQUE_WHOLE_CARD	gebrauche die frisch bereitete Arznei
f56r	f56r.13	1	2	chokcheo	087a47b5423438cd6b6a	okcheo	UNKNOWN_HOST[OKCHEO]	UNBEKANNT	OPAQUE_WHOLE_CARD	trinke es bei Magenschmerz
f56r	f56r.13	1	3	kchal	75a523fcf039b006f97b	kch	UNKNOWN_HOST[KCH] + <ARG_AL>	UNBEKANNT	OPAQUE_WHOLE_CARD	bewahre den Rest trocken im Schatten
f56r	f56r.18	1	1	sho	2cc054357a929df85f64	o	UNKNOWN_HOST[O]	UNBEKANNT	OPAQUE_WHOLE_CARD	nimm danach den folgenden Zusatz oder Pflanzenteil
f56r	f56r.18	1	2	chokchy	9ad66e67803a12e745de	okchy	UNKNOWN_HOST[OKCHY]	UNBEKANNT	OPAQUE_WHOLE_CARD	gebrauche die frisch bereitete Arznei
f56r	f56r.18	1	3	kchoar	c71c72da4e09e0833392	kcho	UNKNOWN_HOST[KCHO] + <ARG_AR>	UNBEKANNT	OPAQUE_WHOLE_CARD	mische es mit Honig
f56r	f56r.18	1	4	sotodan	61a075bc54793c1c781f	otodan	UNKNOWN_HOST[OTODAN]	UNBEKANNT	OPAQUE_WHOLE_CARD	gebrauche es frisch vermischt
f56r	f56r.19	1	1	otchey	faf321940aed922846a9	chey	FRAME_OT(UNKNOWN_HOST[CHEY])	ANTEIL	WEAK_CONTENT_LEAD	Nimm den bezeichneten Anteil
f56r	f56r.19	1	2	keol	9bb7122b386ebbc6138f	keol	UNKNOWN_HOST[KEOL]	UNBEKANNT	OPAQUE_WHOLE_CARD	die helle geöffnete Blüte
f56r	f56r.19	1	3	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f81v	f81v.2	1	1	qokedy	7db18b2f0fb7ed0fcfd3	oke	CLOSE(UNKNOWN_HOST[OKE])	SPÜLEN	WEAK_WHOLE_CARD_MNEMONIC	spüle die bezeichnete Stelle einmal und beende den Schritt
f81v	f81v.2	1	2	okaiin	b5fcea1eaed06b2f2291	ok	SET(<ARG_AIIN>)	SETZEN	FORMAL_OPERATOR	beginne den nächsten abgemessenen Posten
f81v	f81v.2	1	3	kair	22fb87a5a83e5c3fb510	k	UNKNOWN_HOST[K] + <ARG_AIR>	UNBEKANNT	OPAQUE_WHOLE_CARD	der zurücklaufende Strom
f81v	f81v.2	1	4	okal	308e8ea2d5d190c498e8	ok	SET(<ARG_AL>)	SETZEN	FORMAL_OPERATOR	mische beide Anteile zusammen
f81v	f81v.2	1	5	sar	4d4559019a961b834aa1	ar	UNKNOWN_HOST[AR]	UNBEKANNT	OPAQUE_WHOLE_CARD	Daraus, aus demselben Ansatz
f81v	f81v.2	1	6	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNÜPFEN	FORMAL_OPERATOR	Mit der vorigen Zubereitung weiter
f81v	f81v.2	1	7	kain	9da1b6ac2c929daea697	k	UNKNOWN_HOST[K] + <ARG_AIN>	UNBEKANNT	OPAQUE_WHOLE_CARD	ein abgemessener Anteil
f81v	f81v.2	1	8	olkain	94df4847b7b16c98394a	olk	UNKNOWN_HOST[OLK] + <ARG_AIN>	UNBEKANNT	OPAQUE_WHOLE_CARD	das untere Becken
f81v	f81v.2	1	9	al	dd0ecaf5e27d81befffc	al	UNKNOWN_HOST[AL]	ZU	WEAK_RELATION_LEAD	An die bezeichnete Zielstelle führen
f81v	f81v.2	1	10	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNÜPFEN	FORMAL_OPERATOR	Mit der vorigen Zubereitung weiter
f81v	f81v.2	1	11	rol	1496a731803a9f48d2e1	rol	UNKNOWN_HOST[ROL]	UNBEKANNT	OPAQUE_WHOLE_CARD	bevor es abkühlt
f81v	f81v.2	1	12	dl	0f18de177ed7c878bf95	l	LINK	VERKNÜPFEN	FORMAL_OPERATOR	das bereitete Öl
f81v	f81v.7	1	1	olor	dec401773c1f0347793d	olor	UNKNOWN_HOST[OLOR]	VORIGES	WEAK_WHOLE_CARD_MNEMONIC	Aus dem vorigen Ansatz entnehmen
f81v	f81v.7	1	2	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNÜPFEN	FORMAL_OPERATOR	Mit der vorigen Zubereitung weiter
f81v	f81v.7	1	3	sheckhal	4eab1841ed655c20a348	eckh	UNKNOWN_HOST[ECKH] + <ARG_AL>	UNBEKANNT	OPAQUE_WHOLE_CARD	eine mäßige Menge
f81v	f81v.7	1	4	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f81v	f81v.7	1	5	qokeedal	93f69c38fdedee1598e9	okeed	UNKNOWN_HOST[OKEED] + <ARG_AL>	UNBEKANNT	OPAQUE_WHOLE_CARD	der eingetauchte Teil
f81v	f81v.7	1	6	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	MASS	WEAK_WHOLE_CARD_MNEMONIC	Ein vorgeschriebenes Maß
f81v	f81v.7	1	7	chckhy	2cc8bb3c2af19607888f	ckhy	UNKNOWN_HOST[CKHY]	VERBINDUNG	WEAK_WHOLE_CARD_MNEMONIC	durch die verbundenen Läufe
f81v	f81v.7	1	8	schedy	259b2b3b0bf859882e2c	che	CLOSE(UNKNOWN_HOST[CHE])	UNBEKANNT	OPAQUE_WHOLE_CARD	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt
f81v	f81v.7	1	9	qol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNÜPFEN	FORMAL_OPERATOR	Mit der vorigen Zubereitung weiter
f81v	f81v.17	1	1	sshkchdy	54e32e9c1414b20640e9	shkch	CLOSE(UNKNOWN_HOST[SHKCH])	UNBEKANNT	OPAQUE_WHOLE_CARD	halte es warm und beende den Schritt
f81v	f81v.17	1	2	chedy	6f7ff8287eddf4da9fdb	y	VARIANT_D(UNKNOWN_HOST[Y])	UNBEKANNT	OPAQUE_WHOLE_CARD	rühre, bis alles gleichmäßig vermischt ist
f81v	f81v.17	1	3	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNÜPFEN	FORMAL_OPERATOR	Mit der vorigen Zubereitung weiter
f81v	f81v.17	1	4	shedy	bc4f1f5c006c74a4d26d	e	CLOSE(UNKNOWN_HOST[E])	BIS	WEAK_GATE_LEAD	lasse es bis zur Bereitschaft stehen und beende den Schritt
f81v	f81v.17	1	5	qolchedy	28ffbc88b97772a75f1e	olche	CLOSE(UNKNOWN_HOST[OLCHE])	UNBEKANNT	OPAQUE_WHOLE_CARD	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt
f81v	f81v.17	1	6	qokain	1645e612504fcef59ced	ok	SET(<ARG_AIN>)	SETZEN	FORMAL_OPERATOR	gib einen abgemessenen Anteil in das Gefäß
f81v	f81v.17	1	7	shckhy	2cc8bb3c2af19607888f	ckhy	UNKNOWN_HOST[CKHY]	VERBINDUNG	WEAK_WHOLE_CARD_MNEMONIC	durch die verbundenen Läufe
f81v	f81v.17	1	8	dl	0f18de177ed7c878bf95	l	LINK	VERKNÜPFEN	FORMAL_OPERATOR	das bereitete Öl
f81v	f81v.17	1	9	ral	4da0f0f7b5fc7ac20067	r	UNKNOWN_HOST[R] + <ARG_AL>	UNBEKANNT	OPAQUE_WHOLE_CARD	und lasse es abkühlen
f81v	f81v.18	1	1	qokchdy	87411f84689b4f93a303	okch	CLOSE(UNKNOWN_HOST[OKCH])	UNBEKANNT	OPAQUE_WHOLE_CARD	erwärme es einmal und beende den Schritt
f81v	f81v.18	1	2	chey	b921a237be883a820352	y	UNKNOWN_HOST[Y]	UNBEKANNT	OPAQUE_WHOLE_CARD	Diese aktive Portion
f81v	f81v.18	1	3	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNÜPFEN	FORMAL_OPERATOR	Mit der vorigen Zubereitung weiter
f81v	f81v.18	1	4	cheky	d904bf7b044dd3922781	ky	UNKNOWN_HOST[KY]	UNBEKANNT	OPAQUE_WHOLE_CARD	bei sanfter Wärme
f81v	f81v.18	1	5	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNÜPFEN	FORMAL_OPERATOR	Mit der vorigen Zubereitung weiter
f81v	f81v.18	1	6	shedy	bc4f1f5c006c74a4d26d	e	CLOSE(UNKNOWN_HOST[E])	BIS	WEAK_GATE_LEAD	lasse es bis zur Bereitschaft stehen und beende den Schritt
f81v	f81v.18	1	7	qokedy	7db18b2f0fb7ed0fcfd3	oke	CLOSE(UNKNOWN_HOST[OKE])	SPÜLEN	WEAK_WHOLE_CARD_MNEMONIC	spüle die bezeichnete Stelle einmal und beende den Schritt
f81v	f81v.18	1	8	qokedy	7db18b2f0fb7ed0fcfd3	oke	CLOSE(UNKNOWN_HOST[OKE])	SPÜLEN	WEAK_WHOLE_CARD_MNEMONIC	spüle die bezeichnete Stelle einmal und beende den Schritt
f81v	f81v.18	1	9	chckhy	2cc8bb3c2af19607888f	ckhy	UNKNOWN_HOST[CKHY]	VERBINDUNG	WEAK_WHOLE_CARD_MNEMONIC	durch die verbundenen Läufe
f81v	f81v.18	1	10	qoky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	NUTZEN	WEAK_WHOLE_CARD_MNEMONIC	Die aktive Portion verwenden
f81v	f81v.21	1	1	lsho	be0974b366c981dc1eef	lsho	UNKNOWN_HOST[LSHO]	UNBEKANNT	OPAQUE_WHOLE_CARD	beginne die Spülung
f81v	f81v.21	1	2	qokey	08bd5ca0c2ad137a056d	okey	UNKNOWN_HOST[OKEY]	UNBEKANNT	OPAQUE_WHOLE_CARD	warmes Wasser
f81v	f81v.21	1	3	lshedy	2e7e89e0bd12b999c280	lshe	CLOSE(UNKNOWN_HOST[LSHE])	UNBEKANNT	OPAQUE_WHOLE_CARD	wasche einmal und beende diesen Durchgang
f81v	f81v.21	1	4	lshedy	2e7e89e0bd12b999c280	lshe	CLOSE(UNKNOWN_HOST[LSHE])	UNBEKANNT	OPAQUE_WHOLE_CARD	wasche einmal und beende diesen Durchgang
