page	locus	record	event_index	surface	joint_tuple_id	page_host	r2_atomic_literal_German	local_creative_expansion_German	meaning_status
f10r	f10r.6	2	4	cthaiin	f3c23f42baf625639e1e	cth	OPAQUE HOST CTH=UNBEKANNT + RIGHT AIIN=R-AIIN	gib den ausgepressten Saft hinzu	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.6	2	5	qoctholy	af816c04e65874a0f2fa	octholy	OPAQUE HOST OCTHOLY=UNBEKANNT	koche es sanft	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.6	2	6	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.6	2	7	chy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.6	2	8	taiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.6	2	9	shy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	1	qotchor	10488b911aae52b3b334	chor	OPAQUE HOST CHOR=UNBEKANNT + FRAME OT=FORMAL-OT	vor der Blüte gesammelt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	2	chor	7a4bb8136330ee4e6e56	or	KANDIDAT HOST OR=ANSATZ	Die bereitete Arbeitsflüssigkeit	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	3	otol	497cbd9c7401810ff56b	ol	OPAQUE HOST OL=UNBEKANNT + FRAME OT=FORMAL-OT	eine Handvoll	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	4	chol	dcda95c81a5460feb191	l	OPAQUE HOST L=UNBEKANNT + FRAME O=FORMAL-O	Mit der vorigen Zubereitung weiter	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	5	cholor	dec401773c1f0347793d	olor	KANDIDAT GANZKARTE OLOR=REST	Aus dem vorigen Ansatz entnehmen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	6	chol	dcda95c81a5460feb191	l	OPAQUE HOST L=UNBEKANNT + FRAME O=FORMAL-O	Mit der vorigen Zubereitung weiter	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	7	daiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.8	2	8	dar	4d4559019a961b834aa1	ar	OPAQUE HOST AR=UNBEKANNT	Daraus, aus demselben Ansatz	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.9	2	1	oykchor	27d97af8c96eb056c2e6	oykchor	OPAQUE HOST OYKCHOR=UNBEKANNT	wenn sich die Blüte geöffnet hat	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.9	2	2	shor	7a4bb8136330ee4e6e56	or	KANDIDAT HOST OR=ANSATZ	Die bereitete Arbeitsflüssigkeit	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.9	2	3	chor	7a4bb8136330ee4e6e56	or	KANDIDAT HOST OR=ANSATZ	Die bereitete Arbeitsflüssigkeit	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.9	2	4	chy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.9	2	5	kaiiin	409de02322e7b2ca0c62	kaiiin	OPAQUE HOST KAIIIN=UNBEKANNT	bis ein bitterer Geschmack bleibt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.9	2	6	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f10r	f10r.9	2	7	chodaiin	834825c61d048a6b5628	d	OPAQUE HOST D=UNBEKANNT + FRAME O=FORMAL-O + RIGHT AIIN=R-AIIN	bewahre diesen Anteil unter Öl	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	1	tshol	953ad19b79517fc8a211	shol	OPAQUE HOST SHOL=UNBEKANNT	sammle die Wurzel im Frühjahr	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	2	schoal	428a5e3662aa57b4b256	cho	OPAQUE HOST CHO=UNBEKANNT + RIGHT AL=R-AL	vom schattigen Waldort	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	3	cfhy	bdad9f9ea8b80f141496	cfhy	OPAQUE HOST CFHY=UNBEKANNT	bevor sich die Blütenkrone öffnet	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	4	shfydaiin	a8af08e69edab8e54f15	fyd	OPAQUE HOST FYD=UNBEKANNT + RIGHT AIIN=R-AIIN	presse die gequetschte Wurzel durch ein Tuch	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	5	cphy	deb377381ceaf55ea310	cphy	OPAQUE HOST CPHY=UNBEKANNT	seihe die Flüssigkeit ein zweites Mal	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	6	shey	b5df9126607030b95175	ey	KANDIDAT GANZKARTE EY=FERTIG	Bis die Flüssigkeit klar abläuft	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	7	tchody	2e2027b1951d79911e24	cho	OPAQUE HOST CHO=UNBEKANNT + DY=SCHLUSS	lasse die geseihte Flüssigkeit offen abkühlen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.1	1	8	shoyty	577c03a928d674d420d7	oyty	OPAQUE HOST OYTY=UNBEKANNT	behalte die Blütenkrone zurück	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.4	1	1	dchol	d665560c8ff80799a82c	chol	OPAQUE HOST CHOL=UNBEKANNT	von diesem abgebildeten Simplex	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.4	1	2	chy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.4	1	3	kchy	b2812c8283c3a62438bd	kchy	OPAQUE HOST KCHY=UNBEKANNT	binde es auf die geschwollene Stelle	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.4	1	4	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.4	1	5	daiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.7	1	1	qotchy	a48efd6c4491a046ba78	chy	OPAQUE HOST CHY=UNBEKANNT + FRAME OT=FORMAL-OT	bereite aus den Blättern einen warmen Umschlag	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.7	1	2	okchol	322281bd391aa621f568	okchol	OPAQUE HOST OKCHOL=UNBEKANNT	lege ihn warm auf	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.7	1	3	cthy	e0b630cb1b5df5e7105b	cthy	KANDIDAT GANZKARTE CTHY=BEREIT	Sobald die Zubereitung gebrauchsfertig ist	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f11r	f11r.7	1	4	dy	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	1	qokaiin	b5fcea1eaed06b2f2291	ok	KANDIDAT HOST OK=ITEM + RIGHT AIIN=R-AIIN	beginne den nächsten abgemessenen Posten	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	2	chaiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	3	ykain	403c1592f918c8f23b88	yk	OPAQUE HOST YK=UNBEKANNT + RIGHT AIN=R-AIN	koche das breite Blatt sanft	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	4	ykan	d929a14ec45749b2e805	ykan	OPAQUE HOST YKAN=UNBEKANNT	in Weißwein	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	5	ody	97cc9ac109148723c472	o	OPAQUE HOST O=UNBEKANNT + DY=SCHLUSS	lasse es ziehen, bis die Flüssigkeit klar ist	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	6	daiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	7	chedy	6f7ff8287eddf4da9fdb	y	OPAQUE HOST Y=UNBEKANNT + INNER-D=FORMAL-D	rühre, bis alles gleichmäßig vermischt ist	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.5	1	8	talam	e026af581c99322fbd46	ala	OPAQUE HOST ALA=UNBEKANNT + B3=SONDERSCHLUSS	wasche die wunde Stelle einmal	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	1	ykaiin	f7dc90b2c31fd341f0a4	yk	OPAQUE HOST YK=UNBEKANNT + RIGHT AIIN=R-AIIN	für den zweiten Arzneigebrauch	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	2	cheoar	807591efc3d3f7ddbfab	o	OPAQUE HOST O=UNBEKANNT + RIGHT AR=R-AR	gib Weißwein hinzu	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	3	cheeky	2c1a5fd92b9e3c762242	eky	OPAQUE HOST EKY=UNBEKANNT	solange es noch warm ist	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	4	oldy	1b1ffdd869fb1429ad03	l	OPAQUE HOST L=UNBEKANNT + FRAME O=FORMAL-O + DY=SCHLUSS	koche sanft und beende diesen Arbeitsschritt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	5	aiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	6	okal	308e8ea2d5d190c498e8	ok	KANDIDAT HOST OK=ITEM + RIGHT AL=R-AL	mische beide Anteile zusammen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	7	oltchy	204b04837409088c48f9	oltchy	OPAQUE HOST OLTCHY=UNBEKANNT	bewahre es in einem bedeckten Gefäß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	8	or	7a4bb8136330ee4e6e56	or	KANDIDAT HOST OR=ANSATZ	Die bereitete Arbeitsflüssigkeit	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	9	y	b921a237be883a820352	y	OPAQUE HOST Y=UNBEKANNT	Diese aktive Portion	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f55v	f55v.11	1	10	orain	6afeb5c9ab9f6cbdea0d	or	KANDIDAT HOST OR=ANSATZ + RIGHT AIN=R-AIN	gebrauche die fertige Flüssigkeit frisch	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.5	1	1	chochor	b9d7b6d68209a9019e7a	chor	OPAQUE HOST CHOR=UNBEKANNT + FRAME O=FORMAL-O	sammle die Pflanze im Frühjahr	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.5	1	2	cho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.5	1	3	chodaly	0ec6a45e2950e8e7061d	odaly	OPAQUE HOST ODALY=UNBEKANNT	die dünne untere Wurzel	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.5	1	4	daiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.7	1	1	sho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.7	1	2	kchol	893c570f3fa3fce99711	kchol	OPAQUE HOST KCHOL=UNBEKANNT	lasse es in Weißwein ziehen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.7	1	3	otchor	10488b911aae52b3b334	chor	OPAQUE HOST CHOR=UNBEKANNT + FRAME OT=FORMAL-OT	vor der Blüte gesammelt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.7	1	4	choky	276a7c2d74d1143446f4	oky	KANDIDAT GANZKARTE OKY=NUTZE	Die aktive Portion verwenden	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.7	1	5	dal	dd0ecaf5e27d81befffc	al	KANDIDAT HOST AL=ZU	An die bezeichnete Zielstelle führen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.8	1	1	schol	d665560c8ff80799a82c	chol	OPAQUE HOST CHOL=UNBEKANNT	von diesem abgebildeten Simplex	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.8	1	2	choy	c10aec6d4dd877ec8bd8	y	OPAQUE HOST Y=UNBEKANNT + FRAME O=FORMAL-O	die auf feuchter schattiger Heide wächst	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.8	1	3	choky	276a7c2d74d1143446f4	oky	KANDIDAT GANZKARTE OKY=NUTZE	Die aktive Portion verwenden	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.8	1	4	cheeckhody	95987d6f198d6d247511	eckho	OPAQUE HOST ECKHO=UNBEKANNT + DY=SCHLUSS	lasse das Pflaster unbedeckt trocknen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.12	1	1	sh	ad3581d3144f69a5912d	h	OPAQUE HOST H=UNBEKANNT	ihren kleinen Samen- oder Knospenkopf	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.12	1	2	cho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.12	1	3	kchey	b74e9e65637b7c8538dd	kchey	OPAQUE HOST KCHEY=UNBEKANNT	das getrocknete schmale Blatt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.12	1	4	qokokchy	1322bc176443fc2a8a86	okokchy	OPAQUE HOST OKOKCHY=UNBEKANNT	trockne es im Schatten	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.13	1	1	okchy	9ad66e67803a12e745de	okchy	OPAQUE HOST OKCHY=UNBEKANNT	gebrauche die frisch bereitete Arznei	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.13	1	2	chokcheo	087a47b5423438cd6b6a	okcheo	OPAQUE HOST OKCHEO=UNBEKANNT	trinke es bei Magenschmerz	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.13	1	3	kchal	75a523fcf039b006f97b	kch	OPAQUE HOST KCH=UNBEKANNT + RIGHT AL=R-AL	bewahre den Rest trocken im Schatten	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.18	1	1	sho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.18	1	2	chokchy	9ad66e67803a12e745de	okchy	OPAQUE HOST OKCHY=UNBEKANNT	gebrauche die frisch bereitete Arznei	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.18	1	3	kchoar	c71c72da4e09e0833392	kcho	OPAQUE HOST KCHO=UNBEKANNT + RIGHT AR=R-AR	mische es mit Honig	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.18	1	4	sotodan	61a075bc54793c1c781f	otodan	OPAQUE HOST OTODAN=UNBEKANNT	gebrauche es frisch vermischt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.19	1	1	otchey	faf321940aed922846a9	chey	KANDIDAT HOST CHEY=ANTEIL + FRAME OT=FORMAL-OT	Nimm den bezeichneten Anteil	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.19	1	2	keol	9bb7122b386ebbc6138f	keol	OPAQUE HOST KEOL=UNBEKANNT	die helle geöffnete Blüte	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f56r	f56r.19	1	3	daiin	2f1c5e56e8f0ff459065	aiin	KANDIDAT GANZKARTE AIIN=MASS	Ein vorgeschriebenes Maß	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	1	qokedy	7db18b2f0fb7ed0fcfd3	oke	KANDIDAT GANZKARTE OKE=SPÜLE + DY=SCHLUSS	spüle die bezeichnete Stelle einmal und beende den Schritt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	2	okaiin	b5fcea1eaed06b2f2291	ok	KANDIDAT HOST OK=ITEM + RIGHT AIIN=R-AIIN	beginne den nächsten abgemessenen Posten	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	3	kair	22fb87a5a83e5c3fb510	k	OPAQUE HOST K=UNBEKANNT + RIGHT AIR=R-AIR	der zurücklaufende Strom	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	4	okal	308e8ea2d5d190c498e8	ok	KANDIDAT HOST OK=ITEM + RIGHT AL=R-AL	mische beide Anteile zusammen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	5	sar	4d4559019a961b834aa1	ar	OPAQUE HOST AR=UNBEKANNT	Daraus, aus demselben Ansatz	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	6	ol	dcda95c81a5460feb191	l	OPAQUE HOST L=UNBEKANNT + FRAME O=FORMAL-O	Mit der vorigen Zubereitung weiter	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	7	kain	9da1b6ac2c929daea697	k	OPAQUE HOST K=UNBEKANNT + RIGHT AIN=R-AIN	ein abgemessener Anteil	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	8	olkain	94df4847b7b16c98394a	olk	OPAQUE HOST OLK=UNBEKANNT + RIGHT AIN=R-AIN	das untere Becken	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	9	al	dd0ecaf5e27d81befffc	al	KANDIDAT HOST AL=ZU	An die bezeichnete Zielstelle führen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	10	ol	dcda95c81a5460feb191	l	OPAQUE HOST L=UNBEKANNT + FRAME O=FORMAL-O	Mit der vorigen Zubereitung weiter	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	11	rol	1496a731803a9f48d2e1	rol	OPAQUE HOST ROL=UNBEKANNT	bevor es abkühlt	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.2	1	12	dl	0f18de177ed7c878bf95	l	OPAQUE HOST L=UNBEKANNT	das bereitete Öl	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
f81v	f81v.7	1	1	olor	dec401773c1f0347793d	olor	KANDIDAT GANZKARTE OLOR=REST	Aus dem vorigen Ansatz entnehmen	HISTORICALLY_BOUNDED_CREATIVE_CANDIDATE_NOT_DECIPHERMENT
