page	locus	record	event_index	surface	joint_tuple_id	page_host	executable_atomic_formula	generic_argument_completion_German	source_semantic_gloss
f81v	f81v.7	1	2	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.7	1	3	sheckhal	4eab1841ed655c20a348	eckh	UNKNOWN_HOST[ECKH] + <ARG_AL>	<unbekannter Kartenwert ECKH>	UNASSIGNED
f81v	f81v.7	1	4	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f81v	f81v.7	1	5	qokeedal	93f69c38fdedee1598e9	okeed	UNKNOWN_HOST[OKEED] + <ARG_AL>	<unbekannter Kartenwert OKEED>	UNASSIGNED
f81v	f81v.7	1	6	daiin	2f1c5e56e8f0ff459065	aiin	UNKNOWN_HOST[AIIN]	<unbekannter Kartenwert AIIN>	UNASSIGNED
f81v	f81v.7	1	7	chckhy	2cc8bb3c2af19607888f	ckhy	UNKNOWN_HOST[CKHY]	<unbekannter Kartenwert CKHY>	UNASSIGNED
f81v	f81v.7	1	8	schedy	259b2b3b0bf859882e2c	che	CLOSE(UNKNOWN_HOST[CHE])	<unbekannter Kartenwert CHE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.7	1	9	qol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.17	1	1	sshkchdy	54e32e9c1414b20640e9	shkch	CLOSE(UNKNOWN_HOST[SHKCH])	<unbekannter Kartenwert SHKCH>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.17	1	2	chedy	6f7ff8287eddf4da9fdb	y	VARIANT_D(UNKNOWN_HOST[Y])	<unbekannter Kartenwert Y>	UNASSIGNED
f81v	f81v.17	1	3	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.17	1	4	shedy	bc4f1f5c006c74a4d26d	e	CLOSE(UNKNOWN_HOST[E])	<unbekannter Kartenwert E>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.17	1	5	qolchedy	28ffbc88b97772a75f1e	olche	CLOSE(UNKNOWN_HOST[OLCHE])	<unbekannter Kartenwert OLCHE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.17	1	6	qokain	1645e612504fcef59ced	ok	SET(<ARG_AIN>)	SETZE <formal ausgewiesenes, inhaltlich unbekanntes Argument>	UNASSIGNED
f81v	f81v.17	1	7	shckhy	2cc8bb3c2af19607888f	ckhy	UNKNOWN_HOST[CKHY]	<unbekannter Kartenwert CKHY>	UNASSIGNED
f81v	f81v.17	1	8	dl	0f18de177ed7c878bf95	l	LINK	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.17	1	9	ral	4da0f0f7b5fc7ac20067	r	UNKNOWN_HOST[R] + <ARG_AL>	<unbekannter Kartenwert R>	UNASSIGNED
f81v	f81v.18	1	1	qokchdy	87411f84689b4f93a303	okch	CLOSE(UNKNOWN_HOST[OKCH])	<unbekannter Kartenwert OKCH>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.18	1	2	chey	b921a237be883a820352	y	UNKNOWN_HOST[Y]	<unbekannter Kartenwert Y>	UNASSIGNED
f81v	f81v.18	1	3	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.18	1	4	cheky	d904bf7b044dd3922781	ky	UNKNOWN_HOST[KY]	<unbekannter Kartenwert KY>	UNASSIGNED
f81v	f81v.18	1	5	ol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.18	1	6	shedy	bc4f1f5c006c74a4d26d	e	CLOSE(UNKNOWN_HOST[E])	<unbekannter Kartenwert E>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.18	1	7	qokedy	7db18b2f0fb7ed0fcfd3	oke	CLOSE(UNKNOWN_HOST[OKE])	<unbekannter Kartenwert OKE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.18	1	8	qokedy	7db18b2f0fb7ed0fcfd3	oke	CLOSE(UNKNOWN_HOST[OKE])	<unbekannter Kartenwert OKE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.18	1	9	chckhy	2cc8bb3c2af19607888f	ckhy	UNKNOWN_HOST[CKHY]	<unbekannter Kartenwert CKHY>	UNASSIGNED
f81v	f81v.18	1	10	qoky	276a7c2d74d1143446f4	oky	UNKNOWN_HOST[OKY]	<unbekannter Kartenwert OKY>	UNASSIGNED
f81v	f81v.21	1	1	lsho	be0974b366c981dc1eef	lsho	UNKNOWN_HOST[LSHO]	<unbekannter Kartenwert LSHO>	UNASSIGNED
f81v	f81v.21	1	2	qokey	08bd5ca0c2ad137a056d	okey	UNKNOWN_HOST[OKEY]	<unbekannter Kartenwert OKEY>	UNASSIGNED
f81v	f81v.21	1	3	lshedy	2e7e89e0bd12b999c280	lshe	CLOSE(UNKNOWN_HOST[LSHE])	<unbekannter Kartenwert LSHE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.21	1	4	lshedy	2e7e89e0bd12b999c280	lshe	CLOSE(UNKNOWN_HOST[LSHE])	<unbekannter Kartenwert LSHE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.21	1	5	chedy	6f7ff8287eddf4da9fdb	y	VARIANT_D(UNKNOWN_HOST[Y])	<unbekannter Kartenwert Y>	UNASSIGNED
f81v	f81v.21	1	6	qolky	c205570c49d4d93c23d3	olky	UNKNOWN_HOST[OLKY]	<unbekannter Kartenwert OLKY>	UNASSIGNED
f81v	f81v.21	1	7	lchedal	433713294b25b0a12f66	lched	UNKNOWN_HOST[LCHED] + <ARG_AL>	<unbekannter Kartenwert LCHED>	UNASSIGNED
f81v	f81v.21	1	8	qol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.21	1	9	otar	b6b654722e55729cc947	ot	MARK(<ARG_AR>)	MARKIERE <formal ausgewiesenen, inhaltlich unbekannten Bezug>	UNASSIGNED
f81v	f81v.24	1	1	ytey	a7af89ab31ce5e247395	ytey	UNKNOWN_HOST[YTEY]	<unbekannter Kartenwert YTEY>	UNASSIGNED
f81v	f81v.24	1	2	okchedy	07913ef9b1fb773cd325	okche	CLOSE(UNKNOWN_HOST[OKCHE])	<unbekannter Kartenwert OKCHE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.24	1	3	qokal	308e8ea2d5d190c498e8	ok	SET(<ARG_AL>)	SETZE <formal ausgewiesenes, inhaltlich unbekanntes Argument>	UNASSIGNED
f81v	f81v.24	1	4	okeey	0275fbf14e07935b0a45	okeey	UNKNOWN_HOST[OKEEY]	<unbekannter Kartenwert OKEEY>	UNASSIGNED
f81v	f81v.24	1	5	qol	dcda95c81a5460feb191	l	FRAME_O(LINK)	VERKNUEPFE <lokal gegebenen, inhaltlich unbekannten Anschluss>	UNASSIGNED
f81v	f81v.24	1	6	cheedy	bc4f1f5c006c74a4d26d	e	CLOSE(UNKNOWN_HOST[E])	<unbekannter Kartenwert E>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.24	1	7	sal	dd0ecaf5e27d81befffc	al	UNKNOWN_HOST[AL]	<unbekannter Kartenwert AL>	UNASSIGNED
f81v	f81v.24	1	8	teol	a06244ef1f2b37ca44c1	eol	UNKNOWN_HOST[EOL]	<unbekannter Kartenwert EOL>	UNASSIGNED
f81v	f81v.24	1	9	dchdy	d225b7a7b95da7aee437	ch	CLOSE(UNKNOWN_HOST[CH])	<unbekannter Kartenwert CH>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
f81v	f81v.24	1	10	ly	b38d70daefd663d74625	ly	UNKNOWN_HOST[LY]	<unbekannter Kartenwert LY>	UNASSIGNED
f81v	f81v.27	1	1	dsheol	74c76d589d44120f647b	sheol	UNKNOWN_HOST[SHEOL]	<unbekannter Kartenwert SHEOL>	UNASSIGNED
f81v	f81v.27	1	2	oiiin	2c82523794dcb7d2b343	oiiin	UNKNOWN_HOST[OIIIN]	<unbekannter Kartenwert OIIIN>	UNASSIGNED
f81v	f81v.27	1	3	olkeedy	3b70942557b3a40e8030	olkee	CLOSE(UNKNOWN_HOST[OLKEE])	<unbekannter Kartenwert OLKEE>; SCHLIESSE DIE FORMALE EINHEIT	UNASSIGNED
