page	record	locus	field_ordinal	event_count	surface_sequence	strict_literal_sequence_German	fluent_local_creative_translation_German
f55v	1	f55v.5	2	3	daiin chedy talam	GANZKARTE AIIN=MASS | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | OPAQUE HOST ALA=UNBEKANNT + B3=SONDERSCHLUSS	Ein vorgeschriebenes Maß; rühre, bis alles gleichmäßig vermischt ist; wasche die wunde Stelle einmal
f55v	1	f55v.11	1	4	ykaiin cheoar cheeky oldy	OPAQUE HOST YK=UNBEKANNT + RIGHT AIIN=PARAMETER | OPAQUE HOST O=UNBEKANNT + RIGHT AR=QUELLE | OPAQUE HOST EKY=UNBEKANNT | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG + DY=ABSCHLUSS	für den zweiten Arzneigebrauch; gib Weißwein hinzu; solange es noch warm ist; koche sanft und beende diesen Arbeitsschritt
f55v	1	f55v.11	2	6	aiin okal oltchy or y orain	GANZKARTE AIIN=MASS | HOST OK=EINSETZEN + RIGHT AL=ZIEL | OPAQUE HOST OLTCHY=UNBEKANNT | HOST OR=MEDIUM | OPAQUE HOST Y=UNBEKANNT | HOST OR=MEDIUM + RIGHT AIN=EINHEIT	Ein vorgeschriebenes Maß; mische beide Anteile zusammen; bewahre es in einem bedeckten Gefäß; Die bereitete Arbeitsflüssigkeit; Diese aktive Portion; gebrauche die fertige Flüssigkeit frisch
f56r	1	f56r.5	1	4	chochor cho chodaly daiin	HOST CHOR=ZEIT + FRAME O=FORTSETZUNG | OPAQUE HOST O=UNBEKANNT | OPAQUE HOST ODALY=UNBEKANNT | GANZKARTE AIIN=MASS	sammle die Pflanze im Frühjahr; nimm danach den folgenden Zusatz oder Pflanzenteil; die dünne untere Wurzel; Ein vorgeschriebenes Maß
f56r	1	f56r.7	1	5	sho kchol otchor choky dal	OPAQUE HOST O=UNBEKANNT | OPAQUE HOST KCHOL=UNBEKANNT | HOST CHOR=ZEIT + FRAME OT=MARKIERUNG | GANZKARTE OKY=VERWENDUNG | HOST AL=ZIEL	nimm danach den folgenden Zusatz oder Pflanzenteil; lasse es in Weißwein ziehen; vor der Blüte gesammelt; Die aktive Portion verwenden; An die bezeichnete Zielstelle führen
f56r	1	f56r.8	1	4	schol choy choky cheeckhody	OPAQUE HOST CHOL=UNBEKANNT | OPAQUE HOST Y=UNBEKANNT + FRAME O=FORTSETZUNG | GANZKARTE OKY=VERWENDUNG | OPAQUE HOST ECKHO=UNBEKANNT + DY=ABSCHLUSS	von diesem abgebildeten Simplex; die auf feuchter schattiger Heide wächst; Die aktive Portion verwenden; lasse das Pflaster unbedeckt trocknen
f56r	1	f56r.12	1	4	sh cho kchey qokokchy	OPAQUE HOST H=UNBEKANNT | OPAQUE HOST O=UNBEKANNT | OPAQUE HOST KCHEY=UNBEKANNT | OPAQUE HOST OKOKCHY=UNBEKANNT	ihren kleinen Samen- oder Knospenkopf; nimm danach den folgenden Zusatz oder Pflanzenteil; das getrocknete schmale Blatt; trockne es im Schatten
f56r	1	f56r.13	1	3	okchy chokcheo kchal	OPAQUE HOST OKCHY=UNBEKANNT | OPAQUE HOST OKCHEO=UNBEKANNT | OPAQUE HOST KCH=UNBEKANNT + RIGHT AL=ZIEL	gebrauche die frisch bereitete Arznei; trinke es bei Magenschmerz; bewahre den Rest trocken im Schatten
f56r	1	f56r.18	1	4	sho chokchy kchoar sotodan	OPAQUE HOST O=UNBEKANNT | OPAQUE HOST OKCHY=UNBEKANNT | OPAQUE HOST KCHO=UNBEKANNT + RIGHT AR=QUELLE | OPAQUE HOST OTODAN=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil; gebrauche die frisch bereitete Arznei; mische es mit Honig; gebrauche es frisch vermischt
f56r	1	f56r.19	1	3	otchey keol daiin	HOST CHEY=AUSWAHL + FRAME OT=MARKIERUNG | OPAQUE HOST KEOL=UNBEKANNT | GANZKARTE AIIN=MASS	Nimm den bezeichneten Anteil; die helle geöffnete Blüte; Ein vorgeschriebenes Maß
f81v	1	f81v.2	1	1	qokedy	GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	spüle die bezeichnete Stelle einmal und beende den Schritt
f81v	1	f81v.2	2	11	okaiin kair okal sar ol kain olkain al ol rol dl	HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER | OPAQUE HOST K=UNBEKANNT + RIGHT AIR=WEG | HOST OK=EINSETZEN + RIGHT AL=ZIEL | OPAQUE HOST AR=UNBEKANNT | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST K=UNBEKANNT + RIGHT AIN=EINHEIT | OPAQUE HOST OLK=UNBEKANNT + RIGHT AIN=EINHEIT | HOST AL=ZIEL | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST ROL=UNBEKANNT | HOST L=ANSCHLUSS	beginne den nächsten abgemessenen Posten; der zurücklaufende Strom; mische beide Anteile zusammen; Daraus, aus demselben Ansatz; Mit der vorigen Zubereitung weiter; ein abgemessener Anteil; das untere Becken; An die bezeichnete Zielstelle führen; Mit der vorigen Zubereitung weiter; bevor es abkühlt; das bereitete Öl
f81v	1	f81v.7	1	8	olor ol sheckhal daiin qokeedal daiin chckhy schedy	GANZKARTE OLOR=VORHERIGES | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST ECKH=UNBEKANNT + RIGHT AL=ZIEL | GANZKARTE AIIN=MASS | OPAQUE HOST OKEED=UNBEKANNT + RIGHT AL=ZIEL | GANZKARTE AIIN=MASS | GANZKARTE CKHY=KANAL | OPAQUE HOST CHE=UNBEKANNT + DY=ABSCHLUSS	Aus dem vorigen Ansatz entnehmen; Mit der vorigen Zubereitung weiter; eine mäßige Menge; Ein vorgeschriebenes Maß; der eingetauchte Teil; Ein vorgeschriebenes Maß; durch die verbundenen Läufe; spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt
f81v	1	f81v.7	2	1	qol	HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG	Mit der vorigen Zubereitung weiter
f81v	1	f81v.17	1	1	sshkchdy	OPAQUE HOST SHKCH=UNBEKANNT + DY=ABSCHLUSS	halte es warm und beende den Schritt
f81v	1	f81v.17	2	3	chedy ol shedy	OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | HOST E=BIS + DY=ABSCHLUSS	rühre, bis alles gleichmäßig vermischt ist; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt
f81v	1	f81v.17	3	1	qolchedy	OPAQUE HOST OLCHE=UNBEKANNT + DY=ABSCHLUSS	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt
f81v	1	f81v.17	4	4	qokain shckhy dl ral	HOST OK=EINSETZEN + RIGHT AIN=EINHEIT | GANZKARTE CKHY=KANAL | HOST L=ANSCHLUSS | OPAQUE HOST R=UNBEKANNT + RIGHT AL=ZIEL	gib einen abgemessenen Anteil in das Gefäß; durch die verbundenen Läufe; das bereitete Öl; und lasse es abkühlen
f81v	1	f81v.18	1	1	qokchdy	OPAQUE HOST OKCH=UNBEKANNT + DY=ABSCHLUSS	erwärme es einmal und beende den Schritt
f81v	1	f81v.18	2	5	chey ol cheky ol shedy	OPAQUE HOST Y=UNBEKANNT | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | OPAQUE HOST KY=UNBEKANNT | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | HOST E=BIS + DY=ABSCHLUSS	Diese aktive Portion; Mit der vorigen Zubereitung weiter; bei sanfter Wärme; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt
f81v	1	f81v.18	3	1	qokedy	GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	spüle die bezeichnete Stelle einmal und beende den Schritt
f81v	1	f81v.18	4	1	qokedy	GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	spüle die bezeichnete Stelle einmal und beende den Schritt
f81v	1	f81v.18	5	2	chckhy qoky	GANZKARTE CKHY=KANAL | GANZKARTE OKY=VERWENDUNG	durch die verbundenen Läufe; Die aktive Portion verwenden
f81v	1	f81v.21	1	3	lsho qokey lshedy	OPAQUE HOST LSHO=UNBEKANNT | OPAQUE HOST OKEY=UNBEKANNT | OPAQUE HOST LSHE=UNBEKANNT + DY=ABSCHLUSS	beginne die Spülung; warmes Wasser; wasche einmal und beende diesen Durchgang
f81v	1	f81v.21	2	1	lshedy	OPAQUE HOST LSHE=UNBEKANNT + DY=ABSCHLUSS	wasche einmal und beende diesen Durchgang
f81v	1	f81v.21	3	5	chedy qolky lchedal qol otar	OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | OPAQUE HOST OLKY=UNBEKANNT | OPAQUE HOST LCHED=UNBEKANNT + RIGHT AL=ZIEL | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | HOST OT=BEZUG + RIGHT AR=QUELLE	rühre, bis alles gleichmäßig vermischt ist; die betroffene Stelle; das untere Becken; Mit der vorigen Zubereitung weiter; benutze danach den unteren Ablauf
f81v	1	f81v.24	1	2	ytey okchedy	OPAQUE HOST YTEY=UNBEKANNT | OPAQUE HOST OKCHE=UNBEKANNT + DY=ABSCHLUSS	fülle danach das Gefäß; lasse es abkühlen und beende den Schritt
f81v	1	f81v.24	2	4	qokal okeey qol cheedy	HOST OK=EINSETZEN + RIGHT AL=ZIEL | GANZKARTE OKEEY=LAUWARM | HOST L=ANSCHLUSS + FRAME O=FORTSETZUNG | HOST E=BIS + DY=ABSCHLUSS	mische beide Anteile zusammen; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Mit der vorigen Zubereitung weiter; lasse es bis zur Bereitschaft stehen und beende den Schritt
f81v	1	f81v.24	3	3	sal teol dchdy	HOST AL=ZIEL | OPAQUE HOST EOL=UNBEKANNT | OPAQUE HOST CH=UNBEKANNT + DY=ABSCHLUSS	An die bezeichnete Zielstelle führen; die erste Öffnung; seihe es klar und beende den Schritt
f81v	1	f81v.24	4	1	ly	OPAQUE HOST LY=UNBEKANNT	fülle danach das Gefäß
f81v	1	f81v.27	1	3	dsheol oiiin olkeedy	OPAQUE HOST SHEOL=UNBEKANNT | OPAQUE HOST OIIIN=UNBEKANNT | OPAQUE HOST OLKEE=UNBEKANNT + DY=ABSCHLUSS	wende es an der markierten Stelle an; bis es klar ist; lasse die Flüssigkeit sich setzen und beende den Schritt
f81v	1	f81v.27	2	1	tedy	HOST E=BIS + DY=ABSCHLUSS	lasse es bis zur Bereitschaft stehen und beende den Schritt
f81v	1	f81v.27	3	2	cheky shckhedy	OPAQUE HOST KY=UNBEKANNT | OPAQUE HOST CKHE=UNBEKANNT + DY=ABSCHLUSS	bei sanfter Wärme; seihe es einmal durch ein Tuch und beende den Schritt
f81v	1	f81v.27	4	1	chal	HOST AL=ZIEL	An die bezeichnete Zielstelle führen
f82r	1	f82r.2	1	1	dchedy	OPAQUE HOST CHE=UNBEKANNT + DY=ABSCHLUSS	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt
f82r	1	f82r.2	2	1	qolchedy	OPAQUE HOST OLCHE=UNBEKANNT + DY=ABSCHLUSS	stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt
f82r	1	f82r.2	3	3	qokain dy qokeedy	HOST OK=EINSETZEN + RIGHT AIN=EINHEIT | OPAQUE HOST Y=UNBEKANNT | OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	gib einen abgemessenen Anteil in das Gefäß; Diese aktive Portion; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f82r	1	f82r.2	4	3	qokal lcheckhy lched	HOST OK=EINSETZEN + RIGHT AL=ZIEL | OPAQUE HOST LCHECKHY=UNBEKANNT | OPAQUE HOST LCHED=UNBEKANNT	mische beide Anteile zusammen; die zweite Öffnung; und gehe zum nächsten Becken weiter
f82r	1	f82r.3	1	2	qokeey lcheckhedy	GANZKARTE OKEEY=LAUWARM | OPAQUE HOST LCHECKHE=UNBEKANNT + DY=ABSCHLUSS	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; seihe es klar und beende den Schritt
f82r	1	f82r.3	2	4	qokaly solkaiin chckhy qokaiin	OPAQUE HOST OKALY=UNBEKANNT | OPAQUE HOST OLK=UNBEKANNT + RIGHT AIIN=PARAMETER | GANZKARTE CKHY=KANAL | HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER	fahre am zweiten Lauf fort; durch ein Tuch; durch die verbundenen Läufe; beginne den nächsten abgemessenen Posten
f82r	1	f82r.4	1	4	qokaiin octheol chkeey ldy	HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER | OPAQUE HOST OCTHEOL=UNBEKANNT | OPAQUE HOST KEEY=UNBEKANNT | HOST L=ANSCHLUSS + DY=ABSCHLUSS	beginne den nächsten abgemessenen Posten; unter derselben Einstellung; das breite Gefäß; ziehe es ab und beende den Schritt
f82r	1	f82r.4	2	4	oteey qokal sheckhy qoky	OPAQUE HOST EEY=UNBEKANNT + FRAME OT=MARKIERUNG | HOST OK=EINSETZEN + RIGHT AL=ZIEL | OPAQUE HOST ECKHY=UNBEKANNT | GANZKARTE OKY=VERWENDUNG	das bereitete Öl; mische beide Anteile zusammen; über der örtlich bezeichneten Stelle; Die aktive Portion verwenden
f82r	1	f82r.7	1	1	dshedy	OPAQUE HOST SHE=UNBEKANNT + DY=ABSCHLUSS	gib sauberes Wasser hinzu und beende den Schritt
f82r	1	f82r.7	2	3	sotaiin qokar shedy	HOST OT=BEZUG + RIGHT AIIN=PARAMETER | HOST OK=EINSETZEN + RIGHT AR=QUELLE | HOST E=BIS + DY=ABSCHLUSS	für dieselbe Dauer wie zuvor; über der örtlich bezeichneten Stelle; lasse es bis zur Bereitschaft stehen und beende den Schritt
f82r	1	f82r.7	3	1	solshedy	OPAQUE HOST OLSHE=UNBEKANNT + DY=ABSCHLUSS	halte es warm und beende den Schritt
f82r	1	f82r.7	4	4	qokeey qoky ls cheey	GANZKARTE OKEEY=LAUWARM | GANZKARTE OKY=VERWENDUNG | OPAQUE HOST LS=UNBEKANNT | GANZKARTE EY=ENDZUSTAND	temperiere die Arbeitsflüssigkeit und halte sie lauwarm; Die aktive Portion verwenden; die erste Öffnung; Bis die Flüssigkeit klar abläuft
f82r	1	f82r.19	1	4	okain char okain qokeedy	HOST OK=EINSETZEN + RIGHT AIN=EINHEIT | OPAQUE HOST AR=UNBEKANNT | HOST OK=EINSETZEN + RIGHT AIN=EINHEIT | OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	gib einen abgemessenen Anteil in das Gefäß; Daraus, aus demselben Ansatz; gib einen abgemessenen Anteil in das Gefäß; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f82r	1	f82r.19	2	1	lchy	OPAQUE HOST LCHY=UNBEKANNT	ziehe die klare Flüssigkeit ab
f82r	1	f82r.23	1	7	cheey qcthey qokeey lcheey daiin chey qokeeedy	GANZKARTE EY=ENDZUSTAND | OPAQUE HOST CTHEY=UNBEKANNT | GANZKARTE OKEEY=LAUWARM | OPAQUE HOST LCHEEY=UNBEKANNT | GANZKARTE AIIN=MASS | OPAQUE HOST Y=UNBEKANNT | OPAQUE HOST OKEEE=UNBEKANNT + DY=ABSCHLUSS	Bis die Flüssigkeit klar abläuft; unter derselben Einstellung; temperiere die Arbeitsflüssigkeit und halte sie lauwarm; der eingetauchte Teil; Ein vorgeschriebenes Maß; Diese aktive Portion; tauche vollständig ein und beende den Schritt
f82r	1	f82r.23	2	1	lchedy	GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f82r	1	f82r.23	3	1	lar	HOST L=ANSCHLUSS + RIGHT AR=QUELLE	schließe den unteren Ablauf
f82r	1	f82r.26	1	2	tshey qokeedy	OPAQUE HOST SHEY=UNBEKANNT | OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	beginne die Spülung; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f82r	1	f82r.26	2	7	cheal lchedar ches aiin oteey qokaiin okey	HOST AL=ZIEL | OPAQUE HOST LCHED=UNBEKANNT + RIGHT AR=QUELLE | OPAQUE HOST S=UNBEKANNT | GANZKARTE AIIN=MASS | OPAQUE HOST EEY=UNBEKANNT + FRAME OT=MARKIERUNG | HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER | OPAQUE HOST OKEY=UNBEKANNT	An die bezeichnete Zielstelle führen; kühles Wasser; zu gleichen Anteilen; Ein vorgeschriebenes Maß; das bereitete Öl; beginne den nächsten abgemessenen Posten; warmes Wasser
f82r	1	f82r.27	1	1	pchedy	OPAQUE HOST PCHE=UNBEKANNT + DY=ABSCHLUSS	ziehe es ab und beende den Schritt
f82r	1	f82r.27	2	2	rsheal daldy	OPAQUE HOST RSHE=UNBEKANNT + RIGHT AL=ZIEL | HOST AL=ZIEL + DY=ABSCHLUSS	gieße das erwärmte Wasser ein; wiederhole es an der zweiten Öffnung und beende den Schritt
f82r	1	f82r.27	3	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f82r	1	f82r.27	4	1	rshedy	OPAQUE HOST RSHE=UNBEKANNT + DY=ABSCHLUSS	trinke den angegebenen Anteil und beende den Schritt
f82r	1	f82r.27	5	1	qoteedy	OPAQUE HOST EE=UNBEKANNT + FRAME OT=MARKIERUNG + DY=ABSCHLUSS	binde es auf die Stelle und beende den Schritt
f82r	1	f82r.27	6	1	qokeedy	OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f82r	1	f82r.27	7	1	lochedy	OPAQUE HOST LOCHE=UNBEKANNT + DY=ABSCHLUSS	mische zu gleichen Teilen und beende den Schritt
f83r	1	f83r.3	1	1	olkeedy	OPAQUE HOST OLKEE=UNBEKANNT + DY=ABSCHLUSS	lasse die Flüssigkeit sich setzen und beende den Schritt
f83r	1	f83r.3	2	2	qotal chkeedy	HOST OT=BEZUG + RIGHT AL=ZIEL | OPAQUE HOST KEE=UNBEKANNT + DY=ABSCHLUSS	zum unteren Ablauf hin; tauche vollständig ein und beende den Schritt
f83r	1	f83r.3	3	4	chey daiin chey lchedy	OPAQUE HOST Y=UNBEKANNT | GANZKARTE AIIN=MASS | OPAQUE HOST Y=UNBEKANNT | GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	Diese aktive Portion; Ein vorgeschriebenes Maß; Diese aktive Portion; lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.3	4	3	qokaiin qotal dar	HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER | HOST OT=BEZUG + RIGHT AL=ZIEL | OPAQUE HOST AR=UNBEKANNT	beginne den nächsten abgemessenen Posten; zum unteren Ablauf hin; Daraus, aus demselben Ansatz
f83r	1	f83r.6	1	1	schedy	OPAQUE HOST CHE=UNBEKANNT + DY=ABSCHLUSS	spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt
f83r	1	f83r.6	2	3	chedchy qokal olchedy	OPAQUE HOST CHY=UNBEKANNT + INNER-D=VARIANTE | HOST OK=EINSETZEN + RIGHT AL=ZIEL | OPAQUE HOST OLCHE=UNBEKANNT + DY=ABSCHLUSS	gieße das erwärmte Wasser ein; mische beide Anteile zusammen; stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt
f83r	1	f83r.6	3	3	qokaiin chedy qokeedy	HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | OPAQUE HOST OKEE=UNBEKANNT + DY=ABSCHLUSS	beginne den nächsten abgemessenen Posten; rühre, bis alles gleichmäßig vermischt ist; bade oder tauche in der temperierten warmen Flüssigkeit und beende den Schritt
f83r	1	f83r.6	4	1	lchedy	GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
f83r	1	f83r.6	5	1	qoky	GANZKARTE OKY=VERWENDUNG	Die aktive Portion verwenden
f83r	1	f83r.8	1	2	pchedal otedy	OPAQUE HOST PCHED=UNBEKANNT + RIGHT AL=ZIEL | HOST E=BIS + FRAME OT=MARKIERUNG + DY=ABSCHLUSS	fülle danach das Gefäß; lasse es bis zur Klarheit ziehen und beende den Schritt
f83r	1	f83r.8	2	4	shecthedchy qoky chedy chary	OPAQUE HOST ECTHEDCHY=UNBEKANNT | GANZKARTE OKY=VERWENDUNG | OPAQUE HOST Y=UNBEKANNT + INNER-D=VARIANTE | OPAQUE HOST ARY=UNBEKANNT	wende es an der markierten Stelle an; Die aktive Portion verwenden; rühre, bis alles gleichmäßig vermischt ist; und lasse es abkühlen
f83r	1	f83r.11	1	2	sor shedy	HOST OR=MEDIUM | HOST E=BIS + DY=ABSCHLUSS	Die bereitete Arbeitsflüssigkeit; lasse es bis zur Bereitschaft stehen und beende den Schritt
f83r	1	f83r.11	2	4	qokaiin chkain shcthey qokedy	HOST OK=EINSETZEN + RIGHT AIIN=PARAMETER | OPAQUE HOST K=UNBEKANNT + RIGHT AIN=EINHEIT | OPAQUE HOST CTHEY=UNBEKANNT | GANZKARTE OKE=SPÜLUNG + DY=ABSCHLUSS	beginne den nächsten abgemessenen Posten; ein abgemessener Anteil; unter derselben Einstellung; spüle die bezeichnete Stelle einmal und beende den Schritt
f83r	1	f83r.11	3	2	okair sheedy	HOST OK=EINSETZEN + RIGHT AIR=WEG | OPAQUE HOST EE=UNBEKANNT + DY=ABSCHLUSS	öffne danach den oberen Lauf; wasche einmal und beende den Schritt
f83r	1	f83r.11	4	1	lchedy	GANZKARTE LCHE=ABLAUF + DY=ABSCHLUSS	lasse die verbrauchte Flüssigkeit in das untere Auffanggefäß ablaufen und beende den Schritt
