statement_id	record	page	register	primitive_signature	token_count	closed	register_habit	shared_machine
H4-S002	H4	f55v	HERBAL	METER_CHECK>ACTIVATE_CHARGE>CONTINUE_USE	3	NO	HERBAL_OPEN_ARTICLE_CHAIN	PASS505_FIVE_STATE_AUTOMATON
H4-S003	H4	f55v	HERBAL	METER_CHECK>SOURCE_DRAW>ACTIVATE_CHARGE>CONTINUE_USE>CLOSE	5	YES	HERBAL_COMMITTED_SUBSTEP	PASS505_FIVE_STATE_AUTOMATON
H4-S004	H4	f55v	HERBAL	METER_CHECK>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>ACTIVATE_CHARGE	6	NO	HERBAL_OPEN_ARTICLE_CHAIN	PASS505_FIVE_STATE_AUTOMATON
H5-S001	H5	f56r	HERBAL	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>METER_CHECK>ACTIVATE_CHARGE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>TARGET_HANDOFF	9	NO	HERBAL_OPEN_ARTICLE_CHAIN	PASS505_FIVE_STATE_AUTOMATON
H5-S002	H5	f56r	HERBAL	CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	5	YES	HERBAL_COMMITTED_SUBSTEP	PASS505_FIVE_STATE_AUTOMATON
H5-S003	H5	f56r	HERBAL	HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE	4	NO	HERBAL_OPEN_ARTICLE_CHAIN	PASS505_FIVE_STATE_AUTOMATON
H5-S004	H5	f56r	HERBAL	ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF	3	NO	HERBAL_OPEN_ARTICLE_CHAIN	PASS505_FIVE_STATE_AUTOMATON
H5-S005	H5	f56r	HERBAL	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	4	NO	HERBAL_OPEN_ARTICLE_CHAIN	PASS505_FIVE_STATE_AUTOMATON
H5-S006	H5	f56r	HERBAL	ACTIVATE_CHARGE>HOLD_STATE>METER_CHECK	3	NO	HERBAL_OPEN_ARTICLE_CHAIN	PASS505_FIVE_STATE_AUTOMATON
B1-S001	B1	f81v	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S002	B1	f81v	BIOLOGICAL	METER_CHECK>MOVE_PASS>TARGET_HANDOFF>SOURCE_DRAW>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>TARGET_HANDOFF>CONTINUE_USE>HOLD_STATE>MOVE_PASS>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>METER_CHECK>HOLD_STATE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	20	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S003	B1	f81v	BIOLOGICAL	CONTINUE_USE>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S004	B1	f81v	BIOLOGICAL	MOVE_PASS>CONTINUE_USE>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S005	B1	f81v	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S006	B1	f81v	BIOLOGICAL	ACTIVATE_CHARGE>MOVE_PASS>MOVE_PASS>HOLD_STATE	4	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B1-S007	B1	f81v	BIOLOGICAL	ACTIVATE_CHARGE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S008	B1	f81v	BIOLOGICAL	CONTINUE_USE>CONTINUE_USE>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	6	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S009	B1	f81v	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S010	B1	f81v	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S011	B1	f81v	BIOLOGICAL	MOVE_PASS>ACTIVATE_CHARGE	2	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B1-S012	B1	f81v	BIOLOGICAL	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S013	B1	f81v	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S014	B1	f81v	BIOLOGICAL	MOVE_PASS>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>SOURCE_DRAW	5	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B1-S015	B1	f81v	BIOLOGICAL	HOLD_STATE>ACTIVATE_CHARGE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S016	B1	f81v	BIOLOGICAL	TARGET_HANDOFF>HOLD_STATE>CONTINUE_USE>HOLD_STATE>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S017	B1	f81v	BIOLOGICAL	TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S018	B1	f81v	BIOLOGICAL	MOVE_PASS>HOLD_STATE>METER_CHECK>HOLD_STATE>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S019	B1	f81v	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S020	B1	f81v	BIOLOGICAL	HOLD_STATE>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B1-S021	B1	f81v	BIOLOGICAL	TARGET_HANDOFF	1	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B2-S001	B2	f82r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S002	B2	f82r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S003	B2	f82r	BIOLOGICAL	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S004	B2	f82r	BIOLOGICAL	TARGET_HANDOFF>ACTIVATE_CHARGE>MOVE_PASS>HOLD_STATE>MOVE_PASS>CLOSE	6	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S005	B2	f82r	BIOLOGICAL	TARGET_HANDOFF>METER_CHECK>MOVE_PASS>METER_CHECK>METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>CLOSE	9	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S006	B2	f82r	BIOLOGICAL	HOLD_STATE>TARGET_HANDOFF>ACTIVATE_CHARGE>ACTIVATE_CHARGE	4	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B2-S007	B2	f82r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S008	B2	f82r	BIOLOGICAL	METER_CHECK>SOURCE_DRAW>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S009	B2	f82r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S010	B2	f82r	BIOLOGICAL	HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE	4	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B2-S011	B2	f82r	BIOLOGICAL	ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S012	B2	f82r	BIOLOGICAL	SOURCE_DRAW>HOLD_STATE>HOLD_STATE>HOLD_STATE>SOURCE_DRAW>METER_CHECK>CONTINUE_USE>HOLD_STATE>CLOSE	9	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S013	B2	f82r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S014	B2	f82r	BIOLOGICAL	SOURCE_DRAW	1	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B2-S015	B2	f82r	BIOLOGICAL	HOLD_STATE>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S016	B2	f82r	BIOLOGICAL	TARGET_HANDOFF>SOURCE_DRAW>ACTIVATE_CHARGE>METER_CHECK>HOLD_STATE>METER_CHECK>HOLD_STATE>MOVE_PASS>CLOSE	9	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S017	B2	f82r	BIOLOGICAL	HOLD_STATE>TARGET_HANDOFF>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S018	B2	f82r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S019	B2	f82r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S020	B2	f82r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S021	B2	f82r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B2-S022	B2	f82r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S001	B3	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S002	B3	f83r	BIOLOGICAL	TARGET_HANDOFF>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S003	B3	f83r	BIOLOGICAL	CONTINUE_USE>METER_CHECK>CONTINUE_USE>MOVE_PASS>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S004	B3	f83r	BIOLOGICAL	METER_CHECK>TARGET_HANDOFF>SOURCE_DRAW	3	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B3-S005	B3	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S006	B3	f83r	BIOLOGICAL	MOVE_PASS>TARGET_HANDOFF>MOVE_PASS>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S007	B3	f83r	BIOLOGICAL	METER_CHECK>MOVE_PASS>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S008	B3	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S009	B3	f83r	BIOLOGICAL	ACTIVATE_CHARGE	1	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B3-S010	B3	f83r	BIOLOGICAL	TARGET_HANDOFF>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S011	B3	f83r	BIOLOGICAL	HOLD_STATE>ACTIVATE_CHARGE>MOVE_PASS>SOURCE_DRAW	4	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B3-S012	B3	f83r	BIOLOGICAL	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S013	B3	f83r	BIOLOGICAL	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S014	B3	f83r	BIOLOGICAL	MOVE_PASS>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S015	B3	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S016	B3	f83r	BIOLOGICAL	MOVE_PASS>ACTIVATE_CHARGE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S017	B3	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S018	B3	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S019	B3	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S020	B3	f83r	BIOLOGICAL	TARGET_HANDOFF>MOVE_PASS>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S021	B3	f83r	BIOLOGICAL	METER_CHECK>HOLD_STATE>TARGET_HANDOFF>CONTINUE_USE>METER_CHECK>HOLD_STATE>HOLD_STATE>CONTINUE_USE>TARGET_HANDOFF>HOLD_STATE>TARGET_HANDOFF>CLOSE	12	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S022	B3	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S023	B3	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S024	B3	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S025	B3	f83r	BIOLOGICAL	ACTIVATE_CHARGE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S026	B3	f83r	BIOLOGICAL	HOLD_STATE>METER_CHECK>MOVE_PASS>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	8	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S027	B3	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S028	B3	f83r	BIOLOGICAL	HOLD_STATE>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S029	B3	f83r	BIOLOGICAL	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S030	B3	f83r	BIOLOGICAL	ACTIVATE_CHARGE>METER_CHECK>MOVE_PASS>MOVE_PASS>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S031	B3	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S032	B3	f83r	BIOLOGICAL	ACTIVATE_CHARGE>ACTIVATE_CHARGE>METER_CHECK>METER_CHECK>HOLD_STATE>CLOSE	6	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S033	B3	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B3-S034	B3	f83r	BIOLOGICAL	METER_CHECK>HOLD_STATE>ACTIVATE_CHARGE>METER_CHECK>TARGET_HANDOFF>HOLD_STATE>CLOSE	7	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S001	B4	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S002	B4	f83r	BIOLOGICAL	CONTINUE_USE>HOLD_STATE>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S003	B4	f83r	BIOLOGICAL	MOVE_PASS>TARGET_HANDOFF>ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	8	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S004	B4	f83r	BIOLOGICAL	ACTIVATE_CHARGE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S005	B4	f83r	BIOLOGICAL	ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	4	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S006	B4	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S007	B4	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S008	B4	f83r	BIOLOGICAL	METER_CHECK>ACTIVATE_CHARGE>ACTIVATE_CHARGE>HOLD_STATE>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S009	B4	f83r	BIOLOGICAL	HOLD_STATE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S010	B4	f83r	BIOLOGICAL	CONTINUE_USE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S011	B4	f83r	BIOLOGICAL	METER_CHECK>HOLD_STATE>HOLD_STATE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>CLOSE	8	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S012	B4	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S013	B4	f83r	BIOLOGICAL	ACTIVATE_CHARGE>HOLD_STATE>CLOSE	3	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S014	B4	f83r	BIOLOGICAL	ACTIVATE_CHARGE>CONTINUE_USE>HOLD_STATE>MOVE_PASS>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S015	B4	f83r	BIOLOGICAL	ACTIVATE_CHARGE>HOLD_STATE>ACTIVATE_CHARGE>TARGET_HANDOFF>HOLD_STATE>MOVE_PASS>CLOSE	7	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B4-S016	B4	f83r	BIOLOGICAL	ACTIVATE_CHARGE>TARGET_HANDOFF>SOURCE_DRAW>HOLD_STATE>CLOSE	5	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B5-S001	B5	f83r	BIOLOGICAL	MOVE_PASS>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B5-S002	B5	f83r	BIOLOGICAL	ACTIVATE_CHARGE>CLOSE	2	YES	BIO_COMMITTED_CELL	PASS505_FIVE_STATE_AUTOMATON
B5-S003	B5	f83r	BIOLOGICAL	TARGET_HANDOFF>TARGET_HANDOFF>CONTINUE_USE>MOVE_PASS>TARGET_HANDOFF>METER_CHECK>CONTINUE_USE>METER_CHECK>MOVE_PASS	9	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
B6-S001	B6	f83r	BIOLOGICAL	HOLD_STATE>HOLD_STATE>HOLD_STATE>CONTINUE_USE>METER_CHECK>CONTINUE_USE>ACTIVATE_CHARGE>ACTIVATE_CHARGE>ACTIVATE_CHARGE	9	NO	BIO_OPEN_CARRY_OR_HEADER	PASS505_FIVE_STATE_AUTOMATON
