gdt743_patch_id	gdt742_patch_id	gdt741_patch_id	gdt739_dispatch_id	patch_id	occurrence_id	page	locus	token_index	token_ordinal	surface	body	opaque_head_id	line_position	family	level	gdt742_rule_trace	gdt741_dimension_dispatch	gdt742_dimension_dispatch	gdt741_carrier_dispatch	gdt742_carrier_dispatch	gdt741_state_mode	gdt742_state_mode	gdt741_working_render_de	gdt742_working_render_de	axis_specific_dispatch_retained	carrier_locally_bound_retained	specific_local_dispatch_retained	active_radius_two_carrier_contacts	changed_from_gdt741	dispatcher_uses_dispatch_id_or_locus	scope	literal_patient_or_species_claimed	literal_plaintext_claimed	unconditional_global_export	head_or_body_lexeme_credit	component_export_credit	unseen_form_export	gdt743_rule_trace	gdt743_dimension_dispatch	gdt743_carrier_dispatch	gdt743_state_mode	gdt743_working_render_de	carrier_locally_bound_gdt743	specific_local_dispatch_gdt743	changed_from_gdt742	active_run_override_contacts	dispatcher_uses_dispatch_id_or_locus_gdt743
G743-R0020	G742-R0020	G741-R0020	G739-D0020	G738-P0020	G737-O0030	f103r	f103r.52	9	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0021	G742-R0021	G741-R0021	G739-D0021	G738-P0021	G737-O0059	f104r	f104r.24	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0022	G742-R0022	G741-R0022	G739-D0022	G738-P0022	G737-O0061	f104r	f104r.32	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0023	G742-R0023	G741-R0023	G739-D0023	G738-P0023	G737-O0062	f104r	f104r.33	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0024	G742-R0024	G741-R0024	G739-D0024	G738-P0024	G737-O0066	f104r	f104r.41	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0025	G742-R0025	G741-R0025	G739-D0025	G738-P0025	G737-O0069	f104v	f104v.13	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III der Zubereitung; Dimension offen	Skalarstufe III der Zubereitung; Dimension offen	0	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	PREPARATION	NOT_APPLICABLE	Skalarstufe III der Zubereitung; Dimension offen	1	1	0	0	0
G743-R0026	G742-R0026	G741-R0026	G739-D0026	G738-P0026	G737-O0083	f105r	f105r.15	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	PREPARATION_MATERIAL	PREPARATION_MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III des Zubereitungsmaterials; Dimension offen	Skalarstufe III des Zubereitungsmaterials; Dimension offen	0	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	PREPARATION_MATERIAL	NOT_APPLICABLE	Skalarstufe III des Zubereitungsmaterials; Dimension offen	1	1	0	0	0
G743-R0027	G742-R0027	G741-R0027	G739-D0027	G738-P0027	G737-O0093	f105v	f105v.7	2	2	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	PROCESS_PASS	PREPARATION	NOT_APPLICABLE	Verarbeitungsgang III der Zubereitung	1	1	0	0	0
G743-R0028	G742-R0028	G741-R0028	G739-D0028	G738-P0028	G737-O0098	f105v	f105v.37	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	PROCESS_PASS	PREPARATION	NOT_APPLICABLE	Verarbeitungsgang III der Zubereitung	1	1	0	0	0
G743-R0029	G742-R0029	G741-R0029	G739-D0029	G738-P0029	G737-O0108	f106r	f106r.30	2	2	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	PROCESS_PASS	PROCESS_PASS	PREPARATION	PREPARATION	NOT_APPLICABLE	NOT_APPLICABLE	Verarbeitungsgang III der Zubereitung	Verarbeitungsgang III der Zubereitung	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	PROCESS_PASS	PREPARATION	NOT_APPLICABLE	Verarbeitungsgang III der Zubereitung	1	1	0	0	0
G743-R0030	G742-R0030	G741-R0030	G739-D0030	G738-P0030	G737-O0113	f106r	f106r.40	5	5	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0031	G742-R0031	G741-R0031	G739-D0031	G738-P0031	G737-O0126	f107r	f107r.8	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0032	G742-R0032	G741-R0032	G739-D0032	G738-P0032	G737-O0129	f107r	f107r.21	8	8	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	QUALITY_DEGREE	QUALITY_DEGREE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Heißgrad III des Materials	Heißgrad III des Materials	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	QUALITY_DEGREE	MATERIAL	NOT_APPLICABLE	Heißgrad III des Materials	1	1	0	0	0
G743-R0033	G742-R0033	G741-R0033	G739-D0033	G738-P0033	G737-O0130	f107r	f107r.21	10	10	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0034	G742-R0034	G741-R0034	G739-D0034	G738-P0034	G737-O0132	f107r	f107r.28	9	9	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0035	G742-R0035	G741-R0035	G739-D0035	G738-P0035	G737-O0137	f107r	f107r.35	6	6	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	AMOUNT_DOSE	AMOUNT_DOSE	MATERIAL	MATERIAL	NOT_APPLICABLE	NOT_APPLICABLE	Mengen-/Portionsstufe III des Materials	Mengen-/Portionsstufe III des Materials	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	AMOUNT_DOSE	MATERIAL	NOT_APPLICABLE	Mengen-/Portionsstufe III des Materials	1	1	0	0	0
G743-R0036	G742-R0036	G741-R0036	G739-D0036	G738-P0036	G737-O0139	f107r	f107r.36	11	11	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	OPEN_SCALAR	OPEN_SCALAR	OPEN	OPEN	NOT_APPLICABLE	NOT_APPLICABLE	Skalarstufe III; Dimension offen	Skalarstufe III; Dimension offen	0	0	0	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	OPEN_SCALAR	OPEN	NOT_APPLICABLE	Skalarstufe III; Dimension offen	0	0	0	0	0
G743-R0037	G742-R0037	G741-R0037	G739-D0037	G738-P0037	G737-O0146	f107r	f107r.49	7	7	lkaiin	kaiin	H4	MIDDLE	SCALAR	III	GDT741_RENDER_INHERITED	AMOUNT_DOSE	AMOUNT_DOSE	PREPARATION_MATERIAL_PART	PREPARATION_MATERIAL_PART	NOT_APPLICABLE	NOT_APPLICABLE	Mengen-/Portionsstufe III der Zubereitungsfraktion	Mengen-/Portionsstufe III der Zubereitungsfraktion	1	1	1	0	0	0	EXACT_COMPLETE_SURFACE_AT_THIS_ENUMERATED_OCCURRENCE	0	0	0	0	0	0	GDT742_RENDER_INHERITED	AMOUNT_DOSE	PREPARATION_MATERIAL_PART	NOT_APPLICABLE	Mengen-/Portionsstufe III der Zubereitungsfraktion	1	1	0	0	0
