split	held_value	model	eligible_events	total_bits	exact_next_state_hits	gain_over_placement	gain_over_exact_predecessor	unseen_combo_events	unseen_combo_bits	unseen_combo_hits	unseen_gain_over_exact
REGISTER	HERBAL_A	SOURCE_STATE_TABLE	2415	11747.327099604	591	-119.898787143	-39.428390085	391	2479.668331085	38	-39.367000154
REGISTER	HERBAL_A	FACTORIAL_OPERATOR	2415	11739.723936435	573	-112.295623974	-31.825226916	391	2450.979924218	41	-10.678593287
REGISTER	HERBAL_B	PLACEMENT	701	3306.990203671	203	0.000000000	-12.389552804	115	730.731336442	13	-4.153904874
REGISTER	HERBAL_B	EXACT_PREDECESSOR	701	3294.600650868	198	12.389552804	0.000000000	115	726.577431568	9	0.000000000
REGISTER	HERBAL_B	SOURCE_STATE_TABLE	701	3310.340551058	202	-3.350347386	-15.739900190	115	754.138990946	13	-27.561559377
REGISTER	HERBAL_B	FACTORIAL_OPERATOR	701	3257.408250450	205	49.581953221	37.192400418	115	742.880284116	13	-16.302852548
REGISTER	OTHER_A	PLACEMENT	431	1995.823469411	121	0.000000000	-2.854858792	78	484.535353285	6	3.665115920
REGISTER	OTHER_A	EXACT_PREDECESSOR	431	1992.968610619	121	2.854858792	0.000000000	78	488.200469205	6	0.000000000
REGISTER	OTHER_A	SOURCE_STATE_TABLE	431	2024.814115012	121	-28.990645601	-31.845504393	78	495.002437654	6	-6.801968449
REGISTER	OTHER_A	FACTORIAL_OPERATOR	431	1991.265736696	120	4.557732715	1.702873923	78	486.190730681	6	2.009738524
REGISTER	OTHER_B	PLACEMENT	2314	10854.556643092	542	0.000000000	-76.578917339	325	1876.294105672	17	6.616541802
REGISTER	OTHER_B	EXACT_PREDECESSOR	2314	10777.977725753	542	76.578917339	0.000000000	325	1882.910647474	17	0.000000000
REGISTER	OTHER_B	SOURCE_STATE_TABLE	2314	10710.299714624	570	144.256928468	67.678011129	325	1920.341673951	17	-37.431026476
REGISTER	OTHER_B	FACTORIAL_OPERATOR	2314	10526.261802612	598	328.294840479	251.715923141	325	1845.277064343	20	37.633583132
REGISTER	STARS_RECIPE_B	PLACEMENT	2407	11576.699071518	676	0.000000000	-59.741172226	380	2371.761188891	34	1.084948466
REGISTER	STARS_RECIPE_B	EXACT_PREDECESSOR	2407	11516.957899292	679	59.741172226	0.000000000	380	2372.846137357	36	0.000000000
REGISTER	STARS_RECIPE_B	SOURCE_STATE_TABLE	2407	11482.768219683	675	93.930851836	34.189679610	380	2412.617595701	34	-39.771458344
REGISTER	STARS_RECIPE_B	FACTORIAL_OPERATOR	2407	11310.113072432	678	266.585999086	206.844826860	380	2337.654111610	34	35.192025747
HAND	1	PLACEMENT	2680	12923.058831669	669	0.000000000	89.562273421	435	2748.732041067	41	15.023533708
HAND	1	EXACT_PREDECESSOR	2680	13012.621105090	669	-89.562273421	0.000000000	435	2763.755574775	41	0.000000000
HAND	1	SOURCE_STATE_TABLE	2680	13071.608560270	669	-148.549728601	-58.987455180	435	2793.229206211	41	-29.473631435
HAND	1	FACTORIAL_OPERATOR	2680	13055.426943827	651	-132.368112158	-42.805838737	435	2772.420513152	43	-8.664938377
HAND	2	PLACEMENT	2692	12669.607906365	611	0.000000000	-83.201609221	389	2258.549002282	22	5.524343266
HAND	2	EXACT_PREDECESSOR	2692	12586.406297144	625	83.201609221	0.000000000	389	2264.073345549	22	0.000000000
HAND	2	SOURCE_STATE_TABLE	2692	12504.763692195	670	164.844214170	81.642604949	389	2314.534239074	22	-50.460893525
HAND	2	FACTORIAL_OPERATOR	2692	12276.338447716	719	393.269458649	310.067849428	389	2231.135056339	25	32.938289210
HAND	3	PLACEMENT	2672	13026.940889110	731	0.000000000	-64.474007769	450	2859.536003623	34	-2.065099947
HAND	3	EXACT_PREDECESSOR	2672	12962.466881341	737	64.474007769	0.000000000	450	2857.470903676	36	0.000000000
HAND	3	SOURCE_STATE_TABLE	2672	12948.667586649	731	78.273302461	13.799294692	450	2901.993289605	34	-44.522385930
HAND	3	FACTORIAL_OPERATOR	2672	12764.889309095	734	262.051580015	197.577572246	450	2824.433183056	34	33.037720620
HAND	5	PLACEMENT	143	643.891620253	42	0.000000000	-0.731928287	14	97.202396009	1	-0.377570159
HAND	5	EXACT_PREDECESSOR	143	643.159691967	42	0.731928287	0.000000000	14	96.824825849	1	0.000000000
HAND	5	SOURCE_STATE_TABLE	143	643.473345076	42	0.418275177	-0.313653110	14	99.863489321	1	-3.038663472
HAND	5	FACTORIAL_OPERATOR	143	627.546181059	42	16.345439194	15.613510907	14	97.600169599	1	-0.775343750
HAND	@	PLACEMENT	81	345.893093186	28	0.000000000	1.155688828	12	67.868321301	1	1.701639458
HAND	@	EXACT_PREDECESSOR	81	347.048782014	28	-1.155688828	0.000000000	12	69.569960759	1	0.000000000
HAND	@	SOURCE_STATE_TABLE	81	338.893921193	28	6.999171993	8.154860820	12	69.946821461	1	-0.376860702
HAND	@	FACTORIAL_OPERATOR	81	331.510663231	29	14.382429955	15.538118783	12	67.461513720	1	2.108447039
