page	locus	source_position_count	v57_to_v98_context_delta_count	v56_to_v98_context_delta_count	exact_output_unit_count	practical_output_unit_count	exact_reader_sha256	practical_reader_sha256	practical_renderer_changed	practical_patch_ids	practical_span_ids	surface_and_order_parity	dictionary_core_changes	context_table_changes	score_changes	component_global_exports	historical_confirmation
f113v	f113v.12	5	4	4	5	5	82741fe1da011d049c0808c559b5beda37b90bbb9cb58a3b2f81fce094e9dee6	82741fe1da011d049c0808c559b5beda37b90bbb9cb58a3b2f81fce094e9dee6	0	NONE	NONE	1	0	0	0	0	H0_NONE
f113v	f113v.17	7	6	6	7	7	ff1b18e4f57d660e28b0c98e060efba590f4e917eeed9f280b6476db70f67807	ff1b18e4f57d660e28b0c98e060efba590f4e917eeed9f280b6476db70f67807	0	NONE	NONE	1	0	0	0	0	H0_NONE
f113v	f113v.3	7	5	5	7	7	f08d1046c48efa6589544a6b4c0113fcfb252a033886f23f775c59be6e32896a	f08d1046c48efa6589544a6b4c0113fcfb252a033886f23f775c59be6e32896a	0	NONE	NONE	1	0	0	0	0	H0_NONE
f114r	f114r.24	13	10	10	13	13	1b33e807e19ab03235289baf6203f3c38a1a12a60b2b2c4692ebcda3e450a685	1b33e807e19ab03235289baf6203f3c38a1a12a60b2b2c4692ebcda3e450a685	0	NONE	NONE	1	0	0	0	0	H0_NONE
f114r	f114r.26	10	8	8	10	10	5ddcbb5b94ad9d9ae224fc76f577d322087f56a17c2b0d4cc2cf899313676b81	5ddcbb5b94ad9d9ae224fc76f577d322087f56a17c2b0d4cc2cf899313676b81	0	NONE	NONE	1	0	0	0	0	H0_NONE
f114v	f114v.36	11	10	10	11	11	5b02aefdedfdb36f8ab0cb014b0337b72b9ecead55147331d133ffedf7f82eed	5b02aefdedfdb36f8ab0cb014b0337b72b9ecead55147331d133ffedf7f82eed	0	NONE	NONE	1	0	0	0	0	H0_NONE
f115r	f115r.1	11	10	10	10	10	9a1e2e95008b76dfe91b4295a602f24077a63d20fb75b59075d28cb46321bda9	9a1e2e95008b76dfe91b4295a602f24077a63d20fb75b59075d28cb46321bda9	0	NONE	G683_CHEOP_OL	1	0	0	0	0	H0_NONE
f115r	f115r.23	13	7	7	13	13	9a7af1ecc9d91321fe43d34e89f99b184611d13ec4be95d8f4b6cecf3faa1a8a	82ec518b3eb3cfd8c50b2572c423bb2ed7ada9274ac450f7763e330ec39cfd47	1	R008_QOKCHO_LOCAL_PATIENT_F115R23	NONE	1	0	0	0	0	H0_NONE
f116r	f116r.12	12	9	9	12	11	f75fefede37a7dfb3564e8b2bb12adc59b70d6eaefbf12ded73042b2d4ec876e	c0ee5ad36e926d27bb842210465b4fbc0aee9a31c0c419d9813df0f2e43e5ad7	1	R003_CHOLCHES_OKAIN_DAIN_F116R12	R004_OTAL_DAIN_F116R12	1	0	0	0	0	H0_NONE
f23r	f23r.6	12	10	10	12	12	179e348f657024293f99048238f8c995abc92c9540eb024e8dbcf7e602e4e7ed	179e348f657024293f99048238f8c995abc92c9540eb024e8dbcf7e602e4e7ed	0	NONE	NONE	1	0	0	0	0	H0_NONE
f24v	f24v.15	4	4	4	4	4	ec3a39a919b9a6128dc93c9df69ecfddc61ada7c3b04af285e00b62ddfaa97ee	ec3a39a919b9a6128dc93c9df69ecfddc61ada7c3b04af285e00b62ddfaa97ee	0	NONE	NONE	1	0	0	0	0	H0_NONE
f26r	f26r.2	9	8	8	9	9	492dd4f97a96b0b7aec881e4056e165d73a5f445cd63dd4bacedb5e70582a7d3	492dd4f97a96b0b7aec881e4056e165d73a5f445cd63dd4bacedb5e70582a7d3	0	NONE	NONE	1	0	0	0	0	H0_NONE
f27r	f27r.9	7	6	6	7	7	94a5f316a77c760e1f3bbd1f6299f3ec2d6747ee6a81a76adcb044daf3713bc7	94a5f316a77c760e1f3bbd1f6299f3ec2d6747ee6a81a76adcb044daf3713bc7	0	NONE	NONE	1	0	0	0	0	H0_NONE
f30r	f30r.9	7	5	5	7	7	b83c81bedc2b3415f797f733ef014f806ead5cf897a0ceea09a192f380958bcb	b83c81bedc2b3415f797f733ef014f806ead5cf897a0ceea09a192f380958bcb	0	NONE	NONE	1	0	0	0	0	H0_NONE
f49r	f49r.16	4	3	3	4	4	502a0b481f96b4a2b8cc181293336a0d58d15a101b817cf0ea2bb96a98def2ef	502a0b481f96b4a2b8cc181293336a0d58d15a101b817cf0ea2bb96a98def2ef	0	NONE	NONE	1	0	0	0	0	H0_NONE
f56r	f56r.6	6	5	5	6	6	02e46ff0f2427cd5bd98e674ec6717f5400c847f7379d011e543665e69c5acc6	02e46ff0f2427cd5bd98e674ec6717f5400c847f7379d011e543665e69c5acc6	0	NONE	NONE	1	0	0	0	0	H0_NONE
f75r	f75r.3	9	5	5	9	9	de67cdf4f9c5be19d475ff045e81b0cdced5822ac822be40f0497abb7cdb6bcd	de67cdf4f9c5be19d475ff045e81b0cdced5822ac822be40f0497abb7cdb6bcd	0	NONE	NONE	1	0	0	0	0	H0_NONE
f76v	f76v.10	10	8	8	10	10	22355263c27d059f103d7421ea3d7eba6ba8834703b3b6bd9518a84d38e6f449	22355263c27d059f103d7421ea3d7eba6ba8834703b3b6bd9518a84d38e6f449	0	R010_G725_COMPANION_P265	NONE	1	0	0	0	0	H0_NONE
f77r	f77r.38	9	4	4	9	9	eba0528d6c9e8e3e3dd04aa4c2c312b20d42c35cb1ed2eed75ca1d82216c1613	eba0528d6c9e8e3e3dd04aa4c2c312b20d42c35cb1ed2eed75ca1d82216c1613	0	NONE	NONE	1	0	0	0	0	H0_NONE
f77v	f77v.7	11	9	9	11	11	a2ccd3f1ef8d44f948838e79969f1667f0accd31696ef66073b7f7caab4aad75	a2ccd3f1ef8d44f948838e79969f1667f0accd31696ef66073b7f7caab4aad75	0	NONE	NONE	1	0	0	0	0	H0_NONE
f7r	f7r.2	9	8	8	8	8	cf6d80de5eb3691bec76a0d2d5413280eca24bfc59e15d9da0b5462448c73681	cf6d80de5eb3691bec76a0d2d5413280eca24bfc59e15d9da0b5462448c73681	0	NONE	G678_KEO_R_F7R2	1	0	0	0	0	H0_NONE
f80r	f80r.17	13	9	9	13	13	8915fdd22dedf0f5464633c566b4ee88c28e84538b83e5d1bbdbce7342212b47	8915fdd22dedf0f5464633c566b4ee88c28e84538b83e5d1bbdbce7342212b47	0	NONE	NONE	1	0	0	0	0	H0_NONE
f80v	f80v.27	10	6	6	10	10	b0383a33d7454945cb66ae92de293eecddf39425e1768904a707d322e13745a6	b0383a33d7454945cb66ae92de293eecddf39425e1768904a707d322e13745a6	0	NONE	NONE	1	0	0	0	0	H0_NONE
f80v	f80v.35	12	7	7	12	12	08780289370aaf7279d5dbf87cec98110f6cc5bc3e0902e91e53f23e5b60e38c	08780289370aaf7279d5dbf87cec98110f6cc5bc3e0902e91e53f23e5b60e38c	0	NONE	NONE	1	0	0	0	0	H0_NONE
f83v	f83v.12	11	8	8	11	10	9343b41af0abbbe5bb080d228ea99462c4ee0bea8ac9c528ff962c7b62e83c69	aa46144c8a61eb88aa6e0a87686d04f54a40ec5ea404756bf87df79c49461eb8	1	NONE	R002_DAIIN_SHCKHY_F83V12	1	0	0	0	0	H0_NONE
f85r2	f85r2.5	3	3	3	3	3	b16b95c9ee5b6def697429288ecff2a14189f79d65191db8cd2fb65b2e94e5c4	b16b95c9ee5b6def697429288ecff2a14189f79d65191db8cd2fb65b2e94e5c4	0	NONE	NONE	1	0	0	0	0	H0_NONE
f86v3	f86v3.13	11	10	10	10	10	e72066a3cae54a50f156d965d6c1437676f84cec70c07170fe26fb5483d7b2ee	e72066a3cae54a50f156d965d6c1437676f84cec70c07170fe26fb5483d7b2ee	0	NONE	B001	1	0	0	0	0	H0_NONE
f86v3	f86v3.18	7	5	5	7	7	70c54be6d69ba9da1fdda1c4b049df1d85f452bb541f217eac281f976a0b3577	70c54be6d69ba9da1fdda1c4b049df1d85f452bb541f217eac281f976a0b3577	0	NONE	NONE	1	0	0	0	0	H0_NONE
f86v3	f86v3.19	10	9	9	10	10	1fe17d096d40f9822c26a37f8fd2241634639fb63a08e7739d5e92426255119c	1fe17d096d40f9822c26a37f8fd2241634639fb63a08e7739d5e92426255119c	0	NONE	NONE	1	0	0	0	0	H0_NONE
f86v5	f86v5.2	12	8	8	12	12	b5e4c89b1b16c72f856497e8bf6fdb29b47666ed22a0ececf4605b5cebca84af	b5e4c89b1b16c72f856497e8bf6fdb29b47666ed22a0ececf4605b5cebca84af	0	NONE	NONE	1	0	0	0	0	H0_NONE
f86v5	f86v5.24	9	7	7	9	9	a82a0c1b9944af669d9e96bccc888ba79c951fd0565b43adaf1652fb0630a914	a82a0c1b9944af669d9e96bccc888ba79c951fd0565b43adaf1652fb0630a914	0	NONE	NONE	1	0	0	0	0	H0_NONE
f86v5	f86v5.4	11	6	6	11	11	002bec2aad8d7cb3e8240e811fc2fe9f189191d913290bceb080b3f7ab8c8b9b	002bec2aad8d7cb3e8240e811fc2fe9f189191d913290bceb080b3f7ab8c8b9b	0	NONE	NONE	1	0	0	0	0	H0_NONE
f86v6	f86v6.25	10	7	7	10	10	3283b6fc96fdeda425620fd449e8b1637576f0075851cfb8bb4ffd7f2c12f1cf	51c5976ae3c1acea1f88c7e26ef53dd8bcb2ea896bd856d2916755c7d7634174	1	R009_ARARAM_COMPACT_F86V625	NONE	1	0	0	0	0	H0_NONE
f86v6	f86v6.31	11	8	8	11	11	7477f175286b8068edacf3586443a4709ed47c5c0081175177629f8f4ea9dbdc	7477f175286b8068edacf3586443a4709ed47c5c0081175177629f8f4ea9dbdc	0	NONE	NONE	1	0	0	0	0	H0_NONE
f86v6	f86v6.4	13	12	12	12	12	8f234a9fc4be5f01ab5f1fbf597243d151631b50552082187db2c15fcc2d9d66	8f234a9fc4be5f01ab5f1fbf597243d151631b50552082187db2c15fcc2d9d66	0	NONE	B003	1	0	0	0	0	H0_NONE
f86v6	f86v6.5	12	9	9	11	11	fdc1bd028214f79efe51136f3ef88a4f2153cdd568dbd04e2654f6432099e00a	fdc1bd028214f79efe51136f3ef88a4f2153cdd568dbd04e2654f6432099e00a	0	NONE	B002	1	0	0	0	0	H0_NONE
f88r	f88r.19	8	5	5	8	8	54c249c3c15d8ba0b44c52c029d2ba2f6fc44e0cd0a3b37d4c76d0e5d5a27d54	54c249c3c15d8ba0b44c52c029d2ba2f6fc44e0cd0a3b37d4c76d0e5d5a27d54	0	NONE	NONE	1	0	0	0	0	H0_NONE
f8r	f8r.15	10	7	7	10	9	a951077cb1bf5e50644237bb30a5f049ae39a680cfa3e9782a8ec105fd963cec	f8be2f8a4e4ff75e662035467b78c8414f16d3fa76b8a70c6ae34c0453ff80ac	1	NONE	R005_DAIIN_DOL_F8R15	1	0	0	0	0	H0_NONE
f95v1	f95v1.7	11	9	9	11	11	9a6aae729d7960e1604835873ce6f99521001ba542a7834eca69fd2434c696c1	9a6aae729d7960e1604835873ce6f99521001ba542a7834eca69fd2434c696c1	0	NONE	NONE	1	0	0	0	0	H0_NONE
