edition	output_unit_id	global_output_ordinal	page	locus	line_output_ordinal	source_kind	source_ref	anchor_position_id	consumed_position_ids	consumed_position_count	source_surfaces	v98_context_inputs_de	rendered_text_de	component_global_export_allowed	score_delta	historical_confirmation
V98_EXACT	XU029	29	f105r	f105r.31	5	CONTEXT_POSITION	P029	P029	P029	1	aiijy	den vorstehenden Anteil in drei Bündel abfüllen und schließen	den vorstehenden Anteil in drei Bündel abfüllen und schließen	0	0	H0_NONE
V98_EXACT	XU030	30	f105r	f105r.31	6	CONTEXT_POSITION	P030	P030	P030	1	cpheesy	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	0	0	H0_NONE
V98_EXACT	XU031	31	f105r	f105r.31	7	CONTEXT_POSITION	P031	P031	P031	1	okal	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	0	H0_NONE
V98_EXACT	XU032	32	f105r	f105r.31	8	CONTEXT_POSITION	P032	P032	P032	1	lkedy	bis zur mittleren Heizstufe erhitztes Holz	bis zur mittleren Heizstufe erhitztes Holz	0	0	H0_NONE
V98_EXACT	XU033	33	f105r	f105r.31	9	CONTEXT_POSITION	P033	P033	P033	1	lkar	Anteil I des vorstehenden bis zur Mittelstufe erhitzten Holzes	Anteil I des vorstehenden bis zur Mittelstufe erhitzten Holzes	0	0	H0_NONE
V98_EXACT	XU034	34	f105r	f105r.31	10	CONTEXT_POSITION	P034	P034	P034	1	chedy	mittlere Trockenstufe erreicht	mittlere Trockenstufe erreicht	0	0	H0_NONE
V98_EXACT	XU035	35	f105r	f105r.31	11	CONTEXT_POSITION	P035	P035	P035	1	qokaiin	heiß, Grad III	heiß, Grad III	0	0	H0_NONE
V98_EXACT	XU036	36	f105r	f105r.31	12	CONTEXT_POSITION	P036	P036	P036	1	or	Drogenportion	Drogenportion	0	0	H0_NONE
V98_EXACT	XU037	37	f105r	f105r.31	13	CONTEXT_POSITION	P037	P037	P037	1	fchoky	heiß-trockene Blütenzubereitung in Grundform	heiß-trockene Blütenzubereitung in Grundform	0	0	H0_NONE
V98_EXACT	XU038	38	f105v	f105v.1	1	CONTEXT_POSITION	P038	P038	P038	1	polairy	Pulveranteil II, abgeschlossen	Pulveranteil II, abgeschlossen	0	0	H0_NONE
V98_EXACT	XU039	39	f105v	f105v.1	2	CONTEXT_POSITION	P039	P039	P039	1	oair	Anteil II der Zubereitung	Anteil II der Zubereitung	0	0	H0_NONE
V98_EXACT	XU040	40	f105v	f105v.1	3	CONTEXT_POSITION	P040	P040	P040	1	olpcheey	trocken gebundenes Holzpulver, Form II	trocken gebundenes Holzpulver, Form II	0	0	H0_NONE
V98_EXACT	XU041	41	f105v	f105v.1	4	CONTEXT_POSITION	P041	P041	P041	1	ykaiin	erhitze hiervon auf Stufe III	erhitze hiervon auf Stufe III	0	0	H0_NONE
V98_EXACT	XU042	42	f105v	f105v.1	5	CONTEXT_POSITION	P042	P042	P042	1	olpchedy	fertiges Holzextraktpulver	fertiges Holzextraktpulver	0	0	H0_NONE
V98_EXACT	XU043	43	f105v	f105v.1	6	CONTEXT_POSITION	P043	P043	P043	1	opchedaiin	drei Portionen bis zur Mittelstufe getrockneten Pulvers	drei Portionen bis zur Mittelstufe getrockneten Pulvers	0	0	H0_NONE
V98_EXACT	XU044	44	f105v	f105v.1	7	CONTEXT_POSITION	P044	P044	P044	1	dairody	abgemessener Anteil II des vorstehenden bis zur Mittelstufe getrockneten Pulvers; fertig	abgemessener Anteil II des vorstehenden bis zur Mittelstufe getrockneten Pulvers; fertig	0	0	H0_NONE
V98_EXACT	XU045	45	f105v	f105v.1	8	CONTEXT_POSITION	P045	P045	P045	1	ypcheddy	hieraus Pulver bis zur Mittelstufe trocknen	hieraus Pulver bis zur Mittelstufe trocknen	0	0	H0_NONE
V98_EXACT	XU046	46	f105v	f105v.1	9	CONTEXT_POSITION	P046	P046	P046	1	sairy	Samenanteil II, abgeschlossen	Samenanteil II, abgeschlossen	0	0	H0_NONE
V98_EXACT	XU047	47	f105v	f105v.14	1	CONTEXT_POSITION	P047	P047	P047	1	pchedaiin	drei Dosen bis Mittelstufe getrocknetes Pulver	drei Dosen bis Mittelstufe getrocknetes Pulver	0	0	H0_NONE
V98_EXACT	XU048	48	f105v	f105v.14	2	CONTEXT_POSITION	P048	P048	P048	1	chckhdy	trockenes Arzneikompositum, Anfangsstufe erreicht	trockenes Arzneikompositum, Anfangsstufe erreicht	0	0	H0_NONE
V98_EXACT	XU049	49	f105v	f105v.14	3	CONTEXT_POSITION	P049	P049	P049	1	qokaiir	hiervon den heißen Anteil III nehmen	hiervon den heißen Anteil III nehmen	0	0	H0_NONE
V98_EXACT	XU050	50	f105v	f105v.14	4	CONTEXT_POSITION	P050	P050	P050	1	olpchedy	fertiges Holzextraktpulver	fertiges Holzextraktpulver	0	0	H0_NONE
V98_EXACT	XU051	51	f105v	f105v.14	5	CONTEXT_POSITION	P051	P051	P051	1	olord	abgezogene Portion des Holzauszugs	abgezogene Portion des Holzauszugs	0	0	H0_NONE
V98_EXACT	XU052	52	f105v	f105v.14	6	CONTEXT_POSITION	P052	P052	P052	1	aiiin	Menge IV	Menge IV	0	0	H0_NONE
V98_EXACT	XU053	53	f105v	f105v.14	7	CONTEXT_POSITION	P053	P053	P053	1	tail	kaltgestellte Rohdroge II	kaltgestellte Rohdroge II	0	0	H0_NONE
V98_EXACT	XU054	54	f105v	f105v.14	8	CONTEXT_POSITION	P054	P054	P054	1	odar	Anteil I des Ansatzes abmessen	Anteil I des Ansatzes abmessen	0	0	H0_NONE
V98_EXACT	XU055	55	f105v	f105v.14	9	CONTEXT_POSITION	P055	P055	P055	1	kard	vorstehend abgemessener, erhitzter und abgezogener Anteil I	vorstehend abgemessener, erhitzter und abgezogener Anteil I	0	0	H0_NONE
V98_EXACT	XU056	56	f105v	f105v.14	10	CONTEXT_POSITION	P056	P056	P056	1	chtchy	Droge kalt trocknen und leicht nachtrocknen	Droge kalt trocknen und leicht nachtrocknen	0	0	H0_NONE
V98_EXACT	XU057	57	f106r	f106r.23	1	CONTEXT_POSITION	P057	P057	P057	1	ychedy	bis zur Mittelstufe getrocknet und abgeschlossen	bis zur Mittelstufe getrocknet und abgeschlossen	0	0	H0_NONE
V98_EXACT	XU058	58	f106r	f106r.23	2	CONTEXT_POSITION	P058	P058	P058	1	qckhedy	den vorstehenden Trockenposten bis zur Mittelstufe fertig aufbereiten	den vorstehenden Trockenposten bis zur Mittelstufe fertig aufbereiten	0	0	H0_NONE
V98_EXACT	XU059	59	f106r	f106r.23	3	CONTEXT_POSITION	P059	P059	P059	1	dair	abgemessener Anteil II	abgemessener Anteil II	0	0	H0_NONE
V98_EXACT	XU060	60	f106r	f106r.23	4	CONTEXT_POSITION	P060	P060	P060	1	al	Material I	Material I	0	0	H0_NONE
V98_EXACT	XU061	61	f106r	f106r.23	5	CONTEXT_POSITION	P061	P061	P061	1	qokedy	heiße Mittelstufe erreicht	heiße Mittelstufe erreicht	0	0	H0_NONE
V98_EXACT	XU062	62	f106r	f106r.23	6	CONTEXT_POSITION	P062	P062	P062	1	shecphy	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe eingeweichtes und abgeschlossenes Arzneikompositum	0	0	H0_NONE
V98_EXACT	XU063	63	f106r	f106r.23	7	CONTEXT_POSITION	P063	P063	P063	1	qokchy	heiß-trocken, Anfangsstufe	heiß-trocken, Anfangsstufe	0	0	H0_NONE
V98_EXACT	XU064	64	f106r	f106r.23	8	CONTEXT_POSITION	P064	P064	P064	1	otedy	kalter Ansatz, Mittelstufe erreicht	kalter Ansatz, Mittelstufe erreicht	0	0	H0_NONE
V98_EXACT	XU065	65	f106r	f106r.23	9	CONTEXT_POSITION	P065	P065	P065	1	dar	abgemessener Anteil I	abgemessener Anteil I	0	0	H0_NONE
V98_EXACT	XU066	66	f106r	f106r.23	10	CONTEXT_POSITION	P066	P066	P066	1	aror	eine Portion des Drogenanteils I	eine Portion des Drogenanteils I	0	0	H0_NONE
V98_EXACT	XU067	67	f107r	f107r.2	1	CONTEXT_POSITION	P067	P067	P067	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	0	H0_NONE
V98_EXACT	XU068	68	f107r	f107r.2	2	CONTEXT_POSITION	P068	P068	P068	1	qoteos	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	eine bis zur Mittelstufe gekühlte Ansatzcharge nehmen	0	0	H0_NONE
V98_EXACT	XU069	69	f107r	f107r.2	3	CONTEXT_POSITION	P069	P069	P069	1	aiin	Menge III	Menge III	0	0	H0_NONE
V98_EXACT	XU070	70	f107r	f107r.2	4	CONTEXT_POSITION	P070	P070	P070	1	shedy	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	0	0	H0_NONE
V98_EXACT	XU071	71	f107r	f107r.2	5	CONTEXT_POSITION	P071	P071	P071	1	oteed	vollständig abgekühlter und abgezogener Auszug	vollständig abgekühlter und abgezogener Auszug	0	0	H0_NONE
V98_EXACT	XU072	72	f107r	f107r.2	6	CONTEXT_POSITION	P072	P072	P072	1	qor	nimm eine Drogenportion	nimm eine Drogenportion	0	0	H0_NONE
V98_EXACT	XU073	73	f107r	f107r.2	7	CONTEXT_POSITION	P073	P073	P073	1	aiin	Menge III	Menge III	0	0	H0_NONE
V98_EXACT	XU074	74	f107r	f107r.2	8	CONTEXT_POSITION	P074	P074	P074	1	cheockhy	trocken angesetzte Mischung, Anfangsstufe	trocken angesetzte Mischung, Anfangsstufe	0	0	H0_NONE
V98_EXACT	XU075	75	f107r	f107r.2	9	CONTEXT_POSITION	P075	P075	P075	1	olkeey	Holzansatz vollständig erhitzt	Holzansatz vollständig erhitzt	0	0	H0_NONE
V98_EXACT	XU076	76	f107r	f107r.2	10	CONTEXT_POSITION	P076	P076	P076	1	qotain	kalter Ansatz, Grad II	kalter Ansatz, Grad II	0	0	H0_NONE
V98_EXACT	XU077	77	f107r	f107r.2	11	CONTEXT_POSITION	P077	P077	P077	1	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	0	0	H0_NONE
V98_EXACT	XU078	78	f107r	f107r.2	12	CONTEXT_POSITION	P078	P078	P078	1	qeeey	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	die vorstehende Behandlung bis zur letzten Stufe führen und abschließen	0	0	H0_NONE
V98_EXACT	XU079	79	f107r	f107r.2	13	CONTEXT_POSITION	P079	P079	P079	1	lor	Holzportion	Holzportion	0	0	H0_NONE
V98_EXACT	XU080	80	f107r	f107r.40	1	CONTEXT_POSITION	P080	P080	P080	1	lolkaiin	Holzstoff, heiß auf Stufe III	Holzstoff, heiß auf Stufe III	0	0	H0_NONE
V98_EXACT	XU081	81	f107r	f107r.40	2	CONTEXT_POSITION	P081	P081	P081	1	chey	trocken in der Mitte des Grades	trocken in der Mitte des Grades	0	0	H0_NONE
V98_EXACT	XU082	82	f107r	f107r.40	3	CONTEXT_POSITION	P082	P082	P082	1	qokaiin	heiß, Grad III	heiß, Grad III	0	0	H0_NONE
V98_EXACT	XU083	83	f107r	f107r.40	4	CONTEXT_POSITION	P083	P083	P083	1	chal	trockenes Material I, Anfangsstufe	trockenes Material I, Anfangsstufe	0	0	H0_NONE
V98_EXACT	XU084	84	f107r	f107r.40	5	CONTEXT_POSITION	P084	P084	P084	1	aiin	Menge III	Menge III	0	0	H0_NONE
V98_EXACT	XU085	85	f107r	f107r.40	6	CONTEXT_POSITION	P085	P085	P085	1	okaiin	heißer Ansatz, Grad III	heißer Ansatz, Grad III	0	0	H0_NONE
V98_EXACT	XU086	86	f107r	f107r.40	7	CONTEXT_POSITION	P086	P086	P086	1	olkar	heißer Holzanteil I	heißer Holzanteil I	0	0	H0_NONE
V98_EXACT	XU087	87	f107r	f107r.40	8	CONTEXT_POSITION	P087	P087	P087	1	otair	Anteil II des kalten Ansatzes	Anteil II des kalten Ansatzes	0	0	H0_NONE
V98_EXACT	XU088	88	f107r	f107r.40	9	CONTEXT_POSITION	P088	P088	P088	1	okal	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	0	H0_NONE
V98_EXACT	XU089	89	f107r	f107r.40	10	CONTEXT_POSITION	P089	P089	P089	1	okal	Rohstoffklasse I im heißen Ansatz, Gradanfang	Rohstoffklasse I im heißen Ansatz, Gradanfang	0	0	H0_NONE
V98_EXACT	XU090	90	f10r	f10r.2	1	CONTEXT_POSITION	P090	P090	P090	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	0	0	H0_NONE
V98_EXACT	XU091	91	f10r	f10r.2	2	CONTEXT_POSITION	P091	P091	P091	1	cthoor	eine Portion Krautansatz	eine Portion Krautansatz	0	0	H0_NONE
V98_EXACT	XU092	92	f10r	f10r.2	3	CONTEXT_POSITION	P092	P092	P092	1	char	trockener Anteil I der vorstehenden Krautansatzportion	trockener Anteil I der vorstehenden Krautansatzportion	0	0	H0_NONE
V98_EXACT	XU093	93	f10r	f10r.2	4	CONTEXT_POSITION	P093	P093	P093	1	chty	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	0	0	H0_NONE
V98_EXACT	XU094	94	f10r	f10r.2	5	CONTEXT_POSITION	P094	P094	P094	1	os	eine Zubereitung	eine Zubereitung	0	0	H0_NONE
V98_EXACT	XU095	95	f10r	f10r.2	6	CONTEXT_POSITION	P095	P095	P095	1	chair	trockener Anteil II der vorstehenden Zubereitung	trockener Anteil II der vorstehenden Zubereitung	0	0	H0_NONE
V98_EXACT	XU096	96	f10r	f10r.2	7	CONTEXT_POSITION	P096	P096	P096	1	otytchol	nachgekühlter Trockenstoff im Ansatz	nachgekühlter Trockenstoff im Ansatz	0	0	H0_NONE
V98_EXACT	XU097	97	f10r	f10r.2	8	CONTEXT_POSITION	P097	P097	P097	1	oky	heißer Ansatz am Anfang des Grades	heißer Ansatz am Anfang des Grades	0	0	H0_NONE
V98_EXACT	XU098	98	f10r	f10r.2	9	CONTEXT_POSITION	P098	P098	P098	1	daiin	Grad III	Grad III	0	0	H0_NONE
V98_EXACT	XU099	99	f10r	f10r.2	10	CONTEXT_POSITION	P099	P099	P099	1	etyd	bis zur Mittelstufe gekühlte, abgeschlossene Zubereitung	bis zur Mittelstufe gekühlte, abgeschlossene Zubereitung	0	0	H0_NONE
V98_EXACT	XU100	100	f112r	f112r.36	1	CONTEXT_POSITION	P100	P100	P100	1	sain	Samen, Charge II	Samen, Charge II	0	0	H0_NONE
V98_EXACT	XU101	101	f112r	f112r.36	2	CONTEXT_POSITION	P101	P101	P101	1	ol	Ansatz	Ansatz	0	0	H0_NONE
V98_EXACT	XU102	102	f112r	f112r.36	3	CONTEXT_POSITION	P102	P102	P102	1	checkhy	trockene Mischung, Anfangsstufe	trockene Mischung, Anfangsstufe	0	0	H0_NONE
V98_EXACT	XU103	103	f112r	f112r.36	4	CONTEXT_POSITION	P103	P103	P103	1	olchain	Holzansatz, trocken auf Stufe II	Holzansatz, trocken auf Stufe II	0	0	H0_NONE
V98_EXACT	XU104	104	f112r	f112r.36	5	CONTEXT_POSITION	P104	P104	P104	1	okeey	heißer Ansatz am Ende des Grades	heißer Ansatz am Ende des Grades	0	0	H0_NONE
V98_EXACT	XU105	105	f112r	f112r.36	6	CONTEXT_POSITION	P105	P105	P105	1	olam	ein Maß Holz	ein Maß Holz	0	0	H0_NONE
V98_EXACT	XU106	106	f112v	f112v.10	1	CONTEXT_POSITION	P106	P106	P106	1	dain	Grad II	Grad II	0	0	H0_NONE
V98_EXACT	XU107	107	f112v	f112v.10	2	CONTEXT_POSITION	P107	P107	P107	1	sheey	feucht, Endstufe	feucht, Endstufe	0	0	H0_NONE
V98_EXACT	XU108	108	f112v	f112v.10	3	CONTEXT_POSITION	P108	P108	P108	1	okchedy	heiß-trockene Zubereitung; Mittelstufe erreicht	heiß-trockene Zubereitung; Mittelstufe erreicht	0	0	H0_NONE
V98_EXACT	XU109	109	f112v	f112v.10	4	CONTEXT_POSITION	P109	P109	P109	1	oror	zwei Portionen	zwei Portionen	0	0	H0_NONE
V98_EXACT	XU110	110	f113v	f113v.12	1	CONTEXT_POSITION	P110	P110	P110	1	solchedy	bis zur Mittelstufe getrocknete Samenmasse	bis zur Mittelstufe getrocknete Samenmasse	0	0	H0_NONE
V98_EXACT	XU111	111	f113v	f113v.12	2	CONTEXT_POSITION	P111	P111	P111	1	otsheody	fertiges kalt angefeuchtetes Mazerat	fertiges kalt angefeuchtetes Mazerat	0	0	H0_NONE
V98_EXACT	XU112	112	f113v	f113v.12	3	CONTEXT_POSITION	P112	P112	P112	1	arl	Anteil I der Holzdroge	Anteil I der Holzdroge	0	0	H0_NONE
V98_EXACT	XU113	113	f113v	f113v.12	4	CONTEXT_POSITION	P113	P113	P113	1	olchey	Holzansatz, bis Mittelstufe getrocknet	Holzansatz, bis Mittelstufe getrocknet	0	0	H0_NONE
V98_EXACT	XU114	114	f113v	f113v.12	5	CONTEXT_POSITION	P114	P114	P114	1	oror	zwei Portionen	zwei Portionen	0	0	H0_NONE
V98_EXACT	XU115	115	f113v	f113v.17	1	CONTEXT_POSITION	P115	P115	P115	1	saraiin	drei Teile des Samenanteils I	drei Teile des Samenanteils I	0	0	H0_NONE
V98_EXACT	XU116	116	f113v	f113v.17	2	CONTEXT_POSITION	P116	P116	P116	1	shedy	mittlere Feuchtstufe erreicht	mittlere Feuchtstufe erreicht	0	0	H0_NONE
V98_EXACT	XU117	117	f113v	f113v.17	3	CONTEXT_POSITION	P117	P117	P117	1	lcheey	trocken gebundenes Holz, Form II	trocken gebundenes Holz, Form II	0	0	H0_NONE
V98_EXACT	XU118	118	f113v	f113v.17	4	CONTEXT_POSITION	P118	P118	P118	1	olkar	heißer Holzanteil I	heißer Holzanteil I	0	0	H0_NONE
V98_EXACT	XU119	119	f113v	f113v.17	5	CONTEXT_POSITION	P119	P119	P119	1	okaiin	heißer Ansatz, Grad III	heißer Ansatz, Grad III	0	0	H0_NONE
V98_EXACT	XU120	120	f113v	f113v.17	6	CONTEXT_POSITION	P120	P120	P120	1	cthororaiin	drei Portionen Krautdroge	drei Portionen Krautdroge	0	0	H0_NONE
V98_EXACT	XU121	121	f113v	f113v.17	7	CONTEXT_POSITION	P121	P121	P121	1	yteeeor	hiervon eine Portion bis zur letzten Stufe abkühlen	hiervon eine Portion bis zur letzten Stufe abkühlen	0	0	H0_NONE
V98_EXACT	XU122	122	f113v	f113v.3	1	CONTEXT_POSITION	P122	P122	P122	1	sar	Samenanteil I	Samenanteil I	0	0	H0_NONE
V98_EXACT	XU123	123	f113v	f113v.3	2	CONTEXT_POSITION	P123	P123	P123	1	aiin	Menge III	Menge III	0	0	H0_NONE
V98_EXACT	XU124	124	f113v	f113v.3	3	CONTEXT_POSITION	P124	P124	P124	1	chotar	Anteil I des abgekühlten Trockenansatzes	Anteil I des abgekühlten Trockenansatzes	0	0	H0_NONE
V98_EXACT	XU125	125	f113v	f113v.3	4	CONTEXT_POSITION	P125	P125	P125	1	okeeodar	Anteil I des vollständig erhitzten Auszugs	Anteil I des vollständig erhitzten Auszugs	0	0	H0_NONE
V98_EXACT	XU126	126	f113v	f113v.3	5	CONTEXT_POSITION	P126	P126	P126	1	qokain	heiß, Grad II	heiß, Grad II	0	0	H0_NONE
V98_EXACT	XU127	127	f113v	f113v.3	6	CONTEXT_POSITION	P127	P127	P127	1	olol	Holz-Grundansatz	Holz-Grundansatz	0	0	H0_NONE
V98_EXACT	XU128	128	f113v	f113v.3	7	CONTEXT_POSITION	P128	P128	P128	1	olam	ein Maß Holz	ein Maß Holz	0	0	H0_NONE
V98_EXACT	XU129	129	f114r	f114r.24	1	CONTEXT_POSITION	P129	P129	P129	1	tchedaiin	eine abgemessene kalt-trockene Menge III auf Mittelstufe	eine abgemessene kalt-trockene Menge III auf Mittelstufe	0	0	H0_NONE
V98_EXACT	XU130	130	f114r	f114r.24	2	CONTEXT_POSITION	P130	P130	P130	1	oldal	abgemessenes Material I	abgemessenes Material I	0	0	H0_NONE
V98_EXACT	XU131	131	f114r	f114r.24	3	CONTEXT_POSITION	P131	P131	P131	1	chor	Pflanzenteil	Pflanzenteil	0	0	H0_NONE
V98_EXACT	XU132	132	f114r	f114r.24	4	CONTEXT_POSITION	P132	P132	P132	1	chpcheey	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	0	0	H0_NONE
V98_EXACT	XU133	133	f114r	f114r.24	5	CONTEXT_POSITION	P133	P133	P133	1	chcphey	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum	0	0	H0_NONE
V98_EXACT	XU134	134	f114r	f114r.24	6	CONTEXT_POSITION	P134	P134	P134	1	cphochy	trockene Mischung im Ansatz, Grundstufe	trockene Mischung im Ansatz, Grundstufe	0	0	H0_NONE
V98_EXACT	XU135	135	f114r	f114r.24	7	CONTEXT_POSITION	P135	P135	P135	1	chos	eine trockene Zubereitung	eine trockene Zubereitung	0	0	H0_NONE
V98_EXACT	XU136	136	f114r	f114r.24	8	CONTEXT_POSITION	P136	P136	P136	1	aiir	Anteil III der vorstehenden trockenen Zubereitung	Anteil III der vorstehenden trockenen Zubereitung	0	0	H0_NONE
V98_EXACT	XU137	137	f114r	f114r.24	9	CONTEXT_POSITION	P137	P137	P137	1	chty	trocken-kalt am Gradanfang	trocken-kalt am Gradanfang	0	0	H0_NONE
V98_EXACT	XU138	138	f114r	f114r.24	10	CONTEXT_POSITION	P138	P138	P138	1	chopo	Pulverzubereitung aus Trockengut	Pulverzubereitung aus Trockengut	0	0	H0_NONE
V98_EXACT	XU139	139	f114r	f114r.24	11	CONTEXT_POSITION	P139	P139	P139	1	sair	Samenanteil II	Samenanteil II	0	0	H0_NONE
V98_EXACT	XU140	140	f114r	f114r.24	12	CONTEXT_POSITION	P140	P140	P140	1	cphy	Mischung, Grundform	Mischung, Grundform	0	0	H0_NONE
