physical_page	source_panel	locus	kind	paragraph_start	paragraph_end	owner_id	visible_owner_or_namespace_de	owner_rule_de	group_count	surface_sequence	component_sequence	statement_ids	portable_literal_de
f18r	f18r	f18r.11	P	0	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	Die ganze Pflanze ist stummer Artikelbesitzer; Textlage beweist keine einzelne Blatt-, Blüten- oder Wurzelzuordnung.	5	sotchaiin chokchy chckhol chor g	S+OT+AIIN | OK+CH+Y | CKH+O | CH+OR | Y	P1008-S005	AUSWÄHLEN · DANACH · MASS | SETZEN · NEHMEN · POSTEN | DURCHLASS · AUSFÜHREN | NEHMEN · ANSATZ | POSTEN
f18r	f18r	f18r.12	P	0	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	Die ganze Pflanze ist stummer Artikelbesitzer; Textlage beweist keine einzelne Blatt-, Blüten- oder Wurzelzuordnung.	5	ychair cthol daiin qokchy cthy	CH+AIR | CTH+OL | AIIN | OK+Y | CTH+Y	P1008-S005	NEHMEN · LAUF | BEREIT · FORTSETZEN | MASS | SETZEN · POSTEN | BEREIT · POSTEN
f18r	f18r	f18r.13	P	0	0	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	Die ganze Pflanze ist stummer Artikelbesitzer; Textlage beweist keine einzelne Blatt-, Blüten- oder Wurzelzuordnung.	6	or shaiin cthar cthal okal dar	OR | SH+AIIN | CTH+AR | CTH+AL | OK+AL | D_ADDR+AR	P1008-S005	ANSATZ | HALTEN · MASS | BEREIT · QUELLE | BEREIT · ZIEL | SETZEN · ZIEL | TEIL · QUELLE
f18r	f18r	f18r.14	P	0	1	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	Die ganze Pflanze ist stummer Artikelbesitzer; Textlage beweist keine einzelne Blatt-, Blüten- oder Wurzelzuordnung.	3	ychekch y kchaiin	Y+CHK+Y | Y | K+CH+AIIN	P1008-S005	POSTEN · BEHANDELN · POSTEN | POSTEN | GEBEN · NEHMEN · MASS
f72r	f72r1	f72r1.1	C	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	42	oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin	OT+EE+Y | CTH+E+Y | OL | CHEO+L | OL+CHEO+DY | AL | OT+EE+Y | P+CHD+AL | OT+EE+DY | OK+E+O+D_ADDR+AL+Y | OL | OK+OL | CHEO+K+Y | OK+AIIN | OK+EE+DY | SH+E+OL+T+E+Y | CHEO+R | AIIN | Y+AL | OK+Y | SH+O | S+A_ADDR+LSH+E+Y | SH+OL | AL+AIIN | CHK+OL | K+OL | OT+O | AR | AIIN | OT+AM_ADDR | OT+AM_ADDR | CH+OT+AM_ADDR | S+AL | OK+E+O | D_ADDR+AR | AR | AL | D_ADDR+AR | OK+EE+Y | AIIN | OT+EE+Y | OK+AIIN	P1008-S006|P1008-S007|P1008-S008|P1008-S009	DANACH · LÄNGER · POSTEN | BEREIT · KURZ · POSTEN | FORTSETZEN | AUSZUG · LEITEN | FORTSETZEN · AUSZUG · SCHLUSS | ZIEL | DANACH · LÄNGER · POSTEN | EINSETZEN · UMSETZEN · ZIEL | DANACH · LÄNGER · SCHLUSS | SETZEN · KURZ · AUSFÜHREN · TEIL · ZIEL · POSTEN | FORTSETZEN | SETZEN · FORTSETZEN | AUSZUG · GEBEN · POSTEN | SETZEN · MASS | SETZEN · LÄNGER · SCHLUSS | HALTEN · KURZ · FORTSETZEN · STELLEN · KURZ · POSTEN | AUSZUG · MERKEN | MASS | POSTEN · ZIEL | SETZEN · POSTEN | HALTEN · AUSFÜHREN | AUSWÄHLEN · ORT · SPÜLEN · KURZ · POSTEN | HALTEN · FORTSETZEN | ZIEL · MASS | BEHANDELN · FORTSETZEN | GEBEN · FORTSETZEN | DANACH · AUSFÜHREN | QUELLE | MASS | DANACH · INNEN | DANACH · INNEN | NEHMEN · DANACH · INNEN | AUSWÄHLEN · ZIEL | SETZEN · KURZ · AUSFÜHREN | TEIL · QUELLE | QUELLE | ZIEL | TEIL · QUELLE | SETZEN · LÄNGER · POSTEN | MASS | DANACH · LÄNGER · POSTEN | SETZEN · MASS
f72r	f72r1	f72r1.2	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oshodady	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.3	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	chdaiirdainy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.4	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	3	oaiin ar ary	LOCAL_ADDRESS | LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r1	f72r1.5	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okalam	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.6	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ytalshdy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.7	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	char alif	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r1	f72r1.8	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otaraldy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.9	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	otaiin otain	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r1	f72r1.10	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	3	otalef ys ainam	LOCAL_ADDRESS | LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r1	f72r1.11	L	0	0	F72R_RING_A	Tierkreis-Ringgruppe A	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	ochol sharam	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r1	f72r1.12	C	0	0	F72R_RING_B	Tierkreis-Ringgruppe B	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	27	oteodar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteo teeody otar chokaiin okaiin al alo cheedy otear ar cheky chokal otar al o qokar	OT+E+O+D_ADDR+AR | T+E+Y | OT+E+Y | SH+EE+Y | OK+OR | OK+AL+AR | OT+AIIN | SH+E+OL+AIIN | OT+AIIN | CH+E+T+E+Y | OL+OR | OT+O | OT+EE+O+DY | OT+AR | SH+OK+AIIN | OK+AIIN | AL | AL | CH+EE+D_ADDR+Y | OT+AR | AR | CHK+E+Y | OK+AL | OT+AR | AL | O | OK+AR	P1008-S010|P1008-S011	DANACH · KURZ · AUSFÜHREN · TEIL · QUELLE | STELLEN · KURZ · POSTEN | DANACH · KURZ · POSTEN | HALTEN · LÄNGER · POSTEN | SETZEN · ANSATZ | SETZEN · ZIEL · QUELLE | DANACH · MASS | HALTEN · KURZ · FORTSETZEN · MASS | DANACH · MASS | NEHMEN · KURZ · STELLEN · KURZ · POSTEN | FORTSETZEN · ANSATZ | DANACH · AUSFÜHREN | DANACH · LÄNGER · AUSFÜHREN · SCHLUSS | DANACH · QUELLE | HALTEN · SETZEN · MASS | SETZEN · MASS | ZIEL | ZIEL | NEHMEN · LÄNGER · TEIL · POSTEN | DANACH · QUELLE | QUELLE | BEHANDELN · KURZ · POSTEN | SETZEN · ZIEL | DANACH · QUELLE | ZIEL | AUSFÜHREN | SETZEN · QUELLE
f72r	f72r1	f72r1.13	L	0	0	F72R_RING_B	Tierkreis-Ringgruppe B	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ofaralar	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.14	L	0	0	F72R_RING_B	Tierkreis-Ringgruppe B	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otchoshy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.15	L	0	0	F72R_RING_B	Tierkreis-Ringgruppe B	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otchdal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.16	L	0	0	F72R_RING_B	Tierkreis-Ringgruppe B	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	okeey ary	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r1	f72r1.17	L	0	0	F72R_RING_B	Tierkreis-Ringgruppe B	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otainy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r1	f72r1.18	C	0	0	F72R_RING_C	Tierkreis-Ringgruppe C	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	13	okeeols aroly okees alaiin okeor chol o oteos aiin chal otaiin atchor chckhy	OK+EE+OL | AR+OL | OK+EE+Y | AL+AIIN | OK+EE+OR | OL | O | OT+EE+O+S_ADDR | AIIN | CH+AL | OT+AIIN | T+CH+OR | CKH+Y	P1008-S012	SETZEN · LÄNGER · FORTSETZEN | QUELLE · FORTSETZEN | SETZEN · LÄNGER · POSTEN | ZIEL · MASS | SETZEN · LÄNGER · ANSATZ | FORTSETZEN | AUSFÜHREN | DANACH · LÄNGER · AUSFÜHREN · SONDERORT | MASS | NEHMEN · ZIEL | DANACH · MASS | STELLEN · NEHMEN · ANSATZ | DURCHLASS · POSTEN
f72r	f72r2	f72r2.1	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ofchdamy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.2	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oklairdy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.3	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okaram	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.4	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okairy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.5	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okealar	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.6	C	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	41	oteos aiin okeo daiin okeey cheo keodal chol okeol oly oteeykeey tey okalaiin okalchal chey al o keey daiin otar al chotaiin otchey qoeeeo s ckhal chekaiin otaiin chy d r aiin al y o chekaiin okedal qokeodal saiin otois otees	OT+EE+O+S_ADDR | AIIN | OK+E+O | AIIN | OK+EE+Y | CHEO+R | T+E+O+D_ADDR+AL | OL | OK+E+OL | OL+Y | OT+E+O+K+EE+Y | T+EE+Y | OK+AIIN | OK+CH+AL | Y | AL | O | K+EE+Y | AIIN | OT+AR | AL | OT+AIIN | OT+Y | O+EE+Y | S | CH+AL | CHK+EE+K+AIIN | OT+AIIN | Y | D_ADDR | R | AIIN | AL | Y | O | CHK+EE+K+AIIN | OK+AL | OK+EE+AL | S+AIIN | OT+O | OT+EE+Y	P1008-S013	DANACH · LÄNGER · AUSFÜHREN · SONDERORT | MASS | SETZEN · KURZ · AUSFÜHREN | MASS | SETZEN · LÄNGER · POSTEN | AUSZUG · MERKEN | STELLEN · KURZ · AUSFÜHREN · TEIL · ZIEL | FORTSETZEN | SETZEN · KURZ · FORTSETZEN | FORTSETZEN · POSTEN | DANACH · KURZ · AUSFÜHREN · GEBEN · LÄNGER · POSTEN | STELLEN · LÄNGER · POSTEN | SETZEN · MASS | SETZEN · NEHMEN · ZIEL | POSTEN | ZIEL | AUSFÜHREN | GEBEN · LÄNGER · POSTEN | MASS | DANACH · QUELLE | ZIEL | DANACH · MASS | DANACH · POSTEN | AUSFÜHREN · LÄNGER · POSTEN | AUSWÄHLEN | NEHMEN · ZIEL | BEHANDELN · LÄNGER · GEBEN · MASS | DANACH · MASS | POSTEN | TEIL | MERKEN | MASS | ZIEL | POSTEN | AUSFÜHREN | BEHANDELN · LÄNGER · GEBEN · MASS | SETZEN · ZIEL | SETZEN · LÄNGER · ZIEL | AUSWÄHLEN · MASS | DANACH · AUSFÜHREN | DANACH · LÄNGER · POSTEN
f72r	f72r2	f72r2.7	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otaraldy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.8	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okalar	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.9	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.10	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okaly	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.11	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.12	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	okeey ary	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r2	f72r2.13	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	oteeary	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.14	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	2	otair dy	LOCAL_ADDRESS | LOCAL_ADDRESS		LOKALE ADRESSE | LOKALE ADRESSE
f72r	f72r2	f72r2.15	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okaircham	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.16	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okeal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.17	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otar	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.18	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okaly	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.19	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	orary	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.20	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okyd	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.21	L	0	0	F72R_RING_D	Tierkreis-Ringgruppe D	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otolam	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.22	C	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	26	oteey tey teodal chokaly ol cheol ol aiin oteo daiin shokal otey otaiin otaly dal okaly dalchdy eteeey okal shey qoteeody sheycthy chotal chas otoees aiin	OT+EE+Y | T+EE+Y | T+E+O+D_ADDR+AL | OK+AL | OL | CHEO+L | OL | AIIN | OT+O | AIIN | OK+AL | OT+E+Y | OT+AIIN | OT+AL+Y | AL | OK+AL | AL+CHD+DY | T+EEE+Y | OK+AL | SH+E+Y | OT+EE+DY | SH+E+CTH+Y | OT+AL | CH+O+S | OT+EE+Y | AIIN	P1008-S014|P1008-S015|P1008-S016	DANACH · LÄNGER · POSTEN | STELLEN · LÄNGER · POSTEN | STELLEN · KURZ · AUSFÜHREN · TEIL · ZIEL | SETZEN · ZIEL | FORTSETZEN | AUSZUG · LEITEN | FORTSETZEN | MASS | DANACH · AUSFÜHREN | MASS | SETZEN · ZIEL | DANACH · KURZ · POSTEN | DANACH · MASS | DANACH · ZIEL · POSTEN | ZIEL | SETZEN · ZIEL | ZIEL · UMSETZEN · SCHLUSS | STELLEN · VOLL · POSTEN | SETZEN · ZIEL | HALTEN · KURZ · POSTEN | DANACH · LÄNGER · SCHLUSS | HALTEN · KURZ · BEREIT · POSTEN | DANACH · ZIEL | NEHMEN · AUSFÜHREN · AUSWÄHLEN | DANACH · LÄNGER · POSTEN | MASS
f72r	f72r2	f72r2.23	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.24	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ralal	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.25	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okam	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.26	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otalshy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.27	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okaldy	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.28	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	chosar	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.29	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	otam	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.30	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	ainaly	LOCAL_ADDRESS		LOKALE ADRESSE
f72r	f72r2	f72r2.31	L	0	0	F72R_RING_E	Tierkreis-Ringgruppe E	Ringtext und benachbarte Figuren-/Sternlabels teilen nur diesen lokalen Namensraum.	1	okarcham	LOCAL_ADDRESS		LOKALE ADRESSE
