event_id	physical_page	source_panel	register	locus	line_number	kind	group_index	surface	owner_id	visible_owner_or_namespace_de	transfer_class	source_surface	edit_distance	selection_score	component_recipe	portable_default_de	local_contextual_expansion_de	confidence	statement_id	licensed_close
P1008-E0011	f18r	f18r	HERBAL	f18r.2	2	P	2	qokchol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	qokchol	0	100.000	OK+OL	SETZEN · FORTSETZEN	an der große abgebildete Blütenpflanze: setzen · fortsetzen	HIGH	P1008-S002	NO
P1008-E0012	f18r	f18r	HERBAL	f18r.2	2	P	3	chykchy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	chokchy	1	-5.978	OK+CH+Y	SETZEN · NEHMEN · POSTEN	an der große abgebildete Blütenpflanze: setzen · nehmen · posten	MEDIUM_HIGH	P1008-S002	NO
P1008-E0013	f18r	f18r	HERBAL	f18r.2	2	P	4	okchal	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	okchal	0	100.000	OK+CH+AL	SETZEN · NEHMEN · ZIEL	an der große abgebildete Blütenpflanze: setzen · nehmen · ziel	HIGH	P1008-S002	NO
P1008-E0014	f18r	f18r	HERBAL	f18r.2	2	P	5	daiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	daiin	0	100.000	AIIN	MASS	an der große abgebildete Blütenpflanze: mass	HIGH	P1008-S002	NO
P1008-E0015	f18r	f18r	HERBAL	f18r.2	2	P	6	dy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dy	0	100.000	Y	POSTEN	an der große abgebildete Blütenpflanze: posten	HIGH	P1008-S002	NO
P1008-E0016	f18r	f18r	HERBAL	f18r.2	2	P	7	chol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chol	0	100.000	OL	FORTSETZEN	an der große abgebildete Blütenpflanze: fortsetzen	HIGH	P1008-S002	NO
P1008-E0017	f18r	f18r	HERBAL	f18r.2	2	P	8	dain	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dain	0	100.000	AIN	PORTION	an der große abgebildete Blütenpflanze: portion	HIGH	P1008-S002	NO
P1008-E0018	f18r	f18r	HERBAL	f18r.3	3	P	1	qokchor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	okchor	1	2.497	OK+CH+OR	SETZEN · NEHMEN · ANSATZ	an der große abgebildete Blütenpflanze: setzen · nehmen · ansatz	MEDIUM_HIGH	P1008-S002	NO
P1008-E0019	f18r	f18r	HERBAL	f18r.3	3	P	2	chor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chor	0	100.000	CH+OR	NEHMEN · ANSATZ	an der große abgebildete Blütenpflanze: nehmen · ansatz	HIGH	P1008-S002	NO
P1008-E0020	f18r	f18r	HERBAL	f18r.3	3	P	3	ey	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	ey	0	100.000	E+Y	KURZ · POSTEN	an der große abgebildete Blütenpflanze: kurz · posten	HIGH	P1008-S002	NO
P1008-E0021	f18r	f18r	HERBAL	f18r.3	3	P	4	or	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	or	0	100.000	OR	ANSATZ	an der große abgebildete Blütenpflanze: ansatz	HIGH	P1008-S002	NO
P1008-E0022	f18r	f18r	HERBAL	f18r.3	3	P	5	chey	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chey	0	100.000	Y	POSTEN	an der große abgebildete Blütenpflanze: posten	HIGH	P1008-S002	NO
P1008-E0023	f18r	f18r	HERBAL	f18r.3	3	P	6	qokchol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	qokchol	0	100.000	OK+OL	SETZEN · FORTSETZEN	an der große abgebildete Blütenpflanze: setzen · fortsetzen	HIGH	P1008-S002	NO
P1008-E0024	f18r	f18r	HERBAL	f18r.3	3	P	7	dy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dy	0	100.000	Y	POSTEN	an der große abgebildete Blütenpflanze: posten	HIGH	P1008-S002	NO
P1008-E0025	f18r	f18r	HERBAL	f18r.3	3	P	8	ytcharg	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	TWO_EDIT_ROOTED_VARIANT	kcharg	2	-7.308	K+CH+AR+LOCAL_CHAR_G	GEBEN · NEHMEN · QUELLE · EINMAL	an der große abgebildete Blütenpflanze: geben · nehmen · quelle · einmal	WORKING	P1008-S002	NO
P1008-E0026	f18r	f18r	HERBAL	f18r.4	4	P	1	chor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chor	0	100.000	CH+OR	NEHMEN · ANSATZ	an der große abgebildete Blütenpflanze: nehmen · ansatz	HIGH	P1008-S002	NO
P1008-E0027	f18r	f18r	HERBAL	f18r.4	4	P	2	cthor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthor	0	100.000	CTH+OR	BEREIT · ANSATZ	an der große abgebildete Blütenpflanze: bereit · ansatz	HIGH	P1008-S002	NO
P1008-E0028	f18r	f18r	HERBAL	f18r.4	4	P	3	okeor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	okor	1	1.602	OK+OR	SETZEN · ANSATZ	an der große abgebildete Blütenpflanze: setzen · ansatz	MEDIUM_HIGH	P1008-S002	NO
P1008-E0029	f18r	f18r	HERBAL	f18r.4	4	P	4	ykchol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	kchol	1	-0.140	K+OL	GEBEN · FORTSETZEN	an der große abgebildete Blütenpflanze: geben · fortsetzen	MEDIUM_HIGH	P1008-S002	NO
P1008-E0030	f18r	f18r	HERBAL	f18r.4	4	P	5	okain	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	okain	0	100.000	OK+AIN	SETZEN · PORTION	an der große abgebildete Blütenpflanze: setzen · portion	HIGH	P1008-S002	NO
P1008-E0031	f18r	f18r	HERBAL	f18r.5	5	P	1	tchor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	tchor	0	100.000	T+CH+OR	STELLEN · NEHMEN · ANSATZ	an der große abgebildete Blütenpflanze: stellen · nehmen · ansatz	HIGH	P1008-S003	NO
P1008-E0032	f18r	f18r	HERBAL	f18r.5	5	P	2	shor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	shor	0	100.000	SH+OR	HALTEN · ANSATZ	an der große abgebildete Blütenpflanze: halten · ansatz	HIGH	P1008-S003	NO
P1008-E0033	f18r	f18r	HERBAL	f18r.5	5	P	3	cthaiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthaiin	0	100.000	CTH+AIIN	BEREIT · MASS	an der große abgebildete Blütenpflanze: bereit · mass	HIGH	P1008-S003	NO
P1008-E0034	f18r	f18r	HERBAL	f18r.5	5	P	4	cthol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthol	0	100.000	CTH+OL	BEREIT · FORTSETZEN	an der große abgebildete Blütenpflanze: bereit · fortsetzen	HIGH	P1008-S003	NO
P1008-E0035	f18r	f18r	HERBAL	f18r.5	5	P	5	chlol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	chol	1	0.868	OL	FORTSETZEN	an der große abgebildete Blütenpflanze: fortsetzen	MEDIUM_HIGH	P1008-S003	NO
P1008-E0036	f18r	f18r	HERBAL	f18r.5	5	P	6	chom	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	cho	1	-3.541	HO	TEILSTOFF	an der große abgebildete Blütenpflanze: teilstoff	MEDIUM_HIGH	P1008-S003	NO
P1008-E0037	f18r	f18r	HERBAL	f18r.6	6	P	1	ychy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	chy	1	-2.987	Y	POSTEN	an der große abgebildete Blütenpflanze: posten	MEDIUM_HIGH	P1008-S003	NO
P1008-E0038	f18r	f18r	HERBAL	f18r.6	6	P	2	kchor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	kchor	0	100.000	K+CH+OR	GEBEN · NEHMEN · ANSATZ	an der große abgebildete Blütenpflanze: geben · nehmen · ansatz	HIGH	P1008-S003	NO
P1008-E0039	f18r	f18r	HERBAL	f18r.6	6	P	3	dair	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dair	0	100.000	D_ADDR+AIR	TEIL · LAUF	an der große abgebildete Blütenpflanze: teil · lauf	HIGH	P1008-S003	NO
P1008-E0040	f18r	f18r	HERBAL	f18r.6	6	P	4	ytol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	tol	1	-2.300	T+OL	STELLEN · FORTSETZEN	an der große abgebildete Blütenpflanze: stellen · fortsetzen	MEDIUM_HIGH	P1008-S003	NO
P1008-E0041	f18r	f18r	HERBAL	f18r.6	6	P	5	chcthy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chcthy	0	100.000	CH+CTH+Y	NEHMEN · BEREIT · POSTEN	an der große abgebildete Blütenpflanze: nehmen · bereit · posten	HIGH	P1008-S003	NO
P1008-E0042	f18r	f18r	HERBAL	f18r.6	6	P	6	dar	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dar	0	100.000	D_ADDR+AR	TEIL · QUELLE	an der große abgebildete Blütenpflanze: teil · quelle	HIGH	P1008-S003	NO
P1008-E0043	f18r	f18r	HERBAL	f18r.6	6	P	7	dar	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dar	0	100.000	D_ADDR+AR	TEIL · QUELLE	an der große abgebildete Blütenpflanze: teil · quelle	HIGH	P1008-S003	NO
P1008-E0044	f18r	f18r	HERBAL	f18r.6	6	P	8	dal	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dal	0	100.000	AL	ZIEL	an der große abgebildete Blütenpflanze: ziel	HIGH	P1008-S003	NO
P1008-E0045	f18r	f18r	HERBAL	f18r.7	7	P	1	oshor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	shor	1	-0.160	SH+OR	HALTEN · ANSATZ	an der große abgebildete Blütenpflanze: halten · ansatz	MEDIUM_HIGH	P1008-S003	NO
P1008-E0046	f18r	f18r	HERBAL	f18r.7	7	P	2	shaiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	shaiin	0	100.000	SH+AIIN	HALTEN · MASS	an der große abgebildete Blütenpflanze: halten · mass	HIGH	P1008-S003	NO
P1008-E0047	f18r	f18r	HERBAL	f18r.7	7	P	3	cthy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthy	0	100.000	CTH+Y	BEREIT · POSTEN	an der große abgebildete Blütenpflanze: bereit · posten	HIGH	P1008-S003	NO
P1008-E0048	f18r	f18r	HERBAL	f18r.7	7	P	4	sholdy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	soldy	1	-2.001	S+OL+D_ADDR+Y	AUSWÄHLEN · FORTSETZEN · TEIL · POSTEN	an der große abgebildete Blütenpflanze: auswählen · fortsetzen · teil · posten	MEDIUM_HIGH	P1008-S003	NO
P1008-E0049	f18r	f18r	HERBAL	f18r.7	7	P	5	doldy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	oldy	1	-0.517	OL+DY	FORTSETZEN · SCHLUSS	an der große abgebildete Blütenpflanze: fortsetzen · schluss	MEDIUM_HIGH	P1008-S003	YES
P1008-E0050	f18r	f18r	HERBAL	f18r.7	7	P	6	doldaiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	oldaiin	1	1.579	OL+D_ADDR+AIIN	FORTSETZEN · TEIL · MASS	an der große abgebildete Blütenpflanze: fortsetzen · teil · mass	MEDIUM_HIGH	P1008-S004	NO
P1008-E0051	f18r	f18r	HERBAL	f18r.8	8	P	1	qokchor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	okchor	1	2.497	OK+CH+OR	SETZEN · NEHMEN · ANSATZ	an der große abgebildete Blütenpflanze: setzen · nehmen · ansatz	MEDIUM_HIGH	P1008-S004	NO
P1008-E0052	f18r	f18r	HERBAL	f18r.8	8	P	2	ckhol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	chol	1	-2.132	OL	FORTSETZEN	an der große abgebildete Blütenpflanze: fortsetzen	MEDIUM_HIGH	P1008-S004	NO
P1008-E0053	f18r	f18r	HERBAL	f18r.8	8	P	3	olody	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	oldy	1	-0.517	OL+DY	FORTSETZEN · SCHLUSS	an der große abgebildete Blütenpflanze: fortsetzen · schluss	MEDIUM_HIGH	P1008-S004	YES
P1008-E0054	f18r	f18r	HERBAL	f18r.8	8	P	4	okal	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	okal	0	100.000	OK+AL	SETZEN · ZIEL	an der große abgebildete Blütenpflanze: setzen · ziel	HIGH	P1008-S005	NO
P1008-E0055	f18r	f18r	HERBAL	f18r.8	8	P	5	dy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dy	0	100.000	Y	POSTEN	an der große abgebildete Blütenpflanze: posten	HIGH	P1008-S005	NO
P1008-E0056	f18r	f18r	HERBAL	f18r.8	8	P	6	dary	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dary	0	100.000	DA+R+Y	ZWEIT · MERKEN · POSTEN	an der große abgebildete Blütenpflanze: zweit · merken · posten	HIGH	P1008-S005	NO
P1008-E0057	f18r	f18r	HERBAL	f18r.9	9	P	1	chol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chol	0	100.000	OL	FORTSETZEN	an der große abgebildete Blütenpflanze: fortsetzen	HIGH	P1008-S005	NO
P1008-E0058	f18r	f18r	HERBAL	f18r.9	9	P	2	chcthal	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	TWO_EDIT_ROOTED_VARIANT	cthal	2	-4.550	CTH+AL	BEREIT · ZIEL	an der große abgebildete Blütenpflanze: bereit · ziel	WORKING	P1008-S005	NO
P1008-E0059	f18r	f18r	HERBAL	f18r.9	9	P	3	okshal	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	okchal	1	1.772	OK+CH+AL	SETZEN · NEHMEN · ZIEL	an der große abgebildete Blütenpflanze: setzen · nehmen · ziel	MEDIUM_HIGH	P1008-S005	NO
P1008-E0060	f18r	f18r	HERBAL	f18r.9	9	P	4	chykald	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	TWO_EDIT_ROOTED_VARIANT	chokal	2	-10.591	OK+AL	SETZEN · ZIEL	an der große abgebildete Blütenpflanze: setzen · ziel	WORKING	P1008-S005	NO
P1008-E0061	f18r	f18r	HERBAL	f18r.10	10	P	1	dar	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dar	0	100.000	D_ADDR+AR	TEIL · QUELLE	an der große abgebildete Blütenpflanze: teil · quelle	HIGH	P1008-S005	NO
P1008-E0062	f18r	f18r	HERBAL	f18r.10	10	P	2	shor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	shor	0	100.000	SH+OR	HALTEN · ANSATZ	an der große abgebildete Blütenpflanze: halten · ansatz	HIGH	P1008-S005	NO
P1008-E0063	f18r	f18r	HERBAL	f18r.10	10	P	3	qokchol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	qokchol	0	100.000	OK+OL	SETZEN · FORTSETZEN	an der große abgebildete Blütenpflanze: setzen · fortsetzen	HIGH	P1008-S005	NO
P1008-E0064	f18r	f18r	HERBAL	f18r.10	10	P	4	ol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	ol	0	100.000	OL	FORTSETZEN	an der große abgebildete Blütenpflanze: fortsetzen	HIGH	P1008-S005	NO
P1008-E0065	f18r	f18r	HERBAL	f18r.10	10	P	5	ydaiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	ydaiin	0	100.000	Y+D_ADDR+AIIN	POSTEN · TEIL · MASS	an der große abgebildete Blütenpflanze: posten · teil · mass	HIGH	P1008-S005	NO
P1008-E0066	f18r	f18r	HERBAL	f18r.11	11	P	1	sotchaiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	TWO_EDIT_ROOTED_VARIANT	sotaiin	2	-4.421	S+OT+AIIN	AUSWÄHLEN · DANACH · MASS	an der große abgebildete Blütenpflanze: auswählen · danach · mass	WORKING	P1008-S005	NO
P1008-E0067	f18r	f18r	HERBAL	f18r.11	11	P	2	chokchy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chokchy	0	100.000	OK+CH+Y	SETZEN · NEHMEN · POSTEN	an der große abgebildete Blütenpflanze: setzen · nehmen · posten	HIGH	P1008-S005	NO
P1008-E0068	f18r	f18r	HERBAL	f18r.11	11	P	3	chckhol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	chckho	1	-3.898	CKH+O	DURCHLASS · AUSFÜHREN	an der große abgebildete Blütenpflanze: durchlass · ausführen	MEDIUM_HIGH	P1008-S005	NO
P1008-E0069	f18r	f18r	HERBAL	f18r.11	11	P	4	chor	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	chor	0	100.000	CH+OR	NEHMEN · ANSATZ	an der große abgebildete Blütenpflanze: nehmen · ansatz	HIGH	P1008-S005	NO
P1008-E0070	f18r	f18r	HERBAL	f18r.11	11	P	5	g	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	y	1	-3.008	Y	POSTEN	an der große abgebildete Blütenpflanze: posten	MEDIUM_HIGH	P1008-S005	NO
P1008-E0071	f18r	f18r	HERBAL	f18r.12	12	P	1	ychair	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	chair	1	-1.148	CH+AIR	NEHMEN · LAUF	an der große abgebildete Blütenpflanze: nehmen · lauf	MEDIUM_HIGH	P1008-S005	NO
P1008-E0072	f18r	f18r	HERBAL	f18r.12	12	P	2	cthol	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthol	0	100.000	CTH+OL	BEREIT · FORTSETZEN	an der große abgebildete Blütenpflanze: bereit · fortsetzen	HIGH	P1008-S005	NO
P1008-E0073	f18r	f18r	HERBAL	f18r.12	12	P	3	daiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	daiin	0	100.000	AIIN	MASS	an der große abgebildete Blütenpflanze: mass	HIGH	P1008-S005	NO
P1008-E0074	f18r	f18r	HERBAL	f18r.12	12	P	4	qokchy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	qokchy	0	100.000	OK+Y	SETZEN · POSTEN	an der große abgebildete Blütenpflanze: setzen · posten	HIGH	P1008-S005	NO
P1008-E0075	f18r	f18r	HERBAL	f18r.12	12	P	5	cthy	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthy	0	100.000	CTH+Y	BEREIT · POSTEN	an der große abgebildete Blütenpflanze: bereit · posten	HIGH	P1008-S005	NO
P1008-E0076	f18r	f18r	HERBAL	f18r.13	13	P	1	or	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	or	0	100.000	OR	ANSATZ	an der große abgebildete Blütenpflanze: ansatz	HIGH	P1008-S005	NO
P1008-E0077	f18r	f18r	HERBAL	f18r.13	13	P	2	shaiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	shaiin	0	100.000	SH+AIIN	HALTEN · MASS	an der große abgebildete Blütenpflanze: halten · mass	HIGH	P1008-S005	NO
P1008-E0078	f18r	f18r	HERBAL	f18r.13	13	P	3	cthar	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthar	0	100.000	CTH+AR	BEREIT · QUELLE	an der große abgebildete Blütenpflanze: bereit · quelle	HIGH	P1008-S005	NO
P1008-E0079	f18r	f18r	HERBAL	f18r.13	13	P	4	cthal	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	cthal	0	100.000	CTH+AL	BEREIT · ZIEL	an der große abgebildete Blütenpflanze: bereit · ziel	HIGH	P1008-S005	NO
P1008-E0080	f18r	f18r	HERBAL	f18r.13	13	P	5	okal	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	okal	0	100.000	OK+AL	SETZEN · ZIEL	an der große abgebildete Blütenpflanze: setzen · ziel	HIGH	P1008-S005	NO
P1008-E0081	f18r	f18r	HERBAL	f18r.13	13	P	6	dar	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	dar	0	100.000	D_ADDR+AR	TEIL · QUELLE	an der große abgebildete Blütenpflanze: teil · quelle	HIGH	P1008-S005	NO
P1008-E0082	f18r	f18r	HERBAL	f18r.14	14	P	1	ychekch	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	ONE_EDIT_REGISTERED_ALLOGRAPH	ychekchy	1	-0.728	Y+CHK+Y	POSTEN · BEHANDELN · POSTEN	an der große abgebildete Blütenpflanze: posten · behandeln · posten	MEDIUM_HIGH	P1008-S005	NO
P1008-E0083	f18r	f18r	HERBAL	f18r.14	14	P	2	y	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	y	0	100.000	Y	POSTEN	an der große abgebildete Blütenpflanze: posten	HIGH	P1008-S005	NO
P1008-E0084	f18r	f18r	HERBAL	f18r.14	14	P	3	kchaiin	F18R_WHOLE_PLANT	große abgebildete Blütenpflanze	EXACT_REGISTERED_SURFACE	kchaiin	0	100.000	K+CH+AIIN	GEBEN · NEHMEN · MASS	an der große abgebildete Blütenpflanze: geben · nehmen · mass	HIGH	P1008-S005	NO
P1008-E0085	f72r	f72r1	CELESTIAL	f72r1.1	1	C	1	oteeo	F72R_RING_A	Tierkreis-Ringgruppe A	ONE_EDIT_REGISTERED_ALLOGRAPH	oteey	1	-0.436	OT+EE+Y	DANACH · LÄNGER · POSTEN	im Tierkreis-Ringgruppe A: danach · länger · posten	MEDIUM_HIGH	P1008-S006	NO
