candidate	index	locus	group	source_id	raw	proposed_value	status	parent_status	parent_projected_form	lexical_type	clause	confirmed
GROUPED	18	f17r.5	9	ZL3b|f17r.5|G009	qody	in summer	INHERITED_UNCONFIRMED	HYPOTHESIS	qody	SUMMER	method_account	False
GROUPED	19	f17r.6	1	ZL3b|f17r.6|G001	tsho	if	NEW_UNCONFIRMED	UNKNOWN	tsho	IF	refusal_rule	False
GROUPED	20	f17r.6	2	ZL3b|f17r.6|G002	qof	the current receiving stock refuses	NEW_UNCONFIRMED	UNKNOWN	qof	REFUSES	refusal_rule	False
GROUPED	21	f17r.6	3	ZL3b|f17r.6|G003	cho	the graft currently under consideration	NEW_UNCONFIRMED	UNKNOWN	cho	GRAFT	refusal_rule	False
GROUPED	22	f17r.6	4	ZL3b|f17r.6|G004	qokcheor	no: negated existence of the following result	NEW_UNCONFIRMED	UNKNOWN	qokcheor	NO	refusal_rule	False
GROUPED	23	f17r.6	5	ZL3b|f17r.6|G005	cheteg	product of that graft, not all fruit of the stock	NEW_UNCONFIRMED	UNKNOWN	cheteg	PRODUCT	refusal_rule	False
NEAREST	1	f17r.4	1	ZL3b|f17r.4|G001	tcho@154;	select for the current grafting case	NEW_UNCONFIRMED	UNKNOWN	tcho	SELECT	selection	False
NEAREST	2	f17r.4	2	ZL3b|f17r.4|G002	shol	a stock	NEW_UNCONFIRMED	UNKNOWN	shol	STOCK_NOUN	selection	False
NEAREST	3	f17r.4	3	ZL3b|f17r.4|G003	qokol	and: introduce the following member of an ordered participant pair	NEW_UNCONFIRMED	UNKNOWN	qokol	AND	selection	False
NEAREST	4	f17r.4	4	ZL3b|f17r.4|G004	qor	a donor	NEW_UNCONFIRMED	UNKNOWN	qor	DONOR_NOUN	selection	False
NEAREST	5	f17r.4	5	ZL3b|f17r.4|G005	olaiin	prepare	NEW_UNCONFIRMED	UNKNOWN	olaiin	PREPARE	preparation	False
NEAREST	6	f17r.4	6	ZL3b|f17r.4|G006	opydg	the receiving part	NEW_UNCONFIRMED	UNKNOWN	opydg	RECEIVING_PART	preparation	False
NEAREST	7	f17r.4	7	ZL3b|f17r.4|G007	som	of the first member of the most recent ordered participant pair	NEW_UNCONFIRMED	UNKNOWN	som	OF_FIRST	preparation	False
NEAREST	8	f17r.4	8	ZL3b|f17r.4|G008	ypchy	by means of	NEW_UNCONFIRMED	UNKNOWN	ypchy	BY	preparation	False
NEAREST	9	f17r.4	9	ZL3b|f17r.4|G009	ypaim	a cut	NEW_UNCONFIRMED	UNKNOWN	ypaim	CUT	preparation	False
NEAREST	10	f17r.5	1	ZL3b|f17r.5|G001	ychekchy	methods of grafting	INHERITED_UNCONFIRMED	HYPOTHESIS	ychekchy	METHODS	method_account	False
NEAREST	11	f17r.5	2	ZL3b|f17r.5|G002	cthy	stock that receives the graft	INHERITED_UNCONFIRMED	HYPOTHESIS	cthy	STOCK_ROLE	method_account	False
NEAREST	12	f17r.5	3	ZL3b|f17r.5|G003	chor	donor	INHERITED_UNCONFIRMED	HYPOTHESIS	chor	DONOR_ROLE	method_account	False
NEAREST	13	f17r.5	4	ZL3b|f17r.5|G004	shor	shoot taken from the donor	INHERITED_UNCONFIRMED	HYPOTHESIS	shor	SHOOT_SOURCE	method_account	False
NEAREST	14	f17r.5	5	ZL3b|f17r.5|G005	cphor	insert into a split stock	INHERITED_UNCONFIRMED	HYPOTHESIS	cphor	SPLIT	method_account	False
NEAREST	15	f17r.5	6	ZL3b|f17r.5|G006	cphaldy	insert between inner bark and wood	INHERITED_UNCONFIRMED	HYPOTHESIS	cphaldy	INNER_BARK	method_account	False
NEAREST	16	f17r.5	7	ZL3b|f17r.5|G007	dair	in spring	INHERITED_UNCONFIRMED	HYPOTHESIS	dair	SPRING	method_account	False
NEAREST	17	f17r.5	8	ZL3b|f17r.5|G008	cthey	bud by inserting a piece of bark	INHERITED_UNCONFIRMED	HYPOTHESIS	cthey	BUD	method_account	False
NEAREST	18	f17r.5	9	ZL3b|f17r.5|G009	qody	in summer	INHERITED_UNCONFIRMED	HYPOTHESIS	qody	SUMMER	method_account	False
NEAREST	19	f17r.6	1	ZL3b|f17r.6|G001	tsho	if	NEW_UNCONFIRMED	UNKNOWN	tsho	IF	refusal_rule	False
NEAREST	20	f17r.6	2	ZL3b|f17r.6|G002	qof	the current receiving stock refuses	NEW_UNCONFIRMED	UNKNOWN	qof	REFUSES	refusal_rule	False
NEAREST	21	f17r.6	3	ZL3b|f17r.6|G003	cho	the graft currently under consideration	NEW_UNCONFIRMED	UNKNOWN	cho	GRAFT	refusal_rule	False
NEAREST	22	f17r.6	4	ZL3b|f17r.6|G004	qokcheor	no: negated existence of the following result	NEW_UNCONFIRMED	UNKNOWN	qokcheor	NO	refusal_rule	False
NEAREST	23	f17r.6	5	ZL3b|f17r.6|G005	cheteg	product of that graft, not all fruit of the stock	NEW_UNCONFIRMED	UNKNOWN	cheteg	PRODUCT	refusal_rule	False
