statement_id	record_unit_id	page	loci	event_count	template_id	template_name_de	coverage_class	open_event_count	core16_open_events	productive_open_events	local_word_events	headword_sequence_de	slot_tagged_sequence_de	context_expansions_de	fluent_workshop_sentence_de	physical_line_note	previous_headword_sequence_de	resolved_headword_sequence_de	resolved_slot_sequence_de	shared_headword_cards	shared_headword_card_count	previous_fluent_sentence_de	resolved_fluent_sentence_de	sentence_revised	pre_recomposition_headwords_de	recomposed_headword_sequence_de	recomposed_slot_sequence_de	recomposed_singleton_cards	recomposed_singleton_count	pre_recomposition_fluent_de	recomposed_fluent_sentence_de	recomposition_changed_statement
H4-S002	H4	f55v	f55v.5	3	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	2	2	1	Sollmaß → umsetzen → verwahren	[QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION] umsetzen | [PREPARATION] verwahren	NONE	Setze den Posten nach Sollmaß um und verwahre ihn	LOCAL_SEQUENCE	Sollmaß → umsetzen → verwahren	Sollmaß → umsetzen → verwahren	[QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION] umsetzen | [PREPARATION] verwahren	NONE	0	Setze den Posten nach Sollmaß um und verwahre ihn	Setze den Posten nach Sollmaß um und verwahre ihn	NO	Sollmaß → umsetzen → verwahren	Sollmaß → umsetzen → verwahren	[QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION] umsetzen | [PREPARATION] verwahren	NONE	0	Setze den Posten nach Sollmaß um und verwahre ihn	Setze den Posten nach Sollmaß um und verwahre ihn	NO
H4-S003	H4	f55v	f55v.11	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	PRODUCTIVE_EXTENDED	3	0	3	0	Postenmaß → Auszug entnehmen → länger wärmen → fortsetzen [SCHLUSS]	[OWNER_ITEM+QUANTITY] Postenmaß | [SOURCE+PREPARATION+OPERATION] Auszug entnehmen | [OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] fortsetzen [SCHLUSS]	NONE	Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung	LOCAL_SEQUENCE	Postenmaß → Auszug entnehmen → länger wärmen → fortsetzen [SCHLUSS]	Postenmaß → Auszug entnehmen → länger wärmen → fortsetzen [SCHLUSS]	[OWNER_ITEM+QUANTITY] Postenmaß | [SOURCE+PREPARATION+OPERATION] Auszug entnehmen | [OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung	Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung	NO	Postenmaß → Auszug entnehmen → länger wärmen → fortsetzen [SCHLUSS]	Postenmaß → Auszug entnehmen → länger wärmen → fortsetzen [SCHLUSS]	[OWNER_ITEM+QUANTITY] Postenmaß | [SOURCE+PREPARATION+OPERATION] Auszug entnehmen | [OPERATION+STATE_GRADE] länger wärmen | [PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung	Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung	NO
H4-S004	H4	f55v	f55v.11	6	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	6	4	5	1	Sollmaß → dort ansetzen → anwärmen → Ansatz → dieser Posten → Ansatzportion	[QUANTITY] Sollmaß | [TARGET+OPERATION] dort ansetzen | [OPERATION] anwärmen | [PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [QUANTITY+PREPARATION] Ansatzportion	NONE	Gib nach Sollmaß eine Ansatzportion dorthin, wärme sie an und halte den Posten im Ansatz	LOCAL_SEQUENCE	Sollmaß → dort ansetzen → anwärmen → Ansatz → dieser Posten → Ansatzportion	Sollmaß → dort ansetzen → warm halten → Ansatz → dieser Posten → Ansatzportion	[QUANTITY] Sollmaß | [TARGET+OPERATION] dort ansetzen | [OPERATION] warm halten | [PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [QUANTITY+PREPARATION] Ansatzportion	204b04837409088c48f9	1	Gib nach Sollmaß eine Ansatzportion dorthin, wärme sie an und halte den Posten im Ansatz	Gib nach Sollmaß eine Ansatzportion dorthin, halte die Portion warm und belasse den Posten im Ansatz.	YES	Sollmaß → dort ansetzen → warm halten → Ansatz → dieser Posten → Ansatzportion	Sollmaß → dort ansetzen → bereit weiterfuehren → Ansatz → dieser Posten → Ansatzportion	[QUANTITY] Sollmaß | [TARGET+OPERATION] dort ansetzen | [OPERATION] bereit weiterfuehren | [PREPARATION] Ansatz | [OWNER_ITEM] dieser Posten | [QUANTITY+PREPARATION] Ansatzportion	204b04837409088c48f9	1	Gib nach Sollmaß eine Ansatzportion dorthin, halte die Portion warm und belasse den Posten im Ansatz.	Stelle das Sollmass ein, setze dort an, fuehre den bereiten Ansatz weiter und nimm davon eine Portion.	YES
H5-S001	H5	f56r	f56r.5|f56r.7	9	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	9	5	8	1	Zutatenansatz → Zutat → Zutat dorthin → Sollmaß → Zutat → auflegen → Folgeansatz → Posten ansetzen → dorthin	[OWNER_ITEM+PREPARATION] Zutatenansatz | [OWNER_ITEM] Zutat | [OWNER_ITEM] Zutat dorthin | [QUANTITY] Sollmaß | [OWNER_ITEM] Zutat | [OPERATION] auflegen | [PREPARATION] Folgeansatz | [OWNER_ITEM+OPERATION] Posten ansetzen | [TARGET] dorthin	NONE	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmaß, lege die nächste Zutat auf, beginne den Folgeansatz und setze den Posten dort an	CONTINUES_ACROSS_LINE	Zutatenansatz → Zutat → Zutat dorthin → Sollmaß → Zutat → auflegen → Folgeansatz → Posten ansetzen → dorthin	Zutatenansatz → Zutat → Zutat dorthin → Sollmaß → Zutat → auflegen → Folgeansatz → Posten ansetzen → dorthin	[OWNER_ITEM+PREPARATION] Zutatenansatz | [OWNER_ITEM] Zutat | [OWNER_ITEM] Zutat dorthin | [QUANTITY] Sollmaß | [OWNER_ITEM] Zutat | [OPERATION] auflegen | [PREPARATION] Folgeansatz | [OWNER_ITEM+OPERATION] Posten ansetzen | [TARGET] dorthin	NONE	0	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmaß, lege die nächste Zutat auf, beginne den Folgeansatz und setze den Posten dort an	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmaß, lege die nächste Zutat auf, beginne den Folgeansatz und setze den Posten dort an	NO	Zutatenansatz → Zutat → Zutat dorthin → Sollmaß → Zutat → auflegen → Folgeansatz → Posten ansetzen → dorthin	Zutatenansatz → Zutat → Zutat dorthin → Sollmaß → Zutat → auflegen → Folgeansatz → Posten ansetzen → dorthin	[OWNER_ITEM+PREPARATION] Zutatenansatz | [OWNER_ITEM] Zutat | [OWNER_ITEM] Zutat dorthin | [QUANTITY] Sollmaß | [OWNER_ITEM] Zutat | [OPERATION] auflegen | [PREPARATION] Folgeansatz | [OWNER_ITEM+OPERATION] Posten ansetzen | [TARGET] dorthin	NONE	0	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmaß, lege die nächste Zutat auf, beginne den Folgeansatz und setze den Posten dort an	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmaß, lege die nächste Zutat auf, beginne den Folgeansatz und setze den Posten dort an	NO
H5-S002	H5	f56r	f56r.8	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	1	1	1	Voriges → waschen → Posten ansetzen → auftragen [SCHLUSS]	[OWNER_ITEM+ORDER+SOURCE] Voriges | [OPERATION] waschen | [OWNER_ITEM+OPERATION] Posten ansetzen | [PROGRAM] auftragen [SCHLUSS]	Voriges→Vorposten	Wasche die bezeichnete Stelle, setze den vorbereiteten Zutatenansatz an und trage ihn auf	LOCAL_SEQUENCE	Voriges → waschen → Posten ansetzen → auftragen [SCHLUSS]	Voriges → abwaschen → Posten ansetzen → auftragen [SCHLUSS]	[OWNER_ITEM+ORDER+SOURCE] Voriges | [OPERATION] abwaschen | [OWNER_ITEM+OPERATION] Posten ansetzen | [PROGRAM] auftragen [SCHLUSS]	c10aec6d4dd877ec8bd8	1	Wasche die bezeichnete Stelle, setze den vorbereiteten Zutatenansatz an und trage ihn auf	Wasche die bezeichnete Stelle ab, setze den vorbereiteten Zutatenansatz an und trage ihn auf.	YES	Voriges → abwaschen → Posten ansetzen → auftragen [SCHLUSS]	Voriges → diese Zutat → Posten ansetzen → auftragen [SCHLUSS]	[OWNER_ITEM+ORDER+SOURCE] Voriges | [OPERATION] diese Zutat | [OWNER_ITEM+OPERATION] Posten ansetzen | [PROGRAM] auftragen [SCHLUSS]	c10aec6d4dd877ec8bd8	1	Wasche die bezeichnete Stelle ab, setze den vorbereiteten Zutatenansatz an und trage ihn auf.	Nimm vom Vorposten diese Zutat, setze sie an und trage sie auf.	YES
H5-S003	H5	f56r	f56r.12	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	4	1	2	2	Stängel → Zutat → zerreiben → erneut ansetzen	[OWNER_ITEM] Stängel | [OWNER_ITEM] Zutat | [OPERATION] zerreiben | [OWNER_ITEM+ORDER+OPERATION] erneut ansetzen	NONE	Nimm die Stängel als Zutat, zerreibe sie und setze sie erneut an	LOCAL_SEQUENCE	Stängel → Zutat → zerreiben → erneut ansetzen	Stängel → Zutat → zerreiben → erneut ansetzen	[OWNER_ITEM] Stängel | [OWNER_ITEM] Zutat | [OPERATION] zerreiben | [OWNER_ITEM+ORDER+OPERATION] erneut ansetzen	NONE	0	Nimm die Stängel als Zutat, zerreibe sie und setze sie erneut an	Nimm die Stängel als Zutat, zerreibe sie und setze sie erneut an	NO	Stängel → Zutat → zerreiben → erneut ansetzen	Stängel → Zutat → zerreiben → erneut ansetzen	[OWNER_ITEM] Stängel | [OWNER_ITEM] Zutat | [OPERATION] zerreiben | [OWNER_ITEM+ORDER+OPERATION] erneut ansetzen	NONE	0	Nimm die Stängel als Zutat, zerreibe sie und setze sie erneut an	Nimm die Stängel als Zutat, zerreibe sie und setze sie erneut an	NO
H5-S004	H5	f56r	f56r.13	3	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	0	2	1	Posten ansetzen → Auszug zugeben → abseihen	[OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION+OPERATION] Auszug zugeben | [OPERATION] abseihen	NONE	Setze die zerriebenen Stängel an, gib den Auszug zu und seih ab	LOCAL_SEQUENCE	Posten ansetzen → Auszug zugeben → abseihen	Posten ansetzen → Auszug zugeben → abseihen	[OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION+OPERATION] Auszug zugeben | [OPERATION] abseihen	NONE	0	Setze die zerriebenen Stängel an, gib den Auszug zu und seih ab	Setze die zerriebenen Stängel an, gib den Auszug zu und seih ab	NO	Posten ansetzen → Auszug zugeben → abseihen	Posten ansetzen → Auszug zugeben → abseihen	[OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION+OPERATION] Auszug zugeben | [OPERATION] abseihen	NONE	0	Setze die zerriebenen Stängel an, gib den Auszug zu und seih ab	Setze die zerriebenen Stängel an, gib den Auszug zu und seih ab	NO
H5-S005	H5	f56r	f56r.18	4	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	4	1	3	1	Zutat → Posten ansetzen → Auszug daraus → anwenden	[OWNER_ITEM] Zutat | [OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION] Auszug daraus | [OPERATION] anwenden	NONE	Setze den geseihten Ansatz als Zutat an, nimm den Auszug daraus und wende ihn an	LOCAL_SEQUENCE	Zutat → Posten ansetzen → Auszug daraus → anwenden	Zutat → Posten ansetzen → Auszug daraus → anwenden	[OWNER_ITEM] Zutat | [OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION] Auszug daraus | [OPERATION] anwenden	NONE	0	Setze den geseihten Ansatz als Zutat an, nimm den Auszug daraus und wende ihn an	Setze den geseihten Ansatz als Zutat an, nimm den Auszug daraus und wende ihn an	NO	Zutat → Posten ansetzen → Auszug daraus → anwenden	Zutat → Posten ansetzen → Auszug daraus → anwenden	[OWNER_ITEM] Zutat | [OWNER_ITEM+OPERATION] Posten ansetzen | [PREPARATION] Auszug daraus | [OPERATION] anwenden	NONE	0	Setze den geseihten Ansatz als Zutat an, nimm den Auszug daraus und wende ihn an	Setze den geseihten Ansatz als Zutat an, nimm den Auszug daraus und wende ihn an	NO
H5-S006	H5	f56r	f56r.19	3	P07_MATERIAL_PROCESS	Materialvorgang	LOCAL_GLOSSARY_NEEDED	3	1	2	1	Folgeposten → Gabe → Sollmaß	[OWNER_ITEM+ORDER] Folgeposten | [OPERATION] Gabe | [QUANTITY] Sollmaß	NONE	Wähle für die nächste Gabe diesen Anwendungsauszug als Folgeposten und das Sollmaß	LOCAL_SEQUENCE	Folgeposten → Gabe → Sollmaß	Folgeposten → Gabe → Sollmaß	[OWNER_ITEM+ORDER] Folgeposten | [OPERATION] Gabe | [QUANTITY] Sollmaß	NONE	0	Wähle für die nächste Gabe diesen Anwendungsauszug als Folgeposten und das Sollmaß	Wähle für die nächste Gabe diesen Anwendungsauszug als Folgeposten und das Sollmaß	NO	Folgeposten → Gabe → Sollmaß	Folgeposten → kurz weiterfuehren → Sollmaß	[OWNER_ITEM+ORDER] Folgeposten | [OPERATION] kurz weiterfuehren | [QUANTITY] Sollmaß	9bb7122b386ebbc6138f	1	Wähle für die nächste Gabe diesen Anwendungsauszug als Folgeposten und das Sollmaß	Nimm den Folgeposten, fuehre ihn kurz weiter und stelle das Sollmass ein.	YES
B1-S001	B1	f81v	f81v.2	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Setze kurz an und schließe	CONTINUES_ACROSS_LINE	kurz ansetzen [SCHLUSS]	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	0	Setze kurz an und schließe	Setze kurz an und schließe	NO	kurz ansetzen [SCHLUSS]	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	0	Setze kurz an und schließe	Setze kurz an und schließe	NO
B1-S002	B1	f81v	f81v.2|f81v.7	19	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	18	10	15	2	auf Sollmaß einstellen → Beckenwasser → dort ansetzen → daraus → fortsetzen → eine Portion → weitere Portion → dorthin → fortsetzen → warm → Zusatz → Fortsetzungsansatz → fortsetzen → Maß → Sollmaß → dort länger halten → Sollmaß → durchleiten → umsetzen [SCHLUSS]	[QUANTITY+OPERATION] auf Sollmaß einstellen | [MEDIUM] Beckenwasser | [TARGET+OPERATION] dort ansetzen | [SOURCE] daraus | [ORDER+OPERATION] fortsetzen | [QUANTITY] eine Portion | [ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [ORDER+STATE_GRADE] warm | [MEDIUM] Zusatz | [PREPARATION] Fortsetzungsansatz | [ORDER+OPERATION] fortsetzen | [QUANTITY] Maß | [QUANTITY] Sollmaß | [TARGET+OPERATION+STATE_GRADE] dort länger halten | [QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [PROGRAM] umsetzen [SCHLUSS]	Zusatz→Badzusatz | Maß→Mittelmaß	Stelle das Sollmaß ein, lass Beckenwasser zu, setze dort an, gib eine weitere Portion und Badzusatz hinzu, halte den Fortsetzungsansatz warm, führe ihn bis zum Mittelmaß weiter, stelle das Sollmaß ein, halte dort länger, prüfe erneut das Sollmaß, leite durch, setze um und schließe	CONTINUES_ACROSS_LINE	auf Sollmaß einstellen → Beckenwasser → dort ansetzen → daraus → fortsetzen → eine Portion → weitere Portion → dorthin → fortsetzen → warm → Zusatz → Fortsetzungsansatz → fortsetzen → Maß → Sollmaß → dort länger halten → Sollmaß → durchleiten → umsetzen [SCHLUSS]	auf Sollmaß einstellen → Beckenwasser → dort ansetzen → daraus → fortsetzen → eine Portion → weitere Portion → dorthin → fortsetzen → weiter warm → Zusatz → Fortsetzungsansatz → fortsetzen → Maß → Sollmaß → dort länger halten → Sollmaß → durchleiten → umsetzen [SCHLUSS]	[QUANTITY+OPERATION] auf Sollmaß einstellen | [MEDIUM] Beckenwasser | [TARGET+OPERATION] dort ansetzen | [SOURCE] daraus | [ORDER+OPERATION] fortsetzen | [QUANTITY] eine Portion | [ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [ORDER+STATE_GRADE] weiter warm | [MEDIUM] Zusatz | [PREPARATION] Fortsetzungsansatz | [ORDER+OPERATION] fortsetzen | [QUANTITY] Maß | [QUANTITY] Sollmaß | [TARGET+OPERATION+STATE_GRADE] dort länger halten | [QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [PROGRAM] umsetzen [SCHLUSS]	1496a731803a9f48d2e1	1	Stelle das Sollmaß ein, lass Beckenwasser zu, setze dort an, gib eine weitere Portion und Badzusatz hinzu, halte den Fortsetzungsansatz warm, führe ihn bis zum Mittelmaß weiter, stelle das Sollmaß ein, halte dort länger, prüfe erneut das Sollmaß, leite durch, setze um und schließe	Stelle das Sollmaß ein, lass Beckenwasser zu, setze dort an, gib eine weitere Portion und Zusatz hinzu, halte den Fortsetzungsansatz weiter warm, führe ihn bis zum Maß weiter, stelle das Sollmaß ein, halte dort länger, prüfe erneut das Sollmaß, leite durch, setze um und schließe.	YES	auf Sollmaß einstellen → Beckenwasser → dort ansetzen → daraus → fortsetzen → eine Portion → weitere Portion → dorthin → fortsetzen → weiter warm → Zusatz → Fortsetzungsansatz → fortsetzen → Maß → Sollmaß → dort länger halten → Sollmaß → durchleiten → umsetzen [SCHLUSS]	auf Sollmaß einstellen → Beckenwasser → dort ansetzen → daraus → fortsetzen → eine Portion → weitere Portion → dorthin → fortsetzen → weiterfuehren → Zusatz → Fortsetzungsansatz → fortsetzen → kurz zur Zielstelle durchleiten → Sollmaß → dort länger halten → Sollmaß → durchleiten → umsetzen [SCHLUSS]	[QUANTITY+OPERATION] auf Sollmaß einstellen | [MEDIUM] Beckenwasser | [TARGET+OPERATION] dort ansetzen | [SOURCE] daraus | [ORDER+OPERATION] fortsetzen | [QUANTITY] eine Portion | [ORDER+QUANTITY] weitere Portion | [TARGET] dorthin | [ORDER+OPERATION] fortsetzen | [ORDER+STATE_GRADE] weiterfuehren | [MEDIUM] Zusatz | [PREPARATION] Fortsetzungsansatz | [ORDER+OPERATION] fortsetzen | [QUANTITY] kurz zur Zielstelle durchleiten | [QUANTITY] Sollmaß | [TARGET+OPERATION+STATE_GRADE] dort länger halten | [QUANTITY] Sollmaß | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [PROGRAM] umsetzen [SCHLUSS]	1496a731803a9f48d2e1|4eab1841ed655c20a348	2	Stelle das Sollmaß ein, lass Beckenwasser zu, setze dort an, gib eine weitere Portion und Zusatz hinzu, halte den Fortsetzungsansatz weiter warm, führe ihn bis zum Maß weiter, stelle das Sollmaß ein, halte dort länger, prüfe erneut das Sollmaß, leite durch, setze um und schließe.	Stelle das Sollmass ein, setze den Posten dort an, gib die weiteren Portionen und den Zusatz zu, fuehre den Ansatz weiter, leite kurz zur Zielstelle durch, stelle das Sollmass ein, halte dort laenger, leite durch, setze um und schliesse.	YES
B1-S003	B1	f81v	f81v.7|f81v.17	2	P02_ACTION	Handlungskette	CORE_16_ONLY	1	1	1	0	fortsetzen → schwenken [SCHLUSS]	[ORDER+OPERATION] fortsetzen | [PROGRAM] schwenken [SCHLUSS]	NONE	Führe weiter, schwenke den Posten und schließe	CONTINUES_ACROSS_LINE	fortsetzen → schwenken [SCHLUSS]	fortsetzen → schwenken [SCHLUSS]	[ORDER+OPERATION] fortsetzen | [PROGRAM] schwenken [SCHLUSS]	NONE	0	Führe weiter, schwenke den Posten und schließe	Führe weiter, schwenke den Posten und schließe	NO	fortsetzen → schwenken [SCHLUSS]	fortsetzen → schwenken [SCHLUSS]	[ORDER+OPERATION] fortsetzen | [PROGRAM] schwenken [SCHLUSS]	NONE	0	Führe weiter, schwenke den Posten und schließe	Führe weiter, schwenke den Posten und schließe	NO
B1-S004	B1	f81v	f81v.17	3	P07_MATERIAL_PROCESS	Materialvorgang	CORE_16_ONLY	2	2	2	0	umsetzen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Setze um, führe weiter, lass absetzen und schließe	CONTINUES_ACROSS_LINE	umsetzen → fortsetzen → absetzen [SCHLUSS]	umsetzen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Setze um, führe weiter, lass absetzen und schließe	Setze um, führe weiter, lass absetzen und schließe	NO	umsetzen → fortsetzen → absetzen [SCHLUSS]	umsetzen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM+OPERATION] umsetzen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Setze um, führe weiter, lass absetzen und schließe	Setze um, führe weiter, lass absetzen und schließe	NO
B1-S005	B1	f81v	f81v.17	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	Führe den Posten weiter und schließe	CONTINUES_ACROSS_LINE	fortsetzen [SCHLUSS]	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Führe den Posten weiter und schließe	Führe den Posten weiter und schließe	NO	fortsetzen [SCHLUSS]	fortsetzen [SCHLUSS]	[PROGRAM] fortsetzen [SCHLUSS]	NONE	0	Führe den Posten weiter und schließe	Führe den Posten weiter und schließe	NO
B1-S006	B1	f81v	f81v.17	4	P08_FULL_REGISTER	Vollständige Werkstattphrase	LOCAL_GLOSSARY_NEEDED	4	2	2	1	eine Portion zugeben → durchleiten → Zusatz → abkühlen	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [MEDIUM] Zusatz | [OPERATION] abkühlen	Zusatz→Badzusatz	Gib eine Portion und den Badzusatz zu, leite durch und lass abkühlen	CONTINUES_ACROSS_LINE	eine Portion zugeben → durchleiten → Zusatz → abkühlen	eine Portion zugeben → durchleiten → Zusatz → abkühlen lassen	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [MEDIUM] Zusatz | [OPERATION] abkühlen lassen	4da0f0f7b5fc7ac20067	1	Gib eine Portion und den Badzusatz zu, leite durch und lass abkühlen	Gib eine Portion und den Badzusatz zu, leite durch und lass abkühlen	NO	eine Portion zugeben → durchleiten → Zusatz → abkühlen lassen	eine Portion zugeben → durchleiten → Zusatz → abkühlen lassen	[QUANTITY+OPERATION] eine Portion zugeben | [OWNER_ITEM+OPERATION+FLOW_TRANSFER] durchleiten | [MEDIUM] Zusatz | [OPERATION] abkühlen lassen	NONE	0	Gib eine Portion und den Badzusatz zu, leite durch und lass abkühlen	Gib eine Portion und den Badzusatz zu, leite durch und lass abkühlen	NO
B1-S007	B1	f81v	f81v.18	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	Setze die abgekühlte Badmischung um und schließe	CONTINUES_ACROSS_LINE	umsetzen [SCHLUSS]	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	0	Setze die abgekühlte Badmischung um und schließe	Setze die abgekühlte Badmischung um und schließe	NO	umsetzen [SCHLUSS]	umsetzen [SCHLUSS]	[PROGRAM] umsetzen [SCHLUSS]	NONE	0	Setze die abgekühlte Badmischung um und schließe	Setze die abgekühlte Badmischung um und schließe	NO
B1-S008	B1	f81v	f81v.18	5	P07_MATERIAL_PROCESS	Materialvorgang	PRODUCTIVE_EXTENDED	4	3	4	0	dieser Posten → fortsetzen → kurz wärmen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM] dieser Posten | [ORDER+OPERATION] fortsetzen | [OPERATION+STATE_GRADE] kurz wärmen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	CONTINUES_ACROSS_LINE	dieser Posten → fortsetzen → kurz wärmen → fortsetzen → absetzen [SCHLUSS]	dieser Posten → fortsetzen → kurz wärmen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM] dieser Posten | [ORDER+OPERATION] fortsetzen | [OPERATION+STATE_GRADE] kurz wärmen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	NO	dieser Posten → fortsetzen → kurz wärmen → fortsetzen → absetzen [SCHLUSS]	dieser Posten → fortsetzen → kurz wärmen → fortsetzen → absetzen [SCHLUSS]	[OWNER_ITEM] dieser Posten | [ORDER+OPERATION] fortsetzen | [OPERATION+STATE_GRADE] kurz wärmen | [ORDER+OPERATION] fortsetzen | [PROGRAM] absetzen [SCHLUSS]	NONE	0	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe	NO
B1-S009	B1	f81v	f81v.18	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Setze kurz an und schließe	CONTINUES_ACROSS_LINE	kurz ansetzen [SCHLUSS]	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	0	Setze kurz an und schließe	Setze kurz an und schließe	NO	kurz ansetzen [SCHLUSS]	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	0	Setze kurz an und schließe	Setze kurz an und schließe	NO
B1-S010	B1	f81v	f81v.18	1	P00_PROGRAM_ONLY	Direktprogramm	DIRECT_PROGRAM_ONLY	0	0	0	0	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	Setze kurz an und schließe	CONTINUES_ACROSS_LINE	kurz ansetzen [SCHLUSS]	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	0	Setze kurz an und schließe	Setze kurz an und schließe	NO	kurz ansetzen [SCHLUSS]	kurz ansetzen [SCHLUSS]	[PROGRAM] kurz ansetzen [SCHLUSS]	NONE	0	Setze kurz an und schließe	Setze kurz an und schließe	NO
