joint_tuple_id	surface_family	event_id	statement_id	page	previous_reading_de	composition_status	selected_composition	recomposed_reading_de	preceding_card_de	following_card_de	confidence	reason_en
2b7fa918d1b2f5c656e3	lo	E263	B3-S016	f83r	Ablauf schließen	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Ablauf schließen	START	umsetzen; Schluss	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
92e43836d82f98bf02d3	sheey	E334	B4-S008	f83r	Ablauf öffnen	PARTIAL_RESCUE	SH_REST+EE_LONG+Y_CURRENT	laenger ruhen	länger wärmen	kurz ansetzen; Schluss	MEDIUM	It extends the learned SH rest family with the long grade and item; this is preferable to an invented drain polarity.
3e9c7f217843b588489d	raly	E375	B6-S001	f83r	Arm	PRODUCTIVE_RESCUE	AL_TO+Y_CURRENT	diesen Posten dorthin	roh	fortsetzen	HIGH	The known AL target plus Y item fits the transfer chain better than an unattested side-arm noun.
5eff216ba51fbfb21f22	ls	E196	B2-S010	f82r	Düse	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Düse	Posten ansetzen	Klarflüssigkeit	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
a06244ef1f2b37ca44c1	teol	E157	B1-S017	f81v	Hahn	PRODUCTIVE_RESCUE	E_SHORT+OL_CONTINUE	kurz weiterfuehren	dorthin	umsetzen; Schluss	HIGH	Short grade plus continuation fits between target and terminal transfer; no tap noun is needed.
c1913ec4ff84148da6d3	sheckhy	E187	B2-S006	f82r	Überlauf	PRODUCTIVE_RESCUE	CKH_THROUGH+E_SHORT+Y_CURRENT	kurz durchleiten	dort ansetzen	Posten ansetzen	HIGH	It extends the CKH through-pass grid with the already taught short E grade and Y item.
ecce30bc8dcc400bf2c8	qockhey	E350	B4-S014	f83r	Überlauf	PRODUCTIVE_RESCUE	OK_SET+CKH_THROUGH+E_SHORT+Y_CURRENT	kurzen Durchlauf ansetzen	dieser Posten	Wasserlauf schließen; Schluss	HIGH	OK plus CKH plus short grade plus item predicts a short pass; the old overflow noun was owner-derived.
5fca8fc3dee57e1d8c1f	lcheey	E206	B2-S012	f82r	Körperstelle	PRODUCTIVE_RESCUE	L_OUT+CHEEY_CLEAR_FLOW	Klarlauf abfuehren	länger ansetzen	Sollmaß	HIGH	L outward action attaches directly to the learned CHEEY clear-flow card.
c205570c49d4d93c23d3	qolky	E146	B1-S014	f81v	Station	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Station	umsetzen	Auslass	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
d4a31dbcf1ed6d9e5aa9	tshey	E212	B2-S015	f82r	Spülwasser	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Spülwasser	START	länger ansetzen; Schluss	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
428a5e3662aa57b4b256	schoal	E040	H3-S001	f11r	Sud	PRODUCTIVE_RESCUE	HO_INGREDIENT+AL_TO	Zutat dorthin	Blütenkraut	auswringen	HIGH	The already selected ingredient and target components replace the unsupported wine-decoction noun.
b2812c8283c3a62438bd	kchy	E049	H3-S003	f11r	Trank	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Trank	dieser Posten	dieser Posten	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
98bdc4244c84cbef3321	rsheal	E222	B2-S017	f82r	Warmwasser	PARTIAL_RESCUE	SH_REST+E_SHORT+AL_TO	kurz am Ziel ruhen	START	Nebenöffnung; Schluss	MEDIUM	The rest family, short grade and target explain the card without introducing warm water.
953ad19b79517fc8a211	tshol	E039	H3-S001	f11r	Kraut	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Kraut	START	Weinsud	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
ad3581d3144f69a5912d	sh	E087	H5-S003	f56r	Stängel	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Stängel	START	Zutat	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
65f320e75510b2f38182	dchey	E001	H1-S001	f10r	Wurzel	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Wurzel	START	Ansatz bereit	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
9bb7122b386ebbc6138f	keol	E099	H5-S006	f56r	Gabe	PRODUCTIVE_RESCUE	E_SHORT+OL_CONTINUE	kurz weiterfuehren	Folgeposten	Sollmaß	HIGH	Short grade plus continuation fits between follow-up item and target measure; no dose noun is needed.
4eab1841ed655c20a348	sheckhal	E115	B1-S002	f81v	Maß	PRODUCTIVE_RESCUE	CKH_THROUGH+E_SHORT+AL_TO	kurz zur Zielstelle durchleiten	fortsetzen	Sollmaß	HIGH	The same through-to-target program receives the short E grade; the old middle-measure gloss duplicated AIIN.
21ed2873b71e57269c08	chckhal	E355	B4-S015	f83r	Zeit	PRODUCTIVE_RESCUE	CKH_THROUGH+AL_TO	zur Zielstelle durchleiten	eine Portion	kurz sammeln	HIGH	CKH through-pass plus AL target supplies the missing path and target in the local sequence.
577c03a928d674d420d7	shoyty	E046	H3-S002	f11r	Reserve	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Reserve	START	END	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
a6939862e33ece5a0483	etyd	E010	H1-S001	f10r	Rest	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Rest	Sollmaß	END	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
d788d8d72d41b25a3c71	chealror	E290	B3-S026	f83r	klar	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	klar	bereit	länger sammeln; Schluss	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
43eb9aa12959b4d5cdc9	qekey	E374	B6-S001	f83r	roh	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	roh	länger sammeln	Seitenarm	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
1496a731803a9f48d2e1	rol	E111	B1-S002	f81v	weiter warm	PARTIAL_RESCUE	OL_CONTINUE	weiterfuehren	fortsetzen	Badzusatz	MEDIUM	The visible continuation core survives; the initial wrapper remains local and warmth is removed.
8c97dfde96fbc78e3355	lol	E367	B5-S003	f83r	warm	PARTIAL_RESCUE	L_OUT+OL_CONTINUE	von dort weiterfuehren	fortsetzen	dort umsetzen	MEDIUM	Outward direction plus continuation fits the transfer record; the doubled-looking wrapper is not yet generalized.
cb57b696b815fdef9cb7	shecthy	E276	B3-S021	f83r	handwarm	PRODUCTIVE_RESCUE	CTH_READY+E_SHORT+Y_CURRENT	kurz bereit halten	dort absetzen	dieser Posten	HIGH	The ready core, short grade and current item form a regular state instruction rather than hand-warm.
2d2e37ccb2dacc53ee5a	solkaiin	E178	B2-S005	f82r	Seihtuch	PRODUCTIVE_RESCUE	SOLK_COLLECT+AIIN_MEASURE	bis Sollmass sammeln	dies dort ansetzen	durchleiten	HIGH	The collection family plus target measure predicts collection to measure; no cloth noun is required.
342c3f0777337648f4b3	cheedar	E285	B3-S026	f83r	Auffangbecken	PRODUCTIVE_RESCUE	CHED_TRANSFER+AR_FROM	von dort umsetzen	START	Absetzmaß	HIGH	CHED transfer plus AR source is a regular directional command; the basin came only from the picture.
e2eb77ca9d9e1a8ba29a	qolchey	E316	B4-S002	f83r	Arbeitsbecken	PRODUCTIVE_RESCUE	OL_CONTINUE+Y_CURRENT	diesen Posten weiterfuehren	START	länger ansetzen	HIGH	OL continue plus the current-item card replaces an unsupported working-basin noun.
df1098831679a8ad1b39	os	E005	H1-S001	f10r	Gefäß	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Gefäß	zerkleinern	Wasserzulauf	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
b38d70daefd663d74625	ly	E159	B1-S018	f81v	Schale	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Schale	START	einreiben	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
27d97af8c96eb056c2e6	oykchor	E032	H2-S003	f10r	Topf	WHOLE_RETAIN	MEMORIZED_WHOLE_CARD	Topf	START	Ansatz	LOCAL	No already taught component chain predicts this card cleanly; keep one short learned entry rather than force a split.
1779decef17481ec2853	qotedaiin	E305	B3-S032	f83r	Wanne	PRODUCTIVE_RESCUE	OT_FOLLOW+E_SHORT+AIIN_MEASURE	kurzes Folgemass	umsetzen	Folgemaß	HIGH	OT follow plus short grade plus target measure predicts the first member of a three-step follow-up sequence.
