old_item_id	old_type	support_statements	ledger_events	old_value_de	replacement	retain_as_word	retain_as_procedure_macro
X:B1-S021	STATEMENT_RESIDUAL	B1-S021	1	Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S001	STATEMENT_RESIDUAL	B2-S001	1	umsetzen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S004	STATEMENT_RESIDUAL	B2-S004	5	hinausführen; länger ansetzen; hinaus seihen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S005	STATEMENT_RESIDUAL	B2-S005	8	kurz bereit fortsetzen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S010	STATEMENT_RESIDUAL	B2-S010	4	länger ansetzen; verwende Flüssigkeit am Zwischenknoten; abführen; EMPFANGSBESTAND	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S012	STATEMENT_RESIDUAL	B2-S012	8	zweite Teilportion des Postens der Einzelstation abziehen; EMPFANGSBESTAND; Empfangsbestand kurz bereithalten; länger ansetzen; Empfangsbestand länger abziehen; Sollmaß; Fraktion des Empfangsbestands; vollständig ansetzen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S014	STATEMENT_RESIDUAL	B2-S014	1	von Fraktion des Empfangsbestands abführen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S016	STATEMENT_RESIDUAL	B2-S016	8	hineinführen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B2-S017	STATEMENT_RESIDUAL	B2-S017	2	bei der Zielstelle „untere Beckenrand- und Endstationen“ kurz abkühlen; bei der Zielstelle „untere Beckenrand- und Endstationen“ schließen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S001	STATEMENT_RESIDUAL	B3-S001	1	länger auffangen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S002	STATEMENT_RESIDUAL	B3-S002	2	nächste Zielstelle bei „obere offene Fächerstation am Rand“; länger wärmen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S003	STATEMENT_RESIDUAL	B3-S003	4	aufgefangener Bestand des Gut der Fächerstation; Sollmaß; aufgefangener Bestand des Gut der Fächerstation; hinausführen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S006	STATEMENT_RESIDUAL	B3-S006	3	Gefäßflüssigkeit umsetzen; an die Zielstelle „mittlere runde Gefäßstation am Rand“ setzen; weiterführen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S007	STATEMENT_RESIDUAL	B3-S007	3	länger ansetzen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S010	STATEMENT_RESIDUAL	B3-S010	2	bei der Zielstelle „untere Korb- oder Gefäßstation am Rand“ hineinführen; kurzer Folgeschritt; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S011	STATEMENT_RESIDUAL	B3-S011	4	Gut im Korbgefäß kurz bereit umsetzen; verwende Gut im Korbgefäß; Gut im Korbgefäß umsetzen; Gut im Korbgefäß aus der Quelle nehmen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S014	STATEMENT_RESIDUAL	B3-S014	2	Flüssigkeitslauf eröffnen; länger absetzen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S020	STATEMENT_RESIDUAL	B3-S020	2	Zielstelle „nicht gezeichneter Übergang vom Rand zum Hauptfeld“; hinausführen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B3-S034	STATEMENT_RESIDUAL	B3-S034	6	Sollstufe; bereit; Teilportion aus der Arbeitsflüssigkeit füllen; nächstes Sollmaß; Teilportion aus der Arbeitsflüssigkeit bei der Zielstelle „durch einen Bogen verbundenes Hauptpaar“ fortsetzen; absetzen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B4-S002	STATEMENT_RESIDUAL	B4-S002	3	Flüssigkeit des Hauptpaares weiterführen; länger ansetzen; kurz ansetzen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B4-S003	STATEMENT_RESIDUAL	B4-S003	7	Flüssigkeit des Hauptpaares umsetzen; nächste Zielstelle bei „durch einen Bogen verbundenes Hauptpaar“; nächster Posten; länger ansetzen; verwende nächster Arbeitsposten; fortsetzen; absetzen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B4-S004	STATEMENT_RESIDUAL	B4-S004	1	nächster Arbeitsposten befestigen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B4-S011	STATEMENT_RESIDUAL	B4-S011	7	eine Stoffportion zugeben; Teilportion von Gut der Randstation umsetzen; fortsetzen; kurz abführen; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B4-S014	STATEMENT_RESIDUAL	B4-S014	4	Ansatz; laufender Stationsansatz; laufender Stationsansatz kurz durchführen; Flüssigkeitslauf schließen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B5-S003	STATEMENT_RESIDUAL	B5-S003	9	bei der Zielstelle „linke offene Randstation des Nachtrags“ absetzen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:B6-S001	STATEMENT_RESIDUAL	B6-S001	9	länger auffangen; aufgefangener Bestand der rechten Nachtragsflüssigkeit kurz zuführen; aufgefangener Bestand der rechten Nachtragsflüssigkeit abkühlen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H1-S002	STATEMENT_RESIDUAL	H1-S002	4	abgezogene Flüssigkeitsfraktion ansetzen; danach weiter abziehen; fortsetzen; bereit	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H2-S002	STATEMENT_RESIDUAL	H2-S002	8	danach Ansatz abziehen; Ansatz; danach fortsetzen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H3-S002	STATEMENT_RESIDUAL	H3-S002	1	Fraktion des Empfangsbestands halten und füllen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H3-S003	STATEMENT_RESIDUAL	H3-S003	5	fortsetzen; Fraktion des Empfangsbestands; Fraktion des Empfangsbestands zuführen; Fraktion des Empfangsbestands; Sollmaß	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H3-S004	STATEMENT_RESIDUAL	H3-S004	4	nächster Posten; weiter ansetzen; bereit; nächster Arbeitsposten	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H4-S001	STATEMENT_RESIDUAL	H4-S001	5	Sollmaß setzen; Sollmaß; eine Stoffportion davon zuführen; eine Stoffportion davon zuführen; Arbeitsgang abschließen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H4-S002	STATEMENT_RESIDUAL	H4-S002	3	Sollmaß; zweite Teilportion vom Pflanzenmaterial umsetzen; verwahren	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H5-S002	STATEMENT_RESIDUAL	H5-S002	4	fortsetzen; diese Zutat; verwende Zugabe; länger durch den Durchlass; Schluss	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H5-S003	STATEMENT_RESIDUAL	H5-S003	4	halten; Zutat; Zugabe kurz zuführen; Zugabe erneut ansetzen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H5-S004	STATEMENT_RESIDUAL	H5-S004	3	Zugabe ansetzen; Auszug ansetzen; an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H5-S005	STATEMENT_RESIDUAL	H5-S005	4	Zutat; Zugabe ansetzen	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
X:H5-S006	STATEMENT_RESIDUAL	H5-S006	3	nächster Posten; kurz weiter zuführen; Sollmaß	G01 + COMPONENT_CHAIN OR LEARNED_WHOLE_CARD	NO	NO
