event_id	physical_page	locus	channel	surface	component_recipe	codebook_layer	current_value_de
P912-E0011	f10r	f10r.2	WORKSHOP_PROSE	char	AR	LEARNED_FORMULA_CARD	AUS DER QUELLE
P912-E0012	f10r	f10r.2	WORKSHOP_PROSE	chty	CH+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0013	f10r	f10r.2	WORKSHOP_PROSE	os	OS	PRODUCTIVE_ABBREVIATION_COMPOSITION	dazu oder außerdem
P912-E0014	f10r	f10r.2	WORKSHOP_PROSE	chair	CH+AIR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Flüssigkeits- oder Stationslauf
P912-E0015	f10r	f10r.2	WORKSHOP_PROSE	otytchol	OT+Y+T+CH+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren
P912-E0016	f10r	f10r.2	WORKSHOP_PROSE	oky	OK+Y	LEARNED_FORMULA_CARD	DIESEN POSTEN ANSETZEN
P912-E0017	f10r	f10r.2	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0018	f10r	f10r.2	WORKSHOP_PROSE	etyd	E+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0019	f10r	f10r.3	WORKSHOP_PROSE	qotor	OT+OR	LEARNED_FORMULA_CARD	DER NAECHSTE ANSATZ
P912-E0020	f10r	f10r.3	WORKSHOP_PROSE	o	O	LEARNED_FORMULA_CARD	ARBEITSGANG AUSFUEHREN
P912-E0021	f10r	f10r.3	WORKSHOP_PROSE	tchy	T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0022	f10r	f10r.3	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0023	f10r	f10r.3	WORKSHOP_PROSE	chocthy	CH+O+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand
P912-E0024	f10r	f10r.3	WORKSHOP_PROSE	qotchy	OT+Y	LEARNED_FORMULA_CARD	DANACH DIESER POSTEN
P912-E0025	f10r	f10r.3	WORKSHOP_PROSE	chol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0026	f10r	f10r.3	WORKSHOP_PROSE	or	OR	LEARNED_FORMULA_CARD	DER ANSATZ
P912-E0027	f10r	f10r.3	WORKSHOP_PROSE	yty	Y+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0028	f10r	f10r.3	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0029	f10r	f10r.3	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0030	f10r	f10r.4	WORKSHOP_PROSE	sor	S+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsvariante auswählen; Ansatz oder Zubereitung
P912-E0031	f10r	f10r.4	WORKSHOP_PROSE	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Sollmaß
P912-E0032	f10r	f10r.4	WORKSHOP_PROSE	chcthy	CH+CTH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; bis bereit führen; dieser Arbeitsgegenstand
P912-E0033	f10r	f10r.4	WORKSHOP_PROSE	ctho	CTH+O	PRODUCTIVE_ABBREVIATION_COMPOSITION	bis bereit führen; Arbeitsgang ausführen
P912-E0034	f10r	f10r.4	WORKSHOP_PROSE	ckhy	CKH+Y	LEARNED_FORMULA_CARD	DURCH DEN DURCHLASS FUEHREN
P912-E0035	f10r	f10r.4	WORKSHOP_PROSE	or	OR	LEARNED_FORMULA_CARD	DER ANSATZ
P912-E0036	f10r	f10r.4	WORKSHOP_PROSE	aiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0037	f10r	f10r.4	WORKSHOP_PROSE	chtchor	CH+T+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
P912-E0038	f10r	f10r.4	WORKSHOP_PROSE	doiir	D_ADDR+O+IIN+R	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsstufe; Zustand kennzeichnen
P912-E0039	f10r	f10r.4	WORKSHOP_PROSE	ody	O+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; Arbeitsschritt schließen
P912-E0040	f10r	f10r.5	WORKSHOP_PROSE	qokchy	OK+Y	LEARNED_FORMULA_CARD	DIESEN POSTEN ANSETZEN
P912-E0041	f10r	f10r.5	WORKSHOP_PROSE	qotchol	OT+CH+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren
P912-E0042	f10r	f10r.5	WORKSHOP_PROSE	chol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0043	f10r	f10r.5	WORKSHOP_PROSE	cthy	CTH+Y	LEARNED_FORMULA_CARD	BIS BEREIT FUEHREN
P912-E0044	f10r	f10r.6	WORKSHOP_PROSE	ycheor	Y+CHEO+R	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Auszug; Zustand kennzeichnen
P912-E0045	f10r	f10r.6	WORKSHOP_PROSE	cthy	CTH+Y	LEARNED_FORMULA_CARD	BIS BEREIT FUEHREN
P912-E0046	f10r	f10r.6	WORKSHOP_PROSE	chor	CH+OR	LEARNED_FORMULA_CARD	VOM ANSATZ ENTNEHMEN
P912-E0047	f10r	f10r.6	WORKSHOP_PROSE	cthaiin	CTH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	bis bereit führen; Sollmaß
P912-E0048	f10r	f10r.6	WORKSHOP_PROSE	qoctholy	CARRIER_Q+O+CTH+OL+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand
P912-E0049	f10r	f10r.6	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0050	f10r	f10r.6	WORKSHOP_PROSE	chy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0051	f10r	f10r.6	WORKSHOP_PROSE	taiin	T+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang einstellen; Sollmaß
P912-E0052	f10r	f10r.6	WORKSHOP_PROSE	shy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0053	f10r	f10r.7	WORKSHOP_PROSE	dchy	D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; dieser Arbeitsgegenstand
P912-E0054	f10r	f10r.7	WORKSHOP_PROSE	qokchol	OK+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren
P912-E0055	f10r	f10r.7	WORKSHOP_PROSE	y	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0056	f10r	f10r.7	WORKSHOP_PROSE	kchaiin	K+CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; bezeichneten Anteil entnehmen; Sollmaß
P912-E0057	f10r	f10r.7	WORKSHOP_PROSE	yty	Y+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0058	f10r	f10r.7	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0059	f10r	f10r.7	WORKSHOP_PROSE	cth	CTH	PRODUCTIVE_ABBREVIATION_COMPOSITION	bis bereit führen
P912-E0060	f10r	f10r.7	WORKSHOP_PROSE	dain	AIN	LEARNED_FORMULA_CARD	EINE PORTION
P912-E0061	f10r	f10r.7	WORKSHOP_PROSE	dair	D_ADDR+AIR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Flüssigkeits- oder Stationslauf
P912-E0062	f10r	f10r.7	WORKSHOP_PROSE	am	AM_ADDR	LEARNED_FORMULA_CARD	AN DER INNENSTELLE
P912-E0063	f10r	f10r.8	WORKSHOP_PROSE	qotchor	OT+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
P912-E0064	f10r	f10r.8	WORKSHOP_PROSE	chor	CH+OR	LEARNED_FORMULA_CARD	VOM ANSATZ ENTNEHMEN
P912-E0065	f10r	f10r.8	WORKSHOP_PROSE	otol	OT+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren
P912-E0066	f10r	f10r.8	WORKSHOP_PROSE	chol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0067	f10r	f10r.8	WORKSHOP_PROSE	cholor	OL+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung
P912-E0068	f10r	f10r.8	WORKSHOP_PROSE	chol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0069	f10r	f10r.8	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0070	f10r	f10r.8	WORKSHOP_PROSE	dar	D_ADDR+AR	LEARNED_FORMULA_CARD	AUS DEM BEZEICHNETEN TEIL
P912-E0071	f10r	f10r.9	WORKSHOP_PROSE	oykchor	O+Y+K+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
P912-E0072	f10r	f10r.9	WORKSHOP_PROSE	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; Ansatz oder Zubereitung
P912-E0073	f10r	f10r.9	WORKSHOP_PROSE	chor	CH+OR	LEARNED_FORMULA_CARD	VOM ANSATZ ENTNEHMEN
P912-E0074	f10r	f10r.9	WORKSHOP_PROSE	chy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0075	f10r	f10r.9	WORKSHOP_PROSE	kaiiin	K+A_ADDR+LOCAL_CHAR_I+IIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; lokale Arbeitsstelle; auf der Unterstufe; Arbeitsstufe
P912-E0076	f10r	f10r.9	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0077	f10r	f10r.9	WORKSHOP_PROSE	chodaiin	CH+O+D_ADDR+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; Sollmaß
P912-E0078	f10r	f10r.10	WORKSHOP_PROSE	oqotor	O+OT+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; danach oder nächster Posten; Ansatz oder Zubereitung
P912-E0079	f10r	f10r.10	WORKSHOP_PROSE	otor	OT+OR	LEARNED_FORMULA_CARD	DER NAECHSTE ANSATZ
P912-E0080	f10r	f10r.10	WORKSHOP_PROSE	cfhy	CFH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	trennen; dieser Arbeitsgegenstand
P912-E0081	f10r	f10r.10	WORKSHOP_PROSE	cthor	CTH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bis bereit führen; Ansatz oder Zubereitung
P912-E0082	f10r	f10r.10	WORKSHOP_PROSE	osain	O+S+AIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; Arbeitsvariante auswählen; Portion
P912-E0083	f10r	f10r.10	WORKSHOP_PROSE	ytoiin	Y+T+O+IIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsstufe
P912-E0084	f10r	f10r.11	WORKSHOP_PROSE	otchoshor	OT+CH+O+SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Ansatz oder Zubereitung
P912-E0085	f10r	f10r.11	WORKSHOP_PROSE	qoty	OT+Y	LEARNED_FORMULA_CARD	DANACH DIESER POSTEN
P912-E0086	f10r	f10r.11	WORKSHOP_PROSE	qotor	OT+OR	LEARNED_FORMULA_CARD	DER NAECHSTE ANSATZ
P912-E0087	f10r	f10r.11	WORKSHOP_PROSE	cthyd	CTH+Y+D_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bis bereit führen; dieser Arbeitsgegenstand; bezeichneter Teil
P912-E0088	f10r	f10r.11	WORKSHOP_PROSE	otar	OT+AR	LEARNED_FORMULA_CARD	DANACH AUS DER QUELLE
P912-E0089	f10r	f10r.12	WORKSHOP_PROSE	odaiin	O+D_ADDR+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; Sollmaß
P912-E0090	f10r	f10r.12	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0091	f10r	f10r.12	WORKSHOP_PROSE	qotchy	OT+Y	LEARNED_FORMULA_CARD	DANACH DIESER POSTEN
P912-E0092	f10r	f10r.12	WORKSHOP_PROSE	qotor	OT+OR	LEARNED_FORMULA_CARD	DER NAECHSTE ANSATZ
P912-E0093	f11r	f11r.1	WORKSHOP_PROSE	tshol	T+SH+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren
P912-E0094	f11r	f11r.1	WORKSHOP_PROSE	schoal	SH+O+AL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle
P912-E0095	f11r	f11r.1	WORKSHOP_PROSE	cfhy	CFH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	trennen; dieser Arbeitsgegenstand
P912-E0096	f11r	f11r.1	WORKSHOP_PROSE	shfydaiin	SH+Y+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß
P912-E0097	f11r	f11r.1	WORKSHOP_PROSE	cphy	CPH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	umleiten; dieser Arbeitsgegenstand
P912-E0098	f11r	f11r.1	WORKSHOP_PROSE	shey	SH+E+Y	LEARNED_FORMULA_CARD	KURZ HALTEN
P912-E0099	f11r	f11r.1	WORKSHOP_PROSE	tchody	T+CH+O+DY	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen
P912-E0100	f11r	f11r.1	WORKSHOP_PROSE	shoyty	SH+O+Y+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0101	f11r	f11r.2	WORKSHOP_PROSE	socthody	S+O+CTH+O+D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
P912-E0102	f11r	f11r.2	WORKSHOP_PROSE	qodor	CARRIER_Q+O+D_ADDR+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Ansatz oder Zubereitung
P912-E0103	f11r	f11r.2	WORKSHOP_PROSE	y	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0104	f11r	f11r.2	WORKSHOP_PROSE	kshy	K+SH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand
P912-E0105	f11r	f11r.2	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0106	f11r	f11r.2	WORKSHOP_PROSE	ytchy	Y+T+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand
P912-E0107	f11r	f11r.2	WORKSHOP_PROSE	ytchoky	Y+T+OK+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand
P912-E0108	f11r	f11r.2	WORKSHOP_PROSE	kchol	K+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; im selben Arbeitsgang fortfahren
P912-E0109	f11r	f11r.2	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0110	f11r	f11r.3	WORKSHOP_PROSE	qoty	OT+Y	LEARNED_FORMULA_CARD	DANACH DIESER POSTEN
P912-E0111	f11r	f11r.3	WORKSHOP_PROSE	chol	OL	LEARNED_FORMULA_CARD	DAMIT WEITER
P912-E0112	f11r	f11r.3	WORKSHOP_PROSE	cthy	CTH+Y	LEARNED_FORMULA_CARD	BIS BEREIT FUEHREN
P912-E0113	f11r	f11r.3	WORKSHOP_PROSE	dor	D_ADDR+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Ansatz oder Zubereitung
P912-E0114	f11r	f11r.3	WORKSHOP_PROSE	ykychy	Y+K+Y+CH+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; dieser Arbeitsgegenstand; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand
P912-E0115	f11r	f11r.3	WORKSHOP_PROSE	choty	CH+OT+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; danach oder nächster Posten; dieser Arbeitsgegenstand
P912-E0116	f11r	f11r.3	WORKSHOP_PROSE	dain	AIN	LEARNED_FORMULA_CARD	EINE PORTION
P912-E0117	f11r	f11r.3	WORKSHOP_PROSE	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Sollmaß
P912-E0118	f11r	f11r.3	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0119	f11r	f11r.3	WORKSHOP_PROSE	dod	D_ADDR+O+D_ADDR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Arbeitsgang ausführen; bezeichneter Teil
P912-E0120	f11r	f11r.4	WORKSHOP_PROSE	dchol	D_ADDR+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; im selben Arbeitsgang fortfahren
P912-E0121	f11r	f11r.4	WORKSHOP_PROSE	chy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0122	f11r	f11r.4	WORKSHOP_PROSE	kchy	K+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Material zugeben; dieser Arbeitsgegenstand
P912-E0123	f11r	f11r.4	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0124	f11r	f11r.4	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0125	f11r	f11r.5	WORKSHOP_PROSE	tchol	T+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang einstellen; im selben Arbeitsgang fortfahren
P912-E0126	f11r	f11r.5	WORKSHOP_PROSE	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; Ansatz oder Zubereitung
P912-E0127	f11r	f11r.5	WORKSHOP_PROSE	shor	SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgegenstand halten; Ansatz oder Zubereitung
P912-E0128	f11r	f11r.5	WORKSHOP_PROSE	dky	D_ADDR+K+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Material zugeben; dieser Arbeitsgegenstand
P912-E0129	f11r	f11r.5	WORKSHOP_PROSE	y	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0130	f11r	f11r.5	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0131	f11r	f11r.5	WORKSHOP_PROSE	cthy	CTH+Y	LEARNED_FORMULA_CARD	BIS BEREIT FUEHREN
P912-E0132	f11r	f11r.5	WORKSHOP_PROSE	d	D_ADDR	LEARNED_FORMULA_CARD	DER BEZEICHNETE TEIL
P912-E0133	f11r	f11r.5	WORKSHOP_PROSE	y	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0134	f11r	f11r.5	WORKSHOP_PROSE	chodl	CH+O+D_ADDR+L	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen
P912-E0135	f11r	f11r.5	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0136	f11r	f11r.6	WORKSHOP_PROSE	odl	O+D_ADDR+L	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; bezeichneter Teil; entlang des Arbeitswegs führen
P912-E0137	f11r	f11r.6	WORKSHOP_PROSE	d	D_ADDR	LEARNED_FORMULA_CARD	DER BEZEICHNETE TEIL
P912-E0138	f11r	f11r.6	WORKSHOP_PROSE	s	S	LEARNED_FORMULA_CARD	VARIANTE WAEHLEN
P912-E0139	f11r	f11r.6	WORKSHOP_PROSE	y	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0140	f11r	f11r.6	WORKSHOP_PROSE	otol	OT+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	danach oder nächster Posten; im selben Arbeitsgang fortfahren
P912-E0141	f11r	f11r.6	WORKSHOP_PROSE	chaiin	CH+AIIN	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Sollmaß
P912-E0142	f11r	f11r.6	WORKSHOP_PROSE	ykchor	Y+K+CH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung
P912-E0143	f11r	f11r.6	WORKSHOP_PROSE	dair	D_ADDR+AIR	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneter Teil; Flüssigkeits- oder Stationslauf
P912-E0144	f11r	f11r.6	WORKSHOP_PROSE	chody	CH+O+D_ADDR+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand
P912-E0145	f11r	f11r.6	WORKSHOP_PROSE	cthy	CTH+Y	LEARNED_FORMULA_CARD	BIS BEREIT FUEHREN
P912-E0146	f11r	f11r.6	WORKSHOP_PROSE	s	S	LEARNED_FORMULA_CARD	VARIANTE WAEHLEN
P912-E0147	f11r	f11r.6	WORKSHOP_PROSE	daiin	AIIN	LEARNED_FORMULA_CARD	NACH SOLLMASS
P912-E0148	f11r	f11r.7	WORKSHOP_PROSE	qotchy	OT+Y	LEARNED_FORMULA_CARD	DANACH DIESER POSTEN
P912-E0149	f11r	f11r.7	WORKSHOP_PROSE	okchol	OK+OL	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren
P912-E0150	f11r	f11r.7	WORKSHOP_PROSE	cthy	CTH+Y	LEARNED_FORMULA_CARD	BIS BEREIT FUEHREN
P912-E0151	f11r	f11r.7	WORKSHOP_PROSE	dy	Y	LEARNED_FORMULA_CARD	DIESER POSTEN
P912-E0152	f13r	f13r.1	WORKSHOP_PROSE	torshor	T+OR+SH+OR	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang einstellen; Ansatz oder Zubereitung; Arbeitsgegenstand halten; Ansatz oder Zubereitung
P912-E0153	f13r	f13r.1	WORKSHOP_PROSE	opchy	O+P+Y	PRODUCTIVE_ABBREVIATION_COMPOSITION	Arbeitsgang ausführen; Material einsetzen; dieser Arbeitsgegenstand
