locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.21	f100r	P	A	f100r.21|P01|f100r.21|P02	otols	erenw	erenw	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.22	f100r	P	A	f100r.22|P01|f100r.22|P02|f100r.22|P03	folshody chol daiin fchodycheol cphol qotees shey oreso alcfhy	benwiete dien tacch bdietedisen dvien gerssw wise emswe andbie	benwiete dien tacch bdietedisen dvien gerssw wise emswe andbie	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.23	f100r	P	A	f100r.23|P01|f100r.23|P02|f100r.23|P03	soiin chol cphol shol shol qockhol chor chol sho keey cckhhy ykeeam	wecch dien dvien wien wien geduien diem dien wie usse dduiie eussal	wecch dien dvien wien wien geduien diem dien wie usse dduiie eussal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.24	f100r	P	A	f100r.24|P01|f100r.24|P02|f100r.24|P03	saiichor sheor qockhody odeor yksheey chol sheody sai cheol raiin	waccdiem wisem geduiete etsem euwisse dien wisete wac disen macch	waccdiem wisem geduiete etsem euwisse dien wisete wac disen macch	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	wisem gussete dien tacch drisen endisen disue disen diseduie eusen	wisem gussete dien tacch drisen endisen disue disen diseduie eusen	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	eacch disusse dien dienete diew endiem geusen eussen disenw an	eacch disusse dien dienete diew endiem geusen eussen disenw an	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	dien disen die diduisete erendise	dien disen die diduisete erendise	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	ersam	ersam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	diebame	diebame	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sar char daiindy	wam diam tacchte	wam diam tacchte	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	osaro	ewame	ewame	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	dianwach	dianwach	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	wecre	wecre	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	wewal	wewal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	rendit	rendit	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	eudisem	eudisem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	erdien	erdien	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	teudian	teudian	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos cthoral	diew drieman	diew drieman	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	dritssdrie wisedvie gersete duieem am diem ersse tacch geuele	dritssdrie wisedvie gersete duieem am diem ersse tacch geuele	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	wem disse tacm en disen geenusse dien disse geusen dieren w	wem disse tacm en disen geenusse dien disse geusen dieren w	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	eussen dien dise ssewssew wisse eusen disw eusem eusen te	eussen dien dise ssewssew wisse eusen disw eusem eusen te	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chocthey sholkcheol qokeol okol chol chotor chso solcthy	diedrise wienudisen geusen euen dien dierem diwe wendrie	diedrise wienudisen geusen euen dien dierem diwe wendrie	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	redise wen dise dissem etacte duiet wi diet geusen wan	redise wen dise dissem etacte duiet wi diet geusen wan	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	wach diseusew dieduie diedrise udiete dieduiiem diduise tah	wach diseusew dieduie diedrise udiete dieduiiem diduise tah	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	dienw	dienw	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol soraloaly cheor ol chockhar	ediseue wieusswe geusse dieusen wemaneane disem en dieduiam	ediseue wieusswe geusse dieusen wemaneane disem en dieduiam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	weman euem en diee ne amamee euam disssan diseusen emse	weman euem en diee ne amamee euam disssan diseusen emse	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	tacch disue dieme	tacch disue dieme	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	evdiem	evdiem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	wenwe	wenwe	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	wensswew	wensswew	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	eudiedite	eudiedite	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	eudite	eudite	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	tdite	tdite	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	tanwe	tanwe	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol cheol ol shey qockhol shor yteol sheockhey qpol cheor sain olo o qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chsm	vdisen disen en wise geduien wiem ersen wiseduise gven disem wach ene e gusse dievdisse disduise dvisedrie eudie disse disusse tan diwl	vdisen disen en wise geduien wiem ersen wiseduise gven disem wach ene e gusse dievdisse disduise dvisedrie eudie disse disusse tan diwl	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.10	f101r	P	A	f101r.10|P01|f101r.10|P02|f101r.10|P03	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	uem acrie en diw wie endissen uanwise eusene ecch accene	uem acrie en diw wie endissen uanwise eusene ecch accene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.2	f101r	P	A	f101r.2|P01|f101r.2|P02|f101r.2|P03	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	ten dieusse diuse drise euan dien uen eusse m em en euenen endise geudiem euse geusen uem wise rsen em acch dien tacch	ten dieusse diuse drise euan dien uen eusse m em en euenen endise geudiem euse geusen uem wise rsen em acch dien tacch	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.3	f101r	P	A	f101r.3|P01|f101r.3|P02|f101r.3|P03	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	srendrisen eusem m wisen geren wise ten wise eusse drissa erssente uditen wisete em en wisem gereccm eren wisse wwise rdise en tam al	srendrisen eusem m wisen geren wise ten wise eusse drissa erssente uditen wisete em en wisem gereccm eren wisse wwise rdise en tam al	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.4	f101r	P	A	f101r.4|P01|f101r.4|P02|f101r.4|P03	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	edisse em wissen tacch wissen eusen drisen wiusse geduisen tacch wie dwen eussem drete diudien terseta eusen tacwch eusse eusse tacmch	edisse em wissen tacch wissen eusen drisen wiusse geduisen tacch wie dwen eussem drete diudien terseta eusen tacwch eusse eusse tacmch	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.5	f101r	P	A	f101r.5|P01|f101r.5|P02|f101r.5|P03	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	tacch drisen disen euem em acch disen die usse tdise euen eusen tem dien die m acch ersen emacch endise ersset wisen eusen diewacch wisel	tacch drisen disen euem em acch disen die usse tdise euen eusen tem dien die m acch ersen emacch endise ersset wisen eusen diewacch wisel	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.6	f101r	P	A	f101r.6|P01|f101r.6|P02|f101r.6|P03	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	eussen wie wiete wie wien eusssen disew wiseusse wissem didie dietacch wissduise rssen wdisen wam essem	eussen wie wiete wie wien eusssen disew wiseusse wissem didie dietacch wissduise rssen wdisen wam essem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.7	f101r	P	A	f101r.7|P01|f101r.7|P02|f101r.7|P03	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	dvieam eacch evdiene tacch eracch eracch ebenacch bdisenach evdise eviee wierse etamcch wiseem wisem duisse euise geudise dienv disen te	dvieam eacch evdiene tacch eracch eracch ebenacch bdisenach evdise eviee wierse etamcch wiseem wisem duisse euise geudise dienv disen te	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.8	f101r	P	A	f101r.8|P01|f101r.8|P02|f101r.8|P03	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	enacch ersen diem ersse dieudise uem tacch wieu dien dien geue tacch en w an etam tacch em eme eusse tacch wise tacch euen disem	enacch ersen diem ersse dieudise uem tacch wieu dien dien geue tacch en w an etam tacch em eme eusse tacch wise tacch euen disem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.9	f101r	P	A	f101r.9|P01|f101r.9|P02|f101r.9|P03	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	tacch eusen geudisen eusem tam en ersdie eusem tem acch dinw disen euen wise getam wecch dieue geusen tacch etam eudien disem disre	tacch eusen geudisen eusem tam en ersdie eusem tem acch dinw disen euen wise getam wecch dieue geusen tacch etam eudien disem disre	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.1	f101v	P	A	f101v.1|P01|f101v.1|P02	sairaly	wacmane	wacmane	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.10	f101v	P	A	f101v.10|P01	okol	euen	euen	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.11	f101v	P	A	f101v.11|P01	arom	amel	amel	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.12	f101v	P	A	f101v.12|P01|f101v.12|P02	orar am	emam al	emam al	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.13	f101v	P	A	f101v.13|P01|f101v.13|P02|f101v.13|P03	oraeep	emassv	emassv	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.14	f101v	P	A	f101v.14|P01|f101v.14|P02	dytoly	terene	terene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.15	f101v	P	A	f101v.15|P01	olkor	enuem	enuem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.16	f101v	P	A	f101v.16|P01	dolary	tename	tename	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.17	f101v	P	A	f101v.17|P01	odor	etem	etem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.18	f101v	P	A	f101v.18|P01	olaran	enamah	enamah	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.19	f101v	P	A	f101v.19|P01|f101v.19|P02|f101v.19|P03	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	rendiem disevem em ete dvise m wiss ben w ecch erwisse erdie udie vdiene diem em diemem we temam euemacch emenetach	rendiem disevem em ete dvise m wiss ben w ecch erwisse erdie udie vdiene diem em diemem we temam euemacch emenetach	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.2	f101v	P	A	f101v.2|P01|f101v.2|P02	otaldy	erante	erante	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.20	f101v	P	A	f101v.20|P01|f101v.20|P02|f101v.20|P03	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	em acch em e em etal diem w acch euem dissem wissen geuen sren geem disse geuset esse m diee w eussete dietacch drie euete tam	em acch em e em etal diem w acch euem dissem wissen geuen sren geem disse geuset esse m diee w eussete dietacch drie euete tam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.21	f101v	P	A	f101v.21|P01|f101v.21|P02|f101v.21|P03	ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	edisem ese tach diseuan euiete dissetw emacch gesse drise sedrie tach diste tete	edisem ese tach diseuan euiete dissetw emacch gesse drise sedrie tach diste tete	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.22	f101v	P	A	f101v.22|P01|f101v.22|P02|f101v.22|P03	kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	uwiam nen ussen eran em en acch euset eusse tach endisen evdisen drise gsusente gedriem wisete geduisse etacch wie erenaccm wetacch te	uwiam nen ussen eran em en acch euset eusse tach endisen evdisen drise gsusente gedriem wisete geduisse etacch wie erenaccm wetacch te	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.23	f101v	P	A	f101v.23|P01|f101v.23|P02|f101v.23|P03	oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	eacch en enem tacch eusse geu eusen tacch geduie tacch endi tam geusen ten emacch entacch ussen mdi geusssem wete disem eusse dien te tam	eacch en enem tacch eusse geu eusen tacch geduie tacch endi tam geusen ten emacch entacch ussen mdi geusssem wete disem eusse dien te tam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.24	f101v	P	A	f101v.24|P01|f101v.24|P02|f101v.24|P03	teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	rssan wisen geusem guien endiem dieuse diem drisse taw tacch dissete disse use disen taccch tssem disste	rssan wisen geusem guien endiem dieuse diem drisse taw tacch dissete disse use disen taccch tssem disste	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.25	f101v	P	A	f101v.25|P01|f101v.25|P02|f101v.25|P03	daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	tacch tacm ersen diem geduien tacch duisse dise udise tew cch eusse duise ndisete udisen tacch srssew drisete driseduiewie endiem	tacch tacm ersen diem geduien tacch duisse dise udise tew cch eusse duise ndisete udisen tacch srssew drisete driseduiewie endiem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.26	f101v	P	A	f101v.26|P01|f101v.26|P02|f101v.26|P03	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	enacch eusen dise uen disw wisse geem geusete disem euse ecch disse drise eme drisse geusse wien ete disen emanam wise geuam ame	enacch eusen dise uen disw wisse geem geusete disem euse ecch disse drise eme drisse geusse wien ete disen emanam wise geuam ame	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.27	f101v	P	A	f101v.27|P01|f101v.27|P02|f101v.27|P03	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	wan dien diene eusse tan gen widuisen dien drisam ussen disse en diw emacch geussse wecch getacch disen geusse tacch disetal	wan dien diene eusse tan gen widuisen dien drisam ussen disse en diw emacch geussse wecch getacch disen geusse tacch disetal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.28	f101v	P	A	f101v.28|P01|f101v.28|P02|f101v.28|P03	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	rsen disen srdise dise m disen drien dienacch dien guam	rsen disen srdise dise m disen drien dienacch dien guam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.3	f101v	P	A	f101v.3|P01|f101v.3|P02|f101v.3|P03	otol	eren	eren	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.4	f101v	P	A	f101v.4|P01|f101v.4|P02	yta	era	era	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.5	f101v	P	A	f101v.5|P01	dokor	teuem	teuem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.6	f101v	P	A	f101v.6|P01	orar	emam	emam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.7	f101v	P	A	f101v.7|P01|f101v.7|P02	otorar	eremam	eremam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.8	f101v	P	A	f101v.8|P01|f101v.8|P02|f101v.8|P03	otoly	erene	erene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.9	f101v	P	A	f101v.9|P01	soraly	wemane	wemane	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.1	f102r1	P	A	f102r1.1|P01|f102r1.1|P02|f102r1.1|P03	daarod	taamet	taamet	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.10	f102r1	P	A	f102r1.10|P01|f102r1.10|P02|f102r1.10|P03	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	edisen wiente dien dien eussen ten tensetacch tan driste	edisen wiente dien dien eussen ten tensetacch tan driste	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.11	f102r1	P	A	f102r1.11|P01|f102r1.11|P02|f102r1.11|P03	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	tdise geduie wen wisse eusete geuseten wieduise enssen	tdise geduie wen wisse eusete geuseten wieduise enssen	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.12	f102r1	P	A	f102r1.12|P01|f102r1.12|P02|f102r1.12|P03	dardsh	tamtwi	tamtwi	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.13	f102r1	P	A	f102r1.13|P01|f102r1.13|P02|f102r1.13|P03	teesody qoeol olcheor qokey okshey qokeol sheo folcfhhy	rsswete gesen endisem geuse euwise geusen wise bendbiie	rsswete gesen endisem geuse euwise geusen wise bendbiie	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.14	f102r1	P	A	f102r1.14|P01|f102r1.14|P02|f102r1.14|P03	doeey keeol qokeo daor shey qoteol okol chos sor oeeaiin	tesse ussen geuse taem wise gersen euen diew wem essacch	tesse ussen geuse taem wise gersen euen diew wem essacch	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.15	f102r1	P	A	f102r1.15|P01|f102r1.15|P02|f102r1.15|P03	or chol daiin dykeor sheey qokeody dor os ykeeykam	em dien tacch teusem wisse geusete tem ew eusseual	em dien tacch teusem wisse geusete tem ew eusseual	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.16	f102r1	P	A	f102r1.16|P01|f102r1.16|P02|f102r1.16|P03	ddor chordam soraiin ykeey dy okeol doeoear s aral dor	ttem diemtal wemacch eusse te eusen tesesam w aman tem	ttem diemtal wemacch eusse te eusen tesesam w aman tem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.17	f102r1	P	A	f102r1.17|P01|f102r1.17|P02|f102r1.17|P03	ydar arody oldaiin sody chockhy oly	etam amete entacch wete dieduie ene	etam amete entacch wete dieduie ene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.2	f102r1	P	A	f102r1.2|P01	otodeeodor	eretssetem	eretssetem	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.3	f102r1	P	A	f102r1.3|P01|f102r1.3|P02	polaiin shocthy qoteol loiiin oteeor cpheodar sholdaiin	venacch wiedrie gersen neccch erssem dvisetam wientacch	venacch wiedrie gersen neccch erssem dvisetam wientacch	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.4	f102r1	P	A	f102r1.4|P01|f102r1.4|P02|f102r1.4|P03	dsheody okeeoy kody chkeeody daraiiin ctheoly qokcheololain	twisete eussee uete diussete tamaccch drisene geudisenenach	twisete eussee uete diussete tamaccch drisene geudisenenach	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.5	f102r1	P	A	f102r1.5|P01|f102r1.5|P02	ytol sheol she olaiin orain oraroekeol chol ekey qokol dain	eren wisen wis enacch emach emamesusen dien suse geuen tach	eren wisen wis enacch emach emamesusen dien suse geuen tach	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.6	f102r1	P	A	f102r1.6|P01|f102r1.6|P02	daiin ykeeol oldy okodaiin	tacch eussen ente euetacch	tacch eussen ente euetacch	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.7	f102r1	P	A	f102r1.7|P01|f102r1.7|P02	okolaly	euenane	euenane	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.8	f102r1	P	A	f102r1.8|P01|f102r1.8|P02	pshodaiin qoorar chopy chofol daiin oteol qoteol doly	vwietacch geemam dieve dieben tacch ersen gersen tene	vwietacch geemam dieve dieben tacch ersen gersen tene	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.9	f102r1	P	A	f102r1.9|P01|f102r1.9|P02|f102r1.9|P03	daiin orsheoldy qokeol oteeody lshodykeodal qokshdy sy	tacch emwisente geusen erssete nwieteusetan geuwite we	tacch emwisente geusen erssete nwieteusetan geuwite we	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
