inventory_status	joint_tuple_id	surface_family	occurrences	event_ids	statement_ids	pages	selected_decomposition	core_value_de	grade_value_de	endpoint_value_de	default_reading_de	event_contexts_de	strongest_rival_de	contradiction_or_limit_de	teaching_consequence_de
SURFACE_NEIGHBOR_ONLY	a84fbe3ad380df345b97	chkeedy	1	E231	B3-S002	f83r	chkee=vollständig benetzen + dy=Ende	GELERNTE GANZKARTE	—	—	vollständig benetzen; Ende	E231=Benetze den bezeichneten Bereich vollständig und beende den Schritt	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
SURFACE_NEIGHBOR_ONLY	f0db6d30cd34f4cb2a4d	chkeey	1	E183	B2-S005	f82r	chkeey=breites Gefäß	GELERNTE GANZKARTE	—	—	breites Gefäß	E183=Das breite Gefäß	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
Y_REFERENCE	9ad66e67803a12e745de	chokchy|okchy|qokchy	3	E011|E091|E095	H1-S002|H5-S004|H5-S005	f10r|f56r	OK+CHY[wrapped Y_REFERENT]	OK=IN ARBEIT SETZEN	0	Y=dies/es	den laufenden Posten anwenden oder in Arbeit nehmen	E011,E091,E095=Den laufenden Posten anwenden oder in Arbeit nehmen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
Y_REFERENCE	276a7c2d74d1143446f4	choky|oky|qoky	10	E008|E081|E085|E140|E188|E195|E247|E251|E298|E323	H1-S001|H5-S001|H5-S002|B1-S011|B2-S006|B2-S010|B3-S009|B3-S011|B3-S030|B4-S003	f10r|f56r|f81v|f82r|f83r	OK+Y_REFERENT	OK=IN ARBEIT SETZEN	0	Y=dies/es	den laufenden Posten anwenden oder in Arbeit nehmen	E008,E081,E085,E140,E188,E195,E247,E251,E298,E323=Den laufenden Posten anwenden oder in Arbeit nehmen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
SURFACE_NEIGHBOR_ONLY	f3c23f42baf625639e1e	cthaiin	1	E018	H2-S001	f10r	cthaiin=Kraut zerstoßen	GELERNTE GANZKARTE	—	—	Kraut zerstoßen	E018=Zerstoße das Kraut	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
SURFACE_NEIGHBOR_ONLY	dedc383b600397a301ee	cthoor	1	E002	H1-S001	f10r	cthoor=säubern	GELERNTE GANZKARTE	—	—	säubern	E002=Säubere ihn	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
GRADE_NAMER	fcc1deda9e24ec268eb0	daiiin	1	E371	B5-S003	f83r	DA_OPENING+IIN_GRADE	DA=ÖFFNUNG; IIN=STUFE	NAMED	—	zweite Öffnungsstufe	E371=Zweite Öffnungsstufe	IIN als Zahl, Maß oder Zeitwert statt als benannter Grad	Ein Einzelbeleg; die Ordnungszahl bleibt als gelernter DA-Rahmen lokal.	IIN benennt die verlangte Stufe; es führt keinen Schritt aus.
PRODUCTIVE_ENDPOINT	8aedd154964a78e555d6	dairydy	1	E351	B4-S014	f83r	D_RENDERER+AIR_FLOW+Y_REFERENT+DY_TERMINAL	AIR=FLÜSSIGKEITSLAUF	0	DY=Schritt schließen	den Flüssigkeitslauf abschließen	E351=Den Flüssigkeitslauf abschließen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
PRODUCTIVE_ENDPOINT	2bc2ed2630dbdaaa6b59	dalchdy	1	E280	B3-S021	f83r	DAL+CHD+TERMINAL_Y	DAL+CHD=LOKAL UMSETZEN	0	DY=Schritt schließen	lokal umsetzen; Schluss	E280=Lokal umsetzen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
PRODUCTIVE_ENDPOINT	d225b7a7b95da7aee437	dchdy	1	E158	B1-S017	f81v	D+CHD+TERMINAL_Y	CHD~CHED=UMSETZEN	0	DY=Schritt schließen	Umsetzung abschließen	E158=Umsetzung abschließen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
PRODUCTIVE_ENDPOINT	259b2b3b0bf859882e2c	dchedy|schedy|tchedy	4	E120|E167|E239|E283	B1-S002|B2-S001|B3-S005|B3-S024	f81v|f82r|f83r	RENDERER_D+CHED+TERMINAL_Y / RENDERER_S+CHED+TERMINAL_Y / RENDERER_T+CHED+TERMINAL_Y	CHED=UMSETZEN	0	DY=Schritt schließen	Arbeitsbewegung abschließen	E120,E167,E239,E283=Arbeitsbewegung abschließen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
PRODUCTIVE_ENDPOINT	cbb42a4fe68068325d6b	dshedy	1	E189	B2-S007	f82r	DSHE_CLEAN_WATER+DY_TERMINAL	DSHE=SAUBERES WASSER ZUGEBEN	0	DY=Schritt schließen	sauberes Wasser zugeben; Schluss	E189=Sauberes Wasser zugeben; Schluss	SHED allgemein als waschen oder Wärme lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
GRADE_NAMER	409de02322e7b2ca0c62	kaiiin	1	E036	H2-S003	f10r	K_SOFT+IIN_GRADE	K=WEICH; IIN=STUFE	NAMED	—	Weichstufe	E036=Weiche Konsistenz	IIN als Zahl, Maß oder Zeitwert statt als benannter Grad	Ein Einzelbeleg; weich ist hier eine Zustandsstufe, keine allgemeine K-Bedeutung.	IIN benennt die verlangte Stufe; es führt keinen Schritt aus.
PRODUCTIVE_ENDPOINT	de7321bface5628e35d6	lchedy	8	E210|E235|E246|E262|E269|E282|E345|E357	B2-S013|B3-S003|B3-S008|B3-S015|B3-S020|B3-S023|B4-S012|B4-S015	f82r|f83r	L+CHED+DY_TERMINAL	L+CHED=HINAUSFÜHREN	0	DY=Schritt schließen	hinausführen; Schluss	E210,E235,E246,E262,E269,E282,E345,E357=Hinausführen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
Y_REFERENCE	0ab57b7166de99db3a55	lchy	1	E202	B2-S012	f82r	LCH+Y_REFERENT	LCH=FLÜSSIGEN ANTEIL ABZIEHEN	0	Y=dies/es	den flüssigen Anteil des laufenden Postens abziehen	E202=Den flüssigen Anteil des laufenden Postens abziehen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
PRODUCTIVE_ENDPOINT	f2af6326898fb5b490a4	lochedy	1	E228	B2-S022	f82r	LO_LEARNED+CHED+DY_TERMINAL	LO+CHED=REST HINAUSFÜHREN	0	DY=Schritt schließen	den Rest hinausführen; Schluss	E228=Den Rest hinausführen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
SURFACE_NEIGHBOR_ONLY	2e7e89e0bd12b999c280	lshedy	2	E143|E144	B1-S012|B1-S013	f81v	lsh=waschen + dy=Ende	GELERNTE GANZKARTE	—	—	waschen; Ende	E143,E144=Wasche einmal und beende diesen Durchgang	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
SURFACE_NEIGHBOR_ONLY	a8f891de626fc00028e9	octheol	1	E182	B2-S005	f82r	octheol=gleiche Einstellung	GELERNTE GANZKARTE	—	—	gleiche Einstellung	E182=dieselbe örtliche Einstellung	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
GRADE_NAMER	2c82523794dcb7d2b343	oiiin|soiiin	2	E161|E309	B1-S018|B3-S034	f81v|f83r	IIN_GRADE	IIN=STUFE/GRAD	NAMED	—	vorgeschriebene Stufe	E161,E309=Vorgeschriebener Grad	IIN als Zahl, Maß oder Zeitwert statt als benannter Grad	Nennt eine Einstellung, aber keine Zahl und keine Zeiteinheit.	IIN benennt die verlangte Stufe; es führt keinen Schritt aus.
PRODUCTIVE_ENDPOINT	07913ef9b1fb773cd325	okchedy|qokchedy	2	E151|E264	B1-S015|B3-S016	f81v|f83r	OK+CHED+TERMINAL_Y / RENDERER_Q+OK+CHED+TERMINAL_Y	OK+CHED=ANSATZ UMSETZEN	0	DY=Schritt schließen	Ansatz umsetzen; Schluss	E151,E264=Ansatz umsetzen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
GRADE_WITH_OTHER_ENDPOINT	daf32e6db9e04413ce7f	okeeol	1	E340	B4-S011	f83r	OK+E_GRADE_2+OL_CONTINUATION	OK=IN ARBEIT SETZEN	EE=anhaltend	OL=mit Vorigem weiter	mit dem Vorigen anhaltend in Kontakt weiterführen	E340=Anhaltende Anwendung mit dem Vorigen fortführen	unzerlegte Ganzkarte ohne gemeinsame Lehrregel	Ein Ereignis; zeigt, dass nach dem Grad auch OL statt Y/DY stehen kann.	Als lokale Erweiterung der Kernkarte lehren.
MATRIX_CELL	0275fbf14e07935b0a45	okeey|qokeey	7	E153|E175|E194|E205|E293|E317|E322	B1-S016|B2-S004|B2-S010|B2-S012|B3-S028|B4-S002|B4-S003	f81v|f82r|f83r	OK+E_GRADE_2+Y_REFERENT	OK=IN ARBEIT SETZEN	EE=anhaltend	Y=dies	diesen Posten anhaltend in Kontakt halten	E153,E175,E194,E205,E293,E317,E322=Den laufenden Posten anhaltend in Kontakt halten	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Kein EEE+Y-Beleg; die Matrix darf diese Zelle nicht erfinden.	Kern wählen; EE=anhaltend; dann Y=dies.
MATRIX_CELL	08bd5ca0c2ad137a056d	okey|qokey	2	E142|E220	B1-S012|B2-S016	f81v|f82r	OK+E_GRADE_1+Y_REFERENT	OK=IN ARBEIT SETZEN	E=kurz/direkt	Y=dies	diesen Posten kurz anlegen oder benetzen	E142,E220=Den laufenden Posten kurz anlegen oder benetzen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Y hält den Referenten fest; es bedeutet nicht selbst offen.	Kern wählen; E=kurz/direkt; dann Y=dies.
PRODUCTIVE_ENDPOINT	28ffbc88b97772a75f1e	olchedy|qolchedy	3	E126|E168|E242	B1-S005|B2-S002|B3-S006	f81v|f82r|f83r	OL+CHED+TERMINAL_Y / RENDERER_Q+OL+CHED+TERMINAL_Y	OL+CHED=WEITERFÜHREN	0	DY=Schritt schließen	weiterführen; Schluss	E126,E168,E242=Weiterführen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
SURFACE_NEIGHBOR_ONLY	94df4847b7b16c98394a	olkain|qolkain	2	E108|E358	B1-S002|B4-S016	f81v|f83r	OL+AIN_PORTION	GELERNTE GANZKARTE	—	—	eine weitere Portion zugeben	E108,E358=Eine weitere Portion zugeben	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
MATRIX_CELL	3b70942557b3a40e8030	olkeedy|solkeedy	3	E162|E229|E291	B1-S018|B3-S001|B3-S026	f81v|f83r	SOLK_COLLECTION_STATION+E_GRADE_2+DY_TERMINAL	SOLK=SAMMELSTELLE	EE=anhaltend	DY=Schritt schließen	an der Sammelstelle stehen oder absetzen lassen; Schritt schließen	E162,E229,E291=An der Sammelstelle stehen oder absetzen lassen; Schluss	jede SOLK/OLK-Schreibung als Sammelstelle oder Tuch lesen	Die drei Ereignisse stützen die Endform, aber nicht eine allgemeine SOLK-Wortwurzel außerhalb dieser Familie.	Kern wählen; EE=anhaltend; dann DY=Schritt schließen.
PRODUCTIVE_ENDPOINT	601b77449028deed39de	otchdy	1	E362	B5-S001	f83r	OT+CHD+TERMINAL_Y	OT+CHD=DANACH UMSETZEN	0	DY=Schritt schließen	danach umsetzen; Schluss	E362=Danach umsetzen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
PRODUCTIVE_ENDPOINT	4de12cf322dfb76ded1e	otchedy|qotchedy	2	E281|E301	B3-S022|B3-S030	f83r	OT+CHED+TERMINAL_Y / RENDERER_Q+OT+CHED+TERMINAL_Y	OT+CHED=DANACH UMSETZEN	0	DY=Schritt schließen	danach oder erneut umsetzen; Schluss	E281,E301=Danach oder erneut umsetzen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
Y_REFERENCE	faf321940aed922846a9	otchey	2	E098|E321	H5-S006|B4-S003	f56r|f83r	OT+CHEY[wrapped Y_REFERENT]	OT=DANACH	0	Y=dies/es	den nächsten Posten wählen	E098,E321=Den nächsten Posten wählen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
MATRIX_CELL	c45ebac60774620561e2	otedy	2	E249|E307	B3-S010|B3-S032	f83r	OT_THEN+E_GRADE_1+DY_TERMINAL	OT=DANACH	E=kurz/gewöhnlich	DY=Schritt schließen	danach kurz einwirken lassen; Schritt schließen	E249,E307=Danach kurz oder gewöhnlich einwirken lassen und abschließen	SHED allgemein als waschen oder Wärme lesen	OT ist ein Reihenfolgenrahmen; die konkrete Einwirkung kommt aus der Konstruktion.	Kern wählen; E=kurz/gewöhnlich; dann DY=Schritt schließen.
MATRIX_CELL	5d5e0b288cf36864ed9d	oteey	2	E185|E218	B2-S006|B2-S016	f82r	OT_THEN+E_GRADE_2+Y_REFERENT	OT=DANACH	EE=anhaltend	Y=dies	diesen Posten danach anhaltend einwirken lassen	E185,E218=Den laufenden Posten danach anhaltend einwirken lassen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Zwei Ereignisse, kein eigenes Abschlusszeichen.	Kern wählen; EE=anhaltend; dann Y=dies.
PRODUCTIVE_ENDPOINT	65df3cd9e59060042d47	pchedy	1	E221	B2-S016	f82r	P+CHED+DY_TERMINAL	P+CHED=HINEINFÜHREN	0	DY=Schritt schließen	hineinführen; Schluss	E221=Hineinführen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
MATRIX_CELL	6b89d6dd70635bc60fe0	qcthey|shcthey	2	E204|E258	B2-S012|B3-S013	f82r|f83r	CTH_READY+E_GRADE_1+Y_REFERENT	CTH=BEREIT	E=kurz/direkt halten	Y=dies	diesen Posten bereit halten	E204,E258=Den laufenden Posten bereit halten	CTH überall als säubern, warm oder bereit lesen	Nur zwei Ereignisse und kein CTH+DY-Gegenstück.	Kern wählen; E=kurz/direkt halten; dann Y=dies.
SURFACE_NEIGHBOR_ONLY	af816c04e65874a0f2fa	qoctholy	1	E019	H2-S001	f10r	qoctholy=durch Tuch	GELERNTE GANZKARTE	—	—	durch Tuch	E019=Presse den Saft durch ein Tuch	bloße Substring-Zerlegung nach ähnlich aussehender Nachbarkarte	Ähnliche Buchstaben reichen nicht zur Zerlegung; exakte Karte und lokaler Satz behalten Vorrang.	Als eigene Karte auswendig lernen; nicht durch Schriftähnlichkeit ableiten.
Y_REFERENCE	4a7a6326ac95a8809302	qokaly	1	E177	B2-S005	f82r	Q_RENDERER+OK+AL_TARGET+Y_REFERENT	OK=IN ARBEIT SETZEN	0	Y=dies/es	den laufenden Posten an der Zielstelle einsetzen	E177=Den laufenden Posten an der Zielstelle einsetzen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Referenz gilt nur in dieser lizenzierten exakten Karte; Y bedeutet nicht selbst offen.	Den laufenden Posten wieder aufnehmen; keinen Abschluss hinzufügen.
PRODUCTIVE_ENDPOINT	87411f84689b4f93a303	qokchdy	3	E131|E284|E363	B1-S007|B3-S025|B5-S002	f81v|f83r	RENDERER_Q+OK+CHD+TERMINAL_Y	OK+CHD=ANSATZ UMSETZEN	0	DY=Schritt schließen	Ansatz umsetzen; Schluss	E131,E284,E363=Ansatz umsetzen; Schluss	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Abschluss gilt nur in dieser lizenzierten exakten Karte, nicht für jedes sichtbare -dy.	Die Kernhandlung ausführen und den lokalen Schritt schließen.
MATRIX_CELL	7db18b2f0fb7ed0fcfd3	qokedy	8	E101|E137|E138|E259|E294|E297|E318|E335	B1-S001|B1-S009|B1-S010|B3-S013|B3-S028|B3-S029|B4-S002|B4-S008	f81v|f83r	OK+E_GRADE_1+DY_TERMINAL	OK=IN ARBEIT SETZEN	E=kurz/direkt	DY=Schritt schließen	kurz benetzen oder spülen; Schritt schließen	E101,E137,E138,E259,E294,E297,E318,E335=Kurz spülen oder benetzen und den Schritt abschließen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	E bezeichnet einen geordneten Kontaktgrad, keine feste Minutenangabe.	Kern wählen; E=kurz/direkt; dann DY=Schritt schließen.
GRADE_WITH_OTHER_ENDPOINT	93f69c38fdedee1598e9	qokeedal	1	E117	B1-S002	f81v	OK+E_GRADE_2+AL_TARGET	OK=IN ARBEIT SETZEN	EE=anhaltend	AL=Zielstelle	an der Zielstelle anhaltend in Kontakt halten	E117=An der Zielstelle anhaltend in Kontakt halten	unzerlegte Ganzkarte ohne gemeinsame Lehrregel	Ein Ereignis; zeigt eine Zielstelle statt Referenz oder Abschluss.	Als lokale Erweiterung der Kernkarte lehren.
MATRIX_CELL	7d25241b0e56c836372a	qokeedy	10	E171|E201|E213|E224|E227|E245|E265|E302|E315|E329	B2-S003|B2-S011|B2-S015|B2-S018|B2-S021|B3-S007|B3-S017|B3-S031|B4-S001|B4-S005	f82r|f83r	OK+E_GRADE_2+DY_TERMINAL	OK=IN ARBEIT SETZEN	EE=anhaltend	DY=Schritt schließen	eintauchen oder einweichen; Schritt schließen	E171,E201,E213,E224,E227,E245,E265,E302,E315,E329=Eintauchen oder einweichen und den Schritt abschließen	jedes sichtbare y/dy mechanisch als Referenz beziehungsweise Abschluss lesen	Die konkrete deutsche Handlung ist kontextuell; invariant ist der anhaltende Kontakt mit Abschluss.	Kern wählen; EE=anhaltend; dann DY=Schritt schließen.
