statement_id	record_unit_id	visible_owner	field_ids	frame_modes	visible_sequence	normalized_sequence	literal_card_reading	previous_fluent_expansion	revised_fluent_translation_de	revision_reason	source_token_correction
H4-S002	H4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	F011	MIXED	daiin chedy talam	aiin chdy talam	Sollmaß | überführen | Verwahrort	Pruefe die verwahrte Menge nochmals gegen das Sollmass.	Die Sollmenge überführen und am Verwahrort ablegen.	PORTION_AND_STORAGE	NONE
H4-S003	H4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	F012	LOW_DATA	ykaiin cheoar cheeky oldy	ykaiin cheoar cheeky oldy	Sollportion | Quellauszug | länger bearbeiten | fertig	Nimm spaeter die vorgeschriebene Vorratsportion.	Eine Sollportion aus dem Quellauszug nehmen, länger bearbeiten und fertigstellen.	PORTION_AND_STORAGE	NONE
H4-S004	H4	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	F013	X	aiin okal oltchy or y orain	aiin okal oltchy chor chey orain	Sollmaß | dorthin einsetzen | Folgebereitung | Ansatz | dies | Bereitungsanteil	Bemiss die Dosis fuer den Folgeansatz.	Das Sollmaß am Ziel einsetzen und aus diesem Ansatz mit dem Bereitungsanteil die Folgezubereitung bilden.	PORTION_AND_STORAGE	NONE
H5-S001	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	F014|F015	MIXED|MIXED	chochor cho chodaly daiin sho kchol otchor choky dal	chochor cho chodaly aiin cho kchol otchor choky al	Zugabeansatz | weitere Zutat | Zielzugabe | Sollmaß | weitere Zutat | Weiterverarbeitung | Folgeansatz | einsetzen | dorthin	Setze den Wirkzusatz an, gib die bestimmte Pflanzensubstanz bis zum Sollmass in die Zielzubereitung und bringe den Folgeansatz an die bezeichnete Stelle.	Einen Zugabeansatz herstellen, die weitere Zutat als Zielzugabe auf Sollmaß bringen, den Folgeansatz einsetzen und dorthin führen.	ADDITIVE_TARGET_APPLICATION	NONE
H5-S002	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	F016	MIXED	schol choy choky cheeckhody	dchol choy choky cheeckhody	vom vorigen | Zugabeposten | einsetzen | Langpassage; Schluss	Nimm vom vorigen Ansatz einen Anwendungsposten, setze ihn ein und lasse ihn laenger an der Zielstelle einwirken.	Vom vorigen Ansatz den Zugabeposten nehmen, einsetzen und länger an der Zielstelle führen; Schluss.	ADDITIVE_TARGET_APPLICATION	NONE
H5-S003	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	F017	LOW_DATA	sh cho kchey qokokchy	sh cho kchey qokokchy	Halten | weitere Zutat | Kurzbearbeitung | erneut einsetzen	Halte die Stelle, gib weiteren Wirkzusatz bei, bearbeite kurz und setze die Anwendung erneut an.	Den Posten halten, eine weitere Zutat zugeben, kurz bearbeiten und erneut einsetzen.	ADDITIVE_TARGET_APPLICATION	NONE
H5-S004	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	F018	LOW_DATA	okchy chokcheo kchal	chokchy chokcheo kchal	weiterbearbeiten | Auszug einsetzen | Zielbearbeitung	Bearbeite die Anwendung weiter, setze den Auszug ein und verteile ihn an der Zielstelle.	Weiterbearbeiten, den Auszug einsetzen und an der Zielstelle verteilen.	ADDITIVE_TARGET_APPLICATION	NONE
H5-S005	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	F019	MIXED	sho chokchy kchoar sotodan	cho chokchy kchoar sotodan	weitere Zutat | weiterbearbeiten | Quellauszug | Folgeanwendung	Gib nochmals Wirkzusatz aus dem Quellauszug bei und fuehre die Folgeanwendung aus.	Eine weitere Zutat mit dem Quellauszug bearbeiten und die Folgeanwendung ausführen.	ADDITIVE_TARGET_APPLICATION	NONE
H5-S006	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	F020	LOW_DATA	otchey keol daiin	otchey keol aiin	das nächste | Kurzfortsetzung | Sollmaß	Wechsle zur naechsten Zielstelle, fuehre den kurzen Arbeitsgang fort und bemiss die neue Portion.	Zum nächsten Posten wechseln, kurz fortfahren und auf Sollmaß bringen.	ADDITIVE_TARGET_APPLICATION	NONE
B1-S001	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F021	LOW_DATA	qokedy	qokedy	kurz einwirken; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Besitzer »gemeinsames zweireihiges Figuren-/Beckenfeld«: kurz einwirken; Schluss.	Kurz einwirken lassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S002	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F022|F023	O|MIXED	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	okaiin kair okal char cheol chkain olkain al cheol rol dl cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	bemessen | Beckenlauf | dorthin einsetzen | davon | weiter | Anteil | weiterer Anteil | dorthin | weiter | Anschluss | Zusatz | derselbe Ansatz | weiter | Kurze Zielpassage | Sollmaß | Langer Zieleinsatz | Sollmaß | durchleiten | überführen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: bemessen — Beckenlauf — dorthin einsetzen — davon — weiter — Anteil — weiterer Anteil — dorthin — weiter — Anschluss — Zusatz — derselbe Ansatz — weiter — Kurze Zielpassage — Sollmaß — Langer Zieleinsatz — Sollmaß — durchleiten — überführen; Schluss.	Die Charge bemessen und in den Beckenlauf einsetzen; davon erst einen, dann einen weiteren Anteil dorthin geben; über Anschluss und Zusatz mit demselben Ansatz weiterarbeiten; kurze Zielpassage und Sollmaß, langer Zieleinsatz und nochmals Sollmaß setzen, dann durchleiten und überführen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S003	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F024|F025	LOW_DATA|LOW_DATA	qol sshkchdy	cheol sshkchdy	weiter | Haltetransfer; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: weiter — Haltetransfer; Schluss.	Weiterführen und haltend übertragen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S004	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F026	MIXED	chedy ol shedy	chdy cheol cheedy	überführen | weiter | kurz absetzen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: überführen — weiter — kurz absetzen; Schluss.	Überführen, weiterführen und kurz absetzen lassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S005	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F027	LOW_DATA	qolchedy	olchedy	weiterführen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: weiterführen; Schluss.	Weiterführen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S006	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F028	MIXED	qokain shckhy dl ral	okain chckhy dl ral	Anteil zugeben | durchleiten | Zusatz | Zielmarke	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Anteil zugeben — durchleiten — Zusatz — Zielmarke.	Einen Anteil zugeben, durchleiten und den Zusatz an der Zielmarke halten.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S007	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F029	LOW_DATA	qokchdy	qokchdy	einführen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: am offenen Ziel in die Überführung weiter: einführen; Schluss.	In die offene Zielstelle einführen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S008	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F030	O	chey ol cheky ol shedy	chey cheol cheky cheol cheedy	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dies — weiter — kurz wärmen — weiter — kurz absetzen; Schluss.	Diesen Posten weiterführen, kurz wärmen, nochmals weiterführen und kurz absetzen lassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S009	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F031	LOW_DATA	qokedy	qokedy	kurz einwirken; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz einwirken; Schluss.	Kurz einwirken lassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S010	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F032	LOW_DATA	qokedy	qokedy	kurz einwirken; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz einwirken; Schluss.	Kurz einwirken lassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S011	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F033	MIXED	chckhy qoky	chckhy choky	durchleiten | einsetzen	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: durchleiten — einsetzen.	Durch den verbundenen Gang leiten und einsetzen.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S012	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F034	LOW_DATA	lsho qokey lshedy	lsho okey lshedy	Waschgang | kurz einwirken | Waschgang; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: mit dem eingesetzten Posten am selben Besitzer weiter: Waschgang — kurz einwirken — Waschgang; Schluss.	Waschen, kurz einwirken lassen und nochmals waschen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S013	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F035	LOW_DATA	lshedy	lshedy	Waschgang; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Waschgang; Schluss.	Einen Waschgang ausführen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S014	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F036	MIXED	chedy qolky lchedal qol otar	chdy qolky lchedal cheol otar	überführen | Weitergang | Zielabführung | weiter | Folgequelle	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: überführen — Weitergang — Zielabführung — weiter — Folgequelle.	Überführen, im Weitergang an der Zielstelle abführen und zur Folgequelle weitergehen.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S015	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F037	LOW_DATA	ytey okchedy	ytey okchedy	Kurzteil | einführen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: von der eben gesetzten Quelle weiter: Kurzteil — einführen; Schluss.	Den kurzen Teil aus der eben gesetzten Quelle einführen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S016	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F038	Q	qokal okeey qol cheedy	okal okeey cheol cheedy	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin einsetzen — lange einwirken — weiter — kurz absetzen; Schluss.	Am Ziel einsetzen, länger einwirken lassen, weiterführen und kurz absetzen lassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S017	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F039	LOW_DATA	sal teol dchdy	al teol dchdy	dorthin | Kurzfortsetzung | Transfer; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin — Kurzfortsetzung — Transfer; Schluss.	Dorthin bringen, kurz weiterführen und übertragen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S018	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F040|F041	LOW_DATA|O	ly dsheol oiiin olkeedy	ly dsheol oiiin olkeedy	Abführposten | Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: Abführposten — Kurzhalt — Arbeitsstufe — lange sammeln; Schluss.	Den Abführposten kurz halten, die Arbeitsstufe setzen und länger auffangen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S019	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F042	LOW_DATA	tedy	cheedy	kurz absetzen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz absetzen; Schluss.	Kurz absetzen lassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S020	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F043	LOW_DATA	cheky shckhedy	cheky shckhedy	kurz wärmen | durchlassen; Schluss	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: kurz wärmen — durchlassen; Schluss.	Kurz wärmen und durchlassen; Schluss.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B1-S021	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	F044	LOW_DATA	chal	al	dorthin	Mit Grundauszug chargenweise bemessen temperieren mischen baden und nachspuelen: Neuer Schritt: dorthin.	Dorthin bringen.	O_Q_BATH_CELL_AND_ALLOGRAPH_NORMALIZATION	NONE
B2-S001	B2	obere Paarbecken-/Zylinderstation	F045	LOW_DATA	dchedy	dchedy	überführen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Besitzer »obere Paarbecken-/Zylinderstation«: überführen; Schluss.	In die obere Paarbeckenstation überführen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S002	B2	obere Paarbecken-/Zylinderstation	F046	LOW_DATA	qolchedy	olchedy	weiterführen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: weiterführen; Schluss.	Durch die obere Station weiterführen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S003	B2	obere Paarbecken-/Zylinderstation	F047	MIXED	qokain dy qokeedy	okain chey qokeedy	Anteil zugeben | dies | lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Anteil zugeben — dies — lange einwirken; Schluss.	Einen Anteil zugeben, diesen Posten länger einwirken lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S004	B2	obere Paarbecken-/Zylinderstation	F048|F049	LOW_DATA|LOW_DATA	qokal lcheckhy lched qokeey lcheckhedy	okal lcheckhy lched okeey lcheckhedy	dorthin einsetzen | Abführpassage | Abführung | lange einwirken | Trennabzug; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin einsetzen — Abführpassage — Abführung — lange einwirken — Trennabzug; Schluss.	Am Ziel einsetzen, durch die Abführpassage führen, abführen, länger einwirken lassen und getrennt abziehen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S005	B2	obere Paarbecken-/Zylinderstation	F050|F051	MIXED|LOW_DATA	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	qokaly solkaiin chckhy okaiin okaiin octheol chkeey ldy	Zieleinsatz | Sollsammlung | durchleiten | bemessen | bemessen | Fortsetzung vorbereiten | Langwärmen | abziehen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Zieleinsatz — Sollsammlung — durchleiten — bemessen — bemessen — Fortsetzung vorbereiten — Langwärmen — abziehen; Schluss.	Am Ziel einsetzen, bis zum Soll sammeln, durchleiten, am Zeilenübergang einmal bemessen, die Fortsetzung vorbereiten, länger wärmen und abziehen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	E180_E181_TWO_VISIBLE_ONE_LOGICAL_MEASURE
B2-S006	B2	obere Paarbecken-/Zylinderstation	F052	Q	oteey qokal sheckhy qoky	oteey okal sheckhy choky	Langfolge | dorthin einsetzen | Kurzpassage | einsetzen	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Langfolge — dorthin einsetzen — Kurzpassage — einsetzen.	Die lange Folge ausführen, dorthin einsetzen, durch die kurze Passage führen und einsetzen.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S007	B2	mittlere linke Geräte-/Inline-Knotenstation	F053	LOW_DATA	dshedy	dshedy	Kurzabsetzen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »mittlere linke Geräte-/Inline-Knotenstation«: Kurzabsetzen; Schluss.	An der mittleren linken Knotenstation kurz absetzen lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S008	B2	mittlere linke Geräte-/Inline-Knotenstation	F054	S	sotaiin qokar shedy	otaiin qokar cheedy	Folgemaß | Quelleinsatz | kurz absetzen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgemaß — Quelleinsatz — kurz absetzen; Schluss.	Das Folgemaß aus der Quelle einsetzen und kurz absetzen lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S009	B2	mittlere linke Geräte-/Inline-Knotenstation	F055	LOW_DATA	solshedy	solshedy	Folgeabsetzen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Folgeabsetzen; Schluss.	Den Folgeposten absetzen lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S010	B2	mittlere linke Geräte-/Inline-Knotenstation	F056	Q	qokeey qoky ls cheey	okeey choky ls cheey	lange einwirken | einsetzen | Auslass | Klarauszug	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken — einsetzen — Auslass — Klarauszug.	Länger einwirken lassen, einsetzen und den klaren Auszug zum Auslass führen.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S011	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	F057	O	okain char okain qokeedy	okain char okain qokeedy	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »ungelöste mittlere rechte Linie-/Liegepodeststation«: Anteil zugeben — davon — Anteil zugeben — lange einwirken; Schluss.	An der mittleren rechten Station einen Anteil zugeben, davon einen weiteren Anteil nehmen und länger einwirken lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S012	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	F058|F059	LOW_DATA|MIXED	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	lchy cheey qcthey okeey lcheey aiin chey qokeeedy	Abführgut | Klarauszug | kurz vorbereiten | lange einwirken | Klarabzug | Sollmaß | dies | Volleinsatz; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Abführgut — Klarauszug — kurz vorbereiten — lange einwirken — Klarabzug — Sollmaß — dies — Volleinsatz; Schluss.	Das Abführgut als klaren Auszug kurz vorbereiten, länger einwirken lassen, klar abziehen, auf Sollmaß bringen und den aktuellen Posten vollständig einsetzen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S013	B2	unteres grünes Mehrfigurenfeld	F060	LOW_DATA	lchedy	lchedy	abführen; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: abführen; Schluss.	In das untere grüne Mehrfigurenfeld abführen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S014	B2	unteres grünes Mehrfigurenfeld	F061	LOW_DATA	lar	lar	Quellabzug	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Quellabzug.	Aus der Quelle abziehen.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S015	B2	lokale Randstationen des unteren Feldes	F062	LOW_DATA	tshey qokeedy	tshey qokeedy	Klarlauf | lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Besitzer »lokale Randstationen des unteren Feldes«: Klarlauf — lange einwirken; Schluss.	An der lokalen Randstation den klaren Lauf länger einwirken lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S016	B2	lokale Randstationen des unteren Feldes	F063|F064	MIXED|LOW_DATA	cheal lchedar ches aiin oteey qokaiin okey pchedy	al lchedar ches aiin oteey okaiin okey pchedy	dorthin | Quellabführung | Teilen | Sollmaß | Langfolge | bemessen | kurz einwirken | Zuführung; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: dorthin — Quellabführung — Teilen — Sollmaß — Langfolge — bemessen — kurz einwirken — Zuführung; Schluss.	Dorthin führen, aus der Quelle abführen, teilen, auf Sollmaß bringen, die lange Folge bemessen, kurz einwirken lassen und zuführen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S017	B2	lokale Randstationen des unteren Feldes	F065	LOW_DATA	rsheal daldy	rsheal daldy	Kurzhalt am Ziel | Zielschluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: Kurzhalt am Ziel — Zielschluss.	Am Ziel kurz halten und den Zielschritt schließen.	VISIBLE_STATION_CELL_NORMALIZED	NONE
B2-S018	B2	lokale Randstationen des unteren Feldes	F066	LOW_DATA	qokeedy	qokeedy	lange einwirken; Schluss	Mit Klarauszug durch obere Stationen zum Teilbad und zu den Randwaschungen fuehren: Neuer Schritt: lange einwirken; Schluss.	Länger einwirken lassen; Schluss.	VISIBLE_STATION_CELL_NORMALIZED	NONE
