field_id	statement_id	record_unit_id	visible_owner	field_frame_mode	visible_sequence	normalized_sequence	card_sequence	literal_values	terminal
F014	H5-S001	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	chochor cho chodaly daiin	chochor cho chodaly aiin	MC125 MC034 MC010 MC039	Zugabeansatz | weitere Zutat | Zielzugabe | Sollmaß	NO
F015	H5-S001	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	sho kchol otchor choky dal	cho kchol otchor choky al	MC034 MC090 MC013 MC026 MC154	weitere Zutat | Weiterverarbeitung | Folgeansatz | einsetzen | dorthin	NO
F016	H5-S002	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	schol choy choky cheeckhody	dchol choy choky cheeckhody	MC142 MC131 MC026 MC099	vom vorigen | Zugabeposten | einsetzen | Langpassage; Schluss	NO
F017	H5-S003	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	LOW_DATA	sh cho kchey qokokchy	sh cho kchey qokokchy	MC114 MC034 MC122 MC015	Halten | weitere Zutat | Kurzbearbeitung | erneut einsetzen	NO
F018	H5-S004	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	LOW_DATA	okchy chokcheo kchal	chokchy chokcheo kchal	MC103 MC006 MC077	weiterbearbeiten | Auszug einsetzen | Zielbearbeitung	NO
F019	H5-S005	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	MIXED	sho chokchy kchoar sotodan	cho chokchy kchoar sotodan	MC034 MC103 MC136 MC068	weitere Zutat | weiterbearbeiten | Quellauszug | Folgeanwendung	NO
F020	H5-S006	H5	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	LOW_DATA	otchey keol daiin	otchey keol aiin	MC171 MC104 MC039	das nächste | Kurzfortsetzung | Sollmaß	NO
F021	B1-S001	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qokedy	qokedy	MC083	kurz einwirken; Schluss	NO
F022	B1-S002	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	O	okaiin kair okal sar ol kain olkain al ol rol dl	okaiin kair okal char cheol chkain olkain al cheol rol dl	MC120 MC023 MC040 MC055 MC153 MC105 MC097 MC154 MC153 MC016 MC012	bemessen | Beckenlauf | dorthin einsetzen | davon | weiter | Anteil | weiterer Anteil | dorthin | weiter | Anschluss | Zusatz	NO
F023	B1-S002	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	MIXED	olor ol sheckhal daiin qokeedal daiin chckhy schedy	cholor cheol sheckhal aiin qokeedal aiin chckhy dchedy	MC157 MC153 MC058 MC039 MC096 MC039 MC035 MC025	derselbe Ansatz | weiter | Kurze Zielpassage | Sollmaß | Langer Zieleinsatz | Sollmaß | durchleiten | überführen; Schluss	NO
F024	B1-S003	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qol	cheol	MC153	weiter	NO
F025	B1-S003	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	sshkchdy	sshkchdy	MC061	Haltetransfer; Schluss	NO
F026	B1-S004	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	MIXED	chedy ol shedy	chdy cheol cheedy	MC074 MC153 MC128	überführen | weiter | kurz absetzen; Schluss	NO
F027	B1-S005	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qolchedy	olchedy	MC028	weiterführen; Schluss	NO
F028	B1-S006	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	MIXED	qokain shckhy dl ral	okain chckhy dl ral	MC017 MC035 MC012 MC056	Anteil zugeben | durchleiten | Zusatz | Zielmarke	NO
F029	B1-S007	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qokchdy	qokchdy	MC088	einführen; Schluss	NO
F030	B1-S008	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	O	chey ol cheky ol shedy	chey cheol cheky cheol cheedy	MC123 MC153 MC147 MC153 MC128	dies | weiter | kurz wärmen | weiter | kurz absetzen; Schluss	NO
F031	B1-S009	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qokedy	qokedy	MC083	kurz einwirken; Schluss	NO
F032	B1-S010	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	qokedy	qokedy	MC083	kurz einwirken; Schluss	NO
F033	B1-S011	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	MIXED	chckhy qoky	chckhy choky	MC035 MC026	durchleiten | einsetzen	NO
F034	B1-S012	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	lsho qokey lshedy	lsho okey lshedy	MC130 MC007 MC038	Waschgang | kurz einwirken | Waschgang; Schluss	NO
F035	B1-S013	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	lshedy	lshedy	MC038	Waschgang; Schluss	NO
F036	B1-S014	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	MIXED	chedy qolky lchedal qol otar	chdy qolky lchedal cheol otar	MC074 MC134 MC051 MC153 MC121	überführen | Weitergang | Zielabführung | weiter | Folgequelle	NO
F037	B1-S015	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	ytey okchedy	ytey okchedy	MC109 MC005	Kurzteil | einführen; Schluss	NO
F038	B1-S016	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	Q	qokal okeey qol cheedy	okal okeey cheol cheedy	MC040 MC002 MC153 MC128	dorthin einsetzen | lange einwirken | weiter | kurz absetzen; Schluss	NO
F039	B1-S017	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	sal teol dchdy	al teol dchdy	MC154 MC106 MC139	dorthin | Kurzfortsetzung | Transfer; Schluss	NO
F040	B1-S018	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	ly	ly	MC118	Abführposten	NO
F041	B1-S018	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	O	dsheol oiiin olkeedy	dsheol oiiin olkeedy	MC076 MC033 MC045	Kurzhalt | Arbeitsstufe | lange sammeln; Schluss	NO
F042	B1-S019	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	tedy	cheedy	MC128	kurz absetzen; Schluss	NO
F043	B1-S020	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	cheky shckhedy	cheky shckhedy	MC147 MC143	kurz wärmen | durchlassen; Schluss	NO
F044	B1-S021	B1	gemeinsames zweireihiges Figuren-/Beckenfeld	LOW_DATA	chal	al	MC154	dorthin	NO
F045	B2-S001	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	dchedy	dchedy	MC025	überführen; Schluss	NO
F046	B2-S002	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qolchedy	olchedy	MC028	weiterführen; Schluss	NO
F047	B2-S003	B2	obere Paarbecken-/Zylinderstation	MIXED	qokain dy qokeedy	okain chey qokeedy	MC017 MC123 MC082	Anteil zugeben | dies | lange einwirken; Schluss	NO
F048	B2-S004	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qokal lcheckhy lched	okal lcheckhy lched	MC040 MC168 MC127	dorthin einsetzen | Abführpassage | Abführung	NO
F049	B2-S004	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qokeey lcheckhedy	okeey lcheckhedy	MC002 MC133	lange einwirken | Trennabzug; Schluss	NO
F050	B2-S005	B2	obere Paarbecken-/Zylinderstation	MIXED	qokaly solkaiin chckhy qokaiin	qokaly solkaiin chckhy okaiin	MC054 MC036 MC035 MC120	Zieleinsatz | Sollsammlung | durchleiten | bemessen	NO
F051	B2-S005	B2	obere Paarbecken-/Zylinderstation	LOW_DATA	qokaiin octheol chkeey ldy	okaiin octheol chkeey ldy	MC120 MC112 MC166 MC004	bemessen | Fortsetzung vorbereiten | Langwärmen | abziehen; Schluss	NO
F052	B2-S006	B2	obere Paarbecken-/Zylinderstation	Q	oteey qokal sheckhy qoky	oteey okal sheckhy choky	MC063 MC040 MC132 MC026	Langfolge | dorthin einsetzen | Kurzpassage | einsetzen	NO
F053	B2-S007	B2	mittlere linke Geräte-/Inline-Knotenstation	LOW_DATA	dshedy	dshedy	MC138	Kurzabsetzen; Schluss	NO
F054	B2-S008	B2	mittlere linke Geräte-/Inline-Knotenstation	S	sotaiin qokar shedy	otaiin qokar cheedy	MC060 MC044 MC128	Folgemaß | Quelleinsatz | kurz absetzen; Schluss	NO
F055	B2-S009	B2	mittlere linke Geräte-/Inline-Knotenstation	LOW_DATA	solshedy	solshedy	MC149	Folgeabsetzen; Schluss	NO
F056	B2-S010	B2	mittlere linke Geräte-/Inline-Knotenstation	Q	qokeey qoky ls cheey	okeey choky ls cheey	MC002 MC026 MC065 MC119	lange einwirken | einsetzen | Auslass | Klarauszug	NO
F057	B2-S011	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	O	okain char okain qokeedy	okain char okain qokeedy	MC017 MC055 MC017 MC082	Anteil zugeben | davon | Anteil zugeben | lange einwirken; Schluss	NO
F058	B2-S012	B2	ungelöste mittlere rechte Linie-/Liegepodeststation	LOW_DATA	lchy	lchy	MC008	Abführgut	NO
F059	B2-S012	B2	unteres grünes Mehrfigurenfeld	MIXED	cheey qcthey qokeey lcheey daiin chey qokeeedy	cheey qcthey okeey lcheey aiin chey qokeeedy	MC119 MC073 MC002 MC066 MC039 MC123 MC140	Klarauszug | kurz vorbereiten | lange einwirken | Klarabzug | Sollmaß | dies | Volleinsatz; Schluss	NO
F060	B2-S013	B2	unteres grünes Mehrfigurenfeld	LOW_DATA	lchedy	lchedy	MC155	abführen; Schluss	NO
F061	B2-S014	B2	unteres grünes Mehrfigurenfeld	LOW_DATA	lar	lar	MC029	Quellabzug	NO
F062	B2-S015	B2	lokale Randstationen des unteren Feldes	LOW_DATA	tshey qokeedy	tshey qokeedy	MC141 MC082	Klarlauf | lange einwirken; Schluss	NO
F063	B2-S016	B2	lokale Randstationen des unteren Feldes	MIXED	cheal lchedar ches aiin oteey qokaiin okey	al lchedar ches aiin oteey okaiin okey	MC154 MC011 MC152 MC039 MC063 MC120 MC007	dorthin | Quellabführung | Teilen | Sollmaß | Langfolge | bemessen | kurz einwirken	NO
F064	B2-S016	B2	lokale Randstationen des unteren Feldes	LOW_DATA	pchedy	pchedy	MC070	Zuführung; Schluss	NO
F065	B2-S017	B2	lokale Randstationen des unteren Feldes	LOW_DATA	rsheal daldy	rsheal daldy	MC102 MC079	Kurzhalt am Ziel | Zielschluss	NO
F066	B2-S018	B2	lokale Randstationen des unteren Feldes	LOW_DATA	qokeedy	qokeedy	MC082	lange einwirken; Schluss	NO
F067	B2-S019	B2	lokale Randstationen des unteren Feldes	LOW_DATA	rshedy	rshedy	MC084	Waschschluss	NO
F068	B2-S020	B2	lokale Randstationen des unteren Feldes	LOW_DATA	qoteedy	qoteedy	MC173	lange Folgestufe; Schluss	NO
F069	B2-S021	B2	lokale Randstationen des unteren Feldes	LOW_DATA	qokeedy	qokeedy	MC082	lange einwirken; Schluss	NO
F070	B2-S022	B2	lokale Randstationen des unteren Feldes	LOW_DATA	lochedy	lochedy	MC167	Abführung; Schluss	NO
F071	B3-S001	B3	obere offene Fächer-Randstation	LOW_DATA	olkeedy	olkeedy	MC045	lange sammeln; Schluss	NO
F072	B3-S002	B3	obere offene Fächer-Randstation	LOW_DATA	qotal chkeedy	otal chkeedy	MC093 MC110	danach dorthin | Langwärmen; Schluss	NO
F073	B3-S003	B3	obere offene Fächer-Randstation	CH	chey daiin chey lchedy	chey aiin chey lchedy	MC123 MC039 MC123 MC155	dies | Sollmaß | dies | abführen; Schluss	NO
F074	B3-S004	B3	obere offene Fächer-Randstation	Q	qokaiin qotal dar	okaiin otal char	MC120 MC093 MC055	bemessen | danach dorthin | davon	NO
F075	B3-S005	B3	mittlere runde Gefäß-Randstation	LOW_DATA	schedy	dchedy	MC025	überführen; Schluss	NO
F076	B3-S006	B3	mittlere runde Gefäß-Randstation	MIXED	chedchy qokal olchedy	chedchy okal olchedy	MC064 MC040 MC028	Postentransfer | dorthin einsetzen | weiterführen; Schluss	NO
F077	B3-S007	B3	mittlere runde Gefäß-Randstation	MIXED	qokaiin chedy qokeedy	okaiin chdy qokeedy	MC120 MC074 MC082	bemessen | überführen | lange einwirken; Schluss	NO
F078	B3-S008	B3	mittlere runde Gefäß-Randstation	LOW_DATA	lchedy	lchedy	MC155	abführen; Schluss	NO
F079	B3-S009	B3	mittlere runde Gefäß-Randstation	LOW_DATA	qoky	choky	MC026	einsetzen	NO
F080	B3-S010	B3	untere korbartige Gefäß-Randstation	LOW_DATA	pchedal otedy	pchedal otedy	MC126 MC135	Zielzuführung | Kurzfolge; Schluss	NO
F081	B3-S011	B3	untere korbartige Gefäß-Randstation	MIXED	shecthedchy qoky chedy chary	shecthedchy choky chdy chary	MC043 MC026 MC074 MC009	Vorbereitungstransfer | einsetzen | überführen | Quellposten	NO
F082	B3-S012	B3	untere korbartige Gefäß-Randstation	S	sor shedy	chor cheedy	MC080 MC128	Ansatz | kurz absetzen; Schluss	NO
F083	B3-S013	B3	untere korbartige Gefäß-Randstation	MIXED	qokaiin chkain shcthey qokedy	okaiin chkain qcthey qokedy	MC120 MC105 MC073 MC083	bemessen | Anteil | kurz vorbereiten | kurz einwirken; Schluss	NO
F084	B3-S014	B3	untere korbartige Gefäß-Randstation	LOW_DATA	okair sheedy	okair sheedy	MC081 MC003	Laufeinsatz | Langabsetzen; Schluss	NO
F085	B3-S015	B3	untere korbartige Gefäß-Randstation	LOW_DATA	lchedy	lchedy	MC155	abführen; Schluss	NO
F086	B3-S016	B3	untere korbartige Gefäß-Randstation	LOW_DATA	lo	lo	MC030	Abzug	NO
F087	B3-S016	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	qokchedy	okchedy	MC005	einführen; Schluss	NO
F088	B3-S017	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	qokeedy	qokeedy	MC082	lange einwirken; Schluss	NO
F089	B3-S018	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	shedy	cheedy	MC128	kurz absetzen; Schluss	NO
F090	B3-S019	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	qokshedy	qokshedy	MC151	Einsatzabsetzen; Schluss	NO
F091	B3-S020	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	dal lchedy	al lchedy	MC154 MC155	dorthin | abführen; Schluss	NO
F092	B3-S021	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	S	qokaiin shcthy dal sy	okaiin checthy al chey	MC120 MC161 MC154 MC123	bemessen | bereit | dorthin | dies	NO
F093	B3-S021	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	S	saiin shedal shecthy chey tal shcthy dalchdy	aiin shedal shecthy chey al checthy dalchdy	MC039 MC113 MC137 MC123 MC154 MC161 MC031	Sollmaß | am Ziel absetzen | Kurzvorbereitung | dies | dorthin | bereit | Zieltransfer; Schluss	NO
F094	B3-S022	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	qotchedy	otchedy	MC057	Folgetransfer; Schluss	NO
F095	B3-S023	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	lchedy	lchedy	MC155	abführen; Schluss	NO
F096	B3-S024	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	tchedy	dchedy	MC025	überführen; Schluss	NO
F097	B3-S025	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	LOW_DATA	qokchdy	qokchdy	MC088	einführen; Schluss	NO
F098	B3-S026	B3	ungelöster Zwischenposten zwischen Randstapel und Hauptpaar	CH	cheedar chldaiin chedy qokain checthy chealror	cheedar chldaiin chdy okain checthy chealror	MC042 MC144 MC074 MC017 MC161 MC146	Quelltransfer | Sollabsetzung | überführen | Anteil zugeben | bereit | Zielbereitung	NO
F099	B3-S026	B3	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	solkeedy	olkeedy	MC045	lange sammeln; Schluss	NO
F100	B3-S027	B3	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	qoteedy	qoteedy	MC173	lange Folgestufe; Schluss	NO
F101	B3-S028	B3	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	qokeey qokedy	okeey qokedy	MC002 MC083	lange einwirken | kurz einwirken; Schluss	NO
F102	B3-S029	B3	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	sol cheeety qokedy	cheol cheeety qokedy	MC153 MC094 MC083	weiter | Vollteil | kurz einwirken; Schluss	NO
F103	B3-S030	B3	Hauptpaar am sichtbaren ungerichteten Bogen	MIXED	qoky saiin	choky aiin	MC026 MC039	einsetzen | Sollmaß	NO
F104	B3-S030	B3	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	schedair otchedy	schedair otchedy	MC116 MC057	Weiterlauf | Folgetransfer; Schluss	NO
F105	B3-S031	B3	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	qokeedy	qokeedy	MC082	lange einwirken; Schluss	NO
F106	B3-S032	B3	Hauptpaar am sichtbaren ungerichteten Bogen	MIXED	chedain chedy qotedaiin otaiin otedy	chedain chdy qotedaiin otaiin otedy	MC145 MC074 MC018 MC060 MC135	Anteilstransfer | überführen | Kurzsoll | Folgemaß | Kurzfolge; Schluss	NO
F107	B3-S033	B3	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	ldy	ldy	MC004	abziehen; Schluss	NO
F108	B3-S034	B3	Hauptpaar am sichtbaren ungerichteten Bogen	MIXED	soiiin checthy chety otaiin olsaly shedy	oiiin checthy chety otaiin olsaly cheedy	MC033 MC161 MC086 MC060 MC078 MC128	Arbeitsstufe | bereit | Anteil | Folgemaß | Zwischenziel | kurz absetzen; Schluss	NO
F109	B4-S001	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	qokeedy	qokeedy	MC082	lange einwirken; Schluss	NO
F110	B4-S002	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	qolchey qokeey qokedy	qolchey okeey qokedy	MC162 MC002 MC083	Weiterposten | lange einwirken | kurz einwirken; Schluss	NO
F111	B4-S003	B4	Hauptpaar am sichtbaren ungerichteten Bogen	MIXED	chedy otal	chdy otal	MC074 MC093	überführen | danach dorthin	NO
F112	B4-S003	B4	Hauptpaar am sichtbaren ungerichteten Bogen	Q	otchey qokeey qoky tol shedy	otchey okeey choky cheol cheedy	MC171 MC002 MC026 MC153 MC128	das nächste | lange einwirken | einsetzen | weiter | kurz absetzen; Schluss	NO
F113	B4-S004	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	qokylddy	qokylddy	MC164	Festsetzen; Schluss	NO
F114	B4-S005	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	dain chedy qokeedy	dain chdy qokeedy	MC059 MC074 MC082	Einlage | überführen | lange einwirken; Schluss	NO
F115	B4-S006	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	shckhedy	shckhedy	MC143	durchlassen; Schluss	NO
F116	B4-S007	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	shckhedy	shckhedy	MC143	durchlassen; Schluss	NO
F117	B4-S008	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	saiin cheeky sheey qokedy	aiin cheeky sheey qokedy	MC039 MC032 MC095 MC083	Sollmaß | länger bearbeiten | Langhalt | kurz einwirken; Schluss	NO
F118	B4-S009	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	shedy	cheedy	MC128	kurz absetzen; Schluss	NO
F119	B4-S010	B4	Hauptpaar am sichtbaren ungerichteten Bogen	LOW_DATA	oldy	oldy	MC019	fertig	NO
F120	B4-S011	B4	linke offene Fransen-/Unterlaufstation	MIXED	saiin cheky okeeol okain chdy	aiin cheky okeeol okain chdy	MC039 MC147 MC150 MC017 MC074	Sollmaß | kurz wärmen | Langfortsetzung | Anteil zugeben | überführen	NO
F121	B4-S011	B4	linke offene Fransen-/Unterlaufstation	LOW_DATA	sol lkedy	cheol lkedy	MC153 MC124	weiter | Kurzabzug; Schluss	NO
F122	B4-S012	B4	linke offene Fransen-/Unterlaufstation	LOW_DATA	lchedy	lchedy	MC155	abführen; Schluss	NO
F123	B4-S013	B4	linke offene Fransen-/Unterlaufstation	LOW_DATA	qokol shedy	qokol cheedy	MC024 MC128	Weiter einsetzen | kurz absetzen; Schluss	NO
F124	B4-S014	B4	linke offene Fransen-/Unterlaufstation	MIXED	or chey qockhey dairydy	chor chey qockhey dairydy	MC080 MC123 MC165 MC091	Ansatz | dies | Kurzdurchgang | Laufschluss	NO
F125	B4-S015	B4	linke offene Fransen-/Unterlaufstation	MIXED	qokain shey kain chckhal	okain cheey chkain chckhal	MC017 MC119 MC105 MC022	Anteil zugeben | Klarauszug | Anteil | Zielpassage	NO
F126	B4-S015	B4	rechte S-Lauf-/Mehrarmknotenstation	LOW_DATA	solkey lchedy	solkey lchedy	MC050 MC155	Kurzsammlung | abführen; Schluss	NO
F127	B4-S016	B4	rechte S-Lauf-/Mehrarmknotenstation	MIXED	qolkain dal	olkain al	MC097 MC154	weiterer Anteil | dorthin	NO
F128	B4-S016	B4	rechte S-Lauf-/Mehrarmknotenstation	LOW_DATA	skar shedy	skar cheedy	MC089 MC128	Quellausguss | kurz absetzen; Schluss	NO
F129	B5-S001	B5	linker offener Fransen-Endposten	LOW_DATA	otchdy	otchdy	MC067	Nachtransfer; Schluss	NO
F130	B5-S002	B5	linker offener Fransen-Endposten	LOW_DATA	qokchdy	qokchdy	MC088	einführen; Schluss	NO
F131	B5-S003	B5	linker offener Fransen-Endposten	LOW_DATA	shedal	shedal	MC113	am Ziel absetzen	NO
F132	B5-S003	B5	linker offener Fransen-Endposten	MIXED	dal cheol lol chdal aiin	al cheol lol chdal aiin	MC154 MC153 MC092 MC001 MC039	dorthin | weiter | Weiterabzug | Zieltransfer | Sollmaß	NO
F133	B5-S003	B5	linker offener Fransen-Endposten	MIXED	sol daiiin chedy	cheol daiiin chdy	MC153 MC172 MC074	weiter | Endstufe | überführen	NO
F134	B6-S001	B6	rechter S-Lauf-/Mehrarm-Endposten	LOW_DATA	solkeey qekey raly ol	solkeey qekey raly cheol	MC020 MC052 MC046 MC153	Langsammlung | Kurzbearbeitung | Endposten | weiter	NO
F135	B6-S001	B6	rechter S-Lauf-/Mehrarm-Endposten	MIXED	daiin ol dain chey ldalor	aiin cheol dain chey ldalor	MC039 MC153 MC059 MC123 MC101	Sollmaß | weiter | Einlage | dies | Endziel	NO
