1_INPUT	2_HIGH	3_ROOT	4_SQUARE	5_SUB	6_DOUBLE	7_APPEND	8_QUOTIENT	9_CHOOSE	10_MUL	11_SUB	12_APPEND	13_SQUARE	14_SUB	15_APPEND	16_MOD	17_SQUARE	18_MOD	19_MOD	20_ADD	21_MOD	22_MOD	23_CHECK
200	2	1	1	1	2	10	5	4	8	2	20	16	4	14	0	0	0	4	4	4	4	CHECK
201	2	1	1	1	2	10	5	4	8	2	21	16	5	14	0	0	0	5	5	5	5	CHECK
202	2	1	1	1	2	10	5	4	8	2	22	16	6	14	0	0	0	6	6	6	6	CHECK
203	2	1	1	1	2	10	5	4	8	2	23	16	7	14	0	0	0	0	0	0	0	CHECK
204	2	1	1	1	2	10	5	4	8	2	24	16	8	14	0	0	0	1	1	1	1	CHECK
205	2	1	1	1	2	10	5	4	8	2	25	16	9	14	0	0	0	2	2	2	2	CHECK
206	2	1	1	1	2	10	5	4	8	2	26	16	10	14	0	0	0	3	3	3	3	CHECK
207	2	1	1	1	2	10	5	4	8	2	27	16	11	14	0	0	0	4	4	4	4	CHECK
208	2	1	1	1	2	10	5	4	8	2	28	16	12	14	0	0	0	5	5	5	5	CHECK
209	2	1	1	1	2	10	5	4	8	2	29	16	13	14	0	0	0	6	6	6	6	CHECK
210	2	1	1	1	2	11	5	4	8	3	30	16	14	14	0	0	0	0	0	0	0	CHECK
211	2	1	1	1	2	11	5	4	8	3	31	16	15	14	0	0	0	1	1	1	1	CHECK
212	2	1	1	1	2	11	5	4	8	3	32	16	16	14	0	0	0	2	2	2	2	CHECK
213	2	1	1	1	2	11	5	4	8	3	33	16	17	14	0	0	0	3	3	3	3	CHECK
214	2	1	1	1	2	11	5	4	8	3	34	16	18	14	0	0	0	4	4	4	4	CHECK
215	2	1	1	1	2	11	5	4	8	3	35	16	19	14	0	0	0	5	5	5	5	CHECK
216	2	1	1	1	2	11	5	4	8	3	36	16	20	14	0	0	0	6	6	6	6	CHECK
217	2	1	1	1	2	11	5	4	8	3	37	16	21	14	0	0	0	0	0	0	0	CHECK
218	2	1	1	1	2	11	5	4	8	3	38	16	22	14	0	0	0	1	1	1	1	CHECK
219	2	1	1	1	2	11	5	4	8	3	39	16	23	14	0	0	0	2	2	2	2	CHECK
220	2	1	1	1	2	12	6	4	8	4	40	16	24	14	0	0	0	3	3	3	3	CHECK
221	2	1	1	1	2	12	6	4	8	4	41	16	25	14	0	0	0	4	4	4	4	CHECK
222	2	1	1	1	2	12	6	4	8	4	42	16	26	14	0	0	0	5	5	5	5	CHECK
223	2	1	1	1	2	12	6	4	8	4	43	16	27	14	0	0	0	6	6	6	6	CHECK
224	2	1	1	1	2	12	6	4	8	4	44	16	28	14	0	0	0	0	0	0	0	CHECK
225	2	1	1	1	2	12	6	5	10	2	25	25	0	15	1	1	1	0	1	1	1	CHECK
226	2	1	1	1	2	12	6	5	10	2	26	25	1	15	1	1	1	1	2	2	2	CHECK
227	2	1	1	1	2	12	6	5	10	2	27	25	2	15	1	1	1	2	3	3	3	CHECK
228	2	1	1	1	2	12	6	5	10	2	28	25	3	15	1	1	1	3	4	4	4	CHECK
229	2	1	1	1	2	12	6	5	10	2	29	25	4	15	1	1	1	4	5	5	5	CHECK
230	2	1	1	1	2	13	6	5	10	3	30	25	5	15	1	1	1	5	6	6	6	CHECK
231	2	1	1	1	2	13	6	5	10	3	31	25	6	15	1	1	1	6	7	0	0	CHECK
232	2	1	1	1	2	13	6	5	10	3	32	25	7	15	1	1	1	0	1	1	1	CHECK
233	2	1	1	1	2	13	6	5	10	3	33	25	8	15	1	1	1	1	2	2	2	CHECK
234	2	1	1	1	2	13	6	5	10	3	34	25	9	15	1	1	1	2	3	3	3	CHECK
235	2	1	1	1	2	13	6	5	10	3	35	25	10	15	1	1	1	3	4	4	4	CHECK
236	2	1	1	1	2	13	6	5	10	3	36	25	11	15	1	1	1	4	5	5	5	CHECK
237	2	1	1	1	2	13	6	5	10	3	37	25	12	15	1	1	1	5	6	6	6	CHECK
238	2	1	1	1	2	13	6	5	10	3	38	25	13	15	1	1	1	6	7	0	0	CHECK
239	2	1	1	1	2	13	6	5	10	3	39	25	14	15	1	1	1	0	1	1	1	CHECK
240	2	1	1	1	2	14	7	5	10	4	40	25	15	15	1	1	1	1	2	2	2	CHECK
241	2	1	1	1	2	14	7	5	10	4	41	25	16	15	1	1	1	2	3	3	3	CHECK
242	2	1	1	1	2	14	7	5	10	4	42	25	17	15	1	1	1	3	4	4	4	CHECK
243	2	1	1	1	2	14	7	5	10	4	43	25	18	15	1	1	1	4	5	5	5	CHECK
244	2	1	1	1	2	14	7	5	10	4	44	25	19	15	1	1	1	5	6	6	6	CHECK
245	2	1	1	1	2	14	7	5	10	4	45	25	20	15	1	1	1	6	7	0	0	CHECK
246	2	1	1	1	2	14	7	5	10	4	46	25	21	15	1	1	1	0	1	1	1	CHECK
247	2	1	1	1	2	14	7	5	10	4	47	25	22	15	1	1	1	1	2	2	2	CHECK
248	2	1	1	1	2	14	7	5	10	4	48	25	23	15	1	1	1	2	3	3	3	CHECK
249	2	1	1	1	2	14	7	5	10	4	49	25	24	15	1	1	1	3	4	4	4	CHECK
250	2	1	1	1	2	15	7	5	10	5	50	25	25	15	1	1	1	4	5	5	5	CHECK
251	2	1	1	1	2	15	7	5	10	5	51	25	26	15	1	1	1	5	6	6	6	CHECK
252	2	1	1	1	2	15	7	5	10	5	52	25	27	15	1	1	1	6	7	0	0	CHECK
253	2	1	1	1	2	15	7	5	10	5	53	25	28	15	1	1	1	0	1	1	1	CHECK
254	2	1	1	1	2	15	7	5	10	5	54	25	29	15	1	1	1	1	2	2	2	CHECK
255	2	1	1	1	2	15	7	5	10	5	55	25	30	15	1	1	1	2	3	3	3	CHECK
256	2	1	1	1	2	15	7	6	12	3	36	36	0	16	2	4	4	0	4	4	4	CHECK
257	2	1	1	1	2	15	7	6	12	3	37	36	1	16	2	4	4	1	5	5	5	CHECK
258	2	1	1	1	2	15	7	6	12	3	38	36	2	16	2	4	4	2	6	6	6	CHECK
259	2	1	1	1	2	15	7	6	12	3	39	36	3	16	2	4	4	3	7	0	0	CHECK
260	2	1	1	1	2	16	8	6	12	4	40	36	4	16	2	4	4	4	8	1	1	CHECK
261	2	1	1	1	2	16	8	6	12	4	41	36	5	16	2	4	4	5	9	2	2	CHECK
262	2	1	1	1	2	16	8	6	12	4	42	36	6	16	2	4	4	6	10	3	3	CHECK
263	2	1	1	1	2	16	8	6	12	4	43	36	7	16	2	4	4	0	4	4	4	CHECK
264	2	1	1	1	2	16	8	6	12	4	44	36	8	16	2	4	4	1	5	5	5	CHECK
265	2	1	1	1	2	16	8	6	12	4	45	36	9	16	2	4	4	2	6	6	6	CHECK
266	2	1	1	1	2	16	8	6	12	4	46	36	10	16	2	4	4	3	7	0	0	CHECK
267	2	1	1	1	2	16	8	6	12	4	47	36	11	16	2	4	4	4	8	1	1	CHECK
268	2	1	1	1	2	16	8	6	12	4	48	36	12	16	2	4	4	5	9	2	2	CHECK
269	2	1	1	1	2	16	8	6	12	4	49	36	13	16	2	4	4	6	10	3	3	CHECK
270	2	1	1	1	2	17	8	6	12	5	50	36	14	16	2	4	4	0	4	4	4	CHECK
271	2	1	1	1	2	17	8	6	12	5	51	36	15	16	2	4	4	1	5	5	5	CHECK
272	2	1	1	1	2	17	8	6	12	5	52	36	16	16	2	4	4	2	6	6	6	CHECK
273	2	1	1	1	2	17	8	6	12	5	53	36	17	16	2	4	4	3	7	0	0	CHECK
274	2	1	1	1	2	17	8	6	12	5	54	36	18	16	2	4	4	4	8	1	1	CHECK
275	2	1	1	1	2	17	8	6	12	5	55	36	19	16	2	4	4	5	9	2	2	CHECK
276	2	1	1	1	2	17	8	6	12	5	56	36	20	16	2	4	4	6	10	3	3	CHECK
277	2	1	1	1	2	17	8	6	12	5	57	36	21	16	2	4	4	0	4	4	4	CHECK
278	2	1	1	1	2	17	8	6	12	5	58	36	22	16	2	4	4	1	5	5	5	CHECK
279	2	1	1	1	2	17	8	6	12	5	59	36	23	16	2	4	4	2	6	6	6	CHECK
280	2	1	1	1	2	18	9	6	12	6	60	36	24	16	2	4	4	3	7	0	0	CHECK
281	2	1	1	1	2	18	9	6	12	6	61	36	25	16	2	4	4	4	8	1	1	CHECK
282	2	1	1	1	2	18	9	6	12	6	62	36	26	16	2	4	4	5	9	2	2	CHECK
283	2	1	1	1	2	18	9	6	12	6	63	36	27	16	2	4	4	6	10	3	3	CHECK
284	2	1	1	1	2	18	9	6	12	6	64	36	28	16	2	4	4	0	4	4	4	CHECK
285	2	1	1	1	2	18	9	6	12	6	65	36	29	16	2	4	4	1	5	5	5	CHECK
286	2	1	1	1	2	18	9	6	12	6	66	36	30	16	2	4	4	2	6	6	6	CHECK
287	2	1	1	1	2	18	9	6	12	6	67	36	31	16	2	4	4	3	7	0	0	CHECK
288	2	1	1	1	2	18	9	6	12	6	68	36	32	16	2	4	4	4	8	1	1	CHECK
289	2	1	1	1	2	18	9	7	14	4	49	49	0	17	3	9	2	0	2	2	2	CHECK
290	2	1	1	1	2	19	9	7	14	5	50	49	1	17	3	9	2	1	3	3	3	CHECK
291	2	1	1	1	2	19	9	7	14	5	51	49	2	17	3	9	2	2	4	4	4	CHECK
292	2	1	1	1	2	19	9	7	14	5	52	49	3	17	3	9	2	3	5	5	5	CHECK
293	2	1	1	1	2	19	9	7	14	5	53	49	4	17	3	9	2	4	6	6	6	CHECK
294	2	1	1	1	2	19	9	7	14	5	54	49	5	17	3	9	2	5	7	0	0	CHECK
295	2	1	1	1	2	19	9	7	14	5	55	49	6	17	3	9	2	6	8	1	1	CHECK
296	2	1	1	1	2	19	9	7	14	5	56	49	7	17	3	9	2	0	2	2	2	CHECK
297	2	1	1	1	2	19	9	7	14	5	57	49	8	17	3	9	2	1	3	3	3	CHECK
298	2	1	1	1	2	19	9	7	14	5	58	49	9	17	3	9	2	2	4	4	4	CHECK
299	2	1	1	1	2	19	9	7	14	5	59	49	10	17	3	9	2	3	5	5	5	CHECK
300	3	1	1	2	2	20	10	7	14	6	60	49	11	17	3	9	2	4	6	6	6	CHECK
301	3	1	1	2	2	20	10	7	14	6	61	49	12	17	3	9	2	5	7	0	0	CHECK
302	3	1	1	2	2	20	10	7	14	6	62	49	13	17	3	9	2	6	8	1	1	CHECK
303	3	1	1	2	2	20	10	7	14	6	63	49	14	17	3	9	2	0	2	2	2	CHECK
304	3	1	1	2	2	20	10	7	14	6	64	49	15	17	3	9	2	1	3	3	3	CHECK
305	3	1	1	2	2	20	10	7	14	6	65	49	16	17	3	9	2	2	4	4	4	CHECK
306	3	1	1	2	2	20	10	7	14	6	66	49	17	17	3	9	2	3	5	5	5	CHECK
307	3	1	1	2	2	20	10	7	14	6	67	49	18	17	3	9	2	4	6	6	6	CHECK
308	3	1	1	2	2	20	10	7	14	6	68	49	19	17	3	9	2	5	7	0	0	CHECK
309	3	1	1	2	2	20	10	7	14	6	69	49	20	17	3	9	2	6	8	1	1	CHECK
310	3	1	1	2	2	21	10	7	14	7	70	49	21	17	3	9	2	0	2	2	2	CHECK
311	3	1	1	2	2	21	10	7	14	7	71	49	22	17	3	9	2	1	3	3	3	CHECK
312	3	1	1	2	2	21	10	7	14	7	72	49	23	17	3	9	2	2	4	4	4	CHECK
313	3	1	1	2	2	21	10	7	14	7	73	49	24	17	3	9	2	3	5	5	5	CHECK
314	3	1	1	2	2	21	10	7	14	7	74	49	25	17	3	9	2	4	6	6	6	CHECK
315	3	1	1	2	2	21	10	7	14	7	75	49	26	17	3	9	2	5	7	0	0	CHECK
316	3	1	1	2	2	21	10	7	14	7	76	49	27	17	3	9	2	6	8	1	1	CHECK
317	3	1	1	2	2	21	10	7	14	7	77	49	28	17	3	9	2	0	2	2	2	CHECK
318	3	1	1	2	2	21	10	7	14	7	78	49	29	17	3	9	2	1	3	3	3	CHECK
319	3	1	1	2	2	21	10	7	14	7	79	49	30	17	3	9	2	2	4	4	4	CHECK
320	3	1	1	2	2	22	11	7	14	8	80	49	31	17	3	9	2	3	5	5	5	CHECK
321	3	1	1	2	2	22	11	7	14	8	81	49	32	17	3	9	2	4	6	6	6	CHECK
322	3	1	1	2	2	22	11	7	14	8	82	49	33	17	3	9	2	5	7	0	0	CHECK
323	3	1	1	2	2	22	11	7	14	8	83	49	34	17	3	9	2	6	8	1	1	CHECK
324	3	1	1	2	2	22	11	8	16	6	64	64	0	18	4	16	2	0	2	2	2	CHECK
325	3	1	1	2	2	22	11	8	16	6	65	64	1	18	4	16	2	1	3	3	3	CHECK
326	3	1	1	2	2	22	11	8	16	6	66	64	2	18	4	16	2	2	4	4	4	CHECK
327	3	1	1	2	2	22	11	8	16	6	67	64	3	18	4	16	2	3	5	5	5	CHECK
328	3	1	1	2	2	22	11	8	16	6	68	64	4	18	4	16	2	4	6	6	6	CHECK
329	3	1	1	2	2	22	11	8	16	6	69	64	5	18	4	16	2	5	7	0	0	CHECK
330	3	1	1	2	2	23	11	8	16	7	70	64	6	18	4	16	2	6	8	1	1	CHECK
331	3	1	1	2	2	23	11	8	16	7	71	64	7	18	4	16	2	0	2	2	2	CHECK
332	3	1	1	2	2	23	11	8	16	7	72	64	8	18	4	16	2	1	3	3	3	CHECK
333	3	1	1	2	2	23	11	8	16	7	73	64	9	18	4	16	2	2	4	4	4	CHECK
334	3	1	1	2	2	23	11	8	16	7	74	64	10	18	4	16	2	3	5	5	5	CHECK
335	3	1	1	2	2	23	11	8	16	7	75	64	11	18	4	16	2	4	6	6	6	CHECK
336	3	1	1	2	2	23	11	8	16	7	76	64	12	18	4	16	2	5	7	0	0	CHECK
337	3	1	1	2	2	23	11	8	16	7	77	64	13	18	4	16	2	6	8	1	1	CHECK
338	3	1	1	2	2	23	11	8	16	7	78	64	14	18	4	16	2	0	2	2	2	CHECK
339	3	1	1	2	2	23	11	8	16	7	79	64	15	18	4	16	2	1	3	3	3	CHECK
340	3	1	1	2	2	24	12	8	16	8	80	64	16	18	4	16	2	2	4	4	4	CHECK
341	3	1	1	2	2	24	12	8	16	8	81	64	17	18	4	16	2	3	5	5	5	CHECK
342	3	1	1	2	2	24	12	8	16	8	82	64	18	18	4	16	2	4	6	6	6	CHECK
343	3	1	1	2	2	24	12	8	16	8	83	64	19	18	4	16	2	5	7	0	0	CHECK
344	3	1	1	2	2	24	12	8	16	8	84	64	20	18	4	16	2	6	8	1	1	CHECK
345	3	1	1	2	2	24	12	8	16	8	85	64	21	18	4	16	2	0	2	2	2	CHECK
346	3	1	1	2	2	24	12	8	16	8	86	64	22	18	4	16	2	1	3	3	3	CHECK
347	3	1	1	2	2	24	12	8	16	8	87	64	23	18	4	16	2	2	4	4	4	CHECK
348	3	1	1	2	2	24	12	8	16	8	88	64	24	18	4	16	2	3	5	5	5	CHECK
349	3	1	1	2	2	24	12	8	16	8	89	64	25	18	4	16	2	4	6	6	6	CHECK
350	3	1	1	2	2	25	12	8	16	9	90	64	26	18	4	16	2	5	7	0	0	CHECK
351	3	1	1	2	2	25	12	8	16	9	91	64	27	18	4	16	2	6	8	1	1	CHECK
352	3	1	1	2	2	25	12	8	16	9	92	64	28	18	4	16	2	0	2	2	2	CHECK
353	3	1	1	2	2	25	12	8	16	9	93	64	29	18	4	16	2	1	3	3	3	CHECK
354	3	1	1	2	2	25	12	8	16	9	94	64	30	18	4	16	2	2	4	4	4	CHECK
355	3	1	1	2	2	25	12	8	16	9	95	64	31	18	4	16	2	3	5	5	5	CHECK
356	3	1	1	2	2	25	12	8	16	9	96	64	32	18	4	16	2	4	6	6	6	CHECK
357	3	1	1	2	2	25	12	8	16	9	97	64	33	18	4	16	2	5	7	0	0	CHECK
358	3	1	1	2	2	25	12	8	16	9	98	64	34	18	4	16	2	6	8	1	1	CHECK
359	3	1	1	2	2	25	12	8	16	9	99	64	35	18	4	16	2	0	2	2	2	CHECK
360	3	1	1	2	2	26	13	8	16	10	100	64	36	18	4	16	2	1	3	3	3	CHECK
361	3	1	1	2	2	26	13	9	18	8	81	81	0	19	5	25	4	0	4	4	4	CHECK
362	3	1	1	2	2	26	13	9	18	8	82	81	1	19	5	25	4	1	5	5	5	CHECK
363	3	1	1	2	2	26	13	9	18	8	83	81	2	19	5	25	4	2	6	6	6	CHECK
364	3	1	1	2	2	26	13	9	18	8	84	81	3	19	5	25	4	3	7	0	0	CHECK
365	3	1	1	2	2	26	13	9	18	8	85	81	4	19	5	25	4	4	8	1	1	CHECK
366	3	1	1	2	2	26	13	9	18	8	86	81	5	19	5	25	4	5	9	2	2	CHECK
367	3	1	1	2	2	26	13	9	18	8	87	81	6	19	5	25	4	6	10	3	3	CHECK
368	3	1	1	2	2	26	13	9	18	8	88	81	7	19	5	25	4	0	4	4	4	CHECK
369	3	1	1	2	2	26	13	9	18	8	89	81	8	19	5	25	4	1	5	5	5	CHECK
370	3	1	1	2	2	27	13	9	18	9	90	81	9	19	5	25	4	2	6	6	6	CHECK
371	3	1	1	2	2	27	13	9	18	9	91	81	10	19	5	25	4	3	7	0	0	CHECK
372	3	1	1	2	2	27	13	9	18	9	92	81	11	19	5	25	4	4	8	1	1	CHECK
373	3	1	1	2	2	27	13	9	18	9	93	81	12	19	5	25	4	5	9	2	2	CHECK
374	3	1	1	2	2	27	13	9	18	9	94	81	13	19	5	25	4	6	10	3	3	CHECK
375	3	1	1	2	2	27	13	9	18	9	95	81	14	19	5	25	4	0	4	4	4	CHECK
376	3	1	1	2	2	27	13	9	18	9	96	81	15	19	5	25	4	1	5	5	5	CHECK
377	3	1	1	2	2	27	13	9	18	9	97	81	16	19	5	25	4	2	6	6	6	CHECK
378	3	1	1	2	2	27	13	9	18	9	98	81	17	19	5	25	4	3	7	0	0	CHECK
