collection	record	unit_count	field_count	source_forms_exported	unit_order_exported	material	operation	intermediate_state	application	result_condition	tool_mediation
b4	b4.85	23	15	NO	NO	1	1	0	0	1	1
b4	b4.85.sub.1	7	5	NO	NO	1	1	0	0	1	0
b4	b4.86	20	12	NO	NO	1	1	0	0	1	1
b4	b4.87	18	10	NO	NO	1	1	0	0	1	0
b4	b4.88	18	12	NO	NO	1	1	1	0	0	1
b4	b4.89	35	19	NO	NO	1	1	1	0	1	1
b4	b4.90	8	4	NO	NO	1	1	0	1	0	1
b4	b4.91	15	9	NO	NO	1	1	0	0	0	1
b4	b4.92	8	4	NO	NO	1	1	0	0	0	0
b4	b4.93	26	9	NO	NO	1	1	1	0	1	1
b4	b4.94	24	11	NO	NO	1	1	1	0	1	1
b4	b4.95	18	10	NO	NO	1	1	0	1	0	1
b4	b4.96	10	7	NO	NO	1	1	0	1	0	1
b4	b4.97	19	11	NO	NO	1	1	0	0	1	0
b4	b4.98	15	8	NO	NO	1	1	0	0	1	1
b4	b4.99	16	8	NO	NO	1	1	0	0	0	1
b4	b4.100	16	10	NO	NO	1	1	0	0	1	1
b4	b4.101	7	2	NO	NO	1	1	0	0	0	0
b4	b4.102	21	12	NO	NO	1	1	0	1	1	1
b4	b4.103	15	6	NO	NO	1	1	0	0	1	0
b4	b4.104	15	10	NO	NO	1	1	1	0	1	1
b4	b4.105	12	5	NO	NO	1	1	0	0	1	0
b4	b4.106	12	7	NO	NO	1	1	0	0	1	1
b4	b4.107	29	14	NO	NO	1	1	1	1	1	1
b4	b4.107.sub.1	11	7	NO	NO	1	1	1	0	1	1
b4	b4.108	24	15	NO	NO	1	1	1	1	0	1
b4	b4.109	14	6	NO	NO	1	1	0	0	1	0
b4	b4.110	12	7	NO	NO	1	1	0	0	1	1
b4	b4.111	14	9	NO	NO	1	1	0	0	1	0
b4	b4.112	17	9	NO	NO	1	1	0	0	1	1
b4	b4.113	18	9	NO	NO	1	1	0	0	1	1
b4	b4.114	21	10	NO	NO	1	1	0	0	1	1
b4	b4.115	12	6	NO	NO	1	1	0	0	1	0
b4	b4.116	13	7	NO	NO	1	1	0	0	1	0
b4	b4.117	9	4	NO	NO	1	1	0	0	0	0
b4	b4.119	11	8	NO	NO	1	1	0	0	1	0
b4	b4.120	9	5	NO	NO	1	1	0	1	0	1
b4	b4.121	27	13	NO	NO	1	1	0	0	1	1
b4	b4.122	44	25	NO	NO	1	1	1	0	1	1
b4	b4.123	25	14	NO	NO	1	1	0	0	0	1
b4	b4.124	12	9	NO	NO	1	1	0	0	0	0
b4	b4.125	44	25	NO	NO	1	1	1	0	1	1
b4	b4.126	9	5	NO	NO	1	1	0	0	0	0
b4	b4.127	4	2	NO	NO	1	1	0	0	0	0
b4	b4.128	8	5	NO	NO	1	1	0	0	1	0
b4	b4.129	24	10	NO	NO	1	1	0	0	1	0
b4	b4.130	22	12	NO	NO	1	1	0	1	1	1
b4	b4.131	15	9	NO	NO	1	1	0	1	1	0
b4	b4.132	11	7	NO	NO	1	1	0	0	1	0
b4	b4.133	17	10	NO	NO	1	1	0	0	1	0
b4	b4.134	10	4	NO	NO	1	1	0	0	1	0
b4	b4.135	15	7	NO	NO	1	1	0	0	1	0
b4	b4.136	23	13	NO	NO	1	1	0	0	0	1
b4	b4.137	8	4	NO	NO	1	1	0	1	1	0
b4	b4.138	9	6	NO	NO	1	1	0	0	1	0
b4	b4.139	15	9	NO	NO	1	1	0	0	1	0
b4	b4.140	14	7	NO	NO	1	1	0	0	1	0
b4	b4.141	15	10	NO	NO	1	1	0	0	1	1
b4	b4.142	22	10	NO	NO	1	1	0	0	1	1
b4	b4.143	19	12	NO	NO	1	1	1	0	1	1
b4	b4.144	36	19	NO	NO	1	1	1	0	1	1
b4	b4.145	24	12	NO	NO	1	1	0	1	1	1
b4	b4.146	18	9	NO	NO	1	1	1	0	1	1
b4	b4.147	14	9	NO	NO	1	1	0	1	1	1
b4	b4.148	23	13	NO	NO	1	1	0	1	0	1
b4	b4.149	16	8	NO	NO	1	1	0	0	0	1
b4	b4.152	17	8	NO	NO	1	1	0	0	1	0
b4	b4.153	17	10	NO	NO	1	1	0	0	1	0
b4	b4.154	24	15	NO	NO	1	1	1	1	1	0
b4	b4.155	18	10	NO	NO	1	1	0	0	0	0
b4	b4.156	26	17	NO	NO	1	1	0	1	0	0
b4	b4.157	15	7	NO	NO	1	1	0	0	1	1
b4	b4.158	26	14	NO	NO	1	1	0	0	1	1
b4	b4.159	10	6	NO	NO	1	1	0	0	0	0
b4	b4.160	23	14	NO	NO	1	1	0	0	1	1
b4	b4.161	17	9	NO	NO	1	1	0	0	1	0
b4	b4.162	9	6	NO	NO	1	1	0	0	1	0
b4	b4.163	13	9	NO	NO	1	1	0	1	0	1
b4	b4.164	6	4	NO	NO	1	1	0	1	0	0
b4	b4.165	18	11	NO	NO	1	1	0	0	1	0
b4	b4.166	16	9	NO	NO	1	1	0	0	0	0
b4	b4.167	11	5	NO	NO	1	1	0	0	0	0
b4	b4.168	7	4	NO	NO	1	1	0	0	0	0
b4	b4.169	16	8	NO	NO	1	1	0	0	0	1
b4	b4.170	15	8	NO	NO	1	1	0	0	0	1
b4	b4.172	8	2	NO	NO	1	1	0	0	0	0
b4	b4.173	16	8	NO	NO	1	1	0	0	1	1
b4	b4.174	20	8	NO	NO	1	1	0	0	0	0
b4	b4.175	12	6	NO	NO	1	1	0	1	0	0
b4	b4.176	25	10	NO	NO	1	1	0	0	1	1
b4	b4.177	19	8	NO	NO	1	1	0	0	0	0
b4	b4.178	18	9	NO	NO	1	1	0	0	1	0
b4	b4.179	9	5	NO	NO	1	1	0	0	1	0
b4	b4.180	22	11	NO	NO	1	1	0	0	1	0
b4	b4.181	14	7	NO	NO	1	1	0	1	0	0
b4	b4.182	26	14	NO	NO	1	1	0	0	1	0
b4	b4.183	12	7	NO	NO	1	1	0	0	1	0
b4	b4.185	42	22	NO	NO	1	1	1	0	1	1
b4	b4.186	10	5	NO	NO	1	1	0	1	0	0
b4	b4.187	11	7	NO	NO	1	1	1	0	0	0
b4	b4.188	26	13	NO	NO	1	1	0	0	1	1
b4	b4.189	60	36	NO	NO	1	1	0	0	1	1
b4	b4.190	53	29	NO	NO	1	1	0	0	1	1
b4	b4.191	13	8	NO	NO	1	1	0	0	0	1
b4	b4.192	19	10	NO	NO	1	1	0	1	1	1
b4	b4.193	9	7	NO	NO	1	1	0	1	0	0
b4	b4.196	19	12	NO	NO	1	1	0	1	0	1
b4	b4.197	31	14	NO	NO	1	1	0	0	0	1
b4	b4.198	18	13	NO	NO	1	1	0	0	0	1
b4	b4.199	48	22	NO	NO	1	1	0	0	1	1
b4	b4.200	27	13	NO	NO	1	1	0	1	0	1
b4	b4.202	18	9	NO	NO	1	1	0	0	1	1
b4	b4.203	26	16	NO	NO	1	1	1	0	1	1
b4	b4.204	4	4	NO	NO	1	1	0	0	1	0
b4	b4.205	24	10	NO	NO	1	1	1	0	1	1
b4	b4.206	20	13	NO	NO	1	1	1	0	1	1
b4	b4.207	29	20	NO	NO	1	1	1	1	0	0
b4	b4.207.sub.1	2	2	NO	NO	1	1	0	0	0	0
b4	b4.207.sub.2	8	5	NO	NO	1	1	1	1	0	0
b4	b4.207.sub.3	5	3	NO	NO	1	1	0	0	0	0
b4	b4.207.sub.4	4	3	NO	NO	1	1	0	0	0	0
b4	b4.207.sub.5	2	2	NO	NO	0	1	0	0	0	0
b4	b4.207.sub.6	4	2	NO	NO	1	1	0	0	0	0
b4	b4.207.sub.7	3	2	NO	NO	1	1	0	0	0	0
b4	b4.208	52	30	NO	NO	1	1	1	1	1	1
b4	b4.209	27	14	NO	NO	1	1	0	0	0	0
b4	b4.210	66	33	NO	NO	1	1	1	1	1	1
b4	b4.211	14	7	NO	NO	1	1	0	0	1	1
b4	b4.212	14	7	NO	NO	1	1	0	0	0	1
b4	b4.213	13	7	NO	NO	1	1	0	1	0	0
b4	b4.214	17	10	NO	NO	1	1	0	0	0	1
b4	b4.215	15	8	NO	NO	1	1	0	0	1	0
b4	b4.216	16	8	NO	NO	1	1	0	0	0	1
b4	b4.217	13	7	NO	NO	1	1	0	0	0	1
b4	b4.218	12	6	NO	NO	1	1	0	0	0	1
b4	b4.219	13	5	NO	NO	1	1	0	0	0	0
b4	b4.220	14	6	NO	NO	1	1	0	0	0	1
b4	b4.221	26	13	NO	NO	1	1	0	0	0	1
b4	b4.222	15	8	NO	NO	1	1	0	0	0	1
b4	b4.223	14	8	NO	NO	1	1	0	0	0	0
b4	b4.224	40	20	NO	NO	1	1	1	1	1	1
b4	b4.225	11	5	NO	NO	1	1	0	0	1	1
b4	b4.226	26	12	NO	NO	1	1	0	0	1	0
b4	b4.227	16	9	NO	NO	1	1	1	0	1	1
b4	b4.228	29	15	NO	NO	1	1	1	0	1	1
b4	b4.229	15	9	NO	NO	1	1	0	0	1	0
b4	b4.230	18	10	NO	NO	1	1	0	0	1	0
b4	b4.231	13	8	NO	NO	1	1	0	0	1	0
b4	b4.232	10	6	NO	NO	1	1	0	0	0	1
b4	b4.233	8	6	NO	NO	1	1	0	0	1	0
b4	b4.234	13	7	NO	NO	1	1	0	0	1	0
b4	b4.235	47	25	NO	NO	1	1	0	0	1	1
b4	b4.236	24	14	NO	NO	1	1	0	1	1	0
b4	b4.238	29	16	NO	NO	1	1	0	0	0	0
b4	b4.239	7	5	NO	NO	1	1	0	0	1	0
b4	b4.240	24	12	NO	NO	1	1	0	1	0	1
b4	b4.241	6	3	NO	NO	1	1	0	0	0	0
b4	b4.242	28	13	NO	NO	1	1	0	0	1	1
b4	b4.243	15	10	NO	NO	1	1	0	1	1	0
b4	b4.244	28	11	NO	NO	1	1	0	0	1	1
b4	b4.245	10	8	NO	NO	1	1	1	0	1	0
b4	b4.247	43	18	NO	NO	1	1	1	0	1	1
b4	b4.248	65	29	NO	NO	1	1	0	1	1	1
b4	b4.248.sub.1	33	13	NO	NO	1	1	0	0	1	1
b4	b4.250	10	6	NO	NO	1	1	0	0	0	1
b4	b4.251	7	4	NO	NO	1	1	0	0	1	0
b4	b4.252	7	3	NO	NO	1	1	0	0	1	0
b4	b4.253	15	9	NO	NO	1	1	0	0	1	1
b4	b4.254	10	5	NO	NO	1	1	0	1	0	1
b4	b4.255	7	3	NO	NO	1	1	0	0	1	0
b4	b4.256	6	3	NO	NO	1	1	0	1	0	0
b4	b4.257	5	3	NO	NO	1	1	0	0	1	0
b4	b4.258	10	7	NO	NO	1	1	0	1	1	0
b4	b4.259	29	9	NO	NO	1	1	0	1	1	0
b4	b4.260	10	7	NO	NO	1	1	1	1	1	0
b4	b4.261	11	8	NO	NO	1	1	0	1	1	0
b4	b4.262	10	6	NO	NO	1	1	0	1	0	0
b4	b4.263	9	5	NO	NO	1	1	0	0	1	0
b4	b4.264	13	8	NO	NO	1	1	0	0	1	1
b4	b4.265	5	3	NO	NO	1	1	0	0	0	0
b4	b4.266	41	23	NO	NO	1	1	1	0	1	1
b4	b4.267	34	23	NO	NO	1	1	0	0	0	1
b4	b4.268	10	6	NO	NO	1	1	0	1	1	0
b4	b4.269	15	11	NO	NO	1	1	0	0	1	0
b6	b6.1	17	10	NO	NO	1	1	0	1	0	1
b6	b6.2	26	13	NO	NO	1	1	0	1	0	1
b6	b6.3	23	12	NO	NO	1	1	0	0	0	1
b6	b6.4	19	10	NO	NO	1	1	1	0	0	1
b6	b6.5	16	12	NO	NO	1	1	0	1	0	1
b6	b6.6	26	14	NO	NO	1	1	0	0	0	1
b6	b6.7	25	16	NO	NO	1	1	1	1	1	1
b6	b6.8	16	10	NO	NO	1	1	0	0	1	0
b6	b6.9	15	8	NO	NO	1	1	0	1	0	0
b6	b6.10	9	6	NO	NO	1	1	0	0	0	1
b6	b6.11	12	6	NO	NO	1	1	0	0	0	1
b6	b6.12	15	8	NO	NO	1	1	1	0	0	1
b6	b6.13	19	11	NO	NO	1	1	0	0	0	1
b6	b6.14	23	12	NO	NO	1	1	0	0	0	1
b6	b6.15	20	13	NO	NO	1	1	0	1	1	1
b6	b6.16	27	17	NO	NO	1	1	0	0	0	1
b6	b6.17	47	27	NO	NO	1	1	1	1	1	1
b6	b6.18	16	12	NO	NO	1	1	1	1	0	1
b6	b6.19	33	20	NO	NO	1	1	0	0	0	0
b6	b6.20	25	13	NO	NO	1	1	0	0	1	1
b6	b6.21	19	10	NO	NO	1	1	0	1	0	1
b6	b6.22	18	12	NO	NO	1	1	0	0	0	1
b6	b6.23	47	26	NO	NO	1	1	1	0	1	1
b6	b6.24	10	5	NO	NO	1	1	0	0	1	0
b6	b6.25	7	5	NO	NO	1	1	0	1	0	0
b6	b6.26	7	4	NO	NO	1	1	0	0	0	0
b6	b6.27	6	4	NO	NO	1	1	0	0	0	0
b6	b6.28	8	4	NO	NO	1	1	0	0	0	0
b6	b6.29	10	6	NO	NO	1	1	0	1	0	0
b6	b6.30	14	9	NO	NO	1	1	0	1	0	1
b6	b6.31	9	5	NO	NO	1	1	0	1	0	0
b6	b6.32	14	8	NO	NO	1	1	0	1	0	0
b6	b6.33	20	12	NO	NO	1	1	0	0	0	1
b6	b6.34	4	3	NO	NO	1	1	0	0	0	0
br1	br1.1	19	10	NO	NO	1	1	1	0	1	1
br1	br1.2	17	12	NO	NO	1	1	0	0	1	1
br1	br1.3	33	14	NO	NO	1	1	0	0	1	0
br1	br1.4	15	8	NO	NO	1	1	0	0	1	1
br1	br1.5	17	7	NO	NO	1	1	0	0	0	1
br1	br1.6	31	16	NO	NO	1	1	0	0	1	1
br1	br1.7	36	21	NO	NO	1	1	0	0	1	1
br1	br1.8	45	22	NO	NO	1	1	1	0	1	1
br1	br1.9	26	14	NO	NO	1	1	1	0	1	1
br1	br1.10	10	5	NO	NO	1	1	0	0	0	0
br1	br1.11	41	22	NO	NO	1	1	1	1	1	1
br1	br1.11.sub.1	8	4	NO	NO	1	1	0	0	1	0
br1	br1.12	33	16	NO	NO	1	1	0	0	1	1
br1	br1.13	38	20	NO	NO	1	1	1	0	1	1
br1	br1.14	23	12	NO	NO	1	1	0	0	1	1
br1	br1.15	50	25	NO	NO	1	1	1	0	1	1
br1	br1.16	38	22	NO	NO	1	1	1	1	0	1
br1	br1.17	35	16	NO	NO	1	1	0	0	1	1
br1	br1.18	27	16	NO	NO	1	1	0	0	1	1
br1	br1.19	26	13	NO	NO	1	1	0	0	1	1
br1	br1.20	33	19	NO	NO	1	1	0	0	1	1
br1	br1.21	40	22	NO	NO	1	1	0	0	0	1
br1	br1.22	15	8	NO	NO	1	1	0	0	1	1
br1	br1.23	11	9	NO	NO	1	1	0	0	1	0
br1	br1.24	15	8	NO	NO	1	1	0	0	1	1
br1	br1.25	22	11	NO	NO	1	1	0	0	1	1
br1	br1.26	26	13	NO	NO	1	1	1	0	0	1
br1	br1.27	11	6	NO	NO	1	1	0	0	0	1
br1	br1.28	10	6	NO	NO	1	1	0	0	0	0
br1	br1.29	35	17	NO	NO	1	1	1	0	1	1
br1	br1.30	23	12	NO	NO	1	1	1	0	1	1
br1	br1.31	11	6	NO	NO	1	1	1	0	1	0
br1	br1.32	16	8	NO	NO	1	1	0	0	1	1
br1	br1.33	15	7	NO	NO	1	1	0	0	0	1
br1	br1.34	20	12	NO	NO	1	1	0	0	1	1
br1	br1.35	27	12	NO	NO	1	1	0	0	0	1
br1	br1.36	22	11	NO	NO	1	1	0	0	0	1
br1	br1.37	22	11	NO	NO	1	1	0	0	1	0
br1	br1.37.sub.1	10	5	NO	NO	1	1	0	0	1	0
br1	br1.38	10	6	NO	NO	1	1	0	0	1	0
br1	br1.39	42	22	NO	NO	1	1	1	0	1	1
br1	br1.40	13	8	NO	NO	1	1	0	0	1	0
br1	br1.41	17	10	NO	NO	1	1	1	0	1	0
br1	br1.42	15	10	NO	NO	1	1	0	1	1	1
br1	br1.43	14	10	NO	NO	1	1	0	0	1	1
bs1	bs1.1	9	3	NO	NO	1	1	0	0	0	0
bs1	bs1.2	17	11	NO	NO	1	1	0	0	1	1
bs1	bs1.3	9	7	NO	NO	1	1	0	1	0	0
bs1	bs1.4	37	21	NO	NO	1	1	0	1	0	1
bs1	bs1.5	25	15	NO	NO	1	1	1	0	1	1
bs1	bs1.6	14	10	NO	NO	1	1	1	0	0	0
bs1	bs1.7	20	12	NO	NO	1	1	0	0	0	1
bs1	bs1.8	22	13	NO	NO	1	1	0	0	0	0
bs1	bs1.9	53	34	NO	NO	1	1	0	1	0	1
bs1	bs1.10	11	8	NO	NO	1	1	0	0	0	1
bs1	bs1.11	25	15	NO	NO	1	1	0	0	0	1
bs1	bs1.12	52	33	NO	NO	1	1	0	1	0	1
bs1	bs1.13	15	10	NO	NO	1	1	0	1	1	1
bs1	bs1.14	10	6	NO	NO	1	1	0	1	0	1
bs1	bs1.15	10	7	NO	NO	1	1	0	0	0	0
bs1	bs1.16	10	8	NO	NO	1	1	0	0	1	1
bs1	bs1.17	16	10	NO	NO	1	1	0	0	1	0
bs1	bs1.18	25	14	NO	NO	1	1	0	0	0	1
bs1	bs1.19	17	9	NO	NO	1	1	0	0	0	0
bs1	bs1.20	16	11	NO	NO	1	1	0	1	0	0
bs1	bs1.21	11	8	NO	NO	1	1	0	0	1	0
bs1	bs1.22	11	9	NO	NO	1	1	0	0	1	0
bs1	bs1.23	14	9	NO	NO	1	1	0	0	0	0
bs1	bs1.24	10	8	NO	NO	1	1	0	0	0	0
bs1	bs1.25	10	5	NO	NO	1	1	0	0	0	0
bs1	bs1.26	14	8	NO	NO	1	1	0	0	0	1
bs1	bs1.27	25	17	NO	NO	1	1	0	0	1	1
bs1	bs1.28	6	4	NO	NO	1	1	0	0	0	0
bs1	bs1.29	14	7	NO	NO	1	1	0	0	0	0
bs1	bs1.30	9	7	NO	NO	1	1	0	0	1	0
bs1	bs1.31	23	13	NO	NO	1	1	0	0	0	1
bs1	bs1.32	40	20	NO	NO	1	1	0	0	0	1
bs1	bs1.33	20	11	NO	NO	1	1	0	0	0	1
bs1	bs1.34	26	13	NO	NO	1	1	1	0	0	1
bs1	bs1.35	38	21	NO	NO	1	1	0	1	0	1
bs1	bs1.36	60	32	NO	NO	1	1	0	0	0	1
bs1	bs1.37	13	8	NO	NO	1	1	0	0	0	1
bs1	bs1.38	45	27	NO	NO	1	1	0	0	0	1
bs1	bs1.39	51	28	NO	NO	1	1	1	1	1	1
bs1	bs1.45	37	20	NO	NO	1	1	1	0	1	1
bs1	bs1.46	24	15	NO	NO	1	1	1	1	0	0
bs1	bs1.47	5	4	NO	NO	1	1	0	0	0	0
bs1	bs1.48	10	6	NO	NO	1	1	0	0	0	0
bs1	bs1.49	27	18	NO	NO	1	1	0	0	0	1
bs1	bs1.51	36	17	NO	NO	1	1	0	0	0	1
bs1	bs1.52	13	7	NO	NO	1	1	0	0	0	1
bs1	bs1.53	30	18	NO	NO	1	1	1	0	0	1
bs1	bs1.54	49	28	NO	NO	1	1	1	0	0	1
bs1	bs1.55	12	8	NO	NO	1	1	0	0	0	1
bs1	bs1.56	12	7	NO	NO	1	1	0	0	0	1
bs1	bs1.57	10	8	NO	NO	1	1	0	0	1	0
bs1	bs1.58	21	12	NO	NO	1	1	0	1	0	0
bs1	bs1.59	27	13	NO	NO	1	1	1	0	1	1
bs1	bs1.60	18	11	NO	NO	1	1	0	0	1	0
bs1	bs1.61	29	15	NO	NO	1	1	0	0	0	0
bs1	bs1.62	9	7	NO	NO	1	1	0	0	0	0
bs1	bs1.63	22	11	NO	NO	1	1	0	0	1	1
bs1	bs1.64	28	13	NO	NO	1	1	0	0	1	1
bs1	bs1.65	17	9	NO	NO	1	1	0	0	1	0
bs1	bs1.66	21	9	NO	NO	1	1	0	0	0	0
bs1	bs1.67	7	5	NO	NO	1	1	0	1	0	0
bs1	bs1.68	14	10	NO	NO	1	1	0	1	1	0
bs1	bs1.69	26	16	NO	NO	1	1	1	1	0	1
bs1	bs1.70	6	5	NO	NO	1	1	0	0	1	0
bs1	bs1.71	25	13	NO	NO	1	1	0	0	1	1
bs1	bs1.72	26	13	NO	NO	1	1	0	0	0	1
bs1	bs1.73	26	14	NO	NO	1	1	0	0	1	1
bs1	bs1.74	31	15	NO	NO	1	1	0	1	1	1
bs1	bs1.75	22	11	NO	NO	1	1	0	1	1	1
bs1	bs1.76	17	10	NO	NO	1	1	0	0	0	1
bs1	bs1.77	19	10	NO	NO	1	1	0	0	1	0
bs1	bs1.78	19	11	NO	NO	1	1	0	1	0	1
bs1	bs1.79	10	8	NO	NO	1	1	0	1	0	1
bs1	bs1.83	9	7	NO	NO	1	1	1	1	1	0
bs1	bs1.84	15	9	NO	NO	1	1	0	0	0	0
bs1	bs1.85	17	9	NO	NO	1	1	0	0	1	1
bs1	bs1.86	43	23	NO	NO	1	1	1	0	1	1
bs1	bs1.87	22	13	NO	NO	1	1	0	0	1	0
bs1	bs1.88	15	8	NO	NO	1	1	0	0	1	1
bs1	bs1.89	16	10	NO	NO	1	1	0	0	0	1
bs1	bs1.90	14	9	NO	NO	1	1	0	0	1	0
bs1	bs1.91	21	13	NO	NO	1	1	0	0	1	1
bs1	bs1.92	10	4	NO	NO	1	1	0	1	0	0
bs1	bs1.93	14	9	NO	NO	1	1	0	1	0	1
bs1	bs1.94	16	9	NO	NO	1	1	0	0	1	1
bs1	bs1.95	12	8	NO	NO	1	1	0	0	1	1
bs1	bs1.96	13	7	NO	NO	1	1	0	0	1	1
bs1	bs1.97	23	15	NO	NO	1	1	0	1	1	1
bs1	bs1.98	17	8	NO	NO	1	1	1	0	1	0
bs1	bs1.99	16	11	NO	NO	1	1	1	0	1	1
bs1	bs1.100	18	14	NO	NO	1	1	0	0	1	0
bs1	bs1.101	34	16	NO	NO	1	1	1	1	1	1
bs1	bs1.102	14	8	NO	NO	1	1	0	0	0	0
bs1	bs1.103	22	14	NO	NO	1	1	1	0	0	1
bs1	bs1.104	4	3	NO	NO	1	1	0	0	0	0
bs1	bs1.105	13	11	NO	NO	1	1	0	1	1	1
bs1	bs1.106	21	13	NO	NO	1	1	0	1	0	1
bs1	bs1.107	20	11	NO	NO	1	1	0	0	1	1
bs1	bs1.108	6	5	NO	NO	1	1	0	0	1	0
bs1	bs1.109	14	10	NO	NO	1	1	1	0	0	0
bs1	bs1.111	21	13	NO	NO	1	1	0	0	0	1
bs1	bs1.112	25	14	NO	NO	1	1	0	0	1	1
bs1	bs1.113	25	13	NO	NO	1	1	0	1	0	1
