surface	component_recipe	portable_core_de	events	physical_pages	registers	layers	cross_layer	cross_register	event_ids
chckhey	CH+CKH+E+Y	NEHMEN · DURCHLASS · KURZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1379
chckhy	CKH+Y	DURCHLASS · DIES	10	f13r|f55v|f75r|f81v|f82r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0201|P912-E0231|P912-E0506|P912-E0523|P912-E0564|P912-E0719|P912-E0903|P912-E0926|P912-E1027|P912-E1133
chcthdy	CH+CTH+D_ADDR+Y	NEHMEN · BEREIT · TEIL · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1707
chcthedy	CH+CTH+E+DY	NEHMEN · BEREIT · KURZ · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0743
chcthey	CH+CTH+E+Y	NEHMEN · BEREIT · KURZ · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1344
chcthol	CH+CTH+OL	NEHMEN · BEREIT · FORTSETZEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2375
chcthy	CH+CTH+Y	NEHMEN · BEREIT · DIES	5	f10r|f70v|f75r|f81v	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0032|P912-E0489|P912-E0510|P912-E0899|P912-E2158
chda	CHD+A_ADDR	UMSETZEN · ORT	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2092
chdal	CHD+AL	UMSETZEN · ZIEL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1726
chdy	CHD+Y	UMSETZEN · DIES	8	f56r|f69v|f75r|f81v|f82r|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0366|P912-E0520|P912-E0887|P912-E0967|P912-E1008|P912-E1227|P912-E1678|P912-E2085
cheal	AL	ZIEL	2	f69v|f82r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1325|P912-E2061
chealror	AL+R+OR	ZIEL · MARKIEREN · SATZ	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1553
chear	CH+E+AR	NEHMEN · KURZ · QUELLE	3	f69v|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E2063|P912-E2379|P912-E2507
checholtar	CH+E+OL+T+AR	NEHMEN · KURZ · FORTSETZEN · EINSTELLEN · QUELLE	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1096
checkho	CH+E+CKH+O	NEHMEN · KURZ · DURCHLASS · AUSFÜHREN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1198
checkhy	CH+E+CKH+Y	NEHMEN · KURZ · DURCHLASS · DIES	3	f75r|f81v|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0514|P912-E0944|P912-E1443
checphedy	CH+E+CPH+E+DY	NEHMEN · KURZ · UMLEITEN · KURZ · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1477
checthy	CTH+Y	BEREIT · DIES	3	f75r|f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E0650|P912-E1552|P912-E1618
ched	CHD	UMSETZEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1573
chedaiin	CHD+AIIN	UMSETZEN · SOLLWERT	3	f67r2|f70v|f83r	BATH_STATION|CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1700|P912-E1844|P912-E2300
chedain	CHD+AIN	UMSETZEN · EINHEIT	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1602
chedar	CHD+AR	UMSETZEN · QUELLE	2	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1206|P912-E1254
chedchy	CHD+Y	UMSETZEN · DIES	1	f83r	BATH_STATION	LEARNED_FORMULA_CARD	NO	NO	P912-E1452
chedol	CHD+OL	UMSETZEN · FORTSETZEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1159
chedy	CHD+Y	UMSETZEN · DIES	43	f55v|f70v|f75r|f81v|f82r|f83r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0245|P912-E0265|P912-E0284|P912-E0444|P912-E0495|P912-E0499|P912-E0572|P912-E0586|P912-E0633|P912-E0637|P912-E0701|P912-E0711|P912-E0741|P912-E0846|P912-E0912|P912-E0992|P912-E0998|P912-E1011|P912-E1041|P912-E1051|P912-E1062|P912-E1086|P912-E1092|P912-E1148|P912-E1177|P912-E1192|P912-E1243|P912-E1282|P912-E1420|P912-E1433|P912-E1440|P912-E1456|P912-E1474|P912-E1550|P912-E1593|P912-E1603|P912-E1616|P912-E1627|P912-E1636|P912-E1709|P912-E1713|P912-E1730|P912-E2308
chedykar	CHD+Y+K+AR	UMSETZEN · DIES · GEBEN · QUELLE	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0452
chedyqokam	CHD+Y+OK+AM_ADDR	UMSETZEN · DIES · SETZEN · INNEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0645
cheeb	CH+EE+LOCAL_CHAR_B	NEHMEN · LÄNGER · PAAR	2	f83r|f88r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1487|P912-E2411
cheeckhody	CH+EE+CKH+O+DY	NEHMEN · LÄNGER · DURCHLASS · AUSFÜHREN · SCHLIESSEN	1	f56r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0385
cheedar	EE+AR	LÄNGER · QUELLE	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1548
cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · DIES	2	f81v|f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1078|P912-E1375
cheeety	EEE+T+Y	VOLL · EINSTELLEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1585
cheeky	CHK+EE+Y	BEHANDELN · LÄNGER · DIES	4	f55v|f75r|f81v|f83r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0318|P912-E0705|P912-E0892|P912-E1641
cheeor	CH+EE+OR	NEHMEN · LÄNGER · SATZ	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2393
chees	SH+EE+S_ADDR	HALTEN · LÄNGER · STERNORT	2	f69v|f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2034|P912-E2212
cheeteey	CH+EE+T+EE+Y	NEHMEN · LÄNGER · EINSTELLEN · LÄNGER · DIES	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1952
cheey	SH+EE+Y	HALTEN · LÄNGER · DIES	15	f68r1|f69v|f70v|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LEARNED_FORMULA_CARD|LOCAL_NOMENCLATOR_OR_ADDRESS	YES	YES	P912-E0544|P912-E1059|P912-E1118|P912-E1168|P912-E1174|P912-E1207|P912-E1232|P912-E1294|P912-E1350|P912-E1412|P912-E1647|P912-E1951|P912-E2050|P912-E2154|P912-E2476
cheg	CH+E+LOCAL_CHAR_G	NEHMEN · KURZ · EINMAL	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1445
chekal	CHK+AL	BEHANDELN · ZIEL	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1040
chekam	CHK+AM_ADDR	BEHANDELN · INNEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0537
chekar	CHK+AR	BEHANDELN · QUELLE	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0811
chekeal	CHK+E+AL	BEHANDELN · KURZ · ZIEL	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2208
chekeedy	CHK+EE+DY	BEHANDELN · LÄNGER · SCHLIESSEN	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0453
chekey	CHK+E+Y	BEHANDELN · KURZ · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2210
chekody	CHK+O+D_ADDR+Y	BEHANDELN · AUSFÜHREN · TEIL · DIES	1	f67r2	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1850
cheky	CHK+E+Y	BEHANDELN · KURZ · DIES	6	f55v|f75r|f81v|f83r	BATH_STATION|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E0270|P912-E0328|P912-E0708|P912-E1022|P912-E1108|P912-E1675
cheo	CHEO	AUSZUG	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2053
cheoar	CH+E+O+AR	NEHMEN · KURZ · AUSFÜHREN · QUELLE	1	f55v	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0317
cheody	CHEO+Y	AUSZUG · DIES	5	f55v|f69v|f70v|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0253|P912-E2060|P912-E2153|P912-E2171|P912-E2398
cheojam	CHEO+LOCAL_CHAR_J+A_ADDR+AM_ADDR	AUSZUG · VERBINDEN · ORT · INNEN	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2407
cheokeeo	CH+E+OK+EE+O	NEHMEN · KURZ · SETZEN · LÄNGER · AUSFÜHREN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2200
cheokeo	CH+E+OK+E+O	NEHMEN · KURZ · SETZEN · KURZ · AUSFÜHREN	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2174
cheokorchey	CHEO+K+OR+CH+E+Y	AUSZUG · GEBEN · SATZ · NEHMEN · KURZ · DIES	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1955
cheoky	CHEO+K+Y	AUSZUG · GEBEN · DIES	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1276
cheol	CHEO+L	AUSZUG · LEITEN	13	f81v|f82r|f83r|f88r	BATH_STATION|HERBAL_PREPARATION	LEARNED_FORMULA_CARD	NO	YES	P912-E0913|P912-E1361|P912-E1368|P912-E1388|P912-E1660|P912-E1724|P912-E1738|P912-E2400|P912-E2403|P912-E2435|P912-E2481|P912-E2493|P912-E2502
cheoltey	CH+E+OL+T+E+Y	NEHMEN · KURZ · FORTSETZEN · EINSTELLEN · KURZ · DIES	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2318
cheom	CHEO+AM_ADDR	AUSZUG · INNEN	3	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2406|P912-E2409|P912-E2511
cheor	CHEO+R	AUSZUG · MARKIEREN	6	f68r1|f69v|f82r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E1286|P912-E1390|P912-E1943|P912-E2094|P912-E2457|P912-E2500
cheos	CHEO+S	AUSZUG · AUSWÄHLEN	2	f67r2|f88r	CELESTIAL_LOOKUP|HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	YES	P912-E1928|P912-E2402
cheotey	CHEO+T+E+Y	AUSZUG · EINSTELLEN · KURZ · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2501
chepol	CH+E+P+OL	NEHMEN · KURZ · EINSETZEN · FORTSETZEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1407
ches	CH+E+S	NEHMEN · KURZ · AUSWÄHLEN	1	f82r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1327
chetalchs	CH+E+T+AL+CH+S_ADDR	NEHMEN · KURZ · EINSTELLEN · ZIEL · NEHMEN · STERNORT	1	f70v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2166
chetchy	CH+E+T+CH+Y	NEHMEN · KURZ · EINSTELLEN · NEHMEN · DIES	1	f88r	HERBAL_PREPARATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E2504
chetedy	CH+E+T+E+D_ADDR+Y	NEHMEN · KURZ · EINSTELLEN · KURZ · TEIL · DIES	1	f81v	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0971
cheteeser	CH+E+T+EE+S_ADDR+E+R	NEHMEN · KURZ · EINSTELLEN · LÄNGER · STERNORT · KURZ · MARKIEREN	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2104
chetody	CH+E+T+O+D_ADDR+Y	NEHMEN · KURZ · EINSTELLEN · AUSFÜHREN · TEIL · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2012
chety	T+Y	EINSTELLEN · DIES	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1619
chey	Y	DIES	29	f55v|f56r|f69v|f75r|f81v|f82r|f83r|f88r	BATH_STATION|CELESTIAL_LOOKUP|HERBAL_PREPARATION	LOCAL_NOMENCLATOR_OR_ADDRESS|PRODUCTIVE_ABBREVIATION_COMPOSITION	YES	YES	P912-E0297|P912-E0354|P912-E0397|P912-E0425|P912-E0476|P912-E0502|P912-E0616|P912-E0623|P912-E0722|P912-E1020|P912-E1090|P912-E1213|P912-E1238|P912-E1280|P912-E1299|P912-E1346|P912-E1384|P912-E1391|P912-E1425|P912-E1427|P912-E1540|P912-E1691|P912-E1744|P912-E2022|P912-E2075|P912-E2081|P912-E2106|P912-E2483|P912-E2491
cheyky	CH+E+Y+K+Y	NEHMEN · KURZ · DIES · GEBEN · DIES	1	f69v	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E2005
chkain	CHK+AIN	BEHANDELN · EINHEIT	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1501
chkal	CHK+AL	BEHANDELN · ZIEL	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0692
chkar	CHK+AR	BEHANDELN · QUELLE	1	f75r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E0814
chkchdar	CHK+CHD+AR	BEHANDELN · UMSETZEN · QUELLE	1	f67r2	CELESTIAL_LOOKUP	LOCAL_NOMENCLATOR_OR_ADDRESS	NO	NO	P912-E1766
chkchykoly	CHK+CH+Y+K+OL+Y	BEHANDELN · NEHMEN · DIES · GEBEN · FORTSETZEN · DIES	1	f68r1	CELESTIAL_LOOKUP	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1969
chkedy	CHK+E+D_ADDR+Y	BEHANDELN · KURZ · TEIL · DIES	2	f82r|f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1181|P912-E1435
chkeedy	CHK+EE+DY	BEHANDELN · LÄNGER · SCHLIESSEN	1	f83r	BATH_STATION	PRODUCTIVE_ABBREVIATION_COMPOSITION	NO	NO	P912-E1424
