mutation_id	primitive_id	primitive	role	old_output	new_output	fixed_output_length	affected_chunk_types	affected_event_count	affected_sqrt_weight
P07_con_TO_aud	7	S	prefix_operator	con	aud	3	234	416.000000000000	291.853914947097
P07_con_TO_aut	7	S	prefix_operator	con	aut	3	234	416.000000000000	291.853914947097
P07_con_TO_aux	7	S	prefix_operator	con	aux	3	234	416.000000000000	291.853914947097
P07_con_TO_bel	7	S	prefix_operator	con	bel	3	234	416.000000000000	291.853914947097
P07_con_TO_cae	7	S	prefix_operator	con	cae	3	234	416.000000000000	291.853914947097
P07_con_TO_cap	7	S	prefix_operator	con	cap	3	234	416.000000000000	291.853914947097
P07_con_TO_cas	7	S	prefix_operator	con	cas	3	234	416.000000000000	291.853914947097
P07_con_TO_cau	7	S	prefix_operator	con	cau	3	234	416.000000000000	291.853914947097
P07_con_TO_cel	7	S	prefix_operator	con	cel	3	234	416.000000000000	291.853914947097
P07_con_TO_cir	7	S	prefix_operator	con	cir	3	234	416.000000000000	291.853914947097
P07_con_TO_civ	7	S	prefix_operator	con	civ	3	234	416.000000000000	291.853914947097
P07_con_TO_coe	7	S	prefix_operator	con	coe	3	234	416.000000000000	291.853914947097
P07_con_TO_cog	7	S	prefix_operator	con	cog	3	234	416.000000000000	291.853914947097
P07_con_TO_coh	7	S	prefix_operator	con	coh	3	234	416.000000000000	291.853914947097
P07_con_TO_com	7	S	prefix_operator	con	com	3	234	416.000000000000	291.853914947097
P07_con_TO_cop	7	S	prefix_operator	con	cop	3	234	416.000000000000	291.853914947097
P07_con_TO_cum	7	S	prefix_operator	con	cum	3	234	416.000000000000	291.853914947097
P07_con_TO_dec	7	S	prefix_operator	con	dec	3	234	416.000000000000	291.853914947097
P07_con_TO_ded	7	S	prefix_operator	con	ded	3	234	416.000000000000	291.853914947097
P07_con_TO_def	7	S	prefix_operator	con	def	3	234	416.000000000000	291.853914947097
P07_con_TO_del	7	S	prefix_operator	con	del	3	234	416.000000000000	291.853914947097
P07_con_TO_des	7	S	prefix_operator	con	des	3	234	416.000000000000	291.853914947097
P07_con_TO_dic	7	S	prefix_operator	con	dic	3	234	416.000000000000	291.853914947097
P07_con_TO_die	7	S	prefix_operator	con	die	3	234	416.000000000000	291.853914947097
P07_con_TO_dis	7	S	prefix_operator	con	dis	3	234	416.000000000000	291.853914947097
P07_con_TO_div	7	S	prefix_operator	con	div	3	234	416.000000000000	291.853914947097
P07_con_TO_dix	7	S	prefix_operator	con	dix	3	234	416.000000000000	291.853914947097
P07_con_TO_dom	7	S	prefix_operator	con	dom	3	234	416.000000000000	291.853914947097
P07_con_TO_eam	7	S	prefix_operator	con	eam	3	234	416.000000000000	291.853914947097
P07_con_TO_eiu	7	S	prefix_operator	con	eiu	3	234	416.000000000000	291.853914947097
P07_con_TO_eor	7	S	prefix_operator	con	eor	3	234	416.000000000000	291.853914947097
P07_con_TO_eos	7	S	prefix_operator	con	eos	3	234	416.000000000000	291.853914947097
P07_con_TO_equ	7	S	prefix_operator	con	equ	3	234	416.000000000000	291.853914947097
P07_con_TO_era	7	S	prefix_operator	con	era	3	234	416.000000000000	291.853914947097
P07_con_TO_ess	7	S	prefix_operator	con	ess	3	234	416.000000000000	291.853914947097
P07_con_TO_est	7	S	prefix_operator	con	est	3	234	416.000000000000	291.853914947097
P07_con_TO_eti	7	S	prefix_operator	con	eti	3	234	416.000000000000	291.853914947097
P07_con_TO_eum	7	S	prefix_operator	con	eum	3	234	416.000000000000	291.853914947097
P07_con_TO_exe	7	S	prefix_operator	con	exe	3	234	416.000000000000	291.853914947097
P07_con_TO_exi	7	S	prefix_operator	con	exi	3	234	416.000000000000	291.853914947097
P07_con_TO_exp	7	S	prefix_operator	con	exp	3	234	416.000000000000	291.853914947097
P07_con_TO_fac	7	S	prefix_operator	con	fac	3	234	416.000000000000	291.853914947097
P07_con_TO_fec	7	S	prefix_operator	con	fec	3	234	416.000000000000	291.853914947097
P07_con_TO_fer	7	S	prefix_operator	con	fer	3	234	416.000000000000	291.853914947097
P07_con_TO_fin	7	S	prefix_operator	con	fin	3	234	416.000000000000	291.853914947097
P07_con_TO_flu	7	S	prefix_operator	con	flu	3	234	416.000000000000	291.853914947097
P07_con_TO_for	7	S	prefix_operator	con	for	3	234	416.000000000000	291.853914947097
P07_con_TO_fru	7	S	prefix_operator	con	fru	3	234	416.000000000000	291.853914947097
P07_con_TO_fug	7	S	prefix_operator	con	fug	3	234	416.000000000000	291.853914947097
P07_con_TO_fui	7	S	prefix_operator	con	fui	3	234	416.000000000000	291.853914947097
P07_con_TO_gal	7	S	prefix_operator	con	gal	3	234	416.000000000000	291.853914947097
P07_con_TO_ger	7	S	prefix_operator	con	ger	3	234	416.000000000000	291.853914947097
P07_con_TO_gra	7	S	prefix_operator	con	gra	3	234	416.000000000000	291.853914947097
P07_con_TO_hab	7	S	prefix_operator	con	hab	3	234	416.000000000000	291.853914947097
P07_con_TO_hae	7	S	prefix_operator	con	hae	3	234	416.000000000000	291.853914947097
P07_con_TO_hel	7	S	prefix_operator	con	hel	3	234	416.000000000000	291.853914947097
P07_con_TO_his	7	S	prefix_operator	con	his	3	234	416.000000000000	291.853914947097
P07_con_TO_hoc	7	S	prefix_operator	con	hoc	3	234	416.000000000000	291.853914947097
P07_con_TO_hom	7	S	prefix_operator	con	hom	3	234	416.000000000000	291.853914947097
P07_con_TO_hos	7	S	prefix_operator	con	hos	3	234	416.000000000000	291.853914947097
P07_con_TO_iam	7	S	prefix_operator	con	iam	3	234	416.000000000000	291.853914947097
P07_con_TO_ibi	7	S	prefix_operator	con	ibi	3	234	416.000000000000	291.853914947097
P07_con_TO_iis	7	S	prefix_operator	con	iis	3	234	416.000000000000	291.853914947097
P07_con_TO_ill	7	S	prefix_operator	con	ill	3	234	416.000000000000	291.853914947097
P07_con_TO_imp	7	S	prefix_operator	con	imp	3	234	416.000000000000	291.853914947097
P07_con_TO_inc	7	S	prefix_operator	con	inc	3	234	416.000000000000	291.853914947097
P07_con_TO_inf	7	S	prefix_operator	con	inf	3	234	416.000000000000	291.853914947097
P07_con_TO_ini	7	S	prefix_operator	con	ini	3	234	416.000000000000	291.853914947097
P07_con_TO_ins	7	S	prefix_operator	con	ins	3	234	416.000000000000	291.853914947097
P07_con_TO_int	7	S	prefix_operator	con	int	3	234	416.000000000000	291.853914947097
P07_con_TO_ips	7	S	prefix_operator	con	ips	3	234	416.000000000000	291.853914947097
P07_con_TO_ita	7	S	prefix_operator	con	ita	3	234	416.000000000000	291.853914947097
P07_con_TO_ite	7	S	prefix_operator	con	ite	3	234	416.000000000000	291.853914947097
P07_con_TO_iti	7	S	prefix_operator	con	iti	3	234	416.000000000000	291.853914947097
P07_con_TO_ius	7	S	prefix_operator	con	ius	3	234	416.000000000000	291.853914947097
P07_con_TO_lat	7	S	prefix_operator	con	lat	3	234	416.000000000000	291.853914947097
P07_con_TO_leg	7	S	prefix_operator	con	leg	3	234	416.000000000000	291.853914947097
P07_con_TO_lib	7	S	prefix_operator	con	lib	3	234	416.000000000000	291.853914947097
P07_con_TO_loc	7	S	prefix_operator	con	loc	3	234	416.000000000000	291.853914947097
P07_con_TO_lon	7	S	prefix_operator	con	lon	3	234	416.000000000000	291.853914947097
P07_con_TO_mag	7	S	prefix_operator	con	mag	3	234	416.000000000000	291.853914947097
P07_con_TO_man	7	S	prefix_operator	con	man	3	234	416.000000000000	291.853914947097
P07_con_TO_max	7	S	prefix_operator	con	max	3	234	416.000000000000	291.853914947097
P07_con_TO_mil	7	S	prefix_operator	con	mil	3	234	416.000000000000	291.853914947097
P07_con_TO_min	7	S	prefix_operator	con	min	3	234	416.000000000000	291.853914947097
P07_con_TO_mis	7	S	prefix_operator	con	mis	3	234	416.000000000000	291.853914947097
P07_con_TO_mit	7	S	prefix_operator	con	mit	3	234	416.000000000000	291.853914947097
P07_con_TO_mod	7	S	prefix_operator	con	mod	3	234	416.000000000000	291.853914947097
P07_con_TO_mon	7	S	prefix_operator	con	mon	3	234	416.000000000000	291.853914947097
P07_con_TO_mor	7	S	prefix_operator	con	mor	3	234	416.000000000000	291.853914947097
P07_con_TO_mul	7	S	prefix_operator	con	mul	3	234	416.000000000000	291.853914947097
P07_con_TO_mun	7	S	prefix_operator	con	mun	3	234	416.000000000000	291.853914947097
P07_con_TO_nam	7	S	prefix_operator	con	nam	3	234	416.000000000000	291.853914947097
