event_id	page	record	statement_id	owner_de	original_surface	fifth_hand_surface	identity	card_class	component_recipe	concrete_default_de	phrase_ready_card_de	source_section	surface_action
E034	f10r	H2	H2-S003	die breite gezahnte Bluetenpflanze	chor	or	PROC016	PORTABLE_CORE	OR	ANSATZ	ANSATZ	HERBAL	NORMALIZE_TO_HOUSE
E035	f10r	H2	H2-S003	die breite gezahnte Bluetenpflanze	chy	chey	PROC019	PORTABLE_CORE	Y	POSTEN	POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E036	f10r	H2	H2-S003	die breite gezahnte Bluetenpflanze	kaiiin	kaiiin	PROC024	LOCAL_MODEL	K+IIN	ZUGEBEN · EINE EINGESTELLTE ARBEITSSTUFE	ZUGEBEN · EINE EINGESTELLTE ARBEITSSTUFE	HERBAL	COPY_UNCHANGED
E037	f10r	H2	H2-S003	die breite gezahnte Bluetenpflanze	dy	chey	PROC019	PORTABLE_CORE	Y	POSTEN	POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E038	f10r	H2	H2-S003	die breite gezahnte Bluetenpflanze	chodaiin	chodaiin	PROC025	LOCAL_MODEL	CH+O+AIIN	ENTNEHMEN · ARBEITSGANG · EIN KLEINER SCHOEPFBECHER	ENTNEHMEN · ARBEITSGANG · EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E039	f11r	H3	H3-S001	die dicht bluehende Kronenpflanze	tshol	tshol	PROC026	LOCAL_MODEL	T+SH+OL	BEARBEITEN · HALTEN · WEITER	BEARBEITEN · HALTEN · WEITER	HERBAL	COPY_UNCHANGED
E040	f11r	H3	H3-S001	die dicht bluehende Kronenpflanze	schoal	schoal	PROC027	LOCAL_MODEL	SH+O+AL	HALTEN · ARBEITSGANG · ZIELSTELLE	HALTEN · ARBEITSGANG · ZIELSTELLE	HERBAL	COPY_UNCHANGED
E041	f11r	H3	H3-S001	die dicht bluehende Kronenpflanze	cfhy	cfhy	PROC028	LOCAL_MODEL	CFH+Y	AUSPRESSEN · POSTEN	AUSPRESSEN · POSTEN	HERBAL	COPY_UNCHANGED
E042	f11r	H3	H3-S001	die dicht bluehende Kronenpflanze	shfydaiin	shfydaiin	PROC029	LOCAL_MODEL	SH+Y+AIIN	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	HALTEN · POSTEN · EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E043	f11r	H3	H3-S001	die dicht bluehende Kronenpflanze	cphy	cphy	PROC030	LOCAL_MODEL	P+Y	EINBRINGEN · POSTEN	EINBRINGEN · POSTEN	HERBAL	COPY_UNCHANGED
E044	f11r	H3	H3-S001	die dicht bluehende Kronenpflanze	shey	cheey	PROC031	PORTABLE_CORE	SH+EE+Y	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	HALTEN · DREI KURZE ARBEITSGAENGE · POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E045	f11r	H3	H3-S001	die dicht bluehende Kronenpflanze	tchody	tchody	PROC032	LOCAL_MODEL	T+CH+O+DY	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	BEARBEITEN · ENTNEHMEN · ARBEITSGANG · SCHLUSS	HERBAL	COPY_UNCHANGED
E046	f11r	H3	H3-S002	die dicht bluehende Kronenpflanze	shoyty	shoyty	PROC033	LOCAL_MODEL	SH+O+Y+T+Y	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	HALTEN · ARBEITSGANG · POSTEN · BEARBEITEN · POSTEN	HERBAL	COPY_UNCHANGED
E047	f11r	H3	H3-S003	die dicht bluehende Kronenpflanze	dchol	schol	PROC034	PORTABLE_CORE	RESUME_CARD	DAVON	DAVON	HERBAL	NORMALIZE_TO_HOUSE
E048	f11r	H3	H3-S003	die dicht bluehende Kronenpflanze	chy	chey	PROC019	PORTABLE_CORE	Y	POSTEN	POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E049	f11r	H3	H3-S003	die dicht bluehende Kronenpflanze	kchy	kchy	PROC035	LOCAL_MODEL	K+Y	ZUGEBEN · POSTEN	ZUGEBEN · POSTEN	HERBAL	COPY_UNCHANGED
E050	f11r	H3	H3-S003	die dicht bluehende Kronenpflanze	dy	chey	PROC019	PORTABLE_CORE	Y	POSTEN	POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E051	f11r	H3	H3-S003	die dicht bluehende Kronenpflanze	daiin	daiin	PROC009	PORTABLE_CORE	AIIN	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E052	f11r	H3	H3-S004	die dicht bluehende Kronenpflanze	qotchy	qotchy	PROC036	LOCAL_MODEL	OT+Y	DANACH · POSTEN	DANACH · POSTEN	HERBAL	COPY_UNCHANGED
E053	f11r	H3	H3-S004	die dicht bluehende Kronenpflanze	okchol	okchol	PROC037	LOCAL_MODEL	OK+OL	ANSETZEN · WEITER	ANSETZEN · WEITER	HERBAL	COPY_UNCHANGED
E054	f11r	H3	H3-S004	die dicht bluehende Kronenpflanze	cthy	checthy	PROC014	PORTABLE_CORE	CTH+Y	BEREITEN · POSTEN	BEREITEN · POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E055	f11r	H3	H3-S004	die dicht bluehende Kronenpflanze	dy	chey	PROC019	PORTABLE_CORE	Y	POSTEN	POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E056	f55v	H4	H4-S001	die breitblaettrige rispige Pflanze	qokaiin	qokaiin	PROC038	PORTABLE_CORE	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E057	f55v	H4	H4-S001	die breitblaettrige rispige Pflanze	chaiin	daiin	PROC009	PORTABLE_CORE	AIIN	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	HERBAL	NORMALIZE_TO_HOUSE
E058	f55v	H4	H4-S001	die breitblaettrige rispige Pflanze	ykain	ykain	PROC039	PORTABLE_CORE	Y+K+AIN	POSTEN · ZUGEBEN · EIN ABGEGRENZTER TEIL	POSTEN · ZUGEBEN · EIN ABGEGRENZTER TEIL	HERBAL	COPY_UNCHANGED
E059	f55v	H4	H4-S001	die breitblaettrige rispige Pflanze	ykan	ykan	PROC040	PORTABLE_CORE	Y+K+AN	POSTEN · ZUGEBEN · NACHGABE	POSTEN · ZUGEBEN · NACHGABE	HERBAL	COPY_UNCHANGED
E060	f55v	H4	H4-S001	die breitblaettrige rispige Pflanze	ody	ody	PROC041	PORTABLE_CORE	O+DY	ARBEITSGANG · SCHLUSS	ARBEITSGANG · SCHLUSS	HERBAL	COPY_UNCHANGED
E061	f55v	H4	H4-S002	die breitblaettrige rispige Pflanze	daiin	daiin	PROC009	PORTABLE_CORE	AIIN	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E062	f55v	H4	H4-S002	die breitblaettrige rispige Pflanze	chedy	chedy	PROC042	PORTABLE_CORE	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	HERBAL	COPY_UNCHANGED
E063	f55v	H4	H4-S002	die breitblaettrige rispige Pflanze	talam	talam	PROC043	PORTABLE_CORE	TALAM	BEISEITESTELLEN	BEISEITESTELLEN	HERBAL	COPY_UNCHANGED
E064	f55v	H4	H4-S003	die breitblaettrige rispige Pflanze	ykaiin	ykaiin	PROC044	PORTABLE_CORE	Y+K+AIIN	POSTEN · ZUGEBEN · EIN KLEINER SCHOEPFBECHER	POSTEN · ZUGEBEN · EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E065	f55v	H4	H4-S003	die breitblaettrige rispige Pflanze	cheoar	cheoar	PROC045	PORTABLE_CORE	CH+E+O+AR	ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG · QUELLE	ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG · QUELLE	HERBAL	COPY_UNCHANGED
E066	f55v	H4	H4-S003	die breitblaettrige rispige Pflanze	cheeky	cheeky	PROC046	PORTABLE_CORE	CHK+EE+Y	WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN	WAERMEN · DREI KURZE ARBEITSGAENGE · POSTEN	HERBAL	COPY_UNCHANGED
E067	f55v	H4	H4-S003	die breitblaettrige rispige Pflanze	oldy	oldy	PROC047	PORTABLE_CORE	OL+DY	WEITER · SCHLUSS	WEITER · SCHLUSS	HERBAL	COPY_UNCHANGED
E068	f55v	H4	H4-S004	die breitblaettrige rispige Pflanze	aiin	daiin	PROC009	PORTABLE_CORE	AIIN	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	HERBAL	NORMALIZE_TO_HOUSE
E069	f55v	H4	H4-S004	die breitblaettrige rispige Pflanze	okal	qokal	PROC048	PORTABLE_CORE	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	HERBAL	NORMALIZE_TO_HOUSE
E070	f55v	H4	H4-S004	die breitblaettrige rispige Pflanze	oltchy	oltchy	PROC049	PORTABLE_CORE	OL+T+Y	WEITER · BEARBEITEN · POSTEN	WEITER · BEARBEITEN · POSTEN	HERBAL	COPY_UNCHANGED
E071	f55v	H4	H4-S004	die breitblaettrige rispige Pflanze	or	or	PROC016	PORTABLE_CORE	OR	ANSATZ	ANSATZ	HERBAL	COPY_UNCHANGED
E072	f55v	H4	H4-S004	die breitblaettrige rispige Pflanze	y	chey	PROC019	PORTABLE_CORE	Y	POSTEN	POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E073	f55v	H4	H4-S004	die breitblaettrige rispige Pflanze	orain	orain	PROC050	PORTABLE_CORE	OR+AIN	ANSATZ · EIN ABGEGRENZTER TEIL	ANSATZ · EIN ABGEGRENZTER TEIL	HERBAL	COPY_UNCHANGED
E074	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	chochor	chochor	PROC051	PORTABLE_CORE	HO+CH+OR	ZUTAT · ENTNEHMEN · ANSATZ	ZUTAT · ENTNEHMEN · ANSATZ	HERBAL	COPY_UNCHANGED
E075	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	cho	cho	PROC052	PORTABLE_CORE	HO	ZUTAT	ZUTAT	HERBAL	COPY_UNCHANGED
E076	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	chodaly	chodaly	PROC053	PORTABLE_CORE	HO+AL+Y	ZUTAT · ZIELSTELLE · POSTEN	ZUTAT · ZIELSTELLE · POSTEN	HERBAL	COPY_UNCHANGED
E077	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	daiin	daiin	PROC009	PORTABLE_CORE	AIIN	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E078	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	sho	cho	PROC052	PORTABLE_CORE	HO	ZUTAT	ZUTAT	HERBAL	NORMALIZE_TO_HOUSE
E079	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	kchol	kchol	PROC054	PORTABLE_CORE	K+OL	ZUGEBEN · WEITER	ZUGEBEN · WEITER	HERBAL	COPY_UNCHANGED
E080	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	otchor	otchor	PROC020	PORTABLE_CORE	OT+CH+OR	DANACH · ENTNEHMEN · ANSATZ	DANACH · ENTNEHMEN · ANSATZ	HERBAL	COPY_UNCHANGED
E081	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	choky	qoky	PROC008	PORTABLE_CORE	OK+Y	ANSETZEN · POSTEN	ANSETZEN · POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E082	f56r	H5	H5-S001	die mehrkoepfige stachelige Pflanze	dal	dal	PROC055	PORTABLE_CORE	AL	ZIELSTELLE	ZIELSTELLE	HERBAL	COPY_UNCHANGED
E083	f56r	H5	H5-S002	die mehrkoepfige stachelige Pflanze	schol	schol	PROC034	PORTABLE_CORE	RESUME_CARD	DAVON	DAVON	HERBAL	COPY_UNCHANGED
E084	f56r	H5	H5-S002	die mehrkoepfige stachelige Pflanze	choy	choy	PROC056	PORTABLE_CORE	HO+Y	ZUTAT · POSTEN	ZUTAT · POSTEN	HERBAL	COPY_UNCHANGED
E085	f56r	H5	H5-S002	die mehrkoepfige stachelige Pflanze	choky	qoky	PROC008	PORTABLE_CORE	OK+Y	ANSETZEN · POSTEN	ANSETZEN · POSTEN	HERBAL	NORMALIZE_TO_HOUSE
E086	f56r	H5	H5-S002	die mehrkoepfige stachelige Pflanze	cheeckhody	cheeckhody	PROC057	PORTABLE_CORE	CH+EE+CKH+O+DY	ENTNEHMEN · DREI KURZE ARBEITSGAENGE · DURCHLASS · ARBEITSGANG · SCHLUSS	ENTNEHMEN · DREI KURZE ARBEITSGAENGE · DURCHLASS · ARBEITSGANG · SCHLUSS	HERBAL	COPY_UNCHANGED
E087	f56r	H5	H5-S003	die mehrkoepfige stachelige Pflanze	sh	sh	PROC058	LOCAL_MODEL	SH	HALTEN	HALTEN	HERBAL	COPY_UNCHANGED
E088	f56r	H5	H5-S003	die mehrkoepfige stachelige Pflanze	cho	cho	PROC052	PORTABLE_CORE	HO	ZUTAT	ZUTAT	HERBAL	COPY_UNCHANGED
E089	f56r	H5	H5-S003	die mehrkoepfige stachelige Pflanze	kchey	kchey	PROC059	LOCAL_MODEL	K+E+Y	ZUGEBEN · EIN KURZER ARBEITSGANG · POSTEN	ZUGEBEN · EIN KURZER ARBEITSGANG · POSTEN	HERBAL	COPY_UNCHANGED
E090	f56r	H5	H5-S003	die mehrkoepfige stachelige Pflanze	qokokchy	qokokchy	PROC060	LOCAL_MODEL	OK+OK+Y	ANSETZEN · ANSETZEN · POSTEN	ANSETZEN · ANSETZEN · POSTEN	HERBAL	COPY_UNCHANGED
E091	f56r	H5	H5-S004	die mehrkoepfige stachelige Pflanze	okchy	okchy	PROC011	LOCAL_MODEL	OK+Y	ANSETZEN · POSTEN	ANSETZEN · POSTEN	HERBAL	COPY_UNCHANGED
E092	f56r	H5	H5-S004	die mehrkoepfige stachelige Pflanze	chokcheo	chokcheo	PROC061	LOCAL_MODEL	OK+CH+E+O	ANSETZEN · ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG	ANSETZEN · ENTNEHMEN · EIN KURZER ARBEITSGANG · ARBEITSGANG	HERBAL	COPY_UNCHANGED
E093	f56r	H5	H5-S004	die mehrkoepfige stachelige Pflanze	kchal	kchal	PROC062	LOCAL_MODEL	K+AL	ZUGEBEN · ZIELSTELLE	ZUGEBEN · ZIELSTELLE	HERBAL	COPY_UNCHANGED
E094	f56r	H5	H5-S005	die mehrkoepfige stachelige Pflanze	sho	cho	PROC052	PORTABLE_CORE	HO	ZUTAT	ZUTAT	HERBAL	NORMALIZE_TO_HOUSE
E095	f56r	H5	H5-S005	die mehrkoepfige stachelige Pflanze	chokchy	chokchy	PROC011	LOCAL_MODEL	OK+Y	ANSETZEN · POSTEN	ANSETZEN · POSTEN	HERBAL	COPY_UNCHANGED
E096	f56r	H5	H5-S005	die mehrkoepfige stachelige Pflanze	kchoar	kchoar	PROC063	LOCAL_MODEL	K+HO+AR	ZUGEBEN · ZUTAT · QUELLE	ZUGEBEN · ZUTAT · QUELLE	HERBAL	COPY_UNCHANGED
E097	f56r	H5	H5-S005	die mehrkoepfige stachelige Pflanze	sotodan	sotodan	PROC064	LOCAL_MODEL	OT+O+AIN	DANACH · ARBEITSGANG · EIN ABGEGRENZTER TEIL	DANACH · ARBEITSGANG · EIN ABGEGRENZTER TEIL	HERBAL	COPY_UNCHANGED
E098	f56r	H5	H5-S006	die mehrkoepfige stachelige Pflanze	otchey	otchey	PROC065	LOCAL_MODEL	OT+Y	DANACH · POSTEN	DANACH · POSTEN	HERBAL	COPY_UNCHANGED
E099	f56r	H5	H5-S006	die mehrkoepfige stachelige Pflanze	keol	keol	PROC066	LOCAL_MODEL	K+E+OL	ZUGEBEN · EIN KURZER ARBEITSGANG · WEITER	ZUGEBEN · EIN KURZER ARBEITSGANG · WEITER	HERBAL	COPY_UNCHANGED
E100	f56r	H5	H5-S006	die mehrkoepfige stachelige Pflanze	daiin	daiin	PROC009	PORTABLE_CORE	AIIN	EIN KLEINER SCHOEPFBECHER	EIN KLEINER SCHOEPFBECHER	HERBAL	COPY_UNCHANGED
E101	f81v	B1	B1-S001	gemeinsame zweireihige Figuren-/Beckenstation	qokedy	qokedy	PROC067	PORTABLE_CORE	OK+E+DY	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	ANSETZEN · EIN KURZER ARBEITSGANG · SCHLUSS	BIOLOGICAL	COPY_UNCHANGED
E102	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	okaiin	qokaiin	PROC038	PORTABLE_CORE	OK+AIIN	ANSETZEN · EIN KLEINER SCHOEPFBECHER	ANSETZEN · EIN KLEINER SCHOEPFBECHER	BIOLOGICAL	NORMALIZE_TO_HOUSE
E103	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	kair	kair	PROC068	LOCAL_MODEL	K+AIR	ZUGEBEN · WASSER	ZUGEBEN · WASSER	BIOLOGICAL	COPY_UNCHANGED
E104	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	okal	qokal	PROC048	PORTABLE_CORE	OK+AL	ANSETZEN · ZIELSTELLE	ANSETZEN · ZIELSTELLE	BIOLOGICAL	NORMALIZE_TO_HOUSE
E105	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	sar	char	PROC003	PORTABLE_CORE	AR	QUELLE	QUELLE	BIOLOGICAL	NORMALIZE_TO_HOUSE
E106	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	ol	ol	PROC013	PORTABLE_CORE	OL	WEITER	WEITER	BIOLOGICAL	COPY_UNCHANGED
E107	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	kain	kain	PROC069	PORTABLE_CORE	K+AIN	ZUGEBEN · EIN ABGEGRENZTER TEIL	ZUGEBEN · EIN ABGEGRENZTER TEIL	BIOLOGICAL	COPY_UNCHANGED
E108	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	olkain	olkain	PROC070	PORTABLE_CORE	OL+K+AIN	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	WEITER · ZUGEBEN · EIN ABGEGRENZTER TEIL	BIOLOGICAL	COPY_UNCHANGED
E109	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	al	dal	PROC055	PORTABLE_CORE	AL	ZIELSTELLE	ZIELSTELLE	BIOLOGICAL	NORMALIZE_TO_HOUSE
E110	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	ol	ol	PROC013	PORTABLE_CORE	OL	WEITER	WEITER	BIOLOGICAL	COPY_UNCHANGED
E111	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	rol	rol	PROC071	LOCAL_MODEL	R+OL	KUEHLEN · WEITER	ABKUEHLEN UND WEITERARBEITEN	BIOLOGICAL	COPY_UNCHANGED
E112	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	dl	dl	PROC072	LOCAL_MODEL	L	LEITEN	LEITEN	BIOLOGICAL	COPY_UNCHANGED
E113	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	olor	olor	PROC022	LOCAL_MODEL	OL+OR	WEITER · ANSATZ	WEITER · ANSATZ	BIOLOGICAL	COPY_UNCHANGED
E114	f81v	B1	B1-S002	gemeinsame zweireihige Figuren-/Beckenstation	ol	ol	PROC013	PORTABLE_CORE	OL	WEITER	WEITER	BIOLOGICAL	COPY_UNCHANGED
