unit_serial	unit_type	register	page	unit_id	visible_owner	group_count	surface_sequence	speakable_reading_de	ordering_rule
14	PROSE_STATEMENT	PROSE	f56r	H5-S001	H5	9	chochor cho chodaly daiin sho kchol otchor choky dal	Nimm eine Zutat der abgebildeten Pflanze, bringe sie nach Sollmaß zur Arbeitsstelle und beginne damit den nächsten Ansatz.	registered statement order; physical line is not sentence end
15	PROSE_STATEMENT	PROSE	f56r	H5-S002	H5	4	schol choy choky cheeckhody	Nimm den vorigen Posten wieder auf, setze diese Zutat an und lasse sie länger an der Zielstelle einwirken.	registered statement order; physical line is not sentence end
16	PROSE_STATEMENT	PROSE	f56r	H5-S003	H5	4	sh cho kchey qokokchy	Halte die Zutat, bearbeite sie kurz und setze sie noch einmal an.	registered statement order; physical line is not sentence end
17	PROSE_STATEMENT	PROSE	f56r	H5-S004	H5	3	okchy chokcheo kchal	Nimm den Posten in Arbeit, gib den Auszug zu und bearbeite alles an der Zielstelle.	registered statement order; physical line is not sentence end
18	PROSE_STATEMENT	PROSE	f56r	H5-S005	H5	4	sho chokchy kchoar sotodan	Setze die nächste Zutat an, nimm den Auszug daraus und wende ihn danach an.	registered statement order; physical line is not sentence end
19	PROSE_STATEMENT	PROSE	f56r	H5-S006	H5	3	otchey keol daiin	Nimm den folgenden Posten, führe ihn kurz weiter und stelle ihn auf Sollmaß.	registered statement order; physical line is not sentence end
20	PROSE_STATEMENT	PROSE	f81v	B1-S001	B1	1	qokedy	Bearbeite kurz und schließe.	registered statement order; physical line is not sentence end
21	PROSE_STATEMENT	PROSE	f81v	B1-S002	B1	19	okaiin kair okal sar ol kain olkain al ol rol dl olor ol sheckhal daiin qokeedal daiin chckhy schedy	Arbeite nach Sollmaß, öffne den Wasserlauf am Ziel, nimm vom Ausgang, führe weiter, gib einen Anteil, einen weiteren Anteil und den Zusatz zum Ziel, halte dort länger, übertrage und schließe.	registered statement order; physical line is not sentence end
22	PROSE_STATEMENT	PROSE	f81v	B1-S003	B1	2	qol sshkchdy	Führe weiter, halte den Posten im Arbeitsgang, übertrage und schließe.	registered statement order; physical line is not sentence end
23	PROSE_STATEMENT	PROSE	f81v	B1-S004	B1	3	chedy ol shedy	Übertrage, führe weiter, lass absetzen und schließe.	registered statement order; physical line is not sentence end
24	PROSE_STATEMENT	PROSE	f81v	B1-S005	B1	1	qolchedy	Führe den Posten weiter und schließe.	registered statement order; physical line is not sentence end
25	PROSE_STATEMENT	PROSE	f81v	B1-S006	B1	4	qokain shckhy dl ral	Gib einen gezählten Anteil und den Zusatz zu, leite den Posten durch und führe ihn zum Ziel.	registered statement order; physical line is not sentence end
26	PROSE_STATEMENT	PROSE	f81v	B1-S007	B1	1	qokchdy	Nimm den Posten in Arbeit, übertrage und schließe.	registered statement order; physical line is not sentence end
27	PROSE_STATEMENT	PROSE	f81v	B1-S008	B1	5	chey ol cheky ol shedy	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe.	registered statement order; physical line is not sentence end
28	PROSE_STATEMENT	PROSE	f81v	B1-S009	B1	1	qokedy	Bearbeite kurz und schließe.	registered statement order; physical line is not sentence end
29	PROSE_STATEMENT	PROSE	f81v	B1-S010	B1	1	qokedy	Bearbeite kurz und schließe.	registered statement order; physical line is not sentence end
30	PROSE_STATEMENT	PROSE	f81v	B1-S011	B1	2	chckhy qoky	Leite durch und nimm den Posten in Arbeit.	registered statement order; physical line is not sentence end
31	PROSE_STATEMENT	PROSE	f81v	B1-S012	B1	3	lsho qokey lshedy	Beginne mit dem durchgeleiteten Waschposten den Waschgang, bearbeite kurz, wasche und schließe.	registered statement order; physical line is not sentence end
32	PROSE_STATEMENT	PROSE	f81v	B1-S013	B1	1	lshedy	Wasche und schließe.	registered statement order; physical line is not sentence end
33	PROSE_STATEMENT	PROSE	f81v	B1-S014	B1	5	chedy qolky lchedal qol otar	Übertrage, führe weiter, leite am Auslass ab und führe danach von dort weiter.	registered statement order; physical line is not sentence end
34	PROSE_STATEMENT	PROSE	f81v	B1-S015	B1	2	ytey okchedy	Nimm einen kurzen Teil des aktuellen Postens, setze ihn an, übertrage und schließe.	registered statement order; physical line is not sentence end
35	PROSE_STATEMENT	PROSE	f81v	B1-S016	B1	4	qokal okeey qol cheedy	Setze dort länger an, führe weiter, lass absetzen und schließe.	registered statement order; physical line is not sentence end
36	PROSE_STATEMENT	PROSE	f81v	B1-S017	B1	3	sal teol dchdy	Führe dorthin, führe kurz weiter, übertrage und schließe.	registered statement order; physical line is not sentence end
37	PROSE_STATEMENT	PROSE	f81v	B1-S018	B1	4	ly dsheol oiiin olkeedy	Führe den aktuellen Posten ab, halte kurz, führe fort, stelle die Stufe ein, sammle länger und schließe.	registered statement order; physical line is not sentence end
38	PROSE_STATEMENT	PROSE	f81v	B1-S019	B1	1	tedy	Lass absetzen und schließe.	registered statement order; physical line is not sentence end
39	PROSE_STATEMENT	PROSE	f81v	B1-S020	B1	2	cheky shckhedy	Wärme kurz, seih und schließe.	registered statement order; physical line is not sentence end
40	PROSE_STATEMENT	PROSE	f81v	B1-S021	B1	1	chal	Führe den Posten dorthin.	registered statement order; physical line is not sentence end
41	PROSE_STATEMENT	PROSE	f82r	B2-S001	B2	1	dchedy	Übertrage und schließe.	registered statement order; physical line is not sentence end
42	PROSE_STATEMENT	PROSE	f82r	B2-S002	B2	1	qolchedy	Führe weiter und schließe.	registered statement order; physical line is not sentence end
43	PROSE_STATEMENT	PROSE	f82r	B2-S003	B2	3	qokain dy qokeedy	Gib einen Anteil zu, setze den Posten länger an und schließe.	registered statement order; physical line is not sentence end
44	PROSE_STATEMENT	PROSE	f82r	B2-S004	B2	5	qokal lcheckhy lched qokeey lcheckhedy	Setze dort an, leite durch den Ausgang, führe ab, bearbeite länger, seih ab und schließe.	registered statement order; physical line is not sentence end
45	PROSE_STATEMENT	PROSE	f82r	B2-S005	B2	8	qokaly solkaiin chckhy qokaiin qokaiin octheol chkeey ldy	Nimm den aktuellen Posten in Arbeit am Ziel, sammle bis zum Vorgabewert, leite durch, setze zweimal auf Vorgabewert, führe bereit fort, wärme länger, führe ab und schließe.	registered statement order; physical line is not sentence end
46	PROSE_STATEMENT	PROSE	f82r	B2-S006	B2	4	oteey qokal sheckhy qoky	Nimm den langen Folgeposten, setze ihn dort an, leite ihn kurz durch und nimm den Posten in Arbeit.	registered statement order; physical line is not sentence end
47	PROSE_STATEMENT	PROSE	f82r	B2-S007	B2	1	dshedy	Lass kurz absetzen und schließe.	registered statement order; physical line is not sentence end
48	PROSE_STATEMENT	PROSE	f82r	B2-S008	B2	3	sotaiin qokar shedy	Stelle den Folgewert ein, setze daraus an, lass absetzen und schließe.	registered statement order; physical line is not sentence end
49	PROSE_STATEMENT	PROSE	f82r	B2-S009	B2	1	solshedy	Lass weiter absetzen und schließe.	registered statement order; physical line is not sentence end
50	PROSE_STATEMENT	PROSE	f82r	B2-S010	B2	4	qokeey qoky ls cheey	Bearbeite länger, führe den Posten durch den Auslass und nimm den Klarauszug.	registered statement order; physical line is not sentence end
51	PROSE_STATEMENT	PROSE	f82r	B2-S011	B2	4	okain char okain qokeedy	Gib einen gezählten Anteil zu, nimm vom Ausgang einen weiteren Anteil, bearbeite länger und schließe.	registered statement order; physical line is not sentence end
52	PROSE_STATEMENT	PROSE	f82r	B2-S012	B2	8	lchy cheey qcthey qokeey lcheey daiin chey qokeeedy	Ziehe den Posten ab, nimm den Klarauszug, halte ihn kurz bereit, setze ihn länger an, führe den Klarauszug ab, arbeite nach Sollmaß, führe den Posten vollständig aus und schließe.	registered statement order; physical line is not sentence end
53	PROSE_STATEMENT	PROSE	f82r	B2-S013	B2	1	lchedy	Führe ab und schließe.	registered statement order; physical line is not sentence end
54	PROSE_STATEMENT	PROSE	f82r	B2-S014	B2	1	lar	Führe von dort ab.	registered statement order; physical line is not sentence end
55	PROSE_STATEMENT	PROSE	f82r	B2-S015	B2	2	tshey qokeedy	Nimm den Klarauszug, bearbeite länger und schließe.	registered statement order; physical line is not sentence end
56	PROSE_STATEMENT	PROSE	f82r	B2-S016	B2	8	cheal lchedar ches aiin oteey qokaiin okey pchedy	Führe zum Ziel und vom Ausgang ab, trenne, stelle auf Sollmaß, nimm den langen Folgeposten, setze kurz, führe ein und schließe.	registered statement order; physical line is not sentence end
57	PROSE_STATEMENT	PROSE	f82r	B2-S017	B2	2	rsheal daldy	Halte den Posten kurz am Ziel, schließe das Ziel und beende den Schritt.	registered statement order; physical line is not sentence end
58	PROSE_STATEMENT	PROSE	f82r	B2-S018	B2	1	qokeedy	Bearbeite länger und schließe.	registered statement order; physical line is not sentence end
59	PROSE_STATEMENT	PROSE	f82r	B2-S019	B2	1	rshedy	Führe den Waschgang aus und schließe.	registered statement order; physical line is not sentence end
60	PROSE_STATEMENT	PROSE	f82r	B2-S020	B2	1	qoteedy	Führe den längeren Folgegang aus und schließe.	registered statement order; physical line is not sentence end
61	PROSE_STATEMENT	PROSE	f82r	B2-S021	B2	1	qokeedy	Bearbeite länger und schließe.	registered statement order; physical line is not sentence end
62	PROSE_STATEMENT	PROSE	f82r	B2-S022	B2	1	lochedy	Führe den Rest ab und schließe.	registered statement order; physical line is not sentence end
63	PROSE_STATEMENT	PROSE	f83r	B3-S001	B3	1	olkeedy	Sammle länger und schließe.	registered statement order; physical line is not sentence end
64	PROSE_STATEMENT	PROSE	f83r	B3-S002	B3	2	qotal chkeedy	Führe danach dorthin, wärme länger und schließe.	registered statement order; physical line is not sentence end
65	PROSE_STATEMENT	PROSE	f83r	B3-S003	B3	4	chey daiin chey lchedy	Nimm den aktuellen Posten, arbeite nach Sollmaß, nimm ihn wieder auf, führe ab und schließe.	registered statement order; physical line is not sentence end
66	PROSE_STATEMENT	PROSE	f83r	B3-S004	B3	3	qokaiin qotal dar	Arbeite nach Sollmaß, führe danach dorthin und nimm daraus.	registered statement order; physical line is not sentence end
67	PROSE_STATEMENT	PROSE	f83r	B3-S005	B3	1	schedy	Übertrage und schließe.	registered statement order; physical line is not sentence end
68	PROSE_STATEMENT	PROSE	f83r	B3-S006	B3	3	chedchy qokal olchedy	Übertrage den aktuellen Posten, setze ihn am Ziel an, führe weiter und schließe.	registered statement order; physical line is not sentence end
69	PROSE_STATEMENT	PROSE	f83r	B3-S007	B3	3	qokaiin chedy qokeedy	Arbeite nach Sollmaß, übertrage, bearbeite länger und schließe.	registered statement order; physical line is not sentence end
70	PROSE_STATEMENT	PROSE	f83r	B3-S008	B3	1	lchedy	Führe ab und schließe.	registered statement order; physical line is not sentence end
71	PROSE_STATEMENT	PROSE	f83r	B3-S009	B3	1	qoky	Nimm den Posten in Arbeit.	registered statement order; physical line is not sentence end
72	PROSE_STATEMENT	PROSE	f83r	B3-S010	B3	2	pchedal otedy	Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe.	registered statement order; physical line is not sentence end
73	PROSE_STATEMENT	PROSE	f83r	B3-S011	B3	4	shecthedchy qoky chedy chary	Übertrage den bereiten Posten, setze ihn an, übertrage den aktuellen Posten und nimm ihn vom Ausgang.	registered statement order; physical line is not sentence end
74	PROSE_STATEMENT	PROSE	f83r	B3-S012	B3	2	sor shedy	Bereite den Ansatz, lass ihn absetzen und schließe.	registered statement order; physical line is not sentence end
75	PROSE_STATEMENT	PROSE	f83r	B3-S013	B3	4	qokaiin chkain shcthey qokedy	Arbeite nach Sollmaß, nimm einen Anteil, halte kurz bereit, bearbeite kurz und schließe.	registered statement order; physical line is not sentence end
76	PROSE_STATEMENT	PROSE	f83r	B3-S014	B3	2	okair sheedy	Lass Wasser ein, lass länger absetzen und schließe.	registered statement order; physical line is not sentence end
77	PROSE_STATEMENT	PROSE	f83r	B3-S015	B3	1	lchedy	Führe ab und schließe.	registered statement order; physical line is not sentence end
78	PROSE_STATEMENT	PROSE	f83r	B3-S016	B3	2	lo qokchedy	Führe ab, setze den Posten um und schließe.	registered statement order; physical line is not sentence end
79	PROSE_STATEMENT	PROSE	f83r	B3-S017	B3	1	qokeedy	Bearbeite länger und schließe.	registered statement order; physical line is not sentence end
80	PROSE_STATEMENT	PROSE	f83r	B3-S018	B3	1	shedy	Lass absetzen und schließe.	registered statement order; physical line is not sentence end
81	PROSE_STATEMENT	PROSE	f83r	B3-S019	B3	1	qokshedy	Lass absetzen und schließe.	registered statement order; physical line is not sentence end
82	PROSE_STATEMENT	PROSE	f83r	B3-S020	B3	2	dal lchedy	Führe dorthin, führe ab und schließe.	registered statement order; physical line is not sentence end
83	PROSE_STATEMENT	PROSE	f83r	B3-S021	B3	11	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	Arbeite nach Sollmaß, halte bereit, führe dorthin, lass dort absetzen, halte den Posten kurz bereit, führe ihn erneut dorthin, übertrage und schließe.	registered statement order; physical line is not sentence end
84	PROSE_STATEMENT	PROSE	f83r	B3-S022	B3	1	qotchedy	Übertrage den Folgeposten und schließe.	registered statement order; physical line is not sentence end
85	PROSE_STATEMENT	PROSE	f83r	B3-S023	B3	1	lchedy	Führe ab und schließe.	registered statement order; physical line is not sentence end
86	PROSE_STATEMENT	PROSE	f83r	B3-S024	B3	1	tchedy	Übertrage und schließe.	registered statement order; physical line is not sentence end
87	PROSE_STATEMENT	PROSE	f83r	B3-S025	B3	1	qokchdy	Übertrage und schließe.	registered statement order; physical line is not sentence end
88	PROSE_STATEMENT	PROSE	f83r	B3-S026	B3	7	cheedar chldaiin chedy qokain checthy chealror solkeedy	Übertrage vom Ausgang, stelle den Absetzwert ein, übertrage den aktuellen Posten, gib einen Anteil zu, halte den Posten bereit, führe den Ansatz zum Ziel, sammle länger und schließe.	registered statement order; physical line is not sentence end
89	PROSE_STATEMENT	PROSE	f83r	B3-S027	B3	1	qoteedy	Führe den längeren Folgegang aus und schließe.	registered statement order; physical line is not sentence end
90	PROSE_STATEMENT	PROSE	f83r	B3-S028	B3	2	qokeey qokedy	Setze länger, dann kurz an und schließe.	registered statement order; physical line is not sentence end
91	PROSE_STATEMENT	PROSE	f83r	B3-S029	B3	3	sol cheeety qokedy	Führe weiter, nimm den ganzen Teilposten, bearbeite kurz und schließe.	registered statement order; physical line is not sentence end
92	PROSE_STATEMENT	PROSE	f83r	B3-S030	B3	4	qoky saiin schedair otchedy	Nimm den Posten in Arbeit, arbeite nach Sollmaß, nutze den Wasserlauf, übertrage den Folgeposten und schließe.	registered statement order; physical line is not sentence end
93	PROSE_STATEMENT	PROSE	f83r	B3-S031	B3	1	qokeedy	Bearbeite länger und schließe.	registered statement order; physical line is not sentence end
94	PROSE_STATEMENT	PROSE	f83r	B3-S032	B3	5	chedain chedy qotedaiin otaiin otedy	Übertrage einen Anteil und den aktuellen Posten, setze den kurzen Folgewert und den Folgewert, führe die kurze Folge aus und schließe.	registered statement order; physical line is not sentence end
95	PROSE_STATEMENT	PROSE	f83r	B3-S033	B3	1	ldy	Ziehe ab und schließe.	registered statement order; physical line is not sentence end
96	PROSE_STATEMENT	PROSE	f83r	B3-S034	B3	6	soiiin checthy chety otaiin olsaly shedy	Setze die Stufe, halte bereit, trenne einen Teil, setze den Folgewert, führe zur unteren Zielstelle, setze kurz ab und schließe.	registered statement order; physical line is not sentence end
97	PROSE_STATEMENT	PROSE	f83r	B4-S001	B4	1	qokeedy	Bearbeite länger und schließe.	registered statement order; physical line is not sentence end
98	PROSE_STATEMENT	PROSE	f83r	B4-S002	B4	3	qolchey qokeey qokedy	Führe diesen Posten weiter, setze ihn länger und dann kurz an und schließe.	registered statement order; physical line is not sentence end
99	PROSE_STATEMENT	PROSE	f83r	B4-S003	B4	7	chedy otal otchey qokeey qoky tol shedy	Übertrage, führe danach dorthin, wähle den Folgeposten, bearbeite länger, führe weiter, lass absetzen und schließe.	registered statement order; physical line is not sentence end
100	PROSE_STATEMENT	PROSE	f83r	B4-S004	B4	1	qokylddy	Befestige den aktuellen Posten und schließe.	registered statement order; physical line is not sentence end
101	PROSE_STATEMENT	PROSE	f83r	B4-S005	B4	3	dain chedy qokeedy	Lege das Tuch ein, übertrage, bearbeite länger und schließe.	registered statement order; physical line is not sentence end
102	PROSE_STATEMENT	PROSE	f83r	B4-S006	B4	1	shckhedy	Seih und schließe.	registered statement order; physical line is not sentence end
103	PROSE_STATEMENT	PROSE	f83r	B4-S007	B4	1	shckhedy	Seih und schließe.	registered statement order; physical line is not sentence end
104	PROSE_STATEMENT	PROSE	f83r	B4-S008	B4	4	saiin cheeky sheey qokedy	Arbeite nach Sollmaß, wärme länger, lass länger ruhen, bearbeite kurz und schließe.	registered statement order; physical line is not sentence end
105	PROSE_STATEMENT	PROSE	f83r	B4-S009	B4	1	shedy	Lass absetzen und schließe.	registered statement order; physical line is not sentence end
106	PROSE_STATEMENT	PROSE	f83r	B4-S010	B4	1	oldy	Führe weiter und schließe.	registered statement order; physical line is not sentence end
107	PROSE_STATEMENT	PROSE	f83r	B4-S011	B4	7	saiin cheky okeeol okain chdy sol lkedy	Arbeite nach Sollmaß, wärme kurz, führe länger fort, gib einen Anteil zu, übertrage, führe weiter, führe kurz ab und schließe.	registered statement order; physical line is not sentence end
108	PROSE_STATEMENT	PROSE	f83r	B4-S012	B4	1	lchedy	Führe ab und schließe.	registered statement order; physical line is not sentence end
109	PROSE_STATEMENT	PROSE	f83r	B4-S013	B4	2	qokol shedy	Setze die Fortsetzung ein, lass absetzen und schließe.	registered statement order; physical line is not sentence end
110	PROSE_STATEMENT	PROSE	f83r	B4-S014	B4	4	or chey qockhey dairydy	Setze den Ansatz in einen kurzen Durchlauf, schließe den Wasserlauf und beende den Schritt.	registered statement order; physical line is not sentence end
111	PROSE_STATEMENT	PROSE	f83r	B4-S015	B4	6	qokain shey kain chckhal solkey lchedy	Gib einen Anteil zu, nimm den Klarauszug, leite den Anteil zur Zielstelle, sammle kurz, führe ab und schließe.	registered statement order; physical line is not sentence end
112	PROSE_STATEMENT	PROSE	f83r	B4-S016	B4	4	qolkain dal skar shedy	Gib einen weiteren Anteil zum Ziel, gieße ihn vom Ausgang aus, lass absetzen und schließe.	registered statement order; physical line is not sentence end
113	PROSE_STATEMENT	PROSE	f83r	B5-S001	B5	1	otchdy	Führe die Folgeumsetzung aus und schließe.	registered statement order; physical line is not sentence end
114	PROSE_STATEMENT	PROSE	f83r	B5-S002	B5	1	qokchdy	Übertrage und schließe.	registered statement order; physical line is not sentence end
115	PROSE_STATEMENT	PROSE	f83r	B5-S003	B5	9	shedal dal cheol lol chdal aiin sol daiiin chedy	Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, arbeite nach Sollmaß und setze weiter um.	registered statement order; physical line is not sentence end
116	PROSE_STATEMENT	PROSE	f83r	B6-S001	B6	9	solkeey qekey raly ol daiin ol dain chey ldalor	Sammle den aktuellen Posten länger, bearbeite ihn kurz, führe ihn zum Ziel, arbeite nach Sollmaß, führe weiter, lege den Abdeckträger ein und führe den Posten zum Endziel.	registered statement order; physical line is not sentence end
117	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.1	A1_RIGHT_SECTOR_SLOT_01	3	ykshy s aram	right sector slot 01: bezeichnete Klasse oder Haus; Nebenwert; Quellaspekt	local owner order only; no global wheel start/direction
118	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.2	A1_RIGHT_SECTOR_SLOT_02	3	ykecho ols eesydy	right sector slot 02: bezeichnete Klasse oder Haus + HO; Fortsetzen; lange Tabellenstufe festhalten	local owner order only; no global wheel start/direction
119	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.3	A1_RIGHT_SECTOR_SLOT_03	3	ey shs okar	right sector slot 03: aktueller Auswahlwert; Position oder Bedingung halten; Quelle aktivieren	local owner order only; no global wheel start/direction
120	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.4	A1_RIGHT_SECTOR_SLOT_04	2	shekchy sykos	right sector slot 04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; Klassenfeld	local owner order only; no global wheel start/direction
121	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.5	A1_RIGHT_SECTOR_SLOT_05	2	ykeody okchy	right sector slot 05: diesen Klassenposten kurz markieren; diesen Diagrammposten setzen	local owner order only; no global wheel start/direction
122	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.6	A1_RIGHT_SECTOR_SLOT_06	1	dchetay	right sector slot 06: fester Hauptphasenwert	local owner order only; no global wheel start/direction
123	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.7	A1_RIGHT_SECTOR_SLOT_07	3	ykchy kchey ykchys	right sector slot 07: bezeichnete Klasse oder Haus + KCH; diesen Diagrammplatz kurz bearbeiten; bezeichnete Klasse oder Haus + KCH	local owner order only; no global wheel start/direction
124	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.8	A1_RIGHT_SECTOR_SLOT_08	1	chkchdar	right sector slot 08: Bearbeiten + Quelle	local owner order only; no global wheel start/direction
125	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.9	A1_RIGHT_SECTOR_SLOT_09	2	ykar ykaly	right sector slot 09: bezeichnete Klasse oder Haus + AR; bezeichnete Klasse oder Haus + AL	local owner order only; no global wheel start/direction
126	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.10	A1_RIGHT_SECTOR_SLOT_10	3	lkshy kchy okar	right sector slot 10: Position oder Bedingung halten; diesen Diagrammplatz bearbeiten; Quelle aktivieren	local owner order only; no global wheel start/direction
127	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.11	A1_RIGHT_SECTOR_SLOT_11	3	chky chykchs chy	right sector slot 11: Grad oder Diagrammzustand justieren; Diagrammplatz berechnen oder bearbeiten; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
128	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.12	A1_RIGHT_SECTOR_SLOT_12	2	ykees ykchos	right sector slot 12: bezeichnete Klasse oder Haus; bezeichnete Klasse oder Haus + KCH	local owner order only; no global wheel start/direction
129	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01	4	opodchol s ain aldy	right ring band 01: im selben Ring, Band oder Satz fortsetzen; Nebenwert; gezaehlter Teil oder Unterabschnitt; Zielsektor, Zielstern oder Zielfeld	local owner order only; no global wheel start/direction
130	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.14	A1_RIGHT_RING_BAND_02	3	soeey doiin oldy	right ring band 02: lange Tabellenstufe; Tabellenstufe; fortsetzen und den Eintrag schliessen	local owner order only; no global wheel start/direction
131	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.15	A1_LEFT_LOCAL_FIELD_15	1	dolchsody	left local field 15: im selben Ring, Band oder Satz fortsetzen	local owner order only; no global wheel start/direction
132	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.16	A1_LEFT_LOCAL_FIELD_16	4	odaeiin okoes oekain y	left local field 16: Arbeits- oder Bedingungsstufe markieren; Diagrammposten setzen oder aktivieren; gezaehlter Teil oder Unterabschnitt; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
133	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.17	A1_LEFT_LOCAL_FIELD_17	3	otchey soraiir dy	left local field 17: naechster Diagrammposten; Bedingungs-, Tabellen- oder Wahlansatz; dieser lokale Diagrammposten	local owner order only; no global wheel start/direction
134	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18	3	qopchy daiin dal	left local field 18: neuer Paarbezug; Sollwert; Ziel	local owner order only; no global wheel start/direction
135	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.19	A1_LEFT_LOCAL_FIELD_19	4	ydchos ain ar amy	left local field 19: Eingangsposten der aktiven Zeile; gezaehlter Teil oder Unterabschnitt; Ausgangssektor, Ursprung oder Bezugswert; aktueller Aspekt	local owner order only; no global wheel start/direction
136	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.20	A1_LEFT_LOCAL_FIELD_20	2	chocfhy saral	left local field 20: Himmelsobjekt oder Eingangsbedingung; von Quelle zum Ziel	local owner order only; no global wheel start/direction
137	ASTRO_OWNER_LOCUS	ASTRO	f67r2	f67r2.21	A1_LEFT_LOCAL_FIELD_21	3	sain am ar	left local field 21: Portion; ASPEKT; Ausgangssektor, Ursprung oder Bezugswert	local owner order only; no global wheel start/direction
