unified_serial	register	page	source_group_id	visible_surface	autonomy
99	PROSE	f56r	E099	keol	FULL
100	PROSE	f56r	E100	daiin	FULL
101	PROSE	f81v	E101	qokedy	FULL
102	PROSE	f81v	E102	okaiin	FULL
103	PROSE	f81v	E103	kair	FULL
104	PROSE	f81v	E104	okal	FULL
105	PROSE	f81v	E105	sar	FULL
106	PROSE	f81v	E106	ol	FULL
107	PROSE	f81v	E107	kain	FULL
108	PROSE	f81v	E108	olkain	FULL
109	PROSE	f81v	E109	al	FULL
110	PROSE	f81v	E110	ol	FULL
111	PROSE	f81v	E111	rol	FULL
112	PROSE	f81v	E112	dl	NONE
113	PROSE	f81v	E113	olor	FULL
114	PROSE	f81v	E114	ol	FULL
115	PROSE	f81v	E115	sheckhal	FULL
116	PROSE	f81v	E116	daiin	FULL
117	PROSE	f81v	E117	qokeedal	FULL
118	PROSE	f81v	E118	daiin	FULL
119	PROSE	f81v	E119	chckhy	FULL
120	PROSE	f81v	E120	schedy	FULL
121	PROSE	f81v	E121	qol	FULL
122	PROSE	f81v	E122	sshkchdy	FULL
123	PROSE	f81v	E123	chedy	FULL
124	PROSE	f81v	E124	ol	FULL
125	PROSE	f81v	E125	shedy	FULL
126	PROSE	f81v	E126	qolchedy	FULL
127	PROSE	f81v	E127	qokain	FULL
128	PROSE	f81v	E128	shckhy	FULL
129	PROSE	f81v	E129	dl	NONE
130	PROSE	f81v	E130	ral	FULL
131	PROSE	f81v	E131	qokchdy	FULL
132	PROSE	f81v	E132	chey	FULL
133	PROSE	f81v	E133	ol	FULL
134	PROSE	f81v	E134	cheky	FULL
135	PROSE	f81v	E135	ol	FULL
136	PROSE	f81v	E136	shedy	FULL
137	PROSE	f81v	E137	qokedy	FULL
138	PROSE	f81v	E138	qokedy	FULL
139	PROSE	f81v	E139	chckhy	FULL
140	PROSE	f81v	E140	qoky	FULL
141	PROSE	f81v	E141	lsho	NONE
142	PROSE	f81v	E142	qokey	FULL
143	PROSE	f81v	E143	lshedy	PARTIAL
144	PROSE	f81v	E144	lshedy	PARTIAL
145	PROSE	f81v	E145	chedy	FULL
146	PROSE	f81v	E146	qolky	FULL
147	PROSE	f81v	E147	lchedal	FULL
148	PROSE	f81v	E148	qol	FULL
149	PROSE	f81v	E149	otar	FULL
150	PROSE	f81v	E150	ytey	FULL
151	PROSE	f81v	E151	okchedy	FULL
152	PROSE	f81v	E152	qokal	FULL
153	PROSE	f81v	E153	okeey	FULL
154	PROSE	f81v	E154	qol	FULL
155	PROSE	f81v	E155	cheedy	FULL
156	PROSE	f81v	E156	sal	FULL
157	PROSE	f81v	E157	teol	FULL
158	PROSE	f81v	E158	dchdy	FULL
159	PROSE	f81v	E159	ly	FULL
160	PROSE	f81v	E160	dsheol	FULL
161	PROSE	f81v	E161	oiiin	FULL
162	PROSE	f81v	E162	olkeedy	FULL
163	PROSE	f81v	E163	tedy	FULL
164	PROSE	f81v	E164	cheky	FULL
165	PROSE	f81v	E165	shckhedy	FULL
166	PROSE	f81v	E166	chal	FULL
167	PROSE	f82r	E167	dchedy	FULL
168	PROSE	f82r	E168	qolchedy	FULL
169	PROSE	f82r	E169	qokain	FULL
170	PROSE	f82r	E170	dy	FULL
171	PROSE	f82r	E171	qokeedy	FULL
172	PROSE	f82r	E172	qokal	FULL
173	PROSE	f82r	E173	lcheckhy	FULL
174	PROSE	f82r	E174	lched	FULL
175	PROSE	f82r	E175	qokeey	FULL
176	PROSE	f82r	E176	lcheckhedy	FULL
177	PROSE	f82r	E177	qokaly	FULL
178	PROSE	f82r	E178	solkaiin	FULL
179	PROSE	f82r	E179	chckhy	FULL
180	PROSE	f82r	E180	qokaiin	FULL
181	PROSE	f82r	E181	qokaiin	FULL
182	PROSE	f82r	E182	octheol	FULL
183	PROSE	f82r	E183	chkeey	FULL
184	PROSE	f82r	E184	ldy	FULL
185	PROSE	f82r	E185	oteey	FULL
186	PROSE	f82r	E186	qokal	FULL
187	PROSE	f82r	E187	sheckhy	FULL
188	PROSE	f82r	E188	qoky	FULL
189	PROSE	f82r	E189	dshedy	FULL
190	PROSE	f82r	E190	sotaiin	FULL
191	PROSE	f82r	E191	qokar	FULL
192	PROSE	f82r	E192	shedy	FULL
193	PROSE	f82r	E193	solshedy	FULL
194	PROSE	f82r	E194	qokeey	FULL
195	PROSE	f82r	E195	qoky	FULL
196	PROSE	f82r	E196	ls	FULL
197	PROSE	f82r	E197	cheey	FULL
198	PROSE	f82r	E198	okain	FULL
199	PROSE	f82r	E199	char	FULL
200	PROSE	f82r	E200	okain	FULL
201	PROSE	f82r	E201	qokeedy	FULL
202	PROSE	f82r	E202	lchy	FULL
203	PROSE	f82r	E203	cheey	FULL
204	PROSE	f82r	E204	qcthey	FULL
205	PROSE	f82r	E205	qokeey	FULL
206	PROSE	f82r	E206	lcheey	FULL
207	PROSE	f82r	E207	daiin	FULL
208	PROSE	f82r	E208	chey	FULL
209	PROSE	f82r	E209	qokeeedy	FULL
210	PROSE	f82r	E210	lchedy	FULL
211	PROSE	f82r	E211	lar	FULL
212	PROSE	f82r	E212	tshey	FULL
213	PROSE	f82r	E213	qokeedy	FULL
214	PROSE	f82r	E214	cheal	FULL
215	PROSE	f82r	E215	lchedar	FULL
216	PROSE	f82r	E216	ches	NONE
217	PROSE	f82r	E217	aiin	FULL
218	PROSE	f82r	E218	oteey	FULL
219	PROSE	f82r	E219	qokaiin	FULL
220	PROSE	f82r	E220	okey	FULL
221	PROSE	f82r	E221	pchedy	FULL
222	PROSE	f82r	E222	rsheal	FULL
223	PROSE	f82r	E223	daldy	FULL
224	PROSE	f82r	E224	qokeedy	FULL
225	PROSE	f82r	E225	rshedy	PARTIAL
226	PROSE	f82r	E226	qoteedy	FULL
227	PROSE	f82r	E227	qokeedy	FULL
228	PROSE	f82r	E228	lochedy	FULL
229	PROSE	f83r	E229	olkeedy	FULL
230	PROSE	f83r	E230	qotal	FULL
231	PROSE	f83r	E231	chkeedy	FULL
232	PROSE	f83r	E232	chey	FULL
233	PROSE	f83r	E233	daiin	FULL
234	PROSE	f83r	E234	chey	FULL
235	PROSE	f83r	E235	lchedy	FULL
236	PROSE	f83r	E236	qokaiin	FULL
237	PROSE	f83r	E237	qotal	FULL
238	PROSE	f83r	E238	dar	FULL
239	PROSE	f83r	E239	schedy	FULL
240	PROSE	f83r	E240	chedchy	FULL
241	PROSE	f83r	E241	qokal	FULL
242	PROSE	f83r	E242	olchedy	FULL
243	PROSE	f83r	E243	qokaiin	FULL
244	PROSE	f83r	E244	chedy	FULL
245	PROSE	f83r	E245	qokeedy	FULL
246	PROSE	f83r	E246	lchedy	FULL
247	PROSE	f83r	E247	qoky	FULL
248	PROSE	f83r	E248	pchedal	FULL
249	PROSE	f83r	E249	otedy	FULL
250	PROSE	f83r	E250	shecthedchy	FULL
251	PROSE	f83r	E251	qoky	FULL
252	PROSE	f83r	E252	chedy	FULL
253	PROSE	f83r	E253	chary	FULL
254	PROSE	f83r	E254	sor	FULL
255	PROSE	f83r	E255	shedy	FULL
256	PROSE	f83r	E256	qokaiin	FULL
257	PROSE	f83r	E257	chkain	FULL
258	PROSE	f83r	E258	shcthey	FULL
259	PROSE	f83r	E259	qokedy	FULL
260	PROSE	f83r	E260	okair	FULL
261	PROSE	f83r	E261	sheedy	FULL
262	PROSE	f83r	E262	lchedy	FULL
263	PROSE	f83r	E263	lo	FULL
264	PROSE	f83r	E264	qokchedy	FULL
265	PROSE	f83r	E265	qokeedy	FULL
266	PROSE	f83r	E266	shedy	FULL
267	PROSE	f83r	E267	qokshedy	FULL
268	PROSE	f83r	E268	dal	FULL
269	PROSE	f83r	E269	lchedy	FULL
270	PROSE	f83r	E270	qokaiin	FULL
271	PROSE	f83r	E271	shcthy	FULL
272	PROSE	f83r	E272	dal	FULL
273	PROSE	f83r	E273	sy	FULL
274	PROSE	f83r	E274	saiin	FULL
275	PROSE	f83r	E275	shedal	FULL
276	PROSE	f83r	E276	shecthy	FULL
277	PROSE	f83r	E277	chey	FULL
278	PROSE	f83r	E278	tal	FULL
279	PROSE	f83r	E279	shcthy	FULL
280	PROSE	f83r	E280	dalchdy	FULL
281	PROSE	f83r	E281	qotchedy	FULL
282	PROSE	f83r	E282	lchedy	FULL
283	PROSE	f83r	E283	tchedy	FULL
284	PROSE	f83r	E284	qokchdy	FULL
285	PROSE	f83r	E285	cheedar	FULL
286	PROSE	f83r	E286	chldaiin	FULL
287	PROSE	f83r	E287	chedy	FULL
288	PROSE	f83r	E288	qokain	FULL
289	PROSE	f83r	E289	checthy	FULL
290	PROSE	f83r	E290	chealror	FULL
291	PROSE	f83r	E291	solkeedy	FULL
292	PROSE	f83r	E292	qoteedy	FULL
293	PROSE	f83r	E293	qokeey	FULL
294	PROSE	f83r	E294	qokedy	FULL
295	PROSE	f83r	E295	sol	FULL
296	PROSE	f83r	E296	cheeety	FULL
297	PROSE	f83r	E297	qokedy	FULL
298	PROSE	f83r	E298	qoky	FULL
299	PROSE	f83r	E299	saiin	FULL
300	PROSE	f83r	E300	schedair	FULL
301	PROSE	f83r	E301	otchedy	FULL
302	PROSE	f83r	E302	qokeedy	FULL
303	PROSE	f83r	E303	chedain	FULL
304	PROSE	f83r	E304	chedy	FULL
305	PROSE	f83r	E305	qotedaiin	FULL
306	PROSE	f83r	E306	otaiin	FULL
307	PROSE	f83r	E307	otedy	FULL
308	PROSE	f83r	E308	ldy	FULL
309	PROSE	f83r	E309	soiiin	FULL
310	PROSE	f83r	E310	checthy	FULL
311	PROSE	f83r	E311	chety	PARTIAL
312	PROSE	f83r	E312	otaiin	FULL
313	PROSE	f83r	E313	olsaly	FULL
314	PROSE	f83r	E314	shedy	FULL
315	PROSE	f83r	E315	qokeedy	FULL
316	PROSE	f83r	E316	qolchey	FULL
317	PROSE	f83r	E317	qokeey	FULL
318	PROSE	f83r	E318	qokedy	FULL
319	PROSE	f83r	E319	chedy	FULL
320	PROSE	f83r	E320	otal	FULL
321	PROSE	f83r	E321	otchey	FULL
322	PROSE	f83r	E322	qokeey	FULL
323	PROSE	f83r	E323	qoky	FULL
324	PROSE	f83r	E324	tol	FULL
325	PROSE	f83r	E325	shedy	FULL
326	PROSE	f83r	E326	qokylddy	PARTIAL
327	PROSE	f83r	E327	dain	NONE
328	PROSE	f83r	E328	chedy	FULL
329	PROSE	f83r	E329	qokeedy	FULL
330	PROSE	f83r	E330	shckhedy	FULL
331	PROSE	f83r	E331	shckhedy	FULL
332	PROSE	f83r	E332	saiin	FULL
333	PROSE	f83r	E333	cheeky	FULL
334	PROSE	f83r	E334	sheey	FULL
335	PROSE	f83r	E335	qokedy	FULL
336	PROSE	f83r	E336	shedy	FULL
337	PROSE	f83r	E337	oldy	FULL
338	PROSE	f83r	E338	saiin	FULL
339	PROSE	f83r	E339	cheky	FULL
340	PROSE	f83r	E340	okeeol	FULL
341	PROSE	f83r	E341	okain	FULL
342	PROSE	f83r	E342	chdy	FULL
343	PROSE	f83r	E343	sol	FULL
344	PROSE	f83r	E344	lkedy	FULL
345	PROSE	f83r	E345	lchedy	FULL
346	PROSE	f83r	E346	qokol	FULL
347	PROSE	f83r	E347	shedy	FULL
348	PROSE	f83r	E348	or	FULL
349	PROSE	f83r	E349	chey	FULL
350	PROSE	f83r	E350	qockhey	FULL
351	PROSE	f83r	E351	dairydy	FULL
352	PROSE	f83r	E352	qokain	FULL
353	PROSE	f83r	E353	shey	FULL
354	PROSE	f83r	E354	kain	FULL
355	PROSE	f83r	E355	chckhal	FULL
356	PROSE	f83r	E356	solkey	FULL
357	PROSE	f83r	E357	lchedy	FULL
358	PROSE	f83r	E358	qolkain	FULL
359	PROSE	f83r	E359	dal	FULL
360	PROSE	f83r	E360	skar	PARTIAL
361	PROSE	f83r	E361	shedy	FULL
362	PROSE	f83r	E362	otchdy	FULL
363	PROSE	f83r	E363	qokchdy	FULL
364	PROSE	f83r	E364	shedal	FULL
365	PROSE	f83r	E365	dal	FULL
366	PROSE	f83r	E366	cheol	FULL
367	PROSE	f83r	E367	lol	FULL
368	PROSE	f83r	E368	chdal	FULL
369	PROSE	f83r	E369	aiin	FULL
370	PROSE	f83r	E370	sol	FULL
371	PROSE	f83r	E371	daiiin	FULL
372	PROSE	f83r	E372	chedy	FULL
373	PROSE	f83r	E373	solkeey	FULL
374	PROSE	f83r	E374	qekey	FULL
375	PROSE	f83r	E375	raly	FULL
376	PROSE	f83r	E376	ol	FULL
377	PROSE	f83r	E377	daiin	FULL
378	PROSE	f83r	E378	ol	FULL
379	PROSE	f83r	E379	dain	NONE
380	PROSE	f83r	E380	chey	FULL
381	PROSE	f83r	E381	ldalor	FULL
382	ASTRO	f67r2	A1:G001	ykshy	FULL
383	ASTRO	f67r2	A1:G002	s	NONE
384	ASTRO	f67r2	A1:G003	aram	FULL
385	ASTRO	f67r2	A1:G004	ykecho	FULL
386	ASTRO	f67r2	A1:G005	ols	FULL
387	ASTRO	f67r2	A1:G006	eesydy	FULL
388	ASTRO	f67r2	A1:G007	ey	NONE
389	ASTRO	f67r2	A1:G008	shs	NONE
390	ASTRO	f67r2	A1:G009	okar	FULL
391	ASTRO	f67r2	A1:G010	shekchy	PARTIAL
392	ASTRO	f67r2	A1:G011	sykos	FULL
393	ASTRO	f67r2	A1:G012	ykeody	FULL
394	ASTRO	f67r2	A1:G013	okchy	FULL
395	ASTRO	f67r2	A1:G014	dchetay	NONE
396	ASTRO	f67r2	A1:G015	ykchy	FULL
397	ASTRO	f67r2	A1:G016	kchey	FULL
398	ASTRO	f67r2	A1:G017	ykchys	FULL
399	ASTRO	f67r2	A1:G018	chkchdar	PARTIAL
400	ASTRO	f67r2	A1:G019	ykar	FULL
401	ASTRO	f67r2	A1:G020	ykaly	FULL
402	ASTRO	f67r2	A1:G021	lkshy	NONE
403	ASTRO	f67r2	A1:G022	kchy	FULL
404	ASTRO	f67r2	A1:G023	okar	FULL
405	ASTRO	f67r2	A1:G024	chky	NONE
406	ASTRO	f67r2	A1:G025	chykchs	PARTIAL
407	ASTRO	f67r2	A1:G026	chy	FULL
408	ASTRO	f67r2	A1:G027	ykees	FULL
409	ASTRO	f67r2	A1:G028	ykchos	FULL
410	ASTRO	f67r2	A1:G029	opodchol	PARTIAL
411	ASTRO	f67r2	A1:G030	s	NONE
412	ASTRO	f67r2	A1:G031	ain	FULL
413	ASTRO	f67r2	A1:G032	aldy	PARTIAL
414	ASTRO	f67r2	A1:G033	soeey	FULL
415	ASTRO	f67r2	A1:G034	doiin	FULL
416	ASTRO	f67r2	A1:G035	oldy	FULL
417	ASTRO	f67r2	A1:G036	dolchsody	PARTIAL
418	ASTRO	f67r2	A1:G037	odaeiin	FULL
419	ASTRO	f67r2	A1:G038	okoes	PARTIAL
420	ASTRO	f67r2	A1:G039	oekain	PARTIAL
421	ASTRO	f67r2	A1:G040	y	FULL
422	ASTRO	f67r2	A1:G041	otchey	FULL
423	ASTRO	f67r2	A1:G042	soraiir	PARTIAL
424	ASTRO	f67r2	A1:G043	dy	FULL
425	ASTRO	f67r2	A1:G044	qopchy	NONE
426	ASTRO	f67r2	A1:G045	daiin	FULL
427	ASTRO	f67r2	A1:G046	dal	FULL
428	ASTRO	f67r2	A1:G047	ydchos	FULL
429	ASTRO	f67r2	A1:G048	ain	FULL
430	ASTRO	f67r2	A1:G049	ar	FULL
431	ASTRO	f67r2	A1:G050	amy	FULL
432	ASTRO	f67r2	A1:G051	chocfhy	PARTIAL
433	ASTRO	f67r2	A1:G052	saral	FULL
434	ASTRO	f67r2	A1:G053	sain	FULL
435	ASTRO	f67r2	A1:G054	am	FULL
436	ASTRO	f67r2	A1:G055	ar	FULL
437	ASTRO	f67r2	A1:G056	okal	FULL
438	ASTRO	f67r2	A1:G057	oparchy	PARTIAL
439	ASTRO	f67r2	A1:G058	salsain	PARTIAL
440	ASTRO	f67r2	A1:G059	sodar	PARTIAL
441	ASTRO	f67r2	A1:G060	ofar	PARTIAL
442	ASTRO	f67r2	A1:G061	ar	FULL
443	ASTRO	f67r2	A1:G062	ydam	FULL
444	ASTRO	f67r2	A1:G063	yteoor	FULL
445	ASTRO	f67r2	A1:G064	yto	FULL
446	ASTRO	f67r2	A1:G065	ykor	FULL
447	ASTRO	f67r2	A1:G066	okeo	PARTIAL
448	ASTRO	f67r2	A1:G067	r	NONE
449	ASTRO	f67r2	A1:G068	aiin	FULL
450	ASTRO	f67r2	A1:G069	am	FULL
451	ASTRO	f67r2	A1:G070	okain	FULL
452	ASTRO	f67r2	A1:G071	am	FULL
453	ASTRO	f67r2	A1:G072	ytody	FULL
454	ASTRO	f67r2	A1:G073	saiin	FULL
455	ASTRO	f67r2	A1:G074	ochol	PARTIAL
456	ASTRO	f67r2	A1:G075	olol	PARTIAL
457	ASTRO	f67r2	A1:G076	opcholdy	PARTIAL
458	ASTRO	f67r2	A1:G077	dosar	PARTIAL
459	ASTRO	f67r2	A1:G078	odas	FULL
460	ASTRO	f67r2	A1:G079	air	FULL
461	ASTRO	f67r2	A1:G080	alaiin	FULL
462	ASTRO	f67r2	A1:G081	dokan	PARTIAL
463	ASTRO	f67r2	A1:G082	oear	PARTIAL
464	ASTRO	f67r2	A1:G083	odal	FULL
465	ASTRO	f67r2	A1:G084	ofar	PARTIAL
466	ASTRO	f67r2	A1:G085	oeoldan	PARTIAL
467	ASTRO	f67r2	A1:G086	chol	FULL
468	ASTRO	f67r2	A1:G087	giin	FULL
469	ASTRO	f67r2	A1:G088	okol	FULL
470	ASTRO	f67r2	A1:G089	ytor	FULL
471	ASTRO	f67r2	A1:G090	daiin	FULL
472	ASTRO	f67r2	A1:G091	or	FULL
473	ASTRO	f67r2	A1:G092	ytoaiin	FULL
474	ASTRO	f67r2	A1:G093	otoldos	FULL
475	ASTRO	f67r2	A1:G094	octhole	PARTIAL
476	ASTRO	f67r2	A1:G095	sor	FULL
477	ASTRO	f67r2	A1:G096	chedaiin	FULL
478	ASTRO	f67r2	A1:G097	dy	FULL
479	ASTRO	f67r2	A1:G098	yteos	FULL
480	ASTRO	f67r2	A1:G099	oiin	FULL
481	ASTRO	f67r2	A1:G100	og	FULL
482	ASTRO	f67r2	A1:G101	ytoeopchey	FULL
483	ASTRO	f67r2	A1:G102	chekody	FULL
484	ASTRO	f67r2	A1:G103	sosho	FULL
485	ASTRO	f67r2	A1:G104	chos	FULL
486	ASTRO	f67r2	A1:G105	ockhy	PARTIAL
487	ASTRO	f67r2	A1:G106	daiin	FULL
488	ASTRO	f67r2	A1:G107	aiin	FULL
489	ASTRO	f67r2	A1:G108	os	FULL
490	ASTRO	f67r2	A1:G109	qsg	FULL
491	ASTRO	f67r2	A1:G110	ofydy	NONE
492	ASTRO	f67r2	A1:G111	sheody	FULL
493	ASTRO	f67r2	A1:G112	aiin	FULL
494	ASTRO	f67r2	A1:G113	ycheody	PARTIAL
495	ASTRO	f67r2	A1:G114	es	NONE
496	ASTRO	f67r2	A1:G115	odaiiin	FULL
497	ASTRO	f67r2	A1:G116	yekees	FULL
498	ASTRO	f67r2	A1:G117	oraly	PARTIAL
499	ASTRO	f67r2	A1:G118	yfain	PARTIAL
500	ASTRO	f67r2	A1:G119	todaiin	FULL
501	ASTRO	f67r2	A1:G120	dain	FULL
502	ASTRO	f67r2	A1:G121	dy	FULL
503	ASTRO	f67r2	A1:G122	os	FULL
504	ASTRO	f67r2	A1:G123	choer	PARTIAL
505	ASTRO	f67r2	A1:G124	aiin	FULL
506	ASTRO	f67r2	A1:G125	choeea	FULL
507	ASTRO	f67r2	A1:G126	sal	FULL
508	ASTRO	f67r2	A1:G127	dadaiin	FULL
509	ASTRO	f67r2	A1:G128	qotoear	FULL
510	ASTRO	f67r2	A1:G129	dchdar	FULL
511	ASTRO	f67r2	A1:G130	y	FULL
512	ASTRO	f67r2	A1:G131	saldal	PARTIAL
513	ASTRO	f67r2	A1:G132	ytodal	FULL
514	ASTRO	f67r2	A1:G133	tol	FULL
515	ASTRO	f67r2	A1:G134	daiin	FULL
516	ASTRO	f67r2	A1:G135	otar	FULL
517	ASTRO	f67r2	A1:G136	dy	FULL
518	ASTRO	f67r2	A1:G137	cho	NONE
519	ASTRO	f67r2	A1:G138	dal	FULL
520	ASTRO	f67r2	A1:G139	g	FULL
521	ASTRO	f67r2	A1:G140	ytchodly	FULL
522	ASTRO	f67r2	A1:G141	octhys	PARTIAL
523	ASTRO	f67r2	A1:G142	ytokar	FULL
524	ASTRO	f67r2	A1:G143	otolor	PARTIAL
525	ASTRO	f67r2	A1:G144	okodar	FULL
526	ASTRO	f67r2	A1:G145	s	NONE
527	ASTRO	f67r2	A1:G146	air	FULL
528	ASTRO	f67r2	A1:G147	soear	PARTIAL
529	ASTRO	f67r2	A1:G148	cpheey	FULL
530	ASTRO	f67r2	A1:G149	okodar	FULL
531	ASTRO	f67r2	A1:G150	oepchod	PARTIAL
532	ASTRO	f67r2	A1:G151	s	NONE
533	ASTRO	f67r2	A1:G152	ay	NONE
534	ASTRO	f67r2	A1:G153	osar	FULL
535	ASTRO	f67r2	A1:G154	oran	PARTIAL
536	ASTRO	f67r2	A1:G155	dar	FULL
537	ASTRO	f67r2	A1:G156	aldaiin	FULL
538	ASTRO	f67r2	A1:G157	ydaiin	FULL
539	ASTRO	f67r2	A1:G158	qkoy	NONE
540	ASTRO	f67r2	A1:G159	ydaiin	FULL
541	ASTRO	f67r2	A1:G160	qofair	PARTIAL
542	ASTRO	f67r2	A1:G161	ypair	PARTIAL
543	ASTRO	f67r2	A1:G162	ykoaiin	FULL
544	ASTRO	f67r2	A1:G163	ydoly	FULL
545	ASTRO	f67r2	A1:G164	ytalchos	FULL
546	ASTRO	f67r2	A1:G165	oly	PARTIAL
547	ASTRO	f67r2	A1:G166	okey	FULL
548	ASTRO	f67r2	A1:G167	sshey	FULL
549	ASTRO	f67r2	A1:G168	sy	FULL
550	ASTRO	f67r2	A1:G169	shees	FULL
551	ASTRO	f67r2	A1:G170	qeykeey	FULL
552	ASTRO	f67r2	A1:G171	ykchey	FULL
553	ASTRO	f67r2	A1:G172	ykchey	FULL
554	ASTRO	f67r2	A1:G173	qokeochy	PARTIAL
555	ASTRO	f67r2	A1:G174	oaiin	FULL
556	ASTRO	f67r2	A1:G175	okol	FULL
557	ASTRO	f67r2	A1:G176	ar	FULL
558	ASTRO	f67r2	A1:G177	olar	FULL
559	ASTRO	f67r2	A1:G178	yshey	FULL
560	ASTRO	f67r2	A1:G179	qokeeody	FULL
561	ASTRO	f67r2	A1:G180	cheos	FULL
562	ASTRO	f67r2	A1:G181	oeeos	FULL
563	ASTRO	f67r2	A1:G182	qockhy	PARTIAL
564	ASTRO	f67r2	A1:G183	chos	FULL
565	ASTRO	f67r2	A1:G184	aiin	FULL
566	ASTRO	f67r2	A1:G185	okeeody	FULL
567	ASTRO	f67r2	A1:G186	qokoaiin	FULL
568	ASTRO	f67r2	A1:G187	odain	FULL
569	ASTRO	f67r2	A1:G188	ar	FULL
570	ASTRO	f67r2	A1:G189	air	FULL
571	ASTRO	f67r2	A1:G190	ay	NONE
572	ASTRO	f68r1	A2:G001	shokchy	PARTIAL
573	ASTRO	f68r1	A2:G002	chteey	FULL
574	ASTRO	f68r1	A2:G003	choteey	FULL
575	ASTRO	f68r1	A2:G004	cphol	PARTIAL
576	ASTRO	f68r1	A2:G005	cheor	PARTIAL
577	ASTRO	f68r1	A2:G006	opcheeol	FULL
