event_id	dictionary_entry_id	physical_page	locus	register	channel	surface	visible_owner_de	component_recipe	atomic_pocket_gloss_de	current_compositional_reading_de	spoken_clause_id
P912-E0011	P912-D0067	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	char	abgebildeter Pflanzenartikel f10r	AR	QUELLE	Entnahmestelle	P917-I0011
P912-E0012	P912-D0246	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	chty	abgebildeter Pflanzenartikel f10r	CH+T+Y	AUSWAHL + EINSTELLUNG + DIES	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; dieser Arbeitsgegenstand	P917-I0011
P912-E0013	P912-D0750	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	os	abgebildeter Pflanzenartikel f10r	OS	DAZU	dazu oder außerdem	P917-I0012
P912-E0014	P912-D0062	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	chair	abgebildeter Pflanzenartikel f10r	CH+AIR	AUSWAHL + LAUFWEG	bezeichneten Anteil entnehmen; Flüssigkeits- oder Stationslauf	P917-I0012
P912-E0015	P912-D0875	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	otytchol	abgebildeter Pflanzenartikel f10r	OT+Y+T+CH+OL	NAECHST + DIES + EINSTELLUNG + AUSWAHL + WEITER	danach oder nächster Posten; dieser Arbeitsgegenstand; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	P917-I0013
P912-E0016	P912-D0668	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	oky	abgebildeter Pflanzenartikel f10r	OK+Y	START + DIES	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	P917-I0014
P912-E0017	P912-D0289	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	daiin	abgebildeter Pflanzenartikel f10r	AIIN	SOLLWERT	Sollmaß	P917-I0015
P912-E0018	P912-D0401	f10r	f10r.2	HERBAL	WORKSHOP_PROSE	etyd	abgebildeter Pflanzenartikel f10r	E+T+Y	KURZ + EINSTELLUNG + DIES	kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	P917-I0015
P912-E0019	P912-D1026	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	qotor	abgebildeter Pflanzenartikel f10r	OT+OR	NAECHST + EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	P917-I0016
P912-E0020	P912-D0507	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	o	abgebildeter Pflanzenartikel f10r	O	GANG	Arbeitsgang ausführen	P917-I0016
P912-E0021	P912-D1250	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	tchy	abgebildeter Pflanzenartikel f10r	T+Y	EINSTELLUNG + DIES	Arbeitsgang einstellen; dieser Arbeitsgegenstand	P917-I0017
P912-E0022	P912-D0289	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	daiin	abgebildeter Pflanzenartikel f10r	AIIN	SOLLWERT	Sollmaß	P917-I0018
P912-E0023	P912-D0191	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	chocthy	abgebildeter Pflanzenartikel f10r	CH+O+CTH+Y	AUSWAHL + GANG + BEREIT + DIES	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bis bereit führen; dieser Arbeitsgegenstand	P917-I0018
P912-E0024	P912-D1015	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	qotchy	abgebildeter Pflanzenartikel f10r	OT+Y	NAECHST + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand	P917-I0019
P912-E0025	P912-D0215	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	chol	abgebildeter Pflanzenartikel f10r	OL	WEITER	im selben Arbeitsgang fortfahren	P917-I0019
P912-E0026	P912-D0738	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	or	abgebildeter Pflanzenartikel f10r	OR	EINTRAG	Ansatz oder Zubereitung	P917-I0019
P912-E0027	P912-D1382	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	yty	abgebildeter Pflanzenartikel f10r	Y+T+Y	DIES + EINSTELLUNG + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	P917-I0019
P912-E0028	P912-D0390	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	dy	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0020
P912-E0029	P912-D0390	f10r	f10r.3	HERBAL	WORKSHOP_PROSE	dy	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0020
P912-E0030	P912-D1213	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	sor	abgebildeter Pflanzenartikel f10r	S+OR	WAHL + EINTRAG	Arbeitsvariante auswählen; Ansatz oder Zubereitung	P917-I0020
P912-E0031	P912-D0061	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	chaiin	abgebildeter Pflanzenartikel f10r	CH+AIIN	AUSWAHL + SOLLWERT	bezeichneten Anteil entnehmen; Sollmaß	P917-I0021
P912-E0032	P912-D0082	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	chcthy	abgebildeter Pflanzenartikel f10r	CH+CTH+Y	AUSWAHL + BEREIT + DIES	bezeichneten Anteil entnehmen; bis bereit führen; dieser Arbeitsgegenstand	P917-I0022
P912-E0033	P912-D0271	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	ctho	abgebildeter Pflanzenartikel f10r	CTH+O	BEREIT + GANG	bis bereit führen; Arbeitsgang ausführen	P917-I0023
P912-E0034	P912-D0258	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	ckhy	abgebildeter Pflanzenartikel f10r	CKH+Y	DURCHLASS + DIES	durch einen Durchlass führen; dieser Arbeitsgegenstand	P917-I0024
P912-E0035	P912-D0738	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	or	abgebildeter Pflanzenartikel f10r	OR	EINTRAG	Ansatz oder Zubereitung	P917-I0024
P912-E0036	P912-D0003	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	aiin	abgebildeter Pflanzenartikel f10r	AIIN	SOLLWERT	Sollmaß	P917-I0024
P912-E0037	P912-D0243	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	chtchor	abgebildeter Pflanzenartikel f10r	CH+T+CH+OR	AUSWAHL + EINSTELLUNG + AUSWAHL + EINTRAG	bezeichneten Anteil entnehmen; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	P917-I0024
P912-E0038	P912-D0365	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	doiir	abgebildeter Pflanzenartikel f10r	D_ADDR+O+IIN+R	UNTER + GANG + STUFE + MARKE	bezeichneter Teil; Arbeitsgang ausführen; Arbeitsstufe; Zustand kennzeichnen	P917-I0025
P912-E0039	P912-D0539	f10r	f10r.4	HERBAL	WORKSHOP_PROSE	ody	abgebildeter Pflanzenartikel f10r	O+DY	GANG + ENDE	Arbeitsgang ausführen; Arbeitsschritt schließen	P917-I0026
P912-E0040	P912-D0947	f10r	f10r.5	HERBAL	WORKSHOP_PROSE	qokchy	abgebildeter Pflanzenartikel f10r	OK+Y	START + DIES	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	P917-I0027
P912-E0041	P912-D1013	f10r	f10r.5	HERBAL	WORKSHOP_PROSE	qotchol	abgebildeter Pflanzenartikel f10r	OT+CH+OL	NAECHST + AUSWAHL + WEITER	danach oder nächster Posten; bezeichneten Anteil entnehmen; im selben Arbeitsgang fortfahren	P917-I0028
P912-E0042	P912-D0215	f10r	f10r.5	HERBAL	WORKSHOP_PROSE	chol	abgebildeter Pflanzenartikel f10r	OL	WEITER	im selben Arbeitsgang fortfahren	P917-I0029
P912-E0043	P912-D0277	f10r	f10r.5	HERBAL	WORKSHOP_PROSE	cthy	abgebildeter Pflanzenartikel f10r	CTH+Y	BEREIT + DIES	bis bereit führen; dieser Arbeitsgegenstand	P917-I0029
P912-E0044	P912-D1278	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	ycheor	abgebildeter Pflanzenartikel f10r	Y+CHEO+R	DIES + AUSZUG + MARKE	dieser Arbeitsgegenstand; Auszug; Zustand kennzeichnen	P917-I0030
P912-E0045	P912-D0277	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	cthy	abgebildeter Pflanzenartikel f10r	CTH+Y	BEREIT + DIES	bis bereit führen; dieser Arbeitsgegenstand	P917-I0031
P912-E0046	P912-D0226	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	chor	abgebildeter Pflanzenartikel f10r	CH+OR	AUSWAHL + EINTRAG	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	P917-I0032
P912-E0047	P912-D0267	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	cthaiin	abgebildeter Pflanzenartikel f10r	CTH+AIIN	BEREIT + SOLLWERT	bis bereit führen; Sollmaß	P917-I0033
P912-E0048	P912-D0920	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	qoctholy	abgebildeter Pflanzenartikel f10r	CARRIER_Q+O+CTH+OL+Y	EINTRITT + GANG + BEREIT + WEITER + DIES	neuen Kartenblock beginnen; Arbeitsgang ausführen; bis bereit führen; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand	P917-I0034
P912-E0049	P912-D0390	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	dy	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0035
P912-E0050	P912-D0248	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	chy	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0035
P912-E0051	P912-D1235	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	taiin	abgebildeter Pflanzenartikel f10r	T+AIIN	EINSTELLUNG + SOLLWERT	Arbeitsgang einstellen; Sollmaß	P917-I0035
P912-E0052	P912-D1187	f10r	f10r.6	HERBAL	WORKSHOP_PROSE	shy	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0036
P912-E0053	P912-D0350	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	dchy	abgebildeter Pflanzenartikel f10r	D_ADDR+Y	UNTER + DIES	bezeichneter Teil; dieser Arbeitsgegenstand	P917-I0036
P912-E0054	P912-D0945	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	qokchol	abgebildeter Pflanzenartikel f10r	OK+OL	START + WEITER	Arbeitsgang ansetzen; im selben Arbeitsgang fortfahren	P917-I0036
P912-E0055	P912-D1272	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	y	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0037
P912-E0056	P912-D0419	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	kchaiin	abgebildeter Pflanzenartikel f10r	K+CH+AIIN	ZUORDNUNG + AUSWAHL + SOLLWERT	Material zugeben; bezeichneten Anteil entnehmen; Sollmaß	P917-I0037
P912-E0057	P912-D1382	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	yty	abgebildeter Pflanzenartikel f10r	Y+T+Y	DIES + EINSTELLUNG + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	P917-I0038
P912-E0058	P912-D0289	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	daiin	abgebildeter Pflanzenartikel f10r	AIIN	SOLLWERT	Sollmaß	P917-I0039
P912-E0059	P912-D0266	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	cth	abgebildeter Pflanzenartikel f10r	CTH	BEREIT	bis bereit führen	P917-I0039
P912-E0060	P912-D0298	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	dain	abgebildeter Pflanzenartikel f10r	AIN	EINHEIT	Portion	P917-I0040
P912-E0061	P912-D0301	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	dair	abgebildeter Pflanzenartikel f10r	D_ADDR+AIR	UNTER + LAUFWEG	bezeichneter Teil; Flüssigkeits- oder Stationslauf	P917-I0040
P912-E0062	P912-D0033	f10r	f10r.7	HERBAL	WORKSHOP_PROSE	am	abgebildeter Pflanzenartikel f10r	AM_ADDR	INNEN	Innenstelle	P917-I0040
P912-E0063	P912-D1014	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	qotchor	abgebildeter Pflanzenartikel f10r	OT+CH+OR	NAECHST + AUSWAHL + EINTRAG	danach oder nächster Posten; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	P917-I0040
P912-E0064	P912-D0226	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	chor	abgebildeter Pflanzenartikel f10r	CH+OR	AUSWAHL + EINTRAG	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	P917-I0041
P912-E0065	P912-D0849	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	otol	abgebildeter Pflanzenartikel f10r	OT+OL	NAECHST + WEITER	danach oder nächster Posten; im selben Arbeitsgang fortfahren	P917-I0042
P912-E0066	P912-D0215	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	chol	abgebildeter Pflanzenartikel f10r	OL	WEITER	im selben Arbeitsgang fortfahren	P917-I0042
P912-E0067	P912-D0221	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	cholor	abgebildeter Pflanzenartikel f10r	OL+OR	WEITER + EINTRAG	im selben Arbeitsgang fortfahren; Ansatz oder Zubereitung	P917-I0042
P912-E0068	P912-D0215	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	chol	abgebildeter Pflanzenartikel f10r	OL	WEITER	im selben Arbeitsgang fortfahren	P917-I0042
P912-E0069	P912-D0289	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	daiin	abgebildeter Pflanzenartikel f10r	AIIN	SOLLWERT	Sollmaß	P917-I0042
P912-E0070	P912-D0322	f10r	f10r.8	HERBAL	WORKSHOP_PROSE	dar	abgebildeter Pflanzenartikel f10r	D_ADDR+AR	UNTER + QUELLE	bezeichneter Teil; Entnahmestelle	P917-I0042
P912-E0071	P912-D0877	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	oykchor	abgebildeter Pflanzenartikel f10r	O+Y+K+CH+OR	GANG + DIES + ZUORDNUNG + AUSWAHL + EINTRAG	Arbeitsgang ausführen; dieser Arbeitsgegenstand; Material zugeben; bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	P917-I0042
P912-E0072	P912-D1179	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	shor	abgebildeter Pflanzenartikel f10r	SH+OR	HALT + EINTRAG	Arbeitsgegenstand halten; Ansatz oder Zubereitung	P917-I0043
P912-E0073	P912-D0226	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	chor	abgebildeter Pflanzenartikel f10r	CH+OR	AUSWAHL + EINTRAG	bezeichneten Anteil entnehmen; Ansatz oder Zubereitung	P917-I0044
P912-E0074	P912-D0248	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	chy	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0045
P912-E0075	P912-D0409	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	kaiiin	abgebildeter Pflanzenartikel f10r	K+A_ADDR+LOCAL_CHAR_I+IIN	ZUORDNUNG + ADRESSE + UNTERINDEX + STUFE	Material zugeben; lokale Arbeitsstelle; auf der Unterstufe; Arbeitsstufe	P917-I0045
P912-E0076	P912-D0390	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	dy	abgebildeter Pflanzenartikel f10r	Y	DIES	dieser Arbeitsgegenstand	P917-I0046
P912-E0077	P912-D0193	f10r	f10r.9	HERBAL	WORKSHOP_PROSE	chodaiin	abgebildeter Pflanzenartikel f10r	CH+O+D_ADDR+AIIN	AUSWAHL + GANG + UNTER + SOLLWERT	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; bezeichneter Teil; Sollmaß	P917-I0046
P912-E0078	P912-D0736	f10r	f10r.10	HERBAL	WORKSHOP_PROSE	oqotor	abgebildeter Pflanzenartikel f10r	O+OT+OR	GANG + NAECHST + EINTRAG	Arbeitsgang ausführen; danach oder nächster Posten; Ansatz oder Zubereitung	P917-I0047
P912-E0079	P912-D0857	f10r	f10r.10	HERBAL	WORKSHOP_PROSE	otor	abgebildeter Pflanzenartikel f10r	OT+OR	NAECHST + EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	P917-I0048
P912-E0080	P912-D0057	f10r	f10r.10	HERBAL	WORKSHOP_PROSE	cfhy	abgebildeter Pflanzenartikel f10r	CFH+Y	TRENNEN + DIES	trennen; dieser Arbeitsgegenstand	P917-I0048
P912-E0081	P912-D0276	f10r	f10r.10	HERBAL	WORKSHOP_PROSE	cthor	abgebildeter Pflanzenartikel f10r	CTH+OR	BEREIT + EINTRAG	bis bereit führen; Ansatz oder Zubereitung	P917-I0049
P912-E0082	P912-D0752	f10r	f10r.10	HERBAL	WORKSHOP_PROSE	osain	abgebildeter Pflanzenartikel f10r	O+S+AIN	GANG + WAHL + EINHEIT	Arbeitsgang ausführen; Arbeitsvariante auswählen; Portion	P917-I0050
P912-E0083	P912-D1377	f10r	f10r.10	HERBAL	WORKSHOP_PROSE	ytoiin	abgebildeter Pflanzenartikel f10r	Y+T+O+IIN	DIES + EINSTELLUNG + GANG + STUFE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ausführen; Arbeitsstufe	P917-I0051
P912-E0084	P912-D0801	f10r	f10r.11	HERBAL	WORKSHOP_PROSE	otchoshor	abgebildeter Pflanzenartikel f10r	OT+CH+O+SH+OR	NAECHST + AUSWAHL + GANG + HALT + EINTRAG	danach oder nächster Posten; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsgegenstand halten; Ansatz oder Zubereitung	P917-I0052
P912-E0085	P912-D1028	f10r	f10r.11	HERBAL	WORKSHOP_PROSE	qoty	abgebildeter Pflanzenartikel f10r	OT+Y	NAECHST + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand	P917-I0053
P912-E0086	P912-D1026	f10r	f10r.11	HERBAL	WORKSHOP_PROSE	qotor	abgebildeter Pflanzenartikel f10r	OT+OR	NAECHST + EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	P917-I0053
P912-E0087	P912-D0278	f10r	f10r.11	HERBAL	WORKSHOP_PROSE	cthyd	abgebildeter Pflanzenartikel f10r	CTH+Y+D_ADDR	BEREIT + DIES + UNTER	bis bereit führen; dieser Arbeitsgegenstand; bezeichneter Teil	P917-I0053
P912-E0088	P912-D0785	f10r	f10r.11	HERBAL	WORKSHOP_PROSE	otar	abgebildeter Pflanzenartikel f10r	OT+AR	NAECHST + QUELLE	danach oder nächster Posten; Entnahmestelle	P917-I0054
P912-E0089	P912-D0531	f10r	f10r.12	HERBAL	WORKSHOP_PROSE	odaiin	abgebildeter Pflanzenartikel f10r	O+D_ADDR+AIIN	GANG + UNTER + SOLLWERT	Arbeitsgang ausführen; bezeichneter Teil; Sollmaß	P917-I0054
P912-E0090	P912-D0289	f10r	f10r.12	HERBAL	WORKSHOP_PROSE	daiin	abgebildeter Pflanzenartikel f10r	AIIN	SOLLWERT	Sollmaß	P917-I0055
P912-E0091	P912-D1015	f10r	f10r.12	HERBAL	WORKSHOP_PROSE	qotchy	abgebildeter Pflanzenartikel f10r	OT+Y	NAECHST + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand	P917-I0055
P912-E0092	P912-D1026	f10r	f10r.12	HERBAL	WORKSHOP_PROSE	qotor	abgebildeter Pflanzenartikel f10r	OT+OR	NAECHST + EINTRAG	danach oder nächster Posten; Ansatz oder Zubereitung	P917-I0055
P912-E0093	P912-D1269	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	tshol	abgebildeter Pflanzenartikel f11r	T+SH+OL	EINSTELLUNG + HALT + WEITER	Arbeitsgang einstellen; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	P917-I0056
P912-E0094	P912-D1105	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	schoal	abgebildeter Pflanzenartikel f11r	SH+O+AL	HALT + GANG + ZIEL	Arbeitsgegenstand halten; Arbeitsgang ausführen; Ziel- oder Anschlussstelle	P917-I0057
P912-E0095	P912-D0057	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	cfhy	abgebildeter Pflanzenartikel f11r	CFH+Y	TRENNEN + DIES	trennen; dieser Arbeitsgegenstand	P917-I0058
P912-E0096	P912-D1165	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	shfydaiin	abgebildeter Pflanzenartikel f11r	SH+Y+AIIN	HALT + DIES + SOLLWERT	Arbeitsgegenstand halten; dieser Arbeitsgegenstand; Sollmaß	P917-I0059
P912-E0097	P912-D0265	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	cphy	abgebildeter Pflanzenartikel f11r	CPH+Y	GEGENLAUF + DIES	umleiten; dieser Arbeitsgegenstand	P917-I0060
P912-E0098	P912-D1162	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	shey	abgebildeter Pflanzenartikel f11r	SH+E+Y	HALT + KURZ + DIES	Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	P917-I0061
P912-E0099	P912-D1246	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	tchody	abgebildeter Pflanzenartikel f11r	T+CH+O+DY	EINSTELLUNG + AUSWAHL + GANG + ENDE	Arbeitsgang einstellen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Arbeitsschritt schließen	P917-I0062
P912-E0100	P912-D1183	f11r	f11r.1	HERBAL	WORKSHOP_PROSE	shoyty	abgebildeter Pflanzenartikel f11r	SH+O+Y+T+Y	HALT + GANG + DIES + EINSTELLUNG + DIES	Arbeitsgegenstand halten; Arbeitsgang ausführen; dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	P917-I0063
P912-E0101	P912-D1193	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	socthody	abgebildeter Pflanzenartikel f11r	S+O+CTH+O+D_ADDR+Y	WAHL + GANG + BEREIT + GANG + UNTER + DIES	Arbeitsvariante auswählen; Arbeitsgang ausführen; bis bereit führen; Arbeitsgang ausführen; bezeichneter Teil; dieser Arbeitsgegenstand	P917-I0064
P912-E0102	P912-D0923	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	qodor	abgebildeter Pflanzenartikel f11r	CARRIER_Q+O+D_ADDR+OR	EINTRITT + GANG + UNTER + EINTRAG	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Ansatz oder Zubereitung	P917-I0065
P912-E0103	P912-D1272	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	y	abgebildeter Pflanzenartikel f11r	Y	DIES	dieser Arbeitsgegenstand	P917-I0066
P912-E0104	P912-D0450	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	kshy	abgebildeter Pflanzenartikel f11r	K+SH+Y	ZUORDNUNG + HALT + DIES	Material zugeben; Arbeitsgegenstand halten; dieser Arbeitsgegenstand	P917-I0066
P912-E0105	P912-D0289	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	daiin	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	P917-I0067
P912-E0106	P912-D1362	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	ytchy	abgebildeter Pflanzenartikel f11r	Y+T+Y	DIES + EINSTELLUNG + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; dieser Arbeitsgegenstand	P917-I0067
P912-E0107	P912-D1361	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	ytchoky	abgebildeter Pflanzenartikel f11r	Y+T+OK+Y	DIES + EINSTELLUNG + START + DIES	dieser Arbeitsgegenstand; Arbeitsgang einstellen; Arbeitsgang ansetzen; dieser Arbeitsgegenstand	P917-I0068
P912-E0108	P912-D0429	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	kchol	abgebildeter Pflanzenartikel f11r	K+OL	ZUORDNUNG + WEITER	Material zugeben; im selben Arbeitsgang fortfahren	P917-I0069
P912-E0109	P912-D0289	f11r	f11r.2	HERBAL	WORKSHOP_PROSE	daiin	abgebildeter Pflanzenartikel f11r	AIIN	SOLLWERT	Sollmaß	P917-I0070
P912-E0110	P912-D1028	f11r	f11r.3	HERBAL	WORKSHOP_PROSE	qoty	abgebildeter Pflanzenartikel f11r	OT+Y	NAECHST + DIES	danach oder nächster Posten; dieser Arbeitsgegenstand	P917-I0070
