record	mode	A	B	triggered	active	required	forbidden	violated_states	action_conflicts	unbound	consistent	row_status
F83_P1	C	kalt	neutral	f83r.6:3	f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5,f83r.6:6	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.8:5"", ""f83r.6:6""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.4:3,f83r.7:8			False	recorded
F83_P1	U	kalt	neutral		f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.5:9,f83r.6:6,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.6:6"", ""f83r.8:5""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.4:3,f83r.5:9,f83r.7:8			False	recorded
F83_P1	C	neutral	warm	f83r.6:3	f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5,f83r.6:6	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.8:5"", ""f83r.6:6""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.2:7,f83r.4:3,f83r.7:8,f83r.7:9,f83r.7:10			False	recorded
F83_P1	U	neutral	warm		f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.5:9,f83r.6:6,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.6:6"", ""f83r.8:5""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.2:7,f83r.4:3,f83r.5:9,f83r.7:8,f83r.7:9,f83r.7:10			False	recorded
F83_P1	C	neutral	kalt		f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.8:5""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.2:7,f83r.4:3,f83r.7:8,f83r.7:9,f83r.7:10			False	recorded
F83_P1	U	neutral	kalt		f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.5:9,f83r.6:6,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.6:6"", ""f83r.8:5""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.2:7,f83r.4:3,f83r.7:8,f83r.7:9,f83r.7:10			False	recorded
F83_P1	C	neutral	neutral	f83r.6:3	f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5,f83r.6:6	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.8:5"", ""f83r.6:6""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.2:7,f83r.4:3,f83r.7:8,f83r.7:9,f83r.7:10			False	recorded
F83_P1	U	neutral	neutral		f83r.2:7,f83r.2:10,f83r.4:2,f83r.4:3,f83r.4:9,f83r.5:9,f83r.6:6,f83r.6:7,f83r.7:8,f83r.7:9,f83r.7:10,f83r.8:5	"{""erhitze(A)"": [""f83r.2:10"", ""f83r.4:2"", ""f83r.6:6"", ""f83r.8:5""], ""erhitze(B)"": [""f83r.4:9""], ""k\u00fchle(A)"": [""f83r.6:7""]}"	{}	f83r.2:7,f83r.4:3,f83r.5:9,f83r.7:8,f83r.7:9,f83r.7:10			False	recorded
F83_P2	C	warm	warm		f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"			f83r.9:3	True	recorded
F83_P2	U	warm	warm		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"			f83r.9:3	True	recorded
F83_P2	C	warm	kalt		f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"			f83r.9:3	True	recorded
F83_P2	U	warm	kalt		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.13:7		f83r.9:3	False	recorded
F83_P2	C	warm	neutral		f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"			f83r.9:3	True	recorded
F83_P2	U	warm	neutral		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.13:7		f83r.9:3	False	recorded
F83_P2	C	kalt	warm	f83r.12:9	f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5,f83r.13:7	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6		f83r.9:3	False	recorded
F83_P2	U	kalt	warm		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.12:8		f83r.9:3	False	recorded
F83_P2	C	kalt	kalt	f83r.12:9	f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5,f83r.13:7	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.13:7		f83r.9:3	False	recorded
F83_P2	U	kalt	kalt		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.12:8,f83r.13:7		f83r.9:3	False	recorded
F83_P2	C	kalt	neutral	f83r.12:9	f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5,f83r.13:7	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.13:7		f83r.9:3	False	recorded
F83_P2	U	kalt	neutral		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.12:8,f83r.13:7		f83r.9:3	False	recorded
F83_P2	C	neutral	warm	f83r.12:9	f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5,f83r.13:7	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6		f83r.9:3	False	recorded
F83_P2	U	neutral	warm		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.12:8		f83r.9:3	False	recorded
F83_P2	C	neutral	kalt	f83r.12:9	f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5,f83r.13:7	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.13:7		f83r.9:3	False	recorded
F83_P2	U	neutral	kalt		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.12:8,f83r.13:7		f83r.9:3	False	recorded
F83_P2	C	neutral	neutral	f83r.12:9	f83r.9:3,f83r.11:6,f83r.14:2,f83r.16:5,f83r.13:7	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.13:7		f83r.9:3	False	recorded
F83_P2	U	neutral	neutral		f83r.9:3,f83r.11:6,f83r.12:8,f83r.13:7,f83r.14:2,f83r.16:5	"{""k\u00fchle(B)"": [""f83r.14:2""]}"	"{""erhitze(A)"": [""f83r.16:5""]}"	f83r.11:6,f83r.12:8,f83r.13:7		f83r.9:3	False	recorded
F83_P3	C	warm	warm	f83r.20:5,f83r.21:4	f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9,f83r.20:7,f83r.21:5	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9"", ""f83r.21:5""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2			False	recorded
F83_P3	U	warm	warm		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2			False	recorded
F83_P3	C	warm	kalt		f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.21:8,f83r.23:5			False	recorded
F83_P3	U	warm	kalt		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	C	warm	neutral		f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	U	warm	neutral		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	C	kalt	warm	f83r.20:5,f83r.21:4	f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9,f83r.20:7,f83r.21:5	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9"", ""f83r.21:5""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2			False	recorded
F83_P3	U	kalt	warm		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2			False	recorded
F83_P3	C	kalt	kalt		f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.21:8,f83r.23:5			False	recorded
F83_P3	U	kalt	kalt		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	C	kalt	neutral		f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	U	kalt	neutral		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	C	neutral	warm	f83r.20:5,f83r.21:4	f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9,f83r.20:7,f83r.21:5	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9"", ""f83r.21:5""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2			False	recorded
F83_P3	U	neutral	warm		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2			False	recorded
F83_P3	C	neutral	kalt		f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.21:8,f83r.23:5			False	recorded
F83_P3	U	neutral	kalt		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	C	neutral	neutral		f83r.20:2,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2,f83r.21:8,f83r.23:5			False	recorded
F83_P3	U	neutral	neutral		f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:5,f83r.21:8,f83r.22:3,f83r.22:5,f83r.23:5,f83r.23:9	"{""erhitze(B)"": [""f83r.21:5"", ""f83r.22:5"", ""f83r.23:9""], ""k\u00fchle(B)"": [""f83r.22:3""]}"	{}	f83r.20:2,f83r.20:4,f83r.20:7,f83r.21:2,f83r.21:8,f83r.23:5			False	recorded
F83_P4	C	warm	warm		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}			f83r.25:1,f83r.25:4,f83r.25:5	True	recorded
F83_P4	U	warm	warm		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}			f83r.25:1,f83r.25:4,f83r.25:5	True	recorded
F83_P4	C	warm	kalt		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	U	warm	kalt		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	C	warm	neutral		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	U	warm	neutral		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	C	kalt	warm		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}			f83r.25:1,f83r.25:4,f83r.25:5	True	recorded
F83_P4	U	kalt	warm		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}			f83r.25:1,f83r.25:4,f83r.25:5	True	recorded
F83_P4	C	kalt	kalt		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	U	kalt	kalt		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	C	kalt	neutral		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	U	kalt	neutral		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	C	neutral	warm		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}			f83r.25:1,f83r.25:4,f83r.25:5	True	recorded
F83_P4	U	neutral	warm		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}			f83r.25:1,f83r.25:4,f83r.25:5	True	recorded
F83_P4	C	neutral	kalt		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	U	neutral	kalt		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	C	neutral	neutral		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P4	U	neutral	neutral		f83r.25:1,f83r.25:4,f83r.25:5,f83r.27:2,f83r.27:3,f83r.28:4,f83r.30:3	"{""erhitze(B)"": [""f83r.27:2""], ""k\u00fchle(B)"": [""f83r.27:3"", ""f83r.30:3""]}"	{}	f83r.28:4		f83r.25:1,f83r.25:4,f83r.25:5	False	recorded
F83_P5	C	warm	warm		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	warm	warm		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	C	warm	kalt		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
F83_P5	U	warm	kalt		f83r.42:5,f83r.43:3	"{""erhitze(B)"": [""f83r.42:5"", ""f83r.43:3""]}"	{}				True	recorded
