source_group_id	edition	page	locus	kind	block	source_group_index	ivtff_group_raw	left_separator	right_separator	M	V	A
ZL3b|f77r.11|G004	ZL3b	f77r	f77r.11	P	f77r:P1	4	chol	DEFINITE_SPACE	DEFINITE_SPACE	⟦chol⟧	⟦chol⟧	⟦chol⟧
ZL3b|f77r.11|G005	ZL3b	f77r	f77r.11	P	f77r:P1	5	shedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit?	fließt?	feucht?
ZL3b|f77r.11|G006	ZL3b	f77r	f77r.11	P	f77r:P1	6	shcthey	DEFINITE_SPACE	DEFINITE_SPACE	⟦shcthey⟧	⟦shcthey⟧	⟦shcthey⟧
ZL3b|f77r.11|G007	ZL3b	f77r	f77r.11	P	f77r:P1	7	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.11|G008	ZL3b	f77r	f77r.11	P	f77r:P1	8	oteedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦oteedy⟧	⟦oteedy⟧	⟦oteedy⟧
ZL3b|f77r.11|G009	ZL3b	f77r	f77r.11	P	f77r:P1	9	cham	DEFINITE_SPACE	LINE_END	⟦cham⟧	⟦cham⟧	⟦cham⟧
ZL3b|f77r.12|G001	ZL3b	f77r	f77r.12	P	f77r:P1	1	solteedy	LINE_START	DEFINITE_SPACE	⟦solteedy⟧	⟦solteedy⟧	⟦solteedy⟧
ZL3b|f77r.12|G002	ZL3b	f77r	f77r.12	P	f77r:P1	2	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qoteedy⟧	⟦qoteedy⟧	⟦qoteedy⟧
ZL3b|f77r.12|G003	ZL3b	f77r	f77r.12	P	f77r:P1	3	qodeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qodeedy⟧	⟦qodeedy⟧	⟦qodeedy⟧
ZL3b|f77r.12|G004	ZL3b	f77r	f77r.12	P	f77r:P1	4	chedaiin	DEFINITE_SPACE	DEFINITE_SPACE	⟦chedaiin⟧	⟦chedaiin⟧	⟦chedaiin⟧
ZL3b|f77r.12|G005	ZL3b	f77r	f77r.12	P	f77r:P1	5	chedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦chedy⟧	⟦chedy⟧	⟦chedy⟧
ZL3b|f77r.12|G006	ZL3b	f77r	f77r.12	P	f77r:P1	6	shedaiin	DEFINITE_SPACE	DEFINITE_SPACE	⟦shedaiin⟧	⟦shedaiin⟧	⟦shedaiin⟧
ZL3b|f77r.12|G007	ZL3b	f77r	f77r.12	P	f77r:P1	7	she[a:o]lol	DEFINITE_SPACE	DEFINITE_SPACE	⟦she[a:o]lol⟧	⟦she[a:o]lol⟧	⟦she[a:o]lol⟧
ZL3b|f77r.12|G008	ZL3b	f77r	f77r.12	P	f77r:P1	8	ched	DEFINITE_SPACE	LINE_END	⟦ched⟧	⟦ched⟧	⟦ched⟧
ZL3b|f77r.13|G001	ZL3b	f77r	f77r.13	P	f77r:P1	1	qokeedy	LINE_START	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.13|G002	ZL3b	f77r	f77r.13	P	f77r:P1	2	qol	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦qol⟧	⟦qol⟧	⟦qol⟧
ZL3b|f77r.13|G003	ZL3b	f77r	f77r.13	P	f77r:P1	3	sheedy	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	⟦sheedy⟧	⟦sheedy⟧	⟦sheedy⟧
ZL3b|f77r.13|G004	ZL3b	f77r	f77r.13	P	f77r:P1	4	shol	DEFINITE_SPACE	DEFINITE_SPACE	⟦shol⟧	⟦shol⟧	⟦shol⟧
ZL3b|f77r.13|G005	ZL3b	f77r	f77r.13	P	f77r:P1	5	tedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦tedy⟧	⟦tedy⟧	⟦tedy⟧
ZL3b|f77r.13|G006	ZL3b	f77r	f77r.13	P	f77r:P1	6	chedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦chedy⟧	⟦chedy⟧	⟦chedy⟧
ZL3b|f77r.13|G007	ZL3b	f77r	f77r.13	P	f77r:P1	7	lsheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦lsheedy⟧	⟦lsheedy⟧	⟦lsheedy⟧
ZL3b|f77r.13|G008	ZL3b	f77r	f77r.13	P	f77r:P1	8	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokedy⟧	⟦qokedy⟧	⟦qokedy⟧
ZL3b|f77r.13|G009	ZL3b	f77r	f77r.13	P	f77r:P1	9	qolal	DEFINITE_SPACE	DEFINITE_SPACE	⟦qolal⟧	⟦qolal⟧	⟦qolal⟧
ZL3b|f77r.13|G010	ZL3b	f77r	f77r.13	P	f77r:P1	10	chedy	DEFINITE_SPACE	LINE_END	⟦chedy⟧	⟦chedy⟧	⟦chedy⟧
ZL3b|f77r.14|G001	ZL3b	f77r	f77r.14	P	f77r:P1	1	sokcheey	LINE_START	DEFINITE_SPACE	⟦sokcheey⟧	⟦sokcheey⟧	⟦sokcheey⟧
ZL3b|f77r.14|G002	ZL3b	f77r	f77r.14	P	f77r:P1	2	sain	DEFINITE_SPACE	DEFINITE_SPACE	⟦sain⟧	⟦sain⟧	⟦sain⟧
ZL3b|f77r.14|G003	ZL3b	f77r	f77r.14	P	f77r:P1	3	sheeol	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheeol⟧	⟦sheeol⟧	⟦sheeol⟧
ZL3b|f77r.14|G004	ZL3b	f77r	f77r.14	P	f77r:P1	4	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qoteedy⟧	⟦qoteedy⟧	⟦qoteedy⟧
ZL3b|f77r.14|G005	ZL3b	f77r	f77r.14	P	f77r:P1	5	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	D?	D?	D?
ZL3b|f77r.14|G006	ZL3b	f77r	f77r.14	P	f77r:P1	6	shedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit?	fließt?	feucht?
ZL3b|f77r.14|G007	ZL3b	f77r	f77r.14	P	f77r:P1	7	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.14|G008	ZL3b	f77r	f77r.14	P	f77r:P1	8	qotedy	DEFINITE_SPACE	LINE_END	A?	A?	A?
ZL3b|f77r.15|G001	ZL3b	f77r	f77r.15	P	f77r:P1	1	qokeedy	LINE_START	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.15|G002	ZL3b	f77r	f77r.15	P	f77r:P1	2	shedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit?	fließt?	feucht?
ZL3b|f77r.15|G003	ZL3b	f77r	f77r.15	P	f77r:P1	3	qotol	DEFINITE_SPACE	DEFINITE_SPACE	B?	B?	B?
ZL3b|f77r.15|G004	ZL3b	f77r	f77r.15	P	f77r:P1	4	shedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit?	fließt?	feucht?
ZL3b|f77r.15|G005	ZL3b	f77r	f77r.15	P	f77r:P1	5	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	D?	D?	D?
ZL3b|f77r.15|G006	ZL3b	f77r	f77r.15	P	f77r:P1	6	sheety	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheety⟧	⟦sheety⟧	⟦sheety⟧
ZL3b|f77r.15|G007	ZL3b	f77r	f77r.15	P	f77r:P1	7	qokeed	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦qokeed⟧	⟦qokeed⟧	⟦qokeed⟧
ZL3b|f77r.15|G008	ZL3b	f77r	f77r.15	P	f77r:P1	8	y	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	⟦y⟧	⟦y⟧	⟦y⟧
ZL3b|f77r.15|G009	ZL3b	f77r	f77r.15	P	f77r:P1	9	lchedy	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦lchedy⟧	⟦lchedy⟧	⟦lchedy⟧
ZL3b|f77r.15|G010	ZL3b	f77r	f77r.15	P	f77r:P1	10	lol	UNCERTAIN_SMALL_SPACE	LINE_END	⟦lol⟧	⟦lol⟧	⟦lol⟧
ZL3b|f77r.16|G001	ZL3b	f77r	f77r.16	P	f77r:P1	1	sshedy	LINE_START	DEFINITE_SPACE	⟦sshedy⟧	⟦sshedy⟧	⟦sshedy⟧
ZL3b|f77r.16|G002	ZL3b	f77r	f77r.16	P	f77r:P1	2	qotaiin	DEFINITE_SPACE	DEFINITE_SPACE	C?	C?	C?
ZL3b|f77r.16|G003	ZL3b	f77r	f77r.16	P	f77r:P1	3	chedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦chedy⟧	⟦chedy⟧	⟦chedy⟧
ZL3b|f77r.16|G004	ZL3b	f77r	f77r.16	P	f77r:P1	4	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	D?	D?	D?
ZL3b|f77r.16|G005	ZL3b	f77r	f77r.16	P	f77r:P1	5	shedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit?	fließt?	feucht?
ZL3b|f77r.16|G006	ZL3b	f77r	f77r.16	P	f77r:P1	6	qolcheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qolcheedy⟧	⟦qolcheedy⟧	⟦qolcheedy⟧
ZL3b|f77r.16|G007	ZL3b	f77r	f77r.16	P	f77r:P1	7	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.16|G008	ZL3b	f77r	f77r.16	P	f77r:P1	8	lol	DEFINITE_SPACE	LINE_END	⟦lol⟧	⟦lol⟧	⟦lol⟧
ZL3b|f77r.17|G001	ZL3b	f77r	f77r.17	P	f77r:P1	1	qoteedy	LINE_START	DEFINITE_SPACE	⟦qoteedy⟧	⟦qoteedy⟧	⟦qoteedy⟧
ZL3b|f77r.17|G002	ZL3b	f77r	f77r.17	P	f77r:P1	2	qoteedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qoteedy⟧	⟦qoteedy⟧	⟦qoteedy⟧
ZL3b|f77r.17|G003	ZL3b	f77r	f77r.17	P	f77r:P1	3	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokedy⟧	⟦qokedy⟧	⟦qokedy⟧
ZL3b|f77r.17|G004	ZL3b	f77r	f77r.17	P	f77r:P1	4	sheed	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheed⟧	⟦sheed⟧	⟦sheed⟧
ZL3b|f77r.17|G005	ZL3b	f77r	f77r.17	P	f77r:P1	5	qeey	DEFINITE_SPACE	DEFINITE_SPACE	⟦qeey⟧	⟦qeey⟧	⟦qeey⟧
ZL3b|f77r.17|G006	ZL3b	f77r	f77r.17	P	f77r:P1	6	saiin	DEFINITE_SPACE	DEFINITE_SPACE	⟦saiin⟧	⟦saiin⟧	⟦saiin⟧
ZL3b|f77r.17|G007	ZL3b	f77r	f77r.17	P	f77r:P1	7	sheety	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheety⟧	⟦sheety⟧	⟦sheety⟧
ZL3b|f77r.17|G008	ZL3b	f77r	f77r.17	P	f77r:P1	8	qokeedy	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.17|G009	ZL3b	f77r	f77r.17	P	f77r:P1	9	lol	UNCERTAIN_SMALL_SPACE	LINE_END	⟦lol⟧	⟦lol⟧	⟦lol⟧
ZL3b|f77r.18|G001	ZL3b	f77r	f77r.18	P	f77r:P1	1	daiin	LINE_START	DEFINITE_SPACE	⟦daiin⟧	⟦daiin⟧	⟦daiin⟧
ZL3b|f77r.18|G002	ZL3b	f77r	f77r.18	P	f77r:P1	2	cheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦cheedy⟧	⟦cheedy⟧	⟦cheedy⟧
ZL3b|f77r.18|G003	ZL3b	f77r	f77r.18	P	f77r:P1	3	lshey	DEFINITE_SPACE	DEFINITE_SPACE	⟦lshey⟧	⟦lshey⟧	⟦lshey⟧
ZL3b|f77r.18|G004	ZL3b	f77r	f77r.18	P	f77r:P1	4	qo	DEFINITE_SPACE	UNCERTAIN_SMALL_SPACE	⟦qo⟧	⟦qo⟧	⟦qo⟧
ZL3b|f77r.18|G005	ZL3b	f77r	f77r.18	P	f77r:P1	5	l	UNCERTAIN_SMALL_SPACE	UNCERTAIN_SMALL_SPACE	⟦l⟧	⟦l⟧	⟦l⟧
ZL3b|f77r.18|G006	ZL3b	f77r	f77r.18	P	f77r:P1	6	or	UNCERTAIN_SMALL_SPACE	DEFINITE_SPACE	⟦or⟧	⟦or⟧	⟦or⟧
ZL3b|f77r.18|G007	ZL3b	f77r	f77r.18	P	f77r:P1	7	chees	DEFINITE_SPACE	DEFINITE_SPACE	⟦chees⟧	⟦chees⟧	⟦chees⟧
ZL3b|f77r.18|G008	ZL3b	f77r	f77r.18	P	f77r:P1	8	sheckhedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheckhedy⟧	⟦sheckhedy⟧	⟦sheckhedy⟧
ZL3b|f77r.18|G009	ZL3b	f77r	f77r.18	P	f77r:P1	9	qol	DEFINITE_SPACE	DEFINITE_SPACE	⟦qol⟧	⟦qol⟧	⟦qol⟧
ZL3b|f77r.18|G010	ZL3b	f77r	f77r.18	P	f77r:P1	10	cheedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦cheedy⟧	⟦cheedy⟧	⟦cheedy⟧
ZL3b|f77r.18|G011	ZL3b	f77r	f77r.18	P	f77r:P1	11	qotaiin	DEFINITE_SPACE	LINE_END	C?	C?	C?
ZL3b|f77r.19|G001	ZL3b	f77r	f77r.19	P	f77r:P1	1	qokeedy	LINE_START	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.19|G002	ZL3b	f77r	f77r.19	P	f77r:P1	2	lchey	DEFINITE_SPACE	DEFINITE_SPACE	⟦lchey⟧	⟦lchey⟧	⟦lchey⟧
ZL3b|f77r.19|G003	ZL3b	f77r	f77r.19	P	f77r:P1	3	lsheey	DEFINITE_SPACE	DEFINITE_SPACE	⟦lsheey⟧	⟦lsheey⟧	⟦lsheey⟧
ZL3b|f77r.19|G004	ZL3b	f77r	f77r.19	P	f77r:P1	4	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.19|G005	ZL3b	f77r	f77r.19	P	f77r:P1	5	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.19|G006	ZL3b	f77r	f77r.19	P	f77r:P1	6	qokar	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokar⟧	⟦qokar⟧	⟦qokar⟧
ZL3b|f77r.19|G007	ZL3b	f77r	f77r.19	P	f77r:P1	7	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧
ZL3b|f77r.19|G008	ZL3b	f77r	f77r.19	P	f77r:P1	8	laiin	DEFINITE_SPACE	DEFINITE_SPACE	⟦laiin⟧	⟦laiin⟧	⟦laiin⟧
ZL3b|f77r.19|G009	ZL3b	f77r	f77r.19	P	f77r:P1	9	chey	DEFINITE_SPACE	LINE_END	⟦chey⟧	⟦chey⟧	⟦chey⟧
ZL3b|f77r.20|G001	ZL3b	f77r	f77r.20	P	f77r:P1	1	qotain	LINE_START	DEFINITE_SPACE	⟦qotain⟧	⟦qotain⟧	⟦qotain⟧
ZL3b|f77r.20|G002	ZL3b	f77r	f77r.20	P	f77r:P1	2	sheal	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheal⟧	⟦sheal⟧	⟦sheal⟧
ZL3b|f77r.20|G003	ZL3b	f77r	f77r.20	P	f77r:P1	3	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.20|G004	ZL3b	f77r	f77r.20	P	f77r:P1	4	qoteey	DEFINITE_SPACE	DEFINITE_SPACE	⟦qoteey⟧	⟦qoteey⟧	⟦qoteey⟧
ZL3b|f77r.20|G005	ZL3b	f77r	f77r.20	P	f77r:P1	5	qokain	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokain⟧	⟦qokain⟧	⟦qokain⟧
ZL3b|f77r.20|G006	ZL3b	f77r	f77r.20	P	f77r:P1	6	sheey	DEFINITE_SPACE	DEFINITE_SPACE	⟦sheey⟧	⟦sheey⟧	⟦sheey⟧
ZL3b|f77r.20|G007	ZL3b	f77r	f77r.20	P	f77r:P1	7	qotedy	DEFINITE_SPACE	DEFINITE_SPACE	A?	A?	A?
ZL3b|f77r.20|G008	ZL3b	f77r	f77r.20	P	f77r:P1	8	dalchedy	DEFINITE_SPACE	LINE_END	⟦dalchedy⟧	⟦dalchedy⟧	⟦dalchedy⟧
ZL3b|f77r.21|G001	ZL3b	f77r	f77r.21	P	f77r:P1	1	chedaiin	LINE_START	DEFINITE_SPACE	⟦chedaiin⟧	⟦chedaiin⟧	⟦chedaiin⟧
ZL3b|f77r.21|G002	ZL3b	f77r	f77r.21	P	f77r:P1	2	shedy	DEFINITE_SPACE	DEFINITE_SPACE	Flüssigkeit?	fließt?	feucht?
ZL3b|f77r.21|G003	ZL3b	f77r	f77r.21	P	f77r:P1	3	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
ZL3b|f77r.21|G004	ZL3b	f77r	f77r.21	P	f77r:P1	4	qokedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokedy⟧	⟦qokedy⟧	⟦qokedy⟧
ZL3b|f77r.21|G005	ZL3b	f77r	f77r.21	P	f77r:P1	5	qokeey	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧
ZL3b|f77r.21|G006	ZL3b	f77r	f77r.21	P	f77r:P1	6	chedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦chedy⟧	⟦chedy⟧	⟦chedy⟧
ZL3b|f77r.21|G007	ZL3b	f77r	f77r.21	P	f77r:P1	7	shear	DEFINITE_SPACE	DEFINITE_SPACE	⟦shear⟧	⟦shear⟧	⟦shear⟧
ZL3b|f77r.21|G008	ZL3b	f77r	f77r.21	P	f77r:P1	8	olaiiny	DEFINITE_SPACE	LINE_END	⟦olaiiny⟧	⟦olaiiny⟧	⟦olaiiny⟧
ZL3b|f77r.22|G001	ZL3b	f77r	f77r.22	P	f77r:P1	1	qoteedy	LINE_START	DEFINITE_SPACE	⟦qoteedy⟧	⟦qoteedy⟧	⟦qoteedy⟧
ZL3b|f77r.22|G002	ZL3b	f77r	f77r.22	P	f77r:P1	2	al	DEFINITE_SPACE	DEFINITE_SPACE	⟦al⟧	⟦al⟧	⟦al⟧
ZL3b|f77r.22|G003	ZL3b	f77r	f77r.22	P	f77r:P1	3	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦lchedy⟧	⟦lchedy⟧	⟦lchedy⟧
ZL3b|f77r.22|G004	ZL3b	f77r	f77r.22	P	f77r:P1	4	r	DEFINITE_SPACE	DEFINITE_SPACE	⟦r⟧	⟦r⟧	⟦r⟧
ZL3b|f77r.22|G005	ZL3b	f77r	f77r.22	P	f77r:P1	5	oin	DEFINITE_SPACE	DEFINITE_SPACE	⟦oin⟧	⟦oin⟧	⟦oin⟧
ZL3b|f77r.22|G006	ZL3b	f77r	f77r.22	P	f77r:P1	6	chy	DEFINITE_SPACE	DEFINITE_SPACE	⟦chy⟧	⟦chy⟧	⟦chy⟧
ZL3b|f77r.22|G007	ZL3b	f77r	f77r.22	P	f77r:P1	7	chedaiin	DEFINITE_SPACE	DEFINITE_SPACE	⟦chedaiin⟧	⟦chedaiin⟧	⟦chedaiin⟧
ZL3b|f77r.22|G008	ZL3b	f77r	f77r.22	P	f77r:P1	8	cheey	DEFINITE_SPACE	DEFINITE_SPACE	⟦cheey⟧	⟦cheey⟧	⟦cheey⟧
ZL3b|f77r.22|G009	ZL3b	f77r	f77r.22	P	f77r:P1	9	okedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦okedy⟧	⟦okedy⟧	⟦okedy⟧
ZL3b|f77r.22|G010	ZL3b	f77r	f77r.22	P	f77r:P1	10	qoky	DEFINITE_SPACE	LINE_END	⟦qoky⟧	⟦qoky⟧	⟦qoky⟧
ZL3b|f77r.23|G001	ZL3b	f77r	f77r.23	P	f77r:P1	1	sheoky	LINE_START	DEFINITE_SPACE	⟦sheoky⟧	⟦sheoky⟧	⟦sheoky⟧
ZL3b|f77r.23|G002	ZL3b	f77r	f77r.23	P	f77r:P1	2	qokaiin	DEFINITE_SPACE	DEFINITE_SPACE	D?	D?	D?
ZL3b|f77r.23|G003	ZL3b	f77r	f77r.23	P	f77r:P1	3	chedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦chedy⟧	⟦chedy⟧	⟦chedy⟧
ZL3b|f77r.23|G004	ZL3b	f77r	f77r.23	P	f77r:P1	4	lchedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦lchedy⟧	⟦lchedy⟧	⟦lchedy⟧
ZL3b|f77r.23|G005	ZL3b	f77r	f77r.23	P	f77r:P1	5	olshedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦olshedy⟧	⟦olshedy⟧	⟦olshedy⟧
ZL3b|f77r.23|G006	ZL3b	f77r	f77r.23	P	f77r:P1	6	qokeedy	DEFINITE_SPACE	DEFINITE_SPACE	⟦qokeedy⟧	⟦qokeedy⟧	⟦qokeedy⟧
