length_id	island_length	island_id	anchor_id	statement_id	state_bank_id	first_event_id	last_event_id	immediate_post_island_event_id	immediate_post_island_decision	untouched_stop_cascade_length	cascade_recovery_event_id	state_recovery_event_id	unmutated_card_distance_to_parity_or_next_island	state_recovery_status
L03	3	G458-L03-G458-A09	G458-A09	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3890	G407-E3892	G407-E3893	READ	0	G407-E3893	G407-E3893	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G458-L03-G458-A10	G458-A10	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4073	G407-E4075	G407-E4076	READ	0	G407-E4076	G407-E4076	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G458-L03-G458-A11	G458-A11	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4146	G407-E4148	G407-E4149	READ	0	G407-E4149	G407-E4149	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G458-L03-G458-A12	G458-A12	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4192	G407-E4194	G407-E4195	READ	0	G407-E4195	G407-E4195	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L03	3	G458-L03-G458-A13	G458-A13	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4351	G407-E4353	G407-E4354	READ	0	G407-E4354	G407-E4354	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A01	G458-A01	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0007	G407-E0010	G407-E0011	READ	0	G407-E0011	G407-E0011	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A02	G458-A02	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0125	G407-E0128	G407-E0129	READ	0	G407-E0129	G407-E0129	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A03	G458-A03	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0314	G407-E0317	G407-E0318	READ	0	G407-E0318	G407-E0318	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A04	G458-A04	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0372	G407-E0375	G407-E0376	READ	0	G407-E0376	G407-E0376	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A05	G458-A05	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0993	G407-E0996	G407-E0997	READ	0	G407-E0997	G407-E0998	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A06	G458-A06	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2681	G407-E2684	G407-E2685	READ	0	G407-E2685	G407-E2685	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A07	G458-A07	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3809	G407-E3812	G407-E3813	READ	0	G407-E3813	G407-E3814	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A08	G458-A08	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3850	G407-E3853	G407-E3854	READ	0	G407-E3854	G407-E3859	6	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A09	G458-A09	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3890	G407-E3893	G407-E3894	READ	0	G407-E3894	G407-E3894	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A10	G458-A10	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4073	G407-E4076	G407-E4077	READ	0	G407-E4077	G407-E4078	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A11	G458-A11	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4146	G407-E4149	G407-E4150	READ	0	G407-E4150	G407-E4150	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A12	G458-A12	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4192	G407-E4195	G407-E4196	READ	0	G407-E4196	G407-E4196	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L04	4	G458-L04-G458-A13	G458-A13	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4351	G407-E4354	G407-E4355	READ	0	G407-E4355	G407-E4358	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A01	G458-A01	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0007	G407-E0011	G407-E0012	READ	0	G407-E0012	G407-E0012	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A02	G458-A02	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0125	G407-E0129	G407-E0130	READ	0	G407-E0130	G407-E0130	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A03	G458-A03	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0314	G407-E0318	G407-E0319	READ	0	G407-E0319	G407-E0320	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A04	G458-A04	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0372	G407-E0376	G407-E0377	READ	0	G407-E0377	G407-E0377	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A05	G458-A05	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0993	G407-E0997	G407-E0998	READ	0	G407-E0998	G407-E0998	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A06	G458-A06	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2681	G407-E2685	G407-E2686	READ	0	G407-E2686	G407-E2686	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A07	G458-A07	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3809	G407-E3813	G407-E3814	READ	0	G407-E3814	G407-E3814	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A08	G458-A08	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3850	G407-E3854	G407-E3855	READ	0	G407-E3855	G407-E3859	5	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A09	G458-A09	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3890	G407-E3894	G407-E3895	READ	0	G407-E3895	G407-E3895	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A10	G458-A10	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4073	G407-E4077	G407-E4078	READ	0	G407-E4078	G407-E4078	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A11	G458-A11	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4146	G407-E4150	G407-E4151	READ	0	G407-E4151	G407-E4151	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A12	G458-A12	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4192	G407-E4196	G407-E4197	READ	0	G407-E4197	G407-E4197	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L05	5	G458-L05-G458-A13	G458-A13	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4351	G407-E4355	G407-E4356	READ	0	G407-E4356	G407-E4358	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A01	G458-A01	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0007	G407-E0012	G407-E0013	READ	0	G407-E0013	G407-E0015	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A02	G458-A02	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0125	G407-E0130	G407-E0131	READ	0	G407-E0131	G407-E0131	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A03	G458-A03	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0314	G407-E0319	G407-E0320	READ	0	G407-E0320	G407-E0320	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A04	G458-A04	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0372	G407-E0377	G407-E0378	READ	0	G407-E0378	G407-E0378	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A05	G458-A05	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0993	G407-E0998	G407-E0999	READ	0	G407-E0999	G407-E0999	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A06	G458-A06	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2681	G407-E2686	G407-E2687	READ	0	G407-E2687	G407-E2687	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A07	G458-A07	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3809	G407-E3814	G407-E3815	READ	0	G407-E3815	G407-E3815	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A08	G458-A08	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3850	G407-E3855	G407-E3856	READ	0	G407-E3856	G407-E3859	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A09	G458-A09	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3890	G407-E3895	G407-E3896	READ	0	G407-E3896	G407-E3896	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A10	G458-A10	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4073	G407-E4078	G407-E4079	READ	0	G407-E4079	G407-E4079	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A11	G458-A11	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4146	G407-E4151	G407-E4152	READ	0	G407-E4152	G407-E4152	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A12	G458-A12	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4192	G407-E4197	G407-E4198	READ	0	G407-E4198	G407-E4199	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L06	6	G458-L06-G458-A13	G458-A13	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4351	G407-E4356	G407-E4357	READ	0	G407-E4357	G407-E4358	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A01	G458-A01	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0007	G407-E0013	G407-E0014	READ	0	G407-E0014	G407-E0015	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A02	G458-A02	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0125	G407-E0131	G407-E0132	READ	0	G407-E0132	G407-E0132	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A03	G458-A03	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0314	G407-E0320	G407-E0321	READ	0	G407-E0321	G407-E0321	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A04	G458-A04	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0372	G407-E0378	G407-E0379	READ	0	G407-E0379	G407-E0379	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A05	G458-A05	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0993	G407-E0999	G407-E1000	READ	0	G407-E1000	G407-E1000	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A06	G458-A06	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2681	G407-E2687	G407-E2688	READ	0	G407-E2688	G407-E2688	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A07	G458-A07	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3809	G407-E3815	G407-E3816	READ	0	G407-E3816	G407-E3816	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A08	G458-A08	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3850	G407-E3856	G407-E3857	READ	0	G407-E3857	G407-E3859	3	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A09	G458-A09	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3890	G407-E3896	G407-E3897	READ	0	G407-E3897	G407-E3898	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A10	G458-A10	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4073	G407-E4079	G407-E4080	READ	0	G407-E4080	G407-E4080	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A11	G458-A11	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4146	G407-E4152	G407-E4153	READ	0	G407-E4153	G407-E4153	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A12	G458-A12	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4192	G407-E4198	G407-E4199	READ	0	G407-E4199	G407-E4199	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L07	7	G458-L07-G458-A13	G458-A13	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4351	G407-E4357	G407-E4358	READ	0	G407-E4358	G407-E4358	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A01	G458-A01	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0007	G407-E0014	G407-E0015	READ	0	G407-E0015	G407-E0016	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A02	G458-A02	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0125	G407-E0132	G407-E0133	READ	0	G407-E0133	G407-E0133	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A03	G458-A03	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0314	G407-E0321	G407-E0322	READ	0	G407-E0322	G407-E0322	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A04	G458-A04	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0372	G407-E0379	G407-E0380	READ	0	G407-E0380	G407-E0380	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A05	G458-A05	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0993	G407-E1000	G407-E1001	READ	0	G407-E1001	G407-E1001	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A06	G458-A06	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2681	G407-E2688	G407-E2689	READ	0	G407-E2689	G407-E2689	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A07	G458-A07	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3809	G407-E3816	G407-E3817	READ	0	G407-E3817	G407-E3817	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A08	G458-A08	P1009-S592	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3850	G407-E3857	G407-E3858	READ	0	G407-E3858	G407-E3859	2	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A09	G458-A09	P1009-S594	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3890	G407-E3897	G407-E3898	READ	0	G407-E3898	G407-E3898	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A10	G458-A10	P1009-S610	f89r::Gefäß-/Pflanzenteilgruppe A	G407-E4073	G407-E4080	G407-E4081	READ	0	G407-E4081	G407-E4084	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A11	G458-A11	P1009-S614	f89r::Gefäß-/Pflanzenteilgruppe C	G407-E4146	G407-E4153	G407-E4154	READ	0	G407-E4154	G407-E4154	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A12	G458-A12	P1009-S617	f89r::Gefäß-/Pflanzenteilgruppe D	G407-E4192	G407-E4199	G407-E4200	READ	0	G407-E4200	G407-E4200	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L08	8	G458-L08-G458-A13	G458-A13	P1009-S627	f89r::Gefäß-/Pflanzenteilgruppe F	G407-E4351	G407-E4358	G407-E4359	READ	0	G407-E4359	G407-E4359	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L09	9	G458-L09-G458-A01	G458-A01	G404-S001	f1r::F1R_TEXT_BLOCK_A	G407-E0007	G407-E0015	G407-E0016	READ	0	G407-E0016	G407-E0016	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L09	9	G458-L09-G458-A02	G458-A02	G404-S005	f1r::F1R_TEXT_BLOCK_C	G407-E0125	G407-E0133	G407-E0134	READ	0	G407-E0134	G407-E0134	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L09	9	G458-L09-G458-A03	G458-A03	P1009-S004	f11r::blühender dreikroniger Sodenstock	G407-E0314	G407-E0322	G407-E0323	READ	0	G407-E0323	G407-E0326	4	STATE_PARITY_BEFORE_NEXT_ISLAND
L09	9	G458-L09-G458-A04	G458-A04	P1009-S005	f13r::große Wurzelkrone mit Blatt und Blütenstand	G407-E0372	G407-E0380	G407-E0381	READ	0	G407-E0381	G407-E0381	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L09	9	G458-L09-G458-A05	G458-A05	P1009-S041	f67r2::zwei getrennte Himmelsräder und Tabelle	G407-E0993	G407-E1001	G407-E1002	READ	0	G407-E1002	G407-E1002	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L09	9	G458-L09-G458-A06	G458-A06	P1009-S382	f77r::Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	G407-E2681	G407-E2689	G407-E2690	READ	0	G407-E2690	G407-E2690	1	STATE_PARITY_BEFORE_NEXT_ISLAND
L09	9	G458-L09-G458-A07	G458-A07	P1009-S590	f88r::sechzehn Drogenposten und drei Gefäßansätze	G407-E3809	G407-E3817	G407-E3818	READ	0	G407-E3818	G407-E3821	4	STATE_PARITY_BEFORE_NEXT_ISLAND
