master_card_id	master_form	records	event_count	old_composite_default_de	atomic_whole_card_default_de	old_syntactic_type	new_syntactic_type	teaching_rule
MC071	dchey	H1	1	Grundteil	Grundteil	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC072	orain	H4	1	Bereitung · Anteil	Bereitungsanteil	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC075	ycheor	H2	1	Posten · Auszug · Bereitung	Auszugsansatz	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC077	kchal	H5	1	bearbeiten · Ziel	Zielbearbeitung	LEARNED_TRANSFER_OR_ADDRESS	LEARNED_TRANSFER_OR_ADDRESS	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC085	cheoar	H4	1	Auszug · Quelle	Quellauszug	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC087	chodaiin	H2	1	Zugabe · Sollmaß	Zugabemaß	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC090	kchol	H5	1	bearbeiten · weiter	Weiterverarbeitung	LEARNED_ORDER_OR_LINK	LEARNED_ORDER_OR_LINK	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC098	tshol	H3	1	Zugabe · abführen	Kochgut	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC099	cheeckhody	H5	1	Langpassage; Schluss	Langpassage; Schluss	LEARNED_PROCESS_OR_PATH	LEARNED_PROCESS_OR_PATH	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC100	ody	H4	1	kühlen	Abkühlen	LEARNED_PROCESS_OR_STATE	LEARNED_PROCESS_OR_STATE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC104	keol	H5	1	kurz · weiter	Kurzfortsetzung	LEARNED_PROCESS_OR_STATE	LEARNED_PROCESS_OR_STATE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC107	qotchy	H3	1	danach · Posten	Folgeposten	LEARNED_ORDER_OR_LINK	LEARNED_ORDER_OR_LINK	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC108	etyd	H1	1	kurz · Teil	Kurzteil	LEARNED_PROCESS_OR_STATE	LEARNED_QUANTITY_OR_STAGE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC111	shfydaiin	H3	1	halten · Sollmaß	Stehzeit	LEARNED_PROCESS_OR_STATE	LEARNED_QUANTITY_OR_STAGE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC114	sh	H5	1	halten	Halten	LEARNED_PROCESS_OR_STATE	LEARNED_PROCESS_OR_STATE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC115	qoctholy	H2	1	bereitstellen · weiter · Posten	Folgeposten	LEARNED_PROCESS_OR_STATE	LEARNED_PROCESS_OR_STATE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC117	kchy	H3	1	bearbeiten · Posten	Bearbeiten	LEARNED_LOCAL_ACTION	LEARNED_LOCAL_ACTION	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC122	kchey	H5	1	bearbeiten · kurz · Posten	Kurzbearbeitung	LEARNED_PROCESS_OR_STATE	LEARNED_PROCESS_OR_STATE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC125	chochor	H5	1	Zugabe · Bereitung	Zugabeansatz	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC129	cfhy	H3	1	auswringen · Posten	Auswringen	LEARNED_PROCESS_OR_PATH	LEARNED_PROCESS_OR_PATH	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC131	choy	H5	1	Zugabe · Posten	Zugabeposten	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC136	kchoar	H5	1	Auszug · Quelle	Quellauszug	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC148	ykan	H4	1	Posten · Anteil	zweite Portion	LEARNED_QUANTITY_OR_STAGE	LEARNED_QUANTITY_OR_STAGE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC156	cphy	H3	1	nachseihen · Posten	Nachseihen	LEARNED_PROCESS_OR_PATH	LEARNED_PROCESS_OR_PATH	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC158	cthoor	H1	1	bereitstellen · Bereitung	Vorbereitung	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC159	os	H1	1	Aufnahme	Aufnahmegefäß	LEARNED_OBJECT	LEARNED_OBJECT	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC160	talam	H4	1	Ziel · verwahren	Verwahrort	LEARNED_APPLICATION_ACTION	LEARNED_TRANSFER_OR_ADDRESS	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC163	qotchol	H1	1	danach · weiter	Weitergang	LEARNED_ORDER_OR_LINK	LEARNED_ORDER_OR_LINK	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC169	cthaiin	H2	1	bereitstellen · Sollmaß	Sollvorbereitung	LEARNED_PROCESS_OR_STATE	LEARNED_PROCESS_OR_STATE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
MC170	ykaiin	H4	1	Posten · Sollmaß	Sollportion	LEARNED_QUANTITY_OR_STAGE	LEARNED_QUANTITY_OR_STAGE	MEMORIZE_AS_ONE_HERBAL_CARD__DO_NOT_DECOMPOSE
