fragment_id	source_case	domain	page	record	surface_fragment	owner_address_resolved	source_positions	position_shape	contiguous_in_owner_case	ends_at_case_close	missing_internal_positions	safe_diagnosis	editor_action	automatic_insertions
C3_K2_12	C3	HERBAL	f11r	H3	qokaiin shedy	YES	3|6	GAPPED_SUBSEQUENCE	NO	YES	4|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K2_13	C3	BIOLOGICAL	f83r	B3	qokal shey	YES	4|5	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K2_13	C3	HERBAL	f11r	H3	qokal shey	YES	4|5	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K2_14	C3	BIOLOGICAL	f83r	B3	qokal shedy	YES	4|6	GAPPED_SUBSEQUENCE	NO	YES	5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K2_14	C3	HERBAL	f11r	H3	qokal shedy	YES	4|6	GAPPED_SUBSEQUENCE	NO	YES	5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K2_15	C3	BIOLOGICAL	f83r	B3	shey shedy	YES	5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K2_15	C3	HERBAL	f11r	H3	shey shedy	YES	5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K3_17	C3	BIOLOGICAL	f83r	B3	qokaiin qokal shey	YES	3|4|5	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K3_17	C3	HERBAL	f11r	H3	qokaiin qokal shey	YES	3|4|5	CONTIGUOUS_INTERNAL	YES	NO	NONE	LEGITIMATE_INTERNAL_SUBROUTINE_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K3_18	C3	BIOLOGICAL	f83r	B3	qokaiin qokal shedy	YES	3|4|6	GAPPED_SUBSEQUENCE	NO	YES	5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K3_18	C3	HERBAL	f11r	H3	qokaiin qokal shedy	YES	3|4|6	GAPPED_SUBSEQUENCE	NO	YES	5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K3_19	C3	BIOLOGICAL	f83r	B3	qokaiin shey shedy	YES	3|5|6	GAPPED_SUBSEQUENCE	NO	YES	4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K3_19	C3	HERBAL	f11r	H3	qokaiin shey shedy	YES	3|5|6	GAPPED_SUBSEQUENCE	NO	YES	4	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C3_K3_20	C3	BIOLOGICAL	f83r	B3	qokal shey shedy	YES	4|5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K3_20	C3	HERBAL	f11r	H3	qokal shey shedy	YES	4|5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K4_15	C3	BIOLOGICAL	f83r	B3	qokaiin qokal shey shedy	YES	3|4|5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C3_K4_15	C3	HERBAL	f11r	H3	qokaiin qokal shey shedy	YES	3|4|5|6	CONTIGUOUS_CLOSED_SUFFIX	YES	YES	NONE	LEGITIMATE_CLOSED_SUFFIX_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C4_K1_01	C4	BIOLOGICAL	f83r	B4	qokaiin	YES	1	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C4_K1_01	C4	HERBAL	f55v	H4	qokaiin	YES	1	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C4_K1_04	C4	BIOLOGICAL	f83r	B4	qokal	YES	4	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C4_K1_04	C4	HERBAL	f55v	H4	qokal	YES	4	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C4_K2_03	C4	BIOLOGICAL	f83r	B4	qokaiin qokal	YES	1|4	GAPPED_SUBSEQUENCE	NO	NO	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C4_K2_03	C4	HERBAL	f55v	H4	qokaiin qokal	YES	1|4	GAPPED_SUBSEQUENCE	NO	NO	2|3	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C5_K1_02	C5	BIOLOGICAL	f83r	B5	qokaiin	YES	2	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C5_K1_02	C5	HERBAL	f56r	H5	qokaiin	YES	2	SINGLE_CARD	YES	NO	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C5_K1_06	C5	BIOLOGICAL	f83r	B5	shedy	YES	6	SINGLE_CARD	YES	YES	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C5_K1_06	C5	HERBAL	f56r	H5	shedy	YES	6	SINGLE_CARD	YES	YES	NONE	LEGITIMATE_SINGLE_CARD_CELL_POSSIBLE	READ_AS_POSSIBLE_SHORT_UNIT__DO_NOT_EXPAND	0
C5_K2_09	C5	BIOLOGICAL	f83r	B5	qokaiin shedy	YES	2|6	GAPPED_SUBSEQUENCE	NO	YES	3|4|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
C5_K2_09	C5	HERBAL	f56r	H5	qokaiin shedy	YES	2|6	GAPPED_SUBSEQUENCE	NO	YES	3|4|5	NONCONTIGUOUS_REMAINDER__OMISSION_OR_COLLATION_REQUIRED	MARK_POSSIBLE_LOSS__SEEK_SECOND_COPY_OR_VISIBLE_DAMAGE	0
