unified_serial	register	page	locus	namespace_or_record	local_unit_id	surface_display	mechanism	operational_reading_de	local_owner	register_rule_de
U016	PROSE_WORKSHOP	f10r	f10r.6	H2	E016	cthy	PRODUCTIVE_COMPONENTS	bereit	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U017	PROSE_WORKSHOP	f10r	f10r.6	H2	E017	chor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U018	PROSE_WORKSHOP	f10r	f10r.6	H2	E018	cthaiin	PRODUCTIVE_COMPONENTS	Fertigmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U019	PROSE_WORKSHOP	f10r	f10r.6	H2	E019	qoctholy	PRODUCTIVE_COMPONENTS	bereiten Posten weiterfuehren	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U020	PROSE_WORKSHOP	f10r	f10r.6	H2	E020	dy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U021	PROSE_WORKSHOP	f10r	f10r.6	H2	E021	chy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U022	PROSE_WORKSHOP	f10r	f10r.6	H2	E022	taiin	PRODUCTIVE_COMPONENTS	Sollmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U023	PROSE_WORKSHOP	f10r	f10r.6	H2	E023	shy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U024	PROSE_WORKSHOP	f10r	f10r.8	H2	E024	qotchor	PRODUCTIVE_COMPONENTS	Folgeansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U025	PROSE_WORKSHOP	f10r	f10r.8	H2	E025	chor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U026	PROSE_WORKSHOP	f10r	f10r.8	H2	E026	otol	PRODUCTIVE_COMPONENTS	danach fortsetzen	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U027	PROSE_WORKSHOP	f10r	f10r.8	H2	E027	chol	PRODUCTIVE_COMPONENTS	fortsetzen	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U028	PROSE_WORKSHOP	f10r	f10r.8	H2	E028	cholor	PRODUCTIVE_COMPONENTS	Fortsetzungsansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U029	PROSE_WORKSHOP	f10r	f10r.8	H2	E029	chol	PRODUCTIVE_COMPONENTS	fortsetzen	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U030	PROSE_WORKSHOP	f10r	f10r.8	H2	E030	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U031	PROSE_WORKSHOP	f10r	f10r.8	H2	E031	dar	PRODUCTIVE_COMPONENTS	daraus	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U032	PROSE_WORKSHOP	f10r	f10r.9	H2	E032	oykchor	WHOLE_CARD_CODEBOOK	Gefaess	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U033	PROSE_WORKSHOP	f10r	f10r.9	H2	E033	shor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U034	PROSE_WORKSHOP	f10r	f10r.9	H2	E034	chor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U035	PROSE_WORKSHOP	f10r	f10r.9	H2	E035	chy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U036	PROSE_WORKSHOP	f10r	f10r.9	H2	E036	kaiiin	PRODUCTIVE_COMPONENTS	Weichstufe	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U037	PROSE_WORKSHOP	f10r	f10r.9	H2	E037	dy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U038	PROSE_WORKSHOP	f10r	f10r.9	H2	E038	chodaiin	PRODUCTIVE_COMPONENTS	Zutatenmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U039	PROSE_WORKSHOP	f11r	f11r.1	H3	E039	tshol	PRODUCTIVE_COMPONENTS	Zutat entnehmen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U040	PROSE_WORKSHOP	f11r	f11r.1	H3	E040	schoal	PRODUCTIVE_COMPONENTS	Zutat dorthin	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U041	PROSE_WORKSHOP	f11r	f11r.1	H3	E041	cfhy	WHOLE_CARD_CODEBOOK	auswringen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U042	PROSE_WORKSHOP	f11r	f11r.1	H3	E042	shfydaiin	PRODUCTIVE_COMPONENTS	Standmaß	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U043	PROSE_WORKSHOP	f11r	f11r.1	H3	E043	cphy	WHOLE_CARD_CODEBOOK	nachseihen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U044	PROSE_WORKSHOP	f11r	f11r.1	H3	E044	shey	WHOLE_CARD_CODEBOOK	Klarlauf	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U045	PROSE_WORKSHOP	f11r	f11r.1	H3	E045	tchody	WHOLE_CARD_CODEBOOK	kalt stellen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U046	PROSE_WORKSHOP	f11r	f11r.1	H3	E046	shoyty	PRODUCTIVE_COMPONENTS	Zutatenteil	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U047	PROSE_WORKSHOP	f11r	f11r.4	H3	E047	dchol	WHOLE_CARD_CODEBOOK	Voriges	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U048	PROSE_WORKSHOP	f11r	f11r.4	H3	E048	chy	PRODUCTIVE_COMPONENTS	dieser Posten	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U049	PROSE_WORKSHOP	f11r	f11r.4	H3	E049	kchy	PRODUCTIVE_COMPONENTS	diesen Posten bearbeiten	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U050	PROSE_WORKSHOP	f11r	f11r.4	H3	E050	dy	PRODUCTIVE_COMPONENTS	dieser Posten	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U051	PROSE_WORKSHOP	f11r	f11r.4	H3	E051	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U052	PROSE_WORKSHOP	f11r	f11r.7	H3	E052	qotchy	PRODUCTIVE_COMPONENTS	Folgeposten	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U053	PROSE_WORKSHOP	f11r	f11r.7	H3	E053	okchol	PRODUCTIVE_COMPONENTS	Fortsetzung einsetzen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U054	PROSE_WORKSHOP	f11r	f11r.7	H3	E054	cthy	PRODUCTIVE_COMPONENTS	bereit	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U055	PROSE_WORKSHOP	f11r	f11r.7	H3	E055	dy	PRODUCTIVE_COMPONENTS	dieser Posten	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U056	PROSE_WORKSHOP	f55v	f55v.5	H4	E056	qokaiin	PRODUCTIVE_COMPONENTS	auf Sollmaß einstellen	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U057	PROSE_WORKSHOP	f55v	f55v.5	H4	E057	chaiin	PRODUCTIVE_COMPONENTS	Sollmaß	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U058	PROSE_WORKSHOP	f55v	f55v.5	H4	E058	ykain	PRODUCTIVE_COMPONENTS	Postenportion	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U059	PROSE_WORKSHOP	f55v	f55v.5	H4	E059	ykan	PRODUCTIVE_COMPONENTS	dieser Anteil	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U060	PROSE_WORKSHOP	f55v	f55v.5	H4	E060	ody	WHOLE_CARD_CODEBOOK	kühlen	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U061	PROSE_WORKSHOP	f55v	f55v.5	H4	E061	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U062	PROSE_WORKSHOP	f55v	f55v.5	H4	E062	chedy	PRODUCTIVE_COMPONENTS	umsetzen	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U063	PROSE_WORKSHOP	f55v	f55v.5	H4	E063	talam	PRODUCTIVE_COMPONENTS	am Ziel verwahren	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U064	PROSE_WORKSHOP	f55v	f55v.11	H4	E064	ykaiin	PRODUCTIVE_COMPONENTS	Postenmaß	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U065	PROSE_WORKSHOP	f55v	f55v.11	H4	E065	cheoar	PRODUCTIVE_COMPONENTS	Auszug entnehmen	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U066	PROSE_WORKSHOP	f55v	f55v.11	H4	E066	cheeky	PRODUCTIVE_COMPONENTS	länger wärmen	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U067	PROSE_WORKSHOP	f55v	f55v.11	H4	E067	oldy	PRODUCTIVE_COMPONENTS	fortsetzen; Schluss	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U068	PROSE_WORKSHOP	f55v	f55v.11	H4	E068	aiin	PRODUCTIVE_COMPONENTS	Sollmaß	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U069	PROSE_WORKSHOP	f55v	f55v.11	H4	E069	okal	PRODUCTIVE_COMPONENTS	dort ansetzen	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U070	PROSE_WORKSHOP	f55v	f55v.11	H4	E070	oltchy	PRODUCTIVE_COMPONENTS	bereit weiterfuehren	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U071	PROSE_WORKSHOP	f55v	f55v.11	H4	E071	or	PRODUCTIVE_COMPONENTS	Ansatz	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U072	PROSE_WORKSHOP	f55v	f55v.11	H4	E072	y	PRODUCTIVE_COMPONENTS	dieser Posten	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U073	PROSE_WORKSHOP	f55v	f55v.11	H4	E073	orain	PRODUCTIVE_COMPONENTS	Ansatzportion	H4	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U074	PROSE_WORKSHOP	f56r	f56r.5	H5	E074	chochor	PRODUCTIVE_COMPONENTS	Zutatenansatz	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U075	PROSE_WORKSHOP	f56r	f56r.5	H5	E075	cho	PRODUCTIVE_COMPONENTS	Zutat	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U076	PROSE_WORKSHOP	f56r	f56r.5	H5	E076	chodaly	PRODUCTIVE_COMPONENTS	Zutat dorthin	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U077	PROSE_WORKSHOP	f56r	f56r.5	H5	E077	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U078	PROSE_WORKSHOP	f56r	f56r.7	H5	E078	sho	PRODUCTIVE_COMPONENTS	Zutat	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U079	PROSE_WORKSHOP	f56r	f56r.7	H5	E079	kchol	PRODUCTIVE_COMPONENTS	weiter bearbeiten	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U080	PROSE_WORKSHOP	f56r	f56r.7	H5	E080	otchor	PRODUCTIVE_COMPONENTS	Folgeansatz	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U081	PROSE_WORKSHOP	f56r	f56r.7	H5	E081	choky	PRODUCTIVE_COMPONENTS	Posten ansetzen	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U082	PROSE_WORKSHOP	f56r	f56r.7	H5	E082	dal	PRODUCTIVE_COMPONENTS	dorthin	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U083	PROSE_WORKSHOP	f56r	f56r.8	H5	E083	schol	WHOLE_CARD_CODEBOOK	Voriges	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U084	PROSE_WORKSHOP	f56r	f56r.8	H5	E084	choy	PRODUCTIVE_COMPONENTS	diese Zutat	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U085	PROSE_WORKSHOP	f56r	f56r.8	H5	E085	choky	PRODUCTIVE_COMPONENTS	Posten ansetzen	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U086	PROSE_WORKSHOP	f56r	f56r.8	H5	E086	cheeckhody	WHOLE_CARD_CODEBOOK	auftragen	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U087	PROSE_WORKSHOP	f56r	f56r.12	H5	E087	sh	WHOLE_CARD_CODEBOOK	Staengel	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U088	PROSE_WORKSHOP	f56r	f56r.12	H5	E088	cho	PRODUCTIVE_COMPONENTS	Zutat	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U089	PROSE_WORKSHOP	f56r	f56r.12	H5	E089	kchey	PRODUCTIVE_COMPONENTS	diesen Posten kurz bearbeiten	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U090	PROSE_WORKSHOP	f56r	f56r.12	H5	E090	qokokchy	PRODUCTIVE_COMPONENTS	erneut ansetzen	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U091	PROSE_WORKSHOP	f56r	f56r.13	H5	E091	okchy	PRODUCTIVE_COMPONENTS	Posten ansetzen	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U092	PROSE_WORKSHOP	f56r	f56r.13	H5	E092	chokcheo	PRODUCTIVE_COMPONENTS	Auszug zugeben	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U093	PROSE_WORKSHOP	f56r	f56r.13	H5	E093	kchal	PRODUCTIVE_COMPONENTS	an der Zielstelle bearbeiten	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U094	PROSE_WORKSHOP	f56r	f56r.18	H5	E094	sho	PRODUCTIVE_COMPONENTS	Zutat	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U095	PROSE_WORKSHOP	f56r	f56r.18	H5	E095	chokchy	PRODUCTIVE_COMPONENTS	Posten ansetzen	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U096	PROSE_WORKSHOP	f56r	f56r.18	H5	E096	kchoar	PRODUCTIVE_COMPONENTS	Auszug daraus	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U097	PROSE_WORKSHOP	f56r	f56r.18	H5	E097	sotodan	PRODUCTIVE_COMPONENTS	danach anwenden	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U098	PROSE_WORKSHOP	f56r	f56r.19	H5	E098	otchey	PRODUCTIVE_COMPONENTS	Folgeposten	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U099	PROSE_WORKSHOP	f56r	f56r.19	H5	E099	keol	PRODUCTIVE_COMPONENTS	kurz weiterfuehren	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U100	PROSE_WORKSHOP	f56r	f56r.19	H5	E100	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	H5	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U101	PROSE_WORKSHOP	f81v	f81v.2	B1	E101	qokedy	PRODUCTIVE_COMPONENTS	kurz ansetzen; Schluss	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U102	PROSE_WORKSHOP	f81v	f81v.2	B1	E102	okaiin	PRODUCTIVE_COMPONENTS	auf Sollmaß einstellen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U103	PROSE_WORKSHOP	f81v	f81v.2	B1	E103	kair	PRODUCTIVE_COMPONENTS	Beckenwasser	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U104	PROSE_WORKSHOP	f81v	f81v.2	B1	E104	okal	PRODUCTIVE_COMPONENTS	dort ansetzen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U105	PROSE_WORKSHOP	f81v	f81v.2	B1	E105	sar	PRODUCTIVE_COMPONENTS	daraus	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U106	PROSE_WORKSHOP	f81v	f81v.2	B1	E106	ol	PRODUCTIVE_COMPONENTS	fortsetzen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U107	PROSE_WORKSHOP	f81v	f81v.2	B1	E107	kain	PRODUCTIVE_COMPONENTS	eine Portion	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U108	PROSE_WORKSHOP	f81v	f81v.2	B1	E108	olkain	PRODUCTIVE_COMPONENTS	weitere Portion	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U109	PROSE_WORKSHOP	f81v	f81v.2	B1	E109	al	PRODUCTIVE_COMPONENTS	dorthin	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U110	PROSE_WORKSHOP	f81v	f81v.2	B1	E110	ol	PRODUCTIVE_COMPONENTS	fortsetzen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U111	PROSE_WORKSHOP	f81v	f81v.2	B1	E111	rol	PRODUCTIVE_COMPONENTS	weiterfuehren	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U112	PROSE_WORKSHOP	f81v	f81v.2	B1	E112	dl	WHOLE_CARD_CODEBOOK	Zusatz	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U113	PROSE_WORKSHOP	f81v	f81v.7	B1	E113	olor	PRODUCTIVE_COMPONENTS	Fortsetzungsansatz	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U114	PROSE_WORKSHOP	f81v	f81v.7	B1	E114	ol	PRODUCTIVE_COMPONENTS	fortsetzen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U115	PROSE_WORKSHOP	f81v	f81v.7	B1	E115	sheckhal	PRODUCTIVE_COMPONENTS	kurz zur Zielstelle durchleiten	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U116	PROSE_WORKSHOP	f81v	f81v.7	B1	E116	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U117	PROSE_WORKSHOP	f81v	f81v.7	B1	E117	qokeedal	PRODUCTIVE_COMPONENTS	dort länger halten	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U118	PROSE_WORKSHOP	f81v	f81v.7	B1	E118	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U119	PROSE_WORKSHOP	f81v	f81v.7	B1	E119	chckhy	PRODUCTIVE_COMPONENTS	durchleiten	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U120	PROSE_WORKSHOP	f81v	f81v.7	B1	E120	schedy	PRODUCTIVE_COMPONENTS	umsetzen; Schluss	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U121	PROSE_WORKSHOP	f81v	f81v.7	B1	E121	qol	PRODUCTIVE_COMPONENTS	fortsetzen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U122	PROSE_WORKSHOP	f81v	f81v.17	B1	E122	sshkchdy	WHOLE_CARD_CODEBOOK	schwenken	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U123	PROSE_WORKSHOP	f81v	f81v.17	B1	E123	chedy	PRODUCTIVE_COMPONENTS	umsetzen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
U124	PROSE_WORKSHOP	f81v	f81v.17	B1	E124	ol	PRODUCTIVE_COMPONENTS	fortsetzen	B1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.
