decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G664-D011	ycheodain	ENTRY	ENTRY_COMPOSITE	nimm hierzu zwei Dosen Trockenansatz	Y_REFERENCE+CHEO_DRY_PREP+DAIN_DOSE_II	hierzu zwei Trockenstufen	1	1	1	1	1	ENTRY_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D012	cheotchey	COLD	PRODUCTIVE_COMPOUND	Trockenansatz bis zur mittleren Kühlstufe	CHEO_DRY_PREP+TCHEY_COLD_DRY_MIDDLE	trockene CTH-Zubereitung, Form I	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D013	lkaiin	WOOD	PRODUCTIVE_COMPOUND	Holzdroge, heiß auf Stufe III	L_WOOD+K_HOT+A+IIN_III	erwärmte Flüssigkeit, Stufe III	48	47	21	43	43	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D014	olkeey	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenansatz vollständig erhitzt	O_PREP+L_WOOD+K_HOT+EEY_END	lexikalisierte Drogenbasis bis Heizendstufe	35	35	24	32	32	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D015	okeoteey	ACTION	LEARNED_ACTION_WHOLE	erhitzten Ansatz bis zur Kühlendstufe bringen	O_PREP+K_HOT+E_LINK+O_PREP+TEEY_COLD_END	gleichzeitiger heiß-kalter Zustand	1	1	1	1	1	OKEOTEEY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D016	aiinal	MEASURE	PRODUCTIVE_COMPOUND	drei Teile Rohdroge I	AIIN_AMOUNT_III+AL_RAW_I	Rohstoffklasse III ohne Menge	2	2	2	1	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D017	say	ACTION	LEARNED_ACTION_WHOLE	gib eine Gabe Saatgut zu	S_SEED+A_ADD+Y_ACTION	Saatgut in Grundform	2	2	2	0	0	SAY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D018	qokeo	ACTION	LEARNED_ACTION_WHOLE	bereite einen heißen Auszug	QOK_HEAT+E_LINK+O_EXTRACT	bloßer heißer Ansatz in Bindungsform	8	8	6	5	5	QOKEO_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D019	chsy	SEED	PRODUCTIVE_COMPOUND	getrocknetes Saatgut	CH_DRY+SY_SEED_BASE	trockene Arzneispecies	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D020	keear	FRACTION	PRODUCTIVE_COMPOUND	erste Drogenfraktion vollständig erhitzt	K_HOT+EE_END+AR_FRACTION_I	stark erhitzte Fraktion ohne Endwert	4	4	3	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D021	dalam	MEASURE	PRODUCTIVE_COMPOUND	ein Maß Rohdroge I	D_MEASURE+AL_RAW_I+AM_UNIT_I	Dosis I ohne Rohstoffklasse	4	4	4	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D022	dsheol	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis eingeweichte Droge	D_DOSE+SHEOL_MOIST_MATERIAL	abgemessene Feuchtflüssigkeit	9	9	9	9	9	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D023	shcthey	HERB	PRODUCTIVE_COMPOUND	angefeuchtete Krautdroge, Form I	SH_MOIST+CTH_HERB+EY_FORM_I	feuchtes Arzneikompositum	4	4	4	4	4	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D024	qorchain	ACTION	LEARNED_ACTION_WHOLE	nimm zwei Teile Trockendroge	QOR_TAKE_PORTION+CHAIN_DRY_II	nominale Trockenportion II	1	1	1	0	0	QORCHAIN_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D025	teeedy	COLD	PRODUCTIVE_COMPOUND	vollständig abgekühlt und abgeschlossen	T_COLD+EEE_END_III+DY_FINISHED	lange geruhter statt gekühlter Zustand	4	4	4	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D026	teeodain	MEASURE	PRODUCTIVE_COMPOUND	zwei Maße vollständig gekühlter Ansatz	T_COLD+EE_END+O_PREP+DAIN_DOSE_II	kalter Ansatz, Dosis II ohne Endstufe	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D027	odys	PREPARATION	PRODUCTIVE_COMPOUND	fertige Arzneimischung im Ansatz	O_PREP+DY_FINISHED+S_DRUG_MIXTURE	bloßes Ansatzschlusszeichen	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D028	qopchdy	ACTION	LEARNED_ACTION_WHOLE	nimm fertig getrocknetes Pulver	QO_TAKE+P_POWDER+CHDY_DRY_FINISHED	nominales Trockenpulverpräparat	16	16	14	11	11	QOPCHDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D029	qotam	ACTION	LEARNED_ACTION_WHOLE	nimm ein Maß kalten Ansatzes	QO_TAKE+T_COLD+AM_UNIT_I	Qualitätsgrad I im kalten Rahmen	11	11	9	10	10	QOTAM_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D030	okeol	EXTRACT	PRODUCTIVE_COMPOUND	Grundansatz bis zur mittleren Heizstufe erwärmt	O_PREP+K_HOT+E_MIDDLE+OL_BASE	heißer Drogenstoff ohne Auszug	44	40	25	41	41	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D031	sa	ACTION	CONTEXT_SCOPED_SHORT_FORM	gib Saatgut zu	S_SEED+A_ADD	Specieszeichen oder Beginn von SAIIN	3	3	3	2	2	SA_READER_MERGE_RIGHT_KNOWN|SA_SEED_ADDITION	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D032	oeeeody	PREPARATION	PRODUCTIVE_COMPOUND	lange geruhter, fertig abgezogener Ansatz	O_PREP+EEE_LONG_REST+O_EXTRACT+DY_FINISHED	dreifach konzentrierter Ansatz	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D033	olar	WOOD	PRODUCTIVE_COMPOUND	erste Holzrohstofffraktion im Ansatz	O_PREP+L_WOOD+AR_FRACTION_I	lexikalisierter Grundauszug, Fraktion I	11	11	9	7	8	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D034	air	FRACTION	PRODUCTIVE_COMPOUND	zweite Drogenfraktion	AIR_FRACTION_II	Menge oder Qualitätsgrad II	56	55	35	44	44	EXACT_WHOLE|LABEL_SIGLUM	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D035	chodaiin	MEASURE	PRODUCTIVE_COMPOUND	Trockenansatz, Dosis III	CHO_DRY_PREP+D_A+IIN_DOSE_III	trocken, Grad III ohne Dosis	42	41	34	37	38	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D036	choar	DRY	PRODUCTIVE_COMPOUND	Trockenansatz, Fraktion I	CHO_DRY_PREP+AR_FRACTION_I	Pflanzenteil statt Trockenansatz	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D037	chorar	PLANT_PART	PRODUCTIVE_COMPOUND	Pflanzenteil-Fraktion I	CHOR_PLANT_PART+AR_FRACTION_I	doppelt geschriebene Trockenfraktion	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D038	ykanam	ENTRY	ENTRY_COMPOSITE	nimm hiervon ein Maß und erwärme es leicht	Y_REFERENCE+KAN_HOT_I+AM_UNIT_I	Eintrag mit Heißgrad I ohne Maß	1	1	1	1	1	REFERENCE_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D039	orain	MEASURE	PRODUCTIVE_COMPOUND	Drogenportion II	OR_PORTION+A+IN_II	Qualitätsgrad II	16	16	14	14	14	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D040	chery	ROOT	PRODUCTIVE_COMPOUND	getrocknete Rohwurzel	CH_DRY+E_MIDDLE+R_ROOT+Y_BASE	gebundene Trockenfraktion	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D041	oleey	WOOD	PRODUCTIVE_COMPOUND	Holzdrogenansatz vollständig ausgezogen	O_PREP+L_WOOD+EEY_END	lexikalisierter Grundauszug bis Endstufe	2	2	2	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D042	sheed	ACTION	LEARNED_ACTION_WHOLE	Einweichung vollständig abgeschlossen	SH_MOIST+EE_END+D_CLOSED	vollständig feuchter Zustand ohne Handlung	5	5	5	4	4	SHEED_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D043	ch	ACTION	CONTEXT_SCOPED_SHORT_FORM	trockne	LEARNED_CH_DRY_ACTION	abgetrennter Anfang einer längeren CH-Form	13	13	13	1	1	CH_DRY_ACTION|CH_READER_MERGE_RIGHT_KNOWN|CH_READER_MERGE_RIGHT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D044	qodchy	ACTION	LEARNED_ACTION_WHOLE	nimm eine Dosis Trockendroge	QO_TAKE+D_DOSE+CHY_DRY_BASE	nominale Trockendosis	2	2	2	2	2	QODCHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D045	octhol	HERB	PRODUCTIVE_COMPOUND	Krautdroge im Ansatz	O_PREP+CTHOL_HERB_MATERIAL	kalte Trockenzubereitung	1	1	1	0	0	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D046	yky	ACTION	LEARNED_ACTION_WHOLE	hierzu leicht erhitzen	Y_REFERENCE+KY_HOT_START	Eintrag eines heißen Grundstoffs	12	12	12	10	10	YKY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D047	chyty	ACTION	LEARNED_ACTION_WHOLE	nach dem Trocknen leicht kühlen	CH_DRY+Y_SEQUENCE+TY_COLD_START	trocken-kalte Grundform	4	4	4	4	4	CHYTY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D048	dshy	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis leicht angefeuchtete Droge	D_DOSE+SHY_MOIST_START	abgemessener Feuchtgrad	6	6	6	6	6	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D049	o	LIQUID	CONTEXT_SCOPED_SHORT_FORM	Ansatzwasser	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	146	138	86	33	33	LABEL_SIGLUM|O_FREE_ANSATZWASSER|O_READER_MERGE_BOTH_NOVEL|O_READER_MERGE_LEFT_NOVEL|O_READER_MERGE_RIGHT_KNOWN|O_READER_MERGE_RIGHT_NOVEL	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D050	oeeesoy	SEED	PRODUCTIVE_COMPOUND	lange geruhter Samenmazerat	O_MACERATION+EEE_LONG+S_SEED+O_PREP+Y_BASE	dreifach konzentrierte Arzneispecies	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D051	kchochaiin	HOT_DRY	PRODUCTIVE_COMPOUND	Trockenansatz bis Stufe III erhitzt und getrocknet	K_HOT+CHO_DRY_PREP+CHAIIN_DRY_III	heiße Drogenportion III	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D052	okshor	FLOWER	PRODUCTIVE_COMPOUND	heißer Blüten- oder Fruchtansatz	O_PREP+K_HOT+SHOR_FLOWER_PART	heiße Drogenportion ohne Pflanzenwert	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D053	cfhar	FLOWER	PRODUCTIVE_COMPOUND	Blütenfraktion I	CFH_FLOWER_WHOLE+AR_FRACTION_I	undurchsichtige Trockenfraktion	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D054	okaial	RAW_MATERIAL	PRODUCTIVE_COMPOUND	heißer Ansatz aus drei Teilen Rohdroge I	O_PREP+K_HOT+AI_AL_RAW_III	heißer Rohstoff I mit Schreibvariante	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D055	okeeaiin	HOT_PREP	PRODUCTIVE_COMPOUND	drei Teile vollständig erhitzter Ansatz	O_PREP+K_HOT+EE_END+A+IIN_III	heißer Ansatz, bloße Menge III	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D056	cthod	ACTION	LEARNED_ACTION_WHOLE	gieße den Krautansatz ab	CTH_HERB+O_PREP+D_CLOSE_ACTION	verkürzter Krautabsud	3	3	3	2	3	CTHOD_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D057	cthorchy	HERB	PRODUCTIVE_COMPOUND	Portion Krautdroge, leicht angetrocknet	CTHOR_HERB_PORTION+CHY_DRY_START	bloße Krautportion	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D058	ykeedar	ENTRY	ENTRY_COMPOSITE	erhitze hiervon die erste Fraktion vollständig	Y_REFERENCE+KEE_HOT_END+D_AR_MEASURED_FRACTION_I	abgemessene Heißfraktion ohne Eintrag	1	1	1	0	0	ENTRY_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D059	dytchor	ACTION	LEARNED_ACTION_WHOLE	danach eine kalt-trockene Drogenportion	DY_SEQUENCE+TCHOR_COLD_DRY_PORTION	abgemessener Pflanzenteil	1	1	1	1	1	DYTCHOR_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D060	ycheo	ENTRY	ENTRY_COMPOSITE	nimm hierzu den Trockenansatz	Y_REFERENCE+CHEO_DRY_PREP	hierzu ein zweiter Trockenansatz	9	9	8	7	7	ENTRY_WHOLE|REFERENCE_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D061	ked	ACTION	LEARNED_ACTION_WHOLE	Erhitzung auf Mittelstufe abgeschlossen	K_HOT+E_MIDDLE+D_CLOSED	verkürzte Heißgradform	1	1	1	1	1	KED_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D062	oo	ACTION	LEARNED_ACTION_WHOLE	setze ein zweites Mal an	LEARNED_DOUBLE_PREPARATION_ACTION	zweite Wassergabe	1	1	1	0	0	OO_ACTION	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D063	qokeeaiin	ACTION	LEARNED_ACTION_WHOLE	erhitze drei Teile bis zur Endstufe	QO_TAKE_OR_COMMAND+K_HOT+EE_END+A+IIN_III	nominaler heißer Qualitätsgrad III	2	2	2	2	2	QOKEEAIIN_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D064	schaiin	SEED	PRODUCTIVE_COMPOUND	getrocknetes Saatgut, Stufe III	S_SEED+CH_DRY+A+IIN_III	Salz statt Saatgut	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D065	od	ACTION	LEARNED_ACTION_WHOLE	miss vom Ansatz ab	O_PREP+D_MEASURE_ACTION	bloßes Ansatzschlusszeichen	8	7	7	5	5	OD_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D066	chkaly	ACTION	LEARNED_ACTION_WHOLE	Rohdroge I leicht trocknen und erhitzen	CH_DRY+K_HOT+AL_RAW_I+Y_BASE	Rohstoffklasse statt Behandlung	2	2	2	2	2	CHKALY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D067	qooldy	ACTION	LEARNED_ACTION_WHOLE	gib den fertigen Auszug hinzu	QO_TAKE_OR_ADD+OLDY_FINISHED_EXTRACT	kalter Rohstoff I, fertig	1	1	1	1	1	QOOLDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D068	choror	FLOWER	PRODUCTIVE_COMPOUND	Portion Blüten- oder Fruchtdroge	CHOR_PLANT_PART+OR_PORTION	doppelte unbestimmte Portion	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D069	ykchon	ENTRY	ENTRY_COMPOSITE	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	Y_REFERENCE+KCHO_HOT_DRY_PREP+N_I	hierzu einen Trockenansatz erhitzen	1	1	1	1	1	REFERENCE_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D070	qoykam	ACTION	LEARNED_ACTION_WHOLE	nimm hiervon ein Maß und erhitze es	QO_COMMAND+Y_REFERENCE+KAM_HOT_UNIT_I	nominales heißes Maß	1	1	1	0	0	QOYKAM_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D071	daram	MEASURE	PRODUCTIVE_COMPOUND	ein Maß Fraktion I	D_MEASURE+AR_FRACTION_I+AM_UNIT_I	Wurzelmaß I	6	6	6	3	4	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D072	arol	FRACTION	PRODUCTIVE_COMPOUND	Grundauszug, Fraktion I	AR_FRACTION_I+OL_BASE	Wurzelstoff statt Auszugsfraktion	8	8	8	6	7	EXACT_WHOLE|LABEL_SIGLUM	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D073	lkol	WOOD	PRODUCTIVE_COMPOUND	heißer Holzabsud	L_WOOD+KOL_HOT_MATERIAL	allgemeiner heißer Auszug	3	3	3	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D074	daiidy	MEASURE	PRODUCTIVE_COMPOUND	drei Maße, vollständig abgeteilt	D_MEASURE+A+II_VALUE+DY_FINISHED	Rohstoffmenge III	5	5	5	4	4	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D075	kchain	HOT_DRY	PRODUCTIVE_COMPOUND	heiß getrocknete Droge, Stufe II	K_HOT+CHAIN_DRY_II	trocken-heißer Grad II ohne Stoff	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D076	lchar	WOOD	PRODUCTIVE_COMPOUND	trockene Holzfraktion I	L_WOOD+CHAR_DRY_FRACTION_I	Pfund Trockenfraktion I	3	3	3	3	3	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D077	ykolody	ENTRY	ENTRY_COMPOSITE	nimm hiervon den heißen Auszug und stelle ihn fertig	Y_REFERENCE+KOL_HOT_MATERIAL+ODY_FINISHED_EXTRACT	heißes Drogenholz, fertig	1	1	1	1	1	REFERENCE_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D078	dcholdy	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis fertig getrocknete Droge	D_DOSE+CHOLDY_DRY_FINISHED	Maß Trockenrückstand	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D079	chokolg	MEASURE	PRODUCTIVE_COMPOUND	ein Gran heißen Trockenabsud	CHO_DRY_PREP+KOL_HOT_EXTRACT+G_GRAIN_SIGLUM	gib den heißen Trockenansatz in ein Gefäß	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D080	dochod	MEASURE	PRODUCTIVE_COMPOUND	eine Dosis abgeschlossener Trockenansatz	D_DOSE+O_PREP+CHOD_DRY_FINISHED	abgemessener Pflanzenteil	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D081	oleeeb	EXTRACT	LEARNED_WHOLE	stark eingedickter Holzdrogenauszug	LEARNED_THICKENED_WOOD_EXTRACT_WHOLE	Holzdrogenansatz im Bad	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D082	oshol	MOIST_PREP	PRODUCTIVE_COMPOUND	Mazerat aus eingeweichter Droge	O_PREP+SHOL_MOIST_MATERIAL	feuchtes Material ohne Flüssigkeitswert	1	1	1	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D083	olkeeody	WOOD	PRODUCTIVE_COMPOUND	vollständig ausgekochter Holzdrogenauszug	O_PREP+L_WOOD+K_HOT+EE_END+O_EXTRACT+DY_FINISHED	lexikalisierter vollständig ausgekochter Grundauszug	5	5	5	4	5	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
G664-D084	cheky	ACTION	LEARNED_ACTION_WHOLE	bis zur mittleren Trockenstufe, dann leicht erhitzen	CHE_DRY_MIDDLE+KY_HOT_START	statischer trocken-heißer Zustand	55	55	42	50	50	CHEKY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D085	qodaim	ACTION	LEARNED_ACTION_WHOLE	nimm zwei Maße	LEARNED_QODAIM_MEASURE_II	Qualitätsgrad II mit freiem Handvoll-Siglum	1	1	1	1	1	QODAIM_ACTION	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D086	ykar	ENTRY	ENTRY_COMPOSITE	nimm hiervon die erste erhitzte Drogenfraktion	Y_REFERENCE+KAR_HOT_FRACTION_I	hierzu eine Heißfraktion	31	30	24	27	27	ENTRY_WHOLE|REFERENCE_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V41_REPLACEABLE
G664-D087	kcharg	MEASURE	PRODUCTIVE_COMPOUND	ein Gran erhitzte Trockenfraktion I	K_HOT+CH_DRY+AR_FRACTION_I+G_GRAIN_SIGLUM	fülle die heiße Trockenfraktion ab	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V41_REPLACEABLE
G664-D088	qotoeey	ACTION	LEARNED_ACTION_WHOLE	kühle den Ansatz vollständig	QO_COMMAND+T_COLD+O_PREP+EEY_END	nominaler kalter Ansatz am Gradende	2	2	2	2	2	QOTOEEY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V41_REPLACEABLE
