surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
odys	fertige Arzneimischung im Ansatz	O_PREP+DY_FINISHED+S_DRUG_MIXTURE	bloßes Ansatzschlusszeichen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qopchdy	nimm fertig getrocknetes Pulver	QO_TAKE+P_POWDER+CHDY_DRY_FINISHED	nominales Trockenpulverpräparat	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	16	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qotam	nimm ein Maß kalten Ansatzes	QO_TAKE+T_COLD+AM_UNIT_I	Qualitätsgrad I im kalten Rahmen	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
okeol	Grundansatz bis zur mittleren Heizstufe erwärmt	O_PREP+K_HOT+E_MIDDLE+OL_BASE	heißer Drogenstoff ohne Auszug	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	44	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
sa	gib Saatgut zu	S_SEED+A_ADD	Specieszeichen oder Beginn von SAIIN	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	3	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V41_REPLACEABLE
oeeeody	lange geruhter, fertig abgezogener Ansatz	O_PREP+EEE_LONG_REST+O_EXTRACT+DY_FINISHED	dreifach konzentrierter Ansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olar	erste Holzrohstofffraktion im Ansatz	O_PREP+L_WOOD+AR_FRACTION_I	lexikalisierter Grundauszug, Fraktion I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	11	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
air	zweite Drogenfraktion	AIR_FRACTION_II	Menge oder Qualitätsgrad II	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	56	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chodaiin	Trockenansatz, Dosis III	CHO_DRY_PREP+D_A+IIN_DOSE_III	trocken, Grad III ohne Dosis	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	42	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
choar	Trockenansatz, Fraktion I	CHO_DRY_PREP+AR_FRACTION_I	Pflanzenteil statt Trockenansatz	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chorar	Pflanzenteil-Fraktion I	CHOR_PLANT_PART+AR_FRACTION_I	doppelt geschriebene Trockenfraktion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ykanam	nimm hiervon ein Maß und erwärme es leicht	Y_REFERENCE+KAN_HOT_I+AM_UNIT_I	Eintrag mit Heißgrad I ohne Maß	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
orain	Drogenportion II	OR_PORTION+A+IN_II	Qualitätsgrad II	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	16	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chery	getrocknete Rohwurzel	CH_DRY+E_MIDDLE+R_ROOT+Y_BASE	gebundene Trockenfraktion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
oleey	Holzdrogenansatz vollständig ausgezogen	O_PREP+L_WOOD+EEY_END	lexikalisierter Grundauszug bis Endstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
sheed	Einweichung vollständig abgeschlossen	SH_MOIST+EE_END+D_CLOSED	vollständig feuchter Zustand ohne Handlung	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ch	trockne	LEARNED_CH_DRY_ACTION	abgetrennter Anfang einer längeren CH-Form	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	13	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V41_REPLACEABLE
qodchy	nimm eine Dosis Trockendroge	QO_TAKE+D_DOSE+CHY_DRY_BASE	nominale Trockendosis	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
octhol	Krautdroge im Ansatz	O_PREP+CTHOL_HERB_MATERIAL	kalte Trockenzubereitung	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
yky	hierzu leicht erhitzen	Y_REFERENCE+KY_HOT_START	Eintrag eines heißen Grundstoffs	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	12	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chyty	nach dem Trocknen leicht kühlen	CH_DRY+Y_SEQUENCE+TY_COLD_START	trocken-kalte Grundform	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dshy	eine Dosis leicht angefeuchtete Droge	D_DOSE+SHY_MOIST_START	abgemessener Feuchtgrad	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
o	Ansatzwasser	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	CONTEXT_SCOPED_SHORT_FORM	LOW_EXPLORATORY	146	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V41_REPLACEABLE
oeeesoy	lange geruhter Samenmazerat	O_MACERATION+EEE_LONG+S_SEED+O_PREP+Y_BASE	dreifach konzentrierte Arzneispecies	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
kchochaiin	Trockenansatz bis Stufe III erhitzt und getrocknet	K_HOT+CHO_DRY_PREP+CHAIIN_DRY_III	heiße Drogenportion III	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
okshor	heißer Blüten- oder Fruchtansatz	O_PREP+K_HOT+SHOR_FLOWER_PART	heiße Drogenportion ohne Pflanzenwert	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cfhar	Blütenfraktion I	CFH_FLOWER_WHOLE+AR_FRACTION_I	undurchsichtige Trockenfraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
okaial	heißer Ansatz aus drei Teilen Rohdroge I	O_PREP+K_HOT+AI_AL_RAW_III	heißer Rohstoff I mit Schreibvariante	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
okeeaiin	drei Teile vollständig erhitzter Ansatz	O_PREP+K_HOT+EE_END+A+IIN_III	heißer Ansatz, bloße Menge III	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cthod	gieße den Krautansatz ab	CTH_HERB+O_PREP+D_CLOSE_ACTION	verkürzter Krautabsud	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cthorchy	Portion Krautdroge, leicht angetrocknet	CTHOR_HERB_PORTION+CHY_DRY_START	bloße Krautportion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ykeedar	erhitze hiervon die erste Fraktion vollständig	Y_REFERENCE+KEE_HOT_END+D_AR_MEASURED_FRACTION_I	abgemessene Heißfraktion ohne Eintrag	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dytchor	danach eine kalt-trockene Drogenportion	DY_SEQUENCE+TCHOR_COLD_DRY_PORTION	abgemessener Pflanzenteil	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ycheo	nimm hierzu den Trockenansatz	Y_REFERENCE+CHEO_DRY_PREP	hierzu ein zweiter Trockenansatz	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ked	Erhitzung auf Mittelstufe abgeschlossen	K_HOT+E_MIDDLE+D_CLOSED	verkürzte Heißgradform	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
oo	setze ein zweites Mal an	LEARNED_DOUBLE_PREPARATION_ACTION	zweite Wassergabe	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qokeeaiin	erhitze drei Teile bis zur Endstufe	QO_TAKE_OR_COMMAND+K_HOT+EE_END+A+IIN_III	nominaler heißer Qualitätsgrad III	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
schaiin	getrocknetes Saatgut, Stufe III	S_SEED+CH_DRY+A+IIN_III	Salz statt Saatgut	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
od	miss vom Ansatz ab	O_PREP+D_MEASURE_ACTION	bloßes Ansatzschlusszeichen	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chkaly	Rohdroge I leicht trocknen und erhitzen	CH_DRY+K_HOT+AL_RAW_I+Y_BASE	Rohstoffklasse statt Behandlung	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qooldy	gib den fertigen Auszug hinzu	QO_TAKE_OR_ADD+OLDY_FINISHED_EXTRACT	kalter Rohstoff I, fertig	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
choror	Portion Blüten- oder Fruchtdroge	CHOR_PLANT_PART+OR_PORTION	doppelte unbestimmte Portion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ykchon	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	Y_REFERENCE+KCHO_HOT_DRY_PREP+N_I	hierzu einen Trockenansatz erhitzen	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qoykam	nimm hiervon ein Maß und erhitze es	QO_COMMAND+Y_REFERENCE+KAM_HOT_UNIT_I	nominales heißes Maß	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
daram	ein Maß Fraktion I	D_MEASURE+AR_FRACTION_I+AM_UNIT_I	Wurzelmaß I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
arol	Grundauszug, Fraktion I	AR_FRACTION_I+OL_BASE	Wurzelstoff statt Auszugsfraktion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
lkol	heißer Holzabsud	L_WOOD+KOL_HOT_MATERIAL	allgemeiner heißer Auszug	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
daiidy	drei Maße, vollständig abgeteilt	D_MEASURE+A+II_VALUE+DY_FINISHED	Rohstoffmenge III	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
kchain	heiß getrocknete Droge, Stufe II	K_HOT+CHAIN_DRY_II	trocken-heißer Grad II ohne Stoff	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
lchar	trockene Holzfraktion I	L_WOOD+CHAR_DRY_FRACTION_I	Pfund Trockenfraktion I	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ykolody	nimm hiervon den heißen Auszug und stelle ihn fertig	Y_REFERENCE+KOL_HOT_MATERIAL+ODY_FINISHED_EXTRACT	heißes Drogenholz, fertig	ENTRY_COMPOSITE	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dcholdy	eine Dosis fertig getrocknete Droge	D_DOSE+CHOLDY_DRY_FINISHED	Maß Trockenrückstand	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
chokolg	ein Gran heißen Trockenabsud	CHO_DRY_PREP+KOL_HOT_EXTRACT+G_GRAIN_SIGLUM	gib den heißen Trockenansatz in ein Gefäß	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dochod	eine Dosis abgeschlossener Trockenansatz	D_DOSE+O_PREP+CHOD_DRY_FINISHED	abgemessener Pflanzenteil	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
oleeeb	stark eingedickter Holzdrogenauszug	LEARNED_THICKENED_WOOD_EXTRACT_WHOLE	Holzdrogenansatz im Bad	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
oshol	Mazerat aus eingeweichter Droge	O_PREP+SHOL_MOIST_MATERIAL	feuchtes Material ohne Flüssigkeitswert	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
olkeeody	vollständig ausgekochter Holzdrogenauszug	O_PREP+L_WOOD+K_HOT+EE_END+O_EXTRACT+DY_FINISHED	lexikalisierter vollständig ausgekochter Grundauszug	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	CHE_DRY_MIDDLE+KY_HOT_START	statischer trocken-heißer Zustand	LEARNED_ACTION_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	55	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qodaim	nimm zwei Maße	LEARNED_QODAIM_MEASURE_II	Qualitätsgrad II mit freiem Handvoll-Siglum	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ykar	nimm hiervon die erste erhitzte Drogenfraktion	Y_REFERENCE+KAR_HOT_FRACTION_I	hierzu eine Heißfraktion	ENTRY_COMPOSITE	STRONG_PRACTICAL_OR_COMPOSITIONAL	31	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
kcharg	ein Gran erhitzte Trockenfraktion I	K_HOT+CH_DRY+AR_FRACTION_I+G_GRAIN_SIGLUM	fülle die heiße Trockenfraktion ab	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qotoeey	kühle den Ansatz vollständig	QO_COMMAND+T_COLD+O_PREP+EEY_END	nominaler kalter Ansatz am Gradende	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
m	eine Handvoll	LEARNED_MANIPULUS_SIGLUM	bloßes Schlusszeichen; allgemeines Maß	CONTEXT_SCOPED_SHORT_FORM	LOW_EXPLORATORY	6	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V41_REPLACEABLE
ydain	davon zwei Maße	Y_REFERENCE+D+A+IN_II	Eintrag: Gradwert II	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
ajy	fülle ein Bündel ab und schließe	LEARNED_BUNDLE_FILL_CLOSE_ACTION	unbekanntes kurzes Abschlusswort	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
oldair	zweite abgemessene Holzrohstofffraktion im Ansatz	O_PREP+L_WOOD+DAIR_MEASURED_FRACTION_II	lexikalisierter Grundauszug, Fraktion II	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
qokechdy	erhitze und trockne bis zum Abschluss	QOK_HEAT+E_SEQUENCE+CHDY_DRY_FINISHED	nominaler heiß-trockener Zustand	LEARNED_ACTION_WHOLE	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
dara	eine gleiche Menge der ersten Fraktion	DAR_MEASURED_FRACTION_I+A_EQUAL_PART	abgemessene Fraktion ohne Gleichteilwert	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V41_REPLACEABLE
