rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v40_translation_de	v41_translation_de	status
11	f107r	f107r.44	ycheodain	nimm hierzu zwei Dosen Trockenansatz	nimm hierzu zwei Dosen Trockenansatz	ENTRY_COMPOSITE	Y_REFERENCE+CHEO_DRY_PREP+DAIN_DOSE_II	hierzu zwei Trockenstufen	MEDIUM_EXACT_WHOLE	NONE	ycheodain okeey qokeeody qokaiin	[ycheodain:?]; Ansatz auf Heizendstufe; vollständig ausgekochter Ansatz; heiß, Grad III	nimm hierzu zwei Dosen Trockenansatz; Ansatz auf Heizendstufe; vollständig ausgekochter Ansatz; heiß, Grad III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
12	f107r	f107r.7	cheotchey	Trockenansatz bis zur mittleren Kühlstufe	Trockenansatz bis zur mittleren Kühlstufe	PRODUCTIVE_COMPOUND	CHEO_DRY_PREP+TCHEY_COLD_DRY_MIDDLE	trockene CTH-Zubereitung, Form I	MEDIUM_EXACT_WHOLE	NONE	ytaiin cheotchey okaiin chckhy okeedy otcheey	Eintrag: kalt, Stufe III; [cheotchey:?]; Ansatz auf Heizstufe III; Arzneikompositum: trocken, Gradanfang; Ansatz auf Heizendstufe abgeschlossen; kalt-trockener Ansatz am Ende des Grades	Eintrag: kalt, Stufe III; Trockenansatz bis zur mittleren Kühlstufe; Ansatz auf Heizstufe III; Arzneikompositum: trocken, Gradanfang; Ansatz auf Heizendstufe abgeschlossen; kalt-trockener Ansatz am Ende des Grades	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
13	f107v	f107v.24	lkaiin	Holzdroge, heiß auf Stufe III	Holzdroge, heiß auf Stufe III	PRODUCTIVE_COMPOUND	L_WOOD+K_HOT+A+IIN_III	erwärmte Flüssigkeit, Stufe III	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dain olaiin chol olkain lkaiin	zwei Maße; Drogenstoff, drei Teile; Trockengut; heißes Drogenmaterial, Grad II; [lkaiin:?]	zwei Maße; drei Teile Holzdrogenansatz; Trockengut; Holzdrogenansatz auf Heizstufe II; Holzdroge, heiß auf Stufe III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
14	f107v	f107v.38	olkeey	Holzdrogenansatz vollständig erhitzt	Holzdrogenansatz vollständig erhitzt	PRODUCTIVE_COMPOUND	O_PREP+L_WOOD+K_HOT+EEY_END	lexikalisierte Drogenbasis bis Heizendstufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	dain okchey qokchey qokaiin olkeey qokol oteey oteey lkain	zwei Maße; heiß-trockener Ansatz in der Mitte des Grades; heiß und bis zur mittleren Trockenstufe; heiß, Grad III; [olkeey:?]; erhitze Folgendes: Ansatz auf Kühlendstufe; Ansatz auf Kühlendstufe; Holzdroge, heiß auf Stufe II	zwei Maße; heiß-trockener Ansatz in der Mitte des Grades; heiß und bis zur mittleren Trockenstufe; heiß, Grad III; Holzdrogenansatz vollständig erhitzt; erhitze Folgendes: Ansatz auf Kühlendstufe; Ansatz auf Kühlendstufe; Holzdroge, heiß auf Stufe II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
15	f107v	f107v.47	okeoteey	erhitzten Ansatz bis zur Kühlendstufe bringen	erhitzten Ansatz bis zur Kühlendstufe bringen	LEARNED_ACTION_WHOLE	O_PREP+K_HOT+E_LINK+O_PREP+TEEY_COLD_END	gleichzeitiger heiß-kalter Zustand	MEDIUM_EXACT_WHOLE	NONE	y cheey qokeey okeoteey qokey qokey qokeey daiin y okeey odain	Eintrag: vollständig getrocknet; bis zur Heizendstufe; [okeoteey:?]; bis zur mittleren Heizstufe; bis zur mittleren Heizstufe; bis zur Heizendstufe; drei Maße; hierzu: Ansatz auf Heizendstufe; Zubereitungsdosis II	Eintrag: vollständig getrocknet; bis zur Heizendstufe; erhitzten Ansatz bis zur Kühlendstufe bringen; bis zur mittleren Heizstufe; bis zur mittleren Heizstufe; bis zur Heizendstufe; drei Maße; hierzu: Ansatz auf Heizendstufe; Zubereitungsdosis II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
16	f107v	f107v.48	aiinal	drei Teile Rohdroge I	drei Teile Rohdroge I	PRODUCTIVE_COMPOUND	AIIN_AMOUNT_III+AL_RAW_I	Rohstoffklasse III ohne Menge	MEDIUM_EXACT_WHOLE	NONE	oteedy qokey qokeedy chody chey qoky oteey otain chey aiinal	Ansatz auf Kühlendstufe abgeschlossen; bis zur mittleren Heizstufe; bis zur Heizendstufe gebracht; Trockenansatz, abgeschlossen; bis zur mittleren Trockenstufe; leicht erhitzt; Ansatz auf Kühlendstufe; kalt im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; [aiinal:?]	Ansatz auf Kühlendstufe abgeschlossen; bis zur mittleren Heizstufe; bis zur Heizendstufe gebracht; Trockenansatz, abgeschlossen; bis zur mittleren Trockenstufe; leicht erhitzt; Ansatz auf Kühlendstufe; kalt im Zubereitungsrahmen, Grad II; bis zur mittleren Trockenstufe; drei Teile Rohdroge I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
17	f108r	f108r.16	say	gib eine Gabe Saatgut zu	gib eine Gabe Saatgut zu	LEARNED_ACTION_WHOLE	S_SEED+A_ADD+Y_ACTION	Saatgut in Grundform	MEDIUM_EXACT_WHOLE	NONE	say olkaiin chckhy daiin dal daiin	[say:?]; heiße Drogenbasis, Stufe III; Arzneikompositum: trocken, Gradanfang; drei Maße; abgemessene Rohstoffmenge I; drei Maße	gib eine Gabe Saatgut zu; Holzdrogenansatz auf Heizstufe III; Arzneikompositum: trocken, Gradanfang; drei Maße; abgemessene Rohstoffmenge I; drei Maße	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
18	f108r	f108r.49	qokeo	bereite einen heißen Auszug	bereite einen heißen Auszug	LEARNED_ACTION_WHOLE	QOK_HEAT+E_LINK+O_EXTRACT	bloßer heißer Ansatz in Bindungsform	MEDIUM_EXACT_WHOLE	NONE	oteedy lchedy qokeedy qokeedy qokeo lchedy qokey qokeey lkedy lkedy	Ansatz auf Kühlendstufe abgeschlossen; getrocknetes Drogenholz; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; [qokeo:?]; getrocknetes Drogenholz; bis zur mittleren Heizstufe; bis zur Heizendstufe; erhitzte Holzdroge, Mittelstufe, fertig; erhitzte Holzdroge, Mittelstufe, fertig	Ansatz auf Kühlendstufe abgeschlossen; getrocknetes Drogenholz; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; bereite einen heißen Auszug; getrocknetes Drogenholz; bis zur mittleren Heizstufe; bis zur Heizendstufe; erhitzte Holzdroge, Mittelstufe, fertig; erhitzte Holzdroge, Mittelstufe, fertig	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
19	f108r	f108r.7	chsy	getrocknetes Saatgut	getrocknetes Saatgut	PRODUCTIVE_COMPOUND	CH_DRY+SY_SEED_BASE	trockene Arzneispecies	MEDIUM_EXACT_WHOLE	NONE	okchey okedy qokchedy chedy qokedy okar chdy okar char chkaiin chsy	heiß-trockener Ansatz in der Mitte des Grades; Ansatz bis zur mittleren Heizstufe, abgeschlossen; heiß und bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe gebracht; heiße Drogenfraktion I im Ansatz; angetrocknet; heiße Drogenfraktion I im Ansatz; Trockenfraktion I; heiß-trocken, Grad III; [chsy:?]	heiß-trockener Ansatz in der Mitte des Grades; Ansatz bis zur mittleren Heizstufe, abgeschlossen; heiß und bis zur mittleren Trockenstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur mittleren Heizstufe gebracht; heiße Drogenfraktion I im Ansatz; angetrocknet; heiße Drogenfraktion I im Ansatz; Trockenfraktion I; heiß-trocken, Grad III; getrocknetes Saatgut	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
20	f108v	f108v.14	keear	erste Drogenfraktion vollständig erhitzt	erste Drogenfraktion vollständig erhitzt	PRODUCTIVE_COMPOUND	K_HOT+EE_END+AR_FRACTION_I	stark erhitzte Fraktion ohne Endwert	MEDIUM_EXACT_WHOLE	NONE	qokeey lo r aiin chey keear a ral olaiin chedy	bis zur Heizendstufe; Holzabsud; Wurzel; drei Teile; bis zur mittleren Trockenstufe; [keear:?]; je zu gleichen Teilen; Wurzelrohstoff I; Drogenstoff, drei Teile; bis zur mittleren Trockenstufe gebracht	bis zur Heizendstufe; Holzabsud; Wurzel; drei Teile; bis zur mittleren Trockenstufe; erste Drogenfraktion vollständig erhitzt; je zu gleichen Teilen; Wurzelrohstoff I; drei Teile Holzdrogenansatz; bis zur mittleren Trockenstufe gebracht	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
21	f108v	f108v.37	dalam	ein Maß Rohdroge I	ein Maß Rohdroge I	PRODUCTIVE_COMPOUND	D_MEASURE+AL_RAW_I+AM_UNIT_I	Dosis I ohne Rohstoffklasse	MEDIUM_EXACT_WHOLE	NONE	sain sheor sheey sheckhey qokey okey shey lkain shedy qokain dalam	Saatgut, Typ/Charge II; feuchter Drogenteil; vollständig eingeweicht; feuchtes Arzneikompositum in der Gradmitte; bis zur mittleren Heizstufe; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe; Holzdroge, heiß auf Stufe II; bis zur mittleren Einweichstufe gebracht; heiß, Grad II; [dalam:?]	Saatgut, Typ/Charge II; feuchter Drogenteil; vollständig eingeweicht; feuchtes Arzneikompositum in der Gradmitte; bis zur mittleren Heizstufe; Ansatz bis zur mittleren Heizstufe; bis zur mittleren Einweichstufe; Holzdroge, heiß auf Stufe II; bis zur mittleren Einweichstufe gebracht; heiß, Grad II; ein Maß Rohdroge I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
22	f108v	f108v.38	dsheol	eine Dosis eingeweichte Droge	eine Dosis eingeweichte Droge	PRODUCTIVE_COMPOUND	D_DOSE+SHEOL_MOIST_MATERIAL	abgemessene Feuchtflüssigkeit	MEDIUM_EXACT_WHOLE	NONE	dsheol qokeedy qokeedy chey qokeedy qokedy sheckhy lkedy qoteedy otam	[dsheol:?]; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; bis zur mittleren Heizstufe gebracht; feuchtes Arzneikompositum am Gradanfang; erhitzte Holzdroge, Mittelstufe, fertig; bis zur Kühlendstufe gebracht; ein Maß kalten Ansatzes	eine Dosis eingeweichte Droge; bis zur Heizendstufe gebracht; bis zur Heizendstufe gebracht; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; bis zur mittleren Heizstufe gebracht; feuchtes Arzneikompositum am Gradanfang; erhitzte Holzdroge, Mittelstufe, fertig; bis zur Kühlendstufe gebracht; ein Maß kalten Ansatzes	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
23	f111v	f111v.19	shcthey	angefeuchtete Krautdroge, Form I	angefeuchtete Krautdroge, Form I	PRODUCTIVE_COMPOUND	SH_MOIST+CTH_HERB+EY_FORM_I	feuchtes Arzneikompositum	MEDIUM_EXACT_WHOLE	NONE	qokaiin cheal tain qokain shey qokain char shcthey qoky chy qokaiin	heiß, Grad III; Rohstoff I, trocken in der Gradmitte; kalt, Grad II; heiß, Grad II; bis zur mittleren Einweichstufe; heiß, Grad II; Trockenfraktion I; [shcthey:?]; leicht erhitzt; angetrocknet; heiß, Grad III	heiß, Grad III; Rohstoff I, trocken in der Gradmitte; kalt, Grad II; heiß, Grad II; bis zur mittleren Einweichstufe; heiß, Grad II; Trockenfraktion I; angefeuchtete Krautdroge, Form I; leicht erhitzt; angetrocknet; heiß, Grad III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
24	f111v	f111v.28	qorchain	nimm zwei Teile Trockendroge	nimm zwei Teile Trockendroge	LEARNED_ACTION_WHOLE	QOR_TAKE_PORTION+CHAIN_DRY_II	nominale Trockenportion II	MEDIUM_EXACT_WHOLE	NONE	qorchain okain chear lkain	[qorchain:?]; heiß im Zubereitungsrahmen, Grad II; trockene Fraktion I; Holzdroge, heiß auf Stufe II	nimm zwei Teile Trockendroge; heiß im Zubereitungsrahmen, Grad II; trockene Fraktion I; Holzdroge, heiß auf Stufe II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
25	f111v	f111v.41	teeedy	vollständig abgekühlt und abgeschlossen	vollständig abgekühlt und abgeschlossen	PRODUCTIVE_COMPOUND	T_COLD+EEE_END_III+DY_FINISHED	lange geruhter statt gekühlter Zustand	MEDIUM_EXACT_WHOLE	NONE	oteey l chedy teeedy lkeey oteedy okedy chedy qokeey checthy qotal	Ansatz auf Kühlendstufe; getrocknetes Drogenholz; [teeedy:?]; Drogenholz, heiß am Gradende; Ansatz auf Kühlendstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; trockenes Krautdroge; trockenes Blatt-/Krautgut; Rohstoff I, kalt am Gradanfang	Ansatz auf Kühlendstufe; getrocknetes Drogenholz; vollständig abgekühlt und abgeschlossen; Drogenholz, heiß am Gradende; Ansatz auf Kühlendstufe abgeschlossen; Ansatz bis zur mittleren Heizstufe, abgeschlossen; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; trockenes Krautdroge; trockenes Blatt-/Krautgut; Rohstoff I, kalt am Gradanfang	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
26	f111v	f111v.44	teeodain	zwei Maße vollständig gekühlter Ansatz	zwei Maße vollständig gekühlter Ansatz	PRODUCTIVE_COMPOUND	T_COLD+EE_END+O_PREP+DAIN_DOSE_II	kalter Ansatz, Dosis II ohne Endstufe	MEDIUM_EXACT_WHOLE	NONE	dain teeodain cheeal olaiin or	zwei Maße; [teeodain:?]; Rohstoff I, trocken am Gradende; Drogenstoff, drei Teile; Drogenportion	zwei Maße; zwei Maße vollständig gekühlter Ansatz; Rohstoff I, trocken am Gradende; drei Teile Holzdrogenansatz; Drogenportion	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
27	f112r	f112r.3	odys	fertige Arzneimischung im Ansatz	fertige Arzneimischung im Ansatz	PRODUCTIVE_COMPOUND	O_PREP+DY_FINISHED+S_DRUG_MIXTURE	bloßes Ansatzschlusszeichen	MEDIUM_EXACT_WHOLE	NONE	or chedar cheey oteedy oteedy otaiin oty odys	Drogenportion; abgemessene Trockenfraktion I, Mittelstufe; vollständig getrocknet; Ansatz auf Kühlendstufe abgeschlossen; Ansatz auf Kühlendstufe abgeschlossen; kalt im Zubereitungsrahmen, Grad III; kalter Ansatz am Anfang des Grades; [odys:?]	Drogenportion; abgemessene Trockenfraktion I, Mittelstufe; vollständig getrocknet; Ansatz auf Kühlendstufe abgeschlossen; Ansatz auf Kühlendstufe abgeschlossen; kalt im Zubereitungsrahmen, Grad III; kalter Ansatz am Anfang des Grades; fertige Arzneimischung im Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
28	f112r	f112r.35	qopchdy	nimm fertig getrocknetes Pulver	nimm fertig getrocknetes Pulver	LEARNED_ACTION_WHOLE	QO_TAKE+P_POWDER+CHDY_DRY_FINISHED	nominales Trockenpulverpräparat	MEDIUM_EXACT_WHOLE	NONE	sain olaiin qopchdy qoky okeal chedy okeey otedy ar ar okeedy	Saatgut, Typ/Charge II; Drogenstoff, drei Teile; [qopchdy:?]; leicht erhitzt; Rohstoff I im Ansatz, heiß in der Gradmitte; bis zur mittleren Trockenstufe gebracht; Ansatz auf Heizendstufe; Ansatz auf mittlerer Kühlstufe abgeschlossen; Drogenfraktion I; Drogenfraktion I; Ansatz auf Heizendstufe abgeschlossen	Saatgut, Typ/Charge II; drei Teile Holzdrogenansatz; nimm fertig getrocknetes Pulver; leicht erhitzt; Rohstoff I im Ansatz, heiß in der Gradmitte; bis zur mittleren Trockenstufe gebracht; Ansatz auf Heizendstufe; Ansatz auf mittlerer Kühlstufe abgeschlossen; Drogenfraktion I; Drogenfraktion I; Ansatz auf Heizendstufe abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
29	f112v	f112v.18	qotam	nimm ein Maß kalten Ansatzes	nimm ein Maß kalten Ansatzes	LEARNED_ACTION_WHOLE	QO_TAKE+T_COLD+AM_UNIT_I	Qualitätsgrad I im kalten Rahmen	MEDIUM_EXACT_WHOLE	NONE	saiin or aiin chey qokeedy qokeeey qokeeody qotam olaiin am	Samen/Saatgut, Typ/Charge III; Drogenportion; drei Teile; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; erhitze bis Endstufe III; vollständig ausgekochter Ansatz; [qotam:?]; Drogenstoff, drei Teile; Maßeinheit I	Samen/Saatgut, Typ/Charge III; Drogenportion; drei Teile; bis zur mittleren Trockenstufe; bis zur Heizendstufe gebracht; erhitze bis Endstufe III; vollständig ausgekochter Ansatz; nimm ein Maß kalten Ansatzes; drei Teile Holzdrogenansatz; Maßeinheit I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
30	f112v	f112v.2	okeol	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	PRODUCTIVE_COMPOUND	O_PREP+K_HOT+E_MIDDLE+OL_BASE	heißer Drogenstoff ohne Auszug	MEDIUM_EXACT_WHOLE	NONE	oar oral okeeshy qokeey okain qokal okeol oty oraiin	Drogenfraktion I im Ansatz; Rohstoffportion, Klasse I; heißer, vollständig angefeuchteter Ansatz; bis zur Heizendstufe; heiß im Zubereitungsrahmen, Grad II; Rohstoff I, heiß am Gradanfang; [okeol:?]; kalter Ansatz am Anfang des Grades; Portion III	Drogenfraktion I im Ansatz; Rohstoffportion, Klasse I; heißer, vollständig angefeuchteter Ansatz; bis zur Heizendstufe; heiß im Zubereitungsrahmen, Grad II; Rohstoff I, heiß am Gradanfang; Grundansatz bis zur mittleren Heizstufe erwärmt; kalter Ansatz am Anfang des Grades; Portion III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
