surface	working_meaning_de	source	strength	scope_state	priority
checkhy	trockenes Arzneikompositum am Gradanfang	GDT651:STRONG_LEARNED_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	147
checthy	trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut	V13:DRY_BOUND_CTH_MATERIAL	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
ched	Trockenstufe Mitte, abgeschlossen	GDT663:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chedaiin	abgemessene Trockendroge, Dosis III	GDT663:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
chedal	trockene abgemessene Rohstoffmenge I in der Gradmitte	GDT655:NEW_EXACT_WHOLE	EXACT_WHOLE_DAL_AL_CONSOLIDATION	KNOWN_EXACT_WHOLE	152
chedar	abgemessene Trockenfraktion I, Mittelstufe	GDT663:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
chedy	trocken in der Mitte des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
chedyqokam	eine Maßeinheit heiß getrocknete Droge	GDT663:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chee	vollständig getrocknet	GDT662:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	225
cheeal	Rohstoffklasse I, trocken am Gradende	GDT656:NEW_EXACT_WHOLE	EXACT_WHOLE_AL_QUALITY_POSITION_SHELL	KNOWN_EXACT_WHOLE	154
cheecthy	trockenes Blatt-/Krautgut mit erweiterter Bindungsstufe II	V13:DRY_EXTENDED_BOUND_CTH	NEW_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
cheedy	trocken am Ende des Grades, abgeschlossen	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
cheeky	trocken am Gradende, dann heiß am Gradanfang	GDT661:EXACT_WHOLE	STRONG_FAMILY_COMPOSITION	KNOWN_EXACT_WHOLE	220
cheeoldy	vollständig getrockneter Drogenstoff, fertig	GDT662:EXACT_WHOLE	LOW_EXPLORATORY	KNOWN_EXACT_WHOLE	225
chees	vollständig getrocknete Kräutermischung	GDT664:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
cheey	trocken am Ende des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
cheeytal	Rohstoffklasse I: trocken am Gradende, kalt am Gradanfang	GDT660:EXACT_WHOLE	PROVISIONAL_CONCRETE_EXACT_WHOLE	KNOWN_EXACT_WHOLE	210
chekal	Rohstoffklasse I: trocken in der Gradmitte; heiß am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
cheky	bis zur mittleren Trockenstufe, dann leicht erhitzen	GDT664:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
cheo	trocken angesetzte Zubereitung	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cheoal	trocken angesetzte Zubereitung aus Rohstoffklasse I	GDT657:EXACT_PREPARATION_HEAD_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
cheockhey	trocken angesetztes Arzneikompositum in der Gradmitte	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheockhy	trocken angesetztes Arzneikompositum am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheocthey	trockene Drogenzubereitung, Form I	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cheocthy	attributiv trockene CTH-Drogenzubereitung	V13:DRY_BOUND_CTH_PREPARATION	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
cheodain	Trockenansatz, Dosis II	GDT643:ROUND_01	EXACT_ZL3B_WHOLE_EXPOSED_HOLE	KNOWN_EXACT_WHOLE	124
cheody	getrockneter Ansatz	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
cheokal	trocken angesetzte Zubereitung aus heißem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_PREPARATION_HEAD_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
cheokedy	trocken angesetzte heiße Zubereitung in der Gradmitte, abgeschlossen	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheokeey	trocken angesetzte heiße Zubereitung am Gradende	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheokey	trocken angesetzte heiße Zubereitung in der Gradmitte	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheoky	trocken angesetzte heiße Zubereitung am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cheol	trockener Drogenstoff	GDT642:ROUND_01	EXACT_WHOLE_E_OL_OR_CARRIER	KNOWN_EXACT_WHOLE	123
cheolchey	trockenen Drogenstoff bis Mittelstufe nachtrocknen	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
cheolkain	erhitze den getrockneten Drogenstoff auf Stufe II	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
cheor	trockener Drogenteil	GDT642:ROUND_02	EXACT_WHOLE_E_OL_OR_CARRIER	KNOWN_EXACT_WHOLE	123
cheotchey	Trockenansatz bis zur mittleren Kühlstufe	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
cheoty	trocken angesetzte kalte Zubereitung am Gradanfang	GDT660:EXACT_WHOLE	PROVISIONAL_CONCRETE_EXACT_WHOLE	KNOWN_EXACT_WHOLE	210
chep	trockenes Pulver	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
chery	getrocknete Rohwurzel	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
ches	trockenes Drogenmaterial, Mittelstufe	GDT661:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	220
chetchy	getrocknete Droge; kalt-trocken, Grundform	GDT641:ROUND_02	EXACT_WHOLE_SURFACE_TCH_COMPLETION	KNOWN_EXACT_WHOLE	122
chety	trocken-kalte gebundene Form	V13:TARGET_SURFACE_DEFAULT	NEW_V11_TARGET_DEFAULT	KNOWN_EXACT_WHOLE	80
chetyry	getrocknete, abgekühlte Rohwurzel	GDT663:EXACT_WHOLE	LOW_EXPLORATORY	KNOWN_EXACT_WHOLE	230
chey	trocken in der Mitte des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
cheyet	getrocknete, abgekühlte Wurzel	GDT662:EXACT_WHOLE	LOW_EXPLORATORY	KNOWN_EXACT_WHOLE	225
chkag	ein Gran trocken-heiße Droge	GDT664:EXACT_WHOLE	LOW_EXPLORATORY	KNOWN_EXACT_WHOLE	230
chkaiin	heiß-trocken, Grad III	GDT638:ROUND_08	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
chkain	trocken-heiß, Stufe II	GDT663:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
chkal	Rohstoffklasse I, trocken-heiß am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chkaly	Rohdroge I leicht trocknen und erhitzen	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chkey	trocken-heiß in der Mittelstufe	GDT662:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	225
chl	trocknen	GDT662:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	225
cho	Trockenansatz	GDT661:EXACT_WHOLE	CONTEXT_STRONG	KNOWN_EXACT_WHOLE	220
choal	Trockenansatz aus Rohstoffklasse I	GDT657:READER_UNSTABLE_PREDICTED_COMPOUND	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
choar	Trockenansatz, Fraktion I	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chockhedy	Arzneikompositum im Trockenansatz in der Gradmitte, abgeschlossen	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chockhey	Arzneikompositum im Trockenansatz in der Gradmitte	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chockhy	Arzneikompositum im Trockenansatz am Gradanfang	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chocthy	trockene CTH-Drogenzubereitung; im Herbal trockene Blatt-/Krautzubereitung	V13:DRY_CTH_PREPARATION	REVISED_V10_CONCRETE_DEFAULT	KNOWN_CONTEXT_LICENSED	60
chodaiin	Trockenansatz, Dosis III	GDT664:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
chodey	Trockenansatz bis zur mittleren Stufe fertigstellen	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chody	Trockenansatz, abgeschlossen	GDT663:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
choiin	trockene Zubereitungsform III	GDT638:ROUND_02	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
chokaiin	Trockenansatz, heiß auf Stufe III	GDT663:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
chokain	erhitze den Trockenansatz auf Stufe II	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chokal	Trockenansatz aus heißem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chokcheo	Trockenansatz aus heißem Trockenpräparat	GDT658:EXACT_NESTED_PREPARATION_WHOLE	EXACT_WHOLE_RESIDUAL_CONCRETE_COMPLETION	KNOWN_EXACT_WHOLE	156
chokchy	Trockenansatz: heiß-trockene Grundform	GDT644:ROUND_03	EXACT_ZL3B_WHOLE_DOWNSTREAM_COMPLETION	KNOWN_EXACT_WHOLE	125
chokedy	heiß-trockener Ansatz in der Gradmitte, abgeschlossen	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chokeedy	heiß-trockener Ansatz am Gradende, abgeschlossen	GDT652:PROVISIONAL_LOW_N_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chokeey	heiß-trockener Ansatz am Gradende	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chokey	heiß-trockener Ansatz in der Gradmitte	GDT652:STRONG_COMPONENT_GRID	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
chokolg	ein Gran heißen Trockenabsud	GDT664:EXACT_WHOLE	LOW_EXPLORATORY	KNOWN_EXACT_WHOLE	230
choky	heiß-trockene Zubereitung, Grundform	GDT643:ROUND_03	EXACT_ZL3B_WHOLE_EXPOSED_HOLE	KNOWN_EXACT_WHOLE	124
chol	trocken; nominal trockenes Gut/Material	V13:DRY_OL_FORM	NEW_PRIMARY_DEFAULT	KNOWN_CONTEXT_LICENSED	60
cholaiin	trocken, Grad III	V13:DIRECT_QUALITY_VALUE	NEW_CONCRETE_READING	KNOWN_CONTEXT_LICENSED	60
cholchey	nachgetrocknete Droge, Mittelstufe	GDT663:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
choldaiin	trocken, Grad III	V13:FUSED_FREE_VALUE	NEW_CONCRETE_READING	KNOWN_CONTEXT_LICENSED	60
choldy	fertig getrocknete Droge	GDT662:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	225
cholkaiin	Trockengut, heiß im dritten Grad	GDT648:STRICT_WHOLE_COMPLETION	EXACT_WHOLE_COMPOSITIONAL_COMPLETION	KNOWN_EXACT_WHOLE	140
cholkar	Trockengut: heiße Fraktion I	GDT660:EXACT_WHOLE	PROVISIONAL_CONCRETE_EXACT_WHOLE	KNOWN_EXACT_WHOLE	210
cholor	trockene Zutat	GDT650:PROVISIONAL_BOUNDARY_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	145
choly	Trockenrückstand	GDT663:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
chor	Pflanzen-/Reproduktionsteil	V13:PART_OR_FORM	INHERITED_CONTEXT_SPLIT	KNOWN_CONTEXT_LICENSED	60
choraiin	Blüten-/Pflanzenteil, Menge/Klasse III	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
chorain	Blüten-/Pflanzenteil, Menge/Klasse II	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
choraly	roher Pflanzenteil, Klasse I	GDT662:EXACT_WHOLE	LOW_EXPLORATORY	KNOWN_EXACT_WHOLE	225
chorar	Pflanzenteil-Fraktion I	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
choror	Portion Blüten- oder Fruchtdroge	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
choross	Pflanzenteil als fertige Arzneispecies	GDT663:EXACT_WHOLE	LOW_EXPLORATORY	KNOWN_EXACT_WHOLE	230
chotaiin	trockene Zubereitung: kalt, Grad III	GDT639:ROUND_03	EXACT_WHOLE_SURFACE_COMPONENT_REPAIR	KNOWN_EXACT_WHOLE	120
chotal	Trockenansatz aus kaltem Rohstoff Klasse I am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chotcheol	Trockenansatz aus kalt-trockenem Drogenstoff	GDT640:ROUND_04	EXACT_WHOLE_SURFACE_DOWNSTREAM_PREDICTION	KNOWN_EXACT_WHOLE	121
chotol	Trockenansatz aus kaltem Material	GDT661:EXACT_WHOLE	STRONG_FAMILY_COMPOSITION	KNOWN_EXACT_WHOLE	220
choty	kalter Trockenansatz	GDT662:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	225
chs	Trockengut, Grundform	GDT661:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	220
chsy	getrocknetes Saatgut	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chtain	kalt-trocken, Grad II	GDT638:ROUND_09	EXACT_WHOLE_SURFACE_PROMOTION	KNOWN_EXACT_WHOLE	110
chtal	Rohstoffklasse I, trocken-kalt am Gradanfang	GDT657:EXACT_ORDERED_WHOLE	EXACT_WHOLE_MULTI_QUALITY_AL_ORDER	KNOWN_EXACT_WHOLE	155
chty	trocken-kalt am Gradanfang	GDT661:EXACT_WHOLE	STRONG_FAMILY_COMPOSITION	KNOWN_EXACT_WHOLE	220
chy	trocken am Anfang des Grades	GDT647:FAMILY_MIGRATION	EXACT_QUALITY_SUBDEGREE_FAMILY	KNOWN_EXACT_WHOLE	130
chyky	trocken-heiß, Grundstufe	GDT663:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
chyty	nach dem Trocknen leicht kühlen	GDT664:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
ckhal	Arzneikompositum, Rohstoffklasse I	GDT663:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
ckhdy	Arzneikompositum am Gradanfang, abgeschlossen	GDT652:PROVISIONAL_LOW_N_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckhedy	Arzneikompositum in der Gradmitte, abgeschlossen	GDT652:PROVISIONAL_LOW_N_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckheey	Arzneikompositum am Gradende	GDT652:STRONG_NEUTRAL_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckheody	fertiger Ansatz eines Arzneikompositums	GDT663:EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	KNOWN_EXACT_WHOLE	230
ckhey	Arzneikompositum in der Gradmitte	GDT652:STRONG_NEUTRAL_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
ckhor	Portion Arzneikompositum	GDT663:EXACT_WHOLE	MEDIUM_EXACT_WHOLE	KNOWN_EXACT_WHOLE	230
ckhy	Arzneikompositum am Gradanfang	GDT652:STRONG_NEUTRAL_CKH_FAMILY	EXACT_WHOLE_FAMILY_EXTENSION	KNOWN_EXACT_WHOLE	148
cthaiin	Blatt-/Krautgut, Menge/Klasse III	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthain	Blatt-/Krautgut, Menge/Klasse II	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
cthan	Blatt-/Krautgut, Menge/Klasse I	V13:PART_VALUE_SERIES	PRODUCTIVE_EXACT_SERIES	KNOWN_CONTEXT_LICENSED	70
