occurrence_id	page	locus	token_index	ordinal	line_length	surface	token_kind	position	section	language	hand	family	card_type	scope_mode	rendering_class	left_surface	right_surface	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	working_gloss_de	working_render_de	composition	strongest_rival_de	reader_exact	split_normalized	all_three_present	all_present_exact	zl3b_line	it2a_line	rf1b_line	v40_gloss_de	v41_gloss_de	v40_scope_state	v41_scope_state	v41_working_translation_de	exact_surface_dispatch	context_or_reader_dispatch	substring_dispatch
G664-T0011	f102v1	f102v1.9	1	1	10	teody	P	BOS	P	A	1	ACTION	LEARNED_ACTION_WHOLE	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	TEODY_ACTION	<BOS>	ckheey	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	kühle den Ansatz ab und schließe	kühle den Ansatz ab und schließe	T_COLD+E_MIDDLE+O_PREP+DY_FINISHED	kalter Gradzustand ohne Ansatz	1	1	1	0	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor os cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor or cheo r chol qoteor dar	[teody:?]	kühle den Ansatz ab und schließe	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	kühle den Ansatz ab und schließe; Arzneikompositum am Gradende; [qokeol:?]; [sheky:?]; [qockheor:?]; Drogenportion; trocken angesetzte Zubereitung; trockener Wurzel/Wurzeldrogestoff/Trockengut; [qoteor:?]; abgemessene Fraktion I	1	0	0
G664-T0012	f102v2	f102v2.17	5	5	8	ch	P	MEDIAL	P	A	1	ACTION	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	CH_READER_MERGE_RIGHT_KNOWN	qoteeo	y	RIGHT	chy	RF1b	1	RIGHT:chy	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	angetrocknet	angetrocknet	LEARNED_CH_DRY_ACTION	abgetrennter Anfang einer längeren CH-Form	0	0	1	0	podeesho oteeos sheor qoteeo ch y shkeey chekeod	podeesho oteeos sheos qokeeo chckhhy shkeey chekeod	po eesheo oteeos eos qoteeo chy shkeey chekeod	[ch:?]	angetrocknet	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[podeesho:?]; [oteeos:?]; feuchter Drogenteil; [qoteeo:?]; angetrocknet; [shkeey:?]; [chekeod:?]	0	1	0
G664-T0013	f102v2	f102v2.18	3	3	6	okeol	P	MEDIAL	P	A	1	EXTRACT	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	chyokeor	okeol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	O_PREP+K_HOT+E_MIDDLE+OL_BASE	heißer Drogenstoff ohne Auszug	1	1	1	0	ocheos chyokeor okeol okeol shy y	ocheos chy okeor okeol okeol shy o	ocheo s chy okeor okeol okeol shy	[okeol:?]	Grundansatz bis zur mittleren Heizstufe erwärmt	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[ocheos:?]; [chyokeor:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; Grundansatz bis zur mittleren Heizstufe erwärmt; leicht angefeuchtet.	1	0	0
G664-T0014	f102v2	f102v2.18	4	4	6	okeol	P	MEDIAL	P	A	1	EXTRACT	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	okeol	shy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	O_PREP+K_HOT+E_MIDDLE+OL_BASE	heißer Drogenstoff ohne Auszug	1	1	1	0	ocheos chyokeor okeol okeol shy y	ocheos chy okeor okeol okeol shy o	ocheo s chy okeor okeol okeol shy	[okeol:?]	Grundansatz bis zur mittleren Heizstufe erwärmt	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[ocheos:?]; [chyokeor:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; Grundansatz bis zur mittleren Heizstufe erwärmt; leicht angefeuchtet.	1	0	0
G664-T0015	f102v2	f102v2.19	3	3	13	o	P	MEDIAL	P	A	1	LIQUID	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	O_FREE_ANSATZWASSER	qoeeor	eoy	NONE	NONE	NONE	0	NONE	NO_EXACT_LOCAL_READER_JOIN	Ansatzwasser	Ansatzwasser	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	0	0	1	0	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	dcheo qoeeor oeoikhy cheos ol or ol okeeor ain	deeeo qoeeas o eoy cheos o l or ol okeeos ain	[o:?]	Ansatzwasser	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[deeeo:?]; [qoeeor:?]; Ansatzwasser; [eoy:?]; [cheos:?]; Grundansatz; Drogenportion; Grundansatz; [okeeos:?]; zwei Teile	0	1	0
G664-T0016	f102v2	f102v2.19	6	6	13	o	P	MEDIAL	P	A	1	LIQUID	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	O_READER_MERGE_RIGHT_KNOWN	cheos	l	RIGHT	ol	IT2a	1	RIGHT:ol	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	Grundansatz	Grundansatz	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	0	0	1	0	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	dcheo qoeeor oeoikhy cheos ol or ol okeeor ain	deeeo qoeeas o eoy cheos o l or ol okeeos ain	[o:?]	Grundansatz	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[deeeo:?]; [qoeeor:?]; Ansatzwasser; [eoy:?]; [cheos:?]; Grundansatz; Drogenportion; Grundansatz; [okeeos:?]; zwei Teile	0	1	0
G664-T0017	f102v2	f102v2.19	8	8	13	o	P	MEDIAL	P	A	1	LIQUID	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	O_READER_MERGE_RIGHT_KNOWN	l	r	RIGHT	or	IT2a+RF1b	1	RIGHT:or	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	Drogenportion	Drogenportion	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	0	0	1	0	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	dcheo qoeeor oeoikhy cheos ol or ol okeeor ain	deeeo qoeeas o eoy cheos o l or ol okeeos ain	[o:?]	Drogenportion	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[deeeo:?]; [qoeeor:?]; Ansatzwasser; [eoy:?]; [cheos:?]; Grundansatz; Drogenportion; Grundansatz; [okeeos:?]; zwei Teile	0	1	0
G664-T0018	f102v2	f102v2.19	10	10	13	o	P	MEDIAL	P	A	1	LIQUID	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	O_READER_MERGE_RIGHT_KNOWN	r	l	RIGHT	ol	IT2a+RF1b	1	RIGHT:ol	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	Grundansatz	Grundansatz	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	0	0	1	0	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	dcheo qoeeor oeoikhy cheos ol or ol okeeor ain	deeeo qoeeas o eoy cheos o l or ol okeeos ain	[o:?]	Grundansatz	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[deeeo:?]; [qoeeor:?]; Ansatzwasser; [eoy:?]; [cheos:?]; Grundansatz; Drogenportion; Grundansatz; [okeeos:?]; zwei Teile	0	1	0
G664-T0019	f102v2	f102v2.21	3	3	14	od	P	MEDIAL	P	A	1	ACTION	LEARNED_ACTION_WHOLE	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	OD_ACTION	s	eey	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	miss vom Ansatz ab	miss vom Ansatz ab	O_PREP+D_MEASURE_ACTION	bloßes Ansatzschlusszeichen	0	0	1	0	ycheey s od eey okeeor cheol os oiin oeees okear chey keey saiin oteo	ycheey s odeeeey okeeor cheol or oiin oeees okear chey keey saiin oteos	ycheey s odeey okeeor cheol os oiin oeees okear chey keey s aiin oteo	[od:?]	miss vom Ansatz ab	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ycheey:?]; Samen-/Saatgutposten; miss vom Ansatz ab; [eey:?]; [okeeor:?]; trockener Drogenstoff; [os:?]; Zubereitungsform III; [oeees:?]; [okear:?]; bis zur mittleren Trockenstufe; bis zur Heizendstufe; Samen/Saatgut, Typ/Charge III; [oteo:?]	1	0	0
G664-T0020	f102v2	f102v2.32	4	4	12	okeol	P	MEDIAL	P	A	1	EXTRACT	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	shoar	shoy	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	O_PREP+K_HOT+E_MIDDLE+OL_BASE	heißer Drogenstoff ohne Auszug	1	1	1	0	dar cheor shoar okeol shoy s ar oky cheeor ol daiin sy	dar cheor sheor okeol shoy s ar oky cheeor ol daiin sy	dor cheos sho r okeol shoy s ar oky cheeor ol daiin sy	[okeol:?]	Grundansatz bis zur mittleren Heizstufe erwärmt	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	abgemessene Fraktion I; trockener Drogenteil; [shoar:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; [shoy:?]; Samen-/Saatgutposten; Drogenfraktion I; leicht erhitzter Ansatz; [cheeor:?]; Grundansatz; Stufe III; Saatgut in Grundform	1	0	0
G664-T0021	f102v2	f102v2.33	5	5	12	o	P	MEDIAL	P	A	1	LIQUID	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	O_READER_MERGE_RIGHT_NOVEL	cheor	s	RIGHT	os	IT2a	0	RIGHT:os	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	Ansatz mit s	Ansatz mit s	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	0	0	1	0	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin	qokeor sho keeeos cheor os al chos aiiin oky okar aiin	qokeor sho keeeos cheor o s al chos aiiin oky okar aiin	[o:?]	Ansatz mit s	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qokeor:?]; feuchter Ansatz; [keeeos:?]; trockener Drogenteil; Ansatz mit s; Rohstoff I; [chos:?]; vier Teile; leicht erhitzter Ansatz; [okaraiin:?]	0	1	0
G664-T0022	f102v2	f102v2.33	10	10	12	o	P	MEDIAL	P	A	1	LIQUID	CONTEXT_SCOPED_SHORT_FORM	OCCURRENCE_SCOPED_READER_MERGE_OR_FREE_DEFAULT	O_READER_MERGE_RIGHT_KNOWN	aiiin	ky	RIGHT	oky	IT2a+RF1b	1	RIGHT:oky	ACCEPT_LOCAL_MINIMUM_ALIGNMENT	leicht erhitzter Ansatz	leicht erhitzter Ansatz	LEARNED_FREE_WATER_SIGLUM	freies Ansatzzeichen oder Öl	0	0	1	0	qokeor sho keeeos cheor o s al chos aiiin o ky okaraiin	qokeor sho keeeos cheor os al chos aiiin oky okar aiin	qokeor sho keeeos cheor o s al chos aiiin oky okar aiin	[o:?]	leicht erhitzter Ansatz	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[qokeor:?]; feuchter Ansatz; [keeeos:?]; trockener Drogenteil; Ansatz mit s; Rohstoff I; [chos:?]; vier Teile; leicht erhitzter Ansatz; [okaraiin:?]	0	1	0
G664-T0023	f102v2	f102v2.34	6	6	8	ctheor	P	MEDIAL	P	A	1	HERB	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	okchol	okey	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	eine Portion Krautdroge	eine Portion Krautdroge	CTH_HERB+E_MIDDLE+OR_PORTION	trockener Drogenteil ohne Krautwert	0	0	1	0	sorshey okeeor sheockhey qokeos okchol ctheor okey sal	sor shey okeeor sheockhey qokeos okeeol ctheor okey sal	sos shey okeeor sheockhey qokeos okeeol ctheos okey sal	[ctheor:?]	eine Portion Krautdroge	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[sorshey:?]; [okeeor:?]; feucht angesetztes Arzneikompositum in der Gradmitte; [qokeos:?]; heißer Ansatz aus Trockengut; eine Portion Krautdroge; Ansatz bis zur mittleren Heizstufe; Saat-Rohstoff I	1	0	0
G664-T0024	f102v2	f102v2.35	8	8	10	teody	P	MEDIAL	P	A	1	ACTION	LEARNED_ACTION_WHOLE	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	TEODY_ACTION	cheo	qokeol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	kühle den Ansatz ab und schließe	kühle den Ansatz ab und schließe	T_COLD+E_MIDDLE+O_PREP+DY_FINISHED	kalter Gradzustand ohne Ansatz	0	0	1	0	ychor sheol por sheeor shekeey qoky cheo teody qokeol daiin	ychor sheol por sheeor shekeey qoky cheo keody qokeol dain	ychor sheol por sheeor shekeey qoky che teody qokeol daiin	[teody:?]	kühle den Ansatz ab und schließe	UNKNOWN_SURFACE	READER_BOUNDARY_UNSTABLE	[ychor:?]; feuchtes Material; Pulverportion; [sheeor:?]; [shekeey:?]; leicht erhitzt; trocken angesetzte Zubereitung; kühle den Ansatz ab und schließe; [qokeol:?]; Stufe III	1	0	0
G664-T0025	f102v2	f102v2.39	4	4	4	orain	P	EOS	P	A	1	MEASURE	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	cheekey	<EOS>	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Drogenportion II	Drogenportion II	OR_PORTION+A+IN_II	Qualitätsgrad II	1	1	1	1	yotaiin cheor cheekey orain	yotaiin cheor cheekey orain	yotaiin cheor cheekey orain	[orain:?]	Drogenportion II	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	[yotaiin:?]; trockener Drogenteil; [cheekey:?]; Drogenportion II	1	0	0
G664-T0026	f103r	f103r.10	4	4	14	okeol	P	MEDIAL	S	B	3	EXTRACT	PRODUCTIVE_COMPOUND	EXACT_WHITESPACE_WHOLE_WITH_OPTIONAL_PRACTICAL_RENDER	EXACT_WHOLE	oain	chol	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	Grundansatz bis zur mittleren Heizstufe erwärmt	Grundansatz bis zur mittleren Heizstufe erwärmt	O_PREP+K_HOT+E_MIDDLE+OL_BASE	heißer Drogenstoff ohne Auszug	1	1	1	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	daiin ol oain okeol chal okam chety shedy otaiin shedy teolshy oteedy sarain	daiin al oain okeol chal okam chety shedy otaiin shedy teolshy oteedy s ar ain	[okeol:?]	Grundansatz bis zur mittleren Heizstufe erwärmt	UNKNOWN_SURFACE	KNOWN_EXACT_WHOLE	drei Maße; Grundansatz; [oain:?]; Grundansatz bis zur mittleren Heizstufe erwärmt; Trockengut; ein Maß heißen Ansatzes; trocken-kalte gebundene Form; bis zur mittleren Einweichstufe gebracht; kalt im Zubereitungsrahmen, Grad III; bis zur mittleren Einweichstufe gebracht; [teolshy:?]; Ansatz auf Kühlendstufe abgeschlossen; Samenportion; zwei Teile	1	0	0
