family	surface	card_type	occurrences	lines	pages	working_default_de	composition	claim_scope
ACTION	cheky	LEARNED_ACTION_WHOLE	55	55	42	bis zur mittleren Trockenstufe, dann leicht erhitzen	CHE_DRY_MIDDLE+KY_HOT_START	exact whole; composition predicts relatives only as a future explicit card
ACTION	qodaim	LEARNED_ACTION_WHOLE	1	1	1	nimm zwei Maße	LEARNED_QODAIM_MEASURE_II	exact whole; composition predicts relatives only as a future explicit card
ACTION	qotoeey	LEARNED_ACTION_WHOLE	2	2	2	kühle den Ansatz vollständig	QO_COMMAND+T_COLD+O_PREP+EEY_END	exact whole; composition predicts relatives only as a future explicit card
ACTION	ajy	LEARNED_ACTION_WHOLE	1	1	1	fülle ein Bündel ab und schließe	LEARNED_BUNDLE_FILL_CLOSE_ACTION	exact whole; composition predicts relatives only as a future explicit card
ACTION	qokechdy	LEARNED_ACTION_WHOLE	3	3	3	erhitze und trockne bis zum Abschluss	QOK_HEAT+E_SEQUENCE+CHDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	cheolchey	LEARNED_ACTION_WHOLE	2	2	2	trockenen Drogenstoff bis Mittelstufe nachtrocknen	CHEOL_DRY_MATERIAL+CHEY_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
ACTION	qolkchey	LEARNED_ACTION_WHOLE	1	1	1	gib heiß getrocknete Droge hinzu	QOL_ADD+KCHEY_HOT_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
ACTION	qokeed	LEARNED_ACTION_WHOLE	16	16	14	erhitze bis zur Endstufe und schließe ab	QOK_HEAT+EE_END+D_CLOSED	exact whole; composition predicts relatives only as a future explicit card
ACTION	oin	LEARNED_ACTION_WHOLE	7	7	7	bereite einen zweiten Ansatz	O_PREP+IN_II_ACTION	exact whole; composition predicts relatives only as a future explicit card
ACTION	qykaiin	LEARNED_ACTION_WHOLE	1	1	1	erhitze hiervon bis Stufe III	Q_COMMAND+Y_REFERENCE+KAIIN_HOT_III	exact whole; composition predicts relatives only as a future explicit card
ACTION	qokam	LEARNED_ACTION_WHOLE	25	25	21	nimm ein Maß und erhitze es	QOK_HEAT+AM_UNIT_I	exact whole; composition predicts relatives only as a future explicit card
ACTION	dytain	LEARNED_ACTION_WHOLE	1	1	1	danach auf Kühlstufe II	DY_SEQUENCE+T_COLD+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
ACTION	dykshy	LEARNED_ACTION_WHOLE	1	1	1	danach heiß anfeuchten	DY_SEQUENCE+K_HOT+SHY_MOIST_START	exact whole; composition predicts relatives only as a future explicit card
ACTION	loly	LEARNED_ACTION_WHOLE	5	5	4	seihe den Holzabsud ab	L_WOOD+OLY_STRAIN_ACTION	exact whole; composition predicts relatives only as a future explicit card
ACTION	techedy	LEARNED_ACTION_WHOLE	1	1	1	kühle die vollständig getrocknete Droge ab	T_COLD+E_SEQUENCE+CHEDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	chcthdy	LEARNED_ACTION_WHOLE	7	7	7	trockne die Krautdroge vollständig	CH_DRY+CTH_HERB+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	cheolkain	LEARNED_ACTION_WHOLE	1	1	1	erhitze den getrockneten Drogenstoff auf Stufe II	CHEOL_DRY_MATERIAL+K_HOT+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
ACTION	rolkeedy	LEARNED_ACTION_WHOLE	1	1	1	erhitze den Wurzelauszug vollständig	R_ROOT+OL_BASE+K_HOT+EE_END+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	teody	LEARNED_ACTION_WHOLE	7	7	6	kühle den Ansatz ab und schließe	T_COLD+E_MIDDLE+O_PREP+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
ACTION	chokain	LEARNED_ACTION_WHOLE	10	10	8	erhitze den Trockenansatz auf Stufe II	CH_DRY+O_PREP+K_HOT+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
ACTION	qoeeeety	LEARNED_ACTION_WHOLE	1	1	1	lasse den Ansatz vollständig abkühlen und ruhen	LEARNED_LONG_COOL_REST_ACTION	exact whole; composition predicts relatives only as a future explicit card
ACTION	qoeey	LEARNED_ACTION_WHOLE	12	12	10	nimm die Endportion hinzu	LEARNED_END_PORTION_ADD_ACTION	exact whole; composition predicts relatives only as a future explicit card
ACTION	chodey	LEARNED_ACTION_WHOLE	1	1	1	Trockenansatz bis zur mittleren Stufe fertigstellen	CHO_DRY_PREP+DEY_MIDDLE_FINISH	exact whole; composition predicts relatives only as a future explicit card
COLD	cheotchey	PRODUCTIVE_COMPOUND	1	1	1	Trockenansatz bis zur mittleren Kühlstufe	CHEO_DRY_PREP+TCHEY_COLD_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
COLD	teeedy	PRODUCTIVE_COMPOUND	4	4	4	vollständig abgekühlt und abgeschlossen	T_COLD+EEE_END_III+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
COLD	tedyol	PRODUCTIVE_COMPOUND	1	1	1	Grundansatz bis zur mittleren Kühlstufe gebracht und abgeschlossen	T_COLD+E_MIDDLE+DY_FINISHED+OL_BASE	exact whole; composition predicts relatives only as a future explicit card
DRY	orchedy	PRODUCTIVE_COMPOUND	1	1	1	Portion vollständig getrocknete Droge	OR_PORTION+CHEDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
DRY	choar	PRODUCTIVE_COMPOUND	2	2	2	Trockenansatz, Fraktion I	CHO_DRY_PREP+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
DRY	chees	PRODUCTIVE_COMPOUND	32	32	27	vollständig getrocknete Kräutermischung	CH_DRY+EE_END+S_DRUG_MIXTURE	exact whole; composition predicts relatives only as a future explicit card
DRY	chean	PRODUCTIVE_COMPOUND	2	2	2	leicht angetrocknete Droge	CH_DRY+E_MIDDLE+A+N_I	exact whole; composition predicts relatives only as a future explicit card
DRY	cheain	PRODUCTIVE_COMPOUND	2	2	2	Droge bis zur Trockenstufe II	CH_DRY+E_MIDDLE+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ychklkaiin	ENTRY_COMPOSITE	1	1	1	nimm Holzdroge, trockne und erhitze sie auf Stufe III	Y_REFERENCE+CHK_HOT_DRY+L_WOOD+KAIIN_III	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ycheodain	ENTRY_COMPOSITE	1	1	1	nimm hierzu zwei Dosen Trockenansatz	Y_REFERENCE+CHEO_DRY_PREP+DAIN_DOSE_II	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykanam	ENTRY_COMPOSITE	1	1	1	nimm hiervon ein Maß und erwärme es leicht	Y_REFERENCE+KAN_HOT_I+AM_UNIT_I	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykeedar	ENTRY_COMPOSITE	1	1	1	erhitze hiervon die erste Fraktion vollständig	Y_REFERENCE+KEE_HOT_END+D_AR_MEASURED_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ycheo	ENTRY_COMPOSITE	9	9	8	nimm hierzu den Trockenansatz	Y_REFERENCE+CHEO_DRY_PREP	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykchon	ENTRY_COMPOSITE	1	1	1	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	Y_REFERENCE+KCHO_HOT_DRY_PREP+N_I	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykolody	ENTRY_COMPOSITE	1	1	1	nimm hiervon den heißen Auszug und stelle ihn fertig	Y_REFERENCE+KOL_HOT_MATERIAL+ODY_FINISHED_EXTRACT	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykar	ENTRY_COMPOSITE	31	30	24	nimm hiervon die erste erhitzte Drogenfraktion	Y_REFERENCE+KAR_HOT_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ykain	ENTRY_COMPOSITE	11	11	8	erhitze hiervon auf Stufe II	Y_REFERENCE+K_HOT+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
ENTRY	yshey	ENTRY_COMPOSITE	11	11	10	weiche hiervon bis zur mittleren Stufe ein	Y_REFERENCE+SHEY_MOIST_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ytar	ENTRY_COMPOSITE	21	21	15	nimm hiervon die erste gekühlte Drogenfraktion	Y_REFERENCE+TAR_COLD_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
ENTRY	ytas	ENTRY_COMPOSITE	1	1	1	nimm hierzu einen Teil kalte Droge	Y_REFERENCE+T_COLD+A_PART+S_DRUG	exact whole; composition predicts relatives only as a future explicit card
EXTRACT	okeol	PRODUCTIVE_COMPOUND	44	40	25	Grundansatz bis zur mittleren Heizstufe erwärmt	O_PREP+K_HOT+E_MIDDLE+OL_BASE	exact whole; composition predicts relatives only as a future explicit card
EXTRACT	oleeeb	LEARNED_WHOLE	1	1	1	stark eingedickter Holzdrogenauszug	LEARNED_THICKENED_WOOD_EXTRACT_WHOLE	exact whole; composition predicts relatives only as a future explicit card
FLOWER	okshor	PRODUCTIVE_COMPOUND	1	1	1	heißer Blüten- oder Fruchtansatz	O_PREP+K_HOT+SHOR_FLOWER_PART	exact whole; composition predicts relatives only as a future explicit card
FLOWER	cfhar	PRODUCTIVE_COMPOUND	1	1	1	Blütenfraktion I	CFH_FLOWER_WHOLE+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
FLOWER	choror	PRODUCTIVE_COMPOUND	2	2	2	Portion Blüten- oder Fruchtdroge	CHOR_PLANT_PART+OR_PORTION	exact whole; composition predicts relatives only as a future explicit card
FRACTION	darshy	PRODUCTIVE_COMPOUND	1	1	1	abgemessene Fraktion I, leicht angefeuchtet	D_MEASURE+AR_FRACTION_I+SHY_MOIST_START	exact whole; composition predicts relatives only as a future explicit card
FRACTION	keear	PRODUCTIVE_COMPOUND	4	4	3	erste Drogenfraktion vollständig erhitzt	K_HOT+EE_END+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
FRACTION	air	PRODUCTIVE_COMPOUND	56	55	35	zweite Drogenfraktion	AIR_FRACTION_II	exact whole; composition predicts relatives only as a future explicit card
FRACTION	arol	PRODUCTIVE_COMPOUND	8	8	8	Grundauszug, Fraktion I	AR_FRACTION_I+OL_BASE	exact whole; composition predicts relatives only as a future explicit card
HERB	shcthey	PRODUCTIVE_COMPOUND	4	4	4	angefeuchtete Krautdroge, Form I	SH_MOIST+CTH_HERB+EY_FORM_I	exact whole; composition predicts relatives only as a future explicit card
HERB	octhol	PRODUCTIVE_COMPOUND	1	1	1	Krautdroge im Ansatz	O_PREP+CTHOL_HERB_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
HERB	cthorchy	PRODUCTIVE_COMPOUND	1	1	1	Portion Krautdroge, leicht angetrocknet	CTHOR_HERB_PORTION+CHY_DRY_START	exact whole; composition predicts relatives only as a future explicit card
HERB	ctheor	PRODUCTIVE_COMPOUND	4	4	4	eine Portion Krautdroge	CTH_HERB+E_MIDDLE+OR_PORTION	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	kchochaiin	PRODUCTIVE_COMPOUND	1	1	1	Trockenansatz bis Stufe III erhitzt und getrocknet	K_HOT+CHO_DRY_PREP+CHAIIN_DRY_III	exact whole; composition predicts relatives only as a future explicit card
HOT_DRY	kchain	PRODUCTIVE_COMPOUND	1	1	1	heiß getrocknete Droge, Stufe II	K_HOT+CHAIN_DRY_II	exact whole; composition predicts relatives only as a future explicit card
HOT_PREP	okeeaiin	PRODUCTIVE_COMPOUND	1	1	1	drei Teile vollständig erhitzter Ansatz	O_PREP+K_HOT+EE_END+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
HOT_PREP	okam	PRODUCTIVE_COMPOUND	27	27	24	ein Maß heißen Ansatzes	O_PREP+K_HOT+AM_UNIT_I	exact whole; composition predicts relatives only as a future explicit card
LIQUID	o	CONTEXT_SCOPED_SHORT_FORM	146	138	86	Ansatzwasser	LEARNED_FREE_WATER_SIGLUM	exact whole; composition predicts relatives only as a future explicit card
MEASURE	daiindy	PRODUCTIVE_COMPOUND	3	3	2	drei Maße, abgeteilt und abgeschlossen	D_MEASURE+A+IIN_III+DY_CLOSE	exact whole; composition predicts relatives only as a future explicit card
MEASURE	aiinal	PRODUCTIVE_COMPOUND	2	2	2	drei Teile Rohdroge I	AIIN_AMOUNT_III+AL_RAW_I	exact whole; composition predicts relatives only as a future explicit card
MEASURE	dalam	PRODUCTIVE_COMPOUND	4	4	4	ein Maß Rohdroge I	D_MEASURE+AL_RAW_I+AM_UNIT_I	exact whole; composition predicts relatives only as a future explicit card
MEASURE	dsheol	PRODUCTIVE_COMPOUND	9	9	9	eine Dosis eingeweichte Droge	D_DOSE+SHEOL_MOIST_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
MEASURE	teeodain	PRODUCTIVE_COMPOUND	1	1	1	zwei Maße vollständig gekühlter Ansatz	T_COLD+EE_END+O_PREP+DAIN_DOSE_II	exact whole; composition predicts relatives only as a future explicit card
MEASURE	chodaiin	PRODUCTIVE_COMPOUND	42	41	34	Trockenansatz, Dosis III	CHO_DRY_PREP+D_A+IIN_DOSE_III	exact whole; composition predicts relatives only as a future explicit card
MEASURE	orain	PRODUCTIVE_COMPOUND	16	16	14	Drogenportion II	OR_PORTION+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
MEASURE	dshy	PRODUCTIVE_COMPOUND	6	6	6	eine Dosis leicht angefeuchtete Droge	D_DOSE+SHY_MOIST_START	exact whole; composition predicts relatives only as a future explicit card
MEASURE	daram	PRODUCTIVE_COMPOUND	6	6	6	ein Maß Fraktion I	D_MEASURE+AR_FRACTION_I+AM_UNIT_I	exact whole; composition predicts relatives only as a future explicit card
MEASURE	daiidy	PRODUCTIVE_COMPOUND	5	5	5	drei Maße, vollständig abgeteilt	D_MEASURE+A+II_VALUE+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
MEASURE	dcholdy	PRODUCTIVE_COMPOUND	1	1	1	eine Dosis fertig getrocknete Droge	D_DOSE+CHOLDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
MEASURE	chokolg	PRODUCTIVE_COMPOUND	1	1	1	ein Gran heißen Trockenabsud	CHO_DRY_PREP+KOL_HOT_EXTRACT+G_GRAIN_SIGLUM	exact whole; composition predicts relatives only as a future explicit card
MEASURE	dochod	PRODUCTIVE_COMPOUND	1	1	1	eine Dosis abgeschlossener Trockenansatz	D_DOSE+O_PREP+CHOD_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
MEASURE	kcharg	PRODUCTIVE_COMPOUND	1	1	1	ein Gran erhitzte Trockenfraktion I	K_HOT+CH_DRY+AR_FRACTION_I+G_GRAIN_SIGLUM	exact whole; composition predicts relatives only as a future explicit card
MEASURE	m	CONTEXT_SCOPED_SHORT_FORM	6	6	6	eine Handvoll	LEARNED_MANIPULUS_SIGLUM	exact whole; composition predicts relatives only as a future explicit card
MEASURE	ydain	PRODUCTIVE_COMPOUND	4	4	4	davon zwei Maße	Y_REFERENCE+D+A+IN_II	exact whole; composition predicts relatives only as a future explicit card
MEASURE	dara	PRODUCTIVE_COMPOUND	1	1	1	eine gleiche Menge der ersten Fraktion	DAR_MEASURED_FRACTION_I+A_EQUAL_PART	exact whole; composition predicts relatives only as a future explicit card
MEASURE	chkag	PRODUCTIVE_COMPOUND	1	1	1	ein Gran trocken-heiße Droge	CH_DRY+K_HOT+A_PART+G_GRAIN_SIGLUM	exact whole; composition predicts relatives only as a future explicit card
MEASURE	ydair	PRODUCTIVE_COMPOUND	2	2	2	davon zwei Teile der Fraktion	Y_REFERENCE+DAIR_MEASURED_FRACTION_II	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	shas	PRODUCTIVE_COMPOUND	1	1	1	angefeuchtete Kräutermischung	SH_MOIST+AS_DRUG_MIXTURE	exact whole; composition predicts relatives only as a future explicit card
MOIST_PREP	oshol	PRODUCTIVE_COMPOUND	1	1	1	Mazerat aus eingeweichter Droge	O_PREP+SHOL_MOIST_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
PLANT_PART	chorar	PRODUCTIVE_COMPOUND	1	1	1	Pflanzenteil-Fraktion I	CHOR_PLANT_PART+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
POWDER	opchedy	PRODUCTIVE_COMPOUND	48	46	34	vollständig getrocknetes Pulverpräparat	O_PREP+P_POWDER+CHEDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
POWDER	opol	PRODUCTIVE_COMPOUND	3	3	3	Pulveransatz	O_PREP+POL_POWDER_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
PREPARATION	odys	PRODUCTIVE_COMPOUND	1	1	1	fertige Arzneimischung im Ansatz	O_PREP+DY_FINISHED+S_DRUG_MIXTURE	exact whole; composition predicts relatives only as a future explicit card
PREPARATION	oeeeody	PRODUCTIVE_COMPOUND	1	1	1	lange geruhter, fertig abgezogener Ansatz	O_PREP+EEE_LONG_REST+O_EXTRACT+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
RAW_MATERIAL	okaial	PRODUCTIVE_COMPOUND	1	1	1	heißer Ansatz aus drei Teilen Rohdroge I	O_PREP+K_HOT+AI_AL_RAW_III	exact whole; composition predicts relatives only as a future explicit card
ROOT	chery	PRODUCTIVE_COMPOUND	1	1	1	getrocknete Rohwurzel	CH_DRY+E_MIDDLE+R_ROOT+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
ROOT	lr	LEARNED_WHOLE	10	10	9	Wurzelholz	LEARNED_WOOD_ROOT_WHOLE	exact whole; composition predicts relatives only as a future explicit card
SEED	ssheey	PRODUCTIVE_COMPOUND	2	2	1	vollständig eingeweichtes Saatgut	S_SEED+SHEEY_MOIST_END	exact whole; composition predicts relatives only as a future explicit card
SEED	chsy	PRODUCTIVE_COMPOUND	1	1	1	getrocknetes Saatgut	CH_DRY+SY_SEED_BASE	exact whole; composition predicts relatives only as a future explicit card
SEED	oeeesoy	PRODUCTIVE_COMPOUND	1	1	1	lange geruhter Samenmazerat	O_MACERATION+EEE_LONG+S_SEED+O_PREP+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
SEED	schaiin	PRODUCTIVE_COMPOUND	1	1	1	getrocknetes Saatgut, Stufe III	S_SEED+CH_DRY+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
SEED	sokol	PRODUCTIVE_COMPOUND	1	1	1	heißer Saatgutabsud	S_SEED+O_PREP+KOL_HOT_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
SEED	solor	PRODUCTIVE_COMPOUND	1	1	1	eine Portion Saatgutansatz	SOL_SEED_PREP+OR_PORTION	exact whole; composition predicts relatives only as a future explicit card
SEED	salchey	PRODUCTIVE_COMPOUND	1	1	1	Saatrohstoff bis zur mittleren Trockenstufe	SAL_SEED_RAW+CHEY_DRY_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
SEED	saltar	PRODUCTIVE_COMPOUND	1	1	1	kalte Saatgutfraktion I	SAL_SEED_RAW+TAR_COLD_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
SEED	salshey	PRODUCTIVE_COMPOUND	1	1	1	Saatrohstoff bis zur mittleren Einweichstufe	SAL_SEED_RAW+SHEY_MOIST_MIDDLE	exact whole; composition predicts relatives only as a future explicit card
SEED	solkeedy	PRODUCTIVE_COMPOUND	3	3	2	Saatgutansatz vollständig erhitzt	SOL_SEED_PREP+K_HOT+EE_END+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
WOOD	olcheeo	PRODUCTIVE_COMPOUND	1	1	1	Holzdrogenauszug aus vollständig getrockneter Droge	O_PREP+L_WOOD+CHEE_DRY_END+O_EXTRACT	exact whole; composition predicts relatives only as a future explicit card
WOOD	lkaiin	PRODUCTIVE_COMPOUND	48	47	21	Holzdroge, heiß auf Stufe III	L_WOOD+K_HOT+A+IIN_III	exact whole; composition predicts relatives only as a future explicit card
WOOD	olkeey	PRODUCTIVE_COMPOUND	35	35	24	Holzdrogenansatz vollständig erhitzt	O_PREP+L_WOOD+K_HOT+EEY_END	exact whole; composition predicts relatives only as a future explicit card
WOOD	olar	PRODUCTIVE_COMPOUND	11	11	9	erste Holzrohstofffraktion im Ansatz	O_PREP+L_WOOD+AR_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
WOOD	oleey	PRODUCTIVE_COMPOUND	2	2	2	Holzdrogenansatz vollständig ausgezogen	O_PREP+L_WOOD+EEY_END	exact whole; composition predicts relatives only as a future explicit card
WOOD	lkol	PRODUCTIVE_COMPOUND	3	3	3	heißer Holzabsud	L_WOOD+KOL_HOT_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
WOOD	lchar	PRODUCTIVE_COMPOUND	3	3	3	trockene Holzfraktion I	L_WOOD+CHAR_DRY_FRACTION_I	exact whole; composition predicts relatives only as a future explicit card
WOOD	olkeeody	PRODUCTIVE_COMPOUND	5	5	5	vollständig ausgekochter Holzdrogenauszug	O_PREP+L_WOOD+K_HOT+EE_END+O_EXTRACT+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
WOOD	oldair	PRODUCTIVE_COMPOUND	1	1	1	zweite abgemessene Holzrohstofffraktion im Ansatz	O_PREP+L_WOOD+DAIR_MEASURED_FRACTION_II	exact whole; composition predicts relatives only as a future explicit card
WOOD	olchedy	PRODUCTIVE_COMPOUND	34	33	22	Holzdroge im Ansatz fertig getrocknet	O_PREP+L_WOOD+CHEDY_DRY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
WOOD	olshedy	PRODUCTIVE_COMPOUND	17	17	11	Holzdroge im Ansatz vollständig eingeweicht	O_PREP+L_WOOD+SHEDY_MOIST_FINISHED	exact whole; composition predicts relatives only as a future explicit card
WOOD	olchy	PRODUCTIVE_COMPOUND	9	9	9	Holzdroge im Ansatz leicht getrocknet	O_PREP+L_WOOD+CHY_DRY_BASE	exact whole; composition predicts relatives only as a future explicit card
WOOD	lshckhy	PRODUCTIVE_COMPOUND	1	1	1	angefeuchtete Kräutermischung mit Drogenholz	L_WOOD+SH_MOIST+CKH_COMPOSITE+Y_BASE	exact whole; composition predicts relatives only as a future explicit card
WOOD	olsheol	PRODUCTIVE_COMPOUND	3	3	3	eingeweichte Holzdroge im Ansatz	O_PREP+L_WOOD+SHEOL_MOIST_MATERIAL	exact whole; composition predicts relatives only as a future explicit card
WOOD	lky	PRODUCTIVE_COMPOUND	19	18	13	Holzdroge, leicht erhitzt	L_WOOD+KY_HOT_START	exact whole; composition predicts relatives only as a future explicit card
WOOD	olkeedy	PRODUCTIVE_COMPOUND	42	42	25	Holzdrogenansatz vollständig erhitzt und abgeschlossen	O_PREP+L_WOOD+K_HOT+EE_END+DY_FINISHED	exact whole; composition predicts relatives only as a future explicit card
WOOD	olpchdy	PRODUCTIVE_COMPOUND	1	1	1	fertiges Trockenpulver aus Holzdroge im Ansatz	O_PREP+L_WOOD+PCHDY_DRY_POWDER_FINISHED	exact whole; composition predicts relatives only as a future explicit card
