card_id	rendering_class	surface	reader_merge_surface	occurrences	working_render_de	selection_rule	semantic_effect
G664-C030	LABEL_SIGLUM	arol	NONE	1	[Grundauszug, Fraktion I-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C031	LABEL_SIGLUM	daiindy	NONE	1	[drei Maße, abgeteilt und abgeschlossen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C032	LABEL_SIGLUM	o	NONE	11	[Ansatzzeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C033	LABEL_SIGLUM	olkeedy	NONE	1	[Holzdrogenansatz vollständig erhitzt und abgeschlossen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C034	LABEL_SIGLUM	opol	NONE	1	[Pulveransatz-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C035	LOLY_ACTION	loly	NONE	5	seihe den Holzabsud ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C036	M_HANDFUL	m	NONE	3	eine Handvoll	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C037	M_READER_MERGE_LEFT_KNOWN	m	cthom	1	eine Handvoll Blatt- oder Krautansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C038	M_READER_MERGE_LEFT_NOVEL	m	alom	1	eine Handvoll alo	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C039	M_READER_MERGE_LEFT_NOVEL	m	dalm	1	eine Handvoll abgemessene Rohstoffmenge I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C040	OD_ACTION	od	NONE	8	miss vom Ansatz ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C041	OIN_ACTION	oin	NONE	7	bereite einen zweiten Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C042	OKEOTEEY_ACTION	okeoteey	NONE	1	erhitzten Ansatz bis zur Kühlendstufe bringen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C043	OO_ACTION	oo	NONE	1	setze ein zweites Mal an	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C044	O_FREE_ANSATZWASSER	o	NONE	47	Ansatzwasser	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C045	O_READER_MERGE_BOTH_NOVEL	o	kocheor	1	k im Ansatz mit trockener Drogenteil	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C046	O_READER_MERGE_BOTH_NOVEL	o	lolkeees	1	Pfund / Gewichtseinheit im Ansatz mit lkeees	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C047	O_READER_MERGE_BOTH_NOVEL	o	oxor	1	ox im Ansatz mit r	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C048	O_READER_MERGE_BOTH_NOVEL	o	shoteeody	1	sh im Ansatz mit teeody	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C049	O_READER_MERGE_BOTH_NOVEL	o	sokchol	1	s im Ansatz mit kchol	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C050	O_READER_MERGE_LEFT_NOVEL	o	cholo	1	Trockengut im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C051	O_READER_MERGE_RIGHT_KNOWN	o	oaiin	1	Ansatzmenge III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C052	O_READER_MERGE_RIGHT_KNOWN	o	oal	1	Rohstoff I im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C053	O_READER_MERGE_RIGHT_KNOWN	o	oar	2	Drogenfraktion I im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C054	O_READER_MERGE_RIGHT_KNOWN	o	ochedy	1	Ansatz aus getrockneter Droge, abgeschlossen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C055	O_READER_MERGE_RIGHT_KNOWN	o	ockhy	1	Ansatz eines Arzneikompositums am Gradanfang	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C056	O_READER_MERGE_RIGHT_KNOWN	o	octhey	1	Krautzubereitung, Form I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C057	O_READER_MERGE_RIGHT_KNOWN	o	odain	1	Zubereitungsdosis II	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C058	O_READER_MERGE_RIGHT_KNOWN	o	okaiin	3	Ansatz auf Heizstufe III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C059	O_READER_MERGE_RIGHT_KNOWN	o	okal	3	Rohstoff I, leicht erhitzt im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C060	O_READER_MERGE_RIGHT_KNOWN	o	okam	1	ein Maß heißen Ansatzes	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C061	O_READER_MERGE_RIGHT_KNOWN	o	okchan	1	heiß-trockener Ansatz, Grad I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C062	O_READER_MERGE_RIGHT_KNOWN	o	okchy	2	heiß-trockener Ansatz am Anfang des Grades	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C063	O_READER_MERGE_RIGHT_KNOWN	o	okedy	1	Ansatz bis zur mittleren Heizstufe, abgeschlossen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C064	O_READER_MERGE_RIGHT_KNOWN	o	okeedy	1	Ansatz auf Heizendstufe abgeschlossen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C065	O_READER_MERGE_RIGHT_KNOWN	o	okeey	1	Ansatz auf Heizendstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C066	O_READER_MERGE_RIGHT_KNOWN	o	okey	1	Ansatz bis zur mittleren Heizstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C067	O_READER_MERGE_RIGHT_KNOWN	o	okor	1	heiße Drogenportion im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C068	O_READER_MERGE_RIGHT_KNOWN	o	oky	2	leicht erhitzter Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C069	O_READER_MERGE_RIGHT_KNOWN	o	ol	14	Grundansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C070	O_READER_MERGE_RIGHT_KNOWN	o	olaiin	1	Drogenstoff, drei Teile	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C071	O_READER_MERGE_RIGHT_KNOWN	o	olkaiin	1	heiße Drogenbasis, Stufe III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C072	O_READER_MERGE_RIGHT_KNOWN	o	olkeedy	1	Holzdrogenansatz vollständig erhitzt und abgeschlossen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C073	O_READER_MERGE_RIGHT_KNOWN	o	olshedy	1	Holzdroge im Ansatz vollständig eingeweicht	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C074	O_READER_MERGE_RIGHT_KNOWN	o	olsheedy	1	vollständig eingeweichtes Drogenmaterial, fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C075	O_READER_MERGE_RIGHT_KNOWN	o	oor	1	Drogenportion im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C076	O_READER_MERGE_RIGHT_KNOWN	o	or	1	Drogenportion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C077	O_READER_MERGE_RIGHT_KNOWN	o	oraiin	1	Portion III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C078	O_READER_MERGE_RIGHT_KNOWN	o	otchey	1	kalt-trockener Ansatz in der Mitte des Grades	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C079	O_READER_MERGE_RIGHT_KNOWN	o	otchor	1	kalt-trockene Drogenportion im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C080	O_READER_MERGE_RIGHT_KNOWN	o	otchy	1	kalt-trockener Ansatz am Anfang des Grades	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C081	O_READER_MERGE_RIGHT_KNOWN	o	otshedy	1	kalt-feuchter Ansatz in der Mitte des Grades, abgeschlossen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C082	O_READER_MERGE_RIGHT_NOVEL	o	octhedy	1	Ansatz mit cthedy	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C083	O_READER_MERGE_RIGHT_NOVEL	o	oeeockhy	1	Ansatz mit eeockhy	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C084	O_READER_MERGE_RIGHT_NOVEL	o	ofychey	1	Ansatz mit fychey	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C085	O_READER_MERGE_RIGHT_NOVEL	o	okald	1	Ansatz mit kald	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C086	O_READER_MERGE_RIGHT_NOVEL	o	okalol	1	Ansatz mit heißer Rohstoff der ersten Klasse	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C087	O_READER_MERGE_RIGHT_NOVEL	o	okchdar	1	Ansatz mit kchdar	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C088	O_READER_MERGE_RIGHT_NOVEL	o	okchochor	1	Ansatz mit kchochor	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C089	O_READER_MERGE_RIGHT_NOVEL	o	okeeal	1	Ansatz mit keeal	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C090	O_READER_MERGE_RIGHT_NOVEL	o	okeeedy	2	Ansatz mit keeedy	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C091	O_READER_MERGE_RIGHT_NOVEL	o	okeeey	1	Ansatz mit keeey	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C092	O_READER_MERGE_RIGHT_NOVEL	o	okeeol	1	Ansatz mit stark erhitzter Drogenstoff	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C093	O_READER_MERGE_RIGHT_NOVEL	o	okody	1	Ansatz mit kody	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C094	O_READER_MERGE_RIGHT_NOVEL	o	okoiin	1	Ansatz mit koiin	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C095	O_READER_MERGE_RIGHT_NOVEL	o	okol	1	Ansatz mit heiß; nominal heißes Gut/Material	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C096	O_READER_MERGE_RIGHT_NOVEL	o	okom	1	Ansatz mit kom	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C097	O_READER_MERGE_RIGHT_NOVEL	o	olam	1	Ansatz mit Drogenholz: Maß-/Einheitsform I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C098	O_READER_MERGE_RIGHT_NOVEL	o	oleeckhey	1	Ansatz mit leeckhey	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C099	O_READER_MERGE_RIGHT_NOVEL	o	oqoeeosain	1	Ansatz mit qoeeosain	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C100	O_READER_MERGE_RIGHT_NOVEL	o	oqokeey	1	Ansatz mit bis zur Heizendstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C101	O_READER_MERGE_RIGHT_NOVEL	o	oqoky	1	Ansatz mit leicht erhitzt	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C102	O_READER_MERGE_RIGHT_NOVEL	o	oqol	1	Ansatz mit Drogenstoff zugeben	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C103	O_READER_MERGE_RIGHT_NOVEL	o	oroiiin	1	Ansatz mit Wurzeldroge: Formklasse IV	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C104	O_READER_MERGE_RIGHT_NOVEL	o	os	2	Ansatz mit s	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C105	O_READER_MERGE_RIGHT_NOVEL	o	oshedy	1	Ansatz mit bis zur mittleren Einweichstufe gebracht	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C106	O_READER_MERGE_RIGHT_NOVEL	o	osheeo	1	Ansatz mit sheeo	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C107	O_READER_MERGE_RIGHT_NOVEL	o	oshsodaiin	1	Ansatz mit shsodaiin	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C108	O_READER_MERGE_RIGHT_NOVEL	o	otolosheey	1	Ansatz mit tolosheey	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C109	O_READER_MERGE_RIGHT_NOVEL	o	otyol	1	Ansatz mit tyol	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C110	O_READER_MERGE_RIGHT_NOVEL	o	oykeey	1	Ansatz mit ykeey	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C111	QODAIM_ACTION	qodaim	NONE	1	nimm zwei Maße	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C112	QODCHY_ACTION	qodchy	NONE	2	nimm eine Dosis Trockendroge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C113	QOEEEETY_ACTION	qoeeeety	NONE	1	lasse den Ansatz vollständig abkühlen und ruhen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C114	QOEEY_ACTION	qoeey	NONE	12	nimm die Endportion hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C115	QOKAM_ACTION	qokam	NONE	25	nimm ein Maß und erhitze es	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C116	QOKECHDY_ACTION	qokechdy	NONE	3	erhitze und trockne bis zum Abschluss	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C117	QOKEEAIIN_ACTION	qokeeaiin	NONE	2	erhitze drei Teile bis zur Endstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C118	QOKEED_ACTION	qokeed	NONE	16	erhitze bis zur Endstufe und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C119	QOKEO_ACTION	qokeo	NONE	8	bereite einen heißen Auszug	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C120	QOK_HEAT_ACTION	qok	NONE	9	erhitze Folgendes:	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C121	QOK_READER_MERGE_RIGHT_KNOWN	qok	qokchol	1	heiß-trockenes Drogenmaterial	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C122	QOK_READER_MERGE_RIGHT_KNOWN	qok	qokshey	1	heiß und bis zur mittleren Einweichstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C123	QOK_READER_MERGE_RIGHT_NOVEL	qok	qokcho	1	erhitze Trockenansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C124	QOK_READER_MERGE_RIGHT_NOVEL	qok	qokodal	1	erhitze abgemessene Rohstoffmenge I im Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C125	QOLKCHEY_ACTION	qolkchey	NONE	1	gib heiß getrocknete Droge hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C126	QOOLDY_ACTION	qooldy	NONE	1	gib den fertigen Auszug hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C127	QOPCHDY_ACTION	qopchdy	NONE	16	nimm fertig getrocknetes Pulver	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C128	QORCHAIN_ACTION	qorchain	NONE	1	nimm zwei Teile Trockendroge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C129	QOTAM_ACTION	qotam	NONE	11	nimm ein Maß kalten Ansatzes	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C130	QOTOEEY_ACTION	qotoeey	NONE	2	kühle den Ansatz vollständig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C131	QOYKAM_ACTION	qoykam	NONE	1	nimm hiervon ein Maß und erhitze es	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C132	QYKAIIN_ACTION	qykaiin	NONE	1	erhitze hiervon bis Stufe III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C133	RARALCHL_ACTION	raralchl	NONE	1	trockne die rohe Wurzelfraktion I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C134	REFERENCE_WHOLE	ycheo	NONE	1	nimm hierzu den Trockenansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C135	REFERENCE_WHOLE	ykain	NONE	9	erhitze hiervon auf Stufe II	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C136	REFERENCE_WHOLE	ykanam	NONE	1	nimm hiervon ein Maß und erwärme es leicht	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C137	REFERENCE_WHOLE	ykar	NONE	25	nimm hiervon die erste erhitzte Drogenfraktion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C138	REFERENCE_WHOLE	ykchon	NONE	1	nimm hierzu einen heiß-trockenen Ansatz, Stufe I	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C139	REFERENCE_WHOLE	ykolody	NONE	1	nimm hiervon den heißen Auszug und stelle ihn fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C140	REFERENCE_WHOLE	yshey	NONE	1	weiche hiervon bis zur mittleren Stufe ein	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C141	REFERENCE_WHOLE	ytar	NONE	16	nimm hiervon die erste gekühlte Drogenfraktion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C142	REFERENCE_WHOLE	ytas	NONE	1	nimm hierzu einen Teil kalte Droge	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C143	ROLKEEDY_ACTION	rolkeedy	NONE	1	erhitze den Wurzelauszug vollständig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C144	SAY_ACTION	say	NONE	2	gib eine Gabe Saatgut zu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C145	SA_READER_MERGE_RIGHT_KNOWN	sa	saiin	1	Samen/Saatgut, Typ/Charge III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C146	SA_SEED_ADDITION	sa	NONE	2	gib einen Teil Saatgut hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C147	SHEED_ACTION	sheed	NONE	5	Einweichung vollständig abgeschlossen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C148	TECHEDY_ACTION	techedy	NONE	1	kühle die vollständig getrocknete Droge ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G664-C149	TEODY_ACTION	teody	NONE	7	kühle den Ansatz ab und schließe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
