held_folio	selected_F2_opaque_id	offset	held_opportunities	held_hits	training_background_probability	standardized_held_contribution	semantic_state
f24	7a4bb8136330ee4e6e56	-1	1	0	0.026828666584	-0.026828666584	UNASSIGNED
f25	7a4bb8136330ee4e6e56	-1	6	1	0.026975543812	0.838146737127	UNASSIGNED
f26	7a4bb8136330ee4e6e56	-1	2	0	0.027135121831	-0.054270243662	UNASSIGNED
f28	7a4bb8136330ee4e6e56	-1	6	1	0.026494565217	0.841032608696	UNASSIGNED
f29	7a4bb8136330ee4e6e56	-1	4	1	0.026898928967	0.892404284131	UNASSIGNED
f3	7a4bb8136330ee4e6e56	-1	1	0	0.026621371217	-0.026621371217	UNASSIGNED
f30	7a4bb8136330ee4e6e56	-1	5	0	0.026481481481	-0.132407407407	UNASSIGNED
f32	7a4bb8136330ee4e6e56	-1	6	1	0.026955341722	0.838267949667	UNASSIGNED
f33	7a4bb8136330ee4e6e56	-1	2	1	0.026965601966	0.946068796069	UNASSIGNED
f34	7a4bb8136330ee4e6e56	-1	4	0	0.027159119030	-0.108636476120	UNASSIGNED
f35	7a4bb8136330ee4e6e56	-1	14	0	0.027179296682	-0.380510153541	UNASSIGNED
f36	7a4bb8136330ee4e6e56	-1	5	0	0.026938725188	-0.134693625940	UNASSIGNED
f37	7a4bb8136330ee4e6e56	-1	9	0	0.026928765097	-0.242358885876	UNASSIGNED
f38	7a4bb8136330ee4e6e56	-1	8	0	0.027155172414	-0.217241379310	UNASSIGNED
f39	7a4bb8136330ee4e6e56	-1	4	0	0.027035349181	-0.108141396724	UNASSIGNED
f4	7a4bb8136330ee4e6e56	-1	7	0	0.026925446704	-0.188478126925	UNASSIGNED
f40	7a4bb8136330ee4e6e56	-1	4	0	0.027085389931	-0.108341559724	UNASSIGNED
f42	7a4bb8136330ee4e6e56	-1	7	0	0.027265982441	-0.190861877087	UNASSIGNED
f43	7a4bb8136330ee4e6e56	-1	3	0	0.027082048118	-0.081246144355	UNASSIGNED
f44	7a4bb8136330ee4e6e56	-1	2	0	0.027111766876	-0.054223533751	UNASSIGNED
f45	7a4bb8136330ee4e6e56	-1	3	0	0.026825357671	-0.080476073014	UNASSIGNED
f46	7a4bb8136330ee4e6e56	-1	3	0	0.027168555939	-0.081505667817	UNASSIGNED
f47	7a4bb8136330ee4e6e56	-1	6	1	0.026527331190	0.840836012862	UNASSIGNED
f48	7a4bb8136330ee4e6e56	-1	1	0	0.027082048118	-0.027082048118	UNASSIGNED
f49	7a4bb8136330ee4e6e56	-1	5	0	0.027169204109	-0.135846020547	UNASSIGNED
f5	7a4bb8136330ee4e6e56	-1	1	0	0.026839454612	-0.026839454612	UNASSIGNED
f51	7a4bb8136330ee4e6e56	-1	4	0	0.026955341722	-0.107821366889	UNASSIGNED
f52	7a4bb8136330ee4e6e56	-1	2	0	0.026772525849	-0.053545051699	UNASSIGNED
f53	7a4bb8136330ee4e6e56	-1	1	0	0.027065177366	-0.027065177366	UNASSIGNED
f55	7a4bb8136330ee4e6e56	-1	5	0	0.027005413386	-0.135027066929	UNASSIGNED
f56	7a4bb8136330ee4e6e56	-1	6	0	0.027102111372	-0.162612668231	UNASSIGNED
f58	7a4bb8136330ee4e6e56	-1	9	0	0.027329580988	-0.245966228893	UNASSIGNED
f6	7a4bb8136330ee4e6e56	-1	5	0	0.026228091829	-0.131140459146	UNASSIGNED
f66	7a4bb8136330ee4e6e56	-1	3	1	0.027145683898	0.918562948306	UNASSIGNED
f7	7a4bb8136330ee4e6e56	-1	4	0	0.027185303908	-0.108741215633	UNASSIGNED
f75	7a4bb8136330ee4e6e56	-1	1	0	0.027079424640	-0.027079424640	UNASSIGNED
f76	7a4bb8136330ee4e6e56	-1	12	0	0.027470455117	-0.329645461403	UNASSIGNED
f77	7a4bb8136330ee4e6e56	-1	4	0	0.027669229800	-0.110676919198	UNASSIGNED
f78	7a4bb8136330ee4e6e56	-1	3	0	0.026685922391	-0.080057767173	UNASSIGNED
f79	7a4bb8136330ee4e6e56	-1	3	1	0.027278481013	0.918164556962	UNASSIGNED
f8	7a4bb8136330ee4e6e56	-1	1	0	0.027062014548	-0.027062014548	UNASSIGNED
f80	7a4bb8136330ee4e6e56	-1	2	0	0.027339310519	-0.054678621038	UNASSIGNED
f81	7a4bb8136330ee4e6e56	-1	4	0	0.027261384903	-0.109045539613	UNASSIGNED
f82	7a4bb8136330ee4e6e56	-1	3	0	0.027552167937	-0.082656503811	UNASSIGNED
f83	7a4bb8136330ee4e6e56	-1	8	0	0.027391194332	-0.219129554656	UNASSIGNED
f85	7a4bb8136330ee4e6e56	-1	6	1	0.026941657376	0.838350055741	UNASSIGNED
f86	7a4bb8136330ee4e6e56	-1	15	2	0.026806083650	1.597908745247	UNASSIGNED
f87	7a4bb8136330ee4e6e56	-1	2	0	0.027015384615	-0.054030769231	UNASSIGNED
f88	7a4bb8136330ee4e6e56	-1	1	0	0.026491293072	-0.026491293072	UNASSIGNED
f89	7a4bb8136330ee4e6e56	-1	4	0	0.026965321486	-0.107861285943	UNASSIGNED
f9	7a4bb8136330ee4e6e56	-1	7	2	0.026387343962	1.815288592263	UNASSIGNED
f93	7a4bb8136330ee4e6e56	-1	1	0	0.027032042558	-0.027032042558	UNASSIGNED
f94	7a4bb8136330ee4e6e56	-1	2	0	0.027032019704	-0.054064039409	UNASSIGNED
f95	7a4bb8136330ee4e6e56	-1	3	0	0.027106181456	-0.081318544367	UNASSIGNED
f96	7a4bb8136330ee4e6e56	-1	2	0	0.026458616011	-0.052917232022	UNASSIGNED
f99	7a4bb8136330ee4e6e56	-1	4	1	0.026975308642	0.892098765432	UNASSIGNED
