statement_id	loci	events	owner_de	surface_sequence	desk_selection_sequence	master_core_cards	preparation_wet_cards	transfer_cards	state_cards	junction_cards	owner_break_inside_statement	continuous_owner_reading_de	final_copy_rule_de
B3-S017	f83r.14	1	der bildlich unverbundene Zwischenabschnitt	qokeedy	S01_MASTER_CORRECTOR×1	1	0	0	0	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Laenger ansetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S018	f83r.14	1	der bildlich unverbundene Zwischenabschnitt	shedy	S04_STATE_CONTROL×1	0	0	0	1	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Absetzen lassen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S019	f83r.14	1	der bildlich unverbundene Zwischenabschnitt	qokshedy	S04_STATE_CONTROL×1	0	0	0	1	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Kurz ansetzen und halten; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S020	f83r.14	2	der bildlich unverbundene Zwischenabschnitt	dal lchedy	S01_MASTER_CORRECTOR×1 > S03_TRANSFER×1	1	0	1	0	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Am Ziel weiterleiten, umsetzen und den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S021	f83r.14|f83r.15	11	der bildlich unverbundene Zwischenabschnitt	qokaiin shcthy dal sy saiin shedal shecthy chey tal shcthy dalchdy	S01_MASTER_CORRECTOR×1 > S04_STATE_CONTROL×1 > S01_MASTER_CORRECTOR×3 > S04_STATE_CONTROL×2 > S01_MASTER_CORRECTOR×2 > S04_STATE_CONTROL×1 > S03_TRANSFER×1	6	0	1	4	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Nach Mass ansetzen und den Posten bereithalten. Am Ziel nach Mass absetzen und kurz bis zur Bereitschaft halten. Den Posten beibehalten, am Ziel erneut bereithalten, umsetzen und schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S022	f83r.15	1	der bildlich unverbundene Zwischenabschnitt	qotchedy	S03_TRANSFER×1	0	0	1	0	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Danach umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S023	f83r.15	1	der bildlich unverbundene Zwischenabschnitt	lchedy	S03_TRANSFER×1	0	0	1	0	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Weiterleiten und umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S024	f83r.16	1	der bildlich unverbundene Zwischenabschnitt	tchedy	S03_TRANSFER×1	0	0	1	0	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S025	f83r.16	1	der bildlich unverbundene Zwischenabschnitt	qokchdy	S03_TRANSFER×1	0	0	1	0	0	NO	Im bildlich unverbundenen Zwischenabschnitt: Ansetzen und umsetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S026	f83r.16|f83r.20	7	der bildlich unverbundene Zwischenabschnitt und das durch den Bogen verbundene Hauptpaar	cheedar chldaiin chedy qokain checthy chealror solkeedy	S01_MASTER_CORRECTOR×1 > S03_TRANSFER×2 > S02_PREPARATION_WET×1 > S04_STATE_CONTROL×2 > S02_PREPARATION_WET×1	1	2	2	2	0	YES	Im bildlich unverbundenen Zwischenabschnitt und am durch den Bogen verbundenen Hauptpaar: Laenger aus der Quelle arbeiten; nach Mass weiterleiten, den Posten umsetzen, eine Portion ansetzen und bereithalten; den Ansatz am Ziel kuehlen, laenger auffangen und schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S027	f83r.20	1	das durch den Bogen verbundene Hauptpaar	qoteedy	S01_MASTER_CORRECTOR×1	1	0	0	0	0	NO	Am durch den Bogen verbundenen Hauptpaar: Danach laenger; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S028	f83r.20	2	das durch den Bogen verbundene Hauptpaar	qokeey qokedy	S01_MASTER_CORRECTOR×2	2	0	0	0	0	NO	Am durch den Bogen verbundenen Hauptpaar: Laenger den laufenden Posten ansetzen; dann kurz ansetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S029	f83r.20	3	das durch den Bogen verbundene Hauptpaar	sol cheeety qokedy	S01_MASTER_CORRECTOR×1 > S04_STATE_CONTROL×1 > S01_MASTER_CORRECTOR×1	2	0	0	1	1	NO	Am durch den Bogen verbundenen Hauptpaar: Fortsetzen; dann vollstaendig den laufenden Posten eintragen; dann kurz ansetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S030	f83r.20|f83r.22	4	das durch den Bogen verbundene Hauptpaar	qoky saiin schedair otchedy	S01_MASTER_CORRECTOR×2 > S03_TRANSFER×2	2	0	2	0	1	NO	Am durch den Bogen verbundenen Hauptpaar: Den Posten nach Mass ansetzen, die laufende Fluessigkeit umsetzen; danach nochmals umsetzen und schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S031	f83r.22	1	das durch den Bogen verbundene Hauptpaar	qokeedy	S01_MASTER_CORRECTOR×1	1	0	0	0	0	NO	Am durch den Bogen verbundenen Hauptpaar: Laenger ansetzen; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S032	f83r.22	5	das durch den Bogen verbundene Hauptpaar	chedain chedy qotedaiin otaiin otedy	S03_TRANSFER×2 > S01_MASTER_CORRECTOR×3	3	0	2	0	1	NO	Am durch den Bogen verbundenen Hauptpaar: Eine Portion und dann den laufenden Posten umsetzen; danach kurz nach Mass, anschliessend nochmals nach Mass und den folgenden Kurzschritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S033	f83r.22	1	das durch den Bogen verbundene Hauptpaar	ldy	S03_TRANSFER×1	0	0	1	0	0	NO	Am durch den Bogen verbundenen Hauptpaar: Weiterleiten; den Schritt schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
B3-S034	f83r.24	6	das durch den Bogen verbundene Hauptpaar	soiiin checthy chety otaiin olsaly shedy	S04_STATE_CONTROL×2 > S03_TRANSFER×1 > S01_MASTER_CORRECTOR×2 > S04_STATE_CONTROL×1	2	0	1	3	0	NO	Am durch den Bogen verbundenen Hauptpaar: Den Gang bis zur Stufe fuehren; den Posten bereithalten und eintragen; danach nach Mass am Ziel weiterfuehren, absetzen und schliessen.	Nach allen Auswahlmarken schreibt eine Hand die Oberflaechenfolge ohne Tischgrenze durch.
