statement_id	page	record	record_type	silent_owner_de	event_total	cell_status	visible_cards	spoken_components_de	complete_actions_de	complete_arguments_de	fluent_station_entry_de	all_source_events_bound
B1-S011	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	2	OPEN_ENTRY	⟦chckhy | qoky⟧	⟦Durchlass · dies | setze an · dies⟧	einleiten	Durchlass · dies	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: einleiten. Angaben: Durchlass · dies.	YES
B1-S012	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	3	CLOSED_CELL	⟦lsho | qokey | lshedy⟧	⟦wasche · Gang | setze an · kurz · dies | wasche · kurz · schließe⟧	waschen → wirken lassen → durchwaschen	NONE	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: waschen → wirken lassen → durchwaschen.	YES
B1-S013	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	1	CLOSED_CELL	⟦lshedy⟧	⟦wasche · kurz · schließe⟧	durchwaschen	NONE	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: durchwaschen.	YES
B1-S014	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	5	OPEN_ENTRY	⟦chedy | qolky | lchedal | qol | otar⟧	⟦setze um · dies | fange auf · dies | führe · setze um · dorthin | fort | danach · davon⟧	umschöpfen → auffangen → hinleiten + umfüllen	fort | danach · davon	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umschöpfen → auffangen → hinleiten + umfüllen. Angaben: fort | danach · davon.	YES
B1-S015	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	2	CLOSED_CELL	⟦ytey | okchedy⟧	⟦trage ein · kurz · dies | setze an · setze um · schließe⟧	übertragen → einsetzen + überführen	NONE	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: übertragen → einsetzen + überführen.	YES
B1-S016	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	4	CLOSED_CELL	⟦qokal | okeey | qol | cheedy⟧	⟦setze an · dorthin | setze an · länger · dies | fort | setze ab · schließe⟧	anlegen → wirken lassen → absetzen lassen	fort	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: anlegen → wirken lassen → absetzen lassen. Angaben: fort.	YES
B1-S017	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	3	CLOSED_CELL	⟦sal | teol | dchdy⟧	⟦dorthin | kurz · fort | setze um · schließe⟧	umfüllen	Ziel | kurz · fort	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: umfüllen. Angaben: Ziel | kurz · fort.	YES
B1-S018	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	4	CLOSED_CELL	⟦ly | dsheol | oiiin | olkeedy⟧	⟦führe · dies | halte · kurz · fort | Gang · Grad | fange auf · länger · schließe⟧	führen → stehen lassen → auffangen und stehen lassen	Gang · Sollstufe	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: führen → stehen lassen → auffangen und stehen lassen. Angaben: Gang · Sollstufe.	YES
B1-S019	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	1	CLOSED_CELL	⟦tedy⟧	⟦setze ab · schließe⟧	absetzen lassen	NONE	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: absetzen lassen.	YES
B1-S020	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	2	CLOSED_CELL	⟦cheky | shckhedy⟧	⟦wärme · kurz · dies | halte · Durchlass · kurz · schließe⟧	warm halten → zurückhalten	NONE	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: warm halten → zurückhalten.	YES
B1-S021	f81v	B1	LOCAL_STATION_CELL_REGISTER	gemeinsame zweireihige Figuren-/Beckenstation	1	OPEN_ENTRY	⟦chal⟧	⟦dorthin⟧	NO_EXPLICIT_ACTION_CARD	Ziel	Bildort: gemeinsame zweireihige Figuren-/Beckenstation. Arbeitsfolge: setze nur die Angaben. Angaben: Ziel.	YES
B2-S001	f82r	B2	LOCAL_STATION_CELL_REGISTER	oberes Beckenpaar mit Zylinder	1	CLOSED_CELL	⟦dchedy⟧	⟦setze um · schließe⟧	führe zur nächsten Station	NONE	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	YES
B2-S002	f82r	B2	LOCAL_STATION_CELL_REGISTER	oberes Beckenpaar mit Zylinder	1	CLOSED_CELL	⟦qolchedy⟧	⟦fort · setze um · schließe⟧	führe zur nächsten Station	NONE	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: führe zur nächsten Station.	YES
B2-S003	f82r	B2	LOCAL_STATION_CELL_REGISTER	oberes Beckenpaar mit Zylinder	3	CLOSED_CELL	⟦qokain | dy | qokeedy⟧	⟦setze an · Teil | dies | setze an · länger · schließe⟧	gib einen Teil hinein → einwirken lassen	dies	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: gib einen Teil hinein → einwirken lassen. Angaben: dies.	YES
B2-S004	f82r	B2	LOCAL_STATION_CELL_REGISTER	oberes Beckenpaar mit Zylinder	5	CLOSED_CELL	⟦qokal | lcheckhy | lched | qokeey⟧ / ⟦lcheckhedy⟧	⟦setze an · dorthin | führe · Durchlass · dies | führe · setze um | setze an · länger · dies⟧ / ⟦führe · Durchlass · kurz · schließe⟧	anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten	NONE	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → durchleiten → führen + umsetzen → wirken lassen → durchleiten.	YES
B2-S005	f82r	B2	LOCAL_STATION_CELL_REGISTER	oberes Beckenpaar mit Zylinder	8	CLOSED_CELL	⟦qokaly | solkaiin | chckhy | qokaiin⟧ / ⟦qokaiin | octheol | chkeey | ldy⟧	⟦setze an · dorthin · dies | fange auf · Maß | Durchlass · dies | setze an · Maß⟧ / ⟦setze an · Maß | Gang · bereit · kurz · fort | wärme · länger · dies | führe · schließe⟧	anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen	Durchlass · dies | Gang · bereit · kurz · fort	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → bis zum Maß auffangen → einleiten → einleiten → warm halten → abführen. Angaben: Durchlass · dies | Gang · bereit · kurz · fort.	YES
B2-S006	f82r	B2	LOCAL_STATION_CELL_REGISTER	oberes Beckenpaar mit Zylinder	4	OPEN_ENTRY	⟦oteey | qokal | sheckhy | qoky⟧	⟦danach · länger · dies | setze an · dorthin | halte · kurz · Durchlass · dies | setze an · dies⟧	anlegen → zurückhalten → setze dies ein	danach · länger · dies	Bildort: oberes Beckenpaar mit Zylinder. Arbeitsfolge: anlegen → zurückhalten → setze dies ein. Angaben: danach · länger · dies.	YES
B2-S007	f82r	B2	LOCAL_STATION_CELL_REGISTER	mittleres linkes Handgerät mit Inline-Knoten	1	CLOSED_CELL	⟦dshedy⟧	⟦halte · kurz · schließe⟧	ruhen lassen	NONE	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	YES
B2-S008	f82r	B2	LOCAL_STATION_CELL_REGISTER	mittleres linkes Handgerät mit Inline-Knoten	3	CLOSED_CELL	⟦sotaiin | qokar | shedy⟧	⟦danach · Maß | setze an · davon | setze ab · schließe⟧	gib davon nach Maß zu → absetzen lassen	danach · Maß	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: gib davon nach Maß zu → absetzen lassen. Angaben: danach · Maß.	YES
B2-S009	f82r	B2	LOCAL_STATION_CELL_REGISTER	mittleres linkes Handgerät mit Inline-Knoten	1	CLOSED_CELL	⟦solshedy⟧	⟦fort · halte · kurz · schließe⟧	ruhen lassen	NONE	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: ruhen lassen.	YES
B2-S010	f82r	B2	LOCAL_STATION_CELL_REGISTER	mittleres linkes Handgerät mit Inline-Knoten	4	OPEN_ENTRY	⟦qokeey | qoky | ls | cheey⟧	⟦setze an · länger · dies | setze an · dies | fort | halte · länger · dies⟧	wirken lassen → setze dies ein → stehen lassen	weiter	Bildort: mittleres linkes Handgerät mit Inline-Knoten. Arbeitsfolge: wirken lassen → setze dies ein → stehen lassen. Angaben: weiter.	YES
B2-S011	f82r	B2	LOCAL_STATION_CELL_REGISTER	mittlere rechte unklare Station	4	CLOSED_CELL	⟦okain | char | okain | qokeedy⟧	⟦setze an · Teil | davon | setze an · Teil | setze an · länger · schließe⟧	gib einen Teil hinein → gib einen Teil hinein → einwirken lassen	davon	Bildort: mittlere rechte unklare Station. Arbeitsfolge: gib einen Teil hinein → gib einen Teil hinein → einwirken lassen. Angaben: davon.	YES
B2-S012	f82r	B2	LOCAL_STATION_CELL_REGISTER	mittlere rechte unklare Station	8	CLOSED_CELL	⟦lchy | cheey | qcthey | qokeey⟧ / ⟦lcheey | daiin | chey | qokeeedy⟧	⟦führe · ziehe ab · dies | halte · länger · dies | bereit · kurz · dies | setze an · länger · dies⟧ / ⟦führe · länger · dies | Maß | dies | setze an · voll · schließe⟧	führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe	bereit · kurz · dies | Maß | dies	Bildort: mittlere rechte unklare Station. Arbeitsfolge: führen + abnehmen → stehen lassen → wirken lassen → führen → setze voll an; schließe. Angaben: bereit · kurz · dies | Maß | dies.	YES
B2-S013	f82r	B2	LOCAL_STATION_CELL_REGISTER	unteres grünes Mehrfigurenbecken	1	CLOSED_CELL	⟦lchedy⟧	⟦führe · setze um · schließe⟧	abführen + überführen	NONE	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: abführen + überführen.	YES
B2-S014	f82r	B2	LOCAL_STATION_CELL_REGISTER	unteres grünes Mehrfigurenbecken	1	OPEN_ENTRY	⟦lar⟧	⟦führe · davon⟧	ableiten	NONE	Bildort: unteres grünes Mehrfigurenbecken. Arbeitsfolge: ableiten.	YES
B2-S015	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	2	CLOSED_CELL	⟦tshey | qokeedy⟧	⟦halte · kurz · dies | setze an · länger · schließe⟧	stehen lassen → einwirken lassen	NONE	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: stehen lassen → einwirken lassen.	YES
B2-S016	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	8	CLOSED_CELL	⟦cheal | lchedar | ches | aiin⟧ / ⟦oteey | qokaiin | okey | pchedy⟧	⟦dorthin | führe · setze um · davon | ziehe ab · kurz · teile | Maß⟧ / ⟦danach · länger · dies | setze an · Maß | setze an · kurz · dies | gib hinein · setze um · schließe⟧	ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen	Ziel | Maß | danach · länger · dies	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: ableiten + umfüllen → abnehmen + abteilen → setze nach Maß an → wirken lassen → einfüllen + überführen. Angaben: Ziel | Maß | danach · länger · dies.	YES
B2-S017	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	2	CLOSED_CELL	⟦rsheal | daldy⟧	⟦kühle · halte · kurz · dorthin | dorthin · schließe⟧	abkühlen lassen + ruhen lassen	Ziel; Schritt schließen	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abkühlen lassen + ruhen lassen. Angaben: Ziel; Schritt schließen.	YES
B2-S018	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	1	CLOSED_CELL	⟦qokeedy⟧	⟦setze an · länger · schließe⟧	einwirken lassen	NONE	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	YES
B2-S019	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	1	CLOSED_CELL	⟦rshedy⟧	⟦kühle · setze ab · schließe⟧	auskühlen lassen + absetzen lassen	NONE	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: auskühlen lassen + absetzen lassen.	YES
B2-S020	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	1	CLOSED_CELL	⟦qoteedy⟧	⟦danach · länger · schließe⟧	NO_EXPLICIT_ACTION_CARD	danach · länger; Schritt schließen	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	YES
B2-S021	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	1	CLOSED_CELL	⟦qokeedy⟧	⟦setze an · länger · schließe⟧	einwirken lassen	NONE	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: einwirken lassen.	YES
B2-S022	f82r	B2	LOCAL_STATION_CELL_REGISTER	kleine Randstationen des unteren Beckens	1	CLOSED_CELL	⟦lochedy⟧	⟦führe · Gang · setze um · schließe⟧	abführen + überführen	NONE	Bildort: kleine Randstationen des unteren Beckens. Arbeitsfolge: abführen + überführen.	YES
B3-S001	f83r	B3	LOCAL_STATION_CELL_REGISTER	obere offene Fächerstation am Rand	1	CLOSED_CELL	⟦olkeedy⟧	⟦fange auf · länger · schließe⟧	auffangen und stehen lassen	NONE	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: auffangen und stehen lassen.	YES
B3-S002	f83r	B3	LOCAL_STATION_CELL_REGISTER	obere offene Fächerstation am Rand	2	CLOSED_CELL	⟦qotal | chkeedy⟧	⟦danach · dorthin | wärme · länger · schließe⟧	anwärmen	danach · Ziel	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: anwärmen. Angaben: danach · Ziel.	YES
B3-S003	f83r	B3	LOCAL_STATION_CELL_REGISTER	obere offene Fächerstation am Rand	4	CLOSED_CELL	⟦chey | daiin | chey | lchedy⟧	⟦dies | Maß | dies | führe · setze um · schließe⟧	abführen + abmessen und umsetzen	dies | Maß | dies	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: abführen + abmessen und umsetzen. Angaben: dies | Maß | dies.	YES
B3-S004	f83r	B3	LOCAL_STATION_CELL_REGISTER	obere offene Fächerstation am Rand	3	OPEN_ENTRY	⟦qokaiin | qotal | dar⟧	⟦setze an · Maß | danach · dorthin | davon⟧	setze nach Maß an	danach · Ziel | davon	Bildort: obere offene Fächerstation am Rand. Arbeitsfolge: setze nach Maß an. Angaben: danach · Ziel | davon.	YES
B3-S005	f83r	B3	LOCAL_STATION_CELL_REGISTER	mittlere Randfigur im runden Gefäß	1	CLOSED_CELL	⟦schedy⟧	⟦setze um · schließe⟧	umfüllen	NONE	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umfüllen.	YES
B3-S006	f83r	B3	LOCAL_STATION_CELL_REGISTER	mittlere Randfigur im runden Gefäß	3	CLOSED_CELL	⟦chedchy | qokal | olchedy⟧	⟦setze um · dies | setze an · dorthin | fort · setze um · schließe⟧	umschöpfen → anlegen → führe zur nächsten Station	NONE	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: umschöpfen → anlegen → führe zur nächsten Station.	YES
B3-S007	f83r	B3	LOCAL_STATION_CELL_REGISTER	mittlere Randfigur im runden Gefäß	3	CLOSED_CELL	⟦qokaiin | chedy | qokeedy⟧	⟦setze an · Maß | setze um · dies | setze an · länger · schließe⟧	setze nach Maß an → umschöpfen → einwirken lassen	NONE	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze nach Maß an → umschöpfen → einwirken lassen.	YES
B3-S008	f83r	B3	LOCAL_STATION_CELL_REGISTER	mittlere Randfigur im runden Gefäß	1	CLOSED_CELL	⟦lchedy⟧	⟦führe · setze um · schließe⟧	abführen + überführen	NONE	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: abführen + überführen.	YES
B3-S009	f83r	B3	LOCAL_STATION_CELL_REGISTER	mittlere Randfigur im runden Gefäß	1	OPEN_ENTRY	⟦qoky⟧	⟦setze an · dies⟧	setze dies ein	NONE	Bildort: mittlere Randfigur im runden Gefäß. Arbeitsfolge: setze dies ein.	YES
B3-S010	f83r	B3	LOCAL_STATION_CELL_REGISTER	untere Randfigur im korbartigen Gefäß	2	CLOSED_CELL	⟦pchedal | otedy⟧	⟦gib hinein · setze um · dorthin | danach · kurz · schließe⟧	einfüllen + umfüllen	danach · kurz; Schritt schließen	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einfüllen + umfüllen. Angaben: danach · kurz; Schritt schließen.	YES
B3-S011	f83r	B3	LOCAL_STATION_CELL_REGISTER	untere Randfigur im korbartigen Gefäß	4	OPEN_ENTRY	⟦shecthedchy | qoky | chedy | chary⟧	⟦halte · kurz · bereit · setze um · dies | setze an · dies | setze um · dies | davon · dies⟧	halten + umsetzen → setze dies ein → umschöpfen	davon · dies	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: halten + umsetzen → setze dies ein → umschöpfen. Angaben: davon · dies.	YES
B3-S012	f83r	B3	LOCAL_STATION_CELL_REGISTER	untere Randfigur im korbartigen Gefäß	2	CLOSED_CELL	⟦sor | shedy⟧	⟦Ansatz | setze ab · schließe⟧	absetzen lassen	Ansatz	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: absetzen lassen. Angaben: Ansatz.	YES
B3-S013	f83r	B3	LOCAL_STATION_CELL_REGISTER	untere Randfigur im korbartigen Gefäß	4	CLOSED_CELL	⟦qokaiin | chkain | shcthey | qokedy⟧	⟦setze an · Maß | gib zu · Teil | bereit · kurz · dies | setze an · kurz · schließe⟧	setze nach Maß an → dosiert zugeben → einwirken lassen	bereit · kurz · dies	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: setze nach Maß an → dosiert zugeben → einwirken lassen. Angaben: bereit · kurz · dies.	YES
B3-S014	f83r	B3	LOCAL_STATION_CELL_REGISTER	untere Randfigur im korbartigen Gefäß	2	CLOSED_CELL	⟦okair | sheedy⟧	⟦setze an · Lauf | halte · länger · schließe⟧	einleiten → ruhen lassen	NONE	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: einleiten → ruhen lassen.	YES
B3-S015	f83r	B3	LOCAL_STATION_CELL_REGISTER	untere Randfigur im korbartigen Gefäß	1	CLOSED_CELL	⟦lchedy⟧	⟦führe · setze um · schließe⟧	abführen + überführen	NONE	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: abführen + überführen.	YES
B3-S016	f83r	B3	LOCAL_STATION_CELL_REGISTER	untere Randfigur im korbartigen Gefäß	2	CLOSED_CELL	⟦lo | qokchedy⟧	⟦führe · Gang | setze an · setze um · schließe⟧	führen → einsetzen + überführen	NONE	Bildort: untere Randfigur im korbartigen Gefäß. Arbeitsfolge: führen → einsetzen + überführen.	YES
B3-S017	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	1	CLOSED_CELL	⟦qokeedy⟧	⟦setze an · länger · schließe⟧	einwirken lassen	NONE	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen.	YES
B3-S018	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	1	CLOSED_CELL	⟦shedy⟧	⟦setze ab · schließe⟧	absetzen lassen	NONE	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: absetzen lassen.	YES
B3-S019	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	1	CLOSED_CELL	⟦qokshedy⟧	⟦setze an · halte · kurz · schließe⟧	einwirken lassen + ruhen lassen	NONE	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einwirken lassen + ruhen lassen.	YES
B3-S020	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	2	CLOSED_CELL	⟦dal | lchedy⟧	⟦dorthin | führe · setze um · schließe⟧	hinleiten + umfüllen	Ziel	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: hinleiten + umfüllen. Angaben: Ziel.	YES
B3-S021	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	11	CLOSED_CELL	⟦qokaiin | shcthy | dal | sy⟧ / ⟦saiin | shedal | shecthy | chey⟧ / ⟦tal | shcthy | dalchdy⟧	⟦setze an · Maß | bereit · dies | dorthin | dies⟧ / ⟦Maß | setze ab · dorthin | halte · kurz · bereit · dies | dies⟧ / ⟦dorthin | bereit · dies | dorthin · setze um · schließe⟧	setze nach Maß an → ablagern → stehen lassen → umfüllen	bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	YES
B3-S022	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	1	CLOSED_CELL	⟦qotchedy⟧	⟦danach · setze um · schließe⟧	führe zur nächsten Station	NONE	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	YES
B3-S023	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	1	CLOSED_CELL	⟦lchedy⟧	⟦führe · setze um · schließe⟧	abführen + überführen	NONE	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen.	YES
B3-S024	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	1	CLOSED_CELL	⟦tchedy⟧	⟦setze um · schließe⟧	führe zur nächsten Station	NONE	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	YES
B3-S025	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	1	CLOSED_CELL	⟦qokchdy⟧	⟦setze an · setze um · schließe⟧	einsetzen + überführen	NONE	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen.	YES
B3-S026	f83r	B3	LOCAL_STATION_CELL_REGISTER	unverbundener Zwischenbereich	7	CLOSED_CELL	⟦cheedar | chldaiin | chedy | qokain⟧ / ⟦checthy | chealror | solkeedy⟧	⟦länger · davon | führe · Maß | setze um · dies | setze an · Teil⟧ / ⟦bereit · dies | dorthin · kühle · Ansatz | fange auf · länger · schließe⟧	ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen	länger · davon | bereit · dies	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	YES
