event_id	statement_id	record_unit_id	page	field_id	position_class	master_card_id	portable_value_de	observed_surface	base_profile_surface	second_layer_rule	expanded_profile_surface	base_match	expanded_match	surface_registered
E052	H3-S004	H3	f11r	F009	INITIAL	MC107	Folgeposten	qotchy	qotchy	BASE_PROFILE	qotchy	YES	YES	YES
E053	H3-S004	H3	f11r	F009	MEDIAL	MC041	Weiterverarbeitung	okchol	okchol	BASE_PROFILE	okchol	YES	YES	YES
E054	H3-S004	H3	f11r	F009	MEDIAL	MC161	bereit	cthy	checthy	BASE_PROFILE	checthy	NO	NO	YES
E055	H3-S004	H3	f11r	F009	FINAL	MC123	dies	dy	chey	BASE_PROFILE	chey	NO	NO	YES
E056	H4-S001	H4	f55v	F010	INITIAL	MC120	bemessen	qokaiin	okaiin	S1	qokaiin	NO	YES	YES
E057	H4-S001	H4	f55v	F010	MEDIAL	MC039	Sollmaß	chaiin	daiin	BASE_PROFILE	daiin	NO	NO	YES
E058	H4-S001	H4	f55v	F010	MEDIAL	MC047	erste Portion	ykain	ykain	BASE_PROFILE	ykain	YES	YES	YES
E059	H4-S001	H4	f55v	F010	MEDIAL	MC148	zweite Portion	ykan	ykan	BASE_PROFILE	ykan	YES	YES	YES
E060	H4-S001	H4	f55v	F010	FINAL	MC100	Abkühlen	ody	ody	BASE_PROFILE	ody	YES	YES	YES
E061	H4-S002	H4	f55v	F011	INITIAL	MC039	Sollmaß	daiin	aiin	S5	saiin	NO	NO	YES
E062	H4-S002	H4	f55v	F011	MEDIAL	MC074	überführen	chedy	chdy	S2	chedy	NO	YES	YES
E063	H4-S002	H4	f55v	F011	FINAL	MC160	Verwahrort	talam	talam	BASE_PROFILE	talam	YES	YES	YES
E064	H4-S003	H4	f55v	F012	INITIAL	MC170	Sollportion	ykaiin	ykaiin	BASE_PROFILE	ykaiin	YES	YES	YES
E065	H4-S003	H4	f55v	F012	MEDIAL	MC085	Quellauszug	cheoar	cheoar	BASE_PROFILE	cheoar	YES	YES	YES
E066	H4-S003	H4	f55v	F012	MEDIAL	MC032	länger bearbeiten	cheeky	cheeky	BASE_PROFILE	cheeky	YES	YES	YES
E067	H4-S003	H4	f55v	F012	FINAL	MC019	fertig	oldy	oldy	BASE_PROFILE	oldy	YES	YES	YES
E068	H4-S004	H4	f55v	F013	INITIAL	MC039	Sollmaß	aiin	aiin	S5	saiin	YES	NO	YES
E069	H4-S004	H4	f55v	F013	MEDIAL	MC040	dorthin einsetzen	okal	okal	BASE_PROFILE	okal	YES	YES	YES
E070	H4-S004	H4	f55v	F013	MEDIAL	MC021	Folgebereitung	oltchy	oltchy	BASE_PROFILE	oltchy	YES	YES	YES
E071	H4-S004	H4	f55v	F013	MEDIAL	MC080	Ansatz	or	chor	BASE_PROFILE	chor	NO	NO	YES
E072	H4-S004	H4	f55v	F013	MEDIAL	MC123	dies	y	chey	BASE_PROFILE	chey	NO	NO	YES
E073	H4-S004	H4	f55v	F013	FINAL	MC072	Bereitungsanteil	orain	orain	BASE_PROFILE	orain	YES	YES	YES
E074	H5-S001	H5	f56r	F014	INITIAL	MC125	Zugabeansatz	chochor	chochor	BASE_PROFILE	chochor	YES	YES	YES
E075	H5-S001	H5	f56r	F014	MEDIAL	MC034	weitere Zutat	cho	cho	BASE_PROFILE	cho	YES	YES	YES
E076	H5-S001	H5	f56r	F014	MEDIAL	MC010	Zielzugabe	chodaly	chodaly	BASE_PROFILE	chodaly	YES	YES	YES
E077	H5-S001	H5	f56r	F014	FINAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
E078	H5-S001	H5	f56r	F015	INITIAL	MC034	weitere Zutat	sho	cho	S4	sho	NO	YES	YES
E079	H5-S001	H5	f56r	F015	MEDIAL	MC090	Weiterverarbeitung	kchol	kchol	BASE_PROFILE	kchol	YES	YES	YES
E080	H5-S001	H5	f56r	F015	MEDIAL	MC013	Folgeansatz	otchor	otchor	BASE_PROFILE	otchor	YES	YES	YES
E081	H5-S001	H5	f56r	F015	MEDIAL	MC026	einsetzen	choky	choky	S1	qoky	YES	NO	YES
E082	H5-S001	H5	f56r	F015	FINAL	MC154	dorthin	dal	al	S3	dal	NO	YES	YES
E083	H5-S002	H5	f56r	F016	INITIAL	MC142	vom vorigen	schol	dchol	BASE_PROFILE	dchol	NO	NO	YES
E084	H5-S002	H5	f56r	F016	MEDIAL	MC131	Zugabeposten	choy	choy	BASE_PROFILE	choy	YES	YES	YES
E085	H5-S002	H5	f56r	F016	MEDIAL	MC026	einsetzen	choky	choky	S1	qoky	YES	NO	YES
E086	H5-S002	H5	f56r	F016	FINAL	MC099	Langpassage; Schluss	cheeckhody	cheeckhody	BASE_PROFILE	cheeckhody	YES	YES	YES
E087	H5-S003	H5	f56r	F017	INITIAL	MC114	Halten	sh	sh	BASE_PROFILE	sh	YES	YES	YES
E088	H5-S003	H5	f56r	F017	MEDIAL	MC034	weitere Zutat	cho	cho	BASE_PROFILE	cho	YES	YES	YES
E089	H5-S003	H5	f56r	F017	MEDIAL	MC122	Kurzbearbeitung	kchey	kchey	BASE_PROFILE	kchey	YES	YES	YES
E090	H5-S003	H5	f56r	F017	FINAL	MC015	erneut einsetzen	qokokchy	qokokchy	BASE_PROFILE	qokokchy	YES	YES	YES
E091	H5-S004	H5	f56r	F018	INITIAL	MC103	weiterbearbeiten	okchy	chokchy	BASE_PROFILE	chokchy	NO	NO	YES
E092	H5-S004	H5	f56r	F018	MEDIAL	MC006	Auszug einsetzen	chokcheo	chokcheo	BASE_PROFILE	chokcheo	YES	YES	YES
E093	H5-S004	H5	f56r	F018	FINAL	MC077	Zielbearbeitung	kchal	kchal	BASE_PROFILE	kchal	YES	YES	YES
E094	H5-S005	H5	f56r	F019	INITIAL	MC034	weitere Zutat	sho	cho	S4	sho	NO	YES	YES
E095	H5-S005	H5	f56r	F019	MEDIAL	MC103	weiterbearbeiten	chokchy	chokchy	BASE_PROFILE	chokchy	YES	YES	YES
E096	H5-S005	H5	f56r	F019	MEDIAL	MC136	Quellauszug	kchoar	kchoar	BASE_PROFILE	kchoar	YES	YES	YES
E097	H5-S005	H5	f56r	F019	FINAL	MC068	Folgeanwendung	sotodan	sotodan	BASE_PROFILE	sotodan	YES	YES	YES
E098	H5-S006	H5	f56r	F020	INITIAL	MC171	das nächste	otchey	otchey	BASE_PROFILE	otchey	YES	YES	YES
E099	H5-S006	H5	f56r	F020	MEDIAL	MC104	Kurzfortsetzung	keol	keol	BASE_PROFILE	keol	YES	YES	YES
E100	H5-S006	H5	f56r	F020	FINAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
E101	B1-S001	B1	f81v	F021	ONLY	MC083	kurz einwirken; Schluss	qokedy	qokedy	BASE_PROFILE	qokedy	YES	YES	YES
E102	B1-S002	B1	f81v	F022	INITIAL	MC120	bemessen	okaiin	okaiin	S1	qokaiin	YES	NO	YES
E103	B1-S002	B1	f81v	F022	MEDIAL	MC023	Beckenlauf	kair	kair	BASE_PROFILE	kair	YES	YES	YES
E104	B1-S002	B1	f81v	F022	MEDIAL	MC040	dorthin einsetzen	okal	okal	BASE_PROFILE	okal	YES	YES	YES
E105	B1-S002	B1	f81v	F022	MEDIAL	MC055	davon	sar	char	BASE_PROFILE	char	NO	NO	YES
E106	B1-S002	B1	f81v	F022	MEDIAL	MC153	weiter	ol	cheol	S3	ol	NO	YES	YES
E107	B1-S002	B1	f81v	F022	MEDIAL	MC105	Anteil	kain	chkain	S6	kain	NO	YES	YES
E108	B1-S002	B1	f81v	F022	MEDIAL	MC097	weiterer Anteil	olkain	olkain	BASE_PROFILE	olkain	YES	YES	YES
E109	B1-S002	B1	f81v	F022	MEDIAL	MC154	dorthin	al	al	BASE_PROFILE	al	YES	YES	YES
E110	B1-S002	B1	f81v	F022	MEDIAL	MC153	weiter	ol	cheol	S3	ol	NO	YES	YES
E111	B1-S002	B1	f81v	F022	MEDIAL	MC016	Anschluss	rol	rol	BASE_PROFILE	rol	YES	YES	YES
E112	B1-S002	B1	f81v	F022	FINAL	MC012	Zusatz	dl	dl	BASE_PROFILE	dl	YES	YES	YES
E113	B1-S002	B1	f81v	F023	INITIAL	MC157	derselbe Ansatz	olor	cholor	BASE_PROFILE	cholor	NO	NO	YES
E114	B1-S002	B1	f81v	F023	MEDIAL	MC153	weiter	ol	cheol	S3	ol	NO	YES	YES
E115	B1-S002	B1	f81v	F023	MEDIAL	MC058	Kurze Zielpassage	sheckhal	sheckhal	BASE_PROFILE	sheckhal	YES	YES	YES
E116	B1-S002	B1	f81v	F023	MEDIAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
E117	B1-S002	B1	f81v	F023	MEDIAL	MC096	Langer Zieleinsatz	qokeedal	qokeedal	BASE_PROFILE	qokeedal	YES	YES	YES
E118	B1-S002	B1	f81v	F023	MEDIAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
E119	B1-S002	B1	f81v	F023	MEDIAL	MC035	durchleiten	chckhy	chckhy	BASE_PROFILE	chckhy	YES	YES	YES
E120	B1-S002	B1	f81v	F023	FINAL	MC025	überführen; Schluss	schedy	schedy	BASE_PROFILE	schedy	YES	YES	YES
E121	B1-S003	B1	f81v	F024	ONLY	MC153	weiter	qol	cheol	BASE_PROFILE	cheol	NO	NO	YES
E122	B1-S003	B1	f81v	F025	ONLY	MC061	Haltetransfer; Schluss	sshkchdy	sshkchdy	BASE_PROFILE	sshkchdy	YES	YES	YES
E123	B1-S004	B1	f81v	F026	INITIAL	MC074	überführen	chedy	chdy	S2	chedy	NO	YES	YES
E124	B1-S004	B1	f81v	F026	MEDIAL	MC153	weiter	ol	cheol	S3	ol	NO	YES	YES
E125	B1-S004	B1	f81v	F026	FINAL	MC128	kurz absetzen; Schluss	shedy	shedy	BASE_PROFILE	shedy	YES	YES	YES
E126	B1-S005	B1	f81v	F027	ONLY	MC028	weiterführen; Schluss	qolchedy	olchedy	S1	qolchedy	NO	YES	YES
E127	B1-S006	B1	f81v	F028	INITIAL	MC017	Anteil zugeben	qokain	okain	S1	qokain	NO	YES	YES
E128	B1-S006	B1	f81v	F028	MEDIAL	MC035	durchleiten	shckhy	chckhy	BASE_PROFILE	chckhy	NO	NO	YES
E129	B1-S006	B1	f81v	F028	MEDIAL	MC012	Zusatz	dl	dl	BASE_PROFILE	dl	YES	YES	YES
E130	B1-S006	B1	f81v	F028	FINAL	MC056	Zielmarke	ral	ral	BASE_PROFILE	ral	YES	YES	YES
E131	B1-S007	B1	f81v	F029	ONLY	MC088	einführen; Schluss	qokchdy	qokchdy	BASE_PROFILE	qokchdy	YES	YES	YES
E132	B1-S008	B1	f81v	F030	INITIAL	MC123	dies	chey	chey	BASE_PROFILE	chey	YES	YES	YES
E133	B1-S008	B1	f81v	F030	MEDIAL	MC153	weiter	ol	cheol	S3	ol	NO	YES	YES
E134	B1-S008	B1	f81v	F030	MEDIAL	MC147	kurz wärmen	cheky	cheky	BASE_PROFILE	cheky	YES	YES	YES
E135	B1-S008	B1	f81v	F030	MEDIAL	MC153	weiter	ol	cheol	S3	ol	NO	YES	YES
E136	B1-S008	B1	f81v	F030	FINAL	MC128	kurz absetzen; Schluss	shedy	shedy	BASE_PROFILE	shedy	YES	YES	YES
E137	B1-S009	B1	f81v	F031	ONLY	MC083	kurz einwirken; Schluss	qokedy	qokedy	BASE_PROFILE	qokedy	YES	YES	YES
E138	B1-S010	B1	f81v	F032	ONLY	MC083	kurz einwirken; Schluss	qokedy	qokedy	BASE_PROFILE	qokedy	YES	YES	YES
E139	B1-S011	B1	f81v	F033	INITIAL	MC035	durchleiten	chckhy	chckhy	BASE_PROFILE	chckhy	YES	YES	YES
E140	B1-S011	B1	f81v	F033	FINAL	MC026	einsetzen	qoky	choky	S1	qoky	NO	YES	YES
E141	B1-S012	B1	f81v	F034	INITIAL	MC130	Waschgang	lsho	lsho	BASE_PROFILE	lsho	YES	YES	YES
E142	B1-S012	B1	f81v	F034	MEDIAL	MC007	kurz einwirken	qokey	qokey	BASE_PROFILE	qokey	YES	YES	YES
E143	B1-S012	B1	f81v	F034	FINAL	MC038	Waschgang; Schluss	lshedy	lshedy	BASE_PROFILE	lshedy	YES	YES	YES
E144	B1-S013	B1	f81v	F035	ONLY	MC038	Waschgang; Schluss	lshedy	lshedy	BASE_PROFILE	lshedy	YES	YES	YES
E145	B1-S014	B1	f81v	F036	INITIAL	MC074	überführen	chedy	chdy	S2	chedy	NO	YES	YES
E146	B1-S014	B1	f81v	F036	MEDIAL	MC134	Weitergang	qolky	qolky	BASE_PROFILE	qolky	YES	YES	YES
E147	B1-S014	B1	f81v	F036	MEDIAL	MC051	Zielabführung	lchedal	lchedal	BASE_PROFILE	lchedal	YES	YES	YES
E148	B1-S014	B1	f81v	F036	MEDIAL	MC153	weiter	qol	cheol	S3	ol	NO	NO	YES
E149	B1-S014	B1	f81v	F036	FINAL	MC121	Folgequelle	otar	otar	BASE_PROFILE	otar	YES	YES	YES
E150	B1-S015	B1	f81v	F037	INITIAL	MC109	Kurzteil	ytey	ytey	BASE_PROFILE	ytey	YES	YES	YES
E151	B1-S015	B1	f81v	F037	FINAL	MC005	einführen; Schluss	okchedy	okchedy	BASE_PROFILE	okchedy	YES	YES	YES
E152	B1-S016	B1	f81v	F038	INITIAL	MC040	dorthin einsetzen	qokal	okal	S1	qokal	NO	YES	YES
E153	B1-S016	B1	f81v	F038	MEDIAL	MC002	lange einwirken	okeey	qokeey	BASE_PROFILE	qokeey	NO	NO	YES
E154	B1-S016	B1	f81v	F038	MEDIAL	MC153	weiter	qol	cheol	S3	ol	NO	NO	YES
E155	B1-S016	B1	f81v	F038	FINAL	MC128	kurz absetzen; Schluss	cheedy	shedy	BASE_PROFILE	shedy	NO	NO	YES
E156	B1-S017	B1	f81v	F039	INITIAL	MC154	dorthin	sal	al	S3	dal	NO	NO	YES
E157	B1-S017	B1	f81v	F039	MEDIAL	MC106	Kurzfortsetzung	teol	teol	BASE_PROFILE	teol	YES	YES	YES
E158	B1-S017	B1	f81v	F039	FINAL	MC139	Transfer; Schluss	dchdy	dchdy	BASE_PROFILE	dchdy	YES	YES	YES
E159	B1-S018	B1	f81v	F040	ONLY	MC118	Abführposten	ly	ly	BASE_PROFILE	ly	YES	YES	YES
E160	B1-S018	B1	f81v	F041	INITIAL	MC076	Kurzhalt	dsheol	dsheol	BASE_PROFILE	dsheol	YES	YES	YES
E161	B1-S018	B1	f81v	F041	MEDIAL	MC033	Arbeitsstufe	oiiin	oiiin	BASE_PROFILE	oiiin	YES	YES	YES
E162	B1-S018	B1	f81v	F041	FINAL	MC045	lange sammeln; Schluss	olkeedy	olkeedy	BASE_PROFILE	olkeedy	YES	YES	YES
E163	B1-S019	B1	f81v	F042	ONLY	MC128	kurz absetzen; Schluss	tedy	cheedy	S4	shedy	NO	NO	YES
E164	B1-S020	B1	f81v	F043	INITIAL	MC147	kurz wärmen	cheky	cheky	BASE_PROFILE	cheky	YES	YES	YES
E165	B1-S020	B1	f81v	F043	FINAL	MC143	durchlassen; Schluss	shckhedy	shckhedy	BASE_PROFILE	shckhedy	YES	YES	YES
E166	B1-S021	B1	f81v	F044	ONLY	MC154	dorthin	chal	al	BASE_PROFILE	al	NO	NO	YES
E167	B2-S001	B2	f82r	F045	ONLY	MC025	überführen; Schluss	dchedy	dchedy	BASE_PROFILE	dchedy	YES	YES	YES
E168	B2-S002	B2	f82r	F046	ONLY	MC028	weiterführen; Schluss	qolchedy	olchedy	S1	qolchedy	NO	YES	YES
E169	B2-S003	B2	f82r	F047	INITIAL	MC017	Anteil zugeben	qokain	okain	S1	qokain	NO	YES	YES
E170	B2-S003	B2	f82r	F047	MEDIAL	MC123	dies	dy	chey	BASE_PROFILE	chey	NO	NO	YES
E171	B2-S003	B2	f82r	F047	FINAL	MC082	lange einwirken; Schluss	qokeedy	qokeedy	BASE_PROFILE	qokeedy	YES	YES	YES
E172	B2-S004	B2	f82r	F048	INITIAL	MC040	dorthin einsetzen	qokal	okal	S1	qokal	NO	YES	YES
E173	B2-S004	B2	f82r	F048	MEDIAL	MC168	Abführpassage	lcheckhy	lcheckhy	BASE_PROFILE	lcheckhy	YES	YES	YES
E174	B2-S004	B2	f82r	F048	FINAL	MC127	Abführung	lched	lched	BASE_PROFILE	lched	YES	YES	YES
E175	B2-S004	B2	f82r	F049	INITIAL	MC002	lange einwirken	qokeey	okeey	S1	qokeey	NO	YES	YES
E176	B2-S004	B2	f82r	F049	FINAL	MC133	Trennabzug; Schluss	lcheckhedy	lcheckhedy	BASE_PROFILE	lcheckhedy	YES	YES	YES
E177	B2-S005	B2	f82r	F050	INITIAL	MC054	Zieleinsatz	qokaly	qokaly	BASE_PROFILE	qokaly	YES	YES	YES
E178	B2-S005	B2	f82r	F050	MEDIAL	MC036	Sollsammlung	solkaiin	solkaiin	BASE_PROFILE	solkaiin	YES	YES	YES
E179	B2-S005	B2	f82r	F050	MEDIAL	MC035	durchleiten	chckhy	chckhy	BASE_PROFILE	chckhy	YES	YES	YES
E180	B2-S005	B2	f82r	F050	FINAL	MC120	bemessen	qokaiin	okaiin	BASE_PROFILE	okaiin	NO	NO	YES
E181	B2-S005	B2	f82r	F051	INITIAL	MC120	bemessen	qokaiin	okaiin	S1	qokaiin	NO	YES	YES
E182	B2-S005	B2	f82r	F051	MEDIAL	MC112	Fortsetzung vorbereiten	octheol	octheol	BASE_PROFILE	octheol	YES	YES	YES
E183	B2-S005	B2	f82r	F051	MEDIAL	MC166	Langwärmen	chkeey	chkeey	BASE_PROFILE	chkeey	YES	YES	YES
E184	B2-S005	B2	f82r	F051	FINAL	MC004	abziehen; Schluss	ldy	ldy	BASE_PROFILE	ldy	YES	YES	YES
E185	B2-S006	B2	f82r	F052	INITIAL	MC063	Langfolge	oteey	oteey	BASE_PROFILE	oteey	YES	YES	YES
E186	B2-S006	B2	f82r	F052	MEDIAL	MC040	dorthin einsetzen	qokal	okal	BASE_PROFILE	okal	NO	NO	YES
E187	B2-S006	B2	f82r	F052	MEDIAL	MC132	Kurzpassage	sheckhy	sheckhy	BASE_PROFILE	sheckhy	YES	YES	YES
E188	B2-S006	B2	f82r	F052	FINAL	MC026	einsetzen	qoky	choky	S1	qoky	NO	YES	YES
E189	B2-S007	B2	f82r	F053	ONLY	MC138	Kurzabsetzen; Schluss	dshedy	dshedy	BASE_PROFILE	dshedy	YES	YES	YES
E190	B2-S008	B2	f82r	F054	INITIAL	MC060	Folgemaß	sotaiin	otaiin	BASE_PROFILE	otaiin	NO	NO	YES
E191	B2-S008	B2	f82r	F054	MEDIAL	MC044	Quelleinsatz	qokar	qokar	BASE_PROFILE	qokar	YES	YES	YES
E192	B2-S008	B2	f82r	F054	FINAL	MC128	kurz absetzen; Schluss	shedy	shedy	BASE_PROFILE	shedy	YES	YES	YES
E193	B2-S009	B2	f82r	F055	ONLY	MC149	Folgeabsetzen; Schluss	solshedy	solshedy	BASE_PROFILE	solshedy	YES	YES	YES
E194	B2-S010	B2	f82r	F056	INITIAL	MC002	lange einwirken	qokeey	okeey	S1	qokeey	NO	YES	YES
E195	B2-S010	B2	f82r	F056	MEDIAL	MC026	einsetzen	qoky	choky	S1	qoky	NO	YES	YES
E196	B2-S010	B2	f82r	F056	MEDIAL	MC065	Auslass	ls	ls	BASE_PROFILE	ls	YES	YES	YES
E197	B2-S010	B2	f82r	F056	FINAL	MC119	Klarauszug	cheey	cheey	BASE_PROFILE	cheey	YES	YES	YES
E198	B2-S011	B2	f82r	F057	INITIAL	MC017	Anteil zugeben	okain	okain	S1	qokain	YES	NO	YES
E199	B2-S011	B2	f82r	F057	MEDIAL	MC055	davon	char	char	BASE_PROFILE	char	YES	YES	YES
E200	B2-S011	B2	f82r	F057	MEDIAL	MC017	Anteil zugeben	okain	okain	BASE_PROFILE	okain	YES	YES	YES
E201	B2-S011	B2	f82r	F057	FINAL	MC082	lange einwirken; Schluss	qokeedy	qokeedy	BASE_PROFILE	qokeedy	YES	YES	YES
E202	B2-S012	B2	f82r	F058	ONLY	MC008	Abführgut	lchy	lchy	BASE_PROFILE	lchy	YES	YES	YES
E203	B2-S012	B2	f82r	F059	INITIAL	MC119	Klarauszug	cheey	cheey	BASE_PROFILE	cheey	YES	YES	YES
E204	B2-S012	B2	f82r	F059	MEDIAL	MC073	kurz vorbereiten	qcthey	qcthey	BASE_PROFILE	qcthey	YES	YES	YES
E205	B2-S012	B2	f82r	F059	MEDIAL	MC002	lange einwirken	qokeey	qokeey	BASE_PROFILE	qokeey	YES	YES	YES
E206	B2-S012	B2	f82r	F059	MEDIAL	MC066	Klarabzug	lcheey	lcheey	BASE_PROFILE	lcheey	YES	YES	YES
E207	B2-S012	B2	f82r	F059	MEDIAL	MC039	Sollmaß	daiin	daiin	BASE_PROFILE	daiin	YES	YES	YES
