page	locus	record	event_index	surface	joint_tuple_id	page_host	strict_literal_composition_German	fluent_local_creative_expansion_German	meaning_status
f56r	f56r.12	1	1	sh	ad3581d3144f69a5912d	h	OPAQUE HOST H=UNBEKANNT	ihren kleinen Samen- oder Knospenkopf	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.12	1	2	cho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.12	1	3	kchey	b74e9e65637b7c8538dd	kchey	OPAQUE HOST KCHEY=UNBEKANNT	das getrocknete schmale Blatt	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.12	1	4	qokokchy	1322bc176443fc2a8a86	okokchy	OPAQUE HOST OKOKCHY=UNBEKANNT	trockne es im Schatten	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.13	1	1	okchy	9ad66e67803a12e745de	okchy	OPAQUE HOST OKCHY=UNBEKANNT	gebrauche die frisch bereitete Arznei	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.13	1	2	chokcheo	087a47b5423438cd6b6a	okcheo	OPAQUE HOST OKCHEO=UNBEKANNT	trinke es bei Magenschmerz	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.13	1	3	kchal	75a523fcf039b006f97b	kch	OPAQUE HOST KCH=UNBEKANNT + RIGHT AL=ZIEL-/PARALLELPLATZ	bewahre den Rest trocken im Schatten	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.18	1	1	sho	2cc054357a929df85f64	o	OPAQUE HOST O=UNBEKANNT	nimm danach den folgenden Zusatz oder Pflanzenteil	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.18	1	2	chokchy	9ad66e67803a12e745de	okchy	OPAQUE HOST OKCHY=UNBEKANNT	gebrauche die frisch bereitete Arznei	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.18	1	3	kchoar	c71c72da4e09e0833392	kcho	OPAQUE HOST KCHO=UNBEKANNT + RIGHT AR=QUELLEN-/LOKALRELATION	mische es mit Honig	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.18	1	4	sotodan	61a075bc54793c1c781f	otodan	OPAQUE HOST OTODAN=UNBEKANNT	gebrauche es frisch vermischt	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.19	1	1	otchey	faf321940aed922846a9	chey	OPAQUE HOST CHEY=UNBEKANNT + FRAME OT=MARKIERTEN SEKUNDÄRBEZUG SETZEN	Nimm den bezeichneten Anteil	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.19	1	2	keol	9bb7122b386ebbc6138f	keol	OPAQUE HOST KEOL=UNBEKANNT	die helle geöffnete Blüte	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f56r	f56r.19	1	3	daiin	2f1c5e56e8f0ff459065	aiin	GANZKARTE AIIN=MASS-/STANDARDKARTE	Ein vorgeschriebenes Maß	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f81v	f81v.2	1	1	qokedy	7db18b2f0fb7ed0fcfd3	oke	GANZKARTE OKE=SPÜLKARTE + DY=LOKALEN ARBEITSSCHRITT SCHLIESSEN	spüle die bezeichnete Stelle einmal und beende den Schritt	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f81v	f81v.2	1	2	okaiin	b5fcea1eaed06b2f2291	ok	HOST OK=ARBEITSPOSTEN AKTIVIEREN + RIGHT AIIN=STANDARD-/PARAMETERPLATZ	beginne den nächsten abgemessenen Posten	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
f81v	f81v.2	1	3	kair	22fb87a5a83e5c3fb510	k	OPAQUE HOST K=UNBEKANNT + RIGHT AIR=FLUSS-/LAUFWEG	der zurücklaufende Strom	STRICT_COMPONENT_AGREEMENT_CREATIVE_TRANSLATION_NOT_DECIPHERMENT
