candidate	eleven_role_values	meaning_settings	original_local_reading	projected_additional_contexts	complete_shared_contexts	projection_exclusions	joint_exclusions	independent_meaning_capacity
B10	"{""chedy"": ""C"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""G"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B11	"{""chedy"": ""C"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""G"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B12	"{""chedy"": ""W"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B13	"{""chedy"": ""W"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B14	"{""chedy"": ""W"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B15	"{""chedy"": ""W"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B16	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B17	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B18	"{""chedy"": ""G"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B19	"{""chedy"": ""G"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B20	"{""chedy"": ""G"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B21	"{""chedy"": ""G"", ""lchedy"": ""W"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B22	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B23	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""C"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B24	"{""chedy"": ""G"", ""lchedy"": ""C"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B25	"{""chedy"": ""G"", ""lchedy"": ""C"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B26	"{""chedy"": ""G"", ""lchedy"": ""C"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B27	"{""chedy"": ""G"", ""lchedy"": ""C"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B28	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""C"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B29	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""C"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B30	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B31	"{""chedy"": ""FIRST_CARGO"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B32	"{""chedy"": ""C"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B33	"{""chedy"": ""C"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""OTHER"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
B34	"{""chedy"": ""C"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""GOAL""}"	RETAINED	2	0	118	2	0
B35	"{""chedy"": ""C"", ""lchedy"": ""G"", ""otaiin"": ""THERE"", ""otedy"": ""RETURN"", ""otor"": ""COLOC"", ""qokedy"": ""W"", ""qoteedy"": ""B"", ""sar"": ""UNSAFE"", ""shedy"": ""M"", ""sol"": ""THEN"", ""solkeedy"": ""WITH_TRIP""}"	"{""copy"": ""FIRST"", ""exclude"": ""EXCLUDING"", ""first"": ""FIRST"", ""other"": ""FIRST"", ""there"": ""CURRENT""}"	RETAINED	2	0	118	2	0
