root	portable_default_de	structural_category	register	owner_local_expansion_de	back_projection_de	mention_count	guardrail_mention_count	event_count	page_count	owner_count	sample_pages	sample_owners	sample_surfaces	do_not_overread_de	status
OL	FORTSETZEN	REIHENFOLGE	SOURCE_SECTION_T	WEITERFÜHREN	FORTSETZEN	26	26	26	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	shol|sholdy|roloty|otchol	niemals aus der Oberfläche Öl ableiten	SAME_CORE__OWNER_LOCAL_EXPANSION
OL	FORTSETZEN	REIHENFOLGE	HERBAL	PFLANZENBEHANDLUNG FORTSETZEN	FORTSETZEN	109	109	109	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	pchodol|otytchol|chol|qotchol	niemals aus der Oberfläche Öl ableiten	SAME_CORE__OWNER_LOCAL_EXPANSION
OL	FORTSETZEN	REIHENFOLGE	BIOLOGICAL	STATION WEITERFÜHREN	FORTSETZEN	372	372	365	7	20	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ssheol|qoldy|olkar|ol|olsheedy	niemals aus der Oberfläche Öl ableiten	SAME_CORE__OWNER_LOCAL_EXPANSION
OL	FORTSETZEN	REIHENFOLGE	CELESTIAL	RINGFOLGE FORTSETZEN	FORTSETZEN	62	62	59	4	14	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	opodchol|oldy|ochol|olol	niemals aus der Oberfläche Öl ableiten	SAME_CORE__OWNER_LOCAL_EXPANSION
OL	FORTSETZEN	REIHENFOLGE	PHARMA	ANSATZ FORTSETZEN	FORTSETZEN	119	119	118	3	9	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	ctheol|sholfchor|chcthol|keol|qokeol	niemals aus der Oberfläche Öl ableiten	SAME_CORE__OWNER_LOCAL_EXPANSION
OT	DANACH	REIHENFOLGE	SOURCE_SECTION_T	NÄCHSTER EINTRAG	DANACH	9	9	9	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	oteey|oteos|roloty|otchol|otairin	nicht automatisch erneut oder rückwärts	SAME_CORE__OWNER_LOCAL_EXPANSION
OT	DANACH	REIHENFOLGE	HERBAL	NÄCHSTER BEHANDLUNGSGANG	DANACH	72	72	72	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	otytchol|qotor|qotchy|qotchol|qotchor	nicht automatisch erneut oder rückwärts	SAME_CORE__OWNER_LOCAL_EXPANSION
OT	DANACH	REIHENFOLGE	BIOLOGICAL	NÄCHSTE STATION	DANACH	175	175	175	7	18	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	qotar|otey|otar|otain	nicht automatisch erneut oder rückwärts	SAME_CORE__OWNER_LOCAL_EXPANSION
OT	DANACH	REIHENFOLGE	CELESTIAL	NÄCHSTE POSITION	DANACH	84	84	84	4	15	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	otchey|otoldos|choteey|otor|otchl	nicht automatisch erneut oder rückwärts	SAME_CORE__OWNER_LOCAL_EXPANSION
OT	DANACH	REIHENFOLGE	PHARMA	NÄCHSTER ANSATZ	DANACH	23	23	23	3	6	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C|Gefäß-/Pflanzenteilgruppe E	otam|otchol|oteor|qotody|qoteody	nicht automatisch erneut oder rückwärts	SAME_CORE__OWNER_LOCAL_EXPANSION
AL	ZIELORT	BEZIEHUNG	SOURCE_SECTION_T	ZIELSPALTE	ZIELORT	7	7	7	1	3	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_C|F1R_TEXT_BLOCK_D	ykal|cphodal|chal|cphealy|cthal	keine Anatomie und keine Richtung ohne Besitzer erfinden	SAME_CORE__OWNER_LOCAL_EXPANSION
AL	ZIELORT	BEZIEHUNG	HERBAL	ZIELSTELLE	ZIELORT	50	50	50	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	chopchal|schoal|ydal|okchal|daldy	keine Anatomie und keine Richtung ohne Besitzer erfinden	SAME_CORE__OWNER_LOCAL_EXPANSION
AL	ZIELORT	BEZIEHUNG	BIOLOGICAL	ZIELSTATION	ZIELORT	178	178	177	7	20	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chal|kal|sal|qokal	keine Anatomie und keine Richtung ohne Besitzer erfinden	SAME_CORE__OWNER_LOCAL_EXPANSION
AL	ZIELORT	BEZIEHUNG	CELESTIAL	ZIELPOSITION	ZIELORT	72	72	71	4	14	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	aldy|dal|saral|salsain|alaiin	keine Anatomie und keine Richtung ohne Besitzer erfinden	SAME_CORE__OWNER_LOCAL_EXPANSION
AL	ZIELORT	BEZIEHUNG	PHARMA	ZIELGEFÄSS	ZIELORT	45	45	43	3	9	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	dal|ral|salsaly|chosals	keine Anatomie und keine Richtung ohne Besitzer erfinden	SAME_CORE__OWNER_LOCAL_EXPANSION
CH	NEHMEN	HANDLUNG	SOURCE_SECTION_T	ENTNEHMEN	NEHMEN	58	58	57	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	fachys|cthres|ckhar|chtaiin|cthar	nicht den ganzen folgenden Arbeitsgang in NEHMEN packen	SAME_CORE__OWNER_LOCAL_EXPANSION
CH	NEHMEN	HANDLUNG	HERBAL	PFLANZENTEIL NEHMEN	NEHMEN	235	235	215	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	pchocthy|octhody|chorchy	nicht den ganzen folgenden Arbeitsgang in NEHMEN packen	SAME_CORE__OWNER_LOCAL_EXPANSION
CH	NEHMEN	HANDLUNG	BIOLOGICAL	POSTEN ENTNEHMEN	NEHMEN	290	290	255	7	20	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	chekeedy|chal|dackhy|ckhey|chcthy	nicht den ganzen folgenden Arbeitsgang in NEHMEN packen	SAME_CORE__OWNER_LOCAL_EXPANSION
CH	NEHMEN	HANDLUNG	CELESTIAL	POSITION AUFNEHMEN	NEHMEN	100	100	92	4	15	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	ydchos|chocfhy|oparchy|octhole	nicht den ganzen folgenden Arbeitsgang in NEHMEN packen	SAME_CORE__OWNER_LOCAL_EXPANSION
CH	NEHMEN	HANDLUNG	PHARMA	DROGENPOSTEN NEHMEN	NEHMEN	160	160	151	3	9	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	ctheol|qockhey|sholfchor|chcthol	nicht den ganzen folgenden Arbeitsgang in NEHMEN packen	SAME_CORE__OWNER_LOCAL_EXPANSION
SH	HALTEN	HANDLUNG	SOURCE_SECTION_T	FESTHALTEN	HALTEN	44	44	43	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	shol|shory|sholdy|shar|sheky	nicht automatisch Wärme, Klarheit oder Dauer	SAME_CORE__OWNER_LOCAL_EXPANSION
SH	HALTEN	HANDLUNG	HERBAL	MATERIAL HALTEN	HALTEN	86	86	84	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	shor|otchoshor|tshol|schoal	nicht automatisch Wärme, Klarheit oder Dauer	SAME_CORE__OWNER_LOCAL_EXPANSION
SH	HALTEN	HANDLUNG	BIOLOGICAL	POSTEN HALTEN	HALTEN	398	398	397	7	19	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	shedy|shey|ssheol|sheeky|lshey	nicht automatisch Wärme, Klarheit oder Dauer	SAME_CORE__OWNER_LOCAL_EXPANSION
SH	HALTEN	HANDLUNG	CELESTIAL	POSITION HALTEN	HALTEN	46	46	46	4	10	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe E	sosho|sheody|sshey|shees|yshey	nicht automatisch Wärme, Klarheit oder Dauer	SAME_CORE__OWNER_LOCAL_EXPANSION
SH	HALTEN	HANDLUNG	PHARMA	ANSATZ HALTEN	HALTEN	57	57	57	3	9	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	dorsheoy|sheor|sholfchor|sheom|shekor	nicht automatisch Wärme, Klarheit oder Dauer	SAME_CORE__OWNER_LOCAL_EXPANSION
AR	AUSGANG	BEZIEHUNG	SOURCE_SECTION_T	AUSGANGSZEILE	AUSGANG	24	24	24	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	ar|ckhar|shar|cthar	kein sichtbarer Pfeil darf stillschweigend ergänzt werden	SAME_CORE__OWNER_LOCAL_EXPANSION
AR	AUSGANG	BEZIEHUNG	HERBAL	AUSGANGSMATERIAL	AUSGANG	69	69	68	8	8	f10r|f13r|f17r|f18r|f24v	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	char|dar|otar|ydar	kein sichtbarer Pfeil darf stillschweigend ergänzt werden	SAME_CORE__OWNER_LOCAL_EXPANSION
AR	AUSGANG	BEZIEHUNG	BIOLOGICAL	AUSGANGSSTATION	AUSGANG	151	151	150	7	18	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	kchedykary|qokar|qotar|chedykar|olkar	kein sichtbarer Pfeil darf stillschweigend ergänzt werden	SAME_CORE__OWNER_LOCAL_EXPANSION
AR	AUSGANG	BEZIEHUNG	CELESTIAL	AUSGANGSPOSITION	AUSGANG	56	56	53	4	14	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	ar|saral|oparchy|ofar	kein sichtbarer Pfeil darf stillschweigend ergänzt werden	SAME_CORE__OWNER_LOCAL_EXPANSION
AR	AUSGANG	BEZIEHUNG	PHARMA	AUSGANGSGEFÄSS	AUSGANG	23	23	23	3	7	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe E	chear|sar|dar|poeear|ykar	kein sichtbarer Pfeil darf stillschweigend ergänzt werden	SAME_CORE__OWNER_LOCAL_EXPANSION
K	GEBEN	HANDLUNG	SOURCE_SECTION_T	ZUORDNEN	GEBEN	29	29	29	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	ykal|kor|ckhar|kair|sheky	nicht automatisch Wasser oder Empfänger	SAME_CORE__OWNER_LOCAL_EXPANSION
K	GEBEN	HANDLUNG	HERBAL	MATERIAL ZUGEBEN	GEBEN	108	108	106	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	kom|ckhy|kchaiin|oykchor|kaiiin	nicht automatisch Wasser oder Empfänger	SAME_CORE__OWNER_LOCAL_EXPANSION
K	GEBEN	HANDLUNG	BIOLOGICAL	POSTEN ZUFÜHREN	GEBEN	237	237	236	7	20	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	kchedykary|shyk|chedykar|chekeedy	nicht automatisch Wasser oder Empfänger	SAME_CORE__OWNER_LOCAL_EXPANSION
K	GEBEN	HANDLUNG	CELESTIAL	WERT ZUORDNEN	GEBEN	48	48	46	4	13	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	oekain|ykor|chekody|ockhy|yekees	nicht automatisch Wasser oder Empfänger	SAME_CORE__OWNER_LOCAL_EXPANSION
K	GEBEN	HANDLUNG	PHARMA	ZUTAT ZUGEBEN	GEBEN	70	70	69	3	8	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe C|Gefäß-/Pflanzenteilgruppe D	qockhey|keol|shekor|ykeor|koay	nicht automatisch Wasser oder Empfänger	SAME_CORE__OWNER_LOCAL_EXPANSION
AIIN	WERT	ARGUMENT	SOURCE_SECTION_T	KENNWERT	WERT	27	27	27	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	ataiin|chtaiin|ykaiin|daraiin|daiin	keine Zahl, Waage oder Einheit behaupten, wenn sie nicht lokal vorliegt	SAME_CORE__OWNER_LOCAL_EXPANSION
AIIN	WERT	ARGUMENT	HERBAL	ARBEITSWERT	WERT	100	100	100	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	daiin|chaiin|aiin|cthaiin	keine Zahl, Waage oder Einheit behaupten, wenn sie nicht lokal vorliegt	SAME_CORE__OWNER_LOCAL_EXPANSION
AIIN	WERT	ARGUMENT	BIOLOGICAL	STATIONSWERT	WERT	162	162	162	7	17	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	saiin|lkaiin|olaiin|okaiin|aiiny	keine Zahl, Waage oder Einheit behaupten, wenn sie nicht lokal vorliegt	SAME_CORE__OWNER_LOCAL_EXPANSION
AIIN	WERT	ARGUMENT	CELESTIAL	POSITIONSWERT	WERT	70	70	70	3	14	f67r2|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C	soraiir|daiin|aiin|saiin|alaiin	keine Zahl, Waage oder Einheit behaupten, wenn sie nicht lokal vorliegt	SAME_CORE__OWNER_LOCAL_EXPANSION
AIIN	WERT	ARGUMENT	PHARMA	MENGENWERT	WERT	73	73	73	3	9	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	daiin|aiin|saiin	keine Zahl, Waage oder Einheit behaupten, wenn sie nicht lokal vorliegt	SAME_CORE__OWNER_LOCAL_EXPANSION
S	WÄHLEN	HANDLUNG	SOURCE_SECTION_T	AUSWÄHLEN	WÄHLEN	19	19	19	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	fachys|cthres|sory|ase|syaiir	nicht universell trennen oder prüfen	SAME_CORE__OWNER_LOCAL_EXPANSION
S	WÄHLEN	HANDLUNG	HERBAL	PFLANZENTEIL WÄHLEN	WÄHLEN	48	48	47	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	sor|osain|socthody|s	nicht universell trennen oder prüfen	SAME_CORE__OWNER_LOCAL_EXPANSION
S	WÄHLEN	HANDLUNG	BIOLOGICAL	STATION WÄHLEN	WÄHLEN	135	135	133	7	18	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ssheol|sor|sal|ssheckhy|sain	nicht universell trennen oder prüfen	SAME_CORE__OWNER_LOCAL_EXPANSION
S	WÄHLEN	HANDLUNG	CELESTIAL	POSITION WÄHLEN	WÄHLEN	54	54	53	4	14	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe C|Tierkreis-Ringgruppe D	s|soeey|okoes|soraiir|ydchos	nicht universell trennen oder prüfen	SAME_CORE__OWNER_LOCAL_EXPANSION
S	WÄHLEN	HANDLUNG	PHARMA	DROGENPOSTEN WÄHLEN	WÄHLEN	50	50	48	3	9	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	sar|s|sam|saiin|cheos	nicht universell trennen oder prüfen	SAME_CORE__OWNER_LOCAL_EXPANSION
CHD	BEARBEITEN	HANDLUNG	SOURCE_SECTION_T	EINTRAG BEARBEITEN	BEARBEITEN	1	1	1	1	1	f1r	F1R_TEXT_BLOCK_C	chdy	nicht als Schluss lesen; Schluss braucht eine lizenzierte Endhülle	SAME_CORE__OWNER_LOCAL_EXPANSION
CHD	BEARBEITEN	HANDLUNG	HERBAL	MATERIAL BEARBEITEN	BEARBEITEN	29	29	29	4	4	f24v|f55v|f56r|f95v	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|große aromatische Doldenpflanze	ochdy|kcheedchdy|chedy|ochedy	nicht als Schluss lesen; Schluss braucht eine lizenzierte Endhülle	SAME_CORE__OWNER_LOCAL_EXPANSION
CHD	BEARBEITEN	HANDLUNG	BIOLOGICAL	POSTEN BEARBEITEN	BEARBEITEN	259	259	259	7	19	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	kchedykary|chedy|chedykar|pchedy	nicht als Schluss lesen; Schluss braucht eine lizenzierte Endhülle	SAME_CORE__OWNER_LOCAL_EXPANSION
CHD	BEARBEITEN	HANDLUNG	CELESTIAL	EINTRAG BEARBEITEN	BEARBEITEN	7	7	7	2	6	f67r2|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe E|Tierkreis-Ringgruppe G	chedaiin|chedal|dalchdy|otochedy	nicht als Schluss lesen; Schluss braucht eine lizenzierte Endhülle	SAME_CORE__OWNER_LOCAL_EXPANSION
CHD	BEARBEITEN	HANDLUNG	PHARMA	ANSATZ BEARBEITEN	BEARBEITEN	5	5	5	2	5	f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe B|Gefäß-/Pflanzenteilgruppe C	lchdy|chedy|dalchom|ykchdy|chedain	nicht als Schluss lesen; Schluss braucht eine lizenzierte Endhülle	SAME_CORE__OWNER_LOCAL_EXPANSION
OR	EINHEIT	ARGUMENT	SOURCE_SECTION_T	EINTRAGSEINHEIT	EINHEIT	11	11	11	1	4	f1r	F1R_TEXT_BLOCK_A|F1R_TEXT_BLOCK_B|F1R_TEXT_BLOCK_C	shory|kor|sory|or	nicht universell Ansatz, Sud oder Gefäß	SAME_CORE__OWNER_LOCAL_EXPANSION
OR	EINHEIT	ARGUMENT	HERBAL	ARBEITSEINHEIT	EINHEIT	97	97	95	9	9	f10r|f11r|f13r|f17r|f18r	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	shor|chorchy|cthoor|qotor|or	nicht universell Ansatz, Sud oder Gefäß	SAME_CORE__OWNER_LOCAL_EXPANSION
OR	EINHEIT	ARGUMENT	BIOLOGICAL	STATIONSEINHEIT	EINHEIT	80	80	79	7	16	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ror|orchey|or|pcheykeeor|sor	nicht universell Ansatz, Sud oder Gefäß	SAME_CORE__OWNER_LOCAL_EXPANSION
OR	EINHEIT	ARGUMENT	CELESTIAL	POSITIONSEINHEIT	EINHEIT	30	30	30	4	11	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe B|Tierkreis-Ringgruppe C|Tierkreis-Ringgruppe G	soraiir|yteoor|ykor|ytor|or	nicht universell Ansatz, Sud oder Gefäß	SAME_CORE__OWNER_LOCAL_EXPANSION
OR	EINHEIT	ARGUMENT	PHARMA	ANSATZEINHEIT	EINHEIT	48	48	47	3	7	f88r|f88v|f89r	Gefäß-/Pflanzenteilgruppe A|Gefäß-/Pflanzenteilgruppe D|Gefäß-/Pflanzenteilgruppe E	dorsheoy|dory|sheor|sholfchor|shekor	nicht universell Ansatz, Sud oder Gefäß	SAME_CORE__OWNER_LOCAL_EXPANSION
L	VERBINDUNG	BEZIEHUNG	SOURCE_SECTION_T	EINTRAGSVERBINDUNG	VERBINDUNG	2	2	2	1	1	f1r	F1R_TEXT_BLOCK_C	cphodaiils|dloo	nicht Öl und nicht zwingend Rohr	SAME_CORE__OWNER_LOCAL_EXPANSION
L	VERBINDUNG	BEZIEHUNG	HERBAL	VERBINDUNG IM PFLANZENARTIKEL	VERBINDUNG	10	10	10	5	5	f11r|f18r|f24v|f55v|f95v	F24V_WHOLE_PLANT|F95V_WHOLE_PLANT|blühender dreikroniger Sodenstock	chodl|odl|chlol|octhyl|dlos	nicht Öl und nicht zwingend Rohr	SAME_CORE__OWNER_LOCAL_EXPANSION
L	VERBINDUNG	BEZIEHUNG	BIOLOGICAL	SICHTBARE VERBINDUNG	VERBINDUNG	220	220	218	7	18	f75r|f76r|f77r|f81r|f81v	F81R_LOWER_POOL|F81R_UPPER_POOL|Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ly|ltain|lkamo|lshey|lol	nicht Öl und nicht zwingend Rohr	SAME_CORE__OWNER_LOCAL_EXPANSION
L	VERBINDUNG	BEZIEHUNG	CELESTIAL	RINGVERBINDUNG	VERBINDUNG	11	11	11	4	8	f67r2|f68r1|f71v|f72r	Tierkreis-Ringgruppe A|Tierkreis-Ringgruppe E|Tierkreis-Ringgruppe H	odal|otchl|cheol|cheols|shldy	nicht Öl und nicht zwingend Rohr	SAME_CORE__OWNER_LOCAL_EXPANSION
