order_id	case_id	step	surface	decoded_card_no	decoded_component_parse	decoded_command_de	exact_backward_read
C3-L05	C3	3	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-L05	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-L05	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
C3-L05	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C3-L06	C3	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C3-L06	C3	2	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C3-L06	C3	3	cfhy	PROC028	CFH+Y	AUSWRINGEN · ARBEITSPOSTEN	YES
C3-L06	C3	4	cphy	PROC030	P+Y	EINFUELLEN · ARBEITSPOSTEN	YES
C3-L06	C3	5	shey	PROC031	SH+EE+Y	HALTEN · LANG · ARBEITSPOSTEN	YES
C3-L06	C3	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C4-L01	C4	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C4-L01	C4	2	qokain	PROC080	OK+AIN	ANSETZEN · PORTION	YES
C4-L01	C4	3	ykan	PROC040	Y+K+AN	ARBEITSPOSTEN · ZUDOSIEREN · NACHPORTION	YES
C4-L01	C4	4	qokal	PROC048	OK+AL	ANSETZEN · ZIELSTELLE	YES
C4-L01	C4	5	qokylddy	PROC155	OK+Y+LD+DY	ANSETZEN · ARBEITSPOSTEN · BEFESTIGEN; SCHLUSS	YES
C4-L01	C4	6	talam	PROC043	TALAM	VERWAHREN	YES
C5-L01	C5	1	cho	PROC052	HO	ZUTAT	YES
C5-L01	C5	2	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C5-L01	C5	3	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	YES
C5-L01	C5	4	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	YES
C5-L01	C5	5	daiiin	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	YES
C5-L01	C5	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
C5-L02	C5	1	qokaiin	PROC038	OK+AIIN	ANSETZEN · SOLLMASS	YES
C5-L02	C5	2	cho	PROC052	HO	ZUTAT	YES
C5-L02	C5	3	kchoar	PROC063	K+HO+AR	ZUDOSIEREN · ZUTAT · VORRAT	YES
C5-L02	C5	4	chodaly	PROC053	HO+AL+Y	ZUTAT · ZIELSTELLE · ARBEITSPOSTEN	YES
C5-L02	C5	5	daiiin	PROC169	DA+IIN	ZWEITMARKER · ARBEITSSTUFE	YES
C5-L02	C5	6	shedy	PROC078	SHED+DY	ABSETZEN; SCHLUSS	YES
