replay_id	attachment_id	physical_page	register	statement_id	event_id	surface	focus_core	chosen_attachment_class	chosen_action	micro_signature	teaching_rule_families	exact_typed_head_signature	typed_micro_signature	outside_page_support_level	outside_register_support_level	outside_page_support	outside_register_support	future_page_result
G400-A00019	G399-A00019	f10r	HERBAL	P1009-S001	P912-E0019	qotor	OR	PREVIOUS_CARD_ACTION	T	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	OR::PREVIOUS_CARD_ACTION::T::NONE::SINGLE::PREVIOUS_CARD_STACK	OR::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f18r|f55v|f72r|f75r|f81v|f83r	BIOLOGICAL|CELESTIAL	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00020	G399-A00020	f10r	HERBAL	P1009-S001	P912-E0021	tchy	Y	SAME_CARD_LEFT_ACTION	T	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::T::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00021	G399-A00021	f10r	HERBAL	P1009-S001	P912-E0022	daiin	AIIN	PREVIOUS_CARD_ACTION	T	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	AIIN::PREVIOUS_CARD_ACTION::T::NONE::SINGLE::PREVIOUS_CARD_STACK	AIIN::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f18r|f67r2|f71v|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00022	G399-A00022	f10r	HERBAL	P1009-S001	P912-E0023	chocthy	Y	SAME_CARD_LEFT_ACTION	T	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::T::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00023	G399-A00023	f10r	HERBAL	P1009-S001	P912-E0024	qotchy	Y	PREVIOUS_CARD_ACTION	T	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	Y::PREVIOUS_CARD_ACTION::T::NONE::SINGLE::PREVIOUS_CARD_STACK	Y::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f56r|f71v|f72r|f75r|f76r|f77r|f83r|f88v	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00024	G399-A00024	f10r	HERBAL	P1009-S001	P912-E0026	or	OR	INHERITED_ACTION	T	ARG_GRADE__INHERITED_ACTION	INHERITED_ACTION_STACK	OR::INHERITED_ACTION::T::NONE::SINGLE::INHERITED_ACTION_STACK	OR::ARG_GRADE__INHERITED_ACTION::INHERITED_ACTION_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f55v|f67r2	CELESTIAL	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00025	G399-A00025	f10r	HERBAL	P1009-S001	P912-E0027	yty	Y	SAME_CARD_RIGHT_ACTION	T	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_RIGHT_ACTION::T::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_RIGHT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f18r|f55v|f56r|f67r2|f68r1|f72r|f75r|f76r|f81v|f83r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00026	G399-A00026	f10r	HERBAL	P1009-S001	P912-E0027	yty	Y	SAME_CARD_LEFT_ACTION	T	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::T::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00027	G399-A00027	f10r	HERBAL	P1009-S001	P912-E0028	dy	Y	PREVIOUS_CARD_ACTION	T	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	Y::PREVIOUS_CARD_ACTION::T::NONE::SINGLE::PREVIOUS_CARD_STACK	Y::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f56r|f71v|f72r|f75r|f76r|f77r|f83r|f88v	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00028	G399-A00028	f10r	HERBAL	P1009-S001	P912-E0029	dy	Y	INHERITED_ACTION	T	ARG_GRADE__INHERITED_ACTION	INHERITED_ACTION_STACK	Y::INHERITED_ACTION::T::NONE::SINGLE::INHERITED_ACTION_STACK	Y::ARG_GRADE__INHERITED_ACTION::INHERITED_ACTION_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f55v|f67r2|f72r|f82r|f83r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00029	G399-A00029	f10r	HERBAL	P1009-S001	P912-E0030	sor	OR	SAME_CARD_LEFT_ACTION	S	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	OR::SAME_CARD_LEFT_ACTION::S::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	OR::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f67r2|f72r|f75r|f76r|f83r|f88v	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00030	G399-A00030	f10r	HERBAL	P1009-S001	P912-E0031	chaiin	AIIN	SAME_CARD_LEFT_ACTION	CH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	AIIN::SAME_CARD_LEFT_ACTION::CH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	AIIN::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f18r|f55v|f72r|f76r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00031	G399-A00031	f10r	HERBAL	P1009-S001	P912-E0032	chcthy	Y	SAME_CARD_LEFT_ACTION	T	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::T::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00032	G399-A00032	f10r	HERBAL	P1009-S001	P912-E0034	ckhy	Y	SAME_CARD_LEFT_ACTION	K	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::K::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00033	G399-A00033	f10r	HERBAL	P1009-S001	P912-E0035	or	OR	PREVIOUS_CARD_ACTION	K	ARG_GRADE__PREVIOUS_CARD_ACTION	PREVIOUS_CARD_STACK	OR::PREVIOUS_CARD_ACTION::K::NONE::SINGLE::PREVIOUS_CARD_STACK	OR::ARG_GRADE__PREVIOUS_CARD_ACTION::PREVIOUS_CARD_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f71v|f75r|f76r|f81v|f88r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00034	G399-A00034	f10r	HERBAL	P1009-S001	P912-E0036	aiin	AIIN	INHERITED_ACTION	K	ARG_GRADE__INHERITED_ACTION	INHERITED_ACTION_STACK	AIIN::INHERITED_ACTION::K::NONE::SINGLE::INHERITED_ACTION_STACK	AIIN::ARG_GRADE__INHERITED_ACTION::INHERITED_ACTION_STACK	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f67r2|f72r|f76r|f81v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00035	G399-A00035	f10r	HERBAL	P1009-S001	P912-E0037	chtchor	OR	SAME_CARD_LEFT_ACTION	CH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	OR::SAME_CARD_LEFT_ACTION::CH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	OR::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f56r|f68r1|f71v|f72r|f76r|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00036	G399-A00036	f10r	HERBAL	P1009-S002	P912-E0040	qokchy	Y	SAME_CARD_LEFT_ACTION	OK	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::OK::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00037	G399-A00037	f10r	HERBAL	P1009-S002	P912-E0043	cthy	Y	SAME_CARD_LEFT_ACTION	T	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::T::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00038	G399-A00038	f10r	HERBAL	P1009-S002	P912-E0044	ycheor	Y	SAME_CARD_RIGHT_ACTION	CH	ARG_GRADE__SAME_CARD_RIGHT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_RIGHT_ACTION::CH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_RIGHT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f17r|f18r|f56r|f67r2|f72r|f76r|f77r|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00039	G399-A00039	f10r	HERBAL	P1009-S002	P912-E0044	ycheor	E	SAME_CARD_LEFT_ACTION	CH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	E::SAME_CARD_LEFT_ACTION::CH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	E::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f17r|f55v|f56r|f67r2|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00040	G399-A00040	f10r	HERBAL	P1009-S002	P912-E0045	cthy	Y	SAME_CARD_LEFT_ACTION	T	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	Y::SAME_CARD_LEFT_ACTION::T::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	Y::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f55v|f56r|f68r1|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
G400-A00041	G399-A00041	f10r	HERBAL	P1009-S002	P912-E0046	chor	OR	SAME_CARD_LEFT_ACTION	CH	ARG_GRADE__SAME_CARD_LEFT_ACTION	NEAREST_HEAD_LEFT_TIE	OR::SAME_CARD_LEFT_ACTION::CH::NONE::SINGLE::NEAREST_HEAD_LEFT_TIE	OR::ARG_GRADE__SAME_CARD_LEFT_ACTION::NEAREST_HEAD_LEFT_TIE	EXACT_TYPED_HEAD	EXACT_TYPED_HEAD	f11r|f13r|f17r|f18r|f56r|f68r1|f71v|f72r|f76r|f82r|f83r|f88r|f88v|f89r	BIOLOGICAL|CELESTIAL|PHARMA	PORTABLE_BY_EXISTING_HIERARCHY
