owner_id	attachment_id	physical_page	register	statement_id	event_id	surface	component_recipe	focus_core	owner_de	owner_reason	next_event_id	next_surface	outside_page_support_level	result
G400-O020	G399-A01533	f75r	BIOLOGICAL	P1009-S133	P912-E0745	darom	D_ADDR+AR+O+AM_ADDR	AR	großes Bad-/Stationsblatt mit dreieckiger Insel	AL_AR_OWNER_FALLBACK	P912-E0746	s	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O021	G399-A01571	f75r	BIOLOGICAL	P1009-S149	P912-E0783	ldy	L+DY	L	großes Bad-/Stationsblatt mit dreieckiger Insel	L_AIR_OWNER_FALLBACK	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O022	G399-A01579	f75r	BIOLOGICAL	P1009-S155	P912-E0790	dar	D_ADDR+AR	AR	großes Bad-/Stationsblatt mit dreieckiger Insel	AL_AR_OWNER_FALLBACK	P912-E0791	shedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O023	G399-A01583	f75r	BIOLOGICAL	P1009-S157	P912-E0794	dal	AL	AL	großes Bad-/Stationsblatt mit dreieckiger Insel	AL_AR_OWNER_FALLBACK	P912-E0795	keedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O024	G399-A01588	f75r	BIOLOGICAL	P1009-S161	P912-E0799	oteedy	OT+EE+DY	EE	großes Bad-/Stationsblatt mit dreieckiger Insel	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O025	G399-A01596	f75r	BIOLOGICAL	P1009-S166	P912-E0807	qoteey	OT+EE+Y	EE	großes Bad-/Stationsblatt mit dreieckiger Insel	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E0808	qoteedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O026	G399-A01597	f75r	BIOLOGICAL	P1009-S166	P912-E0807	qoteey	OT+EE+Y	Y	großes Bad-/Stationsblatt mit dreieckiger Insel	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E0808	qoteedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O027	G399-A01598	f75r	BIOLOGICAL	P1009-S166	P912-E0808	qoteedy	OT+EE+DY	EE	großes Bad-/Stationsblatt mit dreieckiger Insel	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O028	G399-A01610	f75r	BIOLOGICAL	P1009-S172	P912-E0821	otedy	OT+E+DY	E	großes Bad-/Stationsblatt mit dreieckiger Insel	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O029	G399-A01611	f75r	BIOLOGICAL	P1009-S174	P912-E0823	otar	OT+AR	AR	großes Bad-/Stationsblatt mit dreieckiger Insel	AL_AR_OWNER_FALLBACK	P912-E0824	otam	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O030	G399-A01623	f75r	BIOLOGICAL	P1009-S177	P912-E0836	qotedy	OT+E+DY	E	großes Bad-/Stationsblatt mit dreieckiger Insel	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O031	G399-A01624	f75r	BIOLOGICAL	P1009-S178	P912-E0837	otedy	OT+E+DY	E	großes Bad-/Stationsblatt mit dreieckiger Insel	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O032	G399-A01672	f76r	BIOLOGICAL	P1009-S187	P1008-E0500	otedy	OT+E+DY	E	unbebilderter Textabschnitt A0	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O033	G399-A01722	f76r	BIOLOGICAL	P1009-S200	P1008-E0548	al	AL	AL	unbebilderter Textabschnitt A2	AL_AR_OWNER_FALLBACK	P1008-E0549	shckhy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O034	G399-A01741	f76r	BIOLOGICAL	P1009-S203	P1008-E0564	qorain	OR+AIN	OR	unbebilderter Textabschnitt A3	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0565	oteedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O035	G399-A01742	f76r	BIOLOGICAL	P1009-S203	P1008-E0564	qorain	OR+AIN	AIN	unbebilderter Textabschnitt A3	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0565	oteedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O036	G399-A01743	f76r	BIOLOGICAL	P1009-S203	P1008-E0565	oteedy	OT+EE+DY	EE	unbebilderter Textabschnitt A3	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O037	G399-A01775	f76r	BIOLOGICAL	P1009-S209	P1008-E0596	otey	OT+E+Y	E	unbebilderter Textabschnitt A3	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0597	dal	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O038	G399-A01776	f76r	BIOLOGICAL	P1009-S209	P1008-E0596	otey	OT+E+Y	Y	unbebilderter Textabschnitt A3	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0597	dal	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O039	G399-A01777	f76r	BIOLOGICAL	P1009-S209	P1008-E0597	dal	AL	AL	unbebilderter Textabschnitt A3	AL_AR_OWNER_FALLBACK	P1008-E0598	y	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O040	G399-A01808	f76r	BIOLOGICAL	P1009-S214	P1008-E0624	qotey	OT+E+Y	E	unbebilderter Textabschnitt A4	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0625	qotain	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O041	G399-A01809	f76r	BIOLOGICAL	P1009-S214	P1008-E0624	qotey	OT+E+Y	Y	unbebilderter Textabschnitt A4	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0625	qotain	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O042	G399-A01839	f76r	BIOLOGICAL	P1009-S222	P1008-E0650	otedyl	OT+E+DY+L	E	unbebilderter Textabschnitt A5	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O043	G399-A01840	f76r	BIOLOGICAL	P1009-S222	P1008-E0650	otedyl	OT+E+DY+L	L	unbebilderter Textabschnitt A5	L_AIR_OWNER_FALLBACK	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O044	G399-A01857	f76r	BIOLOGICAL	P1009-S228	P1008-E0667	olain	OL+AIN	AIN	unbebilderter Textabschnitt A5	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0668	ot	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O045	G399-A01859	f76r	BIOLOGICAL	P1009-S229	P1008-E0670	qotaly	OT+AL+Y	AL	unbebilderter Textabschnitt A5	AL_AR_OWNER_FALLBACK	P1008-E0671	dar	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O046	G399-A01860	f76r	BIOLOGICAL	P1009-S229	P1008-E0670	qotaly	OT+AL+Y	Y	unbebilderter Textabschnitt A5	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0671	dar	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O047	G399-A01861	f76r	BIOLOGICAL	P1009-S229	P1008-E0671	dar	D_ADDR+AR	AR	unbebilderter Textabschnitt A5	AL_AR_OWNER_FALLBACK	P1008-E0672	sain	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O048	G399-A01864	f76r	BIOLOGICAL	P1009-S230	P1008-E0674	oleeed	OL+EEE+D_ADDR	EEE	unbebilderter Textabschnitt A5	STATEMENT_FINAL_OWNER_ELLIPSIS	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O049	G399-A01908	f76r	BIOLOGICAL	P1009-S238	P1008-E0712	chey	Y	Y	unbebilderter Textabschnitt A6	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0713	llaiir	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O050	G399-A01909	f76r	BIOLOGICAL	P1009-S238	P1008-E0713	llaiir	L+AIIN	L	unbebilderter Textabschnitt A6	L_AIR_OWNER_FALLBACK	P1008-E0714	y	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O051	G399-A01910	f76r	BIOLOGICAL	P1009-S238	P1008-E0713	llaiir	L+AIIN	AIIN	unbebilderter Textabschnitt A6	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0714	y	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O052	G399-A01918	f76r	BIOLOGICAL	P1009-S239	P1008-E0719	qolain	OL+AIN	AIN	unbebilderter Textabschnitt A6	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0720	ain	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O053	G399-A01919	f76r	BIOLOGICAL	P1009-S239	P1008-E0720	ain	AIN	AIN	unbebilderter Textabschnitt A6	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0721	chey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O054	G399-A02061	f76r	BIOLOGICAL	P1009-S255	P1008-E0840	oteey	OT+EE+Y	EE	unbebilderter Textabschnitt A9	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0841	lchey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O055	G399-A02062	f76r	BIOLOGICAL	P1009-S255	P1008-E0840	oteey	OT+EE+Y	Y	unbebilderter Textabschnitt A9	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0841	lchey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O056	G399-A02063	f76r	BIOLOGICAL	P1009-S255	P1008-E0841	lchey	L+Y	L	unbebilderter Textabschnitt A9	L_AIR_OWNER_FALLBACK	P1008-E0842	chey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O057	G399-A02064	f76r	BIOLOGICAL	P1009-S255	P1008-E0841	lchey	L+Y	Y	unbebilderter Textabschnitt A9	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0842	chey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O058	G399-A02111	f76r	BIOLOGICAL	P1009-S266	P1008-E0882	dain	AIN	AIN	unbebilderter Textabschnitt B	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0883	chey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O059	G399-A02117	f76r	BIOLOGICAL	P1009-S267	P1008-E0888	qolain	OL+AIN	AIN	unbebilderter Textabschnitt B	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E0889	qotal	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O060	G399-A02166	f76r	BIOLOGICAL	P1009-S274	P1008-E0932	otedy	OT+E+DY	E	unbebilderter Textabschnitt C	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O061	G399-A02252	f76r	BIOLOGICAL	P1009-S293	P1008-E1007	qoteedy	OT+EE+DY	EE	unbebilderter Textabschnitt D	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O062	G399-A02261	f76r	BIOLOGICAL	P1009-S297	P1008-E1019	choly	OL+Y	Y	unbebilderter Textabschnitt D	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E1020	aiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O063	G399-A02262	f76r	BIOLOGICAL	P1009-S297	P1008-E1020	aiin	AIIN	AIIN	unbebilderter Textabschnitt D	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1008-E1021	y	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O064	G399-A02315	f77r	BIOLOGICAL	P1009-S307	P1003-E0115	oteedy	OT+EE+DY	EE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O065	G399-A02317	f77r	BIOLOGICAL	P1009-S309	P1003-E0118	qoteedy	OT+EE+DY	EE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O066	G399-A02318	f77r	BIOLOGICAL	P1009-S310	P1003-E0119	qodeedy	O+D_ADDR+EE+DY	EE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O067	G399-A02333	f77r	BIOLOGICAL	P1009-S315	P1003-E0133	qolal	OL+AL	AL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AL_AR_OWNER_FALLBACK	P1003-E0134	chedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O068	G399-A02343	f77r	BIOLOGICAL	P1009-S318	P1003-E0142	qotedy	OT+E+DY	E	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O069	G399-A02361	f77r	BIOLOGICAL	P1009-S327	P1003-E0160	lol	L+OL	L	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	L_AIR_OWNER_FALLBACK	P1003-E0161	qoteedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O070	G399-A02362	f77r	BIOLOGICAL	P1009-S327	P1003-E0161	qoteedy	OT+EE+DY	EE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O071	G399-A02363	f77r	BIOLOGICAL	P1009-S328	P1003-E0162	qoteedy	OT+EE+DY	EE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O072	G399-A02372	f77r	BIOLOGICAL	P1009-S331	P1003-E0169	lol	L+OL	L	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	L_AIR_OWNER_FALLBACK	P1003-E0170	daiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O073	G399-A02424	f77r	BIOLOGICAL	P1009-S342	P1003-E0207	al	AL	AL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AL_AR_OWNER_FALLBACK	P1003-E0208	lchedy	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O074	G399-A02473	f77r	BIOLOGICAL	P1009-S354	P1003-E0250	qotedy	OT+E+DY	E	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O075	G399-A02474	f77r	BIOLOGICAL	P1009-S355	P1003-E0251	olchey	OL+Y	Y	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1003-E0252	qotey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O076	G399-A02498	f77r	BIOLOGICAL	P1009-S359	P1003-E0273	qotedy	OT+E+DY	E	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O077	G399-A02499	f77r	BIOLOGICAL	P1009-S360	P1003-E0274	qotary	OT+AR+Y	AR	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	AL_AR_OWNER_FALLBACK	P1003-E0275	qor	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O078	G399-A02500	f77r	BIOLOGICAL	P1009-S360	P1003-E0274	qotary	OT+AR+Y	Y	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1003-E0275	qor	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O079	G399-A02501	f77r	BIOLOGICAL	P1009-S360	P1003-E0275	qor	OR	OR	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1003-E0276	ain	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O080	G399-A02514	f77r	BIOLOGICAL	P1009-S361	P1003-E0287	qoteeedy	OT+EEE+DY	EEE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O081	G399-A02574	f77r	BIOLOGICAL	P1009-S373	P1003-E0338	laiin	L+AIIN	L	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	L_AIR_OWNER_FALLBACK	P1003-E0339	daiiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O082	G399-A02575	f77r	BIOLOGICAL	P1009-S373	P1003-E0338	laiin	L+AIIN	AIIN	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1003-E0339	daiiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O083	G399-A02576	f77r	BIOLOGICAL	P1009-S373	P1003-E0341	eeedy	EEE+DY	EEE	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O084	G399-A02580	f77r	BIOLOGICAL	P1009-S375	P1003-E0346	qoty	OT+Y	Y	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P1003-E0347	daiin	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O085	G399-A02589	f77r	BIOLOGICAL	P1009-S377	P1003-E0358	qotedy	OT+E+DY	E	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O086	G399-A02601	f77r	BIOLOGICAL	P1009-S381	P1003-E0371	qotedy	OT+E+DY	E	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O087	G399-A02708	f81v	BIOLOGICAL	P1009-S391	P912-E0920	olor	OL+OR	OR	gemeinsames zweireihiges Badfeld	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E0921	ol	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O088	G399-A02725	f81v	BIOLOGICAL	P1009-S396	P912-E0938	yar	Y+AR	Y	gemeinsames zweireihiges Badfeld	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E0939	olchey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O089	G399-A02726	f81v	BIOLOGICAL	P1009-S396	P912-E0938	yar	Y+AR	AR	gemeinsames zweireihiges Badfeld	AL_AR_OWNER_FALLBACK	P912-E0939	olchey	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O090	G399-A02739	f81v	BIOLOGICAL	P1009-S398	P912-E0950	otedy	OT+E+DY	E	gemeinsames zweireihiges Badfeld	CURRENT_PACKAGE_CLOSED	STATEMENT_END	STATEMENT_END	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
G400-O091	G399-A02741	f81v	BIOLOGICAL	P1009-S400	P912-E0952	qoty	OT+Y	Y	gemeinsames zweireihiges Badfeld	NO_VISIBLE_ACTION_HEAD_OWNER_ELLIPSIS	P912-E0953	dairam	EXACT_TYPED_HEAD	VISIBLE_OWNER_FALLBACK
