forward_id	attachment_id	physical_page	register	statement_id	event_id	surface	component_recipe	focus_core	forward_reason	next_event_id	next_surface	next_recipe	chosen_action	chosen_action_atom_ordinal	same_statement	lookahead_cards	outside_page_support_level	result
G400-F011	G399-A00650	f67r2	CELESTIAL	P1009-S041	P912-E1905	ydaiin	Y+D_ADDR+AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E1906	qkoy	CARRIER_Q+K+O+Y	K	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F012	G399-A00830	f71v	CELESTIAL	P1009-S048	P1003-E0638	otaly	OT+AL+Y	AL	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0639	okol	OK+OL	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F013	G399-A00831	f71v	CELESTIAL	P1009-S048	P1003-E0638	otaly	OT+AL+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0639	okol	OK+OL	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F014	G399-A00850	f72r	CELESTIAL	P1009-S050	P1008-E0085	oteeo	OT+EE+O	EE	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0086	cthey	CH+T+E+Y	CH	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F015	G399-A00858	f72r	CELESTIAL	P1009-S051	P1008-E0091	oteey	OT+EE+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0092	chedal	CHD+AL	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F016	G399-A00859	f72r	CELESTIAL	P1009-S051	P1008-E0091	oteey	OT+EE+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0092	chedal	CHD+AL	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F017	G399-A00897	f72r	CELESTIAL	P1009-S054	P1008-E0144	oteodar	OT+E+O+D_ADDR+AR	E	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0145	ytey	T+E+Y	T	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F018	G399-A00898	f72r	CELESTIAL	P1009-S054	P1008-E0144	oteodar	OT+E+O+D_ADDR+AR	AR	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0145	ytey	T+E+Y	T	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F019	G399-A00920	f72r	CELESTIAL	P1009-S055	P1008-E0157	otar	OT+AR	AR	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0158	chokaiin	OK+AIIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F020	G399-A00951	f72r	CELESTIAL	P1009-S057	P1008-E0196	aiin	AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0197	okeo	OK+E+O	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F021	G399-A00992	f72r	CELESTIAL	P1009-S058	P1008-E0253	oteey	OT+EE+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0254	tey	T+E+Y	T	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F022	G399-A00993	f72r	CELESTIAL	P1009-S058	P1008-E0253	oteey	OT+EE+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0254	tey	T+E+Y	T	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F023	G399-A01032	f72r	CELESTIAL	P1009-S061	P1008-E0290	aloy	AL+O+Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0291	okaiin	OK+AIIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F024	G399-A01112	f72r	CELESTIAL	P1009-S067	P1008-E0373	oteodar	OT+E+O+D_ADDR+AR	E	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0374	ykeolol	Y+K+E+OL+OL	K	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F025	G399-A01113	f72r	CELESTIAL	P1009-S067	P1008-E0373	oteodar	OT+E+O+D_ADDR+AR	AR	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0374	ykeolol	Y+K+E+OL+OL	K	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F026	G399-A01159	f72r	CELESTIAL	P1009-S068	P1008-E0425	oteey	OT+EE+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0426	arary	P+AR+AR	P	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F027	G399-A01160	f72r	CELESTIAL	P1009-S068	P1008-E0425	oteey	OT+EE+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0426	arary	P+AR+AR	P	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F028	G399-A01212	f75r	BIOLOGICAL	P1009-S073	P912-E0447	dain	AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0448	shey	SH+E+Y	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F029	G399-A01313	f75r	BIOLOGICAL	P1009-S090	P912-E0532	dy	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0533	qokal	OK+AL	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F030	G399-A01317	f75r	BIOLOGICAL	P1009-S091	P912-E0536	dor	D_ADDR+OR	OR	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0537	chekam	CH+K+AM_ADDR	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F031	G399-A01451	f75r	BIOLOGICAL	P1009-S110	P912-E0657	dy	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0658	qokeedy	OK+EE+DY	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F032	G399-A01468	f75r	BIOLOGICAL	P1009-S115	P912-E0678	dy	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0679	rol	R+OL	R	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F033	G399-A01479	f75r	BIOLOGICAL	P1009-S119	P912-E0691	dain	AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0692	chkal	CH+K+AL	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F034	G399-A01510	f75r	BIOLOGICAL	P1009-S123	P912-E0722	chey	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0723	qoked	OK+E+D_ADDR	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F035	G399-A01520	f75r	BIOLOGICAL	P1009-S128	P912-E0733	qotar	OT+AR	AR	Q_OR_OT_OPENS_NEXT_PACKET	P912-E0734	shedy	SH+E+DY	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F036	G399-A01527	f75r	BIOLOGICAL	P1009-S131	P912-E0740	l	L	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E0741	chedy	CHD+Y	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F037	G399-A01559	f75r	BIOLOGICAL	P1009-S141	P912-E0772	dy	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0773	sheety	SH+EE+T+Y	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F038	G399-A01565	f75r	BIOLOGICAL	P1009-S144	P912-E0777	lol	L+OL	L	L_OR_AIR_FRAMES_NEXT_HEAD	P912-E0778	qokeedy	OK+EE+DY	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F039	G399-A01577	f75r	BIOLOGICAL	P1009-S154	P912-E0788	otey	OT+E+Y	E	Q_OR_OT_OPENS_NEXT_PACKET	P912-E0789	koldy	K+OL+DY	K	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F040	G399-A01578	f75r	BIOLOGICAL	P1009-S154	P912-E0788	otey	OT+E+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P912-E0789	koldy	K+OL+DY	K	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F041	G399-A01592	f75r	BIOLOGICAL	P1009-S163	P912-E0803	sy	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0804	dshedy	SH+E+DY	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F042	G399-A01599	f75r	BIOLOGICAL	P1009-S167	P912-E0809	dor	D_ADDR+OR	OR	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0810	yshedy	Y+SH+E+DY	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F043	G399-A01612	f75r	BIOLOGICAL	P1009-S174	P912-E0825	olaiin	OL+AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0826	ch	CH	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F044	G399-A01631	f75r	BIOLOGICAL	P1009-S181	P912-E0843	dain	AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P912-E0844	shedy	SH+E+DY	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F045	G399-A01647	f76r	BIOLOGICAL	P1009-S184	P1008-E0482	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0483	cthar	CH+T+AR	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F046	G399-A01648	f76r	BIOLOGICAL	P1009-S184	P1008-E0482	qotddyar	OT+D_ADDR+D_ADDR+Y+AR	AR	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0483	cthar	CH+T+AR	CH	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F047	G399-A01656	f76r	BIOLOGICAL	P1009-S185	P1008-E0490	ain	AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0491	sheals	SH+E+AL+S	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F048	G399-A01704	f76r	BIOLOGICAL	P1009-S197	P1008-E0534	qoaiin	CARRIER_Q+O+AIIN	AIIN	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0535	ches	CH+E+S	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F049	G399-A01712	f76r	BIOLOGICAL	P1009-S198	P1008-E0540	chey	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0541	lkeedy	L+K+EE+D_ADDR+Y	K	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F050	G399-A01726	f76r	BIOLOGICAL	P1009-S201	P1008-E0553	ain	AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0554	olkeey	OL+K+EE+Y	K	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F051	G399-A01778	f76r	BIOLOGICAL	P1009-S209	P1008-E0598	y	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0599	kal	K+AL	K	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F052	G399-A01795	f76r	BIOLOGICAL	P1009-S213	P1008-E0614	qolair	OL+D_ADDR+AIR	AIR	L_OR_AIR_FRAMES_NEXT_HEAD	P1008-E0615	chedy	CHD+Y	CHD	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F053	G399-A01810	f76r	BIOLOGICAL	P1009-S214	P1008-E0625	qotain	OT+AIN	AIN	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0626	chekair	CH+K+AIR	CH	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F054	G399-A01875	f76r	BIOLOGICAL	P1009-S234	P1008-E0686	olaiin	OL+AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0687	chedy	CHD+Y	CHD	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F055	G399-A01911	f76r	BIOLOGICAL	P1009-S238	P1008-E0714	y	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0715	shedal	SH+E+AL	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F056	G399-A01920	f76r	BIOLOGICAL	P1009-S239	P1008-E0721	chey	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0722	qokaiin	OK+AIIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F057	G399-A02065	f76r	BIOLOGICAL	P1009-S255	P1008-E0842	chey	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0843	olsheol	OL+K+E+OL	K	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F058	G399-A02073	f76r	BIOLOGICAL	P1009-S260	P1008-E0852	oty	OT+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0853	lshed	L+SH+E	SH	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F059	G399-A02097	f76r	BIOLOGICAL	P1009-S264	P1008-E0872	lcheey	L+EE+Y	L	L_OR_AIR_FRAMES_NEXT_HEAD	P1008-E0873	qokey	OK+E+Y	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F060	G399-A02098	f76r	BIOLOGICAL	P1009-S264	P1008-E0872	lcheey	L+EE+Y	EE	L_OR_AIR_FRAMES_NEXT_HEAD	P1008-E0873	qokey	OK+E+Y	OK	1	YES	1	UNTYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F061	G399-A02099	f76r	BIOLOGICAL	P1009-S264	P1008-E0872	lcheey	L+EE+Y	Y	L_OR_AIR_FRAMES_NEXT_HEAD	P1008-E0873	qokey	OK+E+Y	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F062	G399-A02112	f76r	BIOLOGICAL	P1009-S266	P1008-E0883	chey	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0884	lsh	L+SH	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F063	G399-A02118	f76r	BIOLOGICAL	P1009-S267	P1008-E0889	qotal	OT+AL	AL	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0890	shedy	SH+E+DY	SH	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F064	G399-A02120	f76r	BIOLOGICAL	P1009-S268	P1008-E0891	dy	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0892	shecthy	SH+E+CH+T+Y	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F065	G399-A02146	f76r	BIOLOGICAL	P1009-S270	P1008-E0912	otain	OT+AIN	AIN	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E0913	okar	OK+AR	OK	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F066	G399-A02150	f76r	BIOLOGICAL	P1009-S271	P1008-E0916	y	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0917	shedy	SH+E+DY	SH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F067	G399-A02152	f76r	BIOLOGICAL	P1009-S272	P1008-E0919	or	OR	OR	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0920	okain	OK+AIN	OK	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F068	G399-A02158	f76r	BIOLOGICAL	P1009-S273	P1008-E0924	qochy	O+Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0925	as	A_ADDR+S	S	2	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F069	G399-A02186	f76r	BIOLOGICAL	P1009-S278	P1008-E0948	olain	OL+AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E0949	oky	OK+Y	OK	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F070	G399-A02246	f76r	BIOLOGICAL	P1009-S291	P1008-E0999	otain	OT+AIN	AIN	Q_OR_OT_OPENS_NEXT_PACKET	P1008-E1000	saiin	S+AIIN	S	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F071	G399-A02263	f76r	BIOLOGICAL	P1009-S297	P1008-E1021	y	Y	Y	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1008-E1022	sain	S+AIN	S	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F072	G399-A02273	f76r	BIOLOGICAL	P1009-S299	P1008-E1029	ldaiin	L+AIIN	L	L_OR_AIR_FRAMES_NEXT_HEAD	P1008-E1030	checkhey	CH+E+CH+K+E+Y	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F073	G399-A02274	f76r	BIOLOGICAL	P1009-S299	P1008-E1029	ldaiin	L+AIIN	AIIN	L_OR_AIR_FRAMES_NEXT_HEAD	P1008-E1030	checkhey	CH+E+CH+K+E+Y	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F074	G399-A02295	f77r	BIOLOGICAL	P1009-S302	P1003-E0097	loly	L+OL+Y	L	L_OR_AIR_FRAMES_NEXT_HEAD	P1003-E0098	tolchd	T+OL+CHD	T	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F075	G399-A02296	f77r	BIOLOGICAL	P1009-S302	P1003-E0097	loly	L+OL+Y	Y	L_OR_AIR_FRAMES_NEXT_HEAD	P1003-E0098	tolchd	T+OL+CHD	T	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F076	G399-A02353	f77r	BIOLOGICAL	P1009-S323	P1003-E0152	lol	L+OL	L	L_OR_AIR_FRAMES_NEXT_HEAD	P1003-E0153	sshedy	S+SH+E+DY	S	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F077	G399-A02355	f77r	BIOLOGICAL	P1009-S324	P1003-E0154	qotaiin	OT+AIIN	AIIN	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0155	chedy	CHD+Y	CHD	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F078	G399-A02373	f77r	BIOLOGICAL	P1009-S331	P1003-E0170	daiin	AIIN	AIIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1003-E0171	cheedy	CH+EE+D_ADDR+Y	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F079	G399-A02388	f77r	BIOLOGICAL	P1009-S333	P1003-E0182	lchey	L+Y	L	L_OR_AIR_FRAMES_NEXT_HEAD	P1003-E0183	lsheey	L+SH+EE+Y	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F080	G399-A02389	f77r	BIOLOGICAL	P1009-S333	P1003-E0182	lchey	L+Y	Y	L_OR_AIR_FRAMES_NEXT_HEAD	P1003-E0183	lsheey	L+SH+EE+Y	SH	2	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F081	G399-A02405	f77r	BIOLOGICAL	P1009-S336	P1003-E0193	qoteey	OT+EE+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0194	qokain	OK+AIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F082	G399-A02406	f77r	BIOLOGICAL	P1009-S336	P1003-E0193	qoteey	OT+EE+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0194	qokain	OK+AIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F083	G399-A02475	f77r	BIOLOGICAL	P1009-S355	P1003-E0252	qotey	OT+E+Y	E	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0253	qokain	OK+AIN	OK	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F084	G399-A02476	f77r	BIOLOGICAL	P1009-S355	P1003-E0252	qotey	OT+E+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0253	qokain	OK+AIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F085	G399-A02485	f77r	BIOLOGICAL	P1009-S358	P1003-E0261	qotal	OT+AL	AL	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0262	qokaiin	OK+AIIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F086	G399-A02502	f77r	BIOLOGICAL	P1009-S360	P1003-E0276	ain	AIN	AIN	HEADLESS_OPENING_PACKAGE_TO_NEXT_HEAD	P1003-E0277	cheol	CH+E+O+L	CH	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F087	G399-A02538	f77r	BIOLOGICAL	P1009-S367	P1003-E0310	qotain	OT+AIN	AIN	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0311	chedy	CHD+Y	CHD	1	YES	1	TYPED_MICRO	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F088	G399-A02554	f77r	BIOLOGICAL	P1009-S371	P1003-E0325	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	EE	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0326	qokaiin	OK+AIIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
G400-F089	G399-A02555	f77r	BIOLOGICAL	P1009-S371	P1003-E0325	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	Y	Q_OR_OT_OPENS_NEXT_PACKET	P1003-E0326	qokaiin	OK+AIIN	OK	1	YES	1	EXACT_TYPED_HEAD	ONE_CARD_FORWARD_VISIBLE_HEAD
